Demokrativillkor för bidrag till civilsamhället;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Demokrativillkorsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Amanda Lind;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//10 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Demokrativillkorsutredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 får//VB|PRS|AKT//aux//10 härmed//AB//advmod//10 överlämna//VB|INF|AKT//ROOT//10 betänkandet//NN|NEU|SIN|DEF|NOM//obj//10 ,//MID//punct//13 Demokrativillkor//NN|UTR|PLU|IND|NOM//conj//11 för//PP//case//15 bidrag//NN|NEU|PLU|IND|NOM//nmod//13 till//PP//case//17 civilsamhället//NN|NEU|SIN|DEF|NOM//nmod//15 ,//MID//punct//19 SOU//PM|NOM//conj//11 2019:35//RG|NOM//conj//11 .//MAD//punct//10
Till statsrådet Amanda Lind;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2019//RG|NOM//nummod//2
Till statsrådet Amanda Lind;Karin//PM|NOM//obl//2 Almgren//PM|NOM//flat:name//0 /Daniel//RG|NOM//ROOT//2 Lindvall//PM|NOM//obj//2 ///MID//cc//5 Marie//PM|NOM//conj//2 Ericsson//PM|NOM//flat//5 ///MID//cc//8 Linda//PM|NOM//conj//5 Ferry//PM|NOM//flat//8


1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition;1//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 förordning//NN|UTR|SIN|IND|NOM//obl//6 finns//VB|PRS|SFO//ROOT//6 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//6 om//PP//case//9 demokrativillkor//NN|UTR|PLU|IND|NOM//nmod//7 för//PP//case//11 statsbidrag//NN|NEU|PLU|IND|NOM//nmod//9 .//MAD//punct//6
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition;Förordningen//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 meddelad//PC|PRF|UTR|SIN|IND|NOM//ROOT//2 med//PP//case//4 stöd//NN|NEU|SIN|IND|NOM//obl//2 av//PP//case//10 8//RG|NOM//nummod//7 kap.//NN|AN//nmod//10 7//RG|NOM//nummod//9 §//NN|AN//nmod//10 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//4 .//MAD//punct//2
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition;2//RG|NOM//nummod//13 §//NN|AN//appos//2  //_SP////13 Denna//DT|UTR|SIN|DEF//det//16 förordning//NN|UTR|SIN|IND|NOM//nsubj//17 gäller//VB|PRS|AKT//conj//2 för//PP//case//19 förvaltningsmyndigheter//NN|UTR|PLU|IND|NOM//obl//17 under//PP//case//21 regeringen//NN|UTR|SIN|DEF|NOM//nmod//19 och//KN//cc//25 för//PP//case//25 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 organ//NN|NEU|PLU|IND|NOM//conj//21 till//PP//case//28 vilka//HP|UTR/NEU|PLU|IND//det//28 uppgiften//NN|UTR|SIN|DEF|NOM//nmod//25 att//IE//mark//30 fördela//VB|INF|AKT//acl//28 statsbidrag//NN|NEU|PLU|IND|NOM//obj//30 har//VB|PRS|AKT//aux//33 överlämnats//VB|SUP|SFO//advcl//2 .//MAD//punct//2
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition;Förordningen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 för//PP//case//4 Regeringskansliet//NN|NEU|SIN|DEF|NOM//obl//1 .//MAD//punct//1
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition;3//RG|NOM//nummod//7 §//NN|AN//nsubj:pass//13  //_SP////7 Bestämmelserna//NN|UTR|PLU|DEF|NOM//appos//7 i//PP//case//11 förordningen//NN|UTR|SIN|DEF|NOM//nmod//9 ska//VB|PRS|AKT//aux//13 tillämpas//VB|INF|SFO//parataxis//1 när//HA//mark//16 statsbidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//16 fördelas//VB|PRS|SFO//advcl//13 till//PP//case//18 organisationer//NN|UTR|PLU|IND|NOM//obl//16 inom//PP//case//22 det//DT|NEU|SIN|DEF//det//22 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 samhället//NN|NEU|SIN|DEF|NOM//obl//16 på//PP//case//25 annat//JJ|POS|NEU|SIN|IND|NOM//amod//25 sätt//NN|NEU|SIN|IND|NOM//obl//16 än//KN//mark//28 med//PP//case//28 tillämpning//NN|UTR|SIN|IND|NOM//acl//25 av//PP//case//30 lag//NN|UTR|SIN|IND|NOM//nmod//28 eller//KN//cc//32 förordning//NN|UTR|SIN|IND|NOM//conj//30 .//MAD//punct//13
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition;4//RG|NOM//nummod//35 §//NN|AN//appos//13  //_SP////35 Med//PP//case//39 en//DT|UTR|SIN|IND//det//39 organisation//NN|UTR|SIN|IND|NOM//obl//13 inom//PP//case//43 det//DT|NEU|SIN|DEF//det//43 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 samhället//NN|NEU|SIN|DEF|NOM//nmod//39 avses//VB|PRS|SFO//advcl//1 här//AB//advmod//44 en//DT|UTR|SIN|IND//det//47 organisation//NN|UTR|SIN|IND|NOM//obj//44 som//HP|-|-|-//nsubj//50 är//VB|PRS|AKT//aux:pass//50 organiserad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//47 utanför//PP//case//53 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//53 sektor//NN|UTR|SIN|IND|NOM//obl//50 och//KN//cc//55 näringsliv//NN|NEU|SIN|IND|NOM//conj//53 ,//MID//punct//55 som//HP|-|-|-//nsubj//60 inte//AB//advmod//60 är//VB|PRS|AKT//cop//60 vinstdrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//55 och//KN//cc//63 som//HP|-|-|-//nsubj//63 har//VB|PRS|AKT//conj//60 någon//DT|UTR|SIN|IND//det//65 form//NN|UTR|SIN|IND|NOM//obj//63 av//PP//case//68 oegennyttigt//JJ|POS|NEU|SIN|IND|NOM//amod//68 uppdrag//NN|NEU|SIN|IND|NOM//nmod//65 .//MAD//punct//1

1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;5//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 Bidrag//NN|NEU|PLU|IND|NOM//conj//1 får//VB|PRS|AKT//aux//6 inte//AB//advmod//6 lämnas//VB|INF|SFO//ROOT//6 till//PP//case//9 en//DT|UTR|SIN|IND//det//9 organisation//NN|UTR|SIN|IND|NOM//obl//6 om//PP//case//11 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//9 eller//KN//cc//13 någon//PN|UTR|SIN|IND|SUB/OBJ//conj//11 av//PP//case//16 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//16 företrädare//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//9 inom//PP//case//21 ramen//NN|UTR|SIN|DEF|NOM//fixed//18 för//PP//fixed//18 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//9 ,//MID//punct//21 1//RG|NOM//nummod//21 .//MID//punct//6
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;utövar//VB|PRS|AKT//conj//6 våld//NN|NEU|SIN|IND|NOM//obj//25 ,//MID//punct//28 tvång//NN|NEU|SIN|IND|NOM//conj//26 eller//KN//cc//30 hot//NN|NEU|SIN|IND|NOM//conj//26 eller//KN//cc//35 på//PP//case//35 annat//JJ|POS|NEU|SIN|IND|NOM//amod//35 otillbörligt//JJ|POS|NEU|SIN|IND|NOM//amod//35 sätt//NN|NEU|SIN|IND|NOM//conj//26 kränker//VB|PRS|AKT//conj//6 den//DT|UTR|SIN|DEF//det//38 enskildes//JJ|POS|MAS|SIN|DEF|GEN//nmod:poss//40 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 fri-//JJ|POS|UTR|-|-|SMS//obj//36 och//KN//cc//42 rättigheter//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//36 2//RG|NOM//punct//6 .//MAD//punct//6
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;diskriminerar//VB|PRS|AKT//parataxis//6 eller//KN//cc//50 på//PP//case//50 annat//JJ|POS|NEU|SIN|IND|NOM//amod//50 sätt//NN|NEU|SIN|IND|NOM//conj//46 bryter//VB|PRS|AKT//conj//6 mot//PP//case//53 principen//NN|UTR|SIN|DEF|NOM//obl//51 om//PP//case//58 alla//DT|UTR/NEU|PLU|IND/DEF//det//56 människors//NN|UTR|PLU|IND|GEN//nmod:poss//58 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 värde//NN|NEU|SIN|IND|NOM//nmod//53 ,//MID//punct//51 3//RG|NOM//nummod//6 .//MAD//punct//6
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;rättfärdigar//NN|UTR|PLU|IND|NOM//obl//6 ,//MID//punct//64 främjar//VB|PRS|AKT//conj//6 eller//KN//cc//66 uppmanar//VB|PRS|AKT//conj//64 till//PP//case//69 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//69 ageranden//NN|NEU|PLU|IND|NOM//obl//66 som//HP|-|-|-//nsubj:pass//71 anges//VB|PRS|SFO//acl:relcl//69 i//PP//case//73 1//RG|NOM//obl//71 eller//KN//cc//73 2//RG|NOM//nummod//73 ,//MID//punct//6 eller//KN//cc//78 4//RG|NOM//conj//6 .//MID//punct//6
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;motarbetar//VB|PRS|AKT//parataxis//6 det//DT|NEU|SIN|DEF//det//83 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//83 styrelseskicket//NN|NEU|SIN|DEF|NOM//obj//80 .//MAD//punct//80
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;6//RG|NOM//nummod//86 §//NN|AN//obl//80  //_SP////86 Om//PP//mark//95 en//DT|UTR|SIN|IND//det//90 organisation//NN|UTR|SIN|IND|NOM//nsubj//95 eller//KN//cc//93 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//93 företrädare//NN|UTR|PLU|IND|NOM//conj//90 har//VB|PRS|AKT//aux//95 agerat//VB|SUP|AKT//acl//86 på//PP//case//98 det//DT|NEU|SIN|DEF//det//98 sätt//NN|NEU|SIN|IND|NOM//obl//95 som//HP|-|-|-//nsubj:pass//100 anges//VB|PRS|SFO//acl:relcl//98 i//PP//case//103 5//RG|NOM//nummod//103 §//NN|AN//obl//100 ,//MID//punct//105 får//VB|PRS|AKT//parataxis//6 bidrag//NN|NEU|SIN|IND|NOM//obj//105 ändå//AB//advmod//108 lämnas//VB|PRS|SFO//advcl//105 till//PP//case//110 organisationen//NN|UTR|SIN|DEF|NOM//obl//108 om//SN//mark//113 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//113 finns//VB|PRS|SFO//advcl//108 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//115 skäl//NN|NEU|PLU|IND|NOM//nsubj//113 .//MAD//punct//105
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;Vid//PP//case//118 bedömningen//NN|UTR|SIN|DEF|NOM//obl//121 ska//VB|PRS|AKT//aux//121 särskilt//AB//advmod//121 beaktas//VB|INF|SFO//advcl//105 om//SN//mark//124 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//124 tagit//VB|SUP|AKT//advcl//121 avstånd//NN|NEU|SIN|IND|NOM//obj//124 från//PP//case//127 agerandet//NN|NEU|SIN|DEF|NOM//obl//124 och//KN//cc//129 vidtagit//VB|SUP|AKT//conj//124 adekvata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 åtgärder//NN|UTR|PLU|IND|NOM//obj//129 för//PP//mark//134 att//IE//mark//134 säkerställa//VB|INF|AKT//advcl//129 att//SN//mark//138 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//138 inte//AB//advmod//138 upprepas//VB|PRS|SFO//ccomp//134 .//MAD//punct//6
1.1 Förslag till förordning om demokrativillkor för statsbidrag till organisationer inom det civila samhället Tillämpningsområde och definition / Villkor för statsbidrag;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2021//RG|NOM//nummod//7 .//MAD//punct//2

1.2 Förslag till lag om ändring av lagen (1976:1046) om överlämnande av förvaltningsuppgifter inom Utbildningsdepartementets verksamhetsområde;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 i//PP//case//5 lagen//NN|UTR|SIN|DEF|NOM//obl//17 (//PAD//punct//7 1976:1046//RG|NOM//conj//5 )//PAD//punct//7 om//PP//mark//10 överlämnande//NN|NEU|SIN|IND|NOM//nmod//5 av//PP//case//12 förvaltningsuppgifter//NN|UTR|PLU|IND|NOM//obl//10 inom//PP//case//15 Utbildningsdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//15 verksamhetsområde//NN|NEU|SIN|IND|NOM//obl//10 ska//VB|PRS|AKT//aux//17 införas//VB|INF|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//20 ny//JJ|POS|UTR|SIN|IND|NOM//amod//20 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//17 ,//MID//punct//23 14//RG|NOM//nummod//23 §//NN|AN//appos//20 ,//MID//punct//23 av//PP//case//27 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 lydelse//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//1
1.2 Förslag till lag om ändring av lagen (1976:1046) om överlämnande av förvaltningsuppgifter inom Utbildningsdepartementets verksamhetsområde;14//RG|NOM//nummod//30 §//NN|AN//nsubj:pass//36 eller//KN//cc//34 8//RG|NOM//nummod//33 §//NN|AN//nmod//34 §//NN|AN//conj//30 får//VB|PRS|AKT//aux//36 överklagas//VB|INF|SFO//parataxis//1 ,//MID//punct//38 tillämpas//VB|INF|SFO//conj//36 40//RG|NOM//nummod//40 §//NN|AN//nmod//41 förvaltningslagen//NN|UTR|SIN|DEF|NOM//obl:agent//38 (//PAD//punct//41 2017:900//RG|NOM//appos//41 )//PAD//punct//41 .//MAD//punct//1
1.2 Förslag till lag om ändring av lagen (1976:1046) om överlämnande av förvaltningsuppgifter inom Utbildningsdepartementets verksamhetsområde;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2021//RG|NOM//nummod//7 .//MAD//punct//2

1.3 Förslag till lag om ändring av lagen (1992:318) om överlämnande av förvaltningsuppgifter inom Kulturdepartementets verksamhetsområde;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 i//PP//case//5 lagen//NN|UTR|SIN|DEF|NOM//obl//17 (//PAD//punct//7 1992:318//RG|NOM//conj//5 )//PAD//punct//7 om//PP//mark//10 överlämnande//NN|NEU|SIN|IND|NOM//nmod//5 av//PP//case//12 förvaltningsuppgifter//NN|UTR|PLU|IND|NOM//obl//10 inom//PP//case//15 Kulturdepartementets//NN|NEU|SIN|DEF|GEN//nmod:poss//15 verksamhetsområde//NN|NEU|SIN|IND|NOM//obl//10 ska//VB|PRS|AKT//aux//17 införas//VB|INF|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//20 ny//JJ|POS|UTR|SIN|IND|NOM//amod//20 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//17 ,//MID//punct//22 17//RG|NOM//conj//20 a//NN|NEU|SIN|IND|NOM//case//24 §//NN|AN//nmod//22 ,//MID//punct//17 av//PP//case//28 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 lydelse//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//1
1.3 Förslag till lag om ändring av lagen (1992:318) om överlämnande av förvaltningsuppgifter inom Kulturdepartementets verksamhetsområde;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2021//RG|NOM//nummod//7 .//MAD//punct//2

1.4 Förslag till lag om ändring av lagen (1995:361) om överlämnande av förvaltningsuppgifter till Sveriges Riksidrottsförbund;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 i//PP//case//5 lagen//NN|UTR|SIN|DEF|NOM//obl//17 (//PAD//punct//7 1995:361//RG|NOM//appos//5 )//PAD//punct//7 om//PP//mark//10 överlämnande//NN|NEU|SIN|IND|NOM//nmod//5 av//PP//case//12 förvaltningsuppgifter//NN|UTR|PLU|IND|NOM//obl//10 till//PP//case//15 Sveriges//PM|GEN//nmod:poss//15 Riksidrottsförbund//NN|NEU|SIN|IND|NOM//obl//10 ska//VB|PRS|AKT//aux//17 införas//VB|INF|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//20 ny//JJ|POS|UTR|SIN|IND|NOM//amod//20 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//17 ,//MID//punct//23 2//RG|NOM//nummod//23 §//NN|AN//conj//20 ,//MID//punct//23 av//PP//case//27 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 lydelse//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//23
1.4 Förslag till lag om ändring av lagen (1995:361) om överlämnande av förvaltningsuppgifter till Sveriges Riksidrottsförbund;2//RG|NOM//nummod//30 §//NN|AN//obl//17
1.4 Förslag till lag om ändring av lagen (1995:361) om överlämnande av förvaltningsuppgifter till Sveriges Riksidrottsförbund;Om//SN//mark//9 ett//DT|NEU|SIN|IND//det//2 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//9 som//HP|-|-|-//nsubj:pass//4 avses//VB|PRS|SFO//acl:relcl//2 i//PP//case//7 1//RG|NOM//nummod//7 §//NN|AN//obl//4 får//VB|PRS|AKT//aux//9 överklagas//VB|INF|SFO//advcl//11 ,//MID//punct//11 tillämpas//VB|INF|SFO//ROOT//11 40//RG|NOM//nummod//13 §//NN|AN//nmod//14 förvaltningslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//11 (//PAD//punct//14 2017:900//RG|NOM//appos//14 )//PAD//punct//14 .//MAD//punct//11
1.4 Förslag till lag om ändring av lagen (1995:361) om överlämnande av förvaltningsuppgifter till Sveriges Riksidrottsförbund;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2021//RG|NOM//nummod//7 .//MAD//punct//2

