Del 1;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Vindkraftsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
1.2 Kunskapsunderlag;Delrapporten//NN|UTR|SIN|DEF|NOM//nsubj:pass//36 benämns//VB|PRS|SFO//parataxis//29 i//PP//case//38 fortsättningen//NN|UTR|SIN|DEF|NOM//nmod//39 Lägesrapporten//NN|UTR|SIN|DEF|NOM//obl//36 .//MID//punct//36
1.2 Kunskapsunderlag;Ett//DT|NEU|SIN|IND//det//42 utdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//47 av//PP//case//44 sammanfattningen//NN|UTR|SIN|DEF|NOM//nmod//42 i//PP//case//46 Lägesrapporten//NN|UTR|SIN|DEF|NOM//nmod//44 återges//VB|PRS|SFO//parataxis//36 i//PP//case//49 bilaga//NN|UTR|SIN|IND|NOM//obl//47 2//RG|NOM//nummod//47 .//MAD//punct//29
1.2 Kunskapsunderlag;De//DT|UTR/NEU|PLU|DEF//det//2 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 underlagen//NN|NEU|PLU|DEF|NOM//nsubj//9 för//PP//case//4 redovisningarna//NN|UTR|PLU|DEF|NOM//nmod//2 i//PP//case//6 Lägesrapporten//NN|UTR|SIN|DEF|NOM//nmod//4 var//VB|PRT|AKT//cop//9 de//DT|UTR/NEU|PLU|DEF//det//9 kartläggningar//NN|UTR|PLU|IND|NOM//ROOT//9 som//HP|-|-|-//obj//12 vi//PN|UTR|PLU|DEF|SUB//nsubj//12 gjorde//VB|PRT|AKT//acl:relcl//9 genom//PP//case//15 två//RG|NOM//nummod//15 enkätundersökningar//NN|UTR|PLU|IND|NOM//obl//12 .//MAD//punct//9
1.2 Kunskapsunderlag;Den//DT|UTR|SIN|DEF//det//19 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 enkäten//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 riktades//VB|PRT|SFO//parataxis//9 till//PP//case//23 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//23 länsstyrelser//NN|UTR|PLU|IND|NOM//obl//20 och//KN//cc//26 den//DT|UTR|SIN|DEF//det//26 andra//RO|NOM//conj//23 till//PP//case//29 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 myndigheter//NN|UTR|PLU|IND|NOM//nmod//26 ,//MID//punct//31 intresseorganisationer//NN|UTR|PLU|IND|NOM//conj//29 och//KN//cc//33 företag//NN|NEU|PLU|IND|NOM//conj//29 som//HP|-|-|-//nsubj:pass//35 bedömdes//VB|PRT|SFO//acl:relcl//33 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//35 av//PP//case//38 frågor//NN|UTR|PLU|IND|NOM//nmod//36 om//PP//case//40 utbyggnad//NN|UTR|SIN|IND|NOM//nmod//38 av//PP//case//42 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//40 .//MAD//punct//9
1.2 Kunskapsunderlag;Enkäterna//NN|UTR|PLU|DEF|NOM//nsubj//45 syftade//VB|PRT|AKT//parataxis//9 till//PP//mark//48 att//IE//mark//48 få//VB|INF|AKT//advcl//45 uppgifter//NN|UTR|PLU|IND|NOM//obj//48 om//PP//case//51 intresset//NN|NEU|SIN|DEF|NOM//obl//48 av//PP//mark//54 att//IE//mark//54 bygga//VB|INF|AKT//acl//51 vindkraftverk//NN|NEU|PLU|IND|NOM//obj//54 och//KN//cc//58 om//PP//case//58 erfarenheter//NN|UTR|PLU|IND|NOM//conj//51 vad//HP|NEU|SIN|IND//nsubj//60 gäller//VB|PRS|AKT//acl:relcl//58 konflikter//NN|UTR|PLU|IND|NOM//obj//60 med//PP//case//64 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 mark-//NN|UTR|-|-|SMS//nmod//61 och//KN//cc//66 vattenanvändningsintressen//NN|UTR|SIN|DEF|NOM//conj//64 och//KN//cc//70 av//PP//case//70 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//70 planering//NN|UTR|SIN|IND|NOM//conj//64 och//KN//cc//72 tillståndsprövning//NN|UTR|SIN|IND|NOM//conj//64 rörande//PP//case//74 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//61 .//MAD//punct//9
1.2 Kunskapsunderlag;Lägesrapporten//NN|UTR|SIN|DEF|NOM//nsubj//9 och//KN//cc//2 remissvaren//NN|NEU|PLU|DEF|NOM//conj//0 över//PP//case//4 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//2 har//VB|PRS|AKT//aux//9 varit//VB|SUP|AKT//cop//9 det//DT|NEU|SIN|DEF//det//9 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//9 underlaget//NN|NEU|SIN|DEF|NOM//ROOT//9 för//PP//case//11 arbetet//NN|NEU|SIN|DEF|NOM//nmod//9 i//PP//case//14 denna//DT|UTR|SIN|DEF//det//14 etapp//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//9
1.2 Kunskapsunderlag;I//PP//case//3 det//DT|NEU|SIN|DEF//det//3 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//3 kapitlet//NN|NEU|SIN|DEF|NOM//obl//6 i//PP//case//5 Lägesrapporten//NN|UTR|SIN|DEF|NOM//nmod//3 pekade//VB|PRT|AKT//ROOT//6 vi//PN|UTR|PLU|DEF|SUB//nsubj//6 på//PP//case//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 frågor//NN|UTR|PLU|IND|NOM//obl//6 som//HP|-|-|-//obj//13 vi//PN|UTR|PLU|DEF|SUB//nsubj//13 bedömde//VB|PRT|AKT//acl:relcl//10 vara//VB|INF|AKT//cop//15 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//13 att//IE//mark//17 överväga//VB|INF|AKT//acl//15 närmare//AB|KOM//advmod//17 i//PP//case//22 vårt//PS|NEU|SIN|DEF//nmod:poss//22 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 arbete//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//6 ·//PP//nmod//27
1.2 Kunskapsunderlag;vindkraftverks//NN|NEU|SIN|IND|GEN//amod//27 visuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 påverkan//NN|UTR|SIN|IND|NOM//nsubj//145 av//PP//case//29 landskapet//NN|NEU|SIN|DEF|NOM//nmod//27 ,//MID//punct//33 ·//PP//nmod//33 störande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 skuggbildning//NN|UTR|SIN|IND|NOM//conj//27 från//PP//case//35 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//33 ,//MID//punct//33 ·//PP//punct//27 ljudspridning//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//40 ljudstörningar//NN|UTR|PLU|IND|NOM//conj//38 från//PP//case//42 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//40 ,//MID//punct//38 ·//PP//case//45 säkerhetsavstånd//NN|NEU|PLU|IND|NOM//conj//27 för//PP//case//47 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//45 ·//PP//punct//27 vindkraftverks//NN|NEU|SIN|IND|GEN//amod//50 störningar//NN|UTR|PLU|IND|NOM//nmod//27 av//PP//case//52 signalsystem//NN|NEU|PLU|IND|NOM//nmod//50 ,//MID//punct//56 ·//PP//nummod//55 vindkraftverks//NN|NEU|SIN|IND|GEN//amod//56 effekter//NN|UTR|PLU|IND|NOM//conj//50 för//PP//case//58 djurlivet//NN|NEU|SIN|DEF|NOM//nmod//56 ,//MID//punct//56 ·//JJ|AN//nmod//61 områden//NN|NEU|PLU|IND|NOM//appos//27 av//PP//case//63 riksintresse//NN|NEU|SIN|IND|NOM//nmod//61 för//PP//case//65 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//63 ,//MID//punct//61 ·//PP//nummod//68 översiktsplaneringen//NN|UTR|SIN|DEF|NOM//conj//61 som//KN//case//70 instrument//NN|NEU|SIN|IND|NOM//nmod//68 för//PP//mark//73 att//IE//mark//73 styra//VB|INF|AKT//acl//27 lokaliseringen//NN|UTR|SIN|DEF|NOM//obj//73 av//PP//case//76 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//74 i//PP//case//79 ett//DT|NEU|SIN|IND//det//79 helhetsperspektiv//NN|NEU|SIN|IND|NOM//obl//73 ,//MID//punct//79 ·//RG|NOM//nummod//82 värdebeskrivningar//NN|UTR|PLU|IND|NOM//appos//27 av//PP//case//84 områden//NN|NEU|PLU|IND|NOM//nmod//82 av//PP//case//86 intresse//NN|NEU|SIN|IND|NOM//nmod//84 för//PP//case//88 kulturmiljövården//NN|UTR|SIN|DEF|NOM//nmod//86 ,//MID//punct//90 naturvården//NN|UTR|SIN|DEF|NOM//conj//88 och//KN//cc//92 friluftslivet//NN|NEU|SIN|DEF|NOM//conj//88 med//PP//case//96 avseende//NN|NEU|SIN|IND|NOM//fixed//93 på//PP//fixed//93 inverkan//NN|UTR|SIN|IND|NOM//nmod//84 från//PP//case//98 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//96 ,//MID//punct//96 ·//AB|AN//nmod//101 former//NN|UTR|PLU|IND|NOM//conj//82 för//PP//case//103 reglering//NN|UTR|SIN|IND|NOM//nmod//101 av//PP//case//105 mark-//NN|UTR|-|-|SMS//nmod//103 och//KN//cc//107 vattenanvändningen//NN|UTR|SIN|DEF|NOM//conj//105 i//PP//case//109 områden//NN|NEU|PLU|IND|NOM//nmod//103 för//PP//case//111 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//109 ,//MID//punct//101 ·//AB|AN//nummod//114 former//NN|UTR|PLU|IND|NOM//conj//101 för//PP//case//116 tillståndsprövning//NN|UTR|SIN|IND|NOM//nmod//114 av//PP//case//118 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//116 ,//MID//punct//114 ·//RG|NOM//nmod//121 beskrivningar//NN|UTR|PLU|IND|NOM//nmod//114 av//PP//case//124 vindkraftverkens//NN|UTR|SIN|DEF|GEN//nmod:poss//124 egenskaper//NN|UTR|PLU|IND|NOM//nmod//121 och//KN//cc//126 effekter//NN|UTR|PLU|IND|NOM//conj//124 som//KN//mark//128 underlag//NN|NEU|SIN|IND|NOM//conj//121 för//PP//case//130 tillståndsprövning//NN|UTR|SIN|IND|NOM//nmod//128 och//KN//cc//132 miljökonsekvensbeskrivningar//NN|UTR|PLU|IND|NOM//conj//130 och//KN//cc//135 ·//RG|NOM//nmod//135 åtgärder//NN|UTR|PLU|IND|NOM//conj//128 för//PP//mark//138 att//IE//mark//138 ersätta//VB|INF|AKT//acl//27 kostnader//NN|UTR|PLU|IND|NOM//obj//138 för//PP//case//142 erforderliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//142 förstärkningar//NN|UTR|PLU|IND|NOM//nmod//139 av//PP//case//144 elnäten//NN|NEU|PLU|DEF|NOM//nmod//142 orsakade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//6 av//PP//case//147 vindkraftverk//NN|NEU|PLU|IND|NOM//obl//145 .//MAD//punct//145
1.2 Kunskapsunderlag;I//PP//case//1 remissvaren//NN|NEU|PLU|DEF|NOM//obl//6 över//PP//case//3 Lägesrapporten//NN|UTR|SIN|DEF|NOM//nmod//1 har//VB|PRS|AKT//aux//6 inte//AB//advmod//6 framförts//VB|SUP|SFO//ROOT//6 några//DT|UTR/NEU|PLU|IND//det//8 erinringar//NN|UTR|PLU|IND|NOM//nsubj:pass//6 om//PP//case//11 vår//PS|UTR|SIN|DEF//nmod:poss//11 bedömning//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//15 dessa//DT|UTR/NEU|PLU|DEF//det//14 frågors//NN|UTR|PLU|IND|GEN//nmod:poss//15 vikt//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//23 i//PP//case//19 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 fall//NN|NEU|PLU|IND|NOM//obl//23 har//VB|PRS|AKT//aux//23 remissinstanserna//NN|UTR|PLU|DEF|NOM//nsubj//23 uttryckligen//AB//advmod//23 stött//VB|SUP|AKT//conj//6 vår//PS|UTR|SIN|DEF//nmod:poss//25 bedömning//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//6
1.2 Kunskapsunderlag;För//PP//case//1 beredning//NN|UTR|SIN|IND|NOM//obl//31 av//PP//case//3 frågor//NN|UTR|PLU|IND|NOM//nmod//1 om//PP//mark//7 elnäten//NN|NEU|PLU|DEF|NOM//nsubj//7 har//VB|PRS|AKT//aux//7 funnits//VB|SUP|SFO//acl//1 en//DT|UTR|SIN|IND//det//9 arbetsgrupp//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//11 företrädare//NN|UTR|PLU|IND|NOM//nmod//9 för//PP//case//13 Energimyndigheten//NN|UTR|SIN|DEF|NOM//nmod//11 ,//MID//punct//16 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 Kraftnät//PM|NOM//conj//13 ,//MID//punct//19 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 Kraftverksföreningen//NN|UTR|SIN|DEF|NOM//conj//13 ,//MID//punct//19 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//22 Vindkraftförening//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//25 Sveriges//PM|GEN//nmod:poss//25 Elleverantörer//NN|UTR|PLU|IND|NOM//conj//22 .//MAD//punct//1
1.2 Kunskapsunderlag;De//DT|UTR/NEU|PLU|DEF//det//29 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 frågorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//31 har//VB|PRS|AKT//aux//31 beretts//VB|SUP|SFO//ROOT//31 i//PP//case//33 arbetsgrupper//NN|UTR|PLU|IND|NOM//obl//31 bestående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//31 och//KN//cc//37 experter//NN|UTR|PLU|IND|NOM//conj//35 i//PP//case//39 utredningen//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//31
1.2 Kunskapsunderlag;1.2.2//RG|NOM//nmod//43 Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//43 studier//NN|UTR|PLU|IND|NOM//parataxis//31
1.2 Kunskapsunderlag;"För//PP//mark//2 att//IE//mark//2 fördjupa//VB|INF|AKT//advcl//4 kunskaperna//NN|UTR|PLU|DEF|NOM//obj//2 har//VB|PRS|AKT//aux//9 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 inom//PP//case//8 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 områden//NN|NEU|PLU|IND|NOM//obl//4 låtit//VB|SUP|AKT//ROOT//9 genomföra//VB|INF|AKT//xcomp//9 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 studier//NN|UTR|PLU|IND|NOM//obj//10 ·//PP//nmod//14 Landskapstyper//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//16 vindkraft//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//14 Erik//PM|NOM//nmod//41 Skärbäck//PM|NOM//flat:name//18 (//PAD//punct//21 projektledare//NN|UTR|SIN|IND|NOM//appos//18 )//PAD//punct//21 och//KN//cc//25 AnneLie//PM|NOM//nmod//25 Mårtensson//PM|NOM//conj//18 ,//MID//punct//18 Institutionen//NN|UTR|SIN|DEF|NOM//conj//18 för//PP//case//29 landskapsplanering//NN|UTR|SIN|IND|NOM//nmod//27 ,//MID//punct//31 SLU//PM|NOM//conj//18 Alnarp,;Ingvar//PM|NOM//nmod//31 Svensson//PM|NOM//flat:name//18 ,//MID//punct//18 FFNS//PM|NOM//nmod//36 Malmö//PM|NOM//appos//18 ;//MID//punct//18"
1.2 Kunskapsunderlag;Anders//PM|NOM//nmod//39 Bramme//PM|NOM//conj//18 ,//MID//punct//39 A.//PM|NOM//appos//10 Bramme//PM|NOM//flat:name//41 landskapsarkitektur//NN|UTR|SIN|IND|NOM//flat:name//41 .//MID//punct//9
1.2 Kunskapsunderlag;(//PAD//punct//9 Bilaga//NN|UTR|SIN|IND|NOM//nmod//47 10//RG|NOM//dep//45 .//MAD//punct//9 )//PAD//punct//9 ·//PP//nmod//51
1.2 Kunskapsunderlag;Värden//NN|NEU|PLU|IND|NOM//appos//9 i//PP//case//53 natur-//NN|UTR|-|-|SMS//nmod//51 och//KN//cc//55 kulturmiljöer//NN|UTR|PLU|IND|NOM//conj//53 samt//KN//cc//58 för//PP//case//58 friluftslivet//NN|NEU|SIN|DEF|NOM//conj//53 med//PP//case//62 avseende//NN|NEU|SIN|IND|NOM//fixed//59 på//PP//fixed//59 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//58 av//PP//case//64 vindkraft//NN|UTR|SIN|IND|NOM//nmod//62 ,//MID//punct//51 Jan//PM|NOM//conj//51 Sundström//PM|NOM//flat:name//66 ,//MID//punct//69 länsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//66 i//PP//case//72 Västerbottens//PM|GEN//nmod:poss//72 län//NN|NEU|SIN|IND|NOM//nmod//69 .//MAD//punct//51
1.2 Kunskapsunderlag;(//PAD//punct//9 Bilaga//NN|UTR|SIN|IND|NOM//nmod//76 11//RG|NOM//dep//74 .//MAD//punct//9 )//PAD//punct//9 ·//PP//nmod//80
1.2 Kunskapsunderlag;Ytåtgång//NN|UTR|SIN|IND|NOM//appos//9 för//PP//case//83 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 vindkraftsutbyggnad//NN|UTR|SIN|IND|NOM//nmod//80 ,//MID//punct//86 Carolina//PM|NOM//nmod//86 Karlström//PM|NOM//conj//83 ,//MID//punct//86 Vattenfall//PM|NOM//conj//80 AB//PM|NOM//flat//88 .//MAD//punct//80
1.2 Kunskapsunderlag;(//PAD//punct//9 Bilaga//NN|UTR|SIN|IND|NOM//nmod//93 8//RG|NOM//dep//91 .//MAD//punct//93 )//PAD//punct//93 ·//PP//nmod//97
1.2 Kunskapsunderlag;Miljökonsekvensbeskrivning//NN|UTR|SIN|IND|NOM//nmod//93 för//PP//case//99 vindkraft//NN|UTR|SIN|IND|NOM//nmod//97 ,//MID//punct//101 regler//NN|UTR|PLU|IND|NOM//conj//99 och//KN//cc//104 fiktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 exempel//NN|NEU|PLU|IND|NOM//conj//99 ,//MID//punct//106 Margareta//PM|NOM//conj//97 Olsson//PM|NOM//flat//106 ,//MID//punct//109 Swedpower//PM|NOM//conj//97 .//MAD//punct//97
1.2 Kunskapsunderlag;(//PAD//punct//112 Bilaga//NN|UTR|SIN|IND|NOM//appos//93 9//RG|NOM//nummod//112 .//MAD//punct//112 )//PAD//punct//112
1.2 Kunskapsunderlag;1.2.3//RG|NOM//nmod//117 Övrigt//JJ|POS|NEU|SIN|IND|NOM//obl//118 kunskapsunderlag//NN|NEU|SIN|IND|NOM//conj//112
1.2 Kunskapsunderlag;Sekretariatet//NN|NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 tagit//VB|SUP|AKT//ROOT//2 del//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//5 rapporter//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//8 annan//JJ|POS|UTR|SIN|IND|NOM//amod//8 dokumentation//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj//10 rör//VB|PRS|AKT//acl:relcl//8 vindkraften//NN|UTR|SIN|DEF|NOM//obj//10 i//PP//case//13 Sverige//PM|NOM//nmod//11 och//KN//cc//15 utomlands//AB//conj//11 ,//MID//punct//2 främst//AB|SUV//advmod//19 i//PP//case//19 Danmark//PM|NOM//obl//2 och//KN//cc//21 Tyskland//PM|NOM//conj//19 .//MAD//punct//2
1.2 Kunskapsunderlag;Den//DT|UTR|SIN|DEF//det//2 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//2 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//6 och//KN//cc//4 sekreteraren//NN|UTR|SIN|DEF|NOM//conj//2 har//VB|PRS|AKT//aux//6 haft//VB|SUP|AKT//ROOT//6 överläggningar//NN|UTR|PLU|IND|NOM//obj//6 med//PP//case//9 länsstyrelser//NN|UTR|PLU|IND|NOM//nmod//7 och//KN//cc//11 kommuner//NN|UTR|PLU|IND|NOM//conj//9 och//KN//cc//13 gjort//VB|SUP|AKT//conj//6 studiebesök//NN|NEU|PLU|IND|NOM//obj//13 i//PP//case//17 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 delar//NN|UTR|PLU|IND|NOM//obl//13 av//PP//case//19 landet//NN|NEU|SIN|DEF|NOM//nmod//17 med//PP//case//23 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 landskapsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 förutsättningar//NN|UTR|PLU|IND|NOM//obl//13 för//PP//case//25 lokalisering//NN|UTR|SIN|IND|NOM//nmod//23 av//PP//case//27 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//25 .//MAD//punct//13
1.2 Kunskapsunderlag;Möten//NN|NEU|PLU|IND|NOM//nsubj//34 och//KN//cc//32 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 kontakter//NN|UTR|PLU|IND|NOM//conj//29 har//VB|PRS|AKT//aux//34 ägt//VB|SUP|AKT//conj//6 rum//NN|NEU|SIN|IND|NOM//compound:prt//34 också//AB//advmod//34 med//PP//case//38 företrädare//NN|UTR|PLU|IND|NOM//obl//34 för//PP//case//40 företag//NN|NEU|PLU|IND|NOM//nmod//38 i//PP//case//42 vindkraftsbranschen//NN|UTR|SIN|DEF|NOM//nmod//40 och//KN//cc//45 med//PP//case//45 privatpersoner//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//34
1.2 Kunskapsunderlag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 gjort//VB|SUP|AKT//ROOT//2 studieresor//NN|UTR|PLU|IND|NOM//obj//2 till//PP//case//5 Gotland//PM|NOM//nmod//3 ,//MID//punct//7 Danmark//PM|NOM//conj//5 och//KN//cc//9 Niedersachsen//PM|NOM//conj//5 och//KN//cc//11 tagit//VB|SUP|AKT//conj//2 del//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//14 erfarenheter//NN|UTR|PLU|IND|NOM//nmod//12 där//HA//advmod//17 vad//HP|NEU|SIN|IND//nsubj//17 gäller//VB|PRS|AKT//advcl//11 etablering//NN|UTR|SIN|IND|NOM//obj//17 av//PP//case//20 vindkraftverk//NN|NEU|PLU|IND|NOM//nmod//18 och//KN//cc//24 hur//HA//advmod//24 vindkraften//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 behandlas//VB|PRS|SFO//conj//2 i//PP//case//28 den//DT|UTR|SIN|DEF//det//28 fysiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 planeringen//NN|UTR|SIN|DEF|NOM//obl//24 .//MAD//punct//24
1.2 Kunskapsunderlag;På//PP//case//31 Gotland//PM|NOM//obl//32 hade//VB|PRT|AKT//conj//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//32 överläggningar//NN|UTR|PLU|IND|NOM//obj//32 med//PP//case//36 företrädare//NN|UTR|PLU|IND|NOM//nmod//34 för//PP//case//38 kommunen//NN|UTR|SIN|DEF|NOM//nmod//36 och//KN//cc//40 länsstyrelsen//NN|UTR|SIN|DEF|NOM//conj//38 och//KN//cc//44 ett//DT|NEU|SIN|IND//det//44 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//44 möte//NN|NEU|SIN|IND|NOM//conj//38 .//MAD//punct//32
1.2 Kunskapsunderlag;I//PP//case//47 Danmark//PM|NOM//obl//48 sammanträffade//VB|PRT|AKT//conj//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//48 med//PP//case//51 företrädare//NN|UTR|PLU|IND|NOM//obl//48 för//PP//case//53 Miljø-//NN|NEU|-|-|SMS//nmod//51 och//KN//cc//55 energiministeriet//NN|NEU|SIN|DEF|NOM//conj//53 ,//MID//punct//57 Energistyrelsen//NN|UTR|SIN|DEF|NOM//conj//53 och//KN//cc//59 Skov-//PM|SMS//conj//53 och//KN//cc//61 naturstyrelsen//NN|UTR|SIN|DEF|NOM//conj//53 .//MID//punct//48
1.2 Kunskapsunderlag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//64 besökte//VB|PRT|AKT//parataxis//48 vidare//AB|KOM//advmod//64 Løgstørs//PM|NOM//nmod//67 kommune//NN|UTR|SIN|IND|NOM//obj//64 på//PP//case//69 Jylland//PM|NOM//obl//64 .//MAD//punct//64
1.2 Kunskapsunderlag;I//PP//case//72 Niedersachen//PM|NOM//obl//73 hade//VB|PRT|AKT//conj//32 vi//PN|UTR|PLU|DEF|SUB//nsubj//73 överläggningar//NN|UTR|PLU|IND|NOM//obj//73 med//PP//case//78 Bezirksregierung//PM|NOM//nmod//78 Weser-Ems//PM|NOM//nmod//75 i//PP//case//80 Oldenburg//PM|NOM//nmod//78 ,//MID//punct//83 Samtgemeinde//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 Holtriem//PM|NOM//conj//78 ,//MID//punct//86 Deutsches//PM|NOM//nmod//86 Windenergie-Institut//PM|NOM//conj//78 (//PAD//punct//86 DEWI//NN|UTR|SIN|IND|NOM//appos//86 )//PAD//punct//86 och//KN//cc//92 Bundesverbandes//PM|GEN//case//92 Wind//PM|NOM//conj//78 Energie//PM|NOM//flat:name//92 (//PAD//punct//96 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//96 vindkraftförening//NN|UTR|SIN|IND|NOM//appos//92 )//PAD//punct//92 .//MAD//punct//2
1.2 Kunskapsunderlag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//100 fick//VB|PRT|AKT//parataxis//2 också//AB//advmod//100 information//NN|UTR|SIN|IND|NOM//obj//100 om//PP//compound:prt//100 och//KN//cc//105 besåg//VB|PRT|AKT//conj//100 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 vindkraftanläggningar//NN|UTR|PLU|IND|NOM//obj//105 ,//MID//punct//113 bland//PP//case//110 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//113 en//DT|UTR|SIN|IND//det//113 stor//JJ|POS|UTR|SIN|IND|NOM//amod//113 vindkraftpark//NN|UTR|SIN|IND|NOM//conj//107 i//PP//case//115 Holtriem//PM|NOM//nmod//113 .//MAD//punct//100
