Tillstånd och medling;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 upphovsrätts-//NN|UTR|-|-|SMS//nmod//2 och//KN//cc//7 bolagsrättsärenden//NN|NEU|PLU|IND|NOM//conj//5
Till statsrådet och chefen för Justitiedepartementet;Härmed//AB//advmod//1 överlämnas//VB|PRS|SFO//ROOT//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//3 Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//1 och//KN//cc//5 medling//NN|UTR|SIN|IND|NOM//conj//3  //_SP////5 (//PAD//punct//3 SOU//PM|NOM//appos//3 2013:4//RG|NOM//nmod//8 )//PAD//punct//3 .//MAD//punct//16
Till statsrådet och chefen för Justitiedepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 med//PP//case//15 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//16 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Malmö//PM|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//nmod//0 2013//RG|NOM//nummod//2
Till statsrådet och chefen för Justitiedepartementet;Lennart//PM|NOM//nmod:poss//2 Svensäter//PM|NOM//flat:name//0 /Peter//RG|NOM//ROOT//2 Krikström//PM|NOM//nsubj//2

Sakkunniga och experter som har deltagit i utredningens arbete;Sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 (//PAD//punct//0 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//appos//0 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 30//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//nmod//2 2012//RG|NOM//nummod//6 )//PAD//punct//0
Sakkunniga och experter som har deltagit i utredningens arbete;Departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//1 Elisabeth//PM|NOM//compound//4 Bill//PM|NOM//flat:name//1 Kanslirådet//PM|NOM//flat//1 Henrik//PM|NOM//ROOT//4 Matz//PM|NOM//flat:name//4
Sakkunniga och experter som har deltagit i utredningens arbete;Ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Anneli//PM|NOM//ROOT//1 Skoglund//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Experter//NN|UTR|PLU|IND|NOM//ROOT//0 (//PAD//punct//0 samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//appos//0 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 30//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//nmod//2 2012//RG|NOM//nummod//6 )//PAD//punct//0
Sakkunniga och experter som har deltagit i utredningens arbete;Advokaten//NN|UTR|SIN|DEF|NOM//nmod//1 Peter//PM|NOM//ROOT//1 Adamsson//PM|NOM//flat//1
Sakkunniga och experter som har deltagit i utredningens arbete;Chefsrådmannen//NN|UTR|SIN|DEF|NOM//nmod//1 Monica//PM|NOM//ROOT//1 Felding//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Lars//PM|NOM//ROOT//1 Grönquist//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Förbundsdirektören//NN|UTR|SIN|DEF|NOM//nmod//1 Susin//PM|NOM//ROOT//1 Lindblom//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Professorn//NN|UTR|SIN|DEF|NOM//nmod//1 jur.dr//PM|NOM//ROOT//1 .//MID//punct//1
Sakkunniga och experter som har deltagit i utredningens arbete;Per//PM|NOM//dep//1 Jonas//PM|NOM//flat:name//3 Nordell//PM|NOM//flat:name//4
Sakkunniga och experter som har deltagit i utredningens arbete;Chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Per//PM|NOM//ROOT//1 Nordström//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Jerker//PM|NOM//ROOT//1 Rydén//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Informationschefen//NN|UTR|SIN|DEF|NOM//nmod//1 Anne//PM|NOM//ROOT//1 Stigell//PM|NOM//flat:name//1
Sakkunniga och experter som har deltagit i utredningens arbete;Förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Mathias//PM|NOM//ROOT//1 Sylwan//PM|NOM//flat//1
Sakkunniga och experter som har deltagit i utredningens arbete;Förlagsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Erica//PM|NOM//ROOT//1 Wänelöf//PM|NOM//flat//1
Sakkunniga och experter som har deltagit i utredningens arbete;Förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Thorbjörn//PM|NOM//compound//4 Öström//PM|NOM//flat:name//1 2.6//RG|NOM//flat:name//1 Kompetensfördelningen//NN|UTR|SIN|DEF|NOM//ROOT//4 mellan//PP//case//7 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//7 domstol//NN|UTR|SIN|IND|NOM//nmod//4 ,//MID//punct//7 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//10 2.8//RG|NOM//nummod//11 Domstolar//NN|UTR|PLU|IND|NOM//conj//7 och//KN//cc//13 förvaltningsmyndigheter//NN|UTR|PLU|IND|NOM//conj//7 av//PP//case//15 intresse//NN|NEU|SIN|IND|NOM//nmod//13 för//PP//case//18 3.2//RG|NOM//nmod//18 Förfoganden//NN|UTR|SIN|DEF|NOM//nmod//15 till//PP//case//20 förmån//NN|UTR|SIN|IND|NOM//nmod//4 för//PP//case//22 personer//NN|UTR|PLU|IND|NOM//nmod//20 med//PP//case//25 4.2//RG|NOM//nmod//25 Framställning//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//27 spridning//NN|UTR|SIN|IND|NOM//conj//25 av//PP//case//29 exemplar//NN|NEU|PLU|IND|NOM//nmod//27 inom//PP//case//34 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 4.5//RG|NOM//nmod//34 Fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 förhållanden//NN|NEU|PLU|IND|NOM//nmod//29 av//PP//case//36 intresse//NN|NEU|SIN|IND|NOM//nmod//34 för//PP//case//38 frågan//NN|UTR|SIN|DEF|NOM//nmod//36 om//PP//case//40 behovet//NN|NEU|SIN|DEF|NOM//nmod//38 av//PP//case//42 8.1//RG|NOM//nmod//40 Förslaget//NN|NEU|SIN|DEF|NOM//flat//42 till//PP//case//45 lag//NN|UTR|SIN|IND|NOM//nmod//40 om//PP//case//47 ändring//NN|UTR|SIN|IND|NOM//nmod//45 i//PP//case//49 lagen//NN|UTR|SIN|DEF|NOM//nmod//47 (//PAD//punct//51 1960:729//RG|NOM//nmod//40 )//PAD//punct//51 om//PP//case//55 8.2//RG|NOM//nummod//55 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//40 till//PP//case//57 lag//NN|UTR|SIN|IND|NOM//nmod//55 om//PP//case//59 ändring//NN|UTR|SIN|IND|NOM//nmod//57 i//PP//case//61 lagen//NN|UTR|SIN|DEF|NOM//nmod//59 (//PAD//punct//63 1980:612//RG|NOM//nmod//4 )//PAD//punct//63 om//PP//case//67 8.3//RG|NOM//nmod//67 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//4 till//PP//case//69 lag//NN|UTR|SIN|IND|NOM//nmod//67 om//PP//case//71 ändring//NN|UTR|SIN|IND|NOM//nmod//69 i//PP//case//73 lagen//NN|UTR|SIN|DEF|NOM//nmod//71 (//PAD//punct//75 1980:1102//RG|NOM//appos//67 )//PAD//punct//75 om//PP//case//79 8.4//RG|NOM//nmod//79 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//4 till//PP//case//81 lag//NN|UTR|SIN|IND|NOM//nmod//4 om//PP//case//83 ändring//NN|UTR|SIN|IND|NOM//nmod//81 i//PP//case//85 lagen//NN|UTR|SIN|DEF|NOM//nmod//83 (//PAD//punct//87 1987:667//RG|NOM//nmod//4 )//PAD//punct//87 om//PP//case//91 8.5//RG|NOM//nummod//91 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//4 till//PP//case//93 lag//NN|UTR|SIN|IND|NOM//nmod//91 om//PP//case//95 ändring//NN|UTR|SIN|IND|NOM//nmod//93 i//PP//case//99 revisionslagen//NN|UTR|SIN|DEF|NOM//nmod//98 8.6//RG|NOM//nmod//99 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//95 till//PP//case//101 lag//NN|UTR|SIN|IND|NOM//nmod//95 om//PP//case//103 ändring//NN|UTR|SIN|IND|NOM//nmod//101 i//PP//case//107 aktiebolagslagen//NN|UTR|SIN|DEF|NOM//nmod//106 9.3//RG|NOM//nmod//107 Framställning//NN|UTR|SIN|IND|NOM//nmod//103 och//KN//cc//109 spridning//NN|UTR|SIN|IND|NOM//conj//107 av//PP//case//111 exemplar//NN|NEU|PLU|IND|NOM//nmod//109 inom//PP//case//113 arkiv//NN|NEU|PLU|IND|NOM//nmod//111 och//KN//punct//4


1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 1960:729//RG|NOM//conj//5 )//PAD//punct//7 om//PP//case//10 upphovsrätt//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//15 litterära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 och//KN//cc//14 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//12 verk//NN|NEU|PLU|IND|NOM//nmod//10 .//MAD//punct//1
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;dels//KN//advmod//35  //_SP////17 att//SN//mark//35 16//RG|NOM//nsubj//35 ,//MID//punct//22 17//RG|NOM//conj//20 och//KN//cc//24 42//RG|NOM//conj//20 d//NN|AN//case//27 §//NN|AN//nmod//27 §//NN|AN//nmod//20 samt//KN//cc//29 rubriken//NN|UTR|SIN|DEF|NOM//conj//27 närmast//AB|SUV//case//33 före//PP//advmod//32 17//RG|NOM//nummod//33 §//NN|AN//nmod//29 ska//VB|PRS|AKT//aux//35 ha//VB|INF|AKT//parataxis//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 lydelse//NN|UTR|SIN|IND|NOM//obj//35 ,//MID//punct//35 dels//KN//advmod//46  //_SP////39 att//SN//mark//46 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//46 i//PP//case//44 lagen//NN|UTR|SIN|DEF|NOM//obl//46 ska//VB|PRS|AKT//aux//46 införas//VB|INF|SFO//conj//35 två//RG|NOM//nummod//49 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//46 ,//MID//punct//49 17//RG|NOM//nummod//52 a//NN|NEU|SIN|IND|NOM//appos//49 och//KN//cc//52 17//RG|NOM//nummod//52 b//NN|NEU|SIN|IND|NOM//case//57 §//NN|AN//nmod//57 §//NN|AN//obl//46 ,//MID//punct//46 av//PP//case//61 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 lydelse//NN|UTR|SIN|IND|NOM//obl//46 .//MAD//punct//35
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Exemplar//NN|UTR|PLU|IND|NOM//nsubj:pass//12 som//HP|-|-|-//nsubj:pass//2 framställs//VB|PRS|SFO//acl:relcl//0 på//PP//case//4 papper//NN|NEU|PLU|IND|NOM//obl//2 med//PP//case//6 stöd//NN|NEU|SIN|IND|NOM//nmod//4 av//PP//case//9 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//nmod//6 2//RG|NOM//nummod//0 får//VB|PRS|AKT//aux//12 spridas//VB|INF|SFO//ROOT//12 till//PP//case//14 lånesökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//12 .//MAD//punct//12
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Bestämmelser//NN|UTR|PLU|IND|NOM//parataxis//12 om//PP//case//18 avtalslicens//NN|UTR|SIN|IND|NOM//nmod//16 för//PP//case//20 spridning//NN|UTR|SIN|IND|NOM//nmod//18 av//PP//case//22 exemplar//NN|NEU|SIN|IND|NOM//nmod//20 till//PP//case//24 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//22 i//PP//case//27 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 fall//NN|NEU|PLU|IND|NOM//nmod//24 och//KN//cc//30 för//PP//case//30 överföring//NN|UTR|SIN|IND|NOM//conj//18 av//PP//case//32 3//RG|NOM//nmod//30 .//MAD//punct//16
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;framställa//VB|INF|AKT//conj//12 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 exemplar//NN|NEU|PLU|IND|NOM//obj//34 av//PP//case//38 verk//NN|NEU|PLU|IND|NOM//nmod//36 som//HP|-|-|-//nsubj:pass//40 sänds//VB|PRS|SFO//acl:relcl//38 ut//PL//compound:prt//40 i//PP//case//43 ljudradio//NN|UTR|SIN|IND|NOM//obl//40 eller//KN//cc//45 television//NN|UTR|SIN|IND|NOM//conj//43 och//KN//cc//48 av//PP//case//48 filmverk//NN|NEU|PLU|IND|NOM//conj//43 som//KN//obj//53 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//53 eller//KN//cc//52 hörselskadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//50 behöver//VB|PRS|AKT//acl:relcl//48 för//PP//mark//57 att//IE//mark//57 kunna//VB|INF|AKT//aux//57 ta//VB|INF|AKT//advcl//53 del//NN|UTR|SIN|IND|NOM//obj//57 av//PP//case//60 verken//NN|NEU|PLU|DEF|NOM//nmod//58 ,//MID//punct//63 samt//KN//cc//63 sprida//VB|INF|AKT//conj//34 och//KN//cc//65 överföra//VB|INF|AKT//conj//63 exemplar//NN|NEU|PLU|IND|NOM//obj//65 av//PP//case//68 verken//NN|NEU|PLU|DEF|NOM//nmod//66 till//PP//case//71 dessa//DT|UTR/NEU|PLU|DEF//det//71 personer//NN|UTR|PLU|IND|NOM//obl//63 .//MAD//punct//12
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Framställning//NN|UTR|SIN|IND|NOM//nsubj//20 av//PP//case//2 exemplar//NN|NEU|SIN|IND|NOM//nmod//0 ,//MID//punct//4 spridning//NN|UTR|SIN|IND|NOM//conj//0 av//PP//case//6 exemplar//NN|NEU|SIN|IND|NOM//nmod//4 och//KN//cc//8 överföring//NN|UTR|SIN|IND|NOM//conj//6 till//PP//case//10 allmänheten//NN|UTR|SIN|DEF|NOM//nmod//8 av//PP//case//12 exemplar//NN|NEU|SIN|IND|NOM//nmod//10 med//PP//case//14 stöd//NN|NEU|SIN|IND|NOM//nmod//12 av//PP//case//17 denna//DT|UTR|SIN|DEF//det//17 paragraf//NN|UTR|SIN|IND|NOM//nmod//14 får//VB|PRS|AKT//aux//20 inte//AB//advmod//20 ske//VB|INF|AKT//ROOT//20 i//PP//case//22 förvärvssyfte//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//20
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Exemplaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 får//VB|PRS|AKT//aux//28 inte//AB//advmod//28 heller//AB//advmod//28 användas//VB|INF|SFO//parataxis//20 för//PP//case//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 ändamål//NN|NEU|PLU|IND|NOM//obl//28 än//KN//mark//34 som//HP|-|-|-//nsubj:pass//34 avses//VB|PRS|SFO//acl//31 i//PP//case//36 paragrafen//NN|UTR|SIN|DEF|NOM//obl//34 .//MAD//punct//20
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;När//HA//mark//4 bibliotek//NN|NEU|PLU|IND|NOM//nsubj//4 och//KN//cc//3 organisationer//NN|UTR|PLU|IND|NOM//conj//1 sprider//VB|PRS|AKT//advcl//30 exemplar//NN|NEU|PLU|IND|NOM//obj//4 eller//KN//cc//7 överför//VB|PRS|AKT//conj//4 exemplar//NN|NEU|PLU|IND|NOM//obj//7 av//PP//case//10 verk//NN|NEU|PLU|IND|NOM//nmod//8 till//PP//case//12 personer//NN|UTR|PLU|IND|NOM//nmod//10 med//PP//case//14 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//12  //_SP////14 på//PP//case//19 ett//DT|NEU|SIN|IND//det//19 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//19 sätt//NN|NEU|SIN|IND|NOM//obl//7 att//SN//mark//24 dessa//DT|UTR/NEU|PLU|DEF//det//22 personer//NN|UTR|PLU|IND|NOM//nsubj//24 får//VB|PRS|AKT//aux//24 behålla//VB|INF|AKT//acl//19 ett//DT|NEU|SIN|IND//det//26 exemplar//NN|NEU|SIN|IND|NOM//obj//24 av//PP//case//28 verket//NN|NEU|SIN|DEF|NOM//nmod//26 ,//MID//punct//4 har//VB|PRS|AKT//ROOT//30 upphovsmannen//NN|UTR|SIN|DEF|NOM//nsubj//30 rätt//NN|UTR|SIN|IND|NOM//obj//30 till//PP//case//34 ersättning//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//30
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 gäller//VB|PRS|AKT//parataxis//30 om//SN//case//39 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//37 med//PP//case//41 stöd//NN|NEU|SIN|IND|NOM//nmod//39 av//PP//case//44 första//RO|NOM//amod//44 stycket//NN|NEU|SIN|DEF|NOM//nmod//41 andra//RO|NOM//amod//46 meningen//NN|UTR|SIN|DEF|NOM//nsubj//47 överlåter//VB|PRS|AKT//advcl//37 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//advmod//47 än//KN//case//52 några//DT|UTR/NEU|PLU|IND//det//52 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//52 exemplar//NN|NEU|PLU|IND|NOM//obl//47 till//PP//case//54 personer//NN|UTR|PLU|IND|NOM//obl//47 med//PP//case//56 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//54 .//MAD//punct//47
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;17//RG|NOM//nummod//37 a//NN|NEU|SIN|IND|NOM//case//60 §//NN|AN//obl//58
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Bibliotek//NN|NEU|SIN|IND|NOM//nsubj//18 och//KN//cc//2 organisationer//NN|UTR|PLU|IND|NOM//conj//0 som//HP|-|-|-//nsubj//4 framställer//VB|PRS|AKT//acl:relcl//2 ,//MID//punct//6 sprider//VB|PRS|AKT//conj//4 eller//KN//cc//8 överför//VB|PRS|AKT//conj//4 exemplar//NN|NEU|PLU|IND|NOM//obj//8 av//PP//case//11 verk//NN|NEU|PLU|IND|NOM//nmod//9 enligt//PP//case//14 17//RG|NOM//nummod//14 §//NN|AN//nmod//16 andra//RO|NOM//amod//16 stycket//NN|NEU|SIN|DEF|NOM//nmod//11 ska//VB|PRS|AKT//aux//18 anmäla//VB|INF|AKT//ROOT//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//18 till//PP//case//21 Patent-//NN|NEU|-|-|SMS//obl//18 och//KN//cc//23 registreringsverket//NN|NEU|SIN|DEF|NOM//conj//21 .//MAD//punct//18
1 Förslag till lag om ändring i lagen (1960:729) om upphovsrätt till litterära och konstnärliga verk;Patent-//NN|NEU|-|-|SMS//nsubj//4 och//KN//cc//2 registreringsverket//NN|NEU|SIN|DEF|NOM//conj//0 ska//VB|PRS|AKT//aux//4 föra//VB|INF|AKT//ROOT//4 ett//DT|NEU|SIN|IND//det//6 register//NN|NEU|SIN|IND|NOM//obj//4 över//PP//case//8 anmälningarna//NN|UTR|PLU|DEF|NOM//nmod//6 enligt//PP//case//11 första//RO|NOM//amod//11 stycket//NN|NEU|SIN|DEF|NOM//obl//4 .//MAD//punct//4
