Mobil med bil;Ett//DT|NEU|SIN|IND//det//2 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//2 synsätt//NN|NEU|SIN|IND|NOM//ROOT//2 på//PP//case//4 bilstöd//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 färdtjänst//NN|UTR|SIN|IND|NOM//conj//4
Teknisk rapport från huvudundersökning;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 1//RG|NOM//nummod//0
Teknisk rapport från huvudundersökning;Färdtjänst//NN|UTR|SIN|IND|NOM//ROOT//0
Teknisk rapport från huvudundersökning;Uppskatta//VB|INF|AKT//ROOT//0 ett//DT|NEU|SIN|IND//det//3 genomsnittligt//JJ|POS|NEU|SIN|IND|NOM//amod//3 antal//NN|NEU|SIN|IND|NOM//nmod//4 resor//NN|UTR|PLU|IND|NOM//obj//0 .//MAD//punct//0
Teknisk rapport från huvudundersökning;Varje//DT|UTR/NEU|SIN|IND//det//7 resväg//NN|UTR|SIN|IND|NOM//nsubj:pass//9 ska//VB|PRS|AKT//aux//9 räknas//VB|INF|SFO//parataxis//0 som//KN//mark//13 en//DT|UTR|SIN|IND//det//13 enkel//JJ|POS|UTR|SIN|IND|NOM//amod//13 resa//NN|UTR|SIN|IND|NOM//xcomp//9 .//MAD//punct//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nsubj//1 Vet//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1
Teknisk rapport från huvudundersökning;Uppskatta//VB|INF|AKT//ROOT//0 ett//DT|NEU|SIN|IND//det//3 genomsnittligt//JJ|POS|NEU|SIN|IND|NOM//amod//3 antal//NN|NEU|SIN|IND|NOM//nmod//4 mil//NN|UTR|PLU|IND|NOM//obj//0 .//MAD//punct//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nsubj//1 Vet//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1
Teknisk rapport från huvudundersökning;Bilstöd//NN|NEU|SIN|IND|NOM//ROOT//0
Teknisk rapport från huvudundersökning;3a//RG|NOM//obl//3 Har//VB|PRS|AKT//aux//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 köpt//VB|SUP|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 bil//NN|UTR|SIN|IND|NOM//obj//3 med//PP//case//9 hjälp//NN|UTR|SIN|IND|NOM//fixed//6 av//PP//fixed//6 bilstöd//NN|NEU|SIN|IND|NOM//nmod//5 från//PP//case//11 försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//9 ?//MAD//punct//3
Teknisk rapport från huvudundersökning;Ja//IN//ROOT//0
Teknisk rapport från huvudundersökning;Nej//IN//discourse//2  //_SP////0 Gå//VB|INF|AKT//ROOT//2 till//PP//case//4 fråga//NN|UTR|SIN|IND|NOM//obl//2 4//RG|NOM//nummod//2
Teknisk rapport från huvudundersökning;3b//RG|NOM//obl//3 Har//VB|PRS|AKT//aux//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 köpt//VB|SUP|AKT//ROOT//3 bilen//NN|UTR|SIN|DEF|NOM//obj//3 1998//RG|NOM//obl//3 eller//KN//cc//7 senare//AB|KOM//conj//3 ?//MAD//punct//3
Teknisk rapport från huvudundersökning;Ja//IN//discourse//2  //_SP////0 Gå//VB|INF|AKT//ROOT//2 till//PP//case//5 fråga//NN|UTR|SIN|IND|NOM//nmod//5 10//RG|NOM//obl//2
Teknisk rapport från huvudundersökning;Nej//IN//advmod//1 Vet//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1
Teknisk rapport från huvudundersökning;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//4 med//PP//case//3 nedanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 frågor//NN|UTR|PLU|IND|NOM//nmod//0 är//VB|PRS|AKT//ROOT//4 att//IE//mark//6 undersöka//VB|INF|AKT//ccomp//4 intresset//NN|NEU|SIN|DEF|NOM//obj//6 av//PP//mark//10 att//IE//mark//10 företa//VB|INF|AKT//acl//7 resor//NN|UTR|PLU|IND|NOM//obj//10 med//PP//case//14 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//14 bil//NN|UTR|SIN|IND|NOM//nmod//11 som//KN//case//17 ett//DT|NEU|SIN|IND//det//17 alternativ//NN|NEU|SIN|IND|NOM//obl//10 till//PP//case//19 färdtjänst//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//4
Teknisk rapport från huvudundersökning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 är//VB|PRS|AKT//cop//24 inget//DT|NEU|SIN|IND//det//24 krav//NN|NEU|SIN|IND|NOM//parataxis//4 på//PP//mark//31 att//SN//mark//31 du//PN|UTR|SIN|DEF|SUB//nsubj//31 själv//JJ|POS|UTR|SIN|IND|NOM//amod//27 ska//VB|PRS|AKT//aux//31 kunna//VB|INF|AKT//aux//31 köra//VB|INF|AKT//acl//24 bilen//NN|UTR|SIN|DEF|NOM//obj//31 .//MAD//punct//24
Teknisk rapport från huvudundersökning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 räcker//VB|PRS|AKT//parataxis//24 med//PP//mark//43 att//SN//mark//43 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//43 i//PP//case//41 din//PS|UTR|SIN|DEF//nmod:poss//41 omgivning//NN|UTR|SIN|IND|NOM//obl//43 kan//VB|PRS|AKT//aux//43 köra//VB|INF|AKT//advcl//35 bilen//NN|UTR|SIN|DEF|NOM//obj//43 och//KN//cc//48 att//SN//mark//48 du//PN|UTR|SIN|DEF|SUB//nsubj//48 åker//VB|PRS|AKT//conj//43 med//PP//compound:prt//48 som//KN//case//51 passagerare//NN|UTR|SIN|IND|NOM//obl//48 .//MAD//punct//35
Teknisk rapport från huvudundersökning;Färdtjänsttillståndet//NN|NEU|SIN|DEF|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 inte//AB//advmod//3 dras//VB|INF|SFO//ROOT//3 in//PL//compound:prt//3 för//PP//case//6 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//3 som//HP|-|-|-//nsubj//9 vill//VB|PRS|AKT//aux//9 använda//VB|INF|AKT//acl:relcl//6 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//11 bil//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//3
Teknisk rapport från huvudundersökning;4//RG|NOM//discourse//10 Om//SN//mark//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 äger//VB|PRS|AKT//advcl//0 ///MID//cc//6 skulle//VB|PRT|AKT//aux//6 äga//VB|INF|AKT//conj//3 en//DT|UTR|SIN|IND//det//8 bil//NN|UTR|SIN|IND|NOM//obj//6 ,//MID//punct//0 har//VB|PRS|AKT//ROOT//10 du//PN|UTR|SIN|DEF|SUB//nsubj//10 behov//NN|NEU|SIN|IND|NOM//obj//10 av//PP//mark//16 att//SN//mark//16 bilen//NN|UTR|SIN|DEF|NOM//nsubj:pass//16 anpassas//VB|PRS|SFO//acl//12 ?//MAD//punct//10
Teknisk rapport från huvudundersökning;Med//PP//case//1 anpassning//NN|UTR|SIN|IND|NOM//obl//2 menas//VB|PRS|SFO//ROOT//2 här//AB//advmod//2 att//SN//mark//6 bilen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 byggs//VB|PRS|SFO//advcl//2 om//PL//compound:prt//6 så//AB//mark//12 att//SN//fixed//8 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//12 kan//VB|PRS|AKT//aux//12 framföras//VB|INF|SFO//advcl//6 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 person//NN|UTR|SIN|IND|NOM//obl:agent//12 med//PP//case//18 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//15 eller//KN//cc//26 att//SN//mark//26 en//DT|UTR|SIN|IND//det//22 person//NN|UTR|SIN|IND|NOM//nsubj//26 med//PP//case//24 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//22 kan//VB|PRS|AKT//aux//26 åka//VB|INF|AKT//conj//12 med//PP//compound:prt//26 som//KN//case//29 passagerare//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//2
Teknisk rapport från huvudundersökning;5a//RG|NOM//obl//3 Skulle//VB|PRT|AKT//aux//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 köpa//VB|INF|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 bil//NN|UTR|SIN|IND|NOM//obj//3 om//SN//mark//8 du//PN|UTR|SIN|DEF|SUB//nsubj//8 får//VB|PRS|AKT//advcl//3 60//RG|NOM//nummod//10 000//RG|NOM//nummod//11 kronor//NN|UTR|PLU|IND|NOM//obj//8 i//PP//case//13 bidrag//NN|NEU|SIN|IND|NOM//obl//8 till//PP//case//15 bilinköpet//NN|NEU|SIN|DEF|NOM//obl//8 ?//MAD//punct//3
Teknisk rapport från huvudundersökning;Vet//VB|PRS|AKT//ROOT//0 inte//AB//advmod//0 ///MID//cc//3 osäker//JJ|POS|UTR|SIN|IND|NOM//conj//0
Teknisk rapport från huvudundersökning;5b//RG|NOM//nsubj//5 Vilken//HP|UTR|SIN|IND//nsubj//5 är//VB|PRS|AKT//cop//5 den//DT|UTR|SIN|DEF//det//5 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 anledningen//NN|UTR|SIN|DEF|NOM//ROOT//5 till//PP//mark//11 att//SN//mark//11 du//PN|UTR|SIN|DEF|SUB//nsubj//11 inte//AB//advmod//11 skulle//VB|PRT|AKT//aux//11 köpa//VB|INF|AKT//acl//5 en//DT|UTR|SIN|IND//det//13 bil//NN|UTR|SIN|IND|NOM//obj//11 ?//MAD//punct//5
Teknisk rapport från huvudundersökning;"5c//RG|NOM//ROOT//0  //_SP////0 Om//SN//mark//4 du//PN|UTR|SIN|DEF|SUB//nsubj//4 svarat//VB|SUP|AKT//advcl//0 ”//PM|NOM//obj//4 av//PP//case//8 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skäl//NN|NEU|PLU|IND|NOM//nmod//5 ”//PN|UTR|PLU|DEF|SUB//punct//0 på//PP//case//11 fråga//NN|UTR|SIN|IND|NOM//obl//12 5b//RG|NOM//nmod//0 ;//MID//punct//0"
Teknisk rapport från huvudundersökning;Hur//HA//advmod//1 stort//JJ|POS|NEU|SIN|IND|NOM//amod//2 bidrag//NN|NEU|SIN|IND|NOM//obj//5 skulle//VB|PRT|AKT//aux//5 du//PN|UTR|SIN|DEF|SUB//nsubj//5 behöva//VB|INF|AKT//ROOT//5 för//PP//mark//9 att//IE//mark//9 kunna//VB|INF|AKT//aux//9 köpa//VB|INF|AKT//advcl//5 en//DT|UTR|SIN|IND//det//11 bil//NN|UTR|SIN|IND|NOM//obj//9
Teknisk rapport från huvudundersökning;6a//RG|NOM//obl//1 Har//VB|PRS|AKT//ROOT//1 du//PN|UTR|SIN|DEF|SUB//nsubj//1 tillgång//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//6 en//DT|UTR|SIN|IND//det//6 bil//NN|UTR|SIN|IND|NOM//nmod//3 som//HP|-|-|-//nsubj:pass//10 skulle//VB|PRT|AKT//aux//10 kunna//VB|INF|AKT//aux//10 anpassas//VB|INF|SFO//acl:relcl//6 efter//PP//case//13 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//13 behov//NN|NEU|PLU|IND|NOM//obl//10 ?//MAD//punct//1
Teknisk rapport från huvudundersökning;6b//RG|NOM//obl//3 Skulle//VB|PRT|AKT//aux//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 vilja//VB|INF|AKT//ROOT//3 att//SN//mark//6 bilen//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 anpassas//VB|PRS|SFO//ccomp//3 efter//PP//case//9 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//9 behov//NN|NEU|PLU|IND|NOM//obl//6 om//SN//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//12 görs//VB|PRS|SFO//advcl//6 kostnadsfritt//JJ|POS|NEU|SIN|IND|NOM//advmod//12 ?//MAD//punct//3
Teknisk rapport från huvudundersökning;Ja//IN//ROOT//0
Teknisk rapport från huvudundersökning;Nej//IN//ROOT//0
Teknisk rapport från huvudundersökning;7a//RG|NOM//obl//3 Skulle//VB|PRT|AKT//aux//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 köpa//VB|INF|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 bil//NN|UTR|SIN|IND|NOM//obj//3 om//SN//mark//8 du//PN|UTR|SIN|DEF|SUB//nsubj//8 får//VB|PRS|AKT//advcl//3 60//RG|NOM//nummod//10 000//RG|NOM//nummod//11 kronor//NN|UTR|PLU|IND|NOM//obj//8 i//PP//case//13 bidrag//NN|NEU|SIN|IND|NOM//obl//8 till//PP//case//15 bilinköpet//NN|NEU|SIN|DEF|NOM//nmod//13 och//KN//cc//17 kostnadsfritt//JJ|POS|NEU|SIN|IND|NOM//conj//15 får//VB|PRS|AKT//conj//3 bilen//NN|UTR|SIN|DEF|NOM//obj//18 anpassad//PC|PRF|UTR|SIN|IND|NOM//xcomp//18 efter//PP//case//23 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//23 behov//NN|NEU|PLU|IND|NOM//obl//20 ?//MAD//punct//3
Teknisk rapport från huvudundersökning;Vet//VB|PRS|AKT//ROOT//0 inte//AB//advmod//0 ///MID//cc//3 osäker//JJ|POS|UTR|SIN|IND|NOM//conj//0
Teknisk rapport från huvudundersökning;7b//RG|NOM//punct//5 Vilken//HP|UTR|SIN|IND//nsubj//5 är//VB|PRS|AKT//cop//5 den//DT|UTR|SIN|DEF//det//5 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 anledningen//NN|UTR|SIN|DEF|NOM//ROOT//5 till//PP//mark//11 att//SN//mark//11 du//PN|UTR|SIN|DEF|SUB//nsubj//11 inte//AB//advmod//11 skulle//VB|PRT|AKT//aux//11 köpa//VB|INF|AKT//acl//5 en//DT|UTR|SIN|IND//det//13 bil//NN|UTR|SIN|IND|NOM//obj//11 ?//MAD//punct//5
Teknisk rapport från huvudundersökning;"7c//RG|NOM//discourse//12  //_SP////0 Om//SN//mark//4 du//PN|UTR|SIN|DEF|SUB//nsubj//4 svarat//VB|SUP|AKT//advcl//0 ”//PM|NOM//obj//4 av//PP//case//8 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skäl//NN|NEU|PLU|IND|NOM//nmod//5 ”//PN|UTR|PLU|DEF|SUB//punct//0 på//PP//case//11 fråga//NN|UTR|SIN|IND|NOM//nmod//0 7b//RG|NOM//ROOT//12 ;//MID//punct//12"
Teknisk rapport från huvudundersökning;Hur//HA//advmod//1 stort//JJ|POS|NEU|SIN|IND|NOM//amod//2 bidrag//NN|NEU|SIN|IND|NOM//obj//5 skulle//VB|PRT|AKT//aux//5 du//PN|UTR|SIN|DEF|SUB//nsubj//5 behöva//VB|INF|AKT//ROOT//5 för//PP//mark//9 att//IE//mark//9 kunna//VB|INF|AKT//aux//9 köpa//VB|INF|AKT//advcl//5 en//DT|UTR|SIN|IND//det//11 bil//NN|UTR|SIN|IND|NOM//obj//9 ?//MAD//punct//5
Teknisk rapport från huvudundersökning;kronor//NN|UTR|PLU|IND|NOM//ROOT//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0  //_SP////0 Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//0 det//DT|NEU|SIN|DEF//det//5 fulla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 inköpspriset//NN|NEU|SIN|DEF|NOM//obj//0 för//PP//case//7 bilen//NN|UTR|SIN|DEF|NOM//nmod//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nsubj//3  //_SP////0 Bidraget//NN|NEU|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//ROOT//3 ingen//DT|UTR|SIN|IND//det//5 betydelse//NN|UTR|SIN|IND|NOM//obj//3 eftersom//SN//mark//10 jag//PN|UTR|SIN|DEF|SUB//nsubj//10 ändå//AB//advmod//10 inte//AB//advmod//10 har//VB|PRS|AKT//acl:relcl//5 råd//NN|NEU|SIN|IND|NOM//obj//10 med//PP//case//13 driftskostnader//NN|UTR|PLU|IND|NOM//nmod//11
Teknisk rapport från huvudundersökning;8a//RG|NOM//obl//3 Skulle//VB|PRT|AKT//aux//3 du//PN|UTR|SIN|DEF|SUB//nsubj//3 köpa//VB|INF|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 bil//NN|UTR|SIN|IND|NOM//obj//3 om//SN//mark//8 du//PN|UTR|SIN|DEF|SUB//nsubj//8 fick//VB|PRT|AKT//advcl//3 bilen//NN|UTR|SIN|DEF|NOM//obj//8 anpassad//PC|PRF|UTR|SIN|IND|NOM//xcomp//8 kostnadsfritt//JJ|POS|NEU|SIN|IND|NOM//advmod//10 efter//PP//case//14 dina//PS|UTR/NEU|PLU|DEF//nmod:poss//14 behov//NN|NEU|PLU|IND|NOM//obl//10 ,//MID//punct//19 men//KN//cc//19 inte//AB//advmod//19 något//DT|NEU|SIN|IND//det//19 bidrag//NN|NEU|SIN|IND|NOM//conj//3 till//PP//case//21 bilinköpet//NN|NEU|SIN|DEF|NOM//nmod//19 ?//MAD//punct//3
Teknisk rapport från huvudundersökning;Vet//VB|PRS|AKT//ROOT//0 inte//AB//advmod//0 ///MID//cc//3 osäker//JJ|POS|UTR|SIN|IND|NOM//conj//0
Teknisk rapport från huvudundersökning;8b//RG|NOM//discourse//5 Vilken//HP|UTR|SIN|IND//nsubj//5 är//VB|PRS|AKT//cop//5 den//DT|UTR|SIN|DEF//det//5 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 anledningen//NN|UTR|SIN|DEF|NOM//ROOT//5 till//PP//mark//11 att//SN//mark//11 du//PN|UTR|SIN|DEF|SUB//nsubj//11 inte//AB//advmod//11 skulle//VB|PRT|AKT//aux//11 köpa//VB|INF|AKT//acl//5 en//DT|UTR|SIN|IND//det//13 bil//NN|UTR|SIN|IND|NOM//obj//11 ?//MAD//punct//5
Teknisk rapport från huvudundersökning;Markera//VB|IMP|AKT//ROOT//0 endast//AB//advmod//0 ett//DT|NEU|SIN|IND//det//3 alternativ//NN|NEU|SIN|IND|NOM//obj//0 .//MAD//punct//0
Teknisk rapport från huvudundersökning;Varken//KN//cc//1 jag//PN|UTR|SIN|DEF|SUB//nsubj//8 eller//KN//cc//3 någon//PN|UTR|SIN|IND|SUB/OBJ//conj//1 i//PP//case//6 min//PS|UTR|SIN|DEF//nmod:poss//6 omgivning//NN|UTR|SIN|IND|NOM//nmod//3 kan//VB|PRS|AKT//aux//8 köra//VB|INF|AKT//ROOT//8 bil//NN|UTR|SIN|IND|NOM//obj//8 Av//PP//case//12 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 skäl//NN|NEU|PLU|IND|NOM//nmod//9
Teknisk rapport från huvudundersökning;Vill//VB|PRS|AKT//aux//2 inte//AB//advmod//2 ha//VB|INF|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 bil//NN|UTR|SIN|IND|NOM//nmod//6 Annat//JJ|POS|NEU|SIN|IND|NOM//amod//6 skäl//NN|NEU|SIN|IND|NOM//obj//2
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0 Mycket//AB|POS//advmod//2 stor//JJ|POS|UTR|SIN|IND|NOM//amod//3 nytta//NN|UTR|SIN|IND|NOM//nsubj//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0 Ganska//AB//advmod//2 stor//JJ|POS|UTR|SIN|IND|NOM//amod//3 nytta//NN|UTR|SIN|IND|NOM//nsubj//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0 Mycket//AB|POS//advmod//2 liten//JJ|POS|UTR|SIN|IND|NOM//amod//3 nytta//NN|UTR|SIN|IND|NOM//nsubj//0
Teknisk rapport från huvudundersökning;Din//PS|UTR|SIN|DEF//nmod:poss//1 bakgrund//NN|UTR|SIN|IND|NOM//ROOT//1
Teknisk rapport från huvudundersökning;10//RG|NOM//nsubj//1 Är//VB|PRS|AKT//ROOT//1 du//PN|UTR|SIN|DEF|SUB//nsubj//3 man//NN|UTR|SIN|IND|NOM//nsubj//1 eller//KN//cc//5 kvinna?0//NN|UTR|SIN|DEF|NOM//conj//3 Man0//IN//nmod//7 Kvinna//NN|UTR|SIN|IND|NOM//conj//3
Teknisk rapport från huvudundersökning;Ja//IN//ROOT//0
Teknisk rapport från huvudundersökning;Nej//IN//ROOT//0
Teknisk rapport från huvudundersökning;11//RG|NOM//nummod//2 Vilket//HD|NEU|SIN|IND//det//2 år//NN|NEU|SIN|IND|NOM//obl//5 är//VB|PRS|AKT//cop//5 du//PN|UTR|SIN|DEF|SUB//nsubj//5 född//PC|PRF|UTR|SIN|IND|NOM//ROOT//5 ?//MAD//punct//5
Teknisk rapport från huvudundersökning;År//NN|NEU|SIN|IND|NOM//ROOT//0 ://MAD//punct//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0 Ensamstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nmod//1 Gift//NN|NEU|SIN|IND|NOM//ROOT//1 ///MID//cc//3 sambo//NN|UTR|SIN|IND|NOM//conj//1
Teknisk rapport från huvudundersökning;Markera//VB|IMP|AKT//ROOT//0 endast//AB//advmod//0 ett//DT|NEU|SIN|IND//det//3 alternativ//NN|NEU|SIN|IND|NOM//obj//0 .//MAD//punct//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nsubj//1 Arbetar//VB|PRS|AKT//ROOT//1 sin//PS|UTR|SIN|DEF//nmod:poss//3 anställd//PC|PRF|UTR|SIN|IND|NOM//obj//1
Teknisk rapport från huvudundersökning;□//PC|PRF|UTR|SIN|IND|NOM//ROOT//0 Egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//2 företagare//NN|UTR|SIN|IND|NOM//nsubj//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0 Studerande//NN|UTR|PLU|IND|NOM//xcomp//0
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nmod//1 Pensionär//NN|UTR|SIN|IND|NOM//ROOT//1  //_SP////1 (//PAD//punct//4 ålders-//NN|UTR|-|-|SMS//appos//1 ,//MID//punct//6 avtals-//NN|NEU|-|-|SMS//conj//4 ,//MID//punct//8 sjuk-//NN|UTR|SIN|IND|NOM//conj//4 och//KN//cc//10 förtidspensionär//NN|UTR|SIN|IND|NOM//conj//4 )//PAD//punct//1
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nmod//1 Långtidssjukskriven//PC|PRF|UTR|SIN|IND|NOM//ROOT//1 (//PAD//punct//1 mer//AB|KOM//advmod//5 än//KN//fixed//3 3//RG|NOM//nummod//6 månader//NN|UTR|PLU|IND|NOM//appos//1 )//PAD//punct//1
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//ROOT//0 Tjänstledig//JJ|POS|UTR|SIN|IND|NOM//nsubj//0 eller//KN//cc//3 föräldraledig//JJ|POS|UTR|SIN|IND|NOM//conj//1
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nmod//1 Arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//1 ,//MID//punct//1 arbetsmarknadspolitisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 åtgärd//NN|UTR|SIN|IND|NOM//conj//1
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nmod//1 Hemarbetande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//1 ,//MID//punct//3 sköter//VB|PRS|AKT//conj//1 hushållet//NN|NEU|SIN|DEF|NOM//obj//3
Teknisk rapport från huvudundersökning;□//NN|NEU|SIN|IND|NOM//nmod//1 Annat//JJ|POS|NEU|SIN|IND|NOM//ROOT//1
Teknisk rapport från huvudundersökning;Räkna//VB|IMP|AKT//ROOT//0 den//DT|UTR|SIN|DEF//det//3 sammanlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 inkomsten//NN|UTR|SIN|DEF|NOM//obj//0 för//PP//case//5 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//3 i//PP//case//7 hushållet//NN|NEU|SIN|DEF|NOM//nmod//5 .//MAD//punct//0
Teknisk rapport från huvudundersökning;Med//PP//case//10 inkomst//NN|UTR|SIN|IND|NOM//obl//11 avses//VB|PRS|SFO//parataxis//0 lön//NN|UTR|SIN|IND|NOM//nsubj:pass//11 ,//MID//punct//14 arbetslöshetsersättning//NN|UTR|SIN|IND|NOM//conj//12 ,//MID//punct//16 ersättning//NN|UTR|SIN|IND|NOM//conj//12 från//PP//case//18 försäkringskassa//NN|UTR|SIN|IND|NOM//nmod//16 ,//MID//punct//20 rörelseinkomster//NN|UTR|PLU|IND|NOM//conj//18 ,//MID//punct//22 pensioner//NN|UTR|PLU|IND|NOM//conj//18 mm//AB|AN//conj//18 .//MAD//punct//11
Teknisk rapport från huvudundersökning;samt//KN//cc//27 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 bidrag//NN|NEU|PLU|IND|NOM//conj//11 som//HP|-|-|-//mark//30 t.ex.//AB|AN//advmod//30 barnstudie-//NN|UTR|-|-|SMS//appos//27 och//KN//cc//32 underhållsbidrag//NN|NEU|SIN|IND|NOM//conj//30 .//MAD//punct//0
Teknisk rapport från huvudundersökning;…//MAD//ROOT//0 …//NN|AN//punct//0 …//NN|NEU|SIN|IND|NOM//punct//1 …//NN|NEU|SIN|IND|NOM//punct//2 …//NN|NEU|SIN|IND|NOM//punct//3 …//NN|NEU|SIN|IND|NOM//punct//4 …//NN|NEU|SIN|IND|NOM//punct//5 …//NN|NEU|SIN|IND|NOM//punct//6 …//NN|NEU|SIN|IND|NOM//punct//7 …//NN|AN//punct//8 …//PP//punct//12 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//12 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//9 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//12 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//12 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//12 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//12 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//12 ……//PM|NOM//advmod//12 .//MAD//punct//12 …//MAD//punct//12
