Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//9 expertgrupp//NN|UTR|SIN|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//4
1.2 Tidigare utredningar;I//PP//case//35 sitt//PS|NEU|SIN|DEF//nmod:poss//34 betänkande//NN|NEU|SIN|IND|NOM//amod//35 Kostnadsutjämning//NN|UTR|SIN|IND|NOM//obl//8 mellan//PP//case//37 kommunerna//NN|UTR|PLU|DEF|NOM//nmod//35 (//PAD//punct//37 SOU//PM|NOM//appos//37 1993:53//RG|NOM//obl//8 )//PAD//punct//8 föreslog//VB|PRT|AKT//conj//8 Strukturkostnadsutredningen//PM|NOM//obj//42 att//SN//mark//47 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//47 skulle//VB|PRT|AKT//aux//47 utformas//VB|INF|SFO//ccomp//42 enligt//PP//case//51 den//DT|UTR|SIN|DEF//det//51 s.k.//AB|AN//amod//51 standardkostnadsmetoden//NN|UTR|SIN|DEF|NOM//obl//47 .//MAD//punct//8
1.2 Tidigare utredningar;Denna//DT|UTR|SIN|DEF//det//54 metod//NN|UTR|SIN|IND|NOM//nsubj//55 innebär//VB|PRS|AKT//parataxis//8 att//SN//mark//65 varje//DT|UTR/NEU|SIN|IND//det//58 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//65 och//KN//cc//60 kostnad//NN|UTR|SIN|IND|NOM//conj//58 som//HP|-|-|-//nsubj//62 ingår//VB|PRS|AKT//acl:relcl//60 i//PP//case//64 utjämningen//NN|UTR|SIN|DEF|NOM//obl//62 beräknas//VB|PRS|SFO//ccomp//55 för//PP//case//67 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//65 med//PP//case//73 hjälp//NN|UTR|SIN|IND|NOM//fixed//68 av//PP//fixed//68 en//DT|UTR|SIN|IND//det//73 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//73 delmodell//NN|UTR|SIN|IND|NOM//obl//65 .//MAD//punct//8
1.2 Tidigare utredningar;Den//DT|UTR|SIN|DEF//det//76 metod//NN|UTR|SIN|IND|NOM//nsubj//85 som//HP|-|-|-//obj//79 KEK//PM|NOM//nsubj//79 använt//VB|SUP|AKT//acl:relcl//76 ,//MID//punct//76 den//DT|UTR|SIN|DEF//det//83 s.k.//AB|AN//amod//83 totalkostnadsmetoden//NN|UTR|SIN|DEF|NOM//appos//76 ,//MID//punct//76 innebär//VB|PRS|AKT//parataxis//8 att//SN//mark//88 man//PN|UTR|SIN|IND|SUB//nsubj//88 försöker//VB|PRS|AKT//ccomp//85 återspegla//VB|INF|AKT//xcomp//88 de//DT|UTR/NEU|PLU|DEF//det//92 samlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//92 kostnadsskillnaderna//NN|UTR|PLU|DEF|NOM//obj//89 direkt//AB|POS//advmod//99 med//PP//case//99 hjälp//NN|UTR|SIN|IND|NOM//fixed//94 av//PP//fixed//94 ett//DT|NEU|SIN|IND//det//98 fåtal//NN|NEU|SIN|IND|NOM//nmod//99 faktorer//NN|UTR|PLU|IND|NOM//obl//89 .//MAD//punct//8
1.2 Tidigare utredningar;Ett//DT|NEU|SIN|IND//det//1 flertal//NN|NEU|SIN|IND|NOM//nmod//2 remissinstanser//NN|UTR|PLU|IND|NOM//nsubj//3 framhöll//VB|PRT|AKT//ROOT//3 att//SN//mark//7 SKU//PM|NOM//nsubj//7 hade//VB|PRT|AKT//aux//7 tagit//VB|SUP|AKT//ccomp//3 ett//DT|NEU|SIN|IND//det//10 stort//JJ|POS|NEU|SIN|IND|NOM//amod//10 steg//NN|NEU|SIN|IND|NOM//obj//7 framåt//AB//advmod//7 när//HA//case//15 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//12 gällde//VB|PRT|AKT//fixed//12 analysen//NN|UTR|SIN|DEF|NOM//obl//7 av//PP//case//17 kostnadsskillnader//NN|UTR|PLU|IND|NOM//nmod//15 i//PP//case//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 verksamheter//NN|UTR|PLU|IND|NOM//nmod//17 och//KN//cc//22 införandet//NN|NEU|SIN|DEF|NOM//conj//15 av//PP//case//24 resultaten//NN|NEU|PLU|DEF|NOM//nmod//22 i//PP//case//28 en//DT|UTR|SIN|IND//det//28 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//28 modell//NN|UTR|SIN|IND|NOM//nmod//24 .//MAD//punct//3
1.2 Tidigare utredningar;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//31 kritiserades//VB|PRT|SFO//parataxis//3 likväl//AB//advmod//31 utifrån//PP//case//37 ett//DT|NEU|SIN|IND//det//35 flertal//NN|NEU|SIN|IND|NOM//nmod//37 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 utgångspunkter//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//31
1.2 Tidigare utredningar;Speciellt//AB|POS//advmod//40 kritisk//JJ|POS|UTR|SIN|IND|NOM//appos//31 var//VB|PRT|AKT//cop//40 man//PN|UTR|SIN|IND|SUB//nsubj//41 till//PP//case//44 urvalet//NN|NEU|SIN|DEF|NOM//obl//41 av//PP//case//46 beräkningsmodeller//NN|UTR|PLU|IND|NOM//nmod//44 och//KN//cc//48 faktorer//NN|UTR|PLU|IND|NOM//conj//46 .//MAD//punct//31
1.2 Tidigare utredningar;Parallellt//AB|POS//advmod//3 med//PP//case//2 Strukturkostnadsutredningen//PM|NOM//nmod//0 uppdrogs//VB|PRT|SFO//ROOT//3 åt//PP//case//6 en//DT|UTR|SIN|IND//det//6 arbetsgrupp//NN|UTR|SIN|IND|NOM//obl//3 inom//PP//case//8 Finansdepartementet//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 belysa//VB|INF|AKT//advcl//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 modeller//NN|UTR|PLU|IND|NOM//obj//10 för//PP//case//14 inkomstutjämning//NN|UTR|SIN|IND|NOM//nmod//12 .//MAD//punct//3
1.2 Tidigare utredningar;Detta//DT|NEU|SIN|DEF//det//17 utredningsarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//18 redovisades//VB|PRT|SFO//parataxis//3 i//PP//case//20 rapporten//NN|UTR|SIN|DEF|NOM//nmod//22 Kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//22 inkomstutjämning//NN|UTR|SIN|IND|NOM//obl//18 –//RG|NOM//punct//22 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 modeller//NN|UTR|PLU|IND|NOM//appos//22 (//PAD//punct//25 Ds//PM|NOM//appos//25 1993:68//RG|NOM//conj//25 )//PAD//punct//22 .//MAD//punct//3
1.2 Tidigare utredningar;Bakgrunden//NN|UTR|SIN|DEF|NOM//nsubj//36 till//PP//case//33 utredningen//NN|UTR|SIN|DEF|NOM//nmod//31 var//VB|PRT|AKT//cop//36 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 behov//NN|NEU|SIN|IND|NOM//parataxis//3 av//PP//mark//42 att//IE//mark//42 via//PP//case//40 statsbidragsramen//NN|UTR|SIN|DEF|NOM//obl//42 kunna//VB|INF|AKT//aux//42 göra//VB|INF|AKT//acl//36 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 regleringar//NN|UTR|PLU|IND|NOM//obj//42 mellan//PP//case//47 stat//NN|UTR|SIN|IND|NOM//nmod//45 och//KN//cc//49 kommunsektorn//NN|UTR|SIN|DEF|NOM//conj//47 vid//PP//case//51 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//42 av//PP//case//55 den//DT|UTR|SIN|DEF//det//55 s.k.//AB|AN//amod//55 finansieringsprincipen//NN|UTR|SIN|DEF|NOM//nmod//51 och//KN//cc//60 av//PP//mark//60 att//IE//mark//60 kunna//VB|INF|AKT//aux//60 reglera//VB|INF|AKT//conj//42 kommunsektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//63 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 utrymme//NN|NEU|SIN|IND|NOM//obj//60 .//MAD//punct//3
1.2 Tidigare utredningar;Ytterligare//AB|KOM//advmod//1 två//RG|NOM//nummod//2 utredningar//NN|UTR|PLU|IND|NOM//nsubj:pass//3 tillsattes//VB|PRT|SFO//ROOT//3 under//PP//case//6 år//NN|NEU|SIN|IND|NOM//nmod//6 1993//RG|NOM//obl//3 med//PP//case//8 uppgift//NN|UTR|SIN|IND|NOM//obl//3 att//IE//mark//10 föreslå//VB|INF|AKT//acl//8 ett//DT|NEU|SIN|IND//det//13 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//13 statsbidrags-//NN|UTR|-|-|SMS//obj//10 och//KN//cc//15 utjämningssystem//NN|NEU|PLU|IND|NOM//conj//13 för//PP//case//17 kommuner//NN|UTR|PLU|IND|NOM//nmod//15 och//KN//cc//19 landsting//NN|NEU|SIN|IND|NOM//conj//17 .//MAD//punct//3
1.2 Tidigare utredningar;Den//DT|UTR|SIN|DEF//det//23 Landstingsekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//27 (//PAD//punct//23 LEU//PM|NOM//appos//23 )//PAD//punct//23 fick//VB|PRT|AKT//parataxis//3 i//PP//compound:prt//27 uppdrag//NN|NEU|SIN|IND|NOM//fixed//28 att//IE//mark//31 föreslå//VB|INF|AKT//xcomp//27 ett//DT|NEU|SIN|IND//det//34 reviderat//PC|PRF|NEU|SIN|IND|NOM//amod//34 system//NN|NEU|SIN|IND|NOM//obj//31 för//PP//case//36 landsting//NN|NEU|SIN|IND|NOM//nmod//34 och//KN//cc//39 landstingsfria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 kommuner//NN|UTR|PLU|IND|NOM//conj//36 .//MID//punct//27
1.2 Tidigare utredningar;LEU//PM|NOM//nsubj//42 föreslog//VB|PRT|AKT//parataxis//27 i//PP//case//44 betänkandet//NN|NEU|SIN|DEF|NOM//obl//42 Inomkommunal//PM|NOM//nummod//46 utjämning//NN|UTR|SIN|IND|NOM//obj//42 (//PAD//punct//46 SOU//PM|NOM//appos//46 1994:70//RG|NOM//nmod//48 )//PAD//punct//48 att//SN//mark//60 utjämning//NN|UTR|SIN|IND|NOM//nsubj//60 mellan//PP//case//54 landstingen//NN|NEU|PLU|DEF|NOM//nmod//52 och//KN//cc//58 de//DT|UTR/NEU|PLU|DEF//det//58 landstingsfria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 kommunerna//NN|UTR|PLU|DEF|NOM//conj//54 skulle//VB|PRT|AKT//aux//60 ske//VB|INF|AKT//acl:relcl//46 genom//PP//case//63 inomkommunal//JJ|POS|UTR|SIN|IND|NOM//amod//63 omfördelning//NN|UTR|SIN|IND|NOM//obl//60 .//MAD//punct//42
1.2 Tidigare utredningar;För//PP//mark//70 att//SN//fixed//65 skatteväxlingar//NN|UTR|PLU|IND|NOM//nsubj:pass//70 ska//VB|PRS|AKT//aux//70 kunna//VB|INF|AKT//aux//70 genomföras//VB|INF|SFO//advcl//76 på//PP//case//75 ett//DT|NEU|SIN|IND//det//75 ekonomiskt//AB|POS//advmod//74 neutralt//JJ|POS|NEU|SIN|IND|NOM//amod//75 sätt//NN|NEU|SIN|IND|NOM//obl//70 föreslog//VB|PRT|AKT//conj//27 LEU//PM|NOM//obj//76 att//SN//mark//83 landsting//NN|NEU|SIN|IND|NOM//nsubj//83 och//KN//cc//81 kommuner//NN|UTR|PLU|IND|NOM//conj//79 skulle//VB|PRT|AKT//aux//83 ingå//VB|INF|AKT//advcl//76 i//PP//case//86 samma//DT|UTR/NEU|SIN/PLU|IND//det//86 system//NN|NEU|SIN|IND|NOM//obl//83 .//MAD//punct//27
1.2 Tidigare utredningar;Förslagen//NN|NEU|PLU|DEF|NOM//nsubj//94 i//PP//case//90 LEU//PM|NOM//nmod//88 ://MID//punct//88 s//PP//nummod//93 betänkande//NN|NEU|SIN|IND|NOM//nmod//88 överensstämde//VB|PRT|AKT//parataxis//27 i//PP//case//97 stor//JJ|POS|UTR|SIN|IND|NOM//amod//97 utsträckning//NN|UTR|SIN|IND|NOM//obl//94 med//PP//case//99 SKU//PM|NOM//nmod//97 ://MID//punct//94
1.2 Tidigare utredningar;s//JJ|AN//nummod//102 förslag//NN|NEU|SIN|IND|NOM//obl//94 .//MAD//punct//102
1.2 Tidigare utredningar;Även//AB//advmod//105 LEU//PM|NOM//nsubj//106 fick//VB|PRT|AKT//conj//27 kritik//NN|UTR|SIN|IND|NOM//obj//106 i//PP//case//109 remissbehandlingen//NN|UTR|SIN|DEF|NOM//obl//106 .//MAD//punct//27
1.2 Tidigare utredningar;Främst//AB|SUV//advmod//112 riktade//VB|PRT|AKT//conj//27 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//112 kritiken//NN|UTR|SIN|DEF|NOM//nsubj//112 mot//PP//case//116 kostnadsutjämningen//NN|UTR|SIN|DEF|NOM//obl//112 inom//PP//case//118 hälso-//NN|UTR|-|-|SMS//nmod//116 och//KN//cc//120 sjukvården//NN|UTR|SIN|DEF|NOM//conj//118 där//HA//advmod//123 man//PN|UTR|SIN|IND|SUB//nsubj//123 ansåg//VB|PRT|AKT//acl:relcl//118 att//SN//mark//126 modellen//NN|UTR|SIN|DEF|NOM//nsubj:pass//126 baserades//VB|PRT|SFO//ccomp//123 på//PP//case//131 ett//DT|NEU|SIN|IND//det//131 alltför//AB//advmod//130 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//131 kostnadsunderlag//NN|NEU|SIN|IND|NOM//obl//126 .//MAD//punct//3
1.2 Tidigare utredningar;Den//DT|UTR|SIN|DEF//det//2 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 som//HP|-|-|-//nsubj//7 i//PP//advmod//7 stort//AB//fixed//4 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//4 arbetade//VB|PRT|AKT//acl:relcl//2 parallellt//AB|POS//advmod//7 med//PP//case//10 LEU//PM|NOM//obl//7 tog//VB|PRT|AKT//ROOT//11 namnet//NN|NEU|SIN|DEF|NOM//nmod//13 Beredningen//NN|UTR|SIN|DEF|NOM//obj//11 för//PP//case//15 statsbidrag//NN|NEU|SIN|IND|NOM//nmod//13 och//KN//cc//17 utjämning//NN|UTR|SIN|IND|NOM//conj//15 i//PP//case//19 kommunsektorn//NN|UTR|SIN|DEF|NOM//nmod//17 (//PAD//punct//23 även//AB//advmod//22 kallad//PC|PRF|UTR|SIN|IND|NOM//amod//23 Statsbidragsberedningen//PM|NOM//appos//13 )//PAD//punct//23 .//MAD//punct//30
1.2 Tidigare utredningar;Beredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//30 var//VB|PRT|AKT//cop//30 att//IE//mark//30 utarbeta//VB|INF|AKT//parataxis//11 ett//DT|NEU|SIN|IND//det//33 konkret//JJ|POS|NEU|SIN|IND|NOM//amod//33 förslag//NN|NEU|SIN|IND|NOM//obj//30 till//PP//case//36 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//36 statsbidrags-//NN|UTR|-|-|SMS//nmod//33 och//KN//cc//38 utjämningssystem//NN|NEU|PLU|IND|NOM//conj//36 .//MAD//punct//30
1.2 Tidigare utredningar;Till//PP//case//45 grund//NN|UTR|SIN|IND|NOM//fixed//40 för//PP//fixed//40 beredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 betänkande//NN|NEU|SIN|IND|NOM//nmod//45 Utjämning//NN|UTR|SIN|IND|NOM//obl//30 av//PP//case//47 kostnader//NN|UTR|PLU|IND|NOM//nmod//45 och//KN//cc//49 intäkter//NN|UTR|PLU|IND|NOM//conj//47 i//PP//case//51 kommuner//NN|UTR|PLU|IND|NOM//nmod//49 och//KN//cc//53 landsting//NN|NEU|SIN|IND|NOM//conj//51 (//PAD//punct//45 SOU//PM|NOM//nmod//56 1994:144//RG|NOM//appos//45 )//PAD//punct//30 låg//VB|PRT|AKT//conj//11 främst//AB|SUV//advmod//58 de//DT|UTR/NEU|PLU|DEF//det//63 ovan//AB//advmod//62 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//63 betänkandena//NN|NEU|PLU|DEF|NOM//nsubj//58 från//PP//case//65 SKU//PM|NOM//nmod//63 och//KN//cc//67 LEU//PM|NOM//conj//65 .//MAD//punct//11
1.2 Tidigare utredningar;Beredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//71 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 förslag//NN|NEU|SIN|IND|NOM//nsubj//73 var//VB|PRT|AKT//cop//73 införandet//NN|NEU|SIN|DEF|NOM//obj//11 av//PP//case//77 ett//DT|NEU|SIN|IND//det//77 inomkommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//77 inkomst-//NN|UTR|-|-|SMS//nmod//73 och//KN//cc//79 kostnadsutjämningssystem//NN|NEU|PLU|IND|NOM//conj//77 för//PP//case//82 såväl//KN//advmod//82 kommuner//NN|UTR|PLU|IND|NOM//nmod//73 som//KN//cc//84 landsting//NN|NEU|SIN|IND|NOM//conj//82 .//MAD//punct//11
1.2 Tidigare utredningar;I//PP//case//3 1995//RG|NOM//nummod//2 års//NN|NEU|SIN|IND|GEN//nmod:poss//3 kompletteringsproposition//NN|UTR|SIN|IND|NOM//obl//13 (//PAD//punct//3 prop//NN|UTR|SIN|IND|NOM//appos//3 .//MAD//punct//3
1.2 Tidigare utredningar;1994/95:150//RG|NOM//appos//3 ,//MID//punct//9 bil//NN|UTR|SIN|IND|NOM//conj//7 .//MAD//punct//3
1.2 Tidigare utredningar;7//RG|NOM//nummod//3 )//PAD//punct//3 presenterade//VB|PRT|AKT//ROOT//13 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//13 ett//DT|NEU|SIN|IND//det//16 förslag//NN|NEU|SIN|IND|NOM//obj//13 till//PP//case//19 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//19 bidrags-//NN|UTR|-|-|SMS//nmod//16 och//KN//cc//21 utjämningssystem//NN|NEU|PLU|IND|NOM//conj//19 för//PP//case//23 kommuner//NN|UTR|PLU|IND|NOM//nmod//21 och//KN//cc//25 landsting//NN|NEU|PLU|IND|NOM//conj//23 som//HP|-|-|-//nsubj//30 i//PP//case//29 stor//JJ|POS|UTR|SIN|IND|NOM//amod//29 utsträckning//NN|UTR|SIN|IND|NOM//obl//30 byggde//VB|PRT|AKT//acl:relcl//25 på//PP//case//33 Statsbidragsberedningens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 förslag//NN|NEU|SIN|IND|NOM//obl//30 .//MAD//punct//13
1.2 Tidigare utredningar;Ett//DT|NEU|SIN|IND//det//36 flertal//NN|NEU|SIN|IND|NOM//nmod//37 modifieringar//NN|UTR|PLU|IND|NOM//nsubj:pass//41 av//PP//case//40 beredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 förslag//NN|NEU|SIN|IND|NOM//nmod//37 gjordes//VB|PRT|SFO//parataxis//13 dock//AB//advmod//41 innan//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//45 lades//VB|PRT|SFO//advcl//41 fram//PL//compound:prt//45 inför//PP//case//48 riksdagen//NN|UTR|SIN|DEF|NOM//obl//45 .//MAD//punct//13
1.2 Tidigare utredningar;Inom//PP//case//51 regeringen//NN|UTR|SIN|DEF|NOM//obl//54 var//VB|PRT|AKT//cop//54 man//PN|UTR|SIN|IND|SUB//nsubj//54 medveten//JJ|POS|UTR|SIN|IND|NOM//conj//13 om//PP//mark//63 att//SN//mark//63 inte//AB//advmod//63 heller//AB//advmod//63 detta//DT|NEU|SIN|DEF//det//60 förslag//NN|NEU|SIN|IND|NOM//nsubj//63 var//VB|PRT|AKT//cop//63 tillräckligt//AB|POS//advmod//63 stabilt//JJ|POS|NEU|SIN|IND|NOM//acl//54 och//KN//cc//65 uthålligt//JJ|POS|NEU|SIN|IND|NOM//conj//63 för//PP//mark//69 att//IE//mark//69 kunna//VB|INF|AKT//aux//69 anses//VB|INF|SFO//advcl//63 som//KN//mark//71 slutgiltigt//AB|POS//xcomp//69 .//MAD//punct//13
1.2 Tidigare utredningar;I//PP//case//74 propositionen//NN|UTR|SIN|DEF|NOM//obl//75 föreslog//VB|PRT|AKT//conj//13 man//PN|UTR|SIN|IND|SUB//nsubj//75 därför//HA//mark//82 att//SN//fixed//77 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//80 införanderegler//NN|UTR|PLU|IND|NOM//nsubj//82 skulle//VB|PRT|AKT//aux//82 gälla//VB|INF|AKT//advcl//75 under//PP//case//85 en//DT|UTR|SIN|IND//det//85 period//NN|UTR|SIN|IND|NOM//obl//82 om//PP//case//88 åtta//RG|NOM//nummod//88 år//NN|NEU|PLU|IND|NOM//nmod//85 –//RG|NOM//punct//88 dubbelt//AB|POS//advmod//91 så//AB//advmod//92 lång//JJ|POS|UTR|SIN|IND|NOM//amod//93 tid//NN|UTR|SIN|IND|NOM//obj//75 som//HP|-|-|-//mark//96 beredningen//NN|UTR|SIN|DEF|NOM//nsubj//96 föreslagit//VB|SUP|AKT//acl:relcl//93 i//PP//case//99 sitt//PS|NEU|SIN|DEF//nmod:poss//99 betänkande//NN|NEU|SIN|IND|NOM//obl//96 .//MAD//punct//13
1.2 Tidigare utredningar;Vidare//AB|KOM//advmod//102 tillsatte//VB|PRT|AKT//parataxis//13 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//102 redan//AB//advmod//102 samma//DT|UTR/NEU|SIN/PLU|IND//det//106 år//NN|NEU|SIN|IND|NOM//obl//102 en//DT|UTR|SIN|IND//det//109 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//109 beredning//NN|UTR|SIN|IND|NOM//obj//102 –//PAD//punct//109 Kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 utjämningsutredningen//NN|NEU|PLU|DEF|NOM//appos//109 –//RG|NOM//punct//112 som//HP|-|-|-//nsubj//116 skulle//VB|PRT|AKT//aux//116 följa//VB|INF|AKT//acl:relcl//112 upp//PL//compound:prt//116 och//KN//cc//119 utvärdera//VB|INF|AKT//conj//116 systemet//NN|NEU|SIN|DEF|NOM//obj//119 .//MAD//punct//102
1.2 Tidigare utredningar;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//1 ställde//VB|PRT|AKT//ROOT//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//1 bakom//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//6 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 principerna//NN|UTR|PLU|DEF|NOM//obl//1 för//PP//case//8 bidrags-//NN|UTR|-|-|SMS//nmod//6 och//KN//cc//10 utjämningssystemet//NN|NEU|SIN|DEF|NOM//conj//8 när//HA//mark//24 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//11 gällde//VB|PRT|AKT//fixed//11 syfte//NN|NEU|SIN|IND|NOM//fixed//11 ,//MID//punct//16 inriktning//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//18 omfattning//NN|UTR|SIN|IND|NOM//conj//14 .//MAD//fixed//11
1.2 Tidigare utredningar;Den//DT|UTR|SIN|DEF//det//24 av//PP//case//22 regeringen//NN|UTR|SIN|DEF|NOM//nmod//20 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 lagkonstruktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 avslogs//VB|PRT|SFO//conj//1 dock//AB//advmod//25 med//PP//mark//33 hänvisning//NN|UTR|SIN|IND|NOM//fixed//27 till//PP//fixed//27 att//SN//mark//33 grundlagsenligheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//33 borde//VB|PRT|AKT//aux//33 ses//VB|INF|SFO//advcl//25 över//PL//compound:prt//33 .//MAD//punct//1
1.2 Tidigare utredningar;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//37 återkom//VB|PRT|AKT//parataxis//1 därefter//AB//advmod//37 med//PP//case//42 ett//DT|NEU|SIN|IND//det//42 modifierat//PC|PRF|NEU|SIN|IND|NOM//amod//42 förslag//NN|NEU|SIN|IND|NOM//obl//37 med//PP//case//45 samma//DT|UTR/NEU|SIN/PLU|IND//amod//45 innebörd//NN|UTR|SIN|IND|NOM//nmod//42 men//KN//cc//51 med//PP//case//51 en//DT|UTR|SIN|IND//det//51 annan//JJ|POS|UTR|SIN|IND|NOM//amod//51 lagteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//51 konstruktion//NN|UTR|SIN|IND|NOM//conj//42 .//MID//punct//37
1.2 Tidigare utredningar;Detta//DT|NEU|SIN|DEF//det//54 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//55 antogs//VB|PRT|SFO//conj//37 av//PP//case//57 riksdagen//NN|UTR|SIN|DEF|NOM//obl:agent//55 och//KN//cc//61 den//DT|UTR|SIN|DEF//det//61 1//RO|NOM//nummod//61 januari//NN|UTR|SIN|IND|NOM//obl//63 1996//RG|NOM//nummod//61 infördes//VB|PRT|SFO//conj//1 ett//DT|NEU|SIN|IND//det//66 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//66 statsbidrags-//NN|UTR|-|-|SMS//nsubj:pass//63 och//KN//cc//68 utjämningssystem//NN|NEU|PLU|IND|NOM//conj//66 för//PP//case//70 kommuner//NN|UTR|PLU|IND|NOM//nmod//68 och//KN//cc//72 landsting//NN|NEU|SIN|IND|NOM//conj//70 .//MAD//punct//1
1.2 Tidigare utredningar;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj//10 av//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 förändringarna//NN|UTR|PLU|DEF|NOM//nmod//0 i//PP//case//9 förhållande//NN|NEU|SIN|IND|NOM//fixed//5 till//PP//fixed//5 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 utjämning//NN|UTR|SIN|IND|NOM//nmod//4 var//VB|PRT|AKT//ROOT//10 att//SN//mark//18 systemet//NN|NEU|SIN|DEF|NOM//nsubj//18 från//PP//case//17 och//KN//fixed//13 med//PP//fixed//13 detta//DT|NEU|SIN|DEF//det//17 år//NN|NEU|SIN|IND|NOM//obl//18 blev//VB|PRT|AKT//ccomp//10 helt//AB|POS//advmod//20 inomkommunalt//AB|POS//xcomp//18 ,//MID//punct//22 något//PN|NEU|SIN|IND|SUB/OBJ//conj//18 som//HP|-|-|-//obj//27 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//25 utredningar//NN|UTR|PLU|IND|NOM//nsubj//27 tidigare//AB|KOM//advmod//27 föreslagit//VB|SUP|AKT//acl:relcl//22 men//KN//cc//33 som//HP|-|-|-//nsubj:pass//33 inte//AB//advmod//33 fullt//AB|POS//advmod//32 ut//PL//advmod//33 realiserats//VB|SUP|SFO//conj//27 .//MAD//punct//10
