Underhållsskyldighet;i//PP//case//2 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 situationer//NN|UTR|PLU|IND|NOM//ROOT//2 –//RG|NOM//punct//2
4.8.2 Svenska utgångspunkter;Bestämmelser//NN|UTR|PLU|IND|NOM//obl//46 i//PP//case//83 lag//NN|UTR|SIN|IND|NOM//nmod//81 eller//KN//cc//86 annan//JJ|POS|UTR|SIN|IND|NOM//amod//86 författning//NN|UTR|SIN|IND|NOM//conj//83 med//PP//case//88 anknytning//NN|UTR|SIN|IND|NOM//nmod//86 till//PP//case//90 äktenskap//NN|NEU|SIN|IND|NOM//nmod//88 och//KN//cc//92 makar//NN|UTR|PLU|IND|NOM//conj//90 ska//VB|PRS|AKT//aux//96 som//KN//mark//95 huvudregel//NN|UTR|SIN|IND|NOM//nsubj:pass//96 tillämpas//VB|INF|SFO//conj//46 på//PP//case//99 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//99 sätt//NN|NEU|SIN|IND|NOM//obl//96 på//PP//case//102 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//102 partnerskap//NN|NEU|PLU|IND|NOM//nmod//99 och//KN//cc//105 registrerad//PC|PRF|UTR|SIN|IND|NOM//amod//105 partner//NN|UTR|SIN|IND|NOM//conj//102 .//MAD//punct//46
4.8.2 Svenska utgångspunkter;Rättsverkningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//3 av//PP//case//2 samboförhållanden//NN|NEU|PLU|IND|NOM//nmod//0 regleras//VB|PRS|SFO//ROOT//3 i//PP//case//5 sambolagen//NN|UTR|SIN|DEF|NOM//obl//3 (//PAD//punct//7 2003:376//RG|NOM//appos//5 )//PAD//punct//7 .//MAD//punct//12
4.8.2 Svenska utgångspunkter;Med//PP//case//11 sambor//NN|UTR|PLU|IND|NOM//obl//12 avses//VB|PRS|SFO//conj//3 två//RG|NOM//nummod//14 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//12 som//KN//nsubj//17 stadigvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 bor//VB|PRS|AKT//acl:relcl//14 tillsammans//AB//advmod//21 i//PP//case//21 ett//DT|NEU|SIN|IND//det//21 parförhållande//NN|NEU|SIN|IND|NOM//obl//17 och//KN//cc//23 har//VB|PRS|AKT//conj//12 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//25 hushåll//NN|NEU|SIN|IND|NOM//obj//23 .//MAD//punct//12
4.8.2 Svenska utgångspunkter;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//32 av//PP//case//29 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//27 får//VB|PRS|AKT//aux//32 vara//VB|INF|AKT//cop//32 gift//PC|PRF|UTR|SIN|IND|NOM//parataxis//12 eller//KN//cc//35 ha//VB|INF|AKT//aux//35 ingått//VB|SUP|AKT//conj//32 partnerskap//NN|NEU|SIN|IND|NOM//obj//35 .//MAD//punct//3
4.8.2 Svenska utgångspunkter;Sambolagen//NN|UTR|SIN|DEF|NOM//nsubj//39 gäller//VB|PRS|AKT//parataxis//3 sambornas//NN|UTR|PLU|DEF|GEN//nmod:poss//42 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 bostad//NN|UTR|SIN|IND|NOM//obj//39 och//KN//cc//44 bohag//NN|NEU|SIN|IND|NOM//conj//42 och//KN//cc//46 reglerar//VB|PRS|AKT//conj//39 bl.a.//AB|AN//advmod//46 vad//HP|NEU|SIN|IND//dislocated//50 som//HP|-|-|-//nsubj//50 gäller//VB|PRS|AKT//ccomp//46 när//HA//mark//53 samboförhållandet//NN|NEU|SIN|DEF|NOM//nsubj//53 upphör//VB|PRS|AKT//advcl//50 .//MAD//punct//3
4.8.2 Svenska utgångspunkter;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//57 är//VB|PRS|AKT//cop//57 tillämplig//JJ|POS|UTR|SIN|IND|NOM//parataxis//3 på//PP//case//60 såväl//KN//advmod//60 heterosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//57 som//KN//mark//63 homosexuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 sambor//NN|UTR|PLU|IND|NOM//conj//60 .//MID//punct//57
4.8.2 Svenska utgångspunkter;Ett//DT|NEU|SIN|IND//det//66 samboförhållande//NN|NEU|SIN|IND|NOM//nsubj//69 kan//VB|PRS|AKT//aux//69 också//AB//advmod//69 ha//VB|INF|AKT//parataxis//57 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 rättsverkningar//NN|UTR|PLU|IND|NOM//obj//69 .//MAD//punct//81
4.8.2 Svenska utgångspunkter;En//DT|UTR|SIN|IND//det//74 sambo//NN|UTR|SIN|IND|NOM//nsubj//81 kan//VB|PRS|AKT//aux//81 t.ex.//AB|AN//advmod//81 under//PP//case//79 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 förhållanden//NN|NEU|PLU|IND|NOM//obl//81 vara//VB|INF|AKT//cop//81 underhållsskyldig//JJ|POS|UTR|SIN|IND|NOM//conj//57 mot//PP//case//85 sin//PS|UTR|SIN|DEF//nmod:poss//84 sambos//NN|UTR|SIN|IND|GEN//nmod:poss//85 barn//NN|NEU|SIN|IND|NOM//obl//81 (//PAD//punct//87 se//VB|IMP|AKT//parataxis//57 7//RG|NOM//nummod//89 kap.//NN|AN//nmod//91 5//RG|NOM//nummod//91 §//NN|AN//nmod//92 FB//PM|NOM//obl//87 )//PAD//punct//87 .//MAD//punct//57
4.8.2 Svenska utgångspunkter;För//PP//case//2 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 förhållanden//NN|NEU|PLU|IND|NOM//obl//3 gäller//VB|PRS|AKT//ROOT//3 lagen//NN|UTR|SIN|DEF|NOM//nsubj//3 om//PP//case//7 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 frågor//NN|UTR|PLU|IND|NOM//obl//3 rörande//PP//case//12 makars//NN|UTR|PLU|IND|GEN//nmod:poss//12 och//KN//cc//11 sambors//NN|UTR|PLU|IND|GEN//conj//9 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//nmod//7 .//MAD//punct//3
4.8.2 Svenska utgångspunkter;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 –//RG|NOM//punct//18 till//PP//case//18 skillnad//NN|UTR|SIN|IND|NOM//parataxis//3 från//PP//case//20 sambolagen//NN|UTR|SIN|DEF|NOM//nmod//18 –//PAD//punct//18 inte//AB//advmod//23 begränsad//PC|PRF|UTR|SIN|IND|NOM//conj//18 till//PP//mark//26 att//IE//mark//26 gälla//VB|INF|AKT//acl//23 sambornas//NN|UTR|PLU|DEF|GEN//nmod:poss//29 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 bostad//NN|UTR|SIN|IND|NOM//obj//26 och//KN//cc//31 bohag//NN|NEU|SIN|IND|NOM//conj//29 utan//KN//cc//34 är//VB|PRS|AKT//cop//34 tillämplig//JJ|POS|UTR|SIN|IND|NOM//conj//18 på//PP//case//37 sambors//NN|UTR|PLU|IND|GEN//nmod:poss//37 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//obl//34 (//PAD//punct//37 t.ex.//AB|AN//advmod//40 frågor//NN|UTR|PLU|IND|NOM//appos//37 om//PP//case//42 delning//NN|UTR|SIN|IND|NOM//nmod//40 vid//PP//case//45 en//DT|UTR|SIN|IND//det//45 separation//NN|UTR|SIN|IND|NOM//nmod//42 av//PP//case//49 även//AB//advmod//48 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 tillgångar//NN|UTR|PLU|IND|NOM//nmod//45 än//KN//case//53 den//DT|UTR|SIN|DEF//det//53 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 bostaden//NN|UTR|SIN|DEF|NOM//nmod//49 eller//KN//cc//57 det//DT|NEU|SIN|DEF//det//57 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 bohaget//NN|NEU|SIN|DEF|NOM//conj//53 ,//MID//punct//57 frågor//NN|UTR|PLU|IND|NOM//conj//40 om//PP//case//61 gåvor//NN|UTR|PLU|IND|NOM//nmod//59 mellan//PP//case//63 sambor//NN|UTR|PLU|IND|NOM//nmod//61 och//KN//cc//65 frågor//NN|UTR|PLU|IND|NOM//conj//63 om//PP//case//67 samäganderätt//NN|UTR|SIN|IND|NOM//nmod//65 )//PAD//punct//40 .//MAD//punct//18
4.8.2 Svenska utgångspunkter;Till//PP//case//72 sambors//NN|UTR|PLU|IND|GEN//nmod:poss//72 förmögenhetsförhållanden//NN|NEU|PLU|IND|NOM//obl//73 hör//VB|PRS|AKT//conj//18 dock//AB//advmod//73 bara//AB//advmod//73 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//77 frågor//NN|UTR|PLU|IND|NOM//obj//73 som//HP|-|-|-//nsubj//79 gäller//VB|PRS|AKT//acl:relcl//77 det//DT|NEU|SIN|DEF//det//82 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//82 förhållandet//NN|NEU|SIN|DEF|NOM//obj//79 av//PP//case//85 familjerättslig//JJ|POS|UTR|SIN|IND|NOM//amod//85 karaktär//NN|UTR|SIN|IND|NOM//nmod//82 eller//KN//cc//87 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//85 mellan//PP//case//89 parterna//NN|UTR|PLU|DEF|NOM//nmod//87 i//PP//case//92 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//92 egenskap//NN|UTR|SIN|IND|NOM//obl//79 av//PP//case//94 sambor//NN|UTR|PLU|IND|NOM//nmod//92 eller//KN//cc//97 blivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//97 sambor//NN|UTR|PLU|IND|NOM//conj//94 .//MAD//punct//18
4.8.2 Svenska utgångspunkter;Ett//DT|NEU|SIN|IND//det//102 vanligt//JJ|POS|NEU|SIN|IND|NOM//advmod//101 förmögenhetsrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//102 avtal//NN|NEU|SIN|IND|NOM//nsubj//103 träffas//VB|PRS|SFO//acl//18 enligt//PP//case//106 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//106 förarbeten//NN|NEU|PLU|IND|NOM//obl//103 inte//AB//advmod//109 av//PP//case//109 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//103 .//MAD//punct//18
4.8.2 Svenska utgångspunkter;I//PP//case//2 civilutskottets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 betänkande//NN|NEU|SIN|IND|NOM//obl//3 Könsneutrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 äktenskap//NN|NEU|PLU|IND|NOM//nsubj:pass//16 och//KN//cc//6 vigselfrågor//NN|UTR|PLU|IND|NOM//conj//4  //_SP////6 (//PAD//punct//9 2008/09//RG|NOM//appos//4 ://MID//punct//9
4.8.2 Svenska utgångspunkter;CU19//PM|NOM//conj//4 ,//MID//punct//14 s.//NN|AN//nmod//14 21//RG|NOM//conj//11 )//PAD//punct//11 uttalas//VB|PRS|SFO//ROOT//16 beträffande//PP//case//20 det//DT|NEU|SIN|DEF//det//20 EUrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//18 regelverket//NN|NEU|SIN|DEF|NOM//obl//16 att//SN//mark//26 situationen//NN|UTR|SIN|DEF|NOM//nsubj//26 ännu//AB//advmod//26 inte//AB//advmod//26 är//VB|PRS|AKT//cop//26 sådan//JJ|POS|UTR|SIN|IND|NOM//ccomp//16 att//SN//mark//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 kan//VB|PRS|AKT//aux//30 räkna//VB|INF|AKT//advcl//26 med//PP//mark//39 att//SN//mark//39 de//DT|UTR/NEU|PLU|DEF//det//34 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//39 som//HP|-|-|-//nsubj//36 gäller//VB|PRS|AKT//acl:relcl//34 makar//NN|UTR|PLU|IND|NOM//obj//36 kan//VB|PRS|AKT//aux//39 tillämpas//VB|INF|SFO//advcl//30 i//PP//case//41 fråga//NN|UTR|SIN|IND|NOM//obl//39 om//PP//case//43 par//NN|NEU|PLU|IND|NOM//obl//39 av//PP//case//46 samma//DT|UTR/NEU|SIN/PLU|IND//det//46 kön//NN|NEU|SIN|IND|NOM//nmod//43 ,//MID//punct//26 om//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 inte//AB//advmod//52 uttryckligen//AB//advmod//52 framgår//VB|PRS|AKT//advcl//26 .//MAD//punct//16
4.8.2 Svenska utgångspunkter;I//PP//case//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//3  //_SP////1 Äktenskap//NN|NEU|SIN|IND|NOM//nsubj//15 för//PP//case//5 par//NN|NEU|PLU|IND|NOM//nmod//3 med//PP//case//8 samma//DT|UTR/NEU|SIN/PLU|IND//det//8 kön//NN|NEU|SIN|IND|NOM//nmod//5 –//PAD//punct//10 Vigselfrågor//NN|UTR|PLU|IND|NOM//appos//3 (//PAD//punct//10 SOU//PM|NOM//appos//10 2007:17//RG|NOM//conj//10 )//PAD//punct//10 gjorde//VB|PRT|AKT//ROOT//15 Äktenskaps-//NN|UTR|-|-|SMS//obj//15 och//KN//cc//18 partnerskapsutredningen//NN|UTR|SIN|DEF|NOM//conj//16 bedömningen//NN|UTR|SIN|DEF|NOM//obj//15 att//SN//mark//34 Bryssel//PM|NOM//nmod//22 II-förordningen//NN|UTR|SIN|DEF|NOM//nsubj//34 ,//MID//punct//24 Bryssel//PM|NOM//conj//22 I-förordningen//NN|UTR|SIN|DEF|NOM//conj//22 och//KN//cc//29 annan//JJ|POS|UTR|SIN|IND|NOM//amod//29 EU-rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//29 reglering//NN|UTR|SIN|IND|NOM//conj//25 för//PP//case//31 närvarande//NN|NEU|SIN|IND|NOM//nmod//29 inte//AB//advmod//34 torde//VB|PRT|AKT//aux//34 omfatta//VB|INF|AKT//acl//19 äktenskap//NN|NEU|PLU|IND|NOM//obj//34 där//HA//advmod//38 makarna//NN|UTR|PLU|DEF|NOM//nsubj//38 har//VB|PRS|AKT//acl:relcl//35 samma//DT|UTR/NEU|SIN/PLU|IND//det//40 kön//NN|NEU|SIN|IND|NOM//obj//38 .//MAD//punct//38
4.8.2 Svenska utgångspunkter;Äktenskaps-//NN|UTR|-|-|SMS//nsubj//45 och//KN//cc//44 partnerskapsutredningen//NN|UTR|SIN|DEF|NOM//conj//42 utgick//VB|PRT|AKT//conj//38 från//PP//mark//52 att//SN//mark//52 det//DT|NEU|SIN|DEF//det//50 EU-rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 äktenskapsbegreppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//52 ska//VB|PRS|AKT//aux//52 tolkas//VB|INF|SFO//ccomp//45 autonomt//AB|POS//xcomp//52 utifrån//PP//case//57 ett//DT|NEU|SIN|IND//det//57 europeiskt//JJ|POS|NEU|SIN|IND|NOM//amod//57 perspektiv//NN|NEU|SIN|IND|NOM//obl//53 och//KN//cc//74 att//SN//mark//74 de//DT|UTR/NEU|PLU|DEF//det//61 EU-stater//NN|UTR|PLU|IND|NOM//nsubj//74 som//HP|-|-|-//nsubj//64 har//VB|PRS|AKT//aux//64 infört//VB|SUP|AKT//acl:relcl//61 äktenskap//NN|NEU|SIN|IND|NOM//obj//64 för//PP//case//67 par//NN|NEU|PLU|IND|NOM//obl//64 med//PP//case//70 samma//DT|UTR/NEU|SIN/PLU|IND//det//70 kön//NN|NEU|SIN|IND|NOM//nmod//67 är//VB|PRS|AKT//cop//74 en//DT|UTR|SIN|IND//det//74 klar//JJ|POS|UTR|SIN|IND|NOM//amod//74 minoritet//NN|UTR|SIN|IND|NOM//conj//53 .//MAD//punct//74
4.8.2 Svenska utgångspunkter;Äktenskaps-//NN|UTR|-|-|SMS//appos//74 och//KN//cc//78 partnerskapsutredningen//NN|UTR|SIN|DEF|NOM//conj//76 ansåg//VB|PRT|AKT//ccomp//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//79 också//AB//advmod//83 vara//VB|INF|AKT//cop//83 tvivelaktigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//79 om//SN//case//87 1988//RG|NOM//nummod//86 års//NN|NEU|SIN|IND|GEN//nmod:poss//87 Luganokonvention//NN|UTR|SIN|IND|NOM//nmod//83 och//KN//cc//90 den//DT|UTR|SIN|DEF//det//90 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//98 som//HP|-|-|-//nsubj//92 införlivar//VB|PRS|AKT//acl:relcl//90 konventionen//NN|UTR|SIN|DEF|NOM//obj//92 med//PP//case//96 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//96 rätt//NN|UTR|SIN|IND|NOM//nmod//93 kan//VB|PRS|AKT//aux//98 tolkas//VB|INF|SFO//advcl//15 så//AB//mark//103 att//SN//fixed//99 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//103 är//VB|PRS|AKT//cop//103 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//98 på//PP//case//105 makar//NN|UTR|PLU|IND|NOM//obl//103 med//PP//case//108 samma//DT|UTR/NEU|SIN/PLU|IND//det//108 kön//NN|NEU|SIN|IND|NOM//obl//103 .//MID//punct//15
4.8.2 Svenska utgångspunkter;När//HA//mark//112 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 gäller//VB|PRS|AKT//advcl//116 den//DT|UTR|SIN|DEF//det//115 konventionsbaserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//115 lagstiftningen//NN|UTR|SIN|DEF|NOM//obj//112 gjordes//VB|PRT|SFO//parataxis//15 bedömningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//116 att//SN//mark//122 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//122 inte//AB//advmod//122 är//VB|PRS|AKT//cop//122 givet//PC|PRF|NEU|SIN|IND|NOM//acl//117 att//SN//mark//128 en//DT|UTR|SIN|IND//det//126 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//126 författning//NN|UTR|SIN|IND|NOM//nsubj:pass//128 kan//VB|PRS|AKT//aux//128 tillämpas//VB|INF|SFO//csubj//122 på//PP//case//130 äktenskap//NN|NEU|SIN|IND|NOM//obl//128 där//HA//advmod//133 makarna//NN|UTR|PLU|DEF|NOM//nsubj//133 har//VB|PRS|AKT//acl:relcl//130 samma//DT|UTR/NEU|SIN/PLU|IND//det//135 kön//NN|NEU|SIN|IND|NOM//obj//133 .//MAD//punct//133
4.8.2 Svenska utgångspunkter;I//PP//advmod//141 stället//NN|NEU|SIN|DEF|NOM//fixed//137 bör//VB|PRS|AKT//aux//141 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//141 överlämnas//VB|INF|SFO//advcl//133 åt//PP//case//145 de//DT|UTR/NEU|PLU|DEF//det//145 rättstillämpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//145 organen//NN|NEU|PLU|DEF|NOM//obl//141 att//IE//mark//155 med//PP//case//148 ledning//NN|UTR|SIN|IND|NOM//obl//155 av//PP//case//151 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//151 principer//NN|UTR|PLU|IND|NOM//nmod//148 om//PP//case//154 konventionskonform//NN|UTR|SIN|IND|NOM//amod//154 tolkning//NN|UTR|SIN|IND|NOM//nmod//151 avgöra//VB|INF|AKT//acl//145 hur//HA//advmod//157 konventionsgrundade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//158 författningar//NN|UTR|PLU|IND|NOM//nsubj:pass//160 ska//VB|PRS|AKT//aux//160 tillämpas//VB|INF|SFO//conj//155 när//HA//case//164 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//161 gäller//VB|PRS|AKT//fixed//161 äktenskap//NN|NEU|PLU|IND|NOM//obl//160 där//HA//advmod//167 makarna//NN|UTR|PLU|DEF|NOM//nsubj//167 har//VB|PRS|AKT//acl:relcl//164 samma//DT|UTR/NEU|SIN/PLU|IND//det//169 kön//NN|NEU|SIN|IND|NOM//obj//167 .//MAD//punct//15
4.8.2 Svenska utgångspunkter;En//DT|UTR|SIN|IND//det//173 annan//JJ|POS|UTR|SIN|IND|NOM//amod//173 sak//NN|UTR|SIN|IND|NOM//appos//15 är//VB|PRS|AKT//cop//173 att//SN//mark//184 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//177 avgöranden//NN|NEU|PLU|IND|NOM//nsubj//184 som//HP|-|-|-//nsubj:pass//179 meddelats//VB|SUP|SFO//acl:relcl//177 i//PP//case//181 Sverige//PM|NOM//obl//179 kanske//AB//advmod//184 inte//AB//advmod//184 får//VB|PRS|AKT//csubj//173 rättsverkningar//NN|UTR|PLU|IND|NOM//obj//184 i//PP//case//188 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//188 länder//NN|NEU|PLU|IND|NOM//obl//184 .//MAD//punct//15

4.8.3 Underhållsförordningen;Som//HP|-|-|-//mark//2 har//VB|PRS|AKT//aux//2 framgått//VB|SUP|AKT//advcl//8 av//PP//case//5 avsnitt//NN|NEU|SIN|IND|NOM//nmod//5 4.2//RG|NOM//obl//2 är//VB|PRS|AKT//cop//8 underhållsförordningen//NN|UTR|SIN|DEF|NOM//advmod//8 tillämplig//JJ|POS|UTR|SIN|IND|NOM//ROOT//8 på//PP//case//10 frågor//NN|UTR|PLU|IND|NOM//obl//8 om//PP//case//12 underhållsskyldighet//NN|UTR|SIN|IND|NOM//nmod//10 som//HP|-|-|-//nsubj//14 har//VB|PRS|AKT//acl:relcl//12 sin//PS|UTR|SIN|DEF//nmod:poss//16 grund//NN|UTR|SIN|IND|NOM//obj//14 i//PP//case//18 familje-//NN|UTR|-|-|SMS//obl//14 ,//MID//punct//20 släktskaps-//NN|UTR|-|-|SMS//conj//18 ,//MID//punct//22 äktenskaps-//NN|UTR|-|-|SMS//conj//18 eller//KN//cc//24 svågerlagsförhållanden//NN|UTR|SIN|DEF|NOM//conj//18 (//PAD//punct//10 artikel//NN|UTR|SIN|IND|NOM//nmod//27 1.1//RG|NOM//nmod//10 )//PAD//punct//8 .//MAD//punct//8
4.8.3 Underhållsförordningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 framgår//VB|PRS|AKT//parataxis//8 inte//AB//advmod//31 direkt//AB|POS//advmod//31 av//PP//case//35 underhållsförordningen//NN|UTR|SIN|DEF|NOM//obl//31 om//SN//mark//39 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//39 är//VB|PRS|AKT//cop//39 tillämplig//JJ|POS|UTR|SIN|IND|NOM//acl//35 på//PP//case//41 underhållsskyldighet//NN|UTR|SIN|IND|NOM//obl//39 som//HP|-|-|-//nsubj//43 har//VB|PRS|AKT//acl:relcl//41 sin//PS|UTR|SIN|DEF//nmod:poss//45 grund//NN|UTR|SIN|IND|NOM//obj//43 i//PP//case//47 samboförhållanden//NN|NEU|PLU|IND|NOM//obl//43 ,//MID//punct//50 samkönade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 äktenskap//NN|NEU|PLU|IND|NOM//obj//43 eller//KN//cc//52 registrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//43 partnerskap//NN|NEU|PLU|IND|NOM//obj//52 .//MID//punct//31
4.8.3 Underhållsförordningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 kommer//VB|PRS|AKT//aux//61 ytterst//AB|SUV//advmod//61 att//IE//mark//61 vara//VB|INF|AKT//cop//61 EU-domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//61 uppgift//NN|UTR|SIN|IND|NOM//parataxis//31 att//IE//mark//63 tolka//VB|INF|AKT//acl//61 vad//HP|NEU|SIN|IND//dislocated//66 som//HP|-|-|-//nsubj:pass//66 omfattas//VB|PRS|SFO//ccomp//63 av//PP//case//68 förordningen//NN|UTR|SIN|DEF|NOM//obl:agent//66 .//MID//punct//61
4.8.3 Underhållsförordningen;Intressant//JJ|POS|NEU|SIN|IND|NOM//conj//31 i//PP//case//72 sammanhanget//NN|NEU|SIN|DEF|NOM//nmod//70 är//VB|PRS|AKT//cop//75 artikel//NN|UTR|SIN|IND|NOM//nmod//75 22//RG|NOM//nsubj//31 ,//MID//punct//75 som//HP|-|-|-//nsubj//78 innebär//VB|PRS|AKT//acl:relcl//75 att//SN//mark//80 erkännande//NN|NEU|SIN|IND|NOM//ccomp//78 och//KN//cc//82 verkställighet//NN|UTR|SIN|IND|NOM//conj//80 av//PP//case//85 en//DT|UTR|SIN|IND//det//85 dom//NN|UTR|SIN|IND|NOM//obl//80 om//PP//mark//89 underhåll//NN|NEU|SIN|IND|NOM//nsubj//89 inte//AB//advmod//89 innebär//VB|PRS|AKT//advcl//80 ett//DT|NEU|SIN|IND//det//91 erkännande//NN|NEU|SIN|IND|NOM//obj//89 av//PP//case//94 det//DT|NEU|SIN|DEF//det//94 familje-//NN|UTR|-|-|SMS//nmod//91 ,//MID//punct//96 släktskaps-//NN|UTR|-|-|SMS//conj//94 ,//MID//punct//98 äktenskaps-//NN|UTR|-|-|SMS//conj//94 eller//KN//cc//100 svågerlagsförhållande//NN|UTR|PLU|IND|NOM//conj//94 som//HP|-|-|-//obl//103 underhållsskyldigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//103 grundas//VB|PRS|SFO//acl:relcl//91 på//PP//case//101 och//KN//cc//108 som//HP|-|-|-//nsubj//108 har//VB|PRS|AKT//aux//108 gett//VB|SUP|AKT//conj//103 upphov//NN|NEU|SIN|IND|NOM//obj//108 till//PP//case//111 domen//NN|UTR|SIN|DEF|NOM//obl//108 .//MAD//punct//31
4.8.3 Underhållsförordningen;I//PP//case//115 detta//DT|NEU|SIN|DEF//det//115 sammanhang//NN|NEU|SIN|IND|NOM//obl//116 framhålls//VB|PRS|SFO//conj//31 i//PP//case//118 ingressen//NN|UTR|SIN|DEF|NOM//obl//116 att//SN//mark//132 det//DT|NEU|SIN|DEF//det//122 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//122 syftet//NN|NEU|SIN|DEF|NOM//nsubj//132 med//PP//case//126 en//DT|UTR|SIN|IND//det//125 medlemsstats//NN|UTR|SIN|IND|GEN//nmod:poss//126 erkännande//NN|NEU|SIN|IND|NOM//nmod//122 av//PP//case//129 en//DT|UTR|SIN|IND//det//129 dom//NN|UTR|SIN|IND|NOM//nmod//126 om//PP//case//131 underhållsskyldighet//NN|UTR|SIN|IND|NOM//nmod//129 är//VB|PRS|AKT//ccomp//116 att//IE//mark//134 göra//VB|INF|AKT//xcomp//132 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//134 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//134 att//IE//mark//138 driva//VB|INF|AKT//advcl//134 in//PL//compound:prt//138 det//DT|NEU|SIN|DEF//det//141 underhållsbidrag//NN|NEU|SIN|IND|NOM//obj//138 som//HP|-|-|-//nsubj:pass//143 fastställs//VB|PRS|SFO//acl:relcl//141 i//PP//case//145 domen//NN|UTR|SIN|DEF|NOM//obl//143 (//PAD//punct//132 punkten//NN|UTR|SIN|DEF|NOM//nmod//148 25//RG|NOM//appos//132 )//PAD//punct//31 .//MAD//punct//31

