Flickor, pojkar, individer;–//RG|NOM//punct//2 om//PP//case//2 betydelsen//NN|UTR|SIN|DEF|NOM//ROOT//2 av//PP//case//4 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//2 för//PP//case//6 kunskap//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 utveckling//NN|UTR|SIN|IND|NOM//conj//6 i//PP//case//10 skolan//NN|UTR|SIN|DEF|NOM//nmod//8
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//36 26//RG|NOM//nummod//36 maj//NN|UTR|SIN|IND|NOM//obl//37 entledigades//VB|PRT|SFO//parataxis//3 Per//PM|NOM//nsubj:pass//37 Wadman//PM|NOM//flat//38 från//PP//case//41 uppdraget//NN|NEU|SIN|DEF|NOM//obl//37 som//KN//mark//43 expert//NN|UTR|SIN|IND|NOM//xcomp//37 i//PP//case//45 utredningen//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//3
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//49 2//RO|NOM//nummod//49 juni//NN|UTR|SIN|IND|NOM//nsubj:pass//50 förordnades//VB|PRT|SFO//parataxis//3 förste//RO|MAS|SIN|IND/DEF|NOM//amod//53 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//54 Anders//PM|NOM//nmod//55 Almgren//PM|NOM//nsubj//50 som//KN//mark//57 expert//NN|UTR|SIN|IND|NOM//xcomp//50 i//PP//case//59 utredningen//NN|UTR|SIN|DEF|NOM//obl//50 .//MAD//punct//3
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//63 14//RG|NOM//nummod//63 december//NN|UTR|SIN|IND|NOM//obl//65 2009//RG|NOM//nummod//63 entledigades//VB|PRT|SFO//parataxis//3 Martin//PM|NOM//nsubj:pass//65 Ingvar//PM|NOM//flat:name//66 från//PP//case//69 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//66 som//KN//mark//71 ledamot//NN|UTR|SIN|IND|NOM//xcomp//65 i//PP//case//73 utredningen//NN|UTR|SIN|DEF|NOM//obl//71 .//MAD//punct//3
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//77 11//RG|NOM//nummod//77 januari//NN|UTR|SIN|IND|NOM//obl//79 2010//RG|NOM//nummod//77 entledigades//VB|PRT|SFO//parataxis//3 Isobel//PM|NOM//compound//82 Hadley//PM|NOM//flat:name//80 Kamptz//PM|NOM//nsubj:pass//79 från//PP//case//84 uppdraget//NN|NEU|SIN|DEF|NOM//obl//79 som//KN//mark//86 ledamot//NN|UTR|SIN|IND|NOM//xcomp//79 i//PP//case//88 utredningen//NN|UTR|SIN|DEF|NOM//obl//86 .//MAD//punct//3
Till utbildningsminister Jan Björklund;I//PP//case//1 sekretariatet//NN|NEU|SIN|DEF|NOM//obl//6 har//VB|PRS|AKT//aux//6 revisionsdirektören//NN|UTR|SIN|DEF|NOM//nmod//4 Ulf//PM|NOM//nsubj//6 Andersson//PM|NOM//flat:name//4 ingått//VB|SUP|AKT//ROOT//6 som//KN//mark//8 huvudsekreterare//NN|UTR|SIN|IND|NOM//xcomp//6 och//KN//cc//10 frilansjournalisten//NN|UTR|SIN|DEF|NOM//conj//8 Elisabet//PM|NOM//conj//8 Wahl//PM|NOM//flat:name//11 som//KN//case//14 sekreterare//NN|UTR|SIN|IND|NOM//obl//6 från//PP//case//20 och//KN//fixed//15 med//PP//fixed//15 den//DT|UTR|SIN|DEF//det//20 10//RG|NOM//nummod//20 november//NN|UTR|SIN|IND|NOM//nmod//14 2008//RG|NOM//nummod//20 .//MAD//punct//6
Till utbildningsminister Jan Björklund;Departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//24 Kent//PM|NOM//nsubj//28 Eriksson//PM|NOM//flat:name//24 har//VB|PRS|AKT//aux//28 varit//VB|SUP|AKT//cop//28 sekreterare//NN|UTR|SIN|IND|NOM//parataxis//6 från//PP//case//34 och//KN//fixed//29 med//PP//fixed//29 den//DT|UTR|SIN|DEF//det//34 24//RG|NOM//nummod//34 november//NN|UTR|SIN|IND|NOM//nmod//28 2008//RG|NOM//nummod//34 .//MAD//punct//28
Till utbildningsminister Jan Björklund;Filosofie//PM|NOM//nmod:poss//38 doktorn//NN|UTR|SIN|DEF|NOM//nsubj//56 Mia//PM|NOM//nsubj//43 Heikkilä//PM|NOM//flat:name//39 har//VB|PRS|AKT//aux//43 varit//VB|SUP|AKT//cop//43 sekreterare//NN|UTR|SIN|IND|NOM//obj//38 från//PP//case//49 och//KN//fixed//44 med//PP//fixed//44 den//DT|UTR|SIN|DEF//det//49 1//RO|NOM//nummod//49 januari//NN|UTR|SIN|IND|NOM//nmod//43 2010//RG|NOM//nummod//49 .//MAD//punct//38
Till utbildningsminister Jan Björklund;Rådmannen//NN|UTR|SIN|DEF|NOM//nmod//53 Fredrik//PM|NOM//appos//38 Forssman//PM|NOM//flat:name//53 har//VB|PRS|AKT//aux//56 biträtt//VB|SUP|AKT//conj//28 utredningen//NN|UTR|SIN|DEF|NOM//obj//56 i//PP//case//59 arbetet//NN|NEU|SIN|DEF|NOM//nmod//57 med//PP//case//62 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 lagförslag//NN|NEU|PLU|IND|NOM//nmod//59 och//KN//cc//64 lagkommentarer//NN|UTR|PLU|IND|NOM//conj//62 .//MAD//punct//6
Till utbildningsminister Jan Björklund;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//67 antog//VB|PRT|AKT//parataxis//6 vid//PP//case//71 sitt//PS|NEU|SIN|DEF//nmod:poss//71 första//RO|NOM//amod//71 möte//NN|NEU|SIN|IND|NOM//nmod//73 namnet//NN|NEU|SIN|DEF|NOM//nmod//73 DEJA//PM|NOM//obj//67 –//RG|NOM//punct//75 Delegationen//NN|UTR|SIN|DEF|NOM//appos//67 för//PP//case//77 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//75 i//PP//case//79 skolan//NN|UTR|SIN|DEF|NOM//nmod//77 (//PAD//punct//75 U//PM|NOM//nummod//82 2008:08//RG|NOM//appos//75 )//PAD//punct//75 .//MAD//punct//67
Till utbildningsminister Jan Björklund;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 19//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//nmod//1 2009//RG|NOM//nummod//4 fick//VB|PRT|AKT//ROOT//6 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 förlängd//PC|PRF|UTR|SIN|IND|NOM//xcomp//6 tid//NN|UTR|SIN|IND|NOM//obj//8 för//PP//case//11 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//8 till//PP//case//15 den//DT|UTR|SIN|DEF//det//15 1//RO|NOM//nummod//15 juli//NN|UTR|SIN|IND|NOM//nmod//11 2009//RG|NOM//nummod//15 (//PAD//punct//16 dir//NN|AN//obl//6 .//MAD//punct//6
Till utbildningsminister Jan Björklund;2009:12//RG|NOM//obj//6 )//PAD//punct//6 .//MAD//punct//6
Till utbildningsminister Jan Björklund;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnade//VB|PRT|AKT//ROOT//1 i//PP//case//3 juli//NN|UTR|SIN|IND|NOM//obl//1 2009//RG|NOM//nummod//5 delbetänkandet//NN|NEU|SIN|DEF|NOM//conj//1 Flickor//NN|UTR|PLU|IND|NOM//appos//5 och//KN//cc//8 pojkar//NN|UTR|PLU|IND|NOM//conj//6 i//PP//case//10 skolan//NN|UTR|SIN|DEF|NOM//nmod//8 –//RG|NOM//punct//5 hur//HA//advmod//13 jämställt//JJ|POS|NEU|SIN|IND|NOM//appos//5 är//VB|PRS|AKT//cop//13 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 ?//MID//punct//1
Till utbildningsminister Jan Björklund; //_SP////16 (//PAD//punct//1 SOU//PM|NOM//appos//1 2009:64//RG|NOM//obl//1 )//PAD//punct//1 .//MAD//punct//1
Till utbildningsminister Jan Björklund;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 17//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 2009//RG|NOM//nummod//4 fick//VB|PRT|AKT//ROOT//6 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 förlängd//PC|PRF|UTR|SIN|IND|NOM//amod//9 tid//NN|UTR|SIN|IND|NOM//obj//6 för//PP//case//11 slutredovisning//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//13 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//11 till//PP//case//17 den//DT|UTR|SIN|DEF//det//17 30//RG|NOM//nummod//17 november//NN|UTR|SIN|IND|NOM//nmod//13 2010//RG|NOM//nummod//17 (//PAD//punct//17 dir//NN|AN//nmod//17 .//MAD//punct//22
Till utbildningsminister Jan Björklund;2009:126//RG|NOM//nmod//17 )//PAD//punct//6 .//MAD//punct//6
Till utbildningsminister Jan Björklund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 haft//VB|SUP|AKT//ROOT//2 samråd//NN|NEU|SIN|IND|NOM//obj//2 och//KN//cc//5 kontakter//NN|UTR|PLU|IND|NOM//conj//3 med//PP//case//10 ett//DT|NEU|SIN|IND//det//8 antal//NN|NEU|SIN|IND|NOM//nmod//10 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 forskare//NN|UTR|PLU|IND|NOM//nmod//5 samt//KN//cc//13 med//PP//case//13 Skolverket//PM|NOM//conj//10 ,//MID//punct//15 Skolinspektionen//NN|UTR|SIN|DEF|NOM//conj//13 och//KN//cc//17 Diskrimineringsombudsmannen//NN|UTR|SIN|DEF|NOM//conj//13 .//MAD//punct//2
Till utbildningsminister Jan Björklund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//22 har//VB|PRS|AKT//aux//22 också//AB//advmod//22 haft//VB|SUP|AKT//conj//2 kontakter//NN|UTR|PLU|IND|NOM//obj//22 med//PP//case//25 personal//NN|UTR|SIN|IND|NOM//obl//22 vid//PP//case//28 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 grund-//NN|UTR|-|-|SMS//nmod//25 och//KN//cc//30 gymnasieskolor//NN|UTR|PLU|IND|NOM//conj//28 ,//MID//punct//22 och//KN//cc//34 med//PP//case//34 företrädare//NN|UTR|PLU|IND|NOM//conj//22 för//PP//case//36 föreningslivet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//22
Till utbildningsminister Jan Björklund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 även//AB//advmod//41 haft//VB|SUP|AKT//conj//22 kontakter//NN|UTR|PLU|IND|NOM//obj//41 med//PP//case//44 representanter//NN|UTR|PLU|IND|NOM//nmod//42 för//PP//case//46 departement//NN|NEU|PLU|IND|NOM//nmod//44 och//KN//cc//48 myndigheter//NN|UTR|PLU|IND|NOM//conj//46 samt//KN//cc//50 forskare//NN|UTR|PLU|IND|NOM//conj//46 inom//PP//case//52 skolområdet//NN|NEU|SIN|DEF|NOM//nmod//50 i//PP//case//56 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//56 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 grannländer//NN|NEU|PLU|IND|NOM//nmod//52 .//MAD//punct//22
Till utbildningsminister Jan Björklund;Under//PP//case//1 hösten//NN|UTR|SIN|DEF|NOM//nmod//2 2009//RG|NOM//obl//3 genomförde//VB|PRT|AKT//ROOT//3 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 fyra//RG|NOM//nummod//7 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 konferenser//NN|UTR|PLU|IND|NOM//obj//3 .//MAD//punct//3
Till utbildningsminister Jan Björklund;Vid//PP//case//10 konferenserna//NN|UTR|PLU|DEF|NOM//obl//11 spreds//VB|PRT|SFO//parataxis//3 och//KN//cc//13 diskuterades//VB|PRT|SFO//conj//11 den//DT|UTR|SIN|DEF//det//15 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//13 som//HP|-|-|-//nsubj:pass//17 sammanställdes//VB|PRT|SFO//acl:relcl//15 i//PP//case//19 anslutning//NN|UTR|SIN|IND|NOM//obl//17 till//PP//case//21 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//17 .//MAD//punct//3
Till utbildningsminister Jan Björklund;Konferenserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//24 hölls//VB|PRT|SFO//parataxis//3 i//PP//case//26 Västerås//PM|NOM//obl//24 den//DT|UTR|SIN|DEF//det//29 30//RG|NOM//nummod//29 september//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//31 Borås//PM|NOM//conj//24 den//DT|UTR|SIN|DEF//det//34 5//RO|NOM//nummod//34 oktober//NN|UTR|SIN|IND|NOM//dep//31 ,//MID//punct//36 Luleå//PM|NOM//conj//24 den//DT|UTR|SIN|DEF//det//39 13//RG|NOM//nummod//39 oktober//NN|UTR|SIN|IND|NOM//dep//36 och//KN//cc//42 i//PP//case//42 Kalmar//PM|NOM//conj//39 den//DT|UTR|SIN|DEF//det//45 19//RG|NOM//nummod//45 oktober//NN|UTR|SIN|IND|NOM//dep//36 .//MAD//punct//36
Till utbildningsminister Jan Björklund;Konferenserna//NN|UTR|PLU|DEF|NOM//nsubj//52 samlade//VB|PRT|AKT//amod//49 sammantaget//AB//nmod//47 omkring//AB//advmod//51 400//RG|NOM//nummod//52 deltagare//NN|UTR|PLU|IND|NOM//parataxis//36 .//MAD//punct//24
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//2 16//RG|NOM//nummod//2 december//NN|UTR|SIN|IND|NOM//obl//4 2009//RG|NOM//nummod//2 anordnade//VB|PRT|AKT//ROOT//4 utredningen//NN|UTR|SIN|DEF|NOM//obj//4 tillsammans//AB//advmod//8 med//PP//case//8 DJ//PM|NOM//nmod//5 –//RG|NOM//punct//18 Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//18 för//PP//case//12 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//10 i//PP//case//14 högskolan//NN|UTR|SIN|DEF|NOM//nmod//12 och//KN//cc//16 Högskoleverket//NN|NEU|SIN|DEF|NOM//conj//14 en//DT|UTR|SIN|IND//det//18 konferens//NN|UTR|SIN|IND|NOM//appos//4 om//PP//case//20 genus//NN|NEU|SIN|IND|NOM//nmod//18 och//KN//cc//22 jämställdhet//NN|UTR|SIN|IND|NOM//conj//20 i//PP//case//24 lärarutbildningen//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//4
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//2 30//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//obl//4 2010//RG|NOM//nummod//2 anordnade//VB|PRT|AKT//ROOT//4 utredningen//NN|UTR|SIN|DEF|NOM//obj//4 i//PP//case//7 samarbete//NN|NEU|SIN|IND|NOM//nmod//5 med//PP//case//10 ABF//PM|NOM//nmod//10 Stockholm//PM|NOM//nmod//5 ett//DT|NEU|SIN|IND//det//13 välbesökt//PC|PRF|NEU|SIN|IND|NOM//amod//13 seminarium//NN|NEU|SIN|IND|NOM//obj//4 om//PP//case//15 kvinnor//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//17 män//NN|UTR|PLU|IND|NOM//conj//15 och//KN//cc//19 jämställdhet//NN|UTR|SIN|IND|NOM//conj//15 i//PP//case//21 läromedel//NN|NEU|PLU|IND|NOM//nmod//19 i//PP//case//23 historia//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
Till utbildningsminister Jan Björklund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 genomfört//VB|SUP|AKT//ROOT//2 två//RG|NOM//nummod//4 arrangemang//NN|NEU|PLU|IND|NOM//obj//2 under//PP//case//8 Almedalsveckan//NN|UTR|SIN|DEF|NOM//nmod//8 innevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 år//NN|NEU|SIN|IND|NOM//obl//2 .//MAD//punct//2
Till utbildningsminister Jan Björklund;Måndagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//14 den//DT|UTR|SIN|DEF//det//13 5//RO|NOM//nummod//13 juli//NN|UTR|SIN|IND|NOM//nmod//10 genomfördes//VB|PRT|SFO//parataxis//2 i//PP//case//16 samarbete//NN|NEU|SIN|IND|NOM//obl//14 med//PP//case//18 DJ//PM|NOM//obl//14 och//KN//cc//20 Nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 sekretariatet//NN|NEU|SIN|DEF|NOM//conj//14 för//PP//case//23 genusforskning//NN|UTR|SIN|IND|NOM//nmod//21 ett//DT|NEU|SIN|IND//det//25 seminarium//NN|NEU|SIN|IND|NOM//obl//14 om//PP//case//27 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//25 i//PP//case//29 skola//NN|UTR|SIN|IND|NOM//nmod//27 och//KN//cc//31 högskola//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//14
Till utbildningsminister Jan Björklund;I//PP//case//36 den//DT|UTR|SIN|DEF//det//36 efterföljande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 paneldebatten//NN|UTR|SIN|DEF|NOM//obl//37 medverkade//VB|PRT|AKT//conj//14 bland//PP//case//41 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//41 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 högskole-//NN|NEU|-|-|SMS//obl//37 och//KN//cc//43 forskningsminister//NN|UTR|SIN|IND|NOM//conj//41 Tobias//PM|NOM//conj//41 Krantz//PM|NOM//flat//44 och//KN//cc//50 utbildningsutskottets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//50 ordförande//NN|UTR|SIN|IND|NOM//nmod//51 Marie//PM|NOM//conj//44 Granlund//PM|NOM//flat//51 .//MAD//punct//14
Till utbildningsminister Jan Björklund;Den//DT|UTR|SIN|DEF//det//56 8//RO|NOM//nummod//56 juli//NN|UTR|SIN|IND|NOM//nsubj:pass//57 genomfördes//VB|PRT|SFO//conj//14 i//PP//case//59 samarbete//NN|NEU|SIN|IND|NOM//obl//57 med//PP//case//61 Saco//PM|NOM//nmod//59 ett//DT|NEU|SIN|IND//det//63 seminarium//NN|NEU|SIN|IND|NOM//nsubj:pass//57 med//PP//case//65 professorn//NN|UTR|SIN|DEF|NOM//nmod//63 och//KN//cc//68 mansforskaren//NN|UTR|SIN|DEF|NOM//nmod//68 Michael//PM|NOM//conj//65 Kimmel//PM|NOM//flat:name//68 om//PP//case//72 pojkars//NN|UTR|PLU|IND|GEN//nmod:poss//72 skolprestationer//NN|UTR|PLU|IND|NOM//nmod//68 ,//MID//punct//57 med//PP//case//75 anledning//NN|UTR|SIN|IND|NOM//obl//57 av//PP//case//78 den//DT|UTR|SIN|DEF//det//78 rapport//NN|UTR|SIN|IND|NOM//nmod//75 han//PN|UTR|SIN|DEF|SUB//nsubj//80 skrivit//VB|SUP|AKT//acl:relcl//78 på//PP//case//83 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//83 uppdrag//NN|NEU|SIN|IND|NOM//obl//80 .//MAD//punct//2
