Förändringar i läsvanor och läsförmåga bland 9till 10-åringar ;Resultat//NN|NEU|PLU|IND|NOM//ROOT//0 från//PP//case//3 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 studier//NN|UTR|PLU|IND|NOM//obl//0
Förändringar i läsvanor och läsförmåga bland 9till 10-åringar ;Därefter//AB//advmod//71 följer//VB|PRS|AKT//conj//56 ett//DT|NEU|SIN|IND//det//73 avsnitt//NN|NEU|SIN|IND|NOM//obj//71 som//HP|-|-|-//nsubj//75 visar//VB|PRS|AKT//acl:relcl//73 hur//HA//advmod//80 förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//80 i//PP//case//79 läsnivå//NN|UTR|SIN|IND|NOM//nmod//77 ser//VB|PRS|AKT//ccomp//75 ut//PL//compound:prt//80 över//PP//case//83 tid//NN|UTR|SIN|IND|NOM//obl//80 när//HA//mark//89 resultat//NN|NEU|PLU|IND|NOM//nsubj:pass//89 från//PP//case//88 alla//DT|UTR/NEU|PLU|IND/DEF//det//88 läsundersökningar//NN|UTR|PLU|IND|NOM//nmod//85 lagts//VB|SUP|SFO//advcl//80 på//PP//case//93 en//DT|UTR|SIN|IND//det//93 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//93 lässkala//NN|UTR|SIN|IND|NOM//obl//89 .//MAD//punct//71
Förändringar i läsvanor och läsförmåga bland 9till 10-åringar ;I//PP//case//97 detta//DT|NEU|SIN|DEF//det//97 avsnitt//NN|NEU|SIN|IND|NOM//obl//98 redovisas//VB|PRS|SFO//parataxis//71 också//AB//advmod//98 förekomsten//NN|UTR|SIN|DEF|NOM//nsubj:pass//98 av//PP//case//102 förändringar//NN|UTR|PLU|IND|NOM//nmod//100 i//PP//case//105 relaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//105 faktorer//NN|UTR|PLU|IND|NOM//nmod//102 ,//MID//punct//105 såsom//KN//advmod//108 attityder//NN|UTR|PLU|IND|NOM//appos//105 till//PP//case//110 läsning//NN|UTR|SIN|IND|NOM//nmod//108 och//KN//cc//112 självbild//NN|UTR|SIN|IND|NOM//conj//110 som//KN//mark//114 läsare//NN|UTR|SIN|IND|NOM//nmod//108 .//MAD//punct//71
Förändringar i läsvanor och läsförmåga bland 9till 10-åringar ;I//PP//case//119 den//DT|UTR|SIN|DEF//det//119 tredje//RO|NOM//amod//119 delen//NN|UTR|SIN|DEF|NOM//obl//120 redovisas//VB|PRS|SFO//parataxis//71 analyser//NN|UTR|PLU|IND|NOM//nsubj:pass//120 av//PP//case//123 samband//NN|NEU|SIN|IND|NOM//nmod//121 mellan//PP//case//125 läsprestationer//NN|UTR|PLU|IND|NOM//nmod//123 och//KN//cc//128 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//128 datoranvändning//NN|UTR|SIN|IND|NOM//conj//125 hemma//AB//advmod//120 utifrån//PP//case//132 en//DT|UTR|SIN|IND//det//132 hypotes//NN|UTR|SIN|IND|NOM//obl//120 om//PP//case//135 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//135 läsvanor//NN|UTR|PLU|IND|NOM//nmod//132 .//MAD//punct//71
Förändringar i läsvanor och läsförmåga bland 9till 10-åringar ;Kapitlet//NN|NEU|SIN|DEF|NOM//nsubj:pass//138 avslutas//VB|PRS|SFO//parataxis//71 med//PP//case//142 en//DT|UTR|SIN|IND//det//142 kort//JJ|POS|UTR|SIN|IND|NOM//amod//142 sammanfattning//NN|UTR|SIN|IND|NOM//obl//138 av//PP//case//144 huvudresultat//NN|NEU|PLU|IND|NOM//nmod//142 och//KN//cc//146 slutsatser//NN|UTR|PLU|IND|NOM//conj//144 tillsammans//AB//advmod//149 med//PP//case//149 kommenterarer//NN|UTR|PLU|IND|NOM//obl//138 .//MAD//punct//56

Läsresultat i internationella tvärsnittsundersökningar;För//PP//case//2 Sveriges//PM|GEN//nmod:poss//2 räkning//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 relativt//AB|POS//advmod//5 god//JJ|POS|UTR|SIN|IND|NOM//amod//6 information//NN|UTR|SIN|IND|NOM//nsubj//3 om//PP//case//8 9till//RG|NOM//nmod//6 10åringars//NN|UTR|PLU|IND|GEN//nummod//10 läsförmåga//NN|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//12 läsintresse//NN|NEU|SIN|IND|NOM//conj//8 ,//MID//punct//14 läsvanor//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//16 attityder//NN|UTR|PLU|IND|NOM//conj//8 till//PP//case//18 läsning//NN|UTR|SIN|IND|NOM//nmod//16 genom//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 studier//NN|UTR|PLU|IND|NOM//obl//3 av//PP//case//24 läsning//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 läsförmåga//NN|UTR|SIN|IND|NOM//conj//24 –//RG|NOM//punct//22 eller//KN//cc//30 ”//PAD//punct//30 reading//UO//appos//22 literacy//UO//nmod//30 ”//PAD//punct//30 –//RG|NOM//punct//36 som//HP|-|-|-//mark//36 Sverige//PM|NOM//nsubj//36 deltagit//VB|SUP|AKT//acl:relcl//30 i//PP//case//39 alltsedan//PP//nmod//39 1960-talet//NN|NEU|SIN|DEF|NOM//obl//36 och//KN//cc//42 som//HP|-|-|-//nsubj:pass//42 genomförts//VB|SUP|SFO//conj//36 i//PP//case//44 regi//NN|UTR|SIN|IND|NOM//obl//42 av//PP//case//48 The//PM|NOM//det//48 International//PM|NOM//amod//48 Association//PM|NOM//nmod//44 for//PM|NOM//advcl//3 the//PM|NOM//det//51 Evaluation//PM|NOM//nsubj:pass//49 of//PM|NOM//case//54 Educational//PM|NOM//nmod//54 Achievement//PM|NOM//obl//49 (//PAD//punct//54 IEA//PM|NOM//appos//54 )//PAD//punct//3 .//MAD//punct//3
Läsresultat i internationella tvärsnittsundersökningar;Sedan//SN//mark//61 IEA//PM|NOM//nsubj:pass//61 bildades//VB|PRT|SFO//advcl//3 har//VB|PRS|AKT//aux//67 9till//RG|NOM//nummod//66 10-åriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 barns//NN|NEU|PLU|IND|GEN//nmod:poss//66 läsförmåga//NN|UTR|SIN|IND|NOM//nsubj:pass//67 undersökts//VB|SUP|SFO//xcomp//61 vid//PP//case//70 fyra//RG|NOM//nummod//70 tidpunkter//NN|UTR|PLU|IND|NOM//obl//67 ://MID//punct//70
Läsresultat i internationella tvärsnittsundersökningar;1971//RG|NOM//appos//70 ,//MID//punct//72 1991//RG|NOM//conj//70 ,//MID//punct//70 2001//RG|NOM//nummod//70 och//KN//cc//76 2006//RG|NOM//nummod//76 .//MAD//punct//3
Läsresultat i internationella tvärsnittsundersökningar;Sedan//PP//mark//82 2001//RG|NOM//nummod//82 genomför//VB|PRS|AKT//advcl//3 IEA//PM|NOM//nsubj//82 regelmässigt//AB|POS//advmod//82 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 läsundersökningar//NN|UTR|PLU|IND|NOM//obj//82 av//PP//case//89 denna//DT|UTR|SIN|DEF//det//89 åldersgrupp//NN|UTR|SIN|IND|NOM//nmod//86 vart//DT|NEU|SIN|IND//det//92 femte//RO|NOM//amod//92 år//NN|NEU|SIN|IND|NOM//obl//82 .//MAD//punct//3
Läsresultat i internationella tvärsnittsundersökningar;Från//PP//case//1 läsförståelse//NN|UTR|SIN|IND|NOM//ROOT//1 till//PP//case//3 studier//NN|UTR|PLU|IND|NOM//nmod//1 av//PP//case//6 ”//PAD//punct//6 reading//UO//nmod//3 literacy//UO//nmod//6 ”//PM|NOM//punct//1
Läsresultat i internationella tvärsnittsundersökningar;De//DT|UTR/NEU|PLU|DEF//det//1 läsprov//NN|NEU|PLU|IND|NOM//dislocated//12 som//HP|-|-|-//nsubj//3 ingår//VB|PRS|AKT//acl:relcl//1 i//PP//case//5 IEA//PM|NOM//obl//3 ://MID//punct//1 s//NN|AN//nummod//8 läsundersökningar//NN|UTR|PLU|IND|NOM//nmod//1 har//VB|PRS|AKT//aux//12 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//12 varit//VB|SUP|AKT//cop//12 ämnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//12 att//IE//mark//14 mäta//VB|INF|AKT//csubj//12 elevers//NN|UTR|PLU|IND|GEN//nmod:poss//16 läsförståelse//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//12
Läsresultat i internationella tvärsnittsundersökningar;Den//DT|UTR|SIN|DEF//det//20 första//RO|NOM//amod//20 studien//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 1971//RG|NOM//nummod//20 kallades//VB|PRT|SFO//parataxis//12 därför//AB//advmod//22 The//PM|NOM//det//25 Reading//PM|NOM//nmod//26 Comprehension//PM|NOM//compound//27 Study//PM|NOM//nsubj:pass//22 .//MAD//punct//22
Läsresultat i internationella tvärsnittsundersökningar;Sedan//PP//mark//31 dess//AB//nsubj//31 har//VB|PRS|AKT//advcl//36 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 studierna//NN|UTR|PLU|DEF|NOM//nsubj:pass//36 av//PP//case//35 läsförståelse//NN|UTR|SIN|IND|NOM//nmod//33 vidareutvecklats//VB|SUP|SFO//conj//22 till//PP//mark//41 att//IE//mark//41 inte//AB//advmod//41 bara//AB//advmod//41 omfatta//VB|INF|AKT//advcl//36 mått//NN|NEU|PLU|IND|NOM//obj//41 på//PP//case//44 läsförståelse//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//22
Läsresultat i internationella tvärsnittsundersökningar;I//PP//case//47 IEA//PM|NOM//obl//22 ://MID//punct//47 s//NN|AN//case//50 läsundersökningar//NN|UTR|PLU|IND|NOM//appos//47 från//PP//case//52 1991//RG|NOM//nmod//50 och//KN//cc//54 framåt//AB//conj//52 används//VB|PRS|SFO//xcomp//22 begreppet//NN|NEU|SIN|DEF|NOM//nmod//58 ”//PAD//punct//58 reading//UO//nsubj:pass//55 literacy//UO//nmod//58 ”//PAD//punct//22 ,//MID//punct//60 som//HP|-|-|-//nsubj//66 är//VB|PRS|AKT//cop//66 ett//DT|NEU|SIN|IND//det//66 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 begrepp//NN|NEU|SIN|IND|NOM//parataxis//12 ,//MID//punct//71 både//KN//cc//71 som//KN//case//71 en//DT|UTR|SIN|IND//det//71 markör//NN|UTR|SIN|IND|NOM//conj//66 av//PP//mark//75 vad//HP|NEU|SIN|IND//obl//75 läsning//NN|UTR|SIN|IND|NOM//nsubj//75 handlar//VB|PRS|AKT//acl//71 om//PP//compound:prt//75 och//KN//cc//80 för//PP//mark//80 att//IE//mark//80 markera//VB|INF|AKT//conj//75 att//SN//mark//83 studierna//NN|UTR|PLU|DEF|NOM//nsubj//83 omfattar//VB|PRS|AKT//ccomp//80 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//85 aspekter//NN|UTR|PLU|IND|NOM//obj//83 av//PP//case//87 läsning//NN|UTR|SIN|IND|NOM//nmod//85 än//KN//case//89 läsförståelse//NN|UTR|SIN|IND|NOM//obl//83 .//MAD//punct//12
Läsresultat i internationella tvärsnittsundersökningar;Reading//PM|NOM//nsubj:pass//3 literacy//PM|NOM//nmod//0  //_SP////1 lanserades//VB|PRT|SFO//ROOT//3 som//KN//nsubj//5 begrepp//NN|NEU|SIN|IND|NOM//xcomp//3 år//NN|NEU|SIN|IND|NOM//nmod//7 1991//RG|NOM//obl//5 och//KN//cc//9 innefattar//VB|PRS|AKT//conj//3 både//KN//cc//11 förmågan//NN|UTR|SIN|DEF|NOM//obj//9 att//IE//mark//13 reflektera//VB|INF|AKT//acl//11 över//PP//case//16 det//DT|NEU|SIN|DEF//det//16 lästa//PC|PRF|UTR/NEU|SIN|DEF|NOM//obl//13 och//KN//cc//19 ett//DT|NEU|SIN|IND//det//19 verktyg//NN|NEU|SIN|IND|NOM//conj//16 att//IE//mark//21 använda//VB|INF|AKT//acl//19 för//PP//mark//24 att//IE//mark//24 uppnå//VB|INF|AKT//advcl//13 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 och//KN//cc//27 samhälleliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//25 mål//NN|NEU|PLU|IND|NOM//obj//24 .//MAD//punct//3
Läsresultat i internationella tvärsnittsundersökningar;Läsproven//NN|UTR|SIN|DEF|NOM//nsubj//36 i//PP//case//32 studien//NN|UTR|SIN|DEF|NOM//nmod//30 är//VB|PRS|AKT//cop//36 dock//AB//advmod//36 fortsatt//PC|PRF|NEU|SIN|IND|NOM//aux:pass//36 utformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//3 för//PP//mark//39 att//IE//mark//39 ge//VB|INF|AKT//advcl//36 ett//DT|NEU|SIN|IND//det//41 mått//NN|NEU|SIN|IND|NOM//obj//39 på//PP//case//44 elevers//NN|UTR|PLU|IND|GEN//nmod:poss//44 läsförståelse//NN|UTR|SIN|IND|NOM//nmod//41 .//MAD//punct//3
Läsresultat i internationella tvärsnittsundersökningar;IEA//PM|NOM//nsubj//47 har//VB|PRS|AKT//parataxis//3 preciserat//VB|SUP|AKT//amod//49 definitionen//NN|UTR|SIN|DEF|NOM//obj//47 av//PP//case//51 reading//UO//nmod//49 literacy//UO//nmod//51 i//PP//case//54 ramverket//NN|NEU|SIN|DEF|NOM//nmod//51 för//PP//case//56 Progress//UO//nmod//51 in//PM|NOM//compound:prt//47 International//PM|NOM//advmod//47 Reading//PM|NOM//nmod//61 Literacy//PM|NOM//compound//61 Study//PM|NOM//obj//47 (//PAD//punct//61 PIRLS//PM|NOM//appos//61 )//PAD//punct//61 som//HP|-|-|-//case//67 sedan//PP//advmod//67 2001//RG|NOM//obl//69 är//VB|PRS|AKT//cop//69 namnet//NN|NEU|SIN|DEF|NOM//parataxis//47 på//PP//case//71 IEA//PM|NOM//nmod//69 ://MID//punct//69 s//PP//case//76 regelbundet//AB//nmod//76 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 läsundersökning//NN|UTR|SIN|IND|NOM//appos//69 bland//PP//case//78 10-åringar//NN|UTR|PLU|IND|NOM//nmod//76 .//MAD//punct//3
Läsresultat i internationella tvärsnittsundersökningar;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//81 lyder//VB|PRS|AKT//parataxis//3 som//HP|-|-|-//nsubj//83 följer//VB|PRS|AKT//acl:relcl//81 ://MAD//punct//81
Läsresultat i internationella tvärsnittsundersökningar;Detta//DT|NEU|SIN|DEF//det//1 synsätt//NN|NEU|SIN|IND|NOM//nsubj:pass//2 återspeglas//VB|PRS|SFO//ROOT//2 i//PP//case//5 åtskilliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 teorier//NN|UTR|PLU|IND|NOM//obl//2 där//HA//fixed//5 reading//UO//obl//2 literacy//UO//obl//2  //_SP////8 förstås//AB//advmod//2 som//KN//case//16 en//DT|UTR|SIN|IND//det//16 konstruktiv//JJ|POS|UTR|SIN|IND|NOM//amod//16 och//KN//cc//15 interaktiv//JJ|POS|UTR|SIN|IND|NOM//conj//13 process//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
Läsresultat i internationella tvärsnittsundersökningar;Läsaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 antas//VB|PRS|SFO//parataxis//2 enligt//PP//case//22 denna//DT|UTR|SIN|DEF//det//22 definition//NN|UTR|SIN|IND|NOM//obl//24 aktivt//AB|POS//advmod//24 konstruera//VB|INF|AKT//xcomp//19 mening//NN|UTR|SIN|IND|NOM//obj//24 ,//MID//punct//27 känna//VB|INF|AKT//conj//19 till//PL//compound:prt//27 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 lässtrategier//NN|UTR|PLU|IND|NOM//obj//27 och//KN//cc//33 kunna//VB|INF|AKT//aux//33 reflektera//VB|INF|AKT//conj//19 över//PP//case//36 en//DT|UTR|SIN|IND//det//36 text//NN|UTR|SIN|IND|NOM//obl//33 .//MAD//punct//2
Läsresultat i internationella tvärsnittsundersökningar;Vidare//AB|KOM//punct//2 har//VB|PRS|AKT//conj//2 läsare//NN|UTR|PLU|IND|NOM//nsubj//39 en//DT|UTR|SIN|IND//det//43 positiv//JJ|POS|UTR|SIN|IND|NOM//amod//43 inställning//NN|UTR|SIN|IND|NOM//obj//39 till//PP//case//45 läsning//NN|UTR|SIN|IND|NOM//nmod//43 och//KN//cc//47 läser//VB|PRS|AKT//conj//39 både//KN//cc//50 för//PP//case//50 avkoppling//NN|UTR|SIN|IND|NOM//obj//47 och//KN//cc//54 för//PP//mark//54 att//IE//mark//54 tillägna//VB|INF|AKT//conj//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//54 information//NN|UTR|SIN|IND|NOM//obj//54 .//MAD//punct//2
Läsresultat i internationella tvärsnittsundersökningar;Mening//NN|UTR|SIN|IND|NOM//nsubj:pass//59 skapas//VB|PRS|SFO//parataxis//2 i//PP//case//61 interaktionen//NN|UTR|SIN|DEF|NOM//obl//59 mellan//PP//case//63 läsaren//NN|UTR|SIN|DEF|NOM//nmod//61 och//KN//cc//65 texten//NN|UTR|SIN|DEF|NOM//conj//63 .//MAD//punct//2
Läsresultat i internationella tvärsnittsundersökningar;Läsaren//NN|UTR|SIN|DEF|NOM//parataxis//2 för//VB|PRS|AKT//advmod//67 med//PL//case//70 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//67 en//DT|UTR|SIN|IND//det//72 arsenal//NN|UTR|SIN|IND|NOM//obj//67 av//PP//case//74 färdigheter//NN|UTR|PLU|IND|NOM//nmod//72 ,//MID//punct//76 kognitiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 och//KN//cc//78 metakognitiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//76 strategier//NN|UTR|PLU|IND|NOM//conj//72 och//KN//cc//81 bakgrundskunskap//NN|UTR|SIN|IND|NOM//conj//79 .//MAD//punct//67
