Straffrättsliga åtgärder mot deltagande i en väpnad konflikt till stöd för en terroristorganisation;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//2 av//PP//case//8 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 straffrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 åtaganden//NN|NEU|PLU|IND|NOM//nmod//4 för//PP//mark//11 att//IE//mark//11 förhindra//VB|INF|AKT//advcl//0 och//KN//cc//13 bekämpa//VB|INF|AKT//conj//11 terrorism//NN|UTR|SIN|IND|NOM//obj//13
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 juni//NN|UTR|SIN|IND|NOM//obj//0 2016//RG|NOM//nummod//1
Till statsrådet och chefen för Justitiedepartementet;Lars//PM|NOM//ROOT//0 Werkström//PM|NOM//flat:name//0 /Karolina//MID//case//3 Wieslander//PM|NOM//conj//0


1.1 Förslag till lag om ändring i brottsbalken;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//15 13//RG|NOM//nummod//4 kap.//NN|AN//nmod//5 5//RG|NOM//nummod//7 a//NN|NEU|SIN|IND|NOM//case//7 §//NN|AN//obl//15 och//KN//cc//7 19//RG|NOM//nummod//10 kap.//NN|AN//conj//7 12//RG|NOM//nummod//12 §//NN|AN//nmod//13 brottsbalken//NN|UTR|SIN|DEF|NOM//conj//7 ska//VB|PRS|AKT//aux//15 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 lydelse//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//1

1.1 Förslag till lag om ändring i brottsbalken / 13 kap.;5//RG|NOM//ROOT//0 a//NN|NEU|SIN|IND|NOM//case//2 §//NN|AN//obl//0
1.1 Förslag till lag om ändring i brottsbalken / 13 kap.;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//87 som//HP|-|-|-//nsubj//5 genom//PP//case//4 olaga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 tvång//NN|NEU|SIN|IND|NOM//obl//5 bemäktigar//VB|PRS|AKT//acl:relcl//0 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 eller//KN//cc//8 ingriper//VB|PRS|AKT//conj//5 i//PP//case//10 manövreringen//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//12 1//RG|NOM//nmod//10 .//MAD//punct//5
1.1 Förslag till lag om ändring i brottsbalken / 13 kap.;ett//DT|NEU|SIN|IND//det//15 luftfartyg//NN|NEU|SIN|IND|NOM//obj//5 ,//MID//punct//15 2//RG|NOM//nummod//15 .//MAD//punct//0
1.1 Förslag till lag om ändring i brottsbalken / 13 kap.;ett//DT|NEU|SIN|IND//det//20 fartyg//NN|NEU|SIN|IND|NOM//nsubj//75 ,//MID//punct//20 som//HP|-|-|-//nsubj:pass//23 används//VB|PRS|SFO//acl:relcl//20 i//PP//case//27 civil//JJ|POS|UTR|SIN|IND|NOM//amod//27 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//27 sjöfart//NN|UTR|SIN|IND|NOM//obl//23 för//PP//case//29 befordran//NN|UTR|SIN|IND|NOM//nmod//27 av//PP//case//31 gods//NN|NEU|SIN|IND|NOM//nmod//29 eller//KN//cc//33 passagerare//NN|UTR|PLU|IND|NOM//conj//31 ,//MID//punct//35 bogsering//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//37 bärgning//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//39 fiske//NN|NEU|SIN|IND|NOM//conj//31 eller//KN//cc//42 annan//JJ|POS|UTR|SIN|IND|NOM//amod//42 fångst//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//20 eller//KN//cc//45 3//RG|NOM//conj//20 .//MAD//punct//20
