Finansiell samordning mellan hälso- och sjukvård och sjukförsäkring;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//5 samordning//NN|UTR|SIN|IND|NOM//nmod//2 mellan//PP//case//7 hälso-//NN|UTR|-|-|SMS//nmod//5 och//KN//cc//9 sjukvård//NN|UTR|SIN|IND|NOM//conj//7 och//KN//cc//11 sjukförsäkring//NN|UTR|SIN|IND|NOM//conj//7
Finansiell samordning mellan hälso- och sjukvård och sjukförsäkring;Stockholm//PM|NOM//ROOT//0 2018//RG|NOM//nummod//0

Till chefen för Socialdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 27//RG|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obl//1 2017//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 se//VB|INF|AKT//acl//12 över//PL//case//16 förutsättningarna//NN|UTR|PLU|DEF|NOM//obl//14 för//PP//case//19 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//19 samordning//NN|UTR|SIN|IND|NOM//nmod//16 mellan//PP//case//21 sjukförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//19 och//KN//cc//23 hälso-//NN|UTR|-|-|SMS//conj//21 och//KN//cc//25 sjukvården//NN|UTR|SIN|DEF|NOM//conj//21 .//MAD//punct//1
Till chefen för Socialdepartementet;I//PP//case//28 uppdraget//NN|NEU|SIN|DEF|NOM//obl//29 ingick//VB|PRT|AKT//parataxis//1 att//IE//mark//31 lämna//VB|INF|AKT//xcomp//29 förslag//NN|NEU|SIN|IND|NOM//obj//31 till//PP//mark//40 hur//HA//advmod//40 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//37 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//37 samordning//NN|UTR|SIN|IND|NOM//nsubj:pass//40 skulle//VB|PRT|AKT//aux//40 kunna//VB|INF|AKT//aux//40 utformas//VB|INF|SFO//acl//32 .//MAD//punct//45
Till chefen för Socialdepartementet;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod:poss//44 Annika//PM|NOM//flat//42 Strandhäll//PM|NOM//nsubj//45 förordnade//VB|PRT|AKT//parataxis//29 samma//DT|UTR/NEU|SIN/PLU|IND//det//48 dag//NN|UTR|SIN|IND|NOM//fixed//46 regionrådet//NN|NEU|SIN|DEF|NOM//nmod//49 Vivianne//PM|NOM//obl//45 Macdisi//PM|NOM//flat//49 till//PP//case//53 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//53 utredare//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//1
Till chefen för Socialdepartementet;Som//KN//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 22//RG|NOM//nummod//7 augusti//NN|UTR|SIN|IND|NOM//nmod//10 2017//RG|NOM//nummod//9 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//10 Klara//PM|NOM//obl//4 Granat//PM|NOM//flat:name//10 (//PAD//punct//11 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//11 )//PAD//punct//13 ,//MID//punct//16 departementssekreteraren//NN|UTR|SIN|DEF|NOM//conj//10 Leo//PM|NOM//nsubj//16 Gumpert//PM|NOM//flat//17 (//PAD//punct//17 Finansdepartementet//NN|NEU|SIN|DEF|NOM//dep//16 )//PAD//punct//20 ,//MID//punct//16 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//24 Hans//PM|NOM//conj//10 Hagelin//PM|NOM//flat//24 (//PAD//punct//24 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//24 )//PAD//punct//24 ,//MID//punct//30 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//31 Kristoffer//PM|NOM//nsubj//4 Lundberg//PM|NOM//flat//31 (//PAD//punct//31 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//31 )//PAD//punct//31 ,//MID//punct//38 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//38 Lisa//PM|NOM//appos//4 Ståhlberg//PM|NOM//flat:name//38 (//PAD//punct//38 Finansdepartementet//NN|NEU|SIN|DEF|NOM//appos//38 )//PAD//punct//38 och//KN//cc//45 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//45 Peter//PM|NOM//conj//38 Wollberg//PM|NOM//flat:name//45 (//PAD//punct//45 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//45 )//PAD//punct//45 .//MAD//punct//38
Till chefen för Socialdepartementet;Från//PP//advmod//56 och//KN//fixed//51 med//PP//fixed//51 den//DT|UTR|SIN|DEF//det//56 31//RG|NOM//nummod//56 januari//NN|UTR|SIN|IND|NOM//obl//58 2018//RG|NOM//nummod//56 entledigades//VB|PRT|SFO//parataxis//38 Leo//PM|NOM//nsubj:pass//58 Gumpert//PM|NOM//flat//59 och//KN//cc//65 fr.o.m.//AB|AN//case//65 den//DT|UTR|SIN|DEF//det//65 1//RO|NOM//nummod//65 februari//NN|UTR|SIN|IND|NOM//obl//67 2018//RG|NOM//nummod//65 förordnades//VB|PRT|SFO//parataxis//4 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//69 Frida//PM|NOM//nsubj//67 Nannesson//PM|NOM//obl:agent//67 (//PAD//punct//72 Finansdepartementet//NN|NEU|SIN|DEF|NOM//appos//70 )//PAD//punct//72 som//KN//case//75 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//67 i//PP//case//77 utredningen//NN|UTR|SIN|DEF|NOM//nmod//75 .//MID//punct//4
Till chefen för Socialdepartementet;Hans//PM|NOM//nsubj:pass//81 Hagelin//PM|NOM//flat//79 entledigades//VB|PRT|SFO//parataxis//4 fr.o.m.//AB|AN//case//85 den//DT|UTR|SIN|DEF//det//85 6//RO|NOM//nummod//85 juli//NN|UTR|SIN|IND|NOM//obl//81 2018//RG|NOM//nummod//85 och//KN//cc//89 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//89 Joakim//PM|NOM//nsubj:pass//94 Beck-Friis//PM|NOM//flat:name//89 (//PAD//punct//89 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//89 )//PAD//punct//89 förordnades//VB|PRT|SFO//conj//81 som//KN//mark//96 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//94 i//PP//case//98 utredningen//NN|UTR|SIN|DEF|NOM//nmod//96 fr.o.m.//AB|AN//case//102 den//DT|UTR|SIN|DEF//det//101 21//RG|NOM//nummod//102 augusti//NN|UTR|SIN|IND|NOM//obl//94 2018//RG|NOM//nummod//102 .//MAD//punct//4
Till chefen för Socialdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 fr.o.m.//AB|AN//case//11 den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//8 juni//NN|UTR|SIN|IND|NOM//nmod//11 2017//RG|NOM//nummod//10 verksamhetsområdeschefen//NN|UTR|SIN|DEF|NOM//nmod//11 Jan//PM|NOM//obl//4 Larsson//PM|NOM//flat:name//11 och//KN//cc//15 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//15 Kristian//PM|NOM//conj//11 Örnelius//PM|NOM//flat:name//15 och//KN//cc//21 fr.o.m.//AB|AN//case//21 den//DT|UTR|SIN|DEF//det//21 21//RG|NOM//nummod//21 december//NN|UTR|SIN|IND|NOM//nmod//24 2017//RG|NOM//nummod//23 utredningssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//24 Susanna//PM|NOM//nmod//26 Pålsson//PM|NOM//flat:name//24 Alstergren//PM|NOM//flat:name//11 .//MAD//punct//4
Till chefen för Socialdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 haft//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//7 Finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//7 samordning//NN|UTR|SIN|IND|NOM//obj//4 mellan//PP//case//9 hälso-//NN|UTR|-|-|SMS//nmod//7 och//KN//cc//11 sjukvård//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//13 sjukförsäkring//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//15 härmed//AB//advmod//15 sitt//PS|NEU|SIN|DEF//nmod:poss//18 betänkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//19 Samspel//NN|NEU|SIN|IND|NOM//obj//15 för//PP//case//21 hälsa//NN|UTR|SIN|IND|NOM//nmod//19 –//RG|NOM//punct//24 Finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//24 samordning//NN|UTR|SIN|IND|NOM//obl//15 mellan//PP//case//26 hälso-//NN|UTR|-|-|SMS//nmod//24 och//KN//cc//28 sjukvård//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//30 sjukförsäkring//NN|UTR|SIN|IND|NOM//conj//26  //_SP////30 (//PAD//punct//24 SOU//PM|NOM//appos//24 2018:80//RG|NOM//nummod//33 )//PAD//punct//24 .//MAD//punct//41
