Antidopning Sverige;En//DT|UTR|SIN|IND//det//2 ny//JJ|POS|UTR|SIN|IND|NOM//amod//2 väg//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 arbetet//NN|NEU|SIN|DEF|NOM//nmod//2 mot//PP//case//6 dopning//NN|UTR|SIN|IND|NOM//nmod//4
Till statsrådet och chefen för Kulturdepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 bedrivits//VB|SUP|SFO//ROOT//3 i//PP//case//6 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 samråd//NN|NEU|SIN|IND|NOM//obl//3 med//PP//case//8 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//6 och//KN//cc//10 experter//NN|UTR|PLU|IND|NOM//conj//8 och//KN//cc//13 sju//RG|NOM//nummod//13 möten//NN|NEU|PLU|IND|NOM//conj//8 har//VB|PRS|AKT//aux//15 genomförts//VB|SUP|SFO//parataxis//3 med//PP//case//17 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//15 .//MAD//punct//3
Till statsrådet och chefen för Kulturdepartementet;Några//DT|UTR/NEU|PLU|IND//det//21 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//21 yttranden//NN|NEU|PLU|IND|NOM//nsubj:pass//24 har//VB|PRS|AKT//aux//24 inte//AB//advmod//24 avgetts//VB|SUP|SFO//parataxis//3 eller//KN//cc//26 begärts//VB|SUP|SFO//conj//24 att//IE//mark//29 få//VB|INF|AKT//aux//29 avges//VB|PRS|SFO//xcomp//26 .//MAD//punct//3
Till statsrådet och chefen för Kulturdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//13 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Organisationsutredningen//NN|UTR|SIN|DEF|NOM//obj//4 mot//PP//case//8 dopning//NN|UTR|SIN|IND|NOM//obl//4 Ku//PM|NOM//nmod//10 2009:03//RG|NOM//nmod//8 får//VB|PRS|AKT//aux//13 härmed//AB//advmod//13 överlämna//VB|INF|AKT//ROOT//13 sitt//PS|NEU|SIN|DEF//nmod:poss//15 betänkande//NN|NEU|SIN|IND|NOM//obj//13
Till statsrådet och chefen för Kulturdepartementet;Antidopning//NN|UTR|SIN|IND|NOM//compound//1 Sverige//PM|NOM//ROOT//1 –//PAD//punct//5 En//DT|UTR|SIN|IND//det//5 ny//JJ|POS|UTR|SIN|IND|NOM//amod//5 väg//NN|UTR|SIN|IND|NOM//appos//1 för//PP//case//7 arbetet//NN|NEU|SIN|DEF|NOM//nmod//5 mot//PP//case//9 dopning//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//11 SOU//PM|NOM//conj//9 2011:10//RG|NOM//nummod//11 .//MAD//punct//1
Till statsrådet och chefen för Kulturdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 därmed//AB//advmod//3 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 .//MAD//punct//3
Till statsrådet och chefen för Kulturdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//obl//0 2011//RG|NOM//nummod//2
Till statsrådet och chefen för Kulturdepartementet;Malin//PM|NOM//nmod:poss//3 Eggertz//PM|NOM//flat//0 Forsmark//PM|NOM//flat//0 /Tomas//MID//ROOT//3 Johansson//PM|NOM//obj//3
Till statsrådet och chefen för Kulturdepartementet;Kristina//PM|NOM//nmod//1 Olinder//PM|NOM//nmod//3 4.2//RG|NOM//flat:name//1 Europarådskonventionen//NN|UTR|SIN|DEF|NOM//obl//16 mot//PP//case//5 dopning//NN|UTR|SIN|IND|NOM//nmod//3 inom//PP//case//9 idrotten//NN|UTR|SIN|DEF|NOM//nmod//8 5.2//RG|NOM//nmod//9 Kartläggning//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//11 verksamheter//NN|UTR|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//13 sysslar//VB|PRS|AKT//acl:relcl//9 med//PP//case//15 9.8//RG|NOM//obl//13 Krävs//VB|PRS|SFO//ROOT//16 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj:pass//16 för//PP//mark//23 att//SN//mark//23 dopningskontroller//NN|UTR|PLU|IND|NOM//nsubj:pass//23 ska//VB|PRS|AKT//aux//23 kunna//VB|INF|AKT//aux//23 genomföras//VB|INF|SFO//advcl//16 inom//PP//case//25 idrotten//NN|UTR|SIN|DEF|NOM//obl//23 och//KN//cc//28 vid//PP//case//28 gym-//PM|SMS//conj//25 och//KN//cc//23


Förslag till Förordning om behandling av personuppgifter enligt Idrottens antidopingreglemente;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1
Förslag till Förordning om behandling av personuppgifter enligt Idrottens antidopingreglemente;Trots//PP//case//1 förbuden//NN|NEU|PLU|DEF|NOM//obl//16 i//PP//case//3 13//RG|NOM//nmod//1 ,//MID//punct//3 21//RG|NOM//nummod//3 och//KN//cc//10 33//RG|NOM//nummod//8 §//NN|AN//nmod//9 §//NN|AN//nmod//10 personuppgiftslagen//NN|UTR|SIN|DEF|NOM//conj//3 (//PAD//punct//3 1998:204//RG|NOM//appos//3 )//PAD//punct//1 får//VB|PRS|AKT//aux//16 personuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//16 behandlas//VB|INF|SFO//ROOT//16 när//HA//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 är//VB|PRS|AKT//cop//20 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//16 för//PP//mark//48 att//SN//mark//48 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//48 som//HP|-|-|-//nsubj//34 enligt//PP//case//26 avtal//NN|NEU|SIN|IND|NOM//obl//34 med//PP//case//29 Sveriges//PM|GEN//nmod:poss//29 Riksidrottsförbund//NN|NEU|SIN|IND|NOM//nmod//26 ska//VB|PRS|AKT//aux//34 enligt//PP//case//32 avtalet//NN|NEU|SIN|DEF|NOM//obl//34 kunna//VB|INF|AKT//aux//34 utföra//VB|INF|AKT//acl:relcl//23 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//36 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//34 enligt//PP//case//39 Idrottens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 antidopingreglemente//NN|NEU|SIN|IND|NOM//obl//34 med//PP//case//42 tillhörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 föreskrifter//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//23
Förslag till Förordning om behandling av personuppgifter enligt Idrottens antidopingreglemente;Behandlingen//NN|UTR|SIN|DEF|NOM//nsubj//48 får//VB|PRS|AKT//aux//48 dock//AB//advmod//48 bara//AB//advmod//48 avse//VB|INF|AKT//advcl//20 uppgifter//NN|UTR|PLU|IND|NOM//obj//48 om//PP//case//51 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//49 som//HP|-|-|-//nsubj//64 genom//PP//case//54 medlemskap//NN|NEU|SIN|IND|NOM//obl//64 i//PP//case//56 idrottsförening//NN|UTR|SIN|IND|NOM//nmod//54 eller//KN//cc//58 avtal//NN|NEU|SIN|IND|NOM//conj//56 med//PP//case//61 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//61 förening//NN|UTR|SIN|IND|NOM//nmod//58 eller//KN//cc//63 idrottsförbund//NN|NEU|SIN|IND|NOM//conj//61 åtagit//VB|SUP|AKT//acl:relcl//51 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//64 att//IE//mark//67 följa//VB|INF|AKT//xcomp//64 Idrottens//NN|UTR|SIN|DEF|GEN//nmod:poss//69 antidopingreglemente//NN|NEU|SIN|IND|NOM//obj//67 .//MAD//punct//16
Förslag till Förordning om behandling av personuppgifter enligt Idrottens antidopingreglemente;Denna//DT|UTR|SIN|DEF//det//1 förordning//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//obl//2 2012//RG|NOM//nummod//7 .//MAD//punct//2


1.1 Tillbakablick på antidopningsarbete;Antidopningsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//3 inom//PP//case//2 idrotten//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//6 lång//JJ|POS|UTR|SIN|IND|NOM//amod//6 tradition//NN|UTR|SIN|IND|NOM//obj//3 i//PP//case//8 Sverige//PM|NOM//obl//3 .//MAD//punct//3
1.1 Tillbakablick på antidopningsarbete;Redan//AB//advmod//11 1972//RG|NOM//obl//12 bildades//VB|PRT|SFO//parataxis//3 en//DT|UTR|SIN|IND//det//14 dopningskommitté//NN|UTR|SIN|IND|NOM//nsubj:pass//12 inom//PP//case//17 Sveriges//PM|GEN//nmod:poss//17 Riksidrottsförbund//PM|NOM//nmod//14 (//PAD//punct//17 Riksidrottsförbundet//PM|NOM//appos//17 ,//MID//punct//21 RF//PM|NOM//conj//19 )//PAD//punct//17 .//MAD//punct//3
1.1 Tillbakablick på antidopningsarbete;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 ombildades//VB|PRT|SFO//conj//3 1977//RG|NOM//nummod//25 till//PP//case//28 Dopingkommissionen//NN|UTR|SIN|DEF|NOM//obl//25 och//KN//cc//32 ett//DT|NEU|SIN|IND//det//31 dopningsreglemente//NN|NEU|SIN|IND|NOM//nsubj:pass//32 skapades//VB|PRT|SFO//conj//25 .//MAD//punct//25
1.1 Tillbakablick på antidopningsarbete;Regelverket//NN|NEU|SIN|DEF|NOM//nsubj//35 gällde//VB|PRT|AKT//parataxis//25 alla//DT|UTR/NEU|PLU|IND/DEF//det//37 idrottsutövare//NN|UTR|PLU|IND|NOM//nsubj//35 i//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//43 till//PP//case//41 RF//PM|NOM//nmod//39 anslutna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//43 idrottsförbunden//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//25
1.1 Tillbakablick på antidopningsarbete;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 innebar//VB|PRT|AKT//parataxis//25 bl.a.//AB|AN//advmod//46 att//SN//mark//60 en//DT|UTR|SIN|IND//det//50 avstängning//NN|UTR|SIN|IND|NOM//nsubj//60 på//PP//case//55 grund//NN|UTR|SIN|IND|NOM//fixed//51 av//PP//fixed//51 en//DT|UTR|SIN|IND//det//55 dopningsförseelse//NN|UTR|SIN|IND|NOM//nmod//50 i//PP//case//58 en//DT|UTR|SIN|IND//det//58 idrott//NN|UTR|SIN|IND|NOM//nmod//55 även//AB//advmod//60 gällde//VB|PRT|AKT//ccomp//46 i//PP//case//64 de//DT|UTR/NEU|PLU|DEF//det//64 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 idrotterna//NN|UTR|PLU|DEF|NOM//obl//60 inom//PP//case//66 RF//PM|NOM//nmod//64 .//MAD//punct//46
1.1 Tillbakablick på antidopningsarbete;I//PP//case//70 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 länder//NN|NEU|PLU|IND|NOM//obl//74 var//VB|PRT|AKT//cop//74 antidopningsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj//74 en//DT|UTR|SIN|IND//det//74 uppgift//NN|UTR|SIN|IND|NOM//parataxis//46 för//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 specialidrottsförbunden//NN|UTR|SIN|DEF|NOM//nmod//74 ,//MID//punct//78 som//HP|-|-|-//nsubj//81 hade//VB|PRT|AKT//acl:relcl//78 regler//NN|UTR|PLU|IND|NOM//obj//81 för//PP//case//86 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//86 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 medlemsförbund//NN|NEU|PLU|IND|NOM//nmod//82 .//MAD//punct//74
1.1 Tillbakablick på antidopningsarbete;En//DT|UTR|SIN|IND//det//89 avstängning//NN|UTR|SIN|IND|NOM//nsubj//90 gällde//VB|PRT|AKT//parataxis//74 då//AB//advmod//90 bara//AB//advmod//90 den//DT|UTR|SIN|DEF//det//95 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//95 idrotten//NN|UTR|SIN|DEF|NOM//obj//90 ,//MID//punct//108 men//KN//cc//108 i//PP//case//101 alla//DT|UTR/NEU|PLU|IND/DEF//det//101 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 medlemsförbund//NN|NEU|PLU|IND|NOM//obl//108 i//PP//case//104 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//104 världen//NN|UTR|SIN|DEF|NOM//nmod//101 .//MAD//punct//101
1.1 Tillbakablick på antidopningsarbete;Genom//PP//case//107 åren//NN|NEU|PLU|DEF|NOM//obl//108 har//VB|PRS|AKT//conj//74 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//110 försök//NN|NEU|PLU|IND|NOM//obj//108 till//PP//case//112 harmonisering//NN|UTR|SIN|IND|NOM//obl//108 av//PP//case//114 regelverken//NN|NEU|PLU|DEF|NOM//nmod//112 mot//PP//case//116 dopning//NN|UTR|SIN|IND|NOM//nmod//114 ,//MID//punct//118 världen//NN|UTR|SIN|DEF|NOM//conj//108 över//PP//advmod//118 och//KN//cc//123 mellan//PP//case//122 idrotterna//NN|UTR|PLU|DEF|NOM//obl//123 gjorts//VB|SUP|SFO//conj//108 .//MAD//punct//74
1.1 Tillbakablick på antidopningsarbete;I//PP//case//130 samband//NN|NEU|SIN|IND|NOM//fixed//125 med//PP//case//130 de//DT|UTR/NEU|PLU|DEF//det//130 olympiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//130 spelen//NN|NEU|PLU|DEF|NOM//obl//131 gällde//VB|PRT|AKT//parataxis//74 den//DT|UTR|SIN|DEF//det//134 olympiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//134 rörelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//135 antidopningskod//NN|UTR|SIN|IND|NOM//obj//131 som//HP|-|-|-//nsubj//137 bidrog//VB|PRT|AKT//acl:relcl//135 till//PP//compound:prt//137 att//IE//mark//140 harmonisera//VB|INF|AKT//xcomp//137 antidopningsarbetet//NN|NEU|SIN|DEF|NOM//obj//140 i//PP//case//144 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 idrotter//NN|UTR|PLU|IND|NOM//obl//140 även//AB//advmod//147 mellan//PP//case//147 spelen//NN|NEU|PLU|DEF|NOM//obl//140 .//MAD//punct//3
1.1 Tillbakablick på antidopningsarbete;Sverige//PM|NOM//nsubj//1 deltog//VB|PRT|AKT//ROOT//1 aktivt//AB|POS//advmod//1 i//PP//case//4 utformandet//NN|NEU|SIN|DEF|NOM//obl//1 av//PP//case//7 den//DT|UTR|SIN|DEF//det//7 konvention//NN|UTR|SIN|IND|NOM//nmod//4 mot//PP//case//9 dopning//NN|UTR|SIN|IND|NOM//nmod//7 inom//PP//case//11 idrotten//NN|UTR|SIN|DEF|NOM//obl//1 som//HP|-|-|-//nsubj:pass//13 antogs//VB|PRT|SFO//acl:relcl//11 av//PP//case//16 Europarådet//PM|NOM//nmod//16 1989//RG|NOM//obl:agent//13 (//PAD//punct//1 ETS//PM|NOM//parataxis//1 No//PM|NOM//nummod//18 .//MAD//punct//18
1.1 Tillbakablick på antidopningsarbete;135//RG|NOM//nummod//18 )//PAD//punct//1 .//MAD//punct//1
1.1 Tillbakablick på antidopningsarbete;Sverige//PM|NOM//nsubj//25 anslöt//VB|PRT|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//25 fullt//AB|POS//advmod//25 ut//AB//advmod//30 till//PP//case//30 konventionen//NN|UTR|SIN|DEF|NOM//obl//25 1990//RG|NOM//nummod//30 .//MAD//punct//1
1.1 Tillbakablick på antidopningsarbete;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//34 beslutade//VB|PRT|AKT//parataxis//1 1991//RG|NOM//nummod//34 en//DT|UTR|SIN|IND//det//37 proposition//NN|UTR|SIN|IND|NOM//obj//34 Om//PP//case//39 förbud//NN|NEU|SIN|IND|NOM//nmod//37 mot//PP//case//42 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 dopningsmedel//NN|NEU|PLU|IND|NOM//nmod//39 (//PAD//punct//42 prop//NN|UTR|SIN|IND|NOM//appos//42 .//MID//punct//42
1.1 Tillbakablick på antidopningsarbete;1990/91:199//RG|NOM//nummod//34 )//PAD//punct//46 med//PP//case//50 en//DT|UTR|SIN|IND//det//50 lag//NN|UTR|SIN|IND|NOM//obl//34 mot//PP//case//52 dopning//NN|UTR|SIN|IND|NOM//nmod//50 i//PP//case//54 samhället//NN|NEU|SIN|DEF|NOM//nmod//52 som//HP|-|-|-//nsubj//59 efter//PP//case//58 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//58 godkännande//NN|NEU|SIN|IND|NOM//obl//59 trädde//VB|PRT|AKT//acl:relcl//50 i//PP//compound:prt//59 kraft//NN|UTR|SIN|IND|NOM//fixed//60 den//DT|UTR|SIN|DEF//det//64 1//RO|NOM//nummod//64 juli//NN|UTR|SIN|IND|NOM//obl//59 1992//RG|NOM//nummod//64 .//MAD//punct//1
