Översyn av lex Laval;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utstationeringskommittén//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Elisabeth//PM|NOM//nsubj:pass//2 Svantesson//PM|NOM//flat//0 entledigades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 19//RG|NOM//nummod//5 september//NN|UTR|SIN|IND|NOM//nsubj:pass//2 2013//RG|NOM//nummod//5 .//MAD//punct//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Från//PP//advmod//13 och//KN//fixed//8 med//PP//fixed//8 den//DT|UTR|SIN|DEF//det//13 7//RO|NOM//nummod//13 oktober//NN|UTR|SIN|IND|NOM//obl//15 2013//RG|NOM//nummod//13 förordnades//VB|PRT|SFO//parataxis//2 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//17 Tomas//PM|NOM//nsubj:pass//15 Tobé//PM|NOM//flat:name//17 (//PAD//punct//17 M//PM|NOM//appos//17 )//PAD//punct//17 till//PP//case//23 ordförande//NN|UTR|SIN|IND|NOM//obl//15 i//PP//case//25 kommittén//NN|UTR|SIN|DEF|NOM//obl//15 .//MID//punct//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Per//PM|NOM//dep//2 den//DT|UTR|SIN|DEF//det//30 18//RG|NOM//nummod//30 november//NN|UTR|SIN|IND|NOM//obl//32 2014//RG|NOM//nummod//30 entledigades//VB|PRT|SFO//parataxis//2 Tomas//PM|NOM//nsubj:pass//32 Tobé//PM|NOM//flat:name//33 från//PP//case//36 uppdraget//NN|NEU|SIN|DEF|NOM//obl//32 som//KN//mark//38 ordförande//NN|UTR|SIN|IND|NOM//xcomp//32 och//KN//cc//40 förordnades//VB|PRT|SFO//conj//32 i//PP//advmod//40 stället//NN|NEU|SIN|DEF|NOM//fixed//41 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//44 Marie//PM|NOM//obl//40 Granlund//PM|NOM//flat:name//44 (//PAD//punct//44 S//NN|NEU|SIN|IND|NOM//appos//44 )//PAD//punct//44 som//KN//case//50 ordförande//NN|UTR|SIN|IND|NOM//obl//40 .//MAD//punct//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Ylva//PM|NOM//nsubj:pass//2 Johansson//PM|NOM//flat:name//0 entledigades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 23//RG|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//obl//2 2014//RG|NOM//nummod//5 .//MAD//punct//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Ulf//PM|NOM//obl//10 Holm//PM|NOM//flat:name//8 entledigades//VB|PRT|SFO//conj//2 den//DT|UTR|SIN|DEF//det//13 1//RO|NOM//nummod//13 december//NN|UTR|SIN|IND|NOM//obl//10 2014//RG|NOM//nummod//13 .//MAD//punct//10
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Per//PM|NOM//dep//10 den//DT|UTR|SIN|DEF//det//19 16//RG|NOM//nummod//19 december//NN|UTR|SIN|IND|NOM//obl//21 2014//RG|NOM//nummod//19 entledigades//VB|PRT|SFO//conj//10 Johan//PM|NOM//nsubj:pass//21 Andersson//PM|NOM//flat//22 och//KN//cc//25 Maria//PM|NOM//conj//22 Plass//PM|NOM//flat:name//25 och//KN//cc//28 förordnades//VB|PRT|SFO//conj//21 som//KN//obl//32 ledamöter//NN|UTR|PLU|IND|NOM//nmod//31 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//32 Raimo//PM|NOM//xcomp//28 Pärssinen//PM|NOM//flat:name//32 (//PAD//punct//32 S//PM|NOM//appos//32 )//PAD//punct//32 och//KN//cc//39 Marco//PM|NOM//compound//39 Venegas//PM|NOM//conj//32 (//PAD//punct//41 MP//PM|NOM//appos//39 )//PAD//punct//41 .//MAD//punct//10
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Per//PM|NOM//dep//10 den//DT|UTR|SIN|DEF//det//47 19//RG|NOM//nummod//47 januari//NN|UTR|SIN|IND|NOM//obl//49 2015//RG|NOM//nummod//47 ersatte//VB|PRT|AKT//conj//10 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nsubj//49 Désirée//PM|NOM//obj//49 Pethrus//PM|NOM//flat:name//51 (//PAD//punct//51 KD//PM|NOM//appos//51 )//PAD//punct//54 Andreas//PM|NOM//conj//51 Carlsson//PM|NOM//flat:name//56 .//MAD//punct//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Olle//PM|NOM//nsubj:pass//2 Rosén//PM|NOM//flat:name//0 entledigades//VB|PRT|SFO//ROOT//2 per//PP//case//6 den//DT|UTR|SIN|DEF//det//5 16//RG|NOM//nummod//6 september//NN|UTR|SIN|IND|NOM//obl//2 2013//RG|NOM//nummod//6 och//KN//cc//9 ersattes//VB|PRT|SFO//conj//2 som//KN//mark//11 expert//NN|UTR|SIN|IND|NOM//xcomp//9 av//PP//case//13 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//14 Gustaf//PM|NOM//obl//9 Löfgren//PM|NOM//flat:name//14 ,//MID//punct//17 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//14 .//MID//punct//14
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Gustaf//PM|NOM//nsubj:pass//21 Löfgren//PM|NOM//flat:name//19 entledigades//VB|PRT|SFO//conj//2 per//PP//case//25 den//DT|UTR|SIN|DEF//det//25 9//RO|NOM//nummod//25 december//NN|UTR|SIN|IND|NOM//obl//21 2014//RG|NOM//nummod//25 och//KN//cc//28 ersattes//VB|PRT|SFO//conj//21 som//KN//mark//30 expert//NN|UTR|SIN|IND|NOM//xcomp//28 av//PP//case//33 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//33 Lars//PM|NOM//nmod//30 Davidsson//PM|NOM//flat:name//33 ,//MID//punct//36 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//30 .//MID//punct//36
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Lars//PM|NOM//nsubj:pass//40 Davidsson//PM|NOM//flat:name//38 ersattes//VB|PRT|SFO//conj//21 per//PP//case//44 den//DT|UTR|SIN|DEF//det//44 19//RG|NOM//nummod//44 januari//NN|UTR|SIN|IND|NOM//obl//57 2015//RG|NOM//nummod//44 som//KN//mark//47 expert//NN|UTR|SIN|IND|NOM//acl:relcl//44 av//PP//case//50 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//50 Anna-Karin//PM|NOM//nmod//47 Jansson//PM|NOM//flat:name//50 ,//MID//punct//53 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//50 .//MID//punct//44
