Aktiv väntan – asylsökande i Sverige;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Asylmottagningsutredningen//PM|NOM//nmod//0
Till statsrådet Tobias Billström;Härmed//AB//advmod//7 överlämnar//VB|PRS|AKT//parataxis//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//7 betänkandet//NN|NEU|SIN|DEF|NOM//obj//7 Aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//11 väntan//NN|UTR|SIN|IND|NOM//obj//7 –//RG|NOM//punct//13 asylsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//11 i//PP//case//15 Sverige//PM|NOM//nmod//13  //_SP////15 (//PAD//punct//13 SOU//PM|NOM//appos//13 2009:19//RG|NOM//nmod//18 )//PAD//punct//13 .//MAD//punct//24
Till statsrådet Tobias Billström;Till//PP//case//23 betänkandet//NN|NEU|SIN|DEF|NOM//obl//24 fogas//VB|PRS|SFO//conj//7 ett//DT|NEU|SIN|IND//det//27 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//27 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//24 .//MAD//punct//7
Till statsrådet Tobias Billström;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 härmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet Tobias Billström;Stockholm//PM|NOM//ROOT//0 februari//NN|UTR|SIN|IND|NOM//obj//0 2009//RG|NOM//nummod//1
Till statsrådet Tobias Billström;Sören//PM|NOM//ROOT//0 Häggroth//PM|NOM//flat:name//0 /Pontus//RG|NOM//case//3 Ringborg//PM|NOM//nmod//0
Till statsrådet Tobias Billström;Katarina//PM|NOM//nmod:poss//4 Adolfson//PM|NOM//flat//0 2.3//RG|NOM//conj//0 Aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 utvecklingstendenser//NN|UTR|PLU|IND|NOM//ROOT//4 i//PP//case//6 asyl-//NN|UTR|-|-|SMS//nmod//4 och//KN//cc//8 3.2//RG|NOM//conj//6 Allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 utgångspunkter//NN|UTR|PLU|IND|NOM//nmod//4 för//PP//case//12 arbetet//NN|NEU|SIN|DEF|NOM//nmod//10 med//PP//case//14 förslag//NN|NEU|SIN|IND|NOM//nmod//4 till//PP//case//16 4.2//RG|NOM//nmod//14 Det//DT|NEU|SIN|DEF//det//19 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 regelverket//NN|NEU|SIN|DEF|NOM//nmod//4 för//PP//case//21 arbetskraftsinvandring//NN|UTR|SIN|IND|NOM//nmod//19 –//RG|NOM//punct//4 en//RG|UTR|SIN|IND|NOM//nmod//4


1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;Vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 definitioner//NN|UTR|PLU|IND|NOM//nsubj:pass//8 3//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 I//PP//case//7 denna//DT|UTR|SIN|DEF//det//7 lag//NN|UTR|SIN|IND|NOM//obl//8 avses//VB|PRS|SFO//ROOT//8 med//PP//case//10 1//RG|NOM//obl//8 .//MAD//punct//8
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;barn//NN|NEU|SIN|IND|NOM//obl//8 ://MID//punct//12
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;en//DT|UTR|SIN|IND//det//15 person//NN|UTR|SIN|IND|NOM//appos//12 som//HP|-|-|-//nsubj//20 är//VB|PRS|AKT//cop//20 under//PP//advmod//19 18//RG|NOM//nummod//20 år//NN|NEU|PLU|IND|NOM//acl:relcl//15 ,//MID//punct//20 2//RG|NOM//nummod//12 .//MAD//punct//12
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;ensamkommande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 barn//NN|NEU|PLU|IND|NOM//appos//12 ://MID//punct//25
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser; //_SP////26 ett//DT|NEU|SIN|IND//det//29 barn//NN|NEU|SIN|IND|NOM//appos//25 som//HP|-|-|-//nsubj//36 vid//PP//case//32 ankomsten//NN|UTR|SIN|DEF|NOM//obl//36 till//PP//case//34 Sverige//PM|NOM//nmod//32 är//VB|PRS|AKT//cop//36 skilt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//29 från//PP//case//40 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//det//40 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//40 föräldrar//NN|UTR|PLU|IND|NOM//obl//36 eller//KN//cc//46 från//PP//case//46 någon//DT|UTR|SIN|IND//det//46 annan//JJ|POS|UTR|SIN|IND|NOM//amod//46 vuxen//JJ|POS|UTR|SIN|IND|NOM//amod//46 person//NN|UTR|SIN|IND|NOM//conj//36 som//HP|-|-|-//nsubj:pass//49 får//VB|PRS|AKT//aux//49 anses//VB|INF|SFO//acl:relcl//46 ha//VB|INF|AKT//aux//51 trätt//VB|SUP|AKT//xcomp//49 i//PP//case//54 föräldrarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//54 ställe//NN|NEU|SIN|IND|NOM//obl//51 ,//MID//punct//60 eller//KN//cc//60 som//HP|-|-|-//nsubj//60 efter//PP//case//59 ankomsten//NN|UTR|SIN|DEF|NOM//obl//60 står//VB|PRS|AKT//conj//8 utan//PP//case//62 föräldrar//NN|UTR|PLU|IND|NOM//obl//60 eller//KN//cc//66 annan//JJ|POS|UTR|SIN|IND|NOM//amod//66 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//66 ställföreträdare//NN|UTR|SIN|IND|NOM//conj//62 som//HP|-|-|-//nsubj:pass//70 nu//AB//advmod//70 har//VB|PRS|AKT//aux//70 nämnts//VB|SUP|SFO//acl:relcl//66 ,//MID//punct//70 3//RG|NOM//nummod//60 .//MAD//punct//8
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;ankomsttiden//NN|UTR|SIN|DEF|NOM//parataxis//8 ://MID//punct//74
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser; //_SP////75 den//DT|UTR|SIN|DEF//det//78 tid//NN|UTR|SIN|IND|NOM//appos//74 om//PP//case//81 fyra//RG|NOM//nummod//81 veckor//NN|UTR|PLU|IND|NOM//nmod//78 som//HP|-|-|-//nsubj//83 löper//VB|PRS|AKT//acl:relcl//81 från//PP//case//87 det//DT|NEU|SIN|DEF//det//87 första//RO|NOM//amod//87 erbjudandet//NN|NEU|SIN|DEF|NOM//obl//83 om//PP//case//89 ankomstboende//NN|NEU|SIN|IND|NOM//nmod//87 ,//MID//punct//78 4//RG|NOM//nummod//78 .//MAD//punct//78
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;vistelsekommun//NN|UTR|SIN|IND|NOM//nmod//78 ://MID//punct//78
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser; //_SP////94 den//DT|UTR|SIN|DEF//det//97 kommun//NN|UTR|SIN|IND|NOM//appos//78 där//HA//advmod//101 en//DT|UTR|SIN|IND//det//100 utlänning//NN|UTR|SIN|IND|NOM//nsubj:pass//101 vistas//VB|PRS|SFO//acl:relcl//97 .//MAD//punct//8
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;Utlänningar//NN|UTR|PLU|IND|NOM//nsubj//10 som//HP|-|-|-//nsubj:pass//2 omfattas//VB|PRS|SFO//acl:relcl//0 av//PP//case//6 lagen//NN|UTR|SIN|DEF|NOM//nmod//6 4//RG|NOM//nummod//6 §//NN|AN//obl//2  //_SP////6 Denna//DT|UTR|SIN|DEF//det//9 lag//NN|UTR|SIN|IND|NOM//nsubj//10 omfattar//VB|PRS|AKT//ROOT//10 utlänningar//NN|UTR|PLU|IND|NOM//obj//10 som//HP|-|-|-//case//13 1//RG|NOM//obl//10 .//MAD//punct//10
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;har//VB|PRS|AKT//aux//16 ansökt//VB|SUP|AKT//conj//10 om//PP//compound:prt//16 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//16 i//PP//case//20 Sverige//PM|NOM//nmod//18 som//KN//mark//22 flykting//NN|UTR|SIN|IND|NOM//obl//16 enligt//PP//case//25 4//RG|NOM//nummod//25 kap.//NN|AN//nmod//22 1//RG|NOM//nummod//27 §//NN|AN//nmod//22 eller//KN//cc//29 skyddsbehövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//27 i//PP//advmod//16 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//30 enligt//PP//fixed//30 4//RG|NOM//nummod//34 kap.//NN|AN//fixed//30 2//RG|NOM//nummod//36 §//NN|AN//nmod//37 utlänningslagen//NN|UTR|SIN|DEF|NOM//obl//16 ,//MID//punct//37 2//RG|NOM//nummod//37 .//MAD//punct//10
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;har//VB|PRS|AKT//aux//42 beviljats//VB|SUP|SFO//conj//10 uppehållstillstånd//NN|NEU|SIN|IND|NOM//xcomp//42 med//PP//case//46 tillfälligt//JJ|POS|NEU|SIN|IND|NOM//amod//46 skydd//NN|NEU|SIN|IND|NOM//nmod//43 eller//KN//cc//48 uppehållstillstånd//NN|NEU|SIN|IND|NOM//conj//46 efter//PP//case//51 tillfälligt//JJ|POS|NEU|SIN|IND|NOM//amod//51 skydd//NN|NEU|SIN|IND|NOM//obl//42 med//PP//case//53 stöd//NN|NEU|SIN|IND|NOM//obl//42 av//PP//case//55 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//53 i//PP//case//59 21//RG|NOM//nummod//58 kap.//NN|AN//nmod//59 2//RG|NOM//nmod//55 ,//MID//punct//59 3//RG|NOM//nummod//59 ,//MID//punct//61 4//RG|NOM//nummod//59 eller//KN//cc//63 6//RG|NOM//nummod//66 §//NN|AN//nmod//67 utlänningslagen//NN|UTR|SIN|DEF|NOM//obl//42 och//KN//cc//72 som//HP|-|-|-//nsubj//72 inte//AB//advmod//72 är//VB|PRS|AKT//cop//72 folkbokförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//42 här//AB//advmod//72 i//PP//case//75 landet//NN|NEU|SIN|DEF|NOM//obl//72 och//KN//cc//77 3//RG|NOM//conj//72 .//MAD//punct//10
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;har//VB|PRS|AKT//aux//80 ansökt//VB|SUP|AKT//conj//10 om//PP//compound:prt//80 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//80 i//PP//case//84 Sverige//PM|NOM//nmod//82 och//KN//cc//90 som//HP|-|-|-//nsubj//90 av//PP//case//89 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//89 skäl//NN|NEU|PLU|IND|NOM//obl//90 medgetts//VB|SUP|SFO//conj//80 rätt//NN|UTR|SIN|IND|NOM//advmod//90 att//IE//mark//93 vistas//VB|INF|SFO//acl//91 här//AB//advmod//93 medan//SN//mark//97 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//97 prövas//VB|INF|SFO//advcl//93 .//MAD//punct//10
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;Ett//DT|NEU|SIN|IND//det//1 barn//NN|NEU|SIN|IND|NOM//nsubj:pass//15 som//HP|-|-|-//nsubj//3 saknar//VB|PRS|AKT//acl:relcl//1 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//3 och//KN//cc//8 som//HP|-|-|-//nsubj:pass//8 inte//AB//advmod//8 vistas//VB|PRS|SFO//conj//3 i//PP//case//11 ett//DT|NEU|SIN|IND//det//11 ankomstboende//NN|NEU|SIN|IND|NOM//obl//8 eller//KN//cc//13 ordnat//PC|PRF|NEU|SIN|IND|NOM//amod//14 boende//NN|NEU|SIN|IND|NOM//obj//8 omfattas//VB|PRS|SFO//ROOT//15 inte//AB//advmod//15 av//PP//case//19 denna//DT|UTR|SIN|DEF//det//19 lag//NN|UTR|SIN|IND|NOM//obl//15 om//SN//mark//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 bor//VB|PRS|AKT//advcl//15 hos//PP//case//25 en//DT|UTR|SIN|IND//det//25 vårdnadshavare//NN|UTR|SIN|IND|NOM//obl//22 som//HP|-|-|-//nsubj//27 har//VB|PRS|AKT//acl:relcl//25 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//27 .//MAD//punct//15
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;En//DT|UTR|SIN|IND//det//1 utlänning//NN|UTR|SIN|IND|NOM//nsubj:pass//17 som//HP|-|-|-//nsubj//3 vistas//VB|PRS|SFO//acl:relcl//1 här//AB//advmod//3 med//PP//case//6 stöd//NN|NEU|SIN|IND|NOM//obl//3 av//PP//case//10 ett//DT|NEU|SIN|IND//det//10 tidsbegränsat//PC|PRF|NEU|SIN|IND|NOM//amod//10 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obl//3 enligt//PP//case//16 5//RG|NOM//nummod//13 kap.//NN|AN//nmod//15 15//RG|NOM//nummod//15 §//NN|AN//nmod//16 utlänningslagen//NN|UTR|SIN|DEF|NOM//nmod//10 omfattas//VB|PRS|SFO//ROOT//17 inte//AB//advmod//17 av//PP//case//21 denna//DT|UTR|SIN|DEF//det//21 lag//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//17
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 gäller//VB|PRS|AKT//parataxis//17 en//DT|UTR|SIN|IND//det//26 utlänning//NN|UTR|SIN|IND|NOM//obj//24 för//PP//case//30 vilken//HP|UTR|SIN|IND//fixed//27 en//DT|UTR|SIN|IND//det//30 ansökan//NN|UTR|SIN|IND|NOM//nmod//26 om//PP//case//34 ett//DT|NEU|SIN|IND//det//34 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//34 tillstånd//NN|NEU|SIN|IND|NOM//nmod//30 är//VB|PRS|AKT//punct//17 under//PP//case//37 prövning//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//17
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Inledande bestämmelser;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 tillämpas//VB|PRS|SFO//ROOT//1 inte//AB//advmod//1 om//PP//case//4 ansökan//NN|UTR|SIN|IND|NOM//obl//1 om//PP//case//6 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//4 avser//VB|PRS|AKT//conj//1 förlängning//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//12 ett//DT|NEU|SIN|IND//det//12 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 tillstånd//NN|NEU|SIN|IND|NOM//nmod//8 på//PP//case//16 minst//AB|SUV//advmod//15 ett//RG|NEU|SIN|IND|NOM//det//16 år//NN|NEU|SIN|IND|NOM//nmod//12 på//PP//case//21 i//PP//advmod//20 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//18 oförändrade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 villkor//NN|NEU|PLU|IND|NOM//nmod//16 .//MAD//punct//1

1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Boende;Ankomstboende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 5//RG|NOM//nummod//2 §//NN|AN//nmod//4  //_SP////2 Migrationsverket//NN|NEU|SIN|DEF|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 driva//VB|INF|AKT//ROOT//6 ankomstboenden//NN|NEU|PLU|IND|NOM//obj//6 .//MAD//punct//6
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Boende;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//14 med//PP//case//11 ankomstboenden//NN|NEU|PLU|IND|NOM//nmod//9 är//VB|PRS|AKT//cop//14 att//IE//mark//14 underlätta//VB|INF|AKT//parataxis//6 –//MID//punct//16 utredningen//NN|UTR|SIN|DEF|NOM//appos//14 i//PP//case//18 ärendet//NN|NEU|SIN|DEF|NOM//nmod//16 om//PP//case//20 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//16 ,//MID//punct//16 –//PAD//punct//23 lämnandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//65 av//PP//case//25 information//NN|UTR|SIN|IND|NOM//nmod//23 om//PP//case//27 handläggningen//NN|UTR|SIN|DEF|NOM//nmod//25 av//PP//case//29 ärendet//NN|NEU|SIN|DEF|NOM//nmod//27 om//PP//case//31 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//29 och//KN//cc//35 det//DT|NEU|SIN|DEF//det//35 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 samhället//NN|NEU|SIN|DEF|NOM//conj//31 ,//MID//punct//23 –//RG|NOM//punct//38 kartläggningen//NN|UTR|SIN|DEF|NOM//conj//23 och//KN//cc//40 dokumentationen//NN|UTR|SIN|DEF|NOM//conj//23 av//PP//case//44 den//DT|UTR|SIN|DEF//det//44 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//44 utbildning//NN|UTR|SIN|IND|NOM//nmod//40 och//KN//cc//46 yrkeserfarenheter//NN|UTR|PLU|IND|NOM//conj//44 och//KN//cc//49 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 förhållanden//NN|NEU|PLU|IND|NOM//conj//44 i//PP//advmod//23 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//50 och//KN//cc//54 6//RG|NOM//nummod//54 §//NN|AN//conj//23  //_SP////54 Migrationsverket//NN|NEU|SIN|DEF|NOM//nmod//23 ska//VB|PRS|AKT//aux//65 i//PP//mark//65 samband//NN|NEU|SIN|IND|NOM//fixed//58 med//PP//fixed//58 att//SN//mark//65 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//65 om//PP//case//64 uppehållstillstånd//NN|NEU|SIN|IND|NOM//nmod//62 ges//VB|PRS|SFO//conj//14 in//PL//compound:prt//65 erbjuda//VB|INF|AKT//xcomp//65 utlänningar//NN|UTR|PLU|IND|NOM//obj//67 som//HP|-|-|-//nsubj:pass//70 avses//VB|PRS|SFO//acl:relcl//68 i//PP//case//73 4//RG|NOM//nummod//73 §//NN|AN//obl//70 första//RO|NOM//amod//75 stycket//NN|NEU|SIN|DEF|NOM//obl//70 1//RG|NOM//nummod//75 ett//DT|NEU|SIN|IND//det//78 ankomstboende//NN|NEU|SIN|IND|NOM//obl//70 .//MAD//punct//80
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Boende;Utlänningar//NN|UTR|PLU|IND|NOM//appos//14 som//HP|-|-|-//nsubj:pass//82 avses//VB|PRS|SFO//acl:relcl//80 i//PP//case//85 4//RG|NOM//nummod//85 §//NN|AN//obl//82 första//RO|NOM//amod//87 stycket//NN|NEU|SIN|DEF|NOM//nmod//85 2//RG|NOM//nummod//87 ska//VB|PRS|AKT//aux//91 också//AB//advmod//91 erbjudas//VB|INF|SFO//conj//14 ett//DT|NEU|SIN|IND//det//94 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//94 boende//NN|NEU|SIN|IND|NOM//obj//91 .//MAD//punct//14
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Boende;Migrationsverket//NN|NEU|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 erbjuda//VB|INF|AKT//ROOT//2 ankomstboende//NN|NEU|SIN|IND|NOM//obj//2 åt//PP//case//5 utlänningar//NN|UTR|PLU|IND|NOM//obl//2 som//HP|-|-|-//nsubj//8 tidigare//AB|KOM//advmod//8 avböjt//VB|SUP|AKT//acl:relcl//5 ett//DT|NEU|SIN|IND//det//11 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//11 erbjudande//NN|NEU|SIN|IND|NOM//obj//8 .//MAD//punct//2
1 Förslag till lag (2009:00) om asylsökandes och vissa andra utlänningars vistelse i Sverige / Boende;Ordnat//PC|PRF|NEU|SIN|IND|NOM//amod//1 boende//NN|NEU|SIN|IND|NOM//ROOT//1 7//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Migrationsverket//NN|NEU|SIN|DEF|NOM//nsubj//7 ska//VB|PRS|AKT//aux//7 driva//VB|INF|AKT//acl:relcl//1 ordnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 boenden//NN|NEU|PLU|IND|NOM//obj//7 .//MAD//punct//7
