Sanktionsavgifter på trygghetsområdet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//6 ett//DT|NEU|SIN|IND//det//6 administrativt//JJ|POS|NEU|SIN|IND|NOM//amod//6 sanktionssystem//NN|NEU|SIN|IND|NOM//nmod//2 inom//PP//case//8 trygghetssystemen//NN|NEU|PLU|DEF|NOM//nmod//6
Till statsrådet Ulf Kristersson;Den//DT|UTR|SIN|DEF//det//2 22//RG|NOM//nummod//2 april//NN|UTR|SIN|IND|NOM//obl//4 2010//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 Uno//PM|NOM//nsubj:pass//4 Ströberg//PM|NOM//flat:name//5 och//KN//cc//8 ersattes//VB|PRT|SFO//conj//4 av//PP//case//11 försäkringsjuristen//NN|UTR|SIN|DEF|NOM//nmod//11 Ingrid//PM|NOM//obl:agent//8 Boström//PM|NOM//flat:name//11 .//MAD//punct//4
Till statsrådet Ulf Kristersson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//15 dag//NN|UTR|SIN|IND|NOM//obl//16 förordnades//VB|PRT|SFO//parataxis//4 senior//NN|UTR|SIN|IND|NOM//amod//18 rådgivaren//NN|UTR|SIN|DEF|NOM//nmod//19 Annika//PM|NOM//compound//20 Fröling//PM|NOM//nsubj:pass//16 ,//MID//punct//20 Pensionsmyndigheten//NN|UTR|SIN|DEF|NOM//conj//20 ,//MID//punct//20 att//IE//mark//27 som//KN//mark//26 expert//NN|UTR|SIN|IND|NOM//advcl//27 biträda//VB|INF|AKT//advcl//16 utredningen//NN|UTR|SIN|DEF|NOM//obj//27 .//MAD//punct//4
Till statsrådet Ulf Kristersson;Den//DT|UTR|SIN|DEF//det//2 25//RG|NOM//nummod//2 augusti//NN|UTR|SIN|IND|NOM//obl//4 2010//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 Joakim//PM|NOM//nsubj:pass//4 Jarnryd//PM|NOM//flat:name//5 och//KN//cc//8 ersattes//VB|PRT|SFO//conj//4 av//PP//case//11 verksamhetsutvecklaren//NN|UTR|SIN|DEF|NOM//nmod//11 Ulrika//PM|NOM//obl:agent//8 Larsson//PM|NOM//flat:name//11 .//MAD//punct//4
Till statsrådet Ulf Kristersson;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//2 anställdes//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 1//RO|NOM//nummod//5 oktober//NN|UTR|SIN|IND|NOM//nmod//9 2009//RG|NOM//nummod//9 numera//AB//advmod//9 hovrättsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Gunilla//PM|NOM//nsubj:pass//2 Robertsson//PM|NOM//flat:name//9 .//MAD//punct//2
Till statsrådet Ulf Kristersson;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samråd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//7 experter//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//9 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 .//MAD//punct//2
Till statsrådet Ulf Kristersson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 (//PAD//punct//0 S//PM|NOM//appos//0 2009:05//RG|NOM//flat//2 )//PAD//punct//0 överlämnar//VB|PRS|AKT//ROOT//5 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//7 Sanktionsavgifter//NN|UTR|PLU|IND|NOM//obj//5 på//PP//case//9 trygghetsområdet//NN|NEU|SIN|DEF|NOM//obl//5 (//PAD//punct//5 SOU//PM|NOM//nmod//12 2011:3//RG|NOM//appos//5 )//PAD//punct//5 .//MAD//punct//5
Till statsrådet Ulf Kristersson;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 härmed//AB//advmod//18 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//5 .//MAD//punct//5
Till statsrådet Ulf Kristersson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//obl//0 2011//RG|NOM//nummod//2
Till statsrådet Ulf Kristersson;Sven//PM|NOM//nsubj//13 Johannisson//PM|NOM//flat:name//0 /Gunilla//RG|NOM//case//3 Robertsson//PM|NOM//nmod//0 3.6//RG|NOM//nummod//6 Administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 sanktioner//NN|UTR|PLU|IND|NOM//nmod//0 på//PP//case//10 produktsäkerhetslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 4.3//RG|NOM//nmod//10 Sanktionsavgift//NN|UTR|SIN|IND|NOM//nmod//6 bör//VB|PRS|AKT//aux//13 inte//AB//advmod//13 förutsätta//VB|INF|AKT//ROOT//13 uppsåt//NN|NEU|SIN|IND|NOM//obj//13 4.5//RG|NOM//obl//19 Vilka//HP|UTR/NEU|PLU|IND//det//17 bidragsbrott//NN|NEU|PLU|IND|NOM//nsubj//19 bör//VB|PRS|AKT//aux//19 leda//VB|INF|AKT//acl:relcl//14 till//PP//case//24 sanktionsavgift//NN|UTR|SIN|IND|NOM//nmod//22 6.3//RG|NOM//nmod:poss//24 Bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 fullgörelse//NN|UTR|SIN|IND|NOM//obl//19 av//PP//case//26 anmälningsplikt//NN|UTR|SIN|IND|NOM//nmod//24 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 6.7//RG|NOM//nmod//26 Ingen//DT|UTR|SIN|IND//det//30 återrapporteringsmöjlighet//NN|UTR|SIN|IND|NOM//obj//13 från//PP//case//33 polis//NN|UTR|SIN|IND|NOM//nmod//33 8.1//RG|NOM//nmod//30 Förvaltningslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//36 bör//VB|PRS|AKT//aux//36 tillämpas//VB|INF|SFO//acl:relcl//30 i//PP//case//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//39 ärenden//NN|NEU|PLU|IND|NOM//obl//36


1 Förslag till lag om sanktionsavgift på trygghetssystemens område;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Lagens tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 finns//VB|PRS|SFO//ROOT//6 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//6 om//PP//case//9 sanktionsavgift//NN|UTR|SIN|IND|NOM//obl//6 på//PP//case//12 trygghetssystemens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 område//NN|NEU|SIN|IND|NOM//nmod//9 .//MAD//punct//6
1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Lagens tillämpningsområde;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//15 gäller//VB|PRS|AKT//parataxis//6 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//17 bidrag//NN|NEU|PLU|IND|NOM//obj//15 ,//MID//punct//19 ersättningar//NN|UTR|PLU|IND|NOM//conj//17 ,//MID//punct//21 pensioner//NN|UTR|PLU|IND|NOM//conj//17 och//KN//cc//23 lån//NN|NEU|PLU|IND|NOM//conj//17 för//PP//case//26 personligt//JJ|POS|NEU|SIN|IND|NOM//amod//26 ändamål//NN|NEU|SIN|IND|NOM//nmod//23 (//PAD//punct//26 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 förmåner//NN|UTR|PLU|IND|NOM//appos//26 )//PAD//punct//29 som//HP|-|-|-//nsubj:pass//36 enligt//PP//case//33 lag//NN|UTR|SIN|IND|NOM//obl//36 eller//KN//cc//35 förordning//NN|UTR|SIN|IND|NOM//conj//33 beslutas//VB|PRS|SFO//acl:relcl//17 av//PP//case//38 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl:agent//36 ,//MID//punct//40 Pensionsmyndigheten//NN|UTR|SIN|DEF|NOM//conj//38 ,//MID//punct//43 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 studiestödsnämnden//NN|UTR|SIN|DEF|NOM//conj//38 ,//MID//punct//45 Migrationsverket//NN|NEU|SIN|DEF|NOM//conj//38 ,//MID//punct//47 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//38 ,//MID//punct//49 kommunerna//NN|UTR|PLU|DEF|NOM//conj//38 eller//KN//cc//51 arbetslöshetskassorna//NN|UTR|PLU|DEF|NOM//conj//38 .//MAD//punct//15

1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Beslutande organisation;2//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//6 om//PP//case//5 sanktionsavgift//NN|UTR|SIN|IND|NOM//nmod//3 fattas//VB|PRS|SFO//ROOT//6 av//PP//case//10 den//DT|UTR|SIN|DEF//det//10 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 förvaltningsmyndighet//NN|UTR|SIN|IND|NOM//obl:agent//6 ,//MID//punct//12 kommun//NN|UTR|SIN|IND|NOM//conj//10 eller//KN//cc//14 arbetslöshetskassa//NN|UTR|SIN|IND|NOM//conj//10 som//HP|-|-|-//nsubj//16 beslutar//VB|PRS|AKT//acl:relcl//14 om//PP//case//19 den//DT|UTR|SIN|DEF//det//19 förmån//NN|UTR|SIN|IND|NOM//obl//16 som//HP|-|-|-//obj//22 sanktionsavgiften//NN|UTR|SIN|DEF|NOM//nsubj//22 avser//VB|PRS|AKT//acl:relcl//19 .//MAD//punct//6

1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Förutsättningar för sanktionsavgift;3//RG|NOM//nummod//1 §//NN|AN//nsubj//13  //_SP////1 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//1 som//HP|-|-|-//mark//6 till//PP//case//6 ledning//NN|UTR|SIN|IND|NOM//appos//1 för//PP//case//9 ett//DT|NEU|SIN|IND//det//9 beslut//NN|NEU|SIN|IND|NOM//nmod//6 om//PP//case//12 en//DT|UTR|SIN|IND//det//12 förmån//NN|UTR|SIN|IND|NOM//nmod//1 lämnar//VB|PRS|AKT//ROOT//13 en//DT|UTR|SIN|IND//det//16 oriktig//JJ|POS|UTR|SIN|IND|NOM//amod//16 uppgift//NN|UTR|SIN|IND|NOM//obj//13 ska//VB|PRS|AKT//cc//13 ,//MID//punct//17 om//SN//mark//22 inte//AB//advmod//22 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//22 följer//VB|PRS|AKT//advcl//30 av//PP//case//28 4//RG|NOM//nummod//27 eller//KN//cc//24 6//RG|NOM//nummod//24 §//NN|AN//nmod//28 §//NN|AN//obl//22 ,//MID//punct//22 påföras//VB|PRS|SFO//conj//13 en//DT|UTR|SIN|IND//det//32 sanktionsavgift//NN|UTR|SIN|IND|NOM//obj//30 .//MAD//punct//13
1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Förutsättningar för sanktionsavgift;En//DT|UTR|SIN|IND//det//1 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 anses//VB|INF|SFO//ROOT//3 vara//VB|INF|AKT//cop//5 oriktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//3 om//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 klart//AB|POS//advmod//9 framgår//VB|PRS|AKT//advcl//3 att//SN//mark//13 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 osann//JJ|POS|UTR|SIN|IND|NOM//ccomp//9 eller//KN//cc//15 ofullständig//JJ|POS|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//9
1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Förutsättningar för sanktionsavgift;En//DT|UTR|SIN|IND//det//18 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//21 ska//VB|PRS|AKT//aux//21 inte//AB//advmod//21 anses//VB|INF|SFO//conj//3 vara//VB|INF|AKT//cop//23 oriktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//21 om//PP//case//27 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 lämnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 uppgifter//NN|UTR|PLU|IND|NOM//obl//21 utgör//VB|PRS|AKT//advcl//21 ett//DT|NEU|SIN|IND//det//31 tillräckligt//JJ|POS|NEU|SIN|IND|NOM//amod//31 underlag//NN|NEU|SIN|IND|NOM//obj//28 för//PP//case//35 ett//DT|NEU|SIN|IND//det//35 riktigt//JJ|POS|NEU|SIN|IND|NOM//amod//35 beslut//NN|NEU|SIN|IND|NOM//nmod//31 .//MAD//punct//21
1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Förutsättningar för sanktionsavgift;En//DT|UTR|SIN|IND//det//38 uppgift//NN|UTR|SIN|IND|NOM//nsubj:pass//42 ska//VB|PRS|AKT//aux//42 inte//AB//advmod//42 heller//AB//advmod//42 anses//VB|INF|SFO//conj//3 vara//VB|INF|AKT//cop//44 oriktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//42 om//SN//mark//49 uppgiften//NN|UTR|SIN|DEF|NOM//nsubj//49 är//VB|PRS|AKT//cop//49 uppenbart//AB|POS//advmod//49 orimlig//JJ|POS|UTR|SIN|IND|NOM//advcl//42 .//MAD//punct//3
1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Förutsättningar för sanktionsavgift;Vad//HP|NEU|SIN|IND//dislocated//2 som//HP|-|-|-//nsubj//2 sägs//VB|PRS|SFO//advcl//8 i//PP//case//5 första//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//obl//2 ska//VB|PRS|AKT//aux//8 också//AB//advmod//8 gälla//VB|INF|AKT//ROOT//8 när//HA//mark//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 klart//AB|POS//advmod//12 framgår//VB|PRS|AKT//advcl//8 att//SN//mark//21 någon//DT|UTR|SIN|IND//det//16 före//PP//case//16 utbetalning//NN|UTR|SIN|IND|NOM//nsubj//21 av//PP//case//19 en//DT|UTR|SIN|IND//det//19 förmån//NN|UTR|SIN|IND|NOM//nmod//16 har//VB|PRS|AKT//aux//21 underlåtit//VB|SUP|AKT//ccomp//12 att//IE//mark//23 fullgöra//VB|INF|AKT//xcomp//21 en//DT|UTR|SIN|IND//det//25 anmälningsplikt//NN|UTR|SIN|IND|NOM//nmod//26 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//23 ändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förhållanden//NN|NEU|PLU|IND|NOM//obj//23 som//HP|-|-|-//nsubj//31 är//VB|PRS|AKT//cop//31 föreskriven//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//28 i//PP//case//33 lag//NN|UTR|SIN|IND|NOM//obl//31 eller//KN//cc//35 förordning//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//8
1 Förslag till lag om sanktionsavgift på trygghetssystemens område / Förutsättningar för sanktionsavgift;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//6 i//PP//case//5 första//RO|NOM//amod//5 och//KN//cc//4 tredje//RO|NOM//conj//2 styckena//NN|NEU|PLU|DEF|NOM//nmod//0 gäller//VB|PRS|AKT//ROOT//6 inte//AB//advmod//6 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 personer//NN|UTR|PLU|IND|NOM//obj//6 .//MAD//punct//6
