
Trängselavgifter;Stockholm//PM|NOM//ROOT//0 2003//RG|NOM//nummod//0

Till statsrådet Ulrica Messing, Näringsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 bemyndigade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 14//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obj//1 2000//RG|NOM//nummod//6 chefen//NN|UTR|SIN|DEF|NOM//obl//1 för//PP//case//8 Näringsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 tillkalla//VB|INF|AKT//acl//8 en//DT|UTR|SIN|IND//det//12 kommitté//NN|UTR|SIN|IND|NOM//obj//10 med//PP//case//14 uppdrag//NN|NEU|SIN|IND|NOM//nmod//12 att//IE//mark//18 till//PP//case//17 regeringen//NN|UTR|SIN|DEF|NOM//obl//18 lämna//VB|INF|AKT//acl//12 förslag//NN|NEU|SIN|IND|NOM//obj//18 på//PP//case//21 insatser//NN|UTR|PLU|IND|NOM//obl//18 som//HP|-|-|-//nsubj//23 förbättrar//VB|PRS|AKT//acl:relcl//21 transportsystemet//NN|NEU|SIN|DEF|NOM//obj//23 inom//PP//case//27 Stockholms//PM|GEN//nmod:poss//27 län//NN|NEU|SIN|IND|NOM//nmod//24 men//KN//cc//30 också//AB//advmod//30 transportmöjligheterna//NN|UTR|PLU|DEF|NOM//conj//24 mellan//PP//case//32 Stockholm//PM|NOM//nmod//30 och//KN//cc//35 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 Mälardalen//NN|UTR|SIN|DEF|NOM//conj//32 ,//MID//punct//38 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 landet//NN|NEU|SIN|DEF|NOM//conj//32 samt//KN//cc//40 internationellt//AB|POS//conj//30 .//MID//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Enligt//PP//case//43 direktiven//NN|NEU|PLU|DEF|NOM//obl//54 (//PAD//punct//43 dir//NN|AN//appos//43 .//MAD//punct//43
Till statsrådet Ulrica Messing, Näringsdepartementet;2000:96//RG|NOM//nmod//43 )//PAD//punct//54 skall//VB|PRS|AKT//aux//54 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//54 till//PP//case//52 regeringen//NN|UTR|SIN|DEF|NOM//obl//54 regelbundet//AB//advmod//54 redovisa//VB|INF|AKT//conj//1 resultaten//NN|NEU|PLU|DEF|NOM//obj//54 av//PP//case//58 sitt//PS|NEU|SIN|DEF//nmod:poss//58 arbete//NN|NEU|SIN|IND|NOM//nmod//55 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Därutöver//AB//advmod//67 skulle//VB|PRT|AKT//aux//67 senast//AB|SUV//case//65 den//DT|UTR|SIN|DEF//det//65 1//RO|NOM//nummod//65 mars//NN|UTR|SIN|IND|NOM//nmod//66 2001//RG|NOM//obl//67 redovisas//VB|PRS|SFO//conj//1 en//DT|UTR|SIN|IND//det//69 problemanalys//NN|UTR|SIN|IND|NOM//nsubj:pass//67 om//PP//case//72 Stockholmsregionens//NN|NEU|PLU|DEF|GEN//nmod:poss//72 transportsystem//NN|NEU|SIN|IND|NOM//nmod//69 .//MID//punct//67
Till statsrådet Ulrica Messing, Näringsdepartementet;Senast//AB|SUV//case//78 den//DT|UTR|SIN|DEF//det//77 1//RO|NOM//nummod//77 juni//NN|UTR|SIN|IND|NOM//nmod//78 2001//RG|NOM//obl//80 skulle//VB|PRT|AKT//aux//80 redovisas//VB|INF|SFO//conj//67 en//DT|UTR|SIN|IND//det//82 målbild//NN|UTR|SIN|IND|NOM//nsubj:pass//80 med//PP//case//85 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//85 scenarier//NN|NEU|PLU|IND|NOM//nmod//82 för//PP//case//87 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//85 av//PP//case//89 transportsystemet//NN|NEU|SIN|DEF|NOM//nmod//87 .//MID//punct//67
Till statsrådet Ulrica Messing, Näringsdepartementet;Senast//AB|SUV//mark//98 den//DT|UTR|SIN|DEF//det//94 15//RG|NOM//nummod//94 januari//NN|UTR|SIN|IND|NOM//obl//98 2002//RG|NOM//nummod//94 skulle//VB|PRT|AKT//aux//98 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//98 redovisa//VB|INF|AKT//advcl//67 en//DT|UTR|SIN|IND//det//101 långsiktig//JJ|POS|UTR|SIN|IND|NOM//amod//101 utvecklingsstrategi//NN|UTR|SIN|IND|NOM//obj//98 samt//KN//cc//103 förslag//NN|NEU|SIN|IND|NOM//conj//101 till//PP//case//105 infrastrukturåtgärder//NN|UTR|PLU|IND|NOM//nmod//103 som//HP|-|-|-//nsubj//109 skall//VB|PRS|AKT//aux//109 vara//VB|INF|AKT//cop//109 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//105 att//IE//mark//111 arbeta//VB|INF|AKT//acl//109 in//PL//compound:prt//111 i//PP//case//117 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 omgång//NN|UTR|SIN|IND|NOM//nmod//117 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 investeringsplaner//NN|UTR|PLU|IND|NOM//obl//111 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//122 skall//VB|PRS|AKT//aux//122 vidare//AB|KOM//advmod//122 följa//VB|INF|AKT//conj//1 upp//PL//compound:prt//122 processen//NN|UTR|SIN|DEF|NOM//obj//122 kring//PP//advmod//122 och//KN//fixed//125 genomförandet//NN|NEU|SIN|DEF|NOM//obl//122 av//PP//case//131 de//DT|UTR/NEU|PLU|DEF//det//131 föreslagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//131 åtgärderna//NN|UTR|PLU|DEF|NOM//nmod//127 ,//MID//punct//137 men//KN//cc//137 också//AB//advmod//136 vid//PP//case//136 behov//NN|NEU|SIN|IND|NOM//obl//137 lämna//VB|INF|AKT//conj//122 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 förslag//NN|NEU|PLU|IND|NOM//obj//137 .//MAD//punct//122
Till statsrådet Ulrica Messing, Näringsdepartementet;Lägesrapporter//NN|UTR|PLU|IND|NOM//nsubj:pass//143 lämnas//VB|PRS|SFO//parataxis//122 senast//AB|SUV//case//147 den//DT|UTR|SIN|DEF//det//147 31//RG|NOM//nummod//147 december//NN|UTR|SIN|IND|NOM//obl//143 2002//RG|NOM//nummod//147 och//KN//cc//153 senast//AB|SUV//case//153 den//DT|UTR|SIN|DEF//det//153 1//RO|NOM//nummod//153 juni//NN|UTR|SIN|IND|NOM//conj//122 2003//RG|NOM//nummod//153 .//MAD//punct//122
Till statsrådet Ulrica Messing, Näringsdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//159 skall//VB|PRS|AKT//aux//159 slutligt//AB|POS//advmod//159 redovisa//VB|INF|AKT//parataxis//122 sitt//PS|NEU|SIN|DEF//nmod:poss//161 arbete//NN|NEU|SIN|IND|NOM//obj//159 senast//AB|SUV//case//165 den//DT|UTR|SIN|DEF//det//165 31//RG|NOM//nummod//165 december//NN|UTR|SIN|IND|NOM//obl//159 2003//RG|NOM//nummod//165 .//MAD//punct//122
Till statsrådet Ulrica Messing, Näringsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 1//RO|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 2001//RG|NOM//nummod//4 att//IE//mark//7 ge//VB|INF|AKT//advcl//1 kommittén//NN|UTR|SIN|DEF|NOM//det//9 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//9
Till statsrådet Ulrica Messing, Näringsdepartementet;2001:17//RG|NOM//obl//7 )//PAD//punct//22 om//PP//mark//22 att//SN//mark//22 senast//AB|SUV//case//20 den//DT|UTR|SIN|DEF//det//20 1//RO|NOM//nummod//20 juni//NN|UTR|SIN|IND|NOM//obl//22 2001//RG|NOM//nummod//20 lämna//VB|INF|AKT//conj//7 förslag//NN|NEU|SIN|IND|NOM//obj//22 om//PP//mark//30 hur//HA//advmod//30 flygplatskapaciteten//NN|UTR|SIN|DEF|NOM//nsubj:pass//30 i//PP//case//28 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//nmod//26 kan//VB|PRS|AKT//aux//30 tillgodoses//VB|INF|SFO//acl//23 vid//PP//case//33 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 flygplatser//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//22
