
Trängselavgifter;Stockholm//PM|NOM//ROOT//0 2003//RG|NOM//nummod//0
Till statsrådet Ulrica Messing, Näringsdepartementet;En//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//43 av//PP//case//37 ledamöterna//NN|UTR|PLU|DEF|NOM//nmod//35 i//PP//case//39 kommittén//NN|UTR|SIN|DEF|NOM//nmod//37 skulle//VB|PRT|AKT//aux//43 enligt//PP//case//42 tilläggsdirektivet//NN|NEU|SIN|DEF|NOM//obl//43 ges//VB|PRS|SFO//parataxis//22 ett//DT|NEU|SIN|IND//det//46 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//46 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//43 att//IE//mark//48 finna//VB|INF|AKT//acl//46 en//DT|UTR|SIN|IND//det//51 god//JJ|POS|UTR|SIN|IND|NOM//amod//51 hantering//NN|UTR|SIN|IND|NOM//obj//48 av//PP//case//55 det//DT|NEU|SIN|DEF//det//55 civilrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 avtal//NN|NEU|SIN|IND|NOM//nmod//51 som//HP|-|-|-//nsubj:pass//57 ingåtts//VB|SUP|SFO//acl:relcl//55 mellan//PP//case//59 staten//NN|UTR|SIN|DEF|NOM//obl//57 ,//MID//punct//62 genom//PP//case//62 Luftfartsverket//NN|NEU|SIN|DEF|NOM//conj//59 ,//MID//punct//66 och//KN//cc//66 Sigtuna//PM|GEN//amod//66 kommun//NN|UTR|SIN|IND|NOM//nsubj:pass//72 om//PP//case//69 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 utbyggnad//NN|UTR|SIN|IND|NOM//nmod//66 av//PP//case//71 Stockholm-Arlanda//PM|GEN//amod//72 flygplats//NN|UTR|SIN|IND|NOM//acl:relcl//62 .//MAD//punct//43
Till statsrådet Ulrica Messing, Näringsdepartementet;Enligt//PP//case//75 tilläggsdirektivet//NN|NEU|SIN|DEF|NOM//obl//85 skulle//VB|PRT|AKT//aux//85 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//85 ,//MID//punct//80 med//PP//case//80 ändring//NN|UTR|SIN|IND|NOM//obl//85 av//PP//case//83 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//83 direktiv//NN|NEU|PLU|IND|NOM//nmod//80 ,//MID//punct//85 redovisa//VB|INF|AKT//parataxis//43 problemanalysen//NN|UTR|SIN|DEF|NOM//nsubj//85 tillsammans//AB//advmod//89 med//PP//case//89 målbilden//NN|UTR|SIN|DEF|NOM//obl//85 senast//AB|SUV//case//93 den//DT|UTR|SIN|DEF//det//93 1//RO|NOM//nummod//93 juni//NN|UTR|SIN|IND|NOM//obl//85 2001//RG|NOM//nummod//93 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 14//RG|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 2002//RG|NOM//nummod//4 att//IE//mark//7 ge//VB|INF|AKT//xcomp//1 kommittén//NN|UTR|SIN|DEF|NOM//det//9 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//9
Till statsrådet Ulrica Messing, Näringsdepartementet;2002:3//RG|NOM//obj//7 )//PAD//punct//13 om//PP//mark//17 att//IE//mark//17 förlänga//VB|INF|AKT//advcl//7 tiden//NN|UTR|SIN|DEF|NOM//obj//17 för//PP//case//20 uppdraget//NN|NEU|SIN|DEF|NOM//obl//17 att//IE//mark//22 ge//VB|INF|AKT//advcl//17 förslag//NN|NEU|SIN|IND|NOM//obj//22 till//PP//mark//32 hur//HA//advmod//32 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 av//PP//case//28 flygplatskapacitet//NN|UTR|SIN|IND|NOM//nmod//26 i//PP//case//30 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//nmod//28 kan//VB|PRS|AKT//aux//32 tillgodoses//VB|INF|SFO//acl//23 vid//PP//case//35 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 flygplatser//NN|UTR|PLU|IND|NOM//obl//32 till//PP//case//39 den//DT|UTR|SIN|DEF//det//39 31//RG|NOM//nummod//39 december//NN|UTR|SIN|IND|NOM//obl//32 2002//RG|NOM//nummod//39 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Enligt//PP//case//44 samma//DT|UTR/NEU|SIN/PLU|IND//det//44 tilläggsdirektiv//NN|NEU|SIN|IND|NOM//obl//47 skall//VB|PRS|AKT//aux//47 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//47 utreda//VB|INF|AKT//conj//1 frågan//NN|UTR|SIN|DEF|NOM//obj//47 om//PP//mark//57 hur//HA//advmod//51 användning//NN|UTR|SIN|IND|NOM//nsubj:pass//57 av//PP//case//53 trängselavgifter//NN|UTR|PLU|IND|NOM//nmod//51 i//PP//case//55 trafiken//NN|UTR|SIN|DEF|NOM//nmod//53 kan//VB|PRS|AKT//aux//57 genomföras//VB|INF|SFO//acl//48 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Detta//DT|NEU|SIN|DEF//det//60 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//62 skall//VB|PRS|AKT//aux//62 redovisas//VB|INF|SFO//parataxis//1 senast//AB|SUV//case//66 den//DT|UTR|SIN|DEF//det//66 1//RO|NOM//nummod//66 juni//NN|UTR|SIN|IND|NOM//obl//62 2003//RG|NOM//nummod//66 samt//KN//cc//72 en//DT|UTR|SIN|IND//det//70 delredovisning//NN|UTR|SIN|IND|NOM//nsubj:pass//72 skulle//VB|PRT|AKT//aux//72 lämnas//VB|INF|SFO//conj//62 den//DT|UTR|SIN|DEF//det//75 31//RG|NOM//nummod//75 december//NN|UTR|SIN|IND|NOM//nsubj:pass//72 2002//RG|NOM//nummod//75 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 16//RG|NOM//nummod//4 januari//NN|UTR|SIN|IND|NOM//obl//1 2003//RG|NOM//nummod//4 att//IE//mark//7 ge//VB|INF|AKT//acl//4 kommittén//NN|UTR|SIN|DEF|NOM//det//9 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MID//punct//9
Till statsrådet Ulrica Messing, Näringsdepartementet;2003:5//RG|NOM//obl//7 )//PAD//punct//4 om//PP//mark//17 att//IE//mark//17 förlänga//VB|INF|AKT//advcl//1 tiden//NN|UTR|SIN|DEF|NOM//obj//17 för//PP//case//20 redovisning//NN|UTR|SIN|IND|NOM//obl//17 till//PP//case//29 senast//AB|SUV//case//25 den//DT|UTR|SIN|DEF//det//24 14//RG|NOM//nummod//25 mars//NN|UTR|SIN|IND|NOM//nmod//29 2003//RG|NOM//nummod//25 dels//KN//advmod//29 av//PP//case//29 uppdraget//NN|NEU|SIN|DEF|NOM//obl//17 om//PP//mark//38 hur//HA//advmod//38 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//38 av//PP//case//34 flygplatskapacitet//NN|UTR|SIN|IND|NOM//nmod//32 i//PP//case//36 Stockholmsregionen//NN|UTR|SIN|DEF|NOM//nmod//34 kan//VB|PRS|AKT//aux//38 tillgodoses//VB|INF|SFO//acl//29 vid//PP//case//41 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 flygplatser//NN|UTR|PLU|IND|NOM//obl//38 ,//MID//punct//45 dels//KN//advmod//45 av//PP//case//45 lägesrapporten//NN|UTR|SIN|DEF|NOM//obl//38 om//PP//case//47 arbetet//NN|NEU|SIN|DEF|NOM//nmod//45 med//PP//mark//50 att//IE//mark//50 lämna//VB|INF|AKT//acl//45 förslag//NN|NEU|SIN|IND|NOM//obj//50 som//HP|-|-|-//nsubj//53 förbättrar//VB|PRS|AKT//acl:relcl//51 transportsystemet//NN|NEU|SIN|DEF|NOM//obj//53 samt//KN//cc//58 dels//KN//advmod//58 av//PP//case//58 delredovisningen//NN|UTR|SIN|DEF|NOM//conj//51 av//PP//case//60 utredningen//NN|UTR|SIN|DEF|NOM//nmod//58 om//PP//mark//67 hur//HA//advmod//67 trängselavgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//67 i//PP//case//65 trafiken//NN|UTR|SIN|DEF|NOM//nmod//63 kan//VB|PRS|AKT//aux//67 genomföras//VB|INF|SFO//acl//58 .//MAD//punct//1
Till statsrådet Ulrica Messing, Näringsdepartementet;Med//PP//case//1 stöd//NN|NEU|SIN|IND|NOM//obl//4 av//PP//case//3 bemyndigandet//NN|NEU|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 5//RO|NOM//nummod//7 mars//NN|UTR|SIN|IND|NOM//nmod//10 2001//RG|NOM//nummod//9 stadsdirektören//NN|UTR|SIN|DEF|NOM//nmod//10 Bosse//PM|NOM//dislocated//20 Sundling//PM|NOM//flat:name//10 som//KN//mark//13 ledamot//NN|UTR|SIN|IND|NOM//acl:cleft//10 och//KN//cc//15 ordförande//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//10
Till statsrådet Ulrica Messing, Näringsdepartementet;Stadsdirektören//NN|UTR|SIN|DEF|NOM//nmod//18 Bosse//PM|NOM//nsubj:pass//20 Sundling//PM|NOM//flat:name//18 entledigades//VB|PRT|SFO//parataxis//4 på//PP//case//23 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//23 begäran//NN|UTR|SIN|IND|NOM//obl//20 som//KN//mark//25 ledamot//NN|UTR|SIN|IND|NOM//acl//23 och//KN//cc//27 ordförande//NN|UTR|SIN|IND|NOM//conj//25 den//DT|UTR|SIN|DEF//det//30 27//RG|NOM//nummod//30 november//NN|UTR|SIN|IND|NOM//obl//27 2002//RG|NOM//nummod//30 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//35 5//RO|NOM//nummod//35 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//37 2001//RG|NOM//nummod//35 förordnades//VB|PRT|SFO//parataxis//4 som//KN//mark//83 ledamöter//NN|UTR|PLU|IND|NOM//nmod//40 finansborgarrådet//NN|NEU|SIN|DEF|NOM//nmod//41 Annika//PM|NOM//nsubj:pass//83 Billström//PM|NOM//flat:name//41 ,//MID//punct//41 landstingsrådet//NN|NEU|SIN|DEF|NOM//nmod//45 Bengt//PM|NOM//appos//41 Cedrenius//PM|NOM//flat:name//45 ,//MID//punct//45 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//49 Catharina//PM|NOM//conj//41 ElmsäterSvärd//PM|NOM//conj//41 ,//MID//punct//41 landstingsledamoten//NN|UTR|SIN|DEF|NOM//nmod//53 Andres//PM|NOM//appos//41 Käärik//PM|NOM//flat:name//53 ,//MID//punct//53 landstingsledamoten//NN|UTR|SIN|DEF|NOM//nmod//57 Elwe//PM|NOM//conj//41 Nilsson//PM|NOM//flat:name//57 ,//MID//punct//57 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//61 Mats//PM|NOM//conj//41 Odell//PM|NOM//flat:name//61 ,//MID//punct//65 socialborgarrådet//NN|NEU|SIN|DEF|NOM//nmod//65 Margareta//PM|NOM//conj//41 Olofsson//PM|NOM//flat:name//65 ,//MID//punct//65 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//69 Tommy//PM|NOM//conj//41 Waidelich//PM|NOM//flat:name//69 ,//MID//punct//41 direktören//NN|UTR|SIN|DEF|NOM//nmod//73 Monica//PM|NOM//conj//41 Öhman//PM|NOM//flat:name//73 och//KN//cc//77 teaterförläggaren//NN|UTR|SIN|DEF|NOM//nmod//77 Cecilia//PM|NOM//conj//41 Önfelt//PM|NOM//flat:name//77 .//MAD//punct//41
Till statsrådet Ulrica Messing, Näringsdepartementet;Riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//81 Mats//PM|NOM//appos//41 Odell//PM|NOM//flat:name//81 entledigades//VB|PRT|SFO//advcl//37 som//KN//mark//85 ledamot//NN|UTR|SIN|IND|NOM//xcomp//83 den//DT|UTR|SIN|DEF//det//88 11//RG|NOM//nummod//88 september//NN|UTR|SIN|IND|NOM//obl//85 2001//RG|NOM//nummod//88 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//92 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//93 förordnades//VB|PRT|SFO//parataxis//4 som//KN//mark//95 ledamot//NN|UTR|SIN|IND|NOM//amod//96 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//98 Per-Egon//PM|NOM//nmod//98 Johansson//PM|NOM//nsubj:pass//93 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//102 13//RG|NOM//nummod//102 december//NN|UTR|SIN|IND|NOM//nsubj:pass//104 2002//RG|NOM//nummod//102 förordnades//VB|PRT|SFO//parataxis//4 som//KN//mark//106 ordförande//NN|UTR|SIN|IND|NOM//xcomp//104 och//KN//cc//108 ledamot//NN|UTR|SIN|IND|NOM//conj//106 ,//MID//punct//110 f.d.//JJ|AN//parataxis//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//112 Kenneth//PM|NOM//nsubj//110 Kvist//PM|NOM//flat:name//112 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 april//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2001//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 som//KN//mark//6 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//nsubj//7 f.d.//JJ|AN//conj//4 regionplanedirektören//NN|UTR|SIN|DEF|NOM//obj//7 Bo//PM|NOM//case//10 Malmsten//PM|NOM//obl//7 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//14 1//RO|NOM//nummod//14 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//16 2003//RG|NOM//nummod//14 entledigades//VB|PRT|SFO//parataxis//4 på//PP//case//19 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//19 begäran//NN|UTR|SIN|IND|NOM//obl//16 Malmsten//PM|NOM//obj//16 som//KN//mark//22 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//16 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//26 4//RO|NOM//nummod//26 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//28 2003//RG|NOM//nummod//26 förordnades//VB|PRT|SFO//parataxis//4 som//KN//case//31 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//amod//31 kammarrättslagmannen//NN|UTR|SIN|DEF|NOM//obl//28 Per//PM|NOM//conj//28 Anders//PM|NOM//flat:name//32 Lindgren//PM|NOM//flat:name//32 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//2 5//RO|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2001//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 som//KN//mark//8 experter//NN|UTR|PLU|IND|NOM//nmod//7 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//8 Tomas//PM|NOM//dep//4 Brolin//PM|NOM//flat:name//8 ,//MID//punct//8 planeringschefen//NN|UTR|SIN|DEF|NOM//nmod//12 Jens//PM|NOM//conj//8 Henriksson//PM|NOM//flat:name//12 ,//MID//punct//12 politiskt//AB|POS//advmod//16 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//17 Monica//PM|NOM//dep//8 Lövström//PM|NOM//flat:name//17 ,//MID//punct//8 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//22 PerMagnus//PM|NOM//nmod//22 Nilsson//PM|NOM//appos//8 och//KN//cc//25 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//25 Leena//PM|NOM//conj//8 Willberg//PM|NOM//flat:name//25 (//PAD//punct//8 numera//AB//advmod//29 Taillefer//PM|NOM//appos//8 )//PAD//punct//4 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//34 7//RO|NOM//nummod//34 maj//NN|UTR|SIN|IND|NOM//nsubj:pass//36 2001//RG|NOM//nummod//34 förordnades//VB|PRT|SFO//parataxis//4 som//KN//case//40 expert//NN|UTR|SIN|IND|NOM//amod//39 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//40 Åke//PM|NOM//dep//36 Nordlander//PM|NOM//flat:name//40 .//MAD//punct//4
Till statsrådet Ulrica Messing, Näringsdepartementet;Åke//PM|NOM//nsubj:pass//45 Nordlander//PM|NOM//nsubj:pass//45 entledigades//VB|PRT|SFO//parataxis//4 som//KN//mark//47 expert//NN|UTR|SIN|IND|NOM//advcl//45 den//DT|UTR|SIN|DEF//det//50 6//RO|NOM//nummod//50 februari//NN|UTR|SIN|IND|NOM//obl//45 2002//RG|NOM//nummod//50 och//KN//cc//55 samma//DT|UTR/NEU|SIN/PLU|IND//det//54 dag//NN|UTR|SIN|IND|NOM//obl//55 förordnades//VB|PRT|SFO//conj//45 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//57 Tove//PM|NOM//compound//66 Friberg//PM|NOM//flat:name//57 som//KN//mark//60 expert//NN|UTR|SIN|IND|NOM//advcl//57 .//MID//punct//57
Till statsrådet Ulrica Messing, Näringsdepartementet;Politiskt//AB|POS//advmod//63 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//64 Monica//PM|NOM//nsubj:pass//66 Lövström//PM|NOM//flat:name//64 entledigades//VB|PRT|SFO//xcomp//55 som//KN//mark//68 expert//NN|UTR|SIN|IND|NOM//advcl//66 den//DT|UTR|SIN|DEF//det//70 16//RG|NOM//nummod//71 oktober//NN|UTR|SIN|IND|NOM//obl//66 2002//RG|NOM//nummod//71 .//MAD//punct//45
