Skatt på fluorerade växthusgaser;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 skatt//NN|UTR|SIN|IND|NOM//nmod//2 på//PP//case//7 fluorerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 växthusgaser//NN|UTR|PLU|IND|NOM//nmod//4
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skattens storlek;För//PP//case//2 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 fluorkolväten//NN|NEU|PLU|IND|NOM//obl//12 än//KN//mark//4 de//PN|UTR/NEU|PLU|DEF|SUB//acl//2 som//HP|-|-|-//nsubj:pass//6 avses//VB|PRS|SFO//acl:relcl//4 i//PP//case//9 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//obl//6 ska//VB|PRS|AKT//aux//12 skatt//NN|UTR|SIN|IND|NOM//nsubj:pass//12 betalas//VB|INF|SFO//ROOT//12 med//PP//case//16 2//RG|NOM//nummod//15 646//RG|NOM//nummod//16 kronor//NN|UTR|PLU|IND|NOM//obl//12 per//PP//case//18 kilogram//NN|NEU|SIN|IND|NOM//nmod//16 .//MAD//punct//12
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skattens storlek;Om//SN//mark//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 inte//AB//advmod//4 kan//VB|PRS|AKT//aux//4 bestämmas//VB|INF|SFO//advcl//11 vilken//HD|UTR|SIN|IND//det//6 typ//NN|UTR|SIN|IND|NOM//nsubj//4 av//PP//case//8 fluorkolväte//NN|UTR|SIN|IND|NOM//nmod//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 är//VB|PRS|AKT//cop//11 fråga//NN|UTR|SIN|IND|NOM//ROOT//11 om//PP//case//11 ,//MID//punct//16 ska//VB|PRS|AKT//aux//16 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//16 anses//VB|INF|SFO//advcl//11 vara//VB|INF|AKT//cop//19 det//DT|NEU|SIN|DEF//det//19 fluorkolväte//NN|UTR|SIN|IND|NOM//csubj//11 som//HP|-|-|-//nsubj//21 har//VB|PRS|AKT//acl:relcl//19 den//DT|UTR|SIN|DEF//det//24 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 skattesatsen//NN|UTR|SIN|DEF|NOM//obj//21 av//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 fluorkolväten//NN|NEU|PLU|IND|NOM//nmod//24 som//HP|-|-|-//obj//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 inte//AB//advmod//32 kan//VB|PRS|AKT//aux//32 uteslutas//VB|INF|SFO//acl:relcl//27 att//IE//mark//34 vara//VB|INF|AKT//xcomp//32 .//MAD//punct//11
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skattens storlek;Om//SN//mark//2 fluorkolväten//NN|NEU|PLU|IND|NOM//nsubj//2 ingår//VB|PRS|AKT//advcl//8 i//PP//case//5 en//DT|UTR|SIN|IND//det//5 blandning//NN|UTR|SIN|IND|NOM//obl//2 ska//VB|PRS|AKT//aux//8 skatten//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 beräknas//VB|INF|SFO//ROOT//8 särskilt//AB//advmod//8 för//PP//case//11 vart//PN|NEU|SIN|IND|SUB/OBJ//obl//8 och//KN//fixed//11 ett//PN|NEU|SIN|IND|SUB/OBJ//fixed//11 av//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 fluorkolvätena//NN|NEU|PLU|DEF|NOM//nmod//11 .//MAD//punct//8
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skattens storlek;Tredje//RO|NOM//amod//20 stycket//NN|NEU|SIN|DEF|NOM//nsubj//21 gäller//VB|PRS|AKT//parataxis//8 även//AB//advmod//21 när//HA//mark//25 fluorkolväten//NN|NEU|PLU|IND|NOM//nsubj//25 ingår//VB|PRS|AKT//advcl//21 i//PP//case//28 en//DT|UTR|SIN|IND//det//28 blandning//NN|UTR|SIN|IND|NOM//obl//25 .//MAD//punct//21
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skattens storlek;Om//SN//mark//40 blandningsförhållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//40 i//PP//case//34 en//DT|UTR|SIN|IND//det//34 blandning//NN|UTR|SIN|IND|NOM//nmod//31 där//HA//advmod//37 fluorkolväten//NN|NEU|PLU|IND|NOM//nsubj//37 ingår//VB|PRS|AKT//acl:relcl//34 inte//AB//advmod//37 kan//VB|PRS|AKT//aux//40 bestämmas//VB|INF|SFO//advcl//21 ,//MID//punct//51 ska//VB|PRS|AKT//aux//51 den//DT|UTR|SIN|DEF//det//44 andel//NN|UTR|SIN|IND|NOM//nsubj:pass//51 av//PP//case//46 blandningen//NN|UTR|SIN|DEF|NOM//nmod//44 för//PP//case//48 vilken//HP|UTR|SIN|IND//nmod//46 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//51 inte//AB//advmod//51 visas//VB|PRS|SFO//conj//8 anses//VB|PRS|SFO//xcomp//51 utgöras//VB|INF|SFO//xcomp//52 av//PP//case//55 fluorkolväten//NN|NEU|PLU|IND|NOM//obl:agent//53 .//MAD//punct//8
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skattens storlek;Om//SN//mark//59 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//59 visas//VB|PRS|SFO//advcl//67 att//SN//mark//64 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 blandningsförhållanden//NN|NEU|PLU|IND|NOM//nsubj//64 är//VB|PRS|AKT//cop//64 uteslutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//67 ska//VB|PRS|AKT//aux//67 hänsyn//NN|UTR|SIN|IND|NOM//nsubj:pass//67 tas//VB|INF|SFO//parataxis//8 till//PP//case//69 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//67 vid//PP//case//71 beräkning//NN|UTR|SIN|IND|NOM//obl//67 av//PP//case//73 skatten//NN|UTR|SIN|DEF|NOM//nmod//71 för//PP//case//76 en//DT|UTR|SIN|IND//det//76 blandning//NN|UTR|SIN|IND|NOM//nmod//73 som//HP|-|-|-//nsubj//78 består//VB|PRS|AKT//acl:relcl//76 helt//AB|POS//advmod//78 eller//KN//cc//81 delvis//AB//conj//79 av//PP//case//83 fluorkolväten//NN|NEU|PLU|IND|NOM//obl//78 .//MAD//punct//8

1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skatteomräkning;5//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//10 För//PP//case//3 kalenderåret//NN|NEU|SIN|DEF|NOM//nmod//4 2011//RG|NOM//nmod//1 och//KN//cc//7 efterföljande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 kalenderår//NN|NEU|PLU|IND|NOM//conj//4 ska//VB|PRS|AKT//aux//10 skatt//NN|UTR|SIN|IND|NOM//nsubj:pass//10 betalas//VB|INF|SFO//ROOT//10 med//PP//case//12 belopp//NN|NEU|PLU|IND|NOM//obl//10 som//HP|-|-|-//nsubj//18 efter//PP//case//17 en//DT|UTR|SIN|IND//det//17 årlig//JJ|POS|UTR|SIN|IND|NOM//amod//17 omräkning//NN|UTR|SIN|IND|NOM//obl//18 motsvarar//VB|PRS|AKT//acl:relcl//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//18 i//PP//case//22 4//RG|NOM//nummod//22 §//NN|AN//nmod//24 angivna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 skattebeloppen//NN|NEU|PLU|DEF|NOM//nsubj//25 multiplicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advcl//18 med//PP//case//28 det//DT|NEU|SIN|DEF//det//28 jämförelsetal//NN|NEU|SIN|IND|NOM//obl//25 uttryckt//PC|PRF|NEU|SIN|IND|NOM//advcl//25 i//PP//case//31 procent//NN|UTR|SIN|IND|NOM//obl//29 ,//MID//punct//31 som//HP|-|-|-//nsubj//34 anger//VB|PRS|AKT//acl:relcl//31 förhållandet//NN|NEU|SIN|DEF|NOM//obj//34 mellan//PP//case//39 det//DT|NEU|SIN|DEF//det//39 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 prisläget//NN|NEU|SIN|DEF|NOM//nmod//35 i//PP//case//41 juni//NN|UTR|SIN|IND|NOM//nmod//39 månad//NN|UTR|SIN|IND|NOM//case//43 året//NN|NEU|SIN|DEF|NOM//nmod//35 närmast//AB|SUV//advmod//49 före//PP//case//48 det//DT|NEU|SIN|DEF//det//47 år//NN|NEU|SIN|IND|NOM//fixed//45 beräkningen//NN|UTR|SIN|DEF|NOM//obl//49 avser//VB|PRS|AKT//advcl//34 och//KN//cc//51 prisläget//NN|NEU|SIN|DEF|NOM//conj//49 i//PP//case//53 juni//NN|UTR|SIN|IND|NOM//nmod//51 2009//RG|NOM//nummod//53 .//MAD//punct//10
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skatteomräkning;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 fastställer//VB|PRS|AKT//ROOT//1 före//PP//case//3 november//NN|UTR|SIN|IND|NOM//obl//1 månads//NN|UTR|SIN|IND|GEN//nmod:poss//5 utgång//NN|UTR|SIN|IND|NOM//obj//1 de//DT|UTR/NEU|PLU|DEF//det//8 omräknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 skattebelopp//NN|NEU|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj:pass//14 enligt//PP//case//12 denna//DT|UTR|SIN|DEF//det//12 lag//NN|UTR|SIN|IND|NOM//obl//14 ska//VB|PRS|AKT//aux//14 tas//VB|INF|SFO//acl:relcl//8 ut//PL//compound:prt//14 för//PP//case//18 påföljande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 kalenderår//NN|NEU|PLU|IND|NOM//obl//14 .//MAD//punct//1
1 Förslag till lag (2010:000) om skatt på fluorkolväten / Skatteomräkning;Beloppen//NN|NEU|PLU|DEF|NOM//nsubj:pass//21 avrundas//VB|PRS|SFO//parataxis//1 till//PP//case//24 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 kronor//NN|UTR|PLU|IND|NOM//obl//21 .//MAD//punct//1
