Utökat polissamarbete i Norden och EU;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//6 internationellt//JJ|POS|NEU|SIN|IND|NOM//advmod//5 polisiärt//JJ|POS|NEU|SIN|IND|NOM//amod//6 samarbete//NN|NEU|SIN|IND|NOM//nmod//2
Utökat polissamarbete i Norden och EU;Stockholm//PM|NOM//ROOT//0 2011//RG|NOM//nummod//0

Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 29//RG|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obj//1 2009//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 överväga//VB|INF|AKT//acl//12 dels//KN//advmod//21 på//PP//case//18 vilket//HD|NEU|SIN|IND//det//18 sätt//NN|NEU|SIN|IND|NOM//nmod//21 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 brottsbekämpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 myndigheter//NN|UTR|PLU|IND|NOM//obl//14 bör//VB|PRS|AKT//aux//24 kunna//VB|INF|AKT//aux//24 ta//VB|INF|AKT//conj//1 emot//PL//compound:prt//24 hjälp//NN|UTR|SIN|IND|NOM//obj//24 från//PP//case//30 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 myndigheter//NN|UTR|PLU|IND|NOM//obl//24 med//PP//case//32 insatser//NN|UTR|PLU|IND|NOM//obl//24 som//HP|-|-|-//nsubj//35 kan//VB|PRS|AKT//aux//35 innebära//VB|INF|AKT//acl:relcl//32 myndighetsutövning//NN|UTR|SIN|IND|NOM//obj//35 mot//PP//case//38 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//35 ,//MID//punct//44 dels//KN//advmod//44 vad//HP|NEU|SIN|IND//dislocated//44 som//HP|-|-|-//nsubj//44 bör//VB|PRS|AKT//aux//44 gälla//VB|INF|AKT//advcl//24 när//HA//mark//48 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 tjänstemän//NN|UTR|PLU|IND|NOM//nsubj//48 deltar//VB|PRS|AKT//advcl//44 i//PP//case//50 insatser//NN|UTR|PLU|IND|NOM//obl//48 av//PP//case//53 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 slag//NN|NEU|SIN|IND|NOM//nmod//50 utomlands//AB//advmod//48 (//PAD//punct//44 dir//NN|AN//appos//44 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;2009:36//RG|NOM//obl//1 )//PAD//punct//58 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Till//PP//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//3 numera//AB//advmod//3 riksrevisorn//NN|UTR|SIN|DEF|NOM//xcomp//3 Gudrun//PM|NOM//obj//5 Antemar//PM|NOM//flat:name//6 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//11 8//RO|NOM//nummod//11 april//NN|UTR|SIN|IND|NOM//obl//13 2010//RG|NOM//nummod//11 entledigades//VB|PRT|SFO//parataxis//3 Gudrun//PM|NOM//nsubj:pass//13 Antemar//PM|NOM//flat:name//14 från//PP//case//18 sitt//PS|NEU|SIN|DEF//nmod:poss//18 uppdrag//NN|NEU|SIN|IND|NOM//obl//13 och//KN//cc//21 hovrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//21 Krister//PM|NOM//conj//18 Thelin//PM|NOM//flat:name//21 förordnades//VB|PRT|SFO//conj//3 att//SN//mark//30 fr.o.m.//AB|AN//case//27 samma//DT|UTR/NEU|SIN/PLU|IND//det//27 dag//NN|UTR|SIN|IND|NOM//obl//30 vara//VB|INF|AKT//cop//30 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//30 utredare//NN|UTR|SIN|IND|NOM//xcomp//23 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//case//14 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 8//RO|NOM//nummod//10 juni//NN|UTR|SIN|IND|NOM//nmod//14 2009//RG|NOM//nummod//13 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 rikskriminalchefen//NN|UTR|SIN|DEF|NOM//nmod//14 Tommy//PM|NOM//obl//4 Hydfors//PM|NOM//flat:name//14 ,//MID//punct//18 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//18 Sofie//PM|NOM//conj//14 Lindblom//PM|NOM//flat:name//18 ,//MID//punct//21 Justitiedepartementet//PM|NOM//conj//14 ,//MID//punct//21 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//24 Johan//PM|NOM//conj//14 Lundmark//PM|NOM//flat:name//24 ,//MID//punct//27 Justitiedepartementet//PM|NOM//conj//24 ,//MID//punct//24 regionchefen//NN|UTR|SIN|DEF|NOM//nmod//30 Kenneth//PM|NOM//appos//24 Neijnes//PM|NOM//flat:name//30 ,//MID//punct//33 Kustbevakningen//NN|UTR|SIN|DEF|NOM//conj//24 ,//MID//punct//24 docenten//NN|UTR|SIN|DEF|NOM//nmod//36 Vilhelm//PM|NOM//conj//14 Persson//PM|NOM//flat:name//36 ,//MID//punct//36 Juridiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 fakulteten//NN|UTR|SIN|DEF|NOM//conj//14 vid//PP//case//43 Lunds//PM|GEN//nmod:poss//43 universitet//NN|NEU|SIN|IND|NOM//nmod//40 ,//MID//punct//46 kammaråklagaren//NN|UTR|SIN|DEF|NOM//nmod//46 Magnus//PM|NOM//conj//14 Ramebäck//PM|NOM//flat:name//46 ,//MID//punct//46 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//51 Lena//PM|NOM//conj//14 Tysk//PM|NOM//flat:name//51 ,//MID//punct//54 Rikspolisstyrelsen//PM|NOM//conj//14 ,//MID//punct//54 chefsåklagaren//NN|UTR|SIN|DEF|NOM//nmod//57 Solveig//PM|NOM//conj//14 Wollstad//PM|NOM//flat:name//57 samt//KN//cc//61 sektionschefen//NN|UTR|SIN|DEF|NOM//nmod//61 Gunilla//PM|NOM//conj//14 Zika-Ahlberg//PM|NOM//flat:name//61 ,//MID//punct//64 Tullverket//PM|NOM//conj//14 .//MID//punct//4
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//68 3//RO|NOM//nummod//68 maj//NN|UTR|SIN|IND|NOM//obl//70 2010//RG|NOM//nummod//68 entledigades//VB|PRT|SFO//nsubj:pass//81 Kenneth//PM|NOM//nmod//72 Neijnes//PM|NOM//nsubj:pass//70 från//PP//case//75 sitt//PS|NEU|SIN|DEF//nmod:poss//75 uppdrag//NN|NEU|SIN|IND|NOM//obl//70 och//KN//cc//77 brottsbekämpningschefen//NN|UTR|SIN|DEF|NOM//conj//70 Kristina//PM|NOM//compound//79 Falk//PM|NOM//nmod//77 Strand//PM|NOM//flat:name//79 förordnades//VB|PRT|SFO//parataxis//4 att//SN//mark//87 fr.o.m.//AB|AN//case//85 samma//DT|UTR/NEU|SIN/PLU|IND//det//85 dag//NN|UTR|SIN|IND|NOM//obl//87 vara//VB|INF|AKT//cop//87 expert//NN|UTR|SIN|IND|NOM//xcomp//81 i//PP//case//89 utredningen//NN|UTR|SIN|DEF|NOM//obl//87 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Sekreterare//NN|UTR|SIN|IND|NOM//nsubj//3 i//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//4 varit//VB|SUP|AKT//ROOT//4 numera//AB//advmod//4 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//7 Li//PM|NOM//nsubj//4 Wallén//PM|NOM//flat:name//7 (//PAD//punct//7 fr.o.m.//AB|AN//case//13 den//DT|UTR|SIN|DEF//det//13 1//RO|NOM//nummod//13 maj//NN|UTR|SIN|IND|NOM//obl//15 2009//RG|NOM//nummod//13 t.o.m.//AB|AN//case//18 den//DT|UTR|SIN|DEF//det//18 29//RG|NOM//nummod//18 mars//NN|UTR|SIN|IND|NOM//appos//7 2010//RG|NOM//nummod//18 )//PAD//punct//7 och//KN//cc//22 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//23 Fredrik//PM|NOM//conj//7 Landgren//PM|NOM//flat:name//23 (//PAD//punct//23 fr.o.m.//AB|AN//case//29 den//DT|UTR|SIN|DEF//det//29 1//RO|NOM//nummod//29 mars//NN|UTR|SIN|IND|NOM//conj//7 2010//RG|NOM//nummod//29 )//PAD//punct//7 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//12 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//10 internationellt//JJ|POS|NEU|SIN|IND|NOM//advmod//9 polisiärt//JJ|POS|NEU|SIN|IND|NOM//amod//10 samarbete//NN|NEU|SIN|IND|NOM//nmod//6 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//12 härmed//AB//advmod//12 betänkandet//NN|NEU|SIN|DEF|NOM//obj//12 Utökat//PC|PRF|NEU|SIN|IND|NOM//amod//16 polissamarbete//NN|NEU|SIN|IND|NOM//obj//12 i//PP//case//18 Norden//PM|NOM//nmod//16 och//KN//cc//20 EU//PM|NOM//conj//18  //_SP////20 (//PAD//punct//12 SOU//PM|NOM//appos//12 2011:25//RG|NOM//advmod//12 )//PAD//punct//12 .//MAD//punct//12
