SVEN  -  ERIC LIEDMAN  ,  professor idéhistoria, Göteborg, samtalsledare ;THOMAS//PM|NOM//ROOT//0 ÖSTROS//PM|NOM//nsubj//0  //_SP////1 ,//MID//punct//5  //_SP////3 utbildningsminister//NN|UTR|PLU|IND|NOM//conj//1
Orden för kunskap;Inom//PP//case//19 sjukvården//NN|UTR|SIN|DEF|NOM//obl//20 ﬁnns//VB|PRS|SFO//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 inte//AB//advmod//20 bara//AB//advmod//20 administratörer//NN|UTR|PLU|IND|NOM//nsubj//20 och//KN//cc//26 politiker//NN|UTR|PLU|IND|NOM//conj//24 att//IE//mark//28 ta//VB|INF|AKT//csubj//20 hänsyn//NN|UTR|SIN|IND|NOM//obj//28 till//PP//compound:prt//28 utan//KN//cc//33 också//AB//advmod//33 charlataner//NN|UTR|PLU|IND|NOM//conj//20 och//KN//cc//35 kvacksalvare//NN|UTR|PLU|IND|NOM//conj//33 .//MAD//punct//20
Orden för kunskap;Framför//PP//case//39 allt//PN|NEU|SIN|IND|SUB/OBJ//det//39 ﬁnns//VB|PRS|SFO//appos//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//46 de//DT|UTR/NEU|PLU|DEF//det//46 potentiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 eller//KN//cc//45 verkliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//43 patienterna//NN|UTR|PLU|DEF|NOM//nsubj//39 med//PP//case//49 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//49 förväntningar//NN|UTR|PLU|IND|NOM//nmod//46 och//KN//cc//51 farhågor//NN|UTR|PLU|IND|NOM//conj//49 ,//MID//punct//53 insikter//NN|UTR|PLU|IND|NOM//conj//49 och//KN//cc//55 fördomar//NN|UTR|PLU|IND|NOM//conj//49 .//MAD//punct//20
Orden för kunskap;I//PP//case//2 själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 verket//NN|NEU|SIN|DEF|NOM//obl//3 kommer//VB|PRS|AKT//ROOT//3 varje//DT|UTR/NEU|SIN|IND//det//5 människa//NN|UTR|SIN|IND|NOM//nsubj//3 i//PP//case//7 kontakt//NN|UTR|SIN|IND|NOM//nmod//5 med//PP//case//10 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 kunskapsområden//NN|NEU|PLU|IND|NOM//nmod//5 utöver//PP//case//13 sin//PS|UTR|SIN|DEF//nmod:poss//13 specialitet//NN|UTR|SIN|IND|NOM//nmod//10 .//MAD//punct//3
Orden för kunskap;Läkaren//NN|UTR|SIN|DEF|NOM//nsubj//18 kan//VB|PRS|AKT//aux//18 vara//VB|INF|AKT//cop//18 konstälskare//NN|UTR|SIN|IND|NOM//parataxis//3 och//KN//cc//21 politiskt//AB|POS//advmod//21 aktiv//JJ|POS|UTR|SIN|IND|NOM//conj//18 ,//MID//punct//28 och//KN//cc//28 politikern//NN|UTR|SIN|DEF|NOM//nsubj//26 kan//VB|PRS|AKT//aux//26 ha//VB|INF|AKT//aux//28 snart//AB|POS//advmod//28 sagt//VB|SUP|AKT//conj//18 vilken//HD|UTR|SIN|IND//det//30 yrkesbakgrund//NN|UTR|SIN|IND|NOM//obj//28 som//KN//case//32 helst//AB|SUV//advmod//28 .//MAD//punct//3
Orden för kunskap;Så//AB//advmod//1 långt//AB|POS//advmod//2 talar//VB|PRS|AKT//ROOT//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 om//PP//case//6 en//DT|UTR|SIN|IND//det//6 värld//NN|UTR|SIN|IND|NOM//obl//2 som//HP|-|-|-//nsubj//8 har//VB|PRS|AKT//acl:relcl//6 en//DT|UTR|SIN|IND//det//11 viss//JJ|POS|UTR|SIN|IND|NOM//amod//11 stabilitet//NN|UTR|SIN|IND|NOM//obj//8 .//MAD//punct//2
Orden för kunskap;"Politikens//NN|UTR|SIN|DEF|GEN//nsubj//2 ,//MID//punct//15 konstens//NN|UTR|SIN|DEF|GEN//conj//13 och//KN//cc//21 inte//AB//advmod//21 minst//AB|SUV//advmod//20 medicinens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 villkor//NN|NEU|PLU|IND|NOM//nsubj:pass//21 förändras//VB|PRS|SFO//conj//13 ofta//AB|POS//advmod//21 drastiskt//AB|POS//advmod//21 ;//MID//punct//2"
Orden för kunskap;men//KN//cc//29 en//DT|UTR|SIN|IND//det//27 politiker//NN|UTR|SIN|IND|NOM//nsubj//29 kan//VB|PRS|AKT//aux//29 hänga//VB|INF|AKT//conj//2 med//PL//compound:prt//29 så//AB//advmod//32 länge//AB|POS//fixed//30 partikamraterna//NN|UTR|PLU|DEF|NOM//obj//29 och//KN//cc//36 väljarna//NN|UTR|PLU|DEF|NOM//nsubj//36 vill//VB|PRS|AKT//conj//29 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//36 och//KN//cc//41 den//DT|UTR|SIN|DEF//det//41 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 orken//NN|UTR|SIN|DEF|NOM//nsubj//42 finns//VB|PRS|SFO//conj//29 kvar//PL//advmod//42 ,//MID//punct//46 en//DT|UTR|SIN|IND//det//46 konstnär//NN|UTR|SIN|IND|NOM//nsubj//53 som//HP|-|-|-//nsubj//49 kan//VB|PRS|AKT//aux//49 överleva//VB|INF|AKT//acl:relcl//46 med//PP//case//52 sin//PS|UTR|SIN|DEF//nmod:poss//52 konst//NN|UTR|SIN|IND|NOM//obl//49 fortsätter//VB|PRS|AKT//advcl//29 sitt//PS|NEU|SIN|DEF//nmod:poss//55 verk//NN|NEU|SIN|IND|NOM//obj//53 ,//MID//punct//60 och//KN//cc//60 medicinens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 huvudpersoner//NN|UTR|PLU|IND|NOM//nsubj//60 brukar//VB|PRS|AKT//conj//53 för//PP//case//63 det//DT|NEU|SIN|DEF//det//63 mesta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//obl//60 stanna//VB|INF|AKT//xcomp//60 kvar//PL//advmod//64 i//PP//case//68 sin//PS|UTR|SIN|DEF//nmod:poss//68 verksamhet//NN|UTR|SIN|IND|NOM//obl//64 ,//MID//punct//60 om//SN//mark//72 landstinget//NN|NEU|SIN|DEF|NOM//nsubj//72 har//VB|PRS|AKT//advcl//60 pengar//NN|UTR|PLU|IND|NOM//obj//72 nog//AB//advmod//72 för//PP//case//76 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//72 .//MAD//punct//2
Orden för kunskap;Den//DT|UTR|SIN|DEF//det//1 bild//NN|UTR|SIN|IND|NOM//nsubj//19 om//PP//case//6 samtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 och//KN//cc//5 framtidens//NN|UTR|SIN|DEF|GEN//conj//3 kunskaps-//NN|UTR|-|-|SMS//nmod//1 och//KN//cc//8 yrkesvärld//NN|UTR|SIN|IND|NOM//conj//6 som//HP|-|-|-//nsubj//10 brukar//VB|PRS|AKT//acl:relcl//8 målas//VB|INF|SFO//xcomp//10 upp//PL//compound:prt//11 i//PP//case//15 kunskapskonsulternas//NN|UTR|PLU|DEF|GEN//nmod:poss//15 värld//NN|UTR|SIN|IND|NOM//obl//11 är//VB|PRS|AKT//cop//19 bra//AB|POS//advmod//19 mycket//AB|POS//advmod//19 rastlösare//NN|UTR|SIN|IND|NOM//advmod//25 .//MAD//punct//25
Orden för kunskap;Där//AB//advmod//25 måste//VB|PRS|AKT//aux//25 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//25 vara//VB|INF|AKT//cop//25 beredda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//25 att//IE//mark//28 snabbt//AB|POS//advmod//28 bryta//VB|INF|AKT//acl//25 upp//PL//compound:prt//28 och//KN//cc//31 söka//VB|INF|AKT//conj//28 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//31 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 vägar//NN|UTR|PLU|IND|NOM//obj//31 ,//MID//punct//34 där//AB//advmod//40 är//VB|PRS|AKT//cop//40 djärvheten//NN|UTR|SIN|DEF|NOM//nsubj//40 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//40 dygd//NN|UTR|SIN|IND|NOM//appos//34 ,//MID//punct//44 och//KN//cc//44 där//AB//advmod//44 betyder//VB|PRS|AKT//conj//25 ”//PAD//punct//47 livslångt//JJ|POS|NEU|SIN|IND|NOM//amod//47 lärande//NN|NEU|SIN|IND|NOM//obj//44 ”//PAD//punct//47 inte//AB//advmod//50 längre//AB|KOM//advmod//53 en//DT|UTR|SIN|IND//det//53 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 bildningsprocess//NN|UTR|SIN|IND|NOM//conj//47 utan//KN//cc//56 en//DT|UTR|SIN|IND//det//56 svit//NN|UTR|SIN|IND|NOM//nmod//53 av//PP//case//59 korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 utbildningar//NN|UTR|PLU|IND|NOM//nmod//56 och//KN//cc//62 tillfälliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 anställningar//NN|UTR|PLU|IND|NOM//conj//59 .//MAD//punct//25
Orden för kunskap;Denna//DT|UTR|SIN|DEF//det//1 bild//NN|UTR|SIN|IND|NOM//nsubj//11 av//PP//case//3 rastlöshet//NN|UTR|SIN|IND|NOM//nmod//1 ,//MID//punct//5 osäkerhet//NN|UTR|SIN|IND|NOM//conj//3 och//KN//cc//8 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 möjligheter//NN|UTR|PLU|IND|NOM//conj//3 är//VB|PRS|AKT//cop//11 inte//AB//advmod//11 tagen//PC|PRF|UTR|SIN|IND|NOM//ROOT//11 ur//PP//case//13 luften//NN|UTR|SIN|DEF|NOM//obl//11 –//RG|NOM//punct//19 men//KN//cc//19 för//PP//mark//19 hur//HA//advmod//19 många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//19 gäller//VB|PRS|AKT//conj//11 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//19 ?//MID//punct//11
Orden för kunskap;Och//KN//cc//23 innebär//VB|PRS|AKT//conj//11 denna//DT|UTR|SIN|DEF//det//26 våldsamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 förändringstakt//NN|UTR|SIN|IND|NOM//nsubj//23 också//AB//advmod//23 att//SN//mark//32 människors//NN|UTR|PLU|IND|GEN//nmod:poss//30 kunskaper//NN|UTR|PLU|IND|NOM//nsubj//32 ständigt//AB|POS//advmod//32 blir//VB|PRS|AKT//ccomp//23 passé//NN|UTR|SIN|IND|NOM//xcomp//32 och//KN//cc//36 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//36 tvingas//VB|PRS|SFO//conj//11 lära//VB|INF|AKT//xcomp//36 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//37 allting//PN|NEU|SIN|IND|SUB/OBJ//obj//37 nytt//JJ|POS|NEU|SIN|IND|NOM//advmod//37 ?//MAD//punct//11
Orden för kunskap;Jan//PM|NOM//nsubj//2 Ling//PM|NOM//flat//0 menar//VB|PRS|AKT//ROOT//2 att//SN//mark//8 kunskap//NN|UTR|SIN|IND|NOM//nsubj//8 och//KN//cc//6 kultur//NN|UTR|SIN|IND|NOM//conj//4 är//VB|PRS|AKT//cop//8 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//2 i//PP//case//10 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//8 ,//MID//punct//8 för//PP//case//13 livskvaliteten//NN|UTR|SIN|DEF|NOM//obl//8 ,//MID//punct//2 och//KN//cc//19 att//SN//mark//19 man//PN|UTR|SIN|IND|SUB//nsubj//19 måste//VB|PRS|AKT//aux//19 argumentera//VB|INF|AKT//conj//2 särskilt//AB//advmod//19 för//PP//case//22 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//19 .//MAD//punct//2
Orden för kunskap;Han//PN|UTR|SIN|DEF|SUB//nsubj//25 ger//VB|PRS|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//27 exempel//NN|NEU|SIN|IND|NOM//obj//25 ://MID//punct//25 –//RG|NOM//punct//32
Orden för kunskap;När//HA//mark//32 statsministern//NN|UTR|SIN|DEF|NOM//nsubj//32 gick//VB|PRT|AKT//conj//25 ut//PL//compound:prt//32 och//KN//cc//35 aviserade//VB|PRT|AKT//conj//32 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//37 skattelättnad//NN|UTR|SIN|IND|NOM//obj//35 ,//MID//punct//39 gick//VB|PRT|AKT//conj//25 beställningarna//NN|UTR|PLU|DEF|NOM//nsubj//39 på//PP//case//42 Volvobilar//NN|UTR|PLU|IND|NOM//obl//39 med//PP//case//44 läderklädsel//NN|UTR|SIN|IND|NOM//nmod//42 upp//AB//advmod//48 med//PP//case//48 en//DT|UTR|SIN|IND//det//48 gång//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//25
Orden för kunskap;Däremot//AB//advmod//51 tror//VB|PRS|AKT//parataxis//25 jag//PN|UTR|SIN|DEF|SUB//nsubj//51 inte//AB//advmod//51 att//SN//mark//58 köerna//NN|UTR|PLU|DEF|NOM//nsubj//58 till//PP//case//57 konserthuset//NN|NEU|SIN|DEF|NOM//nmod//55 blev//VB|PRT|AKT//ccomp//51 särskilt//AB//advmod//60 mycket//AB|POS//advmod//61 längre//AB|KOM//advmod//58 ,//MID//punct//58 inte//AB//advmod//64 heller//AB//advmod//58 till//PP//case//66 teatrarna//NN|UTR|PLU|DEF|NOM//obl//58 .//MAD//punct//25
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//69 ﬁnns//VB|PRS|SFO//conj//25 ett//DT|NEU|SIN|IND//det//71 slags//NN|NEU|SIN|IND|GEN//nmod:poss//72 konsumism//NN|UTR|SIN|IND|NOM//nsubj//73 inbyggt//PC|PRF|NEU|SIN|IND|NOM//amod//69 i//PP//case//75 systemet//NN|NEU|SIN|DEF|NOM//obl//73 .//MID//punct//69
Orden för kunskap;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//78 faller//VB|PRS|AKT//parataxis//69 tillbaka//PL//advmod//78 på//PP//case//81 oss//PN|UTR|PLU|DEF|OBJ//obl//78 som//HP|-|-|-//nsubj//83 sysslar//VB|PRS|AKT//acl:cleft//78 med//PP//case//85 kulturförmedling//NN|UTR|SIN|IND|NOM//obl//83 ,//MID//punct//78 vi//PN|UTR|PLU|DEF|SUB//nsubj//91 har//VB|PRS|AKT//aux//91 inte//AB//advmod//91 riktigt//AB//advmod//91 lyckats//VB|SUP|SFO//conj//78 tala//VB|INF|AKT//xcomp//91 om//PP//mark//97 hur//HA//advmod//95 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//96 kultur//NN|UTR|SIN|IND|NOM//nsubj//97 är//VB|PRS|AKT//ccomp//92 för//PP//case//99 livskvaliteten//NN|UTR|SIN|DEF|NOM//obl//97 .//MAD//punct//78 –//PAD//punct//103
Orden för kunskap;Jag//PN|UTR|SIN|DEF|SUB//nsubj//103 tror//VB|PRS|AKT//parataxis//78 att//SN//mark//110 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//110 här//AB//advmod//110 är//VB|PRS|AKT//cop//110 ett//DT|NEU|SIN|IND//det//110 stort//JJ|POS|NEU|SIN|IND|NOM//amod//110 kunskapsproblem//NN|NEU|SIN|IND|NOM//ccomp//103 ,//MID//punct//112 säger//VB|PRS|AKT//parataxis//103 Karl-Erik//PM|NOM//nsubj//112 Eriksson//PM|NOM//flat//113 .//MAD//punct//112
Orden för kunskap;Vi//PN|UTR|PLU|DEF|SUB//nsubj//117 använder//VB|PRS|AKT//parataxis//112 soﬁstikerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//119 metoder//NN|UTR|PLU|IND|NOM//obj//117 och//KN//cc//121 undersökningar//NN|UTR|PLU|IND|NOM//conj//119 världen//NN|UTR|SIN|DEF|NOM//obj//117 över//AB//compound:prt//117 för//PP//mark//126 att//IE//mark//126 lura//VB|INF|AKT//advcl//117 oss//PN|UTR|PLU|DEF|OBJ//obj//126 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//127 på//PP//case//130 vad//HP|NEU|SIN|IND//obl//126 som//HP|-|-|-//nsubj//133 är//VB|PRS|AKT//cop//133 värdefullt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//130 och//KN//cc//138 vad//HP|NEU|SIN|IND//dislocated//138 som//HP|-|-|-//nsubj//138 är//VB|PRS|AKT//cop//138 värdelöst//JJ|POS|NEU|SIN|IND|NOM//conj//133 .//MAD//punct//78
Orden för kunskap;Sven-Eric//PM|NOM//nsubj//2 Liedman//PM|NOM//flat//0 frågar//VB|PRS|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 om//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 över//PP//advmod//9 huvud//NN|NEU|SIN|IND|NOM//fixed//6 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//6 går//VB|PRS|AKT//ccomp//2 att//IE//mark//11 kvantiﬁera//VB|INF|AKT//csubj//9 något//DT|NEU|SIN|IND//det//13 sådant//JJ|POS|NEU|SIN|IND|NOM//obj//11 som//KN//case//15 livskvalitet//NN|UTR|SIN|IND|NOM//nmod//13 .//MID//punct//2
Orden för kunskap;När//HA//mark//19 man//PN|UTR|SIN|IND|SUB//nsubj//19 försöker//VB|PRS|AKT//advcl//2 göra//VB|INF|AKT//xcomp//19 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//20 ,//MID//punct//2 ställs//VB|PRS|SFO//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj:pass//23 inför//PP//case//29 ett//DT|NEU|SIN|IND//det//29 olösligt//JJ|POS|NEU|SIN|IND|NOM//amod//29 ﬁlosoﬁskt//JJ|POS|NEU|SIN|IND|NOM//amod//29 dilemma//NN|NEU|SIN|IND|NOM//obl//23 .//MAD//punct//2
Orden för kunskap;Enligt//PP//case//1 specialisterna//NN|UTR|PLU|DEF|NOM//obl//2 börjar//VB|PRS|AKT//ROOT//2 vi//PN|UTR|PLU|DEF|SUB//nsubj//2 vårt//PS|NEU|SIN|DEF//nmod:poss//5 lärande//NN|NEU|SIN|IND|NOM//obj//2 redan//AB//advmod//8 i//PP//case//8 moderlivet//NN|NEU|SIN|DEF|NOM//obl//2 ,//MID//punct//2 berättar//VB|PRS|AKT//parataxis//2 Sven-Eric//PM|NOM//nsubj//10 Liedman//PM|NOM//flat//11 .//MAD//punct//2
Orden för kunskap;Var//PN|UTR|SIN|IND|SUB/OBJ//nsubj//18 och//KN//fixed//14 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//14 kan//VB|PRS|AKT//aux//18 se//VB|INF|AKT//parataxis//2 att//SN//mark//24 ett//DT|NEU|SIN|IND//det//22 litet//JJ|POS|NEU|SIN|IND|NOM//amod//22 barn//NN|NEU|SIN|IND|NOM//nsubj//24 ständigt//AB|POS//advmod//24 lär//VB|PRS|AKT//ccomp//18 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//24 nytt//AB|POS//advmod//24 .//MAD//punct//18
Orden för kunskap;Hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 människans//NN|UTR|SIN|DEF|GEN//nmod:poss//30 liv//NN|NEU|SIN|IND|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 ett//DT|NEU|SIN|IND//det//39 oavlåtligt//JJ|POS|NEU|SIN|IND|NOM//amod//39 ,//MID//punct//35 mer//AB|KOM//conj//33 eller//KN//cc//37 mindre//AB|KOM//conj//33 framgångsrikt//JJ|POS|NEU|SIN|IND|NOM//amod//39 försök//NN|NEU|SIN|IND|NOM//parataxis//18 att//IE//mark//41 orientera//VB|INF|AKT//acl//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//41 ,//MID//punct//44 göra//VB|INF|AKT//conj//39 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 hemmastadd//AB//xcomp//44 ,//MID//punct//48 begripa//VB|INF|AKT//conj//46 ,//MID//punct//50 behärska//VB|INF|AKT//conj//39 .//MID//punct//57
Orden för kunskap;När//HA//mark//56 något//DT|NEU|SIN|IND//det//56 fullständigt//AB|POS//advmod//55 oväntat//AB|POS//advmod//56 inträffar//VB|PRS|AKT//advcl//57 kullkastas//VB|PRS|SFO//conj//39 inte//AB//advmod//57 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//57 man//PN|UTR|SIN|IND|SUB//nsubj//62 tidigare//AB|KOM//advmod//62 lärt//VB|SUP|AKT//acl:relcl//59 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//62 .//MAD//punct//2
Orden för kunskap;"Sammanhanget//NN|NEU|SIN|DEF|NOM//nsubj:pass//66 förändras//VB|PRS|SFO//parataxis//2 bara//AB//advmod//69 en//DT|UTR|SIN|IND//det//69 smula//NN|UTR|SIN|IND|NOM//advmod//66 ;//MID//punct//66"
Orden för kunskap;och//KN//cc//73 snart//AB|POS//advmod//73 glider//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 nyss//AB//advmod//73 så//AB//advmod//77 häpnadsväckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//73 in//AB//compound:prt//73 i//PP//case//81 den//DT|UTR|SIN|DEF//det//81 bakgrund//NN|UTR|SIN|IND|NOM//obl//73 där//HA//advmod//91 allt//DT|NEU|SIN|IND/DEF//det//84 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//91 vi//PN|UTR|PLU|DEF|SUB//nsubj//86 förväntar//VB|PRS|AKT//acl:relcl//84 oss//PN|UTR|PLU|DEF|OBJ//obj//86 och//KN//cc//89 ﬁnner//VB|PRS|AKT//conj//86 troligt//AB|POS//advmod//91 dväljs//VB|PRS|SFO//acl:relcl//81 .//MAD//punct//2
Orden för kunskap;Människor//NN|UTR|PLU|IND|NOM//nsubj//94 har//VB|PRS|AKT//parataxis//2 en//DT|UTR|SIN|IND//det//96 förmåga//NN|UTR|SIN|IND|NOM//obj//94 att//IE//mark//98 integrera//VB|INF|AKT//acl//96 nyheter//NN|UTR|PLU|IND|NOM//obj//98 i//PP//case//103 sin//PS|UTR|SIN|DEF//nmod:poss//103 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//103 erfarenhetsvärld//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//94
Orden för kunskap;Vi//PN|UTR|PLU|DEF|SUB//nsubj//107 är//VB|PRS|AKT//cop//107 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//parataxis//94 och//KN//cc//110 alltid//AB//advmod//110 indragna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//107 i//PP//case//113 en//DT|UTR|SIN|IND//det//113 process//NN|UTR|SIN|IND|NOM//obl//110 av//PP//case//116 livslångt//JJ|POS|NEU|SIN|IND|NOM//amod//116 lärande//NN|NEU|SIN|IND|NOM//nmod//113 ,//MID//punct//121 vare//KN//mark//121 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//118 vi//PN|UTR|PLU|DEF|SUB//nsubj//121 vill//VB|PRS|AKT//conj//107 eller//KN//conj//107 inte//AB//advmod//107 .//MAD//punct//107
Orden för kunskap;Däremot//AB//advmod//129 kan//VB|PRS|AKT//aux//129 denna//DT|UTR|SIN|DEF//det//128 process//NN|UTR|SIN|IND|NOM//nsubj:pass//129 gestaltas//VB|PRS|SFO//conj//107 på//PP//case//132 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//132 sätt//NN|NEU|PLU|IND|NOM//obl//129 .//MAD//punct//107
Orden för kunskap;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//136 kan//VB|PRS|AKT//aux//136 framstå//VB|INF|AKT//parataxis//107 som//KN//case//141 en//DT|UTR|SIN|IND//det//140 meningsfull//JJ|POS|UTR|SIN|IND|NOM//amod//140 rad//NN|UTR|SIN|IND|NOM//nmod//141 etapper//NN|UTR|PLU|IND|NOM//obl//136 där//HA//advmod//144 vi//PN|UTR|PLU|DEF|SUB//nsubj//144 blir//VB|PRS|AKT//acl:relcl//141 klokare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//144 för//PP//case//149 varje//DT|UTR/NEU|SIN|IND//det//149 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//149 skede//NN|NEU|SIN|IND|NOM//obl//144 .//MAD//punct//136
Orden för kunskap;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//154 kan//VB|PRS|AKT//aux//154 också//AB//advmod//154 vara//VB|INF|AKT//parataxis//136 som//KN//case//157 en//DT|UTR|SIN|IND//det//157 färd//NN|UTR|SIN|IND|NOM//obl//154 utan//PP//case//159 styrsel//NN|UTR|SIN|IND|NOM//nmod//157 .//MAD//punct//136
Orden för kunskap;Den//DT|UTR|SIN|DEF//det//162 förra//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj:pass//163 kallas//VB|PRS|SFO//conj//136 av//PP//case//165 hävd//NN|UTR|SIN|IND|NOM//obl:agent//163 en//DT|UTR|SIN|IND//det//167 bildningsprocess//NN|UTR|SIN|IND|NOM//xcomp//163 .//MAD//punct//2
Orden för kunskap;LÄROPROCESSEN//PM|NOM//ROOT//0
Orden för kunskap;Föreställning//NN|UTR|SIN|IND|NOM//nsubj//22 om//PP//case//2 kunskapen//NN|UTR|SIN|DEF|NOM//nmod//0 främst//AB|SUV//advmod//0 som//KN//case//6 en//DT|UTR|SIN|IND//det//6 tillfällighetsartikel//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//12 som//HP|-|-|-//obl//12 man//PN|UTR|SIN|IND|SUB//nsubj//12 snabbt//AB|POS//advmod//12 måste//VB|PRS|AKT//aux//12 tillägna//VB|INF|AKT//acl:relcl//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//12 och//KN//cc//17 lika//AB//advmod//16 snabbt//AB|POS//advmod//17 göra//VB|INF|AKT//conj//12 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//17 av//PL//compound:prt//17 med//PP//obl//17 ,//MID//punct//12 stämmer//VB|PRS|AKT//ROOT//22 illa//AB//advmod//22 med//PP//case//27 den//DT|UTR|SIN|DEF//det//27 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 tid//NN|UTR|SIN|IND|NOM//obl//22 som//HP|-|-|-//obj//32 varje//DT|UTR/NEU|SIN|IND//det//31 verklig//JJ|POS|UTR|SIN|IND|NOM//amod//31 läroprocess//NN|UTR|SIN|IND|NOM//nsubj//32 kräver//VB|PRS|AKT//acl:relcl//27 .//MAD//punct//22
