Etappmål i miljömålssystemet;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Miljömålsberedningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Andreas Carlgren;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Andreas//PM|NOM//nsubj//3 Carlgren//PM|NOM//flat:name//1 förordnade//VB|PRT|AKT//ROOT//3 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 juli//NN|UTR|SIN|IND|NOM//nmod//9 2010//RG|NOM//nummod//8 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//9 Rolf//PM|NOM//nsubj//3 Annerberg//PM|NOM//flat:name//9 som//KN//mark//12 ordförande//NN|UTR|SIN|IND|NOM//acl:cleft//9 i//PP//case//14 kommittén//NN|UTR|SIN|DEF|NOM//obl//3 .//MAD//punct//3
Till statsrådet Andreas Carlgren;Samma//DT|UTR/NEU|SIN/PLU|IND//det//17 dag//NN|UTR|SIN|IND|NOM//obl//18 förordnades//VB|PRT|SFO//parataxis//3 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//20 Per//PM|NOM//nsubj:pass//18 Bolund//PM|NOM//flat//20 (//PAD//punct//20 MP//PM|NOM//appos//20 )//PAD//punct//18 ,//MID//punct//3 Anita//PM|NOM//dep//3 Brodén//PM|NOM//flat:name//26 (//PAD//punct//26 FP//PM|NOM//appos//26 )//PAD//punct//26 ,//MID//punct//26 Lars//PM|NOM//conj//26 Hjälmered//PM|NOM//flat:name//32 (//PAD//punct//32 M//PM|NOM//appos//32 )//PAD//punct//32 ,//MID//punct//26 Liza-Maria//PM|NOM//appos//26 Norlin//PM|NOM//flat//38 (//PAD//punct//38 KD//PM|NOM//appos//38 )//PAD//punct//38 ,//MID//punct//44 Emma//PM|NOM//conj//26 Wallrup//PM|NOM//flat//44 (//PAD//punct//44 V//NN|NEU|SIN|IND|NOM//nummod//44 )//PAD//punct//44 ,//MID//punct//50 Claes//PM|NOM//conj//26 Västerteg//PM|NOM//flat:name//50 (//PAD//punct//50 C//PM|NOM//nummod//50 )//PAD//punct//50 samt//KN//cc//57 Anders//PM|NOM//nmod:poss//57 Ygeman//PM|NOM//conj//26 (//PAD//punct//59 S//NN|NEU|SIN|IND|NOM//appos//57 )//PAD//punct//59 som//KN//mark//62 ledamöter//NN|UTR|PLU|IND|NOM//appos//57 i//PP//case//64 kommittén//NN|UTR|SIN|DEF|NOM//nmod//62 .//MAD//punct//3
Till statsrådet Andreas Carlgren;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 14//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//6 2010//RG|NOM//nummod//4 förordnades//VB|PRT|SFO//ROOT//6 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//6 att//IE//mark//12 som//KN//mark//12 experter//NN|UTR|PLU|IND|NOM//nsubj//12 biträda//VB|INF|AKT//acl//8 kommittén//NN|UTR|SIN|DEF|NOM//obj//12 ://MID//punct//12
Till statsrådet Andreas Carlgren;departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//16 Robert//PM|NOM//appos//12 Andrén//PM|NOM//flat:name//16 ,//MID//punct//16 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//20 Stefan//PM|NOM//appos//16 Karlsson//PM|NOM//flat:name//20 ,//MID//punct//20 departementssekreterarna//NN|UTR|PLU|DEF|NOM//nmod//24 Caroline//PM|NOM//conj//16 Dahlbom//PM|NOM//flat:name//24 ,//MID//punct//16 Elisabeth//PM|NOM//conj//16 Lidbaum//PM|NOM//flat//27 ,//MID//punct//30 Henrik//PM|NOM//conj//16 Lindblad//PM|NOM//flat//30 och//KN//cc//33 Petronella//PM|NOM//conj//16 Troselius//PM|NOM//flat//33 samt//KN//cc//37 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//37 Kristina//PM|NOM//nmod//38 Åkesson//PM|NOM//flat:name//16 .//MAD//punct//12
Till statsrådet Andreas Carlgren;Genom//PP//case//42 samma//DT|UTR/NEU|SIN/PLU|IND//det//42 beslut//NN|NEU|SIN|IND|NOM//obl//43 förordnades//VB|PRT|SFO//conj//12 sektionschefen//NN|UTR|SIN|DEF|NOM//nmod//45 AnnSofie//PM|NOM//xcomp//43 Eriksson//PM|NOM//flat//45 ,//MID//punct//45 länsrådet//NN|NEU|SIN|DEF|NOM//nmod//49 Anne-Li//PM|NOM//appos//45 Fiskesjö//PM|NOM//flat:name//49 ,//MID//punct//49 miljöpolicyrådgivaren//NN|UTR|SIN|DEF|NOM//nmod//53 Lovisa//PM|NOM//conj//45 Hagberg//PM|NOM//flat:name//53 ,//MID//punct//45 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//58 Helena//PM|NOM//conj//45 Jonsson//PM|NOM//flat:name//58 ,//MID//punct//58 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//62 Mikael//PM|NOM//conj//45 Karlsson//PM|NOM//flat:name//62 ,//MID//punct//65 kommunalrådet//NN|NEU|SIN|DEF|NOM//nmod//66 Henrik//PM|NOM//conj//12 Ripa//PM|NOM//flat:name//66 ,//MID//punct//70 miljöansvariga//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//70 Inger//PM|NOM//conj//12 Strömdahl//PM|NOM//flat:name//70 och//KN//cc//73 miljöchefen//NN|UTR|SIN|DEF|NOM//nmod//74 Klas//PM|NOM//conj//70 Lundberg//PM|NOM//flat:name//74 som//KN//mark//77 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//12 i//PP//case//79 kommittén//NN|UTR|SIN|DEF|NOM//nmod//77 .//MAD//punct//6
Till statsrådet Andreas Carlgren;Den//DT|UTR|SIN|DEF//det//2 18//RG|NOM//nummod//2 november//NN|UTR|SIN|IND|NOM//obl//4 2010//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//6 Robert//PM|NOM//nsubj:pass//4 Andrén//PM|NOM//flat:name//6 från//PP//case//10 sin//PS|UTR|SIN|DEF//nmod:poss//10 expertfunktion//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//12 kommittén//NN|UTR|SIN|DEF|NOM//obl//4 och//KN//cc//17 vid//PP//case//16 samma//DT|UTR/NEU|SIN/PLU|IND//det//16 tillfälle//NN|NEU|SIN|IND|NOM//obl//17 förordnades//VB|PRT|SFO//conj//4 i//PP//advmod//17 stället//NN|NEU|SIN|DEF|NOM//fixed//18 ämnessakkunnige//VB|PRS|AKT//fixed//18 Håkan//PM|NOM//xcomp//17 Alfredsson//PM|NOM//flat//21 .//MAD//punct//4
Till statsrådet Andreas Carlgren;Genom//PP//case//26 samma//DT|UTR/NEU|SIN/PLU|IND//det//26 beslut//NN|NEU|SIN|IND|NOM//obl//27 entledigades//VB|PRT|SFO//parataxis//4 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//29 Claes//PM|NOM//nsubj:pass//27 Västerteg//PM|NOM//flat:name//29 (//PAD//punct//29 C//PM|NOM//appos//29 )//PAD//punct//27 och//KN//cc//36 Anders//PM|NOM//nmod:poss//36 Ygeman//PM|NOM//conj//4 (//PAD//punct//36 S//NN|NEU|SIN|IND|NOM//appos//36 )//PAD//punct//36 och//KN//cc//41 förordnades//VB|PRT|SFO//conj//4 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//43 Matilda//PM|NOM//dep//41 Ernkrans//PM|NOM//flat//43 (//PAD//punct//43 S//NN|NEU|SIN|IND|NOM//appos//43 )//PAD//punct//41 och//KN//cc//49 Roger//PM|NOM//conj//4 Tiefensee//PM|NOM//flat//49 (//PAD//punct//49 C//PM|NOM//appos//49 )//PAD//punct//49 som//KN//mark//55 ledamöter//NN|UTR|PLU|IND|NOM//appos//49 i//PP//case//57 kommittén//NN|UTR|SIN|DEF|NOM//nmod//55 .//MAD//punct//49
Till statsrådet Andreas Carlgren;Genom//PP//case//60 beslut//NN|NEU|SIN|IND|NOM//obl//65 den//DT|UTR|SIN|DEF//det//63 26//RG|NOM//nummod//63 november//NN|UTR|SIN|IND|NOM//obl//65 2010//RG|NOM//nummod//63 entledigades//VB|PRT|SFO//conj//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//67 Liza-Maria//PM|NOM//nsubj:pass//65 Norlin//PM|NOM//flat//67 (//PAD//punct//65 KD//PM|NOM//nsubj:pass//65 )//PAD//punct//65 och//KN//cc//75 i//PP//advmod//75 stället//NN|NEU|SIN|DEF|NOM//fixed//73 förordnades//VB|PRT|SFO//conj//4 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//77 Irene//PM|NOM//nsubj//75 Oskarsson//PM|NOM//flat:name//77 (//PAD//punct//75 KD//PM|NOM//appos//75 )//PAD//punct//80 som//KN//mark//83 ledamot//NN|UTR|SIN|IND|NOM//xcomp//75 i//PP//case//85 kommittén//NN|UTR|SIN|DEF|NOM//obl//83 .//MAD//punct//4
Till statsrådet Andreas Carlgren;Från//PP//case//5 och//KN//fixed//0 med//PP//fixed//0 den//DT|UTR|SIN|DEF//det//5 15//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//7 2011//RG|NOM//nummod//5 entledigades//VB|PRT|SFO//ROOT//7 departementssekreterarna//NN|UTR|PLU|DEF|NOM//nmod//9 Henrik//PM|NOM//nsubj:pass//7 Lindblad//PM|NOM//flat:name//9 och//KN//cc//12 Caroline//PM|NOM//conj//9 Dahlbom//PM|NOM//flat:name//12 från//PP//case//16 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//16 funktion//NN|UTR|SIN|IND|NOM//obl//7 som//KN//mark//18 experter//NN|UTR|PLU|IND|NOM//appos//16 i//PP//case//20 kommittén//NN|UTR|SIN|DEF|NOM//nmod//18 och//KN//cc//23 samtidigt//AB//advmod//23 förordnades//VB|PRT|SFO//conj//18 istället//AB//case//26 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//26 Joachim//PM|NOM//obl//23 Waern//PM|NOM//flat:name//26 .//MAD//punct//7
Till statsrådet Andreas Carlgren;Pirjo//PM|NOM//nmod//1 Körsén//PM|NOM//nsubj//2 arbetade//VB|PRT|AKT//ROOT//2 som//KN//case//4 sekreterare//NN|UTR|SIN|IND|NOM//obl//2 i//PP//case//6 kommittén//NN|UTR|SIN|DEF|NOM//nmod//4 mellan//PP//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 juli//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//14 den//DT|UTR|SIN|DEF//det//14 31//RG|NOM//nummod//14 oktober//NN|UTR|SIN|IND|NOM//conj//10 2010//RG|NOM//nummod//14 .//MAD//punct//14
Till statsrådet Andreas Carlgren;Som//KN//mark//18 huvudsekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//19 anställdes//VB|PRT|SFO//conj//2 den//DT|UTR|SIN|DEF//det//22 2//RO|NOM//nummod//22 augusti//NN|UTR|SIN|IND|NOM//nmod//25 2010//RG|NOM//nummod//24 Marie//PM|NOM//compound//25 Uhrwing//PM|NOM//nsubj:pass//19 .//MAD//punct//19
Till statsrådet Andreas Carlgren;Mellan//PP//case//30 den//DT|UTR|SIN|DEF//det//30 23//RG|NOM//nummod//30 september//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//35 31//RG|NOM//nummod//33 december//NN|UTR|SIN|IND|NOM//nmod//34 2010//RG|NOM//obl//35 arbetade//VB|PRT|AKT//conj//19 Mattias//PM|NOM//nsubj//35 Ankarhem//PM|NOM//flat//36 som//KN//case//39 sekreterare//NN|UTR|SIN|IND|NOM//obl//35 i//PP//case//41 kommittén//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//19
Till statsrådet Andreas Carlgren;Den//DT|UTR|SIN|DEF//det//45 1//RO|NOM//nummod//45 december//NN|UTR|SIN|IND|NOM//obl//47 2010//RG|NOM//nummod//45 anställdes//VB|PRT|SFO//parataxis//19 Sara//PM|NOM//nsubj:pass//47 Sundgren//PM|NOM//flat//48 som//KN//case//51 sekreterare//NN|UTR|SIN|IND|NOM//xcomp//47 ,//MID//punct//55 Mark//PM|NOM//nmod:poss//54 Marissink//PM|NOM//nsubj:pass//55 anställdes//VB|PRT|SFO//conj//47 som//KN//case//57 sekreterare//NN|UTR|SIN|IND|NOM//obl:agent//55 den//DT|UTR|SIN|DEF//det//60 1//RO|NOM//nummod//60 januari//NN|UTR|SIN|IND|NOM//obl//67 2011//RG|NOM//nummod//60 och//KN//cc//65 den//DT|UTR|SIN|DEF//det//65 15//RG|NOM//nummod//65 februari//NN|UTR|SIN|IND|NOM//conj//60 2011//RG|NOM//nummod//65 anställdes//VB|PRT|SFO//conj//19 Anneli//PM|NOM//nsubj:pass//67 Josefsson//PM|NOM//flat:name//68 som//KN//case//71 sekreterare//NN|UTR|SIN|IND|NOM//obl//67 .//MID//punct//19
Till statsrådet Andreas Carlgren;Håkan//PM|NOM//nsubj//76 Heden//PM|NOM//flat//73 har//VB|PRS|AKT//aux//76 arbetat//VB|SUP|AKT//parataxis//19 som//KN//mark//78 konsult//NN|UTR|SIN|IND|NOM//advcl//76 för//PP//case//80 kommittén//NN|UTR|SIN|DEF|NOM//obl//76 från//PP//case//82 december//NN|UTR|SIN|IND|NOM//nmod//80 2010//RG|NOM//nummod//82 och//KN//cc//89 fram//AB//advmod//89 till//PP//case//89 den//DT|UTR|SIN|DEF//det//89 31//RG|NOM//nummod//89 mars//NN|UTR|SIN|IND|NOM//obl//76 2011//RG|NOM//nummod//89 .//MAD//punct//2
Till statsrådet Andreas Carlgren;Beredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 första//RO|NOM//amod//2 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 redovisades//VB|PRT|SFO//ROOT//3 i//PP//case//6 ett//DT|NEU|SIN|IND//det//6 delbetänkande//NN|NEU|SIN|IND|NOM//obl//3 (//PAD//punct//6 SOU//PM|NOM//nmod//9 2010:101//RG|NOM//appos//6 )//PAD//punct//6 i//PP//case//12 december//NN|UTR|SIN|IND|NOM//obl//3 2010//RG|NOM//nummod//12 .//MAD//punct//3
Till statsrådet Andreas Carlgren;Härmed//AB//advmod//1 överlämnar//VB|PRS|AKT//ROOT//1 beredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 delbetänkandet//NN|NEU|SIN|DEF|NOM//det//4 Förslag//NN|NEU|SIN|IND|NOM//obj//1 till//PP//case//6 etappmål//NN|NEU|PLU|IND|NOM//nmod//4 i//PP//case//8 miljömålssystemet//NN|NEU|SIN|DEF|NOM//nmod//6 (//PAD//punct//4 SOU//PM|NOM//appos//4 2011//RG|NOM//nummod//10 ://MID//punct//4 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Andreas Carlgren;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 mars//NN|UTR|SIN|IND|NOM//obl//0 2011//RG|NOM//nummod//2
Till statsrådet Andreas Carlgren;Rolf//PM|NOM//nsubj//3 Annerberg//PM|NOM//flat:name//0 /Marie//RG|NOM//cc//3 Uhrwing//NN|UTR|SIN|IND|NOM//ROOT//3
Till statsrådet Andreas Carlgren;Anneli//PM|NOM//ROOT//0 Josefsson//PM|NOM//flat:name//0
Till statsrådet Andreas Carlgren;Mark//PM|NOM//nmod//1 Marissink//PM|NOM//ROOT//1
Till statsrådet Andreas Carlgren;Sara//PM|NOM//ROOT//0 Sundgren//PM|NOM//flat//0 7.6//RG|NOM//flat//0 Lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 åtgärder//NN|UTR|PLU|IND|NOM//obj//0 för//PP//case//7 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//7 utsläpp//NN|NEU|PLU|IND|NOM//nmod//0 och//KN//cc//11 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//10 8.4//RG|NOM//nmod//11 Utveckling//NN|UTR|SIN|IND|NOM//conj//0 av//PP//case//14  //_SP////12 EU-lagstiftning//NN|UTR|SIN|IND|NOM//nmod//11 och//KN//cc//16 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//0


1.1 Miljömålen är grunden för miljöpolitiken;Det//DT|NEU|SIN|DEF//det//2 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 målet//NN|NEU|SIN|DEF|NOM//dislocated//25 för//PP//case//4 miljöpolitiken//NN|UTR|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//2 att//IE//mark//10 till//PP//case//9 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 generation//NN|UTR|SIN|IND|NOM//obl//10 lämna//VB|INF|AKT//csubj//2 över//PL//case//13 ett//DT|NEU|SIN|IND//det//13 samhälle//NN|NEU|SIN|IND|NOM//obj//10 där//HA//advmod//21 de//DT|UTR/NEU|PLU|DEF//det//17 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 miljöproblemen//NN|NEU|PLU|DEF|NOM//nsubj//21 i//PP//case//19 Sverige//PM|NOM//nmod//17 är//VB|PRS|AKT//cop//21 lösta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//13 .//MAD//punct//2
1.1 Miljömålen är grunden för miljöpolitiken;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 bör//VB|PRS|AKT//aux//25 ske//VB|INF|AKT//ROOT//25 utan//PP//mark//28 att//IE//mark//28 orsaka//VB|INF|AKT//advcl//25 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 miljö-//NN|UTR|-|-|SMS//obj//28 och//KN//cc//32 hälsoproblem//NN|NEU|PLU|IND|NOM//conj//30 utanför//PP//case//35 Sveriges//PM|GEN//nmod:poss//35 gränser//NN|UTR|PLU|IND|NOM//obl//28 .//MAD//punct//25
1.1 Miljömålen är grunden för miljöpolitiken;Målet//NN|NEU|SIN|DEF|NOM//nsubj//38 förutsätter//VB|PRS|AKT//parataxis//25 en//DT|UTR|SIN|IND//det//41 ambitiös//JJ|POS|UTR|SIN|IND|NOM//amod//41 miljöpolitik//NN|UTR|SIN|IND|NOM//obj//38 i//PP//case//43 Sverige//PM|NOM//nmod//41 ,//MID//punct//46 inom//PP//case//46 EU//PM|NOM//obl//38 och//KN//cc//50 i//PP//case//50 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 sammanhang//NN|NEU|PLU|IND|NOM//conj//46 .//MAD//punct//25
1.1 Miljömålen är grunden för miljöpolitiken;Som//KN//case//3 grund//NN|UTR|SIN|IND|NOM//fixed//0 för//PP//fixed//0 miljöarbetet//NN|NEU|SIN|DEF|NOM//obl//4 ligger//VB|PRS|AKT//ROOT//4 det//DT|NEU|SIN|DEF//expl//4 generationsmål//NN|NEU|SIN|IND|NOM//nsubj//4 och//KN//cc//10 de//DT|UTR/NEU|PLU|DEF//det//10 sexton//RG|NOM//nummod//10 miljökvalitetsmål//NN|NEU|PLU|IND|NOM//conj//6 som//HP|-|-|-//obj//14 riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//14 har//VB|PRS|AKT//aux//14 beslutat//VB|SUP|AKT//acl:relcl//10 .//MAD//punct//4
1.1 Miljömålen är grunden för miljöpolitiken;Generationsmålet//NN|NEU|SIN|DEF|NOM//nsubj//17 anger//VB|PRS|AKT//parataxis//4 inriktningen//NN|UTR|SIN|DEF|NOM//obj//17 för//PP//case//21 den//DT|UTR|SIN|DEF//det//21 samhällsomvandling//NN|UTR|SIN|IND|NOM//obl//17 som//HP|-|-|-//nsubj//24 behöver//VB|PRS|AKT//aux//24 ske//VB|INF|AKT//acl:relcl//21 inom//PP//case//27 en//DT|UTR|SIN|IND//det//27 generation//NN|UTR|SIN|IND|NOM//obl//24 för//PP//mark//30 att//IE//mark//30 nå//VB|INF|AKT//advcl//24 miljökvalitetsmålen//NN|UTR|SIN|DEF|NOM//obj//30 .//MAD//punct//4
1.1 Miljömålen är grunden för miljöpolitiken;Miljökvalitetsmålen//NN|UTR|SIN|DEF|NOM//nsubj//34 anger//VB|PRS|AKT//parataxis//4 det//DT|NEU|SIN|DEF//det//36 tillstånd//NN|NEU|SIN|IND|NOM//obj//34 i//PP//case//40 den//DT|UTR|SIN|DEF//det//40 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 miljön//NN|UTR|SIN|DEF|NOM//nmod//36 som//HP|-|-|-//obl//44 miljöarbetet//NN|NEU|SIN|DEF|NOM//nsubj//44 ska//VB|PRS|AKT//aux//44 leda//VB|INF|AKT//acl:relcl//40 till//PP//case//41 .//MAD//punct//34
1.1 Miljömålen är grunden för miljöpolitiken;Förutsättningarna//NN|UTR|PLU|DEF|NOM//nsubj//52 att//IE//mark//49 uppnå//VB|INF|AKT//acl//47 miljökvalitetsmålen//NN|UTR|SIN|DEF|NOM//obj//49 ska//VB|PRS|AKT//aux//52 vara//VB|INF|AKT//parataxis//34 på//PP//case//54 plats//NN|UTR|SIN|IND|NOM//obl//52 inom//PP//case//57 en//DT|UTR|SIN|IND//det//57 generation//NN|UTR|SIN|IND|NOM//obl//52 ,//MID//punct//59 räknat//PC|PRF|NEU|SIN|IND|NOM//conj//34 från//PP//advmod//59 när//HA//mark//63 målen//NN|NEU|PLU|DEF|NOM//nsubj:pass//63 beslutades//VB|PRT|SFO//advcl//59 i//PP//case//65 riksdagen//NN|UTR|SIN|DEF|NOM//obl//63 1999//RG|NOM//nummod//65 (//PAD//punct//63 prop//NN|UTR|SIN|IND|NOM//appos//63 .//MAD//punct//68
