och Miljökonsekvensbeskrivningar;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Miljöprocessutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Miljödepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Miljöprocessutredningen//NN|UTR|SIN|DEF|NOM//obj//2 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Den//DT|UTR|SIN|DEF//det//2 20//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2007//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 lagmannen//NN|UTR|SIN|DEF|NOM//nmod//6 Ulf//PM|NOM//nsubj:pass//4 Andersson//PM|NOM//flat:name//6 att//IE//mark//11 vara//VB|INF|AKT//cop//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet och chefen för Miljödepartementet;Den//DT|UTR|SIN|DEF//det//2 6//RO|NOM//nummod//2 oktober//NN|UTR|SIN|IND|NOM//obl//4 2008//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//6 Lars//PM|NOM//nsubj:pass//4 Holmgård//PM|NOM//flat:name//6 att//IE//mark//11 vara//VB|INF|AKT//cop//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 20//RG|NOM//nummod//6 september//NN|UTR|SIN|IND|NOM//obl//2 2007//RG|NOM//nummod//8 professorn//NN|UTR|SIN|DEF|NOM//nmod//9 Peter//PM|NOM//nsubj//6 Fitger//PM|NOM//flat:name//9 och//KN//cc//13 chefsrådmannen//NN|UTR|SIN|DEF|NOM//nmod//13 Claes//PM|NOM//conj//9 Kristensson//PM|NOM//flat:name//13 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 20//RG|NOM//nummod//6 september//NN|UTR|SIN|IND|NOM//obl//2 2007//RG|NOM//nummod//6 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//9 Camilla//PM|NOM//obl//2 Adolfsson//PM|NOM//flat:name//9 ,//MID//punct//9 miljörättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//13 Oscar//PM|NOM//appos//9 Alarik//PM|NOM//flat:name//13 ,//MID//punct//9 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//17 Agnetha//PM|NOM//appos//9 Alriksson//PM|NOM//flat:name//17 ,//MID//punct//9 advokatfiskalen//NN|UTR|SIN|DEF|NOM//nmod//21 Karolina//PM|NOM//appos//9 Ardesjö//PM|NOM//flat//21 Lundén//PM|NOM//flat:name//9 ,//MID//punct//9 fastighetsrådet//NN|NEU|SIN|DEF|NOM//parataxis//2 Anders//PM|NOM//nmod:poss//27 Dahlsjö//PM|NOM//nsubj//25 ,//MID//punct//29 chefsrådmannen//NN|UTR|SIN|DEF|NOM//nmod//30 Jim//PM|NOM//appos//27 Emilsson//PM|NOM//flat//30 ,//MID//punct//30 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//34 Ivar//PM|NOM//appos//27 Frostenson//PM|NOM//flat:name//34 ,//MID//punct//34 juristen//NN|UTR|SIN|DEF|NOM//nmod//38 Agneta//PM|NOM//conj//27 Gardar//PM|NOM//conj//2 ,//MID//punct//42 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 Susanne//PM|NOM//appos//39 Gerland//PM|NOM//flat:name//42 ,//MID//punct//42 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//46 Margaretha//PM|NOM//appos//42 Gistorp//PM|NOM//flat:name//46 ,//MID//punct//46 bolagsjuristen//NN|UTR|SIN|DEF|NOM//nmod//50 Ulrik//PM|NOM//appos//39 Johansson//PM|NOM//flat:name//50 ,//MID//punct//50 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//54 Anna//PM|NOM//appos//50 Josefsson//PM|NOM//flat:name//54 ,//MID//punct//50 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//58 Bjarne//PM|NOM//parataxis//2 Karlsson//PM|NOM//flat:name//58 ,//MID//punct//58 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//62 Mats//PM|NOM//conj//58 Kryhl//PM|NOM//flat:name//62 ,//MID//punct//65 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//58 Malin//PM|NOM//nsubj//65 Larsson//PM|NOM//flat//66 ,//MID//punct//58 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//70 Elisabeth//PM|NOM//appos//58 Lidbaum//PM|NOM//flat:name//70 ,//MID//punct//58 miljörättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//74 Henrik//PM|NOM//appos//58 Malmberg//PM|NOM//flat:name//74 ,//MID//punct//58 miljörådet//NN|NEU|SIN|DEF|NOM//nmod//78 Lena//PM|NOM//conj//58 Nilsson//PM|NOM//flat:name//78 ,//MID//punct//78 lagmannen//NN|UTR|SIN|DEF|NOM//nmod//82 Håkan//PM|NOM//appos//78 Nordling//PM|NOM//flat:name//82 ,//MID//punct//78 förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//86 Germund//PM|NOM//appos//78 Persson//PM|NOM//flat:name//86 ,//MID//punct//86 hovrättsrådet//NN|NEU|SIN|DEF|NOM//nmod//90 Liselotte//PM|NOM//conj//78 Rågmark//PM|NOM//flat:name//90 ,//MID//punct//90 1//RG|NOM//nummod//78 ://MID//punct//78 e//PP//case//97 länsjuristen//NN|UTR|SIN|DEF|NOM//nmod//97 Magnus//PM|NOM//obl//2 Sandström//PM|NOM//flat:name//97 ,//MID//punct//97 divisionschefen//NN|UTR|SIN|DEF|NOM//nmod//101 Micaela//PM|NOM//conj//97 Schulman//PM|NOM//flat:name//101 ,//MID//punct//97 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//105 Karin//PM|NOM//appos//97 Sjökvist//PM|NOM//flat:name//105 ,//MID//punct//97 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//109 Dan//PM|NOM//appos//97 Töllborn//PM|NOM//flat:name//109 ,//MID//punct//97 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//113 Sanna//PM|NOM//appos//97 Viklund//PM|NOM//flat:name//113 och//KN//cc//116 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//117 Henrik//PM|NOM//flat:name//97 Wingfors//PM|NOM//flat:name//117 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Advokaten//NN|UTR|SIN|DEF|NOM//nmod//1 Mårten//PM|NOM//nsubj:pass//3 Bengtsson//PM|NOM//flat:name//1 förordnades//VB|PRT|SFO//ROOT//3 som//KN//mark//5 expert//NN|UTR|SIN|IND|NOM//xcomp//3 fr.o.m.//AB|AN//case//9 den//DT|UTR|SIN|DEF//det//9 9//RO|NOM//nummod//9 oktober//NN|UTR|SIN|IND|NOM//obl//3 2007//RG|NOM//nummod//9 och//KN//cc//13 docenten//NN|UTR|SIN|DEF|NOM//nmod//13 Jan//PM|NOM//nsubj:pass//15 Darpö//PM|NOM//flat:name//13 förordnades//VB|PRT|SFO//parataxis//3 som//KN//mark//17 expert//NN|UTR|SIN|IND|NOM//xcomp//15 fr.o.m.//AB|AN//case//22 den//PN|UTR|SIN|DEF|SUB/OBJ//det//22  //_SP////19 15//RG|NOM//nummod//22 oktober//NN|UTR|SIN|IND|NOM//obl//15 2007//RG|NOM//nummod//22 .//MAD//punct//3
Till statsrådet och chefen för Miljödepartementet;Margaretha//PM|NOM//nmod//1 Gistorp//PM|NOM//nsubj:pass//2 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 12//RG|NOM//nummod//6 november//NN|UTR|SIN|IND|NOM//obl//2 2007//RG|NOM//nummod//6 och//KN//cc//11 i//PP//advmod//11 stället//NN|NEU|SIN|DEF|NOM//fixed//9 förordnades//VB|PRT|SFO//conj//2 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//13 Lena//PM|NOM//nsubj//11 Källberg//PM|NOM//flat:name//13 som//KN//mark//16 expert//NN|UTR|SIN|IND|NOM//xcomp//11 fr.o.m.//AB|AN//case//20 den//DT|UTR|SIN|DEF//det//20 13//RG|NOM//nummod//20 november//NN|UTR|SIN|IND|NOM//obl//11 2007//RG|NOM//nummod//20 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Elisabeth//PM|NOM//nsubj:pass//25 Lidbaum//PM|NOM//flat//23 entledigades//VB|PRT|SFO//conj//2 fr.o.m.//AB|AN//case//29 den//DT|UTR|SIN|DEF//det//29 31//RG|NOM//nummod//29 december//NN|UTR|SIN|IND|NOM//obl//25 2007//RG|NOM//nummod//29 och//KN//cc//34 i//PP//advmod//34 stället//NN|NEU|SIN|DEF|NOM//fixed//32 förordnades//VB|PRT|SFO//conj//25 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nsubj:pass//34 Eva-Lena//PM|NOM//nmod//37 Almér//PM|NOM//obj//34 som//KN//mark//39 expert//NN|UTR|SIN|IND|NOM//xcomp//34 fr.o.m.//AB|AN//case//43 den//DT|UTR|SIN|DEF//det//43 1//RO|NOM//nummod//43 januari//NN|UTR|SIN|IND|NOM//obl//34 2008//RG|NOM//nummod//43 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//obl//2 2008//RG|NOM//nummod//6 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//9 Fredrik//PM|NOM//appos//6 Bonde//PM|NOM//flat:name//9 ,//MID//punct//9 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//13 Karl-Erik//PM|NOM//appos//9 Nilsson//PM|NOM//flat:name//13 och//KN//cc//17 generalsekreteraren//NN|UTR|SIN|DEF|NOM//nmod//17 Stefan//PM|NOM//conj//9 Nyström//PM|NOM//flat:name//17 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 15//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//obl//9 2008//RG|NOM//nummod//6 advokaten//NN|UTR|SIN|DEF|NOM//appos//6 Bo//PM|NOM//dep//2 Hansson//PM|NOM//flat//9 ,//MID//punct//9 miljöjuristen//NN|UTR|SIN|DEF|NOM//nmod//13 Lennart//PM|NOM//conj//9 Sandebjer//PM|NOM//flat:name//13 och//KN//cc//17 juristen//NN|UTR|SIN|DEF|NOM//nmod//17 Carl-Ivar//PM|NOM//conj//13 Stahl//PM|NOM//flat:name//17 ,//MID//punct//9 fr.o.m.//AB|AN//fixed//9 den//DT|UTR|SIN|DEF//det//23 21//RG|NOM//nummod//23 januari//NN|UTR|SIN|IND|NOM//obl//25 2008//RG|NOM//nummod//23 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//26 Ingrid//PM|NOM//nsubj//9 Hasselsten//PM|NOM//flat:name//26 och//KN//cc//32 fr.o.m.//AB|AN//case//32 den//DT|UTR|SIN|DEF//det//32 25//RG|NOM//nummod//32 januari//NN|UTR|SIN|IND|NOM//nmod//35 2008//RG|NOM//nummod//32 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//35 Stefan//PM|NOM//dep//9 Nilsson//PM|NOM//flat:name//35 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Karolina//PM|NOM//nsubj:pass//3 Ardesjö//PM|NOM//flat//0 Lundén//PM|NOM//flat//0 entledigades//VB|PRT|SFO//ROOT//3 fr.o.m.//AB|AN//case//7 den//DT|UTR|SIN|DEF//det//7 29//RG|NOM//nummod//7 februari//NN|UTR|SIN|IND|NOM//obl//3 2008//RG|NOM//nummod//7 och//KN//cc//12 i//PP//advmod//12 stället//NN|NEU|SIN|DEF|NOM//fixed//10 förordnades//VB|PRT|SFO//conj//3 advokatfiskalen//NN|UTR|SIN|DEF|NOM//nmod//14 Johan//PM|NOM//nsubj//12 Svensson//PM|NOM//flat:name//14 som//KN//mark//17 expert//NN|UTR|SIN|IND|NOM//xcomp//12 fr.o.m.//AB|AN//case//21 den//DT|UTR|SIN|DEF//det//21 1//RO|NOM//nummod//21 mars//NN|UTR|SIN|IND|NOM//obl//12 2008//RG|NOM//nummod//21 .//MAD//punct//3
Till statsrådet och chefen för Miljödepartementet;Eva-Lena//PM|NOM//nmod//1 Almér//PM|NOM//nsubj:pass//2 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 8//RO|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obl//2 2008//RG|NOM//nummod//6 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 8//RO|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//nmod//9 2008//RG|NOM//nummod//8 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//9 Magnus//PM|NOM//obl//2 Blümer//PM|NOM//flat:name//9 och//KN//cc//13 civilingenjören//NN|UTR|SIN|DEF|NOM//nmod//13 Walter//PM|NOM//conj//9 Johansson//PM|NOM//flat:name//13 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Henrik//PM|NOM//nsubj:pass//2 Wingfors//PM|NOM//flat//0 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 20//RG|NOM//nummod//6 oktober//NN|UTR|SIN|IND|NOM//obl//2 2008//RG|NOM//nummod//6 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Micaela//PM|NOM//nsubj:pass//11 Schulman//PM|NOM//flat//9 entledigades//VB|PRT|SFO//parataxis//2 fr.o.m.//AB|AN//case//15 den//DT|UTR|SIN|DEF//det//15 1//RO|NOM//nummod//15 november//NN|UTR|SIN|IND|NOM//obl//11 2008//RG|NOM//nummod//15 och//KN//cc//20 i//PP//advmod//20 stället//NN|NEU|SIN|DEF|NOM//fixed//18 förordnades//VB|PRT|SFO//conj//11 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//22 Mårten//PM|NOM//nsubj//20 Dunér//PM|NOM//flat:name//22 som//KN//mark//25 expert//NN|UTR|SIN|IND|NOM//xcomp//20 fr.o.m.//AB|AN//case//29 den//DT|UTR|SIN|DEF//det//29 1//RO|NOM//nummod//29 november//NN|UTR|SIN|IND|NOM//obl//20 2008//RG|NOM//nummod//29 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 expert//NN|UTR|SIN|IND|NOM//advcl//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 november//NN|UTR|SIN|IND|NOM//nmod//9 2008//RG|NOM//nummod//9 ämnessakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 Ingela//PM|NOM//obl//2 Sundelin//PM|NOM//flat:name//9 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Som//KN//case//1 expert//NN|UTR|SIN|IND|NOM//advcl//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 15//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//obl//2 2009//RG|NOM//nummod//8 informationssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//9 Lars//PM|NOM//nsubj//6 Lindström//PM|NOM//flat:name//9 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Anders//PM|NOM//nmod//1 Dahlsjö//PM|NOM//nsubj:pass//2 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 19//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//obl//2 2009//RG|NOM//nummod//6 och//KN//cc//11 i//PP//advmod//11 stället//NN|NEU|SIN|DEF|NOM//fixed//9 förordnades//VB|PRT|SFO//conj//2 miljörådet//NN|NEU|SIN|DEF|NOM//nmod//13 Sven//PM|NOM//nsubj//11 Bengtsson//PM|NOM//flat:name//13 som//KN//mark//16 expert//NN|UTR|SIN|IND|NOM//xcomp//11 fr.o.m.//AB|AN//case//20 den//DT|UTR|SIN|DEF//det//20 19//RG|NOM//nummod//20 januari//NN|UTR|SIN|IND|NOM//obl//11 2009//RG|NOM//nummod//20 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Stefan//PM|NOM//nsubj:pass//2 Nilsson//PM|NOM//flat:name//0 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 4//RO|NOM//nummod//6 februari//NN|UTR|SIN|IND|NOM//obl//2 2009//RG|NOM//nummod//6 .//MAD//punct//2
Till statsrådet och chefen för Miljödepartementet;Johan//PM|NOM//nsubj:pass//2 Svensson//PM|NOM//flat:name//0 entledigades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//case//6 den//DT|UTR|SIN|DEF//det//6 12//RG|NOM//nummod//6 februari//NN|UTR|SIN|IND|NOM//obl//2 2009//RG|NOM//nummod//6 och//KN//cc//11 i//PP//advmod//11 stället//NN|NEU|SIN|DEF|NOM//fixed//9 förordnades//VB|PRT|SFO//conj//2 advokatfiskalen//NN|UTR|SIN|DEF|NOM//nmod//13 Karolina//PM|NOM//nmod:poss//15 Ardesjö//PM|NOM//flat//13 Lundén//PM|NOM//xcomp//11 som//KN//mark//17 expert//NN|UTR|SIN|IND|NOM//xcomp//11 fr.o.m.//AB|AN//case//21 den//DT|UTR|SIN|DEF//det//21 12//RG|NOM//nummod//21 februari//NN|UTR|SIN|IND|NOM//obl//11 2009//RG|NOM//nummod//21 .//MAD//punct//2
