Sammanfattning av uppdraget (1);En//DT|UTR|SIN|IND//det//2 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 kommitté//NN|UTR|SIN|IND|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 följa//VB|INF|AKT//ROOT//4 den//DT|UTR|SIN|DEF//det//7 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//4 i//PP//case//9 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//7 .//MAD//punct//4

Uppdraget (1);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 bör//VB|PRS|AKT//aux//2 följa//VB|INF|AKT//ROOT//2 *//MID//punct//4 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//2 av//PP//case//8 den//DT|UTR|SIN|DEF//det//8 kursutformade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//4 *//MID//punct//11 effekterna//NN|UTR|PLU|DEF|NOM//nsubj//25 av//PP//case//13 utbyggnaden//NN|UTR|SIN|DEF|NOM//nmod//11 av//PP//case//15 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//13 på//PP//case//18 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 orter//NN|UTR|PLU|IND|NOM//nmod//13 ,//MID//punct//11 *//MID//punct//25 i//PP//case//23 vilken//HD|UTR|SIN|IND//det//23 utsträckning//NN|UTR|SIN|IND|NOM//obl//25 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//25 får//VB|PRS|AKT//conj//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//27 utbildningsval//NN|NEU|PLU|IND|NOM//obj//25 tillgodosedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obj//25 ,//MID//punct//25 *//MID//punct//34 i//PP//case//33 vilken//HD|UTR|SIN|IND//det//33 utsträckning//NN|UTR|SIN|IND|NOM//obl//34 målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//44 att//SN//mark//39 alla//DT|UTR/NEU|PLU|IND/DEF//det//37 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//39 skall//VB|PRS|AKT//aux//39 få//VB|INF|AKT//csubj//34 en//DT|UTR|SIN|IND//det//41 fullständi//NN|UTR|SIN|IND|NOM//nmod//43 g//JJ|AN//amod//43 gymnasieutbildning//NN|UTR|SIN|IND|NOM//obj//39 nås//VB|INF|SFO//advcl//2 ,//MID//punct//44 *//MID//punct//63 effekterna//NN|UTR|PLU|DEF|NOM//nsubj//63 av//PP//case//51 den//DT|UTR|SIN|DEF//det//51 höjda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//51 ambitionsnivån//NN|UTR|SIN|DEF|NOM//nmod//47 inom//PP//case//54 de//DT|UTR/NEU|PLU|DEF//det//54 yrkesförberedand//NN|NEU|PLU|IND|NOM//nmod//47 e//PP//nummod//56 utbildningarna//NN|UTR|PLU|DEF|NOM//nmod//47 och//KN//cc//63 *//MID//punct//63 i//PP//case//61 vilken//HD|UTR|SIN|IND//det//61 utsträckning//NN|UTR|SIN|IND|NOM//nmod//62 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nsubj//63 svarar//VB|PRS|AKT//conj//2 mot//PP//case//66 avnämarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//66 förvänt//VB|SUP|AKT//obl//63 -//MID//punct//66 ningar//NN|UTR|PLU|IND|NOM//conj//66 .//MAD//punct//2
Uppdraget (1);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 vara//VB|INF|AKT//cop//3 verksam//JJ|POS|UTR|SIN|IND|NOM//ROOT//3 till//PP//compound:prt//3 och//KN//cc//8 med//PP//case//7 juni//NN|UTR|SIN|IND|NOM//nmod//8 1997//RG|NOM//obl//3 och//KN//cc//11 årligen//AB//advmod//11 redovisa//VB|INF|AKT//conj//3 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//13 bedömningar//NN|UTR|PLU|IND|NOM//obj//11 till//PP//case//15 regeringen//NN|UTR|SIN|DEF|NOM//nmod//13 .//MAD//punct//3
Uppdraget (1);Statsrådet//NN|NEU|SIN|DEF|NOM//nsubj//2 Ask//PM|NOM//flat//0 har//VB|PRS|AKT//aux//6 i//PP//case//4 juni//NN|UTR|SIN|IND|NOM//obl//6 1993//RG|NOM//nummod//4 tillkallat//VB|SUP|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 arbetsgrupp//NN|UTR|SIN|IND|NOM//nsubj//6 (//PAD//punct//8 U//PM|NOM//appos//8 1993//RG|NOM//nummod//10 ://MID//punct//8
Uppdraget (1);G//NN|NEU|SIN|IND|NOM//appos//8 )//PAD//punct//13 inom//PP//case//16 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//obl//6 som//HP|-|-|-//nsubj//18 följer//VB|PRS|AKT//acl:relcl//16 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//20 arbete//NN|NEU|SIN|IND|NOM//obj//18 med//PP//mark//23 att//IE//mark//23 utveckla//VB|INF|AKT//advcl//18 en//DT|UTR|SIN|IND//det//27 mer//AB|KOM//advmod//26 kursutformad//PC|PRF|UTR|SIN|IND|NOM//amod//27 gymnasieskola//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//6
Uppdraget (1);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//31 bör//VB|PRS|AKT//aux//31 dra//VB|INF|AKT//parataxis//6 nytta//NN|UTR|SIN|IND|NOM//obj//31 av//PP//case//36 de//DT|UTR/NEU|PLU|DEF//det//36 t//NN|AN//amod//36 underlag//NN|NEU|SIN|IND|NOM//obl//31 som//HP|-|-|-//nsubj//38 kommer//VB|PRS|AKT//acl:relcl//36 fram//PL//advmod//38 genom//PP//case//43 såväl//KN//advmod//42 denna//DT|UTR|SIN|DEF//det//43 arbetsgrupp//NN|UTR|SIN|IND|NOM//obl//38 som//HP|-|-|-//mark//47 genom//PP//case//47 Skolverkets//PM|GEN//nmod:poss//47 uppföljnings-//NN|UTR|-|-|SMS//nmod//43 och//KN//cc//49 utvärderingsverksamhet//NN|UTR|SIN|IND|NOM//conj//47 .//MAD//punct//6

Ramar för kommitténs arbete;Kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//4 för//PP//case//2 kommittén//NN|UTR|SIN|DEF|NOM//nmod//0 skall//VB|PRS|AKT//aux//4 belasta//VB|INF|AKT//ROOT//4 åttonde//RO|NOM//amod//7 huvudtitelns//NN|UTR|SIN|DEF|GEN//amod//7 anslag//NN|NEU|SIN|IND|NOM//nmod//8 A2//PM|NOM//obj//4 .//MAD//punct//4
Ramar för kommitténs arbete;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//12 skall//VB|PRS|AKT//aux//12 beakta//VB|INF|AKT//parataxis//4 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 direktiv//NN|NEU|PLU|IND|NOM//obj//12 till//PP//case//17 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//17 kommittéer//NN|UTR|PLU|IND|NOM//obl//12 och//KN//cc//20 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 utredare//NN|UTR|PLU|IND|NOM//conj//17 om//PP//mark//23 att//IE//mark//23 pröva//VB|INF|AKT//acl//20 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 åtaganden//NN|NEU|PLU|IND|NOM//obj//23 (//PAD//punct//25 dir//NN|AN//appos//25 .//MAD//punct//12
Ramar för kommitténs arbete;1994:23//RG|NOM//obl//12 )//PAD//punct//29 ,//MID//punct//34 o//NN|NEU|SIN|IND|NOM//advmod//34 m//PM|NOM//nmod//34 beaktande//NN|NEU|SIN|IND|NOM//conj//12 av//PP//case//36 EG-aspekter//NN|UTR|PLU|IND|NOM//nmod//34 i//PP//case//38 utredningsverksamheten//NN|UTR|SIN|DEF|NOM//nmod//34 (//PAD//punct//34 1988:43//RG|NOM//appos//34 )//PAD//punct//45 samt//KN//cc//45 om//PP//case//45 regionalpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 konsekvenser//NN|UTR|PLU|IND|NOM//conj//34 (//PAD//punct//45 dir//NN|AN//appos//45 .//MAD//punct//45
Ramar för kommitténs arbete;1992:50//RG|NOM//conj//34 )//PAD//punct//34 .//MAD//punct//12
Ramar för kommitténs arbete;(//PAD//punct//53 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//appos//12 )//PAD//punct//53


Tilläggsdirektiv till kommittén som följer den pågående utvecklingen i gymnasieskolan (U 1994:02);Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 24//RG|NOM//nummod//5 november//NN|UTR|SIN|IND|NOM//obl//0 1994//RG|NOM//nummod//5

Sammanfattning av uppdraget (2);Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//18 för//PP//case//4 den//DT|UTR|SIN|DEF//det//4 parlamentariska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 kommitté//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//4 som//HP|-|-|-//nsubj:pass//8 har//VB|PRS|AKT//aux//8 tillsatts//VB|SUP|SFO//acl:relcl//4 för//PP//mark//11 att//IE//mark//11 följa//VB|INF|AKT//advcl//8 den//DT|UTR|SIN|DEF//det//14 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//11 i//PP//case//16 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//11 ,//MID//punct//0 utvidgas//VB|INF|SFO//ROOT//18 till//PP//mark//21 att//IE//mark//21 omfatta//VB|INF|AKT//advcl//18 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 frågor//NN|UTR|PLU|IND|NOM//obj//21 som//HP|-|-|-//nsubj//25 rör//VB|PRS|AKT//acl:relcl//23 inf//HA//amod//27 örandet//NN|NEU|SIN|DEF|NOM//obj//25 av//PP//case//31 den//DT|UTR|SIN|DEF//det//31 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//27 och//KN//cc//35 det//DT|NEU|SIN|DEF//det//35 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 betygssystemet//NN|NEU|SIN|DEF|NOM//conj//31 .//MAD//punct//18

Bakgrund (2);Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 i//PP//case//3 april//NN|UTR|SIN|IND|NOM//obl//1 1994//RG|NOM//nummod//3 om//PP//case//6 direktiv//NN|NEU|PLU|IND|NOM//obl//1 för//PP//case//9 en//DT|UTR|SIN|IND//det//9 parlamentaris//NN|UTR|SIN|IND|NOM//nmod//6 k//JJ|AN//case//11 kommitté//NN|UTR|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//14 skall//VB|PRS|AKT//aux//14 följa//VB|INF|AKT//acl:relcl//11 den//DT|UTR|SIN|DEF//det//17 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//14 i//PP//case//19 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//17 (//PAD//punct//17 dir//NN|AN//obl//14 .//MAD//punct//1
Bakgrund (2);1994:29//RG|NOM//punct//1 )//PAD//punct//1 .//MAD//punct//29
Bakgrund (2);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//29 skall//VB|PRS|AKT//aux//29 vara//VB|INF|AKT//cop//29 verksam//JJ|POS|UTR|SIN|IND|NOM//conj//1 till//PP//compound:prt//29 och//KN//cc//34 med//PP//case//33 juni//NN|UTR|SIN|IND|NOM//nmod//34 1997//RG|NOM//conj//29 och//KN//cc//37 årligen//AB//advmod//37 redovisa//VB|INF|AKT//conj//29 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//39 bedömningar//NN|UTR|PLU|IND|NOM//obj//37 till//PP//case//41 regeringen//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//1
Bakgrund (2);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 följa//VB|INF|AKT//ROOT//2 *//MID//punct//4 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//2 av//PP//case//8 den//DT|UTR|SIN|DEF//det//8 kursutformade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//4 *//MID//punct//10 effekterna//NN|UTR|PLU|DEF|NOM//conj//4 av//PP//case//12 utbyggnaden//NN|UTR|SIN|DEF|NOM//nmod//10 av//PP//case//14 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//12 på//PP//case//17 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 orter//NN|UTR|PLU|IND|NOM//nmod//12 *//MID//punct//23 i//PP//case//21 vilken//HD|UTR|SIN|IND//det//21 utsträckning//NN|UTR|SIN|IND|NOM//obl//23 eleverna//NN|UTR|PLU|DEF|NOM//nsubj//23 får//VB|PRS|AKT//conj//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//25 utbildningsval//NN|NEU|PLU|IND|NOM//obj//23 tillgodosedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obj//23 *//MID//punct//31 i//PP//case//30 vilken//HD|UTR|SIN|IND//det//30 utsträckning//NN|UTR|SIN|IND|NOM//obl//31 målet//NN|NEU|SIN|DEF|NOM//conj//2 att//SN//mark//36 alla//DT|UTR/NEU|PLU|IND/DEF//det//34 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//36 skall//VB|PRS|AKT//aux//36 få//VB|INF|AKT//csubj//31 en//DT|UTR|SIN|IND//det//38 fullständi//NN|UTR|SIN|IND|NOM//nmod//40 g//JJ|AN//amod//40 gymnasieutbildning//NN|UTR|SIN|IND|NOM//obj//36 nås//VB|PRS|SFO//advcl//2 *//MID//punct//43 effekterna//NN|UTR|PLU|DEF|NOM//obj//2 av//PP//case//47 den//DT|UTR|SIN|DEF//det//47 höjda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//47 ambitionsnivån//NN|UTR|SIN|DEF|NOM//nmod//43 inom//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//50 yrkesförberedand//NN|NEU|PLU|IND|NOM//nmod//43 e//PP//nummod//52 utbildningarna//NN|UTR|PLU|DEF|NOM//nmod//43 *//MID//punct//43 i//PP//case//56 vilken//HD|UTR|SIN|IND//det//56 utsträckning//NN|UTR|SIN|IND|NOM//obl//58 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nsubj//58 svarar//VB|PRS|AKT//acl:relcl//43 mot//PP//case//61 avnämarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//61 förvänt//VB|SUP|AKT//nmod//43 -//MID//punct//61 ningar//NN|UTR|PLU|IND|NOM//conj//61 .//MAD//punct//2
Bakgrund (2);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 dra//VB|INF|AKT//ROOT//2 nytta//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//5 underlag//NN|NEU|SIN|IND|NOM//obl//2 dels//KN//advmod//10 från//PP//case//10 den//DT|UTR|SIN|DEF//det//10 departementala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 arbetsgruppen//NN|UTR|SIN|DEF|NOM//obl//2 för//PP//case//12 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//10 av//PP//case//16 en//DT|UTR|SIN|IND//det//16 kursutformad//PC|PRF|UTR|SIN|IND|NOM//amod//16 gymnasieskola//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//20 dels//KN//advmod//20 från//PP//case//20 Skolverket//PM|NOM//obl//2 .//MAD//punct//2

Uppdraget (2);Utöver//PP//case//1 de//DT|UTR/NEU|PLU|DEF//det//3 områ//UO//advmod//3 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//12 som//HP|-|-|-//nsubj//6 redan//AB//advmod//6 ingår//VB|PRS|AKT//acl:relcl//3 i//PP//case//9 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//9 uppdrag//NN|NEU|SIN|IND|NOM//obl//6 skall//VB|PRS|AKT//aux//12 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//12 följa//VB|INF|AKT//ROOT//12 *//MID//punct//12 hur//HA//advmod//18 det//DT|NEU|SIN|DEF//det//17 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 betygssystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//18 tillämpas//VB|PRS|SFO//ccomp//12 i//PP//case//20 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//18 ,//MID//punct//18 *//MID//punct//42 hur//HA//advmod//42 elevernas//NN|UTR|PLU|DEF|GEN//nmod:poss//25 inflytande//NN|NEU|SIN|IND|NOM//nsubj//42 på//PP//case//28 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//28 verksamhet//NN|UTR|SIN|IND|NOM//nmod//25 ,//MID//punct//25 framför//PP//case//31 allt//PN|NEU|SIN|IND|SUB/OBJ//nmod//25 på//PP//case//33 planeringen//NN|UTR|SIN|DEF|NOM//nmod//31 av//PP//case//35 undervisningen//NN|UTR|SIN|DEF|NOM//nmod//33 ,//MID//punct//37 tillgodoses//VB|PRS|SFO//conj//35 ,//MID//punct//37 *//MID//punct//42 hur//HA//advmod//42 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//42 organiserar//VB|PRS|AKT//conj//12 utbildning//NN|UTR|SIN|IND|NOM//obj//42 för//PP//case//45 elever//NN|UTR|PLU|IND|NOM//nmod//43 med//PP//case//47 studiesvårigheter//NN|UTR|PLU|IND|NOM//obl//42 dels//KN//advmod//51 genom//PP//case//51 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 program//NN|NEU|PLU|IND|NOM//obl//42 ,//MID//punct//57 dels//KN//advmod//57 inom//PP//case//57 gymnasieskolans//NN|UTR|SIN|DEF|GEN//nmod:poss//57 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 pro//NN|NEU|SIN|IND|NOM//conj//51 -//MID//punct//57 gram//NN|NEU|PLU|IND|NOM//nmod//57 samt//KN//cc//65 hur//HA//advmod//65 det//DT|NEU|SIN|DEF//det//64 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//64 programmet//NN|NEU|SIN|DEF|NOM//nsubj:pass//65 används//VB|PRS|SFO//conj//12 för//PP//mark//68 att//IE//mark//68 stödja//VB|INF|AKT//advcl//65 eleverna//NN|UTR|PLU|DEF|NOM//obj//68 på//PP//case//72 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//72 väg//NN|UTR|SIN|IND|NOM//obl//68 till//PP//case//77 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 eller//KN//cc//76 specialutformade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//74 program//NN|NEU|PLU|IND|NOM//nmod//72 ,//MID//punct//65 *//MID//punct//84 hur//HA//advmod//84 undervisningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//84 i//PP//case//83 kärnämnen//NN|NEU|PLU|IND|NOM//obl//84 utvecklas//VB|PRS|SFO//conj//12 för//PP//mark//87 att//IE//mark//87 främja//VB|INF|AKT//advcl//84 elever//NN|UTR|PLU|IND|NOM//obj//87 s//PP//case//90 studieresultat//NN|NEU|PLU|IND|NOM//obl//87 ,//MID//punct//90 *//MID//punct//97 hur//HA//advmod//97 den//DT|UTR|SIN|DEF//det//96 arbetsplatsförlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//96 utbildningens//NN|UTR|SIN|DEF|GEN//nmod:poss//97 omfattning//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//99 kvalitet//NN|UTR|SIN|IND|NOM//conj//97 upp//PL//nmod//99 -//MID//punct//102 rätthålls//AB//conj//97 och//KN//cc//106 hur//HA//advmod//106 lärlingsutbildningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//106 utvecklas//VB|PRS|SFO//conj//12 genom//PP//case//108 samverkan//NN|UTR|SIN|IND|NOM//obl//106 mellan//PP//case//113 å//PP//advmod//113 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//110 sidan//NN|UTR|SIN|DEF|NOM//fixed//110 kommuner//NN|UTR|PLU|IND|NOM//nmod//108 och//KN//cc//118 å//PP//advmod//118 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//115 sidan//NN|UTR|SIN|DEF|NOM//fixed//115 företag//NN|NEU|PLU|IND|NOM//conj//113 ,//MID//punct//120 organisationer//NN|UTR|PLU|IND|NOM//conj//118 och//KN//cc//123 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 arbetsgivare//NN|UTR|PLU|IND|NOM//conj//118 och//KN//cc//134 *//MID//punct//131 hur//HA//advmod//127 flickors//NN|UTR|PLU|IND|GEN//nmod:poss//131 och//KN//cc//129 pojkars//NN|UTR|PLU|IND|GEN//conj//127 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//131 rätt//NN|UTR|SIN|IND|NOM//advmod//134 och//KN//cc//133 möjligheter//NN|UTR|PLU|IND|NOM//conj//131 främjas//VB|INF|SFO//conj//106 ,//MID//punct//136 varvi//NN|UTR|SIN|IND|NOM//conj//134 d//NN|AN//case//138 kommittén//NN|UTR|SIN|DEF|NOM//obl//134 skall//VB|PRS|AKT//aux//140 beakta//VB|INF|AKT//conj//12 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//142 direktiv//NN|NEU|PLU|IND|NOM//obj//140 (//PAD//punct//144 1994:124//RG|NOM//appos//142 )//PAD//punct//144 till//PP//case//148 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//148 kommittéer//NN|UTR|PLU|IND|NOM//obl//140 och//KN//cc//151 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//151 utredare//NN|UTR|PLU|IND|NOM//conj//148 att//IE//mark//153 redovisa//VB|INF|AKT//acl//151 jämställdhetspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//155 konsekvenser//NN|UTR|PLU|IND|NOM//obj//153 .//MAD//punct//12
Uppdraget (2);(//PAD//punct//158 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//appos//12 )//PAD//punct//158

Sammanfattning av kommitténs första delbetänkande, Den nya gymnasieskolan – hur går det? (SOU 1996:1);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 tillsatts//VB|SUP|SFO//ROOT//2 fö//NN|NEU|SIN|IND|NOM//amod//4 r//UO//obl//2 att//IE//mark//6 följa//VB|INF|AKT//xcomp//2 utvecklingen//NN|UTR|SIN|DEF|NOM//obj//6 i//PP//case//9 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//6 och//KN//cc//13 skall//VB|PRS|AKT//aux//13 årligen//AB//advmod//13 rapportera//VB|INF|AKT//conj//2 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//15 bedömningar//NN|UTR|PLU|IND|NOM//obj//13 till//PP//case//17 regeringen//NN|UTR|SIN|DEF|NOM//obl//13 .//MAD//punct//2
Sammanfattning av kommitténs första delbetänkande, Den nya gymnasieskolan – hur går det? (SOU 1996:1);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//20 har//VB|PRS|AKT//aux//25 i//PP//case//24 sit//NN|NEU|SIN|IND|NOM//nmod:poss//24 t//JJ|AN//nmod//24 arbete//NN|NEU|SIN|IND|NOM//obl//25 använt//VB|SUP|AKT//conj//2 underlag//NN|NEU|SIN|IND|NOM//obj//25 från//PP//case//28 Skolverket//PM|NOM//nmod//26 ,//MID//punct//30 arbetsgruppen//NN|UTR|SIN|DEF|NOM//conj//25 för//PP//case//34 en//DT|UTR|SIN|IND//det//34 kursutformad//PC|PRF|UTR|SIN|IND|NOM//amod//34 gymnasieskola//NN|UTR|SIN|IND|NOM//nmod//30 ,//MID//punct//37 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 kommunförbundet//NN|NEU|SIN|DEF|NOM//conj//34 ,//MID//punct//25 forskningsrapporter//NN|UTR|PLU|IND|NOM//obl//40 sam//JJ|AN//conj//25 t//NN|AN//nmod//42 erfarenheter//NN|UTR|PLU|IND|NOM//obj//40 som//HP|-|-|-//obj//48 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//48 och//KN//cc//47 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//47 ledamöter//NN|UTR|PLU|IND|NOM//conj//44 gjort//VB|SUP|AKT//acl:relcl//42 vid//PP//case//50 besök//NN|NEU|PLU|IND|NOM//obl//48 i//PP//case//52 skolor//NN|UTR|PLU|IND|NOM//nmod//50 och//KN//cc//55 vid//PP//case//55 föredragningar//NN|UTR|PLU|IND|NOM//conj//25 inför//PP//case//57 kommittén//NN|UTR|SIN|DEF|NOM//nmod//55 .//MAD//punct//2
Sammanfattning av kommitténs första delbetänkande, Den nya gymnasieskolan – hur går det? (SOU 1996:1);Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//6 under//PP//case//5 första//RO|NOM//amod//4 årets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 arbete//NN|NEU|SIN|IND|NOM//obl//6 prioriterat//VB|SUP|AKT//advcl//46 de//DT|UTR/NEU|PLU|DEF//det//8 delar//NN|UTR|PLU|IND|NOM//obj//6 a//PM|NOM//case//11 v//KN|AN//nummod//11 gymnasiereformen//NN|UTR|SIN|DEF|NOM//nmod//8 som//HP|-|-|-//nsubj//17 enligt//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 signaler//NN|UTR|PLU|IND|NOM//obl//17 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//17 uppfattat//VB|SUP|AKT//acl:relcl//11 orsakar//VB|PRS|AKT//xcomp//17 de//DT|UTR/NEU|PLU|DEF//det//21 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//21 svårigheterna//NN|UTR|PLU|DEF|NOM//obj//18 och//KN//cc//23 diskuteras//VB|PRS|SFO//conj//18 me//UO//nummod//25 st//NN|AN//obl//23 och//KN//cc//32 som//HP|-|-|-//nsubj//32 samtidigt//AB//advmod//29 är//VB|PRS|AKT//cop//32 av//PP//case//32 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 betydelse//NN|UTR|SIN|IND|NOM//conj//23 för//PP//mark//40 att//SN//fixed//33 målen//NN|NEU|PLU|DEF|NOM//nsubj:pass//40 i//PP//case//38 re//PM|NOM//fixed//36 formen//NN|UTR|SIN|DEF|NOM//nmod//35 skall//VB|PRS|AKT//aux//40 nås//VB|INF|SFO//advcl//46 .//MAD//punct//46
