Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 5//RO|NOM//nummod//5 juli//NN|UTR|SIN|IND|NOM//obl//0 2001//RG|NOM//nummod//5 .//MAD//punct//0
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;I//PP//case//26 så//AB//amod//26 fall//NN|NEU|SIN|IND|NOM//obl//30 borde//VB|PRT|AKT//aux//30 egentligen//AB//advmod//30 lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj//30 innehålla//VB|INF|AKT//parataxis//9 föreskrifter//NN|UTR|PLU|IND|NOM//obj//30 i//PP//case//33 ämnet//NN|NEU|SIN|DEF|NOM//obl//30 för//PP//mark//36 att//IE//mark//36 tillgodose//VB|INF|AKT//advcl//30 kravet//NN|NEU|SIN|DEF|NOM//obj//36 i//PP//case//43 2//RG|NOM//nummod//40 kap.//NN|AN//nmod//41 18//RG|NOM//nummod//42 §//NN|AN//nmod//43 regeringsformen//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//9
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 torde//VB|PRT|AKT//aux//48 emellertid//AB//advmod//48 bli//VB|INF|AKT//parataxis//9 fråga//NN|UTR|SIN|IND|NOM//xcomp//48 om//PP//case//55 ett//DT|NEU|SIN|IND//det//54 så//AB//advmod//53 ytterligt//JJ|POS|NEU|SIN|IND|NOM//amod//54 fåtal//NN|NEU|SIN|IND|NOM//nmod//55 fall//NN|NEU|PLU|IND|NOM//obl//48 att//SN//mark//58 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//58 bjuder//VB|PRS|AKT//csubj//48 emot//PL//compound:prt//58 att//IE//mark//61 reglera//VB|INF|AKT//xcomp//58 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//61 uttryckligen//AB//advmod//61 .//MAD//punct//48
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Domstolarna//NN|UTR|PLU|DEF|NOM//nsubj//68 borde//VB|PRT|AKT//aux//68 kunna//VB|INF|AKT//aux//68 klara//VB|INF|AKT//parataxis//48 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//68 genom//PP//case//72 analogivis//AB//amod//72 tillämpning//NN|UTR|SIN|IND|NOM//obl//68 exempelvis//AB//advmod//72 av//PP//case//76 miljöbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//76 ersättningsregler//NN|UTR|PLU|IND|NOM//nmod//72 .//MAD//punct//68
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Vad//HP|NEU|SIN|IND//nsubj//91 som//HP|-|-|-//nsubj//83 i//PP//case//82 det//DT|NEU|SIN|DEF//det//82 följande//NN|NEU|SIN|IND|NOM//obl//83 sägs//VB|PRS|SFO//acl:relcl//78 om//PP//case//85 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//83 av//PP//case//87 EG//PM|NOM//nmod//85 ://MID//punct//78 s//JJ|AN//nummod//90 handelsdirektiv//NN|NEU|SIN|IND|NOM//nsubj//91 innebär//VB|PRS|AKT//advcl//68 att//SN//mark//103 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//103 i//PP//advmod//103 vart//DT|NEU|SIN|IND//fixed//94 fall//NN|NEU|SIN|IND|NOM//fixed//94 under//PP//case//100 de//DT|UTR/NEU|PLU|DEF//det//100 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//100 åren//NN|NEU|PLU|DEF|NOM//fixed//94 inte//AB//advmod//103 torde//VB|PRT|AKT//aux//103 bli//VB|INF|AKT//ccomp//91 fråga//NN|UTR|SIN|IND|NOM//xcomp//103 om//PP//case//106 tillämpning//NN|UTR|SIN|IND|NOM//obl//104 av//PP//case//109 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 regler//NN|UTR|PLU|IND|NOM//nmod//106 om//PP//case//111 expropriation//NN|UTR|SIN|IND|NOM//nmod//109 .//MAD//punct//91
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//121 om//PP//case//115 lagstiftning//NN|UTR|SIN|IND|NOM//nmod//113 torde//VB|PRT|AKT//aux//121 därför//AB//advmod//121 i//PP//case//120 vart//DT|NEU|SIN|IND//det//120 fall//NN|NEU|SIN|IND|NOM//obl//121 kunna//VB|INF|AKT//parataxis//91 anstå//VB|INF|AKT//obj//121 till//PP//case//124 dess//AB//obl//121 att//SN//mark//127 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//127 går//VB|PRS|AKT//ccomp//121 att//IE//mark//130 säkrare//AB|KOM//advmod//130 bedöma//VB|INF|AKT//csubj//127 ,//MID//punct//135 om//SN//mark//135 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//135 verkligen//AB//advmod//135 har//VB|PRS|AKT//advcl//121 någon//DT|UTR|SIN|IND//det//138 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//138 betydelse//NN|UTR|SIN|IND|NOM//obj//135 .//MAD//punct//121
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;5//RG|NOM//nummod//141 Bedömning//NN|UTR|SIN|IND|NOM//appos//121 mot//PP//case//143 bakgrund//NN|UTR|SIN|IND|NOM//nmod//141 av//PP//case//145 EG-rätten//NN|UTR|SIN|DEF|NOM//nmod//143
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Som//HA//mark//1 anförts//VB|SUP|SFO//advcl//5 i//PP//case//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//4 2//RG|NOM//obl//1 föreligger//VB|PRS|AKT//ROOT//5 nu//AB//advmod//5 förslag//NN|NEU|SIN|IND|NOM//nsubj//5 till//PP//case//10 ett//DT|NEU|SIN|IND//det//10 EG-direktiv//NN|NEU|SIN|IND|NOM//nmod//7 om//PP//case//13 ett//DT|NEU|SIN|IND//det//13 system//NN|NEU|SIN|IND|NOM//nmod//7 för//PP//case//15 handel//NN|UTR|SIN|IND|NOM//nmod//13 med//PP//case//17 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//15 för//PP//case//19 växthusgaser//NN|UTR|PLU|IND|NOM//nmod//17 inom//PP//case//21 gemenskapen//NN|UTR|SIN|DEF|NOM//nmod//19 och//KN//cc//24 om//PP//case//24 ändring//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//28 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 direktiv//NN|NEU|SIN|IND|NOM//amod//28 96/61//RG|NOM//nmod//24 ///MID//cc//30 EG//PM|NOM//conj//28 (//PAD//punct//32 handelsdirektivet//NN|NEU|SIN|DEF|NOM//conj//24 )//PAD//punct//32 .//MAD//punct//5
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//3 med//PP//case//2 handelsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//0 är//VB|PRS|AKT//ROOT//3 att//IE//mark//5 åstadkomma//VB|INF|AKT//ccomp//3 en//DT|UTR|SIN|IND//det//9 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//9 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 marknad//NN|UTR|SIN|IND|NOM//obj//5 för//PP//case//11 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//9 för//PP//case//13 växthusgaser//NN|UTR|PLU|IND|NOM//nmod//11 .//MAD//punct//3
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Om//SN//mark//17 handelsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 antas//VB|PRS|SFO//advcl//31 i//PP//case//19 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//17 med//PP//case//22 det//DT|NEU|SIN|DEF//det//22 förslag//NN|NEU|SIN|IND|NOM//obl//17 som//HP|-|-|-//nsubj//25 nu//AB//advmod//25 föreligger//VB|PRS|AKT//acl:relcl//22 skall//VB|PRS|AKT//aux//31 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 till//PP//case//30 en//DT|UTR|SIN|IND//det//30 början//NN|UTR|SIN|IND|NOM//obl//31 gälla//VB|INF|AKT//parataxis//3 för//PP//case//33 utsläpp//NN|NEU|PLU|IND|NOM//obl//31 av//PP//case//35 koldioxid//NN|UTR|SIN|IND|NOM//nmod//33 från//PP//case//37 förbränningsanläggningar//NN|UTR|PLU|IND|NOM//nmod//33 med//PP//case//41 en//DT|UTR|SIN|IND//det//41 tillförd//PC|PRF|UTR|SIN|IND|NOM//amod//41 effekt//NN|UTR|SIN|IND|NOM//nmod//37 på//PP//case//46 mer//AB|KOM//advmod//45 än//KN//fixed//43 20//RG|NOM//nummod//46 MW//NN|AN//nmod//41 ,//MID//punct//49 från//PP//case//49 mineraloljeraffinaderier//NN|NEU|PLU|IND|NOM//obl//31 och//KN//cc//51 koksverk//NN|NEU|PLU|IND|NOM//conj//49 ,//MID//punct//55 från//PP//case//55 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 anläggningar//NN|UTR|PLU|IND|NOM//conj//49 för//PP//case//57 produktion//NN|UTR|SIN|IND|NOM//nmod//55 och//KN//cc//59 bearbetning//NN|UTR|SIN|IND|NOM//conj//57 av//PP//case//61 järnmetaller//NN|UTR|PLU|IND|NOM//nmod//59 ,//MID//punct//55 från//PP//case//65 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 anläggningar//NN|UTR|PLU|IND|NOM//nmod//55 inom//PP//case//67 mineralindustrin//NN|UTR|SIN|DEF|NOM//nmod//65 för//PP//case//69 produktion//NN|UTR|SIN|IND|NOM//nmod//67 av//PP//case//71 cementklinker//NN|UTR|PLU|IND|NOM//nmod//69 ,//MID//punct//73 glas//NN|NEU|PLU|IND|NOM//conj//71 och//KN//cc//76 keramiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 produkter//NN|UTR|PLU|IND|NOM//conj//71 samt//KN//cc//81 från//PP//case//81 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 industriella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 anläggningar//NN|UTR|PLU|IND|NOM//conj//69 för//PP//case//83 framställning//NN|UTR|SIN|IND|NOM//nmod//81 av//PP//case//85 pappersmassa//NN|UTR|SIN|IND|NOM//nmod//83 ,//MID//punct//87 papper//NN|NEU|SIN|IND|NOM//conj//85 och//KN//cc//89 papp//NN|UTR|SIN|IND|NOM//conj//85 (//PAD//punct//81 artikel//NN|UTR|SIN|IND|NOM//nmod//92 2//RG|NOM//nmod//81 och//KN//cc//94 bilaga//NN|UTR|SIN|IND|NOM//conj//92 I//RG|NOM//nmod//81 )//PAD//punct//3 .//MAD//punct//3
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//104 är//VB|PRS|AKT//cop//104 alltså//AB//advmod//104 ett//DT|NEU|SIN|IND//det//103 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//103 antal//NN|NEU|SIN|IND|NOM//nmod//104 typer//NN|UTR|PLU|IND|NOM//nsubj//112 av//PP//case//106 verksamheter//NN|UTR|PLU|IND|NOM//nmod//104 och//KN//cc//109 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//109 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//106 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//112 är//VB|PRS|AKT//cop//112 fråga//NN|UTR|SIN|IND|NOM//parataxis//3 om//PP//case//112 .//MAD//punct//3
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Direktivet//NN|NEU|SIN|DEF|NOM//nsubj//118 skall//VB|PRS|AKT//aux//118 inte//AB//advmod//118 hindra//VB|INF|AKT//parataxis//3 någon//DT|UTR|SIN|IND//det//120 medlemsstat//NN|UTR|SIN|IND|NOM//obj//118 att//IE//mark//122 införa//VB|INF|AKT//acl//120 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 system//NN|NEU|PLU|IND|NOM//obj//122 för//PP//case//126 handel//NN|UTR|SIN|IND|NOM//obl//122 med//PP//case//128 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//126 för//PP//case//130 växthusgaser//NN|UTR|PLU|IND|NOM//nmod//128 från//PP//case//133 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 verksamheter//NN|UTR|PLU|IND|NOM//nmod//130 .//MAD//punct//118
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;För//PP//case//136 framtiden//NN|UTR|SIN|DEF|NOM//obl//141 kan//VB|PRS|AKT//aux//141 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//141 komma//VB|INF|AKT//aux//141 att//IE//mark//141 omfatta//VB|INF|AKT//conj//118 även//AB//advmod//144 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 verksamheter//NN|UTR|PLU|IND|NOM//obj//141 och//KN//cc//148 fem//RG|NOM//nummod//148 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//148 växthusgaser//NN|UTR|PLU|IND|NOM//conj//144 .//MAD//punct//118
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Enligt//PP//case//1 handelsdirektivet//NN|NEU|SIN|DEF|NOM//obl//13 (//PAD//punct//1 artikel//NN|UTR|SIN|IND|NOM//nmod//4 6//RG|NOM//nmod//1 )//PAD//punct//1 skall//VB|PRS|AKT//aux//13 för//PP//case//8 verksamheter//NN|UTR|PLU|IND|NOM//obl//13 som//HP|-|-|-//nsubj:pass//10 omfattas//VB|PRS|SFO//acl:relcl//8 av//PP//case//12 direktivet//NN|NEU|SIN|DEF|NOM//obl:agent//10 krävas//VB|INF|SFO//ROOT//13 tillstånd//NN|NEU|SIN|IND|NOM//xcomp//13 för//PP//case//16 utsläpp//NN|NEU|SIN|IND|NOM//obl//13 av//PP//case//18 koldioxid//NN|UTR|SIN|IND|NOM//nmod//16 .//MAD//punct//13
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Med//PP//case//21 tillståndet//NN|NEU|SIN|DEF|NOM//obl//22 förenas//VB|PRS|SFO//conj//13 skyldighet//NN|UTR|SIN|IND|NOM//nsubj:pass//22 att//IE//mark//25 överlämna//VB|INF|AKT//advcl//22 utsläppsrätter//NN|NEU|PLU|IND|NOM//obj//25 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//25 de//DT|UTR/NEU|PLU|DEF//det//30 sammanlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//30 utsläppen//NN|NEU|PLU|DEF|NOM//obj//27 för//PP//case//32 anläggningen//NN|UTR|SIN|DEF|NOM//obl//27 under//PP//case//34 kalenderåret//NN|NEU|SIN|DEF|NOM//obl//25 .//MAD//punct//13
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Varje//DT|UTR/NEU|SIN|IND//det//37 medlemsstat//NN|UTR|SIN|IND|NOM//nsubj//39 skall//VB|PRS|AKT//aux//39 upprätta//VB|INF|AKT//parataxis//13 en//DT|UTR|SIN|IND//det//42 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//42 plan//NN|UTR|SIN|IND|NOM//obj//39 över//PP//case//47 det//DT|NEU|SIN|DEF//det//46 sammanlagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//46 antal//NN|NEU|SIN|IND|NOM//nmod//47 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//42 som//HP|-|-|-//obl//50 medlemsstaten//NN|UTR|SIN|DEF|NOM//nsubj//50 avser//VB|PRS|AKT//acl:relcl//47 att//IE//mark//52 fördela//VB|INF|AKT//xcomp//50 för//PP//case//56 en//DT|UTR|SIN|IND//det//56 viss//JJ|POS|UTR|SIN|IND|NOM//amod//56 period//NN|UTR|SIN|IND|NOM//obl//52 och//KN//cc//62 över//PP//mark//62 hur//HA//advmod//62 fördelningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//62 skall//VB|PRS|AKT//aux//62 genomföras//VB|INF|SFO//conj//39 (//PAD//punct//62 artikel//NN|UTR|SIN|IND|NOM//nmod//65 9//RG|NOM//appos//62 )//PAD//punct//62 .//MAD//punct//13
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;För//PP//case//70 en//DT|UTR|SIN|IND//det//70 treårsperiod//NN|UTR|SIN|IND|NOM//obl//13 som//HP|-|-|-//nsubj//72 börjar//VB|PRS|AKT//acl:relcl//70 den//DT|UTR|SIN|DEF//det//75 1//RO|NOM//nummod//75 januari//NN|UTR|SIN|IND|NOM//obl//79 2005//RG|NOM//nummod//75 skall//VB|PRS|AKT//aux//79 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//79 fördela//VB|INF|AKT//advcl//13 utsläppsrätterna//NN|UTR|PLU|DEF|NOM//obj//79 gratis//AB//advmod//79 och//KN//cc//85 för//PP//case//85 den//DT|UTR|SIN|DEF//det//85 femårsperiod//NN|UTR|SIN|IND|NOM//conj//13 som//HP|-|-|-//nsubj//87 börjar//VB|PRS|AKT//acl:relcl//85 den//DT|UTR|SIN|DEF//det//90 1//RO|NOM//nummod//90 januari//NN|UTR|SIN|IND|NOM//obl//94 2008//RG|NOM//nummod//90 skall//VB|PRS|AKT//aux//94 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//94 fördela//VB|INF|AKT//advcl//87 minst//AB|SUV//advmod//96 90//RG|NOM//nummod//97 procent//NN|UTR|PLU|IND|NOM//obj//94 av//PP//case//99 utsläppsrätterna//NN|UTR|PLU|DEF|NOM//nmod//97 gratis//AB//advmod//94 (//PAD//punct//100 artikel//NN|UTR|SIN|IND|NOM//nmod//103 10//RG|NOM//nmod//100 )//PAD//punct//13 .//MAD//punct//13
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Med//PP//case//4 hänsyn//NN|UTR|SIN|IND|NOM//fixed//0 till//PP//fixed//0 ämnets//NN|NEU|SIN|DEF|GEN//nmod:poss//4 omfattning//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//6 komplexitet//NN|UTR|SIN|IND|NOM//conj//4 får//VB|PRS|AKT//aux//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 antas//VB|INF|SFO//ROOT//9 att//SN//mark//22 Sverige//PM|NOM//nsubj//22 i//PP//case//14 allt//DT|NEU|SIN|IND/DEF//fixed//12 fall//NN|NEU|SIN|IND|NOM//obl//22 med//PP//case//18 avseende//NN|NEU|SIN|IND|NOM//fixed//15 på//PP//fixed//15 treårsperioden//NN|UTR|SIN|DEF|NOM//nmod//14 2005//RG|NOM//nummod//18 2007//RG|NOM//nummod//14 får//VB|PRS|AKT//aux//22 begränsa//VB|INF|AKT//ccomp//9 sin//PS|UTR|SIN|DEF//nmod:poss//24 reglering//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//26 handeln//NN|UTR|SIN|DEF|NOM//nmod//24 med//PP//case//28 utsläppsrätter//NN|NEU|PLU|IND|NOM//nmod//26 till//PP//case//31 ett//DT|NEU|SIN|IND//det//31 genomförande//NN|NEU|SIN|IND|NOM//obl//22 av//PP//case//33 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//31 .//MID//punct//9
vara som leder till utsläpp, och möjliggör inkluderande av många utsläppskällor i handelssystemet. En nedströmsansats innebär att kvotplikten läggs vid utsläppspunkten. Vidare anges att delegationen skall utgå från att auktion avseende utsläppsrätterna skall hållas i ett inledningsskede med möjlighet att låta vissa utsläppskällor få gratis tilldelning. I direktiven sägs att delegationen skall analysera om det krävs en grundlagsändring för att införa ett auktionsförfarande och i sådant fall föreslå de förändringar som behövs.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 torde//VB|PRT|AKT//aux//39 inte//AB//advmod//39 därutöver//AB//advmod//39 finnas//VB|INF|SFO//conj//9 utrymme//NN|NEU|SIN|IND|NOM//obj//39 för//PP//case//45 något//DT|NEU|SIN|IND//det//45 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//45 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//45 system//NN|NEU|SIN|IND|NOM//obl//39 som//HP|-|-|-//mark//47 handelsdirektivet//NN|NEU|SIN|DEF|NOM//appos//45 i//PP//advmod//52 och//KN//fixed//48 för//PP//fixed//48 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//48 tillåter//VB|PRS|AKT//advcl//39 .//MAD//punct//39
