Utredningsuppdraget;Utredningsförslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 syftar//VB|PRS|AKT//ROOT//1 till//PP//case//4 en//DT|UTR|SIN|IND//det//4 reformering//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//6 sotningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//4 som//HP|-|-|-//nsubj//10 bl.a.//AB|AN//advmod//10 skall//VB|PRS|AKT//aux//10 leda//VB|INF|AKT//acl:relcl//6 till//PP//case//13 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//13 valfrihet//NN|UTR|SIN|IND|NOM//obl//10 och//KN//cc//15 flexibilitet//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//19 ett//DT|NEU|SIN|IND//det//19 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//19 ansvar//NN|NEU|SIN|IND|NOM//conj//13 för//PP//case//21 ägare//NN|UTR|PLU|IND|NOM//nmod//19 och//KN//cc//23 innehavare//NN|UTR|PLU|IND|NOM//conj//21 av//PP//case//25 byggnader//NN|UTR|PLU|IND|NOM//nmod//23 eller//KN//cc//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 anläggningar//NN|UTR|PLU|IND|NOM//conj//25 när//HA//case//32 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//29 gäller//VB|PRS|AKT//fixed//29 sotningsverksamheten//NN|UTR|SIN|DEF|NOM//nmod//19 .//MAD//punct//1
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Några//DT|UTR/NEU|PLU|IND//det//27 skäl//NN|NEU|PLU|IND|NOM//nsubj//28 finns//VB|PRS|SFO//conj//3 inte//AB//advmod//28 mot//PP//mark//34 att//SN//mark//34 den//DT|UTR|SIN|DEF//det//33 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nsubj//34 har//VB|PRS|AKT//advcl//28 det//DT|NEU|SIN|DEF//det//37 primära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 genomförandeansvaret//NN|NEU|SIN|DEF|NOM//obj//34 för//PP//mark//52 att//SN//mark//52 rengöring//NN|UTR|SIN|IND|NOM//nsubj:pass//52 och//KN//cc//42 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//40 av//PP//case//44 eldningsanläggningar//NN|UTR|PLU|IND|NOM//nmod//42 och//KN//cc//47 av//PP//case//47 imkanaler//NN|NEU|PLU|IND|NOM//conj//44 i//PP//case//49 restauranger//NN|UTR|PLU|IND|NOM//nmod//40 och//KN//cc//51 storkök//NN|NEU|PLU|IND|NOM//conj//49 utförs//VB|PRS|SFO//advcl//34 .//MAD//punct//3
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Ett//DT|NEU|SIN|IND//det//1 genomförandeansvar//NN|NEU|SIN|IND|NOM//nsubj//5 för//PP//case//4 den//DT|UTR|SIN|DEF//det//4 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nmod//1 innebär//VB|PRS|AKT//ROOT//5 enligt//PP//case//7 Utredningen//NN|UTR|SIN|DEF|NOM//obl//5 ,//MID//punct//7 förutom//PP//case//11 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 fördelar//NN|UTR|PLU|IND|NOM//obl//5 för//PP//case//13 denne//PN|MAS|SIN|DEF|SUB/OBJ//nmod//11 och//KN//cc//17 ett//DT|NEU|SIN|IND//det//17 förstärkt//PC|PRF|NEU|SIN|IND|NOM//amod//17 brandskydd//NN|NEU|SIN|IND|NOM//conj//13 ,//MID//punct//20 en//DT|UTR|SIN|IND//det//20 avbyråkratisering//NN|UTR|SIN|IND|NOM//conj//11 av//PP//case//22 sotningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//20 och//KN//cc//28 en//DT|UTR|SIN|IND//det//25 eftersträvad//PC|PRF|UTR|SIN|IND|NOM//amod//28 minskad//PC|PRF|UTR|SIN|IND|NOM//amod//28 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//28 styrning//NN|UTR|SIN|IND|NOM//conj//22 av//PP//case//31 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//31 verksamhet//NN|UTR|SIN|IND|NOM//nmod//28 .//MAD//punct//5
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;För//PP//mark//2 att//IE//mark//2 stärka//VB|INF|AKT//advcl//17 och//KN//cc//4 komplettera//VB|INF|AKT//conj//2 den//DT|UTR|SIN|DEF//det//7 enskildes//JJ|POS|MAS|SIN|DEF|GEN//amod//7 förmåga//NN|UTR|SIN|IND|NOM//obj//4 att//IE//mark//9 ta//VB|INF|AKT//acl//7 ansvar//NN|NEU|SIN|IND|NOM//obj//9 för//PP//case//12 genomförandet//NN|NEU|SIN|DEF|NOM//nmod//10 av//PP//case//14 rengöring//NN|UTR|SIN|IND|NOM//nmod//12 och//KN//cc//16 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//14 ankommer//VB|PRS|AKT//ROOT//17 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 enligt//PP//case//20 Utredningen//NN|UTR|SIN|DEF|NOM//obl//24 på//PP//case//22 samhället//NN|NEU|SIN|DEF|NOM//nmod//20 att//IE//mark//24 stödja//VB|INF|AKT//advcl//17 med//PP//case//27 bl.a.//AB|AN//advmod//27 utbildning//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//29 information//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//31 tillsyn//NN|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//17
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Ägare//NN|UTR|PLU|IND|NOM//nsubj//12 och//KN//cc//2 innehavare//NN|UTR|PLU|IND|NOM//conj//0 av//PP//case//4 byggnader//NN|UTR|PLU|IND|NOM//nmod//2 eller//KN//cc//7 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 anläggningar//NN|UTR|PLU|IND|NOM//conj//4 skall//VB|PRS|AKT//aux//12 enligt//PP//case//11 Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 mening//NN|UTR|SIN|IND|NOM//obl//12 ha//VB|INF|AKT//ROOT//12 ett//DT|NEU|SIN|IND//det//15 gemensamt//JJ|POS|NEU|SIN|IND|NOM//amod//15 ansvar//NN|NEU|SIN|IND|NOM//obj//12 för//PP//case//17 brandskyddet//NN|NEU|SIN|DEF|NOM//nmod//15 .//MAD//punct//12
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//24 skall//VB|PRS|AKT//aux//24 enligt//PP//case//23 Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 förslag//NN|NEU|SIN|IND|NOM//obl//24 dokumentera//VB|INF|AKT//parataxis//12 utförd//PC|PRF|UTR|SIN|IND|NOM//amod//26 rengöring//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//24
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 från//PP//case//30 brandskyddsbesiktningen//NN|UTR|SIN|DEF|NOM//nmod//28 skall//VB|PRS|AKT//aux//32 protokollföras//VB|INF|SFO//parataxis//24 .//MAD//punct//12
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Det//DT|NEU|SIN|DEF//det//2 allmännas//JJ|POS|UTR/NEU|SIN|DEF|GEN//nmod:poss//2 ansvar//NN|NEU|SIN|IND|NOM//ROOT//2 och//KN//cc//4 uppgifter//NN|UTR|PLU|IND|NOM//conj//2 i//PP//case//8 samband//NN|NEU|SIN|IND|NOM//fixed//5 med//PP//case//8 rengöring//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//10 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//8
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//5 skall//VB|PRS|AKT//aux//5 enligt//PP//case//4 Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 förslag//NN|NEU|SIN|IND|NOM//obl//5 ha//VB|INF|AKT//ROOT//5 det//DT|NEU|SIN|DEF//det//8 omedelbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 tillsynsansvaret//NN|NEU|SIN|DEF|NOM//obj//5 över//PP//mark//19 att//SN//mark//19 ägare//NN|UTR|PLU|IND|NOM//nsubj//19 och//KN//cc//13 innehavare//NN|UTR|PLU|IND|NOM//conj//11 av//PP//case//15 byggnader//NN|UTR|PLU|IND|NOM//nmod//13 eller//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 anläggningar//NN|UTR|PLU|IND|NOM//conj//15 fullgör//VB|PRS|AKT//acl//8 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//21 skyldigheter//NN|UTR|PLU|IND|NOM//obj//19 med//PP//case//25 avseende//NN|NEU|SIN|IND|NOM//fixed//22 på//PP//fixed//22 rengöring//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//27 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//5
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Kommunen//NN|UTR|SIN|DEF|NOM//nsubj//32 skall//VB|PRS|AKT//aux//32 kunna//VB|INF|AKT//aux//32 kräva//VB|INF|AKT//parataxis//5 in//PL//compound:prt//32 dokumentation//NN|UTR|SIN|IND|NOM//obj//32 rörande//PP//case//36 rengöringen//NN|UTR|SIN|DEF|NOM//obl//32 och//KN//cc//38 besiktningen//NN|UTR|SIN|DEF|NOM//conj//36 och//KN//cc//41 vid//PP//case//41 behov//NN|NEU|SIN|IND|NOM//conj//36 kunna//VB|INF|AKT//aux//44 bl.a.//AB|AN//advmod//44 genomföra//VB|INF|AKT//conj//32 tillsynsbesök//NN|NEU|SIN|IND|NOM//obj//44 ,//MID//punct//47 utfärda//VB|INF|AKT//conj//32 förelägganden//NN|NEU|PLU|IND|NOM//obj//47 och//KN//cc//50 besluta//VB|INF|AKT//conj//47 om//PP//case//52 användningsförbud//NN|NEU|SIN|IND|NOM//obl//50 .//MAD//punct//32
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Staten//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//4 normgivande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 roll//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//6 rengöring//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 brandskyddsbesiktning//NN|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//1
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Staten//NN|UTR|SIN|DEF|NOM//nsubj//11 har//VB|PRS|AKT//parataxis//1 också//AB//advmod//11 ett//DT|NEU|SIN|IND//det//14 tillsynsansvar//NN|NEU|SIN|IND|NOM//obj//11 på//PP//case//16 regional//JJ|POS|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//18 central//JJ|POS|UTR|SIN|IND|NOM//conj//16 nivå//NN|UTR|SIN|IND|NOM//conj//16 .//MAD//punct//11
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Staten//NN|UTR|SIN|DEF|NOM//nsubj//23 skall//VB|PRS|AKT//aux//23 säkerställa//VB|INF|AKT//parataxis//11 att//SN//mark//26 yrkesutbildning//NN|UTR|SIN|IND|NOM//nsubj//26 finns//VB|PRS|SFO//ccomp//23 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//26 för//PP//case//29 rengörings-//NN|UTR|-|-|SMS//obl//26 och//KN//cc//31 besiktningstjänster//NN|UTR|PLU|IND|NOM//conj//29 .//MAD//punct//23
Den enskildes ansvar för att rengöring och brandskyddsbesiktning utförs;Staten//NN|UTR|SIN|DEF|NOM//nsubj//34 har//VB|PRS|AKT//parataxis//23 uppgifter//NN|UTR|PLU|IND|NOM//obj//34 att//IE//mark//37 lämna//VB|INF|AKT//acl//35 information//NN|UTR|SIN|IND|NOM//obj//37 och//KN//cc//40 utbildningsmaterial//NN|NEU|SIN|IND|NOM//conj//38 som//KN//mark//42 stöd//NN|NEU|SIN|IND|NOM//conj//38 och//KN//cc//44 upplysning//NN|UTR|SIN|IND|NOM//conj//42 i//PP//case//48 samband//NN|NEU|SIN|IND|NOM//fixed//45 med//PP//fixed//45 ansvar//NN|NEU|SIN|IND|NOM//obl//37 för//PP//advmod//37 och//KN//cc//51 utförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//49 av//PP//case//53 rengörings-//NN|UTR|-|-|SMS//nmod//51 och//KN//cc//55 besiktningsuppgifter//NN|UTR|PLU|IND|NOM//conj//53 .//MAD//punct//23

Rengörings- och besiktningsverksamhet i glesbygd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//4 är//VB|PRS|AKT//cop//4 ett//DT|NEU|SIN|IND//det//4 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//4 samhällsintresse//NN|NEU|SIN|IND|NOM//ROOT//4 ur//PP//case//6 brandskyddssynpunkt//NN|UTR|SIN|IND|NOM//nmod//4 att//SN//mark//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 finns//VB|PRS|SFO//csubj//4 tillgång//NN|UTR|SIN|IND|NOM//nsubj//9 till//PP//case//12 rengörings-//NN|UTR|-|-|SMS//nmod//10 och//KN//cc//14 besiktningstjänster//NN|UTR|PLU|IND|NOM//conj//12 även//AB//advmod//17 i//PP//case//17 glesbygd//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//4
Rengörings- och besiktningsverksamhet i glesbygd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 är//VB|PRS|AKT//cop//26 också//AB//advmod//26 enligt//PP//case//23 Utredningen//NN|UTR|SIN|DEF|NOM//obl//26 ett//DT|NEU|SIN|IND//det//26 yttersta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//26 ansvar//NN|NEU|SIN|IND|NOM//parataxis//4 för//PP//case//28 kommunen//NN|UTR|SIN|DEF|NOM//nmod//26 att//IE//mark//30 gripa//VB|INF|AKT//acl//26 in//PL//compound:prt//30 för//PP//mark//34 att//IE//mark//34 säkerställa//VB|INF|AKT//advcl//30 behovet//NN|NEU|SIN|DEF|NOM//obj//34 av//PP//mark//40 att//SN//mark//40 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//39 tjänster//NN|UTR|PLU|IND|NOM//nsubj//40 finns//VB|PRS|SFO//advcl//34 .//MAD//punct//26
Rengörings- och besiktningsverksamhet i glesbygd;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//43 gör//VB|PRS|AKT//parataxis//26 ett//DT|NEU|SIN|IND//det//45 förtydligande//NN|NEU|SIN|IND|NOM//obj//43 av//PP//case//49 detta//DT|NEU|SIN|DEF//det//49 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 ansvar//NN|NEU|SIN|IND|NOM//nmod//45 för//PP//case//51 kommunen//NN|UTR|SIN|DEF|NOM//nmod//49 .//MAD//punct//26

Genomförandet av ett reformerat sotningsväsende;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//1 innebär//VB|PRS|AKT//ROOT//1 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 förändringar//NN|UTR|PLU|IND|NOM//obj//1 av//PP//case//5 sotningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//3 .//MAD//punct//1
Genomförandet av ett reformerat sotningsväsende;Övergången//NN|UTR|SIN|DEF|NOM//parataxis//1 till//PP//case//10 ett//DT|NEU|SIN|IND//det//10 ackrediterings-//NN|UTR|-|-|SMS//nmod//7 eller//KN//cc//12 certifieringsförfarande//NN|NEU|SIN|IND|NOM//conj//10 för//PP//mark//16 att//IE//mark//16 få//VB|INF|AKT//aux//16 utföra//VB|INF|AKT//advcl//1 rengörings-//NN|UTR|-|-|SMS//nsubj:pass//21 och//KN//cc//19 besiktningstjänster//NN|UTR|PLU|IND|NOM//conj//17 måste//VB|PRS|AKT//aux//21 införas//VB|INF|SFO//conj//1 successivt//AB|POS//advmod//21 under//PP//case//25 en//DT|UTR|SIN|IND//det//25 övergångstid//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//21
Genomförandet av ett reformerat sotningsväsende;Omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 information//NN|UTR|SIN|IND|NOM//nsubj:pass//31 kommer//VB|PRS|AKT//aux//31 att//IE//mark//31 krävas//VB|INF|SFO//conj//1 om//PP//case//35 den//DT|UTR|SIN|DEF//det//35 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 ordningen//NN|UTR|SIN|DEF|NOM//obl//31 för//PP//case//37 rengöring//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//39 besiktning//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//31
Genomförandet av ett reformerat sotningsväsende;Informationsfrågorna//NN|UTR|PLU|DEF|NOM//parataxis//31 och//KN//cc//43 utbildning//NN|UTR|SIN|IND|NOM//conj//41 är//VB|PRS|AKT//cop//41 enligt//PP//case//46 Utredningen//NN|UTR|SIN|DEF|NOM//obl//31 av//PP//case//49 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 betydelse//NN|UTR|SIN|IND|NOM//nmod//46 för//PP//case//53 en//DT|UTR|SIN|IND//det//53 framgångsrik//JJ|POS|UTR|SIN|IND|NOM//amod//53 reformering//NN|UTR|SIN|IND|NOM//nmod//49 av//PP//case//55 sotningsväsendet//NN|NEU|SIN|DEF|NOM//nmod//53 .//MAD//punct//1
Genomförandet av ett reformerat sotningsväsende;De//DT|UTR/NEU|PLU|DEF//det//2 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 entreprenadavtalen//NN|NEU|PLU|DEF|NOM//nsubj//7 mellan//PP//case//4 skorstensfejarmästarna//NN|UTR|PLU|DEF|NOM//nmod//2 och//KN//cc//6 kommunerna//NN|UTR|PLU|DEF|NOM//conj//4 utgör//VB|PRS|AKT//ROOT//7 enligt//PP//case//9 Utredningen//NN|UTR|SIN|DEF|NOM//obl//7 inte//AB//advmod//7 något//DT|NEU|SIN|IND//det//12 hinder//NN|NEU|SIN|IND|NOM//obj//7 i//PP//case//14 ersättningshänseende//NN|NEU|SIN|IND|NOM//nmod//12 eller//KN//cc//16 eljest//AB//conj//14 för//PP//case//18 genomförandet//NN|NEU|SIN|DEF|NOM//nmod//12 av//PP//case//22 den//DT|UTR|SIN|DEF//det//22 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 reformeringen//NN|UTR|SIN|DEF|NOM//nmod//18 .//MAD//punct//7
Genomförandet av ett reformerat sotningsväsende;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 finns//VB|PRS|SFO//parataxis//7 enligt//PP//case//27 Utredningen//NN|UTR|SIN|DEF|NOM//obl//25 inte//AB//advmod//25 någon//DT|UTR|SIN|IND//det//30 anledning//NN|UTR|SIN|IND|NOM//nsubj//25 att//IE//mark//32 vidta//VB|INF|AKT//acl//30 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 åtgärder//NN|UTR|PLU|IND|NOM//obj//32 för//PP//mark//37 att//IE//mark//37 hantera//VB|INF|AKT//advcl//32 avtalen//NN|NEU|PLU|DEF|NOM//obj//37 t.ex.//AB|AN//advmod//41 genom//PP//case//41 lagstiftning//NN|UTR|SIN|IND|NOM//obl//37 om//PP//case//44 en//DT|UTR|SIN|IND//det//44 inlösennämnd//NN|UTR|SIN|IND|NOM//nmod//41 .//MAD//punct//7

Ekonomiska frågor och vissa effekter av ett reformerat sotningsväsende;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//6 till//PP//case//4 ett//DT|NEU|SIN|IND//det//4 reformerat//PC|PRF|NEU|SIN|IND|NOM//amod//4 sotningsväsende//NN|NEU|SIN|IND|NOM//nmod//0 kan//VB|PRS|AKT//aux//6 väntas//VB|INF|SFO//ROOT//6 medföra//VB|INF|AKT//xcomp//6 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 kostnader//NN|UTR|PLU|IND|NOM//obj//7 för//PP//case//12 stat//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//14 kommun//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//22
Ekonomiska frågor och vissa effekter av ett reformerat sotningsväsende;För//PP//case//18 den//DT|UTR|SIN|DEF//det//18 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//22 kan//VB|PRS|AKT//aux//22 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//22 emellertid//AB//advmod//22 innebära//VB|INF|AKT//advcl//6 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 besparingar//NN|UTR|PLU|IND|NOM//obj//22 .//MAD//punct//6
Ekonomiska frågor och vissa effekter av ett reformerat sotningsväsende;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//27 bedömer//VB|PRS|AKT//parataxis//6 att//SN//mark//34 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//34 totalt//AB|POS//advmod//31 sett//PC|PRF|NEU|SIN|IND|NOM//advmod//34 kommer//VB|PRS|AKT//aux//34 att//IE//mark//34 medföra//VB|INF|AKT//ccomp//27 ett//DT|NEU|SIN|IND//det//37 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 brandskydd//NN|NEU|SIN|IND|NOM//obj//34 till//PP//case//41 betydligt//AB//advmod//40 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 kostnader//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//27

