
Pågående förstudier Avslutade förstudier;-//MID//punct//4 Nej//IN//cc//4 till//PP//case//4 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 undersökningar//NN|UTR|PLU|IND|NOM//ROOT//4
Förord;Vilken//HP|UTR|SIN|IND//nsubj//39 är//VB|PRS|AKT//cop//39 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 roll//NN|UTR|SIN|IND|NOM//parataxis//29 i//PP//case//41 platsvalsprocessen//NN|UTR|SIN|DEF|NOM//nmod//39 ?//MID//punct//39
Förord;Hur//HA//advmod//47 kan//VB|PRS|AKT//aux//47 en//DT|UTR|SIN|IND//det//46 förstudiekommun//NN|UTR|SIN|IND|NOM//nsubj//47 organisera//VB|INF|AKT//advcl//12 sitt//PS|NEU|SIN|DEF//nmod:poss//49 arbete//NN|NEU|SIN|IND|NOM//obj//47 ?//MAD//punct//47
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 ett//DT|NEU|SIN|IND//det//4 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 material//NN|NEU|SIN|IND|NOM//nsubj//1 om//PP//case//6 platsvalsprocessen//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//11 i//PP//case//11 form//NN|UTR|SIN|IND|NOM//fixed//8 av//PP//fixed//8 riksdagstryck//NN|NEU|PLU|IND|NOM//nmod//6 ,//MID//punct//13 regeringsbeslut//NN|NEU|PLU|IND|NOM//conj//11 och//KN//cc//16 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 utredningar//NN|UTR|PLU|IND|NOM//conj//11 samt//KN//cc//21 ett//DT|NEU|SIN|IND//det//20 stort//JJ|POS|NEU|SIN|IND|NOM//amod//20 antal//NN|NEU|SIN|IND|NOM//nmod//21 rapporter//NN|UTR|PLU|IND|NOM//conj//11 från//PP//case//23 myndigheter//NN|UTR|PLU|IND|NOM//nmod//21 och//KN//cc//26 från//PP//case//26 SKB//PM|NOM//conj//23 .//MAD//punct//1
Förord;Därtill//AB//advmod//31 har//VB|PRS|AKT//aux//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 förts//VB|SUP|SFO//parataxis//1 en//DT|UTR|SIN|IND//det//35 livlig//JJ|POS|UTR|SIN|IND|NOM//amod//35 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//35 debatt//NN|UTR|SIN|IND|NOM//nsubj:pass//31 .//MAD//punct//1
Förord;För//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 politiker//NN|UTR|PLU|IND|NOM//obl//18 och//KN//cc//4 tjänstemän//NN|UTR|PLU|IND|NOM//conj//2 i//PP//case//7 en//DT|UTR|SIN|IND//det//7 kommun//NN|UTR|SIN|IND|NOM//nmod//4 som//HP|-|-|-//nsubj//10 vill//VB|PRS|AKT//aux//10 orientera//VB|INF|AKT//acl:relcl//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//10 i//PP//case//13 frågan//NN|UTR|SIN|DEF|NOM//obl//10 kan//VB|PRS|AKT//aux//18 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//18 dock//AB//advmod//18 vara//VB|INF|AKT//cop//18 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//18 att//IE//mark//20 få//VB|INF|AKT//csubj//18 fram//PL//compound:prt//20 vad//HP|NEU|SIN|IND//dislocated//25 som//HP|-|-|-//nsubj//25 är//VB|PRS|AKT//cop//25 relevant//JJ|POS|UTR|SIN|IND|NOM//ccomp//20 för//PP//case//30 den//DT|UTR|SIN|DEF//det//29 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//29 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 ställningstagande//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//18
Förord;Vad//HP|NEU|SIN|IND//obj//33 ger//VB|PRS|AKT//parataxis//18 man//PN|UTR|SIN|IND|SUB//nsubj//33 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//33 in//PL//advmod//33 i//PP//compound:prt//33 ?//MID//punct//33
Förord;Vilka//HD|UTR/NEU|PLU|IND//det//40 beslutspunkter//NN|UTR|PLU|IND|NOM//nsubj:pass//42 kan//VB|PRS|AKT//aux//42 förutses//VB|INF|SFO//conj//33 ?//MID//punct//42
Förord;Vilken//HD|UTR|SIN|IND//det//45 formell//JJ|POS|UTR|SIN|IND|NOM//nsubj//49 och//KN//cc//48 reell//JJ|POS|UTR|SIN|IND|NOM//amod//48 handlingsfrihet//NN|UTR|SIN|IND|NOM//conj//45 har//VB|PRS|AKT//conj//42 kommunen//NN|UTR|SIN|DEF|NOM//obj//49 att//IE//mark//53 senare//AB|KOM//advmod//53 dra//VB|INF|AKT//acl//50 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//53 ur//PP//case//56 processen//NN|UTR|SIN|DEF|NOM//obl//53 ?//MID//punct//33
Förord;Vilka//HD|UTR/NEU|PLU|IND//det//59 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//62 kommer//VB|PRS|AKT//aux//62 att//IE//mark//62 ställas//VB|INF|SFO//advcl//33 på//PP//case//64 utredningsinsatser//NN|UTR|PLU|IND|NOM//obl//62 och//KN//cc//67 på//PP//case//67 information//NN|UTR|SIN|IND|NOM//conj//64 till//PP//case//69 kommuninvånarna//NN|UTR|PLU|DEF|NOM//nmod//67 ?//MID//punct//33
Förord;I//PP//case//73 vilken//HD|UTR|SIN|IND//det//73 utsträckning//NN|UTR|SIN|IND|NOM//obl//76 kan//VB|PRS|AKT//aux//76 man//PN|UTR|SIN|IND|SUB//nsubj//76 få//VB|INF|AKT//conj//33 stöd//NN|NEU|SIN|IND|NOM//obj//76 från//PP//case//80 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 myndigheter//NN|UTR|PLU|IND|NOM//obl//76 ?//MAD//punct//33
Förord;Huvudsyftet//NN|NEU|SIN|DEF|NOM//ROOT//0 med//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 rapport//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//IE//mark//6 ge//VB|INF|AKT//csubj//0 ett//DT|NEU|SIN|IND//det//8 svar//NN|NEU|SIN|IND|NOM//obj//6 på//PP//case//11 dessa//DT|UTR/NEU|PLU|DEF//det//11 frågor//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//0
Förord;Därtill//AB//advmod//1 lämnas//VB|PRS|SFO//ROOT//1 i//PP//case//3 rapporten//NN|UTR|SIN|DEF|NOM//obl//1 översiktlig//JJ|POS|UTR|SIN|IND|NOM//amod//5 information//NN|UTR|SIN|IND|NOM//nsubj:pass//1 om//PP//mark//13 hur//HA//advmod//13 de//DT|UTR/NEU|PLU|DEF//det//11 hittills//AB//advmod//10 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//13 har//VB|PRS|AKT//aux//13 lagt//VB|SUP|AKT//acl//5 upp//PL//compound:prt//13 sitt//PS|NEU|SIN|DEF//nmod:poss//16 arbete//NN|NEU|SIN|IND|NOM//obj//13 med//PP//case//18 frågan//NN|UTR|SIN|DEF|NOM//obl//13 om//PP//case//20 lokalisering//NN|UTR|SIN|IND|NOM//nmod//18 av//PP//case//24 en//DT|UTR|SIN|IND//det//24 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 anläggning//NN|UTR|SIN|IND|NOM//nmod//20 för//PP//case//26 slutförvaring//NN|UTR|SIN|IND|NOM//nmod//24 av//PP//case//29 använt//PC|PRF|NEU|SIN|IND|NOM//amod//29 kärnbränsle//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//1
Förord;Informationen//NN|UTR|SIN|DEF|NOM//nsubj//32 riktar//VB|PRS|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//32 i//PP//advmod//32 första//RO|NOM//fixed//34 hand//NN|UTR|SIN|IND|NOM//fixed//34 till//PP//case//38 företrädare//NN|UTR|PLU|IND|NOM//obl//32 för//PP//case//41 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//41 kommuner//NN|UTR|PLU|IND|NOM//nmod//38 som//HP|-|-|-//nsubj:pass//48 i//PP//case//44 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//48 kan//VB|PRS|AKT//aux//48 komma//VB|INF|AKT//aux//48 att//IE//mark//48 beröras//VB|INF|SFO//acl:relcl//41 .//MAD//punct//32
Förord;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//15 om//PP//mark//6 hur//HA//advmod//6 en//DT|UTR|SIN|IND//det//4 kommun//NN|UTR|SIN|IND|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 organisera//VB|INF|AKT//acl//0 sin//PS|UTR|SIN|DEF//nmod:poss//8 medverkan//NN|UTR|SIN|IND|NOM//obj//6 i//PP//case//10 förstudiearbetet//NN|NEU|SIN|DEF|NOM//nmod//8 är//VB|PRS|AKT//cop//15 givetvis//AB//advmod//15 en//DT|UTR|SIN|IND//det//14 intern//JJ|POS|UTR|SIN|IND|NOM//nmod:poss//15 angelägenhet//NN|UTR|SIN|IND|NOM//obl//58 för//PP//case//17 kommunen//NN|UTR|SIN|DEF|NOM//nmod//15 ,//MID//punct//23 inom//PP//case//23 ramen//NN|UTR|SIN|DEF|NOM//fixed//19 för//PP//fixed//19 den//DT|UTR|SIN|DEF//det//23 lagstiftning//NN|UTR|SIN|IND|NOM//obl//15 som//HP|-|-|-//nsubj//25 reglerar//VB|PRS|AKT//acl:relcl//23 den//DT|UTR|SIN|DEF//det//28 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 verksamheten//NN|UTR|SIN|DEF|NOM//obj//25 .//MAD//punct//15
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//31 gäller//VB|PRS|AKT//conj//15 bl.a.//AB|AN//advmod//31 att//IE//mark//34 hitta//VB|INF|AKT//csubj//31 en//DT|UTR|SIN|IND//det//37 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//37 form//NN|UTR|SIN|IND|NOM//obj//34 för//PP//case//39 kontakterna//NN|UTR|PLU|DEF|NOM//obl//34 med//PP//case//41 SKB//PM|NOM//nmod//39 ,//MID//punct//39 som//HP|-|-|-//nsubj//45 ju//AB//advmod//45 har//VB|PRS|AKT//acl:relcl//39 ansvaret//NN|NEU|SIN|DEF|NOM//obj//45 för//PP//mark//49 att//IE//mark//49 genomföra//VB|INF|AKT//advcl//45 förstudien//NN|UTR|SIN|DEF|NOM//obj//49 .//MAD//punct//31
Förord;Också//AB//advmod//54 med//PP//case//54 länsstyrelsen//NN|UTR|SIN|DEF|NOM//obl//31 kommer//VB|PRS|AKT//aux//58 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 att//IE//mark//58 krävas//VB|INF|SFO//ROOT//58 en//DT|UTR|SIN|IND//det//61 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//58 ,//MID//punct//61 liksom//PP//mark//65 med//PP//case//65 grannkommunerna//NN|UTR|PLU|DEF|NOM//obl//58 .//MID//punct//58
Förord;Allra//AB//advmod//68 viktigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//parataxis//58 är//VB|PRS|AKT//cop//68 kanske//AB//advmod//68 att//IE//mark//72 finna//VB|INF|AKT//csubj//68 en//DT|UTR|SIN|IND//det//74 form//NN|UTR|SIN|IND|NOM//obj//72 för//PP//case//76 arbetet//NN|NEU|SIN|DEF|NOM//nmod//74 som//HP|-|-|-//nsubj//78 skapar//VB|PRS|AKT//acl:relcl//76 en//DT|UTR|SIN|IND//det//82 god//JJ|POS|UTR|SIN|IND|NOM//amod//82 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//82 förankring//NN|UTR|SIN|IND|NOM//obj//78 för//PP//case//85 de//DT|UTR/NEU|PLU|DEF//det//85 beslut//NN|NEU|PLU|IND|NOM//obl//78 som//HP|-|-|-//obj//92 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//92 i//PP//case//90 sinom//JJ|POS|UTR|SIN|IND|NOM//amod//90 tid//NN|UTR|SIN|IND|NOM//obl//92 skall//VB|PRS|AKT//aux//92 fatta//VB|INF|AKT//acl:relcl//85 .//MAD//punct//58
Förord;Av//PP//case//1 rapporten//NN|UTR|SIN|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 att//SN//mark//8 de//DT|UTR/NEU|PLU|DEF//det//6 hittillsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//8 har//VB|PRS|AKT//aux//8 valt//VB|SUP|AKT//ccomp//2 delvis//AB//advmod//8 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 lösningar//NN|UTR|PLU|IND|NOM//obj//8 för//PP//case//14 sin//PS|UTR|SIN|DEF//nmod:poss//14 medverkan//NN|UTR|SIN|IND|NOM//nmod//11 i//PP//case//16 förstudiearbetet//NN|NEU|SIN|DEF|NOM//nmod//14 .//MAD//punct//2
Förord;Valet//NN|NEU|SIN|DEF|NOM//nsubj//20 kan//VB|PRS|AKT//aux//20 bero//VB|INF|AKT//parataxis//2 t.ex.//AB|AN//advmod//25 på//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 förhållandena//NN|NEU|PLU|DEF|NOM//obl//20 i//PP//case//27 kommunen//NN|UTR|SIN|DEF|NOM//nmod//25 ,//MID//punct//30 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 erfarenhet//NN|UTR|SIN|IND|NOM//conj//27 av//PP//case//33 kärnteknisk//JJ|POS|UTR|SIN|IND|NOM//amod//33 verksamhet//NN|UTR|SIN|IND|NOM//nmod//30 eller//KN//cc//35 praxis//NN|UTR|SIN|IND|NOM//conj//33 när//HA//case//39 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//36 gäller//VB|PRS|AKT//fixed//36 arbetsfördelningen//NN|UTR|SIN|DEF|NOM//obl//20 mellan//PP//case//41 politiker//NN|UTR|PLU|IND|NOM//nmod//39 och//KN//cc//43 tjänstemän//NN|UTR|PLU|IND|NOM//conj//41 .//MAD//punct//46
Förord;Något//DT|NEU|SIN|IND//det//46 försök//NN|NEU|SIN|IND|NOM//nsubj:pass//56 att//IE//mark//48 förklara//VB|INF|AKT//acl//46 skälen//NN|NEU|PLU|DEF|NOM//obj//48 till//PP//case//53 varje//DT|UTR/NEU|SIN|IND//det//53 kommuns//NN|UTR|SIN|IND|GEN//amod//53 val//NN|NEU|SIN|IND|NOM//obl//48 av//PP//case//55 arbetssätt//NN|NEU|SIN|IND|NOM//nmod//53 görs//VB|PRS|SFO//advcl//20 emellertid//AB//advmod//56 inte//AB//advmod//56 här//AB//advmod//56 .//MAD//punct//2
Förord;För//PP//mark//8 att//SN//fixed//0 beskrivningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 av//PP//case//5 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//5 arbete//NN|NEU|SIN|IND|NOM//nmod//2 skall//VB|PRS|AKT//aux//8 kunna//VB|INF|AKT//aux//8 sättas//VB|INF|SFO//advcl//14 in//PL//compound:prt//8 i//PP//case//13 sitt//PS|NEU|SIN|DEF//nmod:poss//13 rätta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 sammanhang//NN|NEU|SIN|IND|NOM//obl//8 lämnas//VB|PRS|SFO//ROOT//14 en//DT|UTR|SIN|IND//det//17 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//17 information//NN|UTR|SIN|IND|NOM//nsubj:pass//14 om//PP//case//22 den//DT|UTR|SIN|DEF//det//22 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 platsvalsprocessen//NN|UTR|SIN|DEF|NOM//nmod//17 .//MAD//punct//14
Förord;Jag//PN|UTR|SIN|DEF|SUB//nsubj//27 har//VB|PRS|AKT//aux//27 också//AB//advmod//27 ansett//VB|SUP|AKT//conj//14 det//PN|NEU|SIN|DEF|SUB/OBJ//det//29 lämpligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//27 att//IE//mark//31 lämna//VB|INF|AKT//acl//29 en//DT|UTR|SIN|IND//det//33 del//NN|UTR|SIN|IND|NOM//nmod//35 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 uppgifter//NN|UTR|PLU|IND|NOM//obj//31 om//PP//case//37 säkerhetsfrågorna//NN|UTR|PLU|DEF|NOM//obl//31 kring//PP//case//39 slutförvaring//NN|UTR|SIN|IND|NOM//nmod//37 av//PP//case//39 använt//PC|PRF|NEU|SIN|IND|NOM//conj//14 kärnbränsle//NN|NEU|SIN|IND|NOM//obj//41 .//MAD//punct//14
Förord;För//PP//case//1 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//14 som//HP|-|-|-//nsubj//4 vill//VB|PRS|AKT//aux//4 skaffa//VB|INF|AKT//acl:relcl//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//4 en//DT|UTR|SIN|IND//det//9 något//AB//advmod//8 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 orientering//NN|UTR|SIN|IND|NOM//obj//4 i//PP//case//11 kärnavfallsfrågan//NN|UTR|SIN|DEF|NOM//nmod//9 vill//VB|PRS|AKT//aux//14 jag//PN|UTR|SIN|DEF|SUB//nsubj//14 hänvisa//VB|INF|AKT//ROOT//14 till//PP//case//18 tre//RG|NOM//nummod//18 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 publikationer//NN|UTR|PLU|IND|NOM//obl//14 .//MAD//punct//14
Förord;I//PP//case//1 den//DT|UTR|SIN|DEF//obl//20 i//PP//case//3 början//NN|UTR|SIN|DEF|NOM//obl//20 av//PP//case//9 år//NN|NEU|SIN|IND|NOM//nmod//6 1998//RG|NOM//nummod//7 utkomna//PC|PRF|UTR/NEU|SIN|DEF|NOM//nmod//9 boken//NN|UTR|SIN|DEF|NOM//nmod//9 Kommunen//NN|UTR|SIN|DEF|NOM//nmod//3 och//KN//cc//11 kärnavfallet//NN|NEU|SIN|DEF|NOM//conj//9 ,//MID//punct//14 under//PP//case//14 redaktion//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//17 docent//NN|UTR|SIN|IND|NOM//nmod//17 Rolf//PM|NOM//nmod//14 Lidskog//PM|NOM//flat//17 ,//MID//punct//20 behandlas//VB|PRS|SFO//ROOT//20 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//20 i//PP//case//25 ett//DT|NEU|SIN|IND//det//25 samhällsvetenskapligt//JJ|POS|NEU|SIN|IND|NOM//amod//25 perspektiv//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//20
Förord;Särskild//PC|PRF|UTR|SIN|IND|NOM//amod//28 uppmärksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//29 ägnas//VB|PRS|SFO//parataxis//20 åt//PP//case//31 opinionsbildningen//NN|UTR|SIN|DEF|NOM//obl//29 i//PP//case//33 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//29 av//PP//case//35 förstudiekommunerna//NN|UTR|PLU|DEF|NOM//nmod//33 .//MAD//punct//20
Förord;Boken//NN|UTR|SIN|DEF|NOM//nsubj//38 innehåller//VB|PRS|AKT//parataxis//20 också//AB//advmod//38 en//DT|UTR|SIN|IND//det//41 historik//NN|UTR|SIN|IND|NOM//obj//38 över//PP//case//43 kärnavfallsfrågan//NN|UTR|SIN|DEF|NOM//nmod//41 i//PP//case//45 Sverige//PM|NOM//nmod//43 .//MAD//punct//38
Förord;I//PP//case//1 maj//NN|UTR|SIN|IND|NOM//obl//3 1998//RG|NOM//nummod//1 publicerade//VB|PRT|AKT//amod//4 KASAM//PM|NOM//nsubj//41 –//RG|NOM//punct//7 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 råd//NN|NEU|SIN|IND|NOM//conj//4 för//PP//case//9 kärnavfallsfrågor//NN|UTR|PLU|IND|NOM//nmod//7 –//NN|AN//punct//16 sin//PS|UTR|SIN|DEF//nmod:poss//16 vart//DT|NEU|SIN|IND//advmod//15 tredje//RO|NOM//amod//14 år//NN|NEU|SIN|IND|NOM//obl//15 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 översikt//NN|UTR|SIN|IND|NOM//conj//7 över//PP//case//18 kunskapsläget//NN|NEU|SIN|DEF|NOM//nmod//16 på//PP//case//20 kärnavfallsområdet//NN|NEU|SIN|DEF|NOM//nmod//18 (//PAD//punct//20 SOU//PM|NOM//appos//20 1998:68//RG|NOM//conj//20 )//PAD//punct//7 .//MAD//punct//29
Förord;I//PP//case//28 denna//DT|UTR|SIN|DEF//det//28 skrift//NN|UTR|SIN|IND|NOM//obl//29 behandlas//VB|PRS|SFO//conj//4 både//KN//cc//32 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 frågor//NN|UTR|PLU|IND|NOM//obj//29 och//KN//cc//34 frågor//NN|UTR|PLU|IND|NOM//conj//32 om//PP//case//36 beslutsprocessen//NN|UTR|SIN|DEF|NOM//nmod//34 m.m.//AB|AN//case//29 Ett//PN|NEU|SIN|IND|SUB/OBJ//obj//29 av//PP//case//40 bidragen//NN|NEU|PLU|DEF|NOM//nmod//38 gäller//VB|PRS|AKT//ROOT//41 en//DT|UTR|SIN|IND//det//43 fråga//NN|UTR|SIN|IND|NOM//obj//41 som//HP|-|-|-//nsubj//45 spelar//VB|PRS|AKT//acl:relcl//43 en//DT|UTR|SIN|IND//det//48 viss//JJ|POS|UTR|SIN|IND|NOM//amod//48 roll//NN|UTR|SIN|IND|NOM//obj//45 i//PP//case//52 den//DT|UTR|SIN|DEF//det//52 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 debatten//NN|UTR|SIN|DEF|NOM//obl//45 men//KN//cc//56 som//HP|-|-|-//nsubj:pass//56 inte//AB//advmod//56 berörs//VB|PRS|SFO//acl:relcl//43 närmare//AB|KOM//advmod//56 i//PP//case//60 denna//DT|UTR|SIN|DEF//det//60 promemoria//NN|UTR|SIN|IND|NOM//obl//56 ,//MID//punct//66 nämligen//AB//advmod//66 om//SN//mark//66 Sverige//PM|NOM//nsubj:pass//66 kan//VB|PRS|AKT//aux//66 tvingas//VB|INF|SFO//acl:relcl//43 ta//VB|INF|AKT//xcomp//66 emot//PL//compound:prt//67 utländskt//JJ|POS|NEU|SIN|IND|NOM//amod//70 kärnavfall//NN|NEU|SIN|IND|NOM//obj//67 för//PP//case//72 slutförvaring//NN|UTR|SIN|IND|NOM//obl//67 .//MAD//punct//41
Förord;En//DT|UTR|SIN|IND//det//3 tredje//RO|NOM//amod//3 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//3 skrift//NN|UTR|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 Ansvar//NN|NEU|SIN|IND|NOM//ROOT//5 ,//MID//punct//7 rättvisa//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//9 trovärdighet//NN|UTR|SIN|IND|NOM//conj//5 –//RG|NOM//punct//12 etiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 dilemman//NN|NEU|PLU|IND|NOM//conj//5 kring//PP//case//14 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//12 .//MAD//punct//5
Förord;Denna//DT|UTR|SIN|DEF//det//17 skrift//NN|UTR|SIN|IND|NOM//nsubj:pass//20 kommer//VB|PRS|AKT//aux//20 att//IE//mark//20 publiceras//VB|INF|SFO//parataxis//5 i//PP//case//22 april//NN|UTR|SIN|IND|NOM//obl//20 1999//RG|NOM//nummod//22 på//PP//case//28 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 Kommunförbundets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 förlag//NN|NEU|SIN|IND|NOM//nmod//28 Kommentus//PM|NOM//nmod//22 .//MAD//punct//5
Förord;Texten//NN|UTR|SIN|DEF|NOM//nsubj:pass//32 har//VB|PRS|AKT//aux//32 utarbetats//VB|SUP|SFO//parataxis//5 av//PP//case//35 vetenskapsjournalisten//NN|UTR|SIN|DEF|NOM//nmod//35 Annika//PM|NOM//obl:agent//32 Nilsson//PM|NOM//flat:name//35 på//PP//case//41 grundval//NN|NEU|SIN|IND|NOM//fixed//37 av//PP//fixed//37 en//DT|UTR|SIN|IND//det//41 rapport//NN|UTR|SIN|IND|NOM//obl//32 från//PP//case//44 en//DT|UTR|SIN|IND//det//44 arbetsgrupp//NN|UTR|SIN|IND|NOM//nmod//41 ,//MID//punct//48 den//DT|UTR|SIN|DEF//det//48 s.k.//AB|AN//amod//48 alternativgruppen//NN|UTR|SIN|DEF|NOM//conj//32 ,//MID//punct//48 under//PP//case//51 ledning//NN|UTR|SIN|IND|NOM//obl//32 av//PP//case//53 teol//NN|UTR|SIN|IND|NOM//nmod//51 .//MAD//punct//32
Förord;dr//NN|AN//nmod//56 Anne-Marie//PM|NOM//dep//5 Thunberg//PM|NOM//flat:name//56 .//MAD//punct//56
Förord;Skriften//NN|UTR|SIN|DEF|NOM//nsubj//61 är//VB|PRS|AKT//cop//61 avsedd//PC|PRF|UTR|SIN|IND|NOM//conj//5 att//IE//mark//63 användas//VB|INF|SFO//advcl//61 bl.a.//AB|AN//advmod//63 som//KN//case//66 underlag//NN|NEU|SIN|IND|NOM//obl//63 för//PP//case//68 studiecirklar//NN|UTR|PLU|IND|NOM//nmod//66 i//PP//case//71 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 kommuner//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//61
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 behöver//VB|PRS|AKT//aux//3 knappast//AB|SUV//advmod//3 sägas//VB|INF|SFO//ROOT//3 att//SN//mark//11 frågan//NN|UTR|SIN|DEF|NOM//nsubj//11 om//PP//case//7 slutförvaring//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//9 kärnavfall//NN|NEU|SIN|IND|NOM//nmod//7 är//VB|PRS|AKT//cop//11 kontroversiell//JJ|POS|UTR|SIN|IND|NOM//ccomp//3 .//MAD//punct//11
Förord;Från//PP//case//16 bl.a.//AB|AN//advmod//16 miljöorganisationernas//NN|UTR|PLU|DEF|GEN//nmod:poss//16 sida//NN|UTR|SIN|IND|NOM//obl//17 har//VB|PRS|AKT//aux//20 stark//JJ|POS|UTR|SIN|IND|NOM//amod//19 kritik//NN|UTR|SIN|IND|NOM//nsubj:pass//20 riktats//VB|SUP|SFO//conj//11 mot//PP//case//23 det//DT|NEU|SIN|DEF//det//23 sätt//NN|NEU|SIN|IND|NOM//obl//20 på//PP//case//26 vilket//HP|NEU|SIN|IND//det//26 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//30 med//PP//case//28 frågan//NN|UTR|SIN|DEF|NOM//nmod//26 har//VB|PRS|AKT//aux//30 lagts//VB|SUP|SFO//advcl//20 upp//PL//compound:prt//30 .//MAD//punct//3
