Nytt pensionssystem för den statsunderstödda scenkonsten;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Scenkonstpensionsutredningen//PM|NOM//nmod//0
Nytt pensionssystem för den statsunderstödda scenkonsten;Stockholm//PM|NOM//ROOT//0 2009//RG|NOM//nummod//0

Till statsrådet Mats Odell;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 3//RO|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obl//1 2008//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 genomföra//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//16 översyn//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//18 regleringen//NN|UTR|SIN|DEF|NOM//nmod//16 av//PP//case//20 tjänstepensioneringen//NN|UTR|SIN|DEF|NOM//nmod//18 för//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 anställda//NN|UTR|PLU|IND|NOM//obl//14 vid//PP//case//27 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 statsunderstödda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 teater-//NN|UTR|-|-|SMS//nmod//23 ,//MID//punct//29 dans-//NN|UTR|-|-|SMS//conj//27 och//KN//cc//31 musikinstitutioner//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//1
Till statsrådet Mats Odell;Statsrådet//NN|NEU|SIN|DEF|NOM//nmod//34 Mats//PM|NOM//nsubj//36 Odell//PM|NOM//flat//34 förordnade//VB|PRT|AKT//conj//1 samma//DT|UTR/NEU|SIN/PLU|IND//amod//38 dag//NN|UTR|SIN|IND|NOM//obl//36 avtalsexperten//NN|UTR|SIN|DEF|NOM//nmod//40 Staffan//PM|NOM//obl//36 Ekebrand//PM|NOM//amod//40 att//IE//mark//45 vara//VB|INF|AKT//cop//45 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//45 utredare//NN|UTR|SIN|IND|NOM//obl//36 .//MAD//punct//1
Till statsrådet Mats Odell;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 29//RG|NOM//nummod//7 april//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2008//RG|NOM//nummod//9 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//10 Gunnar//PM|NOM//appos//4 Eriksson//PM|NOM//flat:name//10 ,//MID//punct//10 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 förhandlingschefen//NN|UTR|SIN|DEF|NOM//nmod//15 Åsa//PM|NOM//conj//10 Hollmén//PM|NOM//flat:name//15 ,//MID//punct//10 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//19 Veronica//PM|NOM//appos//10 Lamppa//PM|NOM//flat//19 Lönnbro//PM|NOM//flat:name//19 ,//MID//punct//10 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//24 Ari//PM|NOM//appos//10 Niemelä//PM|NOM//flat:name//24 och//KN//cc//28 produktspecialisten//NN|UTR|SIN|DEF|NOM//nmod//28 Kjell//PM|NOM//conj//24 Olofsson//PM|NOM//flat:name//28 .//MAD//punct//4
Till statsrådet Mats Odell;Till//PP//case//32 sekreterare//NN|UTR|SIN|IND|NOM//obl//33 anställdes//VB|PRT|SFO//parataxis//4 från//PP//case//39 och//KN//cc//39 med//PP//case//39 den//DT|UTR|SIN|DEF//det//39 15//RG|NOM//nummod//39 april//NN|UTR|SIN|IND|NOM//obl//33 numera//AB//advmod//42 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//42 Ronnie//PM|NOM//nsubj:pass//33 Hedin//PM|NOM//flat:name//42 .//MAD//punct//4
Till statsrådet Mats Odell;Den//DT|UTR|SIN|DEF//det//47 29//RG|NOM//nummod//47 augusti//NN|UTR|SIN|IND|NOM//obl//49 2008//RG|NOM//nummod//47 förordnades//VB|PRT|SFO//parataxis//4 förbundsdirektören//NN|UTR|SIN|DEF|NOM//nmod//51 Jaan//PM|NOM//nsubj//49 Kolk//PM|NOM//flat:name//51 att//IE//mark//55 vara//VB|INF|AKT//cop//55 expert//NN|UTR|SIN|IND|NOM//xcomp//49 i//PP//case//57 utredningen//NN|UTR|SIN|DEF|NOM//obl//55 .//MAD//punct//4
Till statsrådet Mats Odell;Den//DT|UTR|SIN|DEF//det//2 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//2 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//7 har//VB|PRS|AKT//aux//7 under//PP//case//6 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 gång//NN|UTR|SIN|IND|NOM//obl//7 tagit//VB|SUP|AKT//ROOT//7 råd//NN|NEU|SIN|IND|NOM//obj//7 och//KN//cc//10 fått//VB|SUP|AKT//conj//7 underlag//NN|NEU|SIN|IND|NOM//obj//10 av//PP//case//13 experterna//NN|UTR|PLU|DEF|NOM//nmod//11 ,//MID//punct//20 men//KN//cc//20 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//20 har//VB|PRS|AKT//aux//20 inte//AB//advmod//20 varit//VB|SUP|AKT//cop//20 delaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//7 i//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 förslag//NN|NEU|PLU|IND|NOM//obl//20 som//HP|-|-|-//obj//26 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//26 lämnar//VB|PRS|AKT//acl:relcl//23 .//MAD//punct//7
Till statsrådet Mats Odell;Experterna//NN|UTR|PLU|DEF|NOM//nsubj//32 har//VB|PRS|AKT//aux//32 följaktligen//AB//advmod//32 inte//AB//advmod//32 getts//VB|SUP|SFO//parataxis//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//32 att//IE//mark//35 avge//VB|INF|AKT//acl//33 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 yttranden//NN|NEU|PLU|IND|NOM//obj//35 .//MAD//punct//32
Till statsrådet Mats Odell;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//9 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 arbetat//VB|SUP|AKT//acl:relcl//0 under//PP//case//7 namnet//NN|NEU|SIN|DEF|NOM//nmod//7 Scenkonstpensionsutredningen//PM|NOM//obl//4 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//9 härmed//AB//advmod//9 sitt//PS|NEU|SIN|DEF//nmod:poss//12 betänkande//NN|NEU|SIN|IND|NOM//obj//9 Nytt//JJ|POS|NEU|SIN|IND|NOM//amod//14 pensionssystem//NN|NEU|SIN|IND|NOM//obj//9 för//PP//case//18 den//DT|UTR|SIN|DEF//det//18 statsunderstödda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 scenkonsten//NN|UTR|SIN|DEF|NOM//nmod//14 (//PAD//punct//18 SOU//PM|NOM//appos//18 2009:50//RG|NOM//conj//18 )//PAD//punct//9 .//MAD//punct//9
