5 Resurstilldelningen för konstnärliga utbildningar ;De//DT|UTR/NEU|PLU|DEF//det//2 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 utbildningarna//NN|UTR|PLU|DEF|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 annan//JJ|POS|UTR|SIN|IND|NOM//amod//5 karaktär//NN|UTR|SIN|IND|NOM//obj//3 och//KN//cc//7 uppläggning//NN|UTR|SIN|IND|NOM//conj//5 än//KN//mark//10 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//10 högskoleutbildning//NN|UTR|SIN|IND|NOM//nmod//7 .//MID//punct//3
5.1 Bakgrund;Budgetåret//NN|NEU|SIN|DEF|NOM//nmod//1 1994/95//RG|NOM//nsubj:pass//2 inkluderades//VB|PRT|SFO//ROOT//2 också//AB//advmod//2 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 för//PP//case//6 hyreskostnader//NN|UTR|PLU|IND|NOM//obl//2 och//KN//cc//8 lånekostnader//NN|UTR|PLU|IND|NOM//conj//6 i//PP//case//11 per//PP//case//11 capita-ersättningarna//NN|NEU|PLU|DEF|NOM//obl//2 för//PP//case//14 alla//DT|UTR/NEU|PLU|IND/DEF//det//14 utbildningsområden//NN|NEU|PLU|IND|NOM//nmod//11 .//MAD//punct//2
5.1 Bakgrund;Skillnaderna//NN|UTR|PLU|DEF|NOM//appos//2 i//PP//case//18 ersättningsbeloppen//NN|NEU|PLU|DEF|NOM//nmod//16 mellan//PP//case//22 de//DT|UTR/NEU|PLU|DEF//det//22 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 områdena//NN|NEU|PLU|DEF|NOM//nmod//18 –//RG|NOM//punct//16 med//PP//mark//26 proportionellt//AB|POS//advmod//26 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//16 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 lokalkostnader//NN|UTR|PLU|IND|NOM//obj//26 –//RG|NOM//punct//33 och//KN//cc//33 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 utbildningsområden//NN|NEU|PLU|IND|NOM//nsubj:pass//33 förstärktes//VB|PRT|SFO//conj//2 därmed//AB//advmod//33 .//MAD//punct//33
5.1 Bakgrund;För//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 utbildningsområdena//NN|NEU|PLU|DEF|NOM//obl//40 innebar//VB|PRT|AKT//parataxis//33 det//DT|NEU|SIN|DEF//det//42 faktum//NN|NEU|SIN|DEF|NOM//nsubj//40 att//SN//mark//45 hyreskostnaderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//45 inkluderades//VB|PRT|SFO//acl//42 i//PP//case//48 per//PP//case//48 capita-ersättningarna//NN|NEU|PLU|DEF|NOM//obl//45 att//SN//mark//51 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj//51 ökade//VB|PRT|AKT//acl//48 med//PP//case//57 mellan//PP//case//54 50//RG|NOM//nummod//57 och//KN//cc//54 100//RG|NOM//nummod//57 %//NN|AN//obl//51 medan//SN//case//60 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 ökning//NN|UTR|SIN|IND|NOM//obl//51 för//PP//case//63 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 utbildningsområden//NN|NEU|PLU|IND|NOM//nmod//60 varierade//VB|PRT|AKT//xcomp//40 mellan//PP//case//66 10//RG|NOM//nummod//69 och//KN//cc//66 35//RG|NOM//nummod//66 %//NN|AN//obl//64 .//MID//punct//40
5.1 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//73 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 utbildningarna//NN|UTR|PLU|DEF|NOM//nsubj//74 har//VB|PRS|AKT//parataxis//40 såväl//KN//advmod//76 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 undervisningskostnader//NN|UTR|PLU|IND|NOM//obj//74 som//KN//mark//80 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 lokal-//JJ|POS|UTR|-|-|SMS//nmod//77 och//KN//cc//82 lånekostnader//NN|UTR|PLU|IND|NOM//conj//80 per//PP//case//84 student//NN|UTR|SIN|IND|NOM//nmod//82 .//MAD//punct//2
5.1 Bakgrund;Nedan//AB//advmod//1 redovisas//VB|PRS|SFO//ROOT//1 respektive//AB//cc//5 utbildningsområdes//NN|UTR|PLU|IND|GEN//amod//4 storlek//NN|UTR|SIN|IND|NOM//nsubj//5 mätt//PC|PRF|UTR|SIN|IND|NOM//conj//1 i//PP//case//8 antal//NN|NEU|SIN|IND|NOM//nmod//8 helårsstudenter//NN|UTR|PLU|IND|NOM//obl//5 ,//MID//punct//12 den//DT|UTR|SIN|DEF//det//12 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 ersättningen//NN|UTR|SIN|DEF|NOM//appos//8 per//PP//case//14 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//12 och//KN//cc//16 utbildningsområde//NN|NEU|SIN|IND|NOM//conj//14 samt//KN//cc//20 den//DT|UTR|SIN|DEF//det//20 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 ersättning//NN|UTR|SIN|IND|NOM//conj//14 som//HP|-|-|-//obj//24 dessa//DT|UTR/NEU|PLU|DEF//det//23 studenter//NN|UTR|PLU|IND|NOM//nsubj//24 genererar//VB|PRS|AKT//acl:relcl//20 .//MID//punct//1
5.1 Bakgrund;Uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//1 om//PP//mark//31 antal//NN|NEU|SIN|IND|NOM//nmod//29 helårsstudenter//NN|UTR|PLU|IND|NOM//nsubj:pass//31 har//VB|PRS|AKT//aux//31 tagits//VB|SUP|SFO//acl//26 fram//PL//compound:prt//31 inom//PP//case//34 utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//obl//31 och//KN//cc//36 avser//VB|PRS|AKT//conj//1 år//NN|NEU|SIN|IND|NOM//nmod//38 1999//RG|NOM//obl//36 .//MAD//punct//1
5.1 Bakgrund;Uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//46 om//PP//case//43 genomsnittlig//JJ|POS|UTR|SIN|IND|NOM//amod//43 ersättning//NN|UTR|SIN|IND|NOM//nmod//40 per//PP//case//45 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//43 avser//VB|PRS|AKT//parataxis//1 ersättningsbeloppen//NN|NEU|PLU|DEF|NOM//obj//46 för//PP//case//49 budgetåret//NN|NEU|SIN|DEF|NOM//obl//46 2000//RG|NOM//nummod//49 med//PP//case//52 antagande//NN|NEU|SIN|IND|NOM//obl//46 om//PP//case//56 95//RG|NOM//nummod//55 procents//NN|UTR|PLU|IND|GEN//nmod:poss//56 prestationsgrad//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//1
5.1 Bakgrund;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
5.1 Bakgrund; //_SP////1 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//appos//0 ,//MID//punct//3 högskoleenheten//NN|UTR|SIN|DEF|NOM//conj//3 .//MAD//punct//0
5.1 Bakgrund;Av//PP//case//1 tabellen//NN|UTR|SIN|DEF|NOM//obl//2 framgår//VB|PRS|AKT//ROOT//2 att//SN//mark//11 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//11 av//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 utbildningsområdena//NN|NEU|PLU|DEF|NOM//nmod//4 är//VB|PRS|AKT//cop//11 mycket//AB|POS//advmod//11 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//2 .//MAD//punct//11
5.1 Bakgrund;Inom//PP//case//14 utbildningsområdet//NN|NEU|SIN|DEF|NOM//nmod//15 opera//NN|UTR|SIN|IND|NOM//nsubj:pass//16 redovisades//VB|PRT|SFO//punct//2 70//RG|NOM//nummod//18 helårsstudenter//NN|UTR|PLU|IND|NOM//nsubj:pass//16 år//NN|NEU|SIN|IND|NOM//nmod//20 1999//RG|NOM//nmod//18 .//MAD//punct//16
5.1 Bakgrund;Inom//PP//case//23 vart//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//33 och//KN//fixed//23 ett//PN|NEU|SIN|IND|SUB/OBJ//fixed//23 av//PP//case//27 områdena//NN|NEU|PLU|DEF|NOM//nmod//28 dans//NN|UTR|SIN|IND|NOM//nmod//23 ,//MID//punct//30 teater//NN|UTR|SIN|IND|NOM//conj//28 och//KN//cc//32 media//NN|NEU|PLU|IND|NOM//conj//28 redovisades//VB|PRT|SFO//conj//16 mindre//AB|KOM//advmod//36 än//KN//fixed//34 200//RG|NOM//nummod//37 helårsstudenter//NN|UTR|PLU|IND|NOM//nsubj:pass//33 .//MAD//punct//2
5.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//2 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj//5 per//PP//case//4 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//2 varierar//VB|PRS|AKT//ROOT//5 från//PP//case//10 ca//AB|AN//advmod//8 150//RG|NOM//nummod//9 000//RG|NOM//nummod//10 kr//NN|AN//obl//5 för//PP//case//13 utbildningsområdet//NN|NEU|SIN|DEF|NOM//nmod:poss//13 musik//NN|UTR|SIN|IND|NOM//nmod//10 till//PP//case//18 ca//AB|AN//advmod//16 400//RG|NOM//nummod//17 000//RG|NOM//nummod//18 kr//NN|AN//nmod//13 för//PP//case//21 utbildningsområdet//NN|NEU|SIN|DEF|NOM//det//21 media//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//5
