5 Resurstilldelningen för konstnärliga utbildningar ;De//DT|UTR/NEU|PLU|DEF//det//2 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 utbildningarna//NN|UTR|PLU|DEF|NOM//nsubj//3 har//VB|PRS|AKT//ROOT//3 annan//JJ|POS|UTR|SIN|IND|NOM//amod//5 karaktär//NN|UTR|SIN|IND|NOM//obj//3 och//KN//cc//7 uppläggning//NN|UTR|SIN|IND|NOM//conj//5 än//KN//mark//10 övrig//JJ|POS|UTR|SIN|IND|NOM//amod//10 högskoleutbildning//NN|UTR|SIN|IND|NOM//nmod//7 .//MID//punct//3
5 Resurstilldelningen för konstnärliga utbildningar ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 rör//VB|PRS|AKT//conj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//13 här//AB//advmod//13 om//PP//case//18 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 utbildningar//NN|UTR|PLU|IND|NOM//obl//13 inom//PP//case//20 områden//NN|NEU|PLU|IND|NOM//nmod//18 med//PP//case//23 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//20 .//MAD//punct//13
5 Resurstilldelningen för konstnärliga utbildningar ;Behovet//NN|NEU|SIN|DEF|NOM//nsubj//31 av//PP//case//27 lärar-//NN|UTR|-|-|SMS//nmod//25 och//KN//cc//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 utbildningsresurser//NN|UTR|PLU|IND|NOM//conj//27 blir//VB|PRS|AKT//parataxis//13 därför//AB//advmod//31 särskilt//AB//advmod//34 stort//JJ|POS|NEU|SIN|IND|NOM//xcomp//31 .//MAD//punct//31
5 Resurstilldelningen för konstnärliga utbildningar ;Flertalet//NN|NEU|SIN|DEF|NOM//nsubj//39 av//PP//case//38 utbildningarna//NN|UTR|PLU|DEF|NOM//nmod//36 ställer//VB|PRS|AKT//parataxis//31 också//AB//advmod//39 mycket//AB|POS//advmod//42 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 krav//NN|NEU|PLU|IND|NOM//obj//39 på//PP//case//45 lokaler//NN|UTR|PLU|IND|NOM//nmod//43 och//KN//cc//47 utrustning//NN|UTR|SIN|IND|NOM//conj//45 för//PP//case//51 t.ex.//AB|AN//advmod//51 scenisk//JJ|POS|UTR|SIN|IND|NOM//amod//51 framställning//NN|UTR|SIN|IND|NOM//nmod//47 ,//MID//punct//53 musikutövande//NN|NEU|SIN|IND|NOM//conj//51 eller//KN//cc//56 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 former//NN|UTR|PLU|IND|NOM//conj//51 av//PP//case//58 bildskapande//NN|NEU|SIN|IND|NOM//nmod//56 .//MAD//punct//31
5 Resurstilldelningen för konstnärliga utbildningar ;Samtidigt//AB//advmod//61 har//VB|PRS|AKT//advcl//31 de//DT|UTR/NEU|PLU|DEF//det//64 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 utbildningarna//NN|UTR|PLU|DEF|NOM//obj//61 –//RG|NOM//punct//13 och//KN//cc//68 måste//VB|PRS|AKT//aux//68 ha//VB|INF|AKT//conj//13 ,//MID//punct//68 med//PP//case//76 hänsyn//NN|UTR|SIN|IND|NOM//fixed//70 till//PP//fixed//70 såväl//KN//advmod//76 den//DT|UTR|SIN|DEF//det//76 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//76 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//obl//68 som//KN//case//80 de//DT|UTR/NEU|PLU|DEF//det//80 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 krav//NN|NEU|PLU|IND|NOM//obl//68 som//HP|-|-|-//nsubj:pass//82 ställs//VB|PRS|SFO//acl:relcl//80 på//PP//case//84 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//82 som//HP|-|-|-//nsubj:pass//86 antas//VB|PRS|SFO//acl:relcl//84 –//PP//punct//90 en//DT|UTR|SIN|IND//det//90 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//90 omfattning//NN|UTR|SIN|IND|NOM//obl//86 .//MAD//punct//13
5 Resurstilldelningen för konstnärliga utbildningar ;De//DT|UTR/NEU|PLU|DEF//det//94 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 resurskraven//NN|NEU|PLU|DEF|NOM//appos//13 och//KN//cc//99 den//DT|UTR|SIN|DEF//det//98 nödvändiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//98 småskaligheten//NN|UTR|SIN|DEF|NOM//nsubj//99 ställer//VB|PRS|AKT//conj//13 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 krav//NN|NEU|PLU|IND|NOM//obj//99 på//PP//case//103 resurstilldelningen//NN|UTR|SIN|DEF|NOM//obl//99 .//MAD//punct//13

5.1 Bakgrund;Principen//NN|UTR|SIN|DEF|NOM//nsubj//16 med//PP//case//2 enhetliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//0 per//PP//case//4 capita-ersättningar//NN|UTR|PLU|IND|NOM//nmod//2 –//RG|NOM//punct//7 samma//DT|UTR/NEU|SIN/PLU|IND//det//7 ersättning//NN|UTR|SIN|IND|NOM//nmod//0 per//PP//case//9 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//7 respektive//AB//cc//11 helårsprestation//NN|UTR|SIN|IND|NOM//conj//9 inom//PP//case//14 samma//DT|UTR/NEU|SIN/PLU|IND//det//14 utbildningsområde//NN|NEU|SIN|IND|NOM//nmod//7 –//RG|NOM//punct//0 omfattade//VB|PRT|AKT//ROOT//16 inte//AB//advmod//16 det//DT|NEU|SIN|DEF//det//20 konstnärliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 utbildningsområdet//NN|NEU|SIN|DEF|NOM//obj//16 under//PP//case//24 det//DT|NEU|SIN|DEF//det//24 första//RO|NOM//amod//24 budgetåret//NN|NEU|SIN|DEF|NOM//nmod//20 med//PP//case//28 det//DT|NEU|SIN|DEF//det//28 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//28 resursallokeringssystemet//NN|NEU|SIN|DEF|NOM//nmod//24 .//MAD//punct//16
5.1 Bakgrund;Utbildningsministern//NN|UTR|SIN|DEF|NOM//nsubj//31 anförde//VB|PRT|AKT//parataxis//16 i//PP//case//33 propositionen//NN|UTR|SIN|DEF|NOM//nmod//35 Högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 utbildning//NN|UTR|SIN|IND|NOM//obj//31 för//PP//case//38 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//38 kompetens//NN|UTR|SIN|IND|NOM//obl//31 ://MID//punct//31 ”//PAD//punct//48
5.1 Bakgrund;För//PP//case//43 dessa//DT|UTR/NEU|PLU|DEF//det//43 utbildningar//NN|UTR|PLU|IND|NOM//obl//48 bör//VB|PRS|AKT//aux//48 enligt//PP//case//47 min//PS|UTR|SIN|DEF//nmod:poss//47 mening//NN|UTR|SIN|IND|NOM//obl//48 tillämpas//VB|INF|SFO//parataxis//31 en//DT|UTR|SIN|IND//nsubj:pass//48 för//PP//case//51 var//PN|UTR|SIN|IND|SUB/OBJ//det//62 och//KN//fixed//51 en//PN|UTR|SIN|IND|SUB/OBJ//fixed//51 av//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//57 universiteten//NN|NEU|PLU|DEF|NOM//nmod//51 och//KN//cc//59 högskolorna//NN|UTR|PLU|DEF|NOM//conj//57 individuellt//AB|POS//fixed//51 beräknad//PC|PRF|UTR|SIN|IND|NOM//amod//62 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//48 per//PP//case//64 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//62 ”//RG|NOM//punct//48 .//MAD//punct//16
5.1 Bakgrund;Skillnaderna//NN|UTR|PLU|DEF|NOM//nsubj//11 mellan//PP//case//3 lärosätenas//NN|UTR|PLU|DEF|GEN//nmod:poss//3 ersättning//NN|UTR|SIN|IND|NOM//nmod//0 per//PP//case//5 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//3 inom//PP//case//9 det//DT|NEU|SIN|DEF//det//9 konstnärliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 utbildningsområdet//NN|NEU|SIN|DEF|NOM//nmod//5 var//VB|PRT|AKT//cop//11 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//11 ,//MID//punct//11 vilket//HP|NEU|SIN|IND//nsubj//14 framgår//VB|PRS|AKT//acl:relcl//11 av//PP//case//17 nedanstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 tabell//NN|UTR|SIN|IND|NOM//obl//14 ://MID//punct//14
5.1 Bakgrund;(//PAD//punct//14 Dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//compound//21 Högskolan//NN|UTR|SIN|DEF|NOM//nsubj//29 i//PP//case//23 Örebro//PM|NOM//nmod//21 som//HP|-|-|-//nsubj//25 hade//VB|PRT|AKT//acl:relcl//21 musiklärar-//NN|UTR|-|-|SMS//obj//25 och//KN//cc//28 idrottslärarutbildning//NN|UTR|SIN|IND|NOM//conj//26 erhöll//VB|PRT|AKT//conj//14 en//DT|UTR|SIN|IND//det//31 gemensamma//NN|UTR|SIN|IND|NOM//obj//29 per//PP//case//33 capitaersättning//NN|UTR|SIN|IND|NOM//nmod//31 för//PP//case//35 musik//NN|UTR|SIN|IND|NOM//nmod//33 och//KN//cc//37 idrott//NN|UTR|SIN|IND|NOM//conj//35 .//MAD//punct//11
5.1 Bakgrund;Denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//40 exkluderas//VB|PRS|SFO//conj//11 i//PP//case//42 redovisningen//NN|UTR|SIN|DEF|NOM//obl//40 )//PAD//punct//40 .//MAD//punct//11
5.1 Bakgrund;Fr.o.m.//AB|AN//case//2 budgetåret//NN|NEU|SIN|DEF|NOM//nmod//2 1994/95//RG|NOM//obl//3 infördes//VB|PRT|SFO//ROOT//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//5 principer//NN|UTR|PLU|IND|NOM//nsubj:pass//3 för//PP//case//7 resurstilldelning//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//10 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 utbildningar//NN|UTR|PLU|IND|NOM//nmod//7 som//KN//nsubj//14 för//PP//case//14 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 utbildningar//NN|UTR|PLU|IND|NOM//obl//3 .//MAD//punct//3
5.1 Bakgrund;Förslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 presenterades//VB|PRT|SFO//parataxis//3 i//PP//case//20 propositionen//NN|UTR|SIN|DEF|NOM//nmod//20 Utbildning//NN|UTR|SIN|IND|NOM//obl//17 och//KN//cc//22 forskning//NN|UTR|SIN|IND|NOM//conj//20 –//RG|NOM//punct//24 Kvalitet//NN|UTR|SIN|IND|NOM//conj//20 och//KN//cc//26 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//24 .//MAD//punct//17
5.1 Bakgrund;För//PP//mark//31 att//IE//mark//31 kunna//VB|INF|AKT//aux//31 tillämpa//VB|INF|AKT//advcl//43 principen//NN|UTR|SIN|DEF|NOM//obj//31 om//PP//case//34 samma//DT|UTR/NEU|SIN/PLU|IND//nmod//32 per//PP//case//36 capita-ersättning//NN|UTR|SIN|IND|NOM//nmod//34 inom//PP//case//39 ett//DT|NEU|SIN|IND//det//39 utbildningsområde//NN|NEU|SIN|IND|NOM//obl//31 till//PP//case//42 alla//DT|UTR/NEU|PLU|IND/DEF//det//42 lärosäten//NN|NEU|PLU|IND|NOM//nmod//39 blev//VB|PRT|AKT//parataxis//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 emellertid//AB//advmod//46 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//43 att//IE//mark//48 dela//VB|INF|AKT//xcomp//43 upp//PL//compound:prt//48 det//DT|NEU|SIN|DEF//det//52 konstnärliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//52 utbildningsområdet//NN|NEU|SIN|DEF|NOM//obj//48 i//PP//case//56 sju//RG|NOM//nummod//56 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 utbildningsområden//NN|NEU|PLU|IND|NOM//nmod//52 .//MAD//punct//43
5.1 Bakgrund;Bakgrunden//NN|UTR|SIN|DEF|NOM//nsubj//64 till//PP//case//60 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//58 var//VB|PRT|AKT//cop//64 de//DT|UTR/NEU|PLU|DEF//det//64 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 skillnaderna//NN|UTR|PLU|DEF|NOM//parataxis//43 i//PP//case//66 resurser//NN|UTR|PLU|IND|NOM//nmod//64 per//PP//case//68 helårsstudent//NN|UTR|SIN|IND|NOM//nmod//66 mellan//PP//case//71 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 typer//NN|UTR|PLU|IND|NOM//nmod//68 av//PP//case//74 konstnärlig//JJ|POS|UTR|SIN|IND|NOM//amod//74 utbildning//NN|UTR|SIN|IND|NOM//nmod//71 och//KN//cc//76 grundprincipen//NN|UTR|SIN|DEF|NOM//conj//74 att//SN//mark//81 inget//DT|NEU|SIN|IND//det//79 lärosäte//NN|NEU|SIN|IND|NOM//nsubj:pass//81 skulle//VB|PRT|AKT//aux//81 drabbas//VB|INF|SFO//advcl//43 av//PP//case//85 en//DT|UTR|SIN|IND//det//85 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 tilldelning//NN|UTR|SIN|IND|NOM//obl:agent//81 än//KN//mark//87 tidigare//AB|KOM//acl//85 .//MAD//punct//43 ”//PAD//punct//43
5.1 Bakgrund;En//DT|UTR|SIN|IND//det//91 sammanslagning//NN|UTR|SIN|IND|NOM//nsubj//106 till//PP//case//95 ett//DT|NEU|SIN|IND//det//94 fåtal//NN|NEU|SIN|IND|NOM//nmod//95 områden//NN|NEU|PLU|IND|NOM//nmod//91 och//KN//cc//97 införandet//NN|NEU|SIN|DEF|NOM//conj//95 av//PP//case//100 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//100 ersättning//NN|UTR|SIN|IND|NOM//nmod//97 per//PP//case//102 student//NN|UTR|SIN|IND|NOM//nmod//100 och//KN//cc//104 område//NN|NEU|SIN|IND|NOM//conj//102 skulle//VB|PRT|AKT//aux//106 få//VB|INF|AKT//parataxis//43 drastiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//108 konsekvenser//NN|UTR|PLU|IND|NOM//obj//106 för//PP//case//110 resurstilldelningen//NN|UTR|SIN|DEF|NOM//obl//106 till//PP//case//112 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//110 av//PP//case//117 de//DT|UTR/NEU|PLU|DEF//det//117 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 konstnärliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 högskolorna//NN|UTR|PLU|DEF|NOM//nmod//112 i//PP//case//119 Stockholm//PM|NOM//nmod//117 ”//RG|NOM//punct//43 .//MAD//punct//3
5.1 Bakgrund;"Det//DT|NEU|SIN|DEF//det//124 konstnärliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//124 utbildningsområdet//NN|NEU|SIN|DEF|NOM//nsubj:pass//125 delades//VB|PRT|SFO//parataxis//3 således//AB//advmod//125 upp//PL//compound:prt//125 i//PP//case//131 sju//RG|NOM//nummod//131 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 utbildningsområden//NN|NEU|PLU|IND|NOM//obl//125 ;//MID//punct//125"
5.1 Bakgrund;dans//NN|UTR|SIN|IND|NOM//nsubj:pass//3 ,//MID//punct//135 design//NN|UTR|SIN|IND|NOM//conj//133 ,//MID//punct//137 konst//NN|UTR|SIN|IND|NOM//conj//133 ,//MID//punct//139 media//NN|UTR|SIN|IND|NOM//conj//133 ,//MID//punct//141 musik//NN|UTR|SIN|IND|NOM//conj//133 ,//MID//punct//143 teater//NN|UTR|SIN|IND|NOM//conj//133 och//KN//cc//145 opera//NN|UTR|SIN|IND|NOM//conj//133 .//MAD//punct//3
