Skatt på engångsartiklar;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Engångsartikelutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Skatt på engångsartiklar;Stockholm//PM|NOM//ROOT//0 2020//RG|NOM//nummod//0

Till statsrådet och chefen för Finansdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 2019//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//nsubj:pass//28 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 lämna//VB|INF|AKT//acl//12 förslag//NN|NEU|SIN|IND|NOM//obj//14 på//PP//case//19 hur//HA//advmod//19 en//DT|UTR|SIN|IND//det//19 skatt//NN|UTR|SIN|IND|NOM//obl//14 för//PP//mark//22 att//IE//mark//22 minska//VB|INF|AKT//acl//19 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 miljöeffekter//NN|UTR|PLU|IND|NOM//obj//22 av//PP//case//26 engångsartiklar//NN|UTR|PLU|IND|NOM//nmod//24 kan//VB|PRS|AKT//aux//28 utformas//VB|INF|SFO//parataxis//1 (//PAD//punct//28 dir//NN|AN//appos//28 .//MAD//punct//28
Till statsrådet och chefen för Finansdepartementet;2019:55//RG|NOM//obl//28 )//PAD//punct//28 .//MAD//punct//38
Till statsrådet och chefen för Finansdepartementet;Som//KN//mark//38 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//37 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//38 förordnades//VB|PRT|SFO//parataxis//28 från//PP//case//42 den//DT|UTR|SIN|DEF//det//42 2//RO|NOM//nummod//42 oktober//NN|UTR|SIN|IND|NOM//obl//38 2019//RG|NOM//nummod//44 kammarrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//45 Anders//PM|NOM//obl//38 Bengtsson//PM|NOM//flat:name//45 .//MAD//punct//1
Till statsrådet och chefen för Finansdepartementet;Anders//PM|NOM//nmod//1 Bengtsson//PM|NOM//nsubj//2 svarar//VB|PRS|AKT//ROOT//2 som//KN//case//5 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//5 utredare//NN|UTR|SIN|IND|NOM//obl//2 ensam//JJ|POS|UTR|SIN|IND|NOM//xcomp//2 för//PP//case//8 innehållet//NN|NEU|SIN|DEF|NOM//obl//2 i//PP//case//10 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//8 .//MID//punct//2
Till statsrådet och chefen för Finansdepartementet;Han//PN|UTR|SIN|DEF|SUB//nsubj//14 har//VB|PRS|AKT//aux//14 tagit//VB|SUP|AKT//conj//2 råd//NN|NEU|SIN|IND|NOM//obj//14 av//PP//compound:prt//14 och//KN//cc//18 mottagit//VB|SUP|AKT//conj//14 underlag//NN|NEU|SIN|IND|NOM//obj//18 från//PP//case//21 experterna//NN|UTR|PLU|DEF|NOM//nmod//19 som//HP|-|-|-//nsubj//24 därigenom//AB//advmod//24 deltagit//VB|SUP|AKT//acl:relcl//21 i//PP//case//26 arbetet//NN|NEU|SIN|DEF|NOM//obl//24 på//PP//case//30 ett//DT|NEU|SIN|IND//det//30 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//30 sätt//NN|NEU|SIN|IND|NOM//obl//24 .//MAD//punct//14
Till statsrådet och chefen för Finansdepartementet;I//PP//case//33 betänkandet//NN|NEU|SIN|DEF|NOM//obl//34 används//VB|PRS|SFO//conj//14 därför//AB//advmod//34 även//AB//advmod//34 ”//RG|NOM//punct//38 vi-formen//NN|UTR|SIN|DEF|NOM//obl:agent//34 ”//PAD//punct//38 .//MAD//punct//14
Till statsrådet och chefen för Finansdepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 hindrar//VB|PRS|AKT//conj//14 inte//AB//advmod//42 att//SN//mark//48 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 uppfattningar//NN|UTR|PLU|IND|NOM//nsubj//48 kan//VB|PRS|AKT//aux//48 finnas//VB|INF|SFO//ccomp//42 .//MAD//punct//14
Till statsrådet och chefen för Finansdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//8 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Engångsartikelutredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//8 härmed//AB//advmod//8 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//11 Skatt//NN|UTR|SIN|IND|NOM//obj//8 på//PP//case//13 engångsartiklar//NN|UTR|PLU|IND|NOM//nmod//11  //_SP////13 (//PAD//punct//16 SOU//PM|NOM//appos//11 2020:48//RG|NOM//nummod//16 )//PAD//punct//16 .//MAD//punct//8
Till statsrådet och chefen för Finansdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 med//PP//case//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Finansdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//3 augusti//NN|UTR|SIN|IND|NOM//nmod//3 2020//RG|NOM//obl//0 .//MAD//punct//0
Till statsrådet och chefen för Finansdepartementet;Anders//PM|NOM//nmod//1 Bengtsson//PM|NOM//ROOT//1 /Jenny//RG|NOM//compound//3 Lundahl//PM|NOM//flat:name//1
Till statsrådet och chefen för Finansdepartementet;Elisabet//PM|NOM//nmod//1 Kock//PM|NOM//ROOT//1

Övriga medverkande i utredningen;Experter//NN|UTR|PLU|IND|NOM//nsubj//12  //_SP////0 (//PAD//punct//0 samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//appos//0 fr.o.m.//AB|AN//case//7 den//DT|UTR|SIN|DEF//det//7 8//RO|NOM//nummod//7 oktober//NN|UTR|SIN|IND|NOM//nmod//3 2019//RG|NOM//nummod//0 om//SN//mark//12 inte//AB//advmod//12 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//12 anges//VB|PRS|SFO//ROOT//12 )//PAD//punct//12 Rättssakkunnige//PM|NOM//nmod//15 Jonas//PM|NOM//appos//12 Ljungberg//PM|NOM//flat:name//15 ,//MID//punct//15 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//15 Departementssekreteraren//NN|UTR|SIN|DEF|NOM//conj//15 Hanna//PM|NOM//flat:name//15 Bertell//PM|NOM//flat:name//20 ,//MID//punct//23 Näringsdepartementet//NN|NEU|SIN|DEF|NOM//conj//15
Övriga medverkande i utredningen;Departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//1 Jenny//PM|NOM//ROOT//1 Oltner//PM|NOM//flat:name//1 ,//MID//punct//1 Miljödepartementet//NN|NEU|SIN|DEF|NOM//nmod:poss//6 Rättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 experten//NN|UTR|SIN|DEF|NOM//nmod//7 Pär//PM|NOM//appos//1 Jönsson//PM|NOM//flat:name//7 ,//MID//punct//10 Skatteverket//PM|NOM//conj//1
Övriga medverkande i utredningen;Miljöekonomen//NN|UTR|SIN|DEF|NOM//ROOT//0 Elisabet//PM|NOM//flat//0 Kock//PM|NOM//flat//0 ,//MID//punct//4 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//0 (//PAD//punct//4 t.o.m.//AB|AN//advmod//7 2019-10-31//RG|NOM//nmod//4 )//PAD//punct//4 Miljöekonomen//NN|UTR|SIN|DEF|NOM//conj//0 Emelie//PM|NOM//flat//9 Aurell//PM|NOM//flat//10 ,//MID//punct//13 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//conj//0 (//PAD//punct//13 fr.o.m.//AB|AN//case//16 2019-11-01//RG|NOM//appos//13 )//PAD//punct//18 Skattejuristen//NN|UTR|SIN|DEF|NOM//conj//0 Robert//PM|NOM//nsubj//18 Lönn//PM|NOM//flat:name//19 ,//MID//punct//19 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//23 Näringsliv//NN|NEU|SIN|IND|NOM//appos//18
Övriga medverkande i utredningen;Materialflödesexperten//NN|UTR|SIN|DEF|NOM//nmod//1 Åsa//PM|NOM//ROOT//1 Stenmarck//PM|NOM//flat:name//1 ,//MID//punct//4 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nmod//1 (//PAD//punct//4 fr.o.m.//AB|AN//case//7 2019-12-03//RG|NOM//nmod//1 )//PAD//punct//1
Övriga medverkande i utredningen;Sekreterare//NN|UTR|SIN|IND|NOM//ROOT//0
Övriga medverkande i utredningen;Kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//1 Jenny//PM|NOM//ROOT//1 Lundahl//PM|NOM//flat:name//1 (//PAD//punct//1 fr.o.m.//AB|AN//case//5 2019-09-25//RG|NOM//appos//1 )//PAD//punct//5 Miljöekonomen//NN|UTR|SIN|DEF|NOM//conj//5 Elisabet//PM|NOM//flat//7 Kock//PM|NOM//flat//7 (//PAD//punct//7 fr.o.m.//AB|AN//case//12 2019-11-01//RG|NOM//appos//7 )//PAD//punct//1


1.1 Förslag till lag (0000:000) om skatt på engångsartiklar;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag (0000:000) om skatt på engångsartiklar / Lagens tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Skatt//NN|UTR|SIN|IND|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 betalas//VB|INF|SFO//ROOT//5 till//PP//case//7 staten//NN|UTR|SIN|DEF|NOM//obl//5 för//PP//case//9 engångsartiklar//NN|UTR|PLU|IND|NOM//nmod//7 enligt//PP//case//12 denna//DT|UTR|SIN|DEF//det//12 lag//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//5

1.1 Förslag till lag (0000:000) om skatt på engångsartiklar / Ord och uttryck i lagen;2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 avses//VB|PRS|SFO//ROOT//6 med//PP//compound:prt//6 –//RG|NOM//punct//9 engångsartikel//NN|UTR|SIN|IND|NOM//nsubj:pass//92 ://MID//punct//9
