Ty makten är din …;Myten//NN|UTR|SIN|DEF|NOM//ROOT//0 om//PP//case//4 det//DT|NEU|SIN|DEF//det//4 rationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 arbetslivet//NN|NEU|SIN|DEF|NOM//nmod//0 och//KN//cc//8 det//DT|NEU|SIN|DEF//det//8 jämställda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 Sverige//PM|NOM//conj//0
Inledning och sammanfattning;Kvinnomaktutredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//70 framför//PP//advmod//6 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//2 varit//VB|SUP|AKT//cop//6 en//DT|UTR|SIN|IND//det//6 forskningsutredning//NN|UTR|SIN|IND|NOM//obj//1 .//MAD//punct//1
Inledning och sammanfattning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//10 har//VB|PRS|AKT//aux//10 varit//VB|SUP|AKT//conj//1 att//IE//mark//12 ge//VB|INF|AKT//xcomp//10 en//DT|UTR|SIN|IND//det//15 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//15 bild//NN|UTR|SIN|IND|NOM//obj//12 av//PP//case//17 fördelningen//NN|UTR|SIN|DEF|NOM//obl//12 av//PP//case//20 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 makt//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//23 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 resurser//NN|UTR|PLU|IND|NOM//conj//20 mellan//PP//case//25 kvinnor//NN|UTR|PLU|IND|NOM//nmod//23 och//KN//cc//27 män//NN|UTR|PLU|IND|NOM//conj//25 .//MAD//punct//10
Inledning och sammanfattning;Därutöver//AB//advmod//31 är//VB|PRS|AKT//cop//31 utredaren//NN|UTR|SIN|DEF|NOM//parataxis//10 enligt//PP//case//33 direktiven//NN|NEU|PLU|DEF|NOM//nmod//31 ”//RG|NOM//punct//33 oförhindrad//JJ|POS|UTR|SIN|IND|NOM//amod//31 att//IE//mark//37 belysa//VB|INF|AKT//acl//35 även//AB//advmod//40 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 aspekter//NN|UTR|PLU|IND|NOM//obj//37 av//PP//case//42 betydelse//NN|UTR|SIN|IND|NOM//nmod//40 för//PP//case//44 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//42 samt//KN//cc//46 föreslå//VB|INF|AKT//conj//31 de//DT|UTR/NEU|PLU|DEF//det//48 åtgärder//NN|UTR|PLU|IND|NOM//obj//46 som//HP|-|-|-//nsubj:pass//51 kan//VB|PRS|AKT//aux//51 föranledas//VB|INF|SFO//acl:relcl//48 av//PP//case//53 utredningen//NN|UTR|SIN|DEF|NOM//obl:agent//51 ”//PM|NOM//punct//31 .//MAD//punct//10
Inledning och sammanfattning;Jag//PN|UTR|SIN|DEF|SUB//nsubj//58 har//VB|PRS|AKT//aux//58 valt//VB|SUP|AKT//conj//1 att//IE//mark//60 visa//VB|INF|AKT//xcomp//58 på//PP//case//64 ett//DT|NEU|SIN|IND//det//63 antal//NN|NEU|SIN|IND|NOM//nmod//64 åtgärder//NN|UTR|PLU|IND|NOM//obl//60 som//HP|-|-|-//obj//67 jag//PN|UTR|SIN|DEF|SUB//nsubj//67 tror//VB|PRS|AKT//acl:relcl//64 sammantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//67 kan//VB|PRS|AKT//aux//70 bidra//VB|INF|AKT//ROOT//70 till//PP//case//74 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//74 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//74 jämställdhet//NN|UTR|SIN|IND|NOM//obl//70 mellan//PP//case//76 kvinnor//NN|UTR|PLU|IND|NOM//nmod//74 och//KN//cc//78 män//NN|UTR|PLU|IND|NOM//conj//76 i//PP//case//80 framtiden//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//70
Inledning och sammanfattning;Forskarna//NN|UTR|PLU|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 arbetat//VB|SUP|AKT//ROOT//2 självständigt//AB|POS//advmod//2 utifrån//PP//case//7 tre//RG|NOM//nummod//7 parallella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 spår//NN|NEU|PLU|IND|NOM//obl//2 ://MID//punct//7
Inledning och sammanfattning;familj//NN|UTR|SIN|IND|NOM//appos//7 ,//MID//punct//11 arbetsliv//NN|NEU|SIN|IND|NOM//conj//9 ///MID//cc//13 arbetsmarknad//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//15 välfärdsstat//NN|UTR|SIN|IND|NOM//conj//9 .//MAD//punct//2
Inledning och sammanfattning;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//19 har//VB|PRS|AKT//aux//19 blivit//VB|SUP|AKT//parataxis//2 totalt//AB|POS//advmod//21 13//RG|NOM//nummod//22 volymer//NN|UTR|PLU|IND|NOM//xcomp//19 av//PP//case//24 forskningsrapporter//NN|UTR|PLU|IND|NOM//nmod//22 ,//MID//punct//26 publicerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//19 i//PP//case//28 SOU-serien//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//2
Inledning och sammanfattning;Det//DT|NEU|SIN|DEF//det//32 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 flertalet//NN|NEU|SIN|DEF|NOM//nmod//33 rapporter//NN|UTR|PLU|IND|NOM//nsubj:pass//35 har//VB|PRS|AKT//aux//35 publicerats//VB|SUP|SFO//parataxis//2 under//PP//case//38 senhösten//NN|UTR|SIN|DEF|NOM//nmod//38 1997//RG|NOM//obl//35 ,//MID//punct//44 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//44 är//VB|PRS|AKT//cop//44 inte//AB//advmod//44 ens//AB//advmod//44 färdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//2 när//HA//mark//48 detta//DT|NEU|SIN|DEF//det//47 betänkande//NN|NEU|SIN|IND|NOM//nsubj:pass//48 skrivs//VB|PRS|SFO//advcl//44 .//MAD//punct//2
Inledning och sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 har//VB|PRS|AKT//aux//53 därför//AB//advmod//53 funnits//VB|SUP|SFO//conj//2 mycket//AB|POS//advmod//55 kort//JJ|POS|UTR|SIN|IND|NOM//amod//56 tid//NN|UTR|SIN|IND|NOM//obj//53 för//PP//mark//59 att//IE//mark//59 analysera//VB|INF|AKT//acl//56 materialet//NN|NEU|SIN|DEF|NOM//obj//59 och//KN//cc//62 knyta//VB|INF|AKT//conj//59 förslagen//NN|NEU|PLU|DEF|NOM//obj//62 till//PP//case//65 forskningen//NN|UTR|SIN|DEF|NOM//obl//62 .//MAD//punct//2
Inledning och sammanfattning;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//1 rymmer//VB|PRS|AKT//ROOT//1 tre//RG|NOM//nummod//4 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 delar//NN|UTR|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj:pass//8 också//AB//advmod//8 kan//VB|PRS|AKT//aux//8 läsas//VB|INF|SFO//acl:relcl//4 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//8 från//PP//case//11 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//9 ://MID//punct//1
Inledning och sammanfattning;Den//DT|UTR|SIN|DEF//det//15 första//RO|NOM//amod//15 delen//NN|UTR|SIN|DEF|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 en//DT|UTR|SIN|IND//det//19 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//amod//19 översikt//NN|UTR|SIN|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj//21 innehåller//VB|PRS|AKT//acl:relcl//19 ett//DT|NEU|SIN|IND//det//23 urval//NN|NEU|SIN|IND|NOM//obj//21 av//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 resultat//NN|NEU|PLU|IND|NOM//nmod//23 som//HP|-|-|-//nsubj:pass//28 redovisas//VB|PRS|SFO//acl:relcl//26 i//PP//case//30 forskningsrapporterna//NN|UTR|PLU|DEF|NOM//obl//28 .//MAD//punct//1
Inledning och sammanfattning;Därefter//AB//advmod//33 följer//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//36 populär//JJ|POS|UTR|SIN|IND|NOM//amod//36 framställning//NN|UTR|SIN|IND|NOM//obj//33 av//PP//case//40 fem//RG|NOM//nummod//40 tänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 kvinnoliv//NN|NEU|PLU|IND|NOM//nmod//36 –//PAD//punct//36 idag//AB//advmod//33 och//KN//cc//44 i//PP//conj//42 morgon//NN|UTR|SIN|IND|NOM//fixed//44 .//MAD//punct//33
Inledning och sammanfattning;Sist//AB|SUV//punct//1 följer//VB|PRS|AKT//conj//1 förslag//NN|NEU|PLU|IND|NOM//obj//48 till//PP//case//51 åtgärder//NN|UTR|PLU|IND|NOM//nmod//49 för//PP//mark//54 att//IE//mark//54 hantera//VB|INF|AKT//advcl//48 bristen//NN|UTR|SIN|DEF|NOM//obj//54 på//PP//case//58 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//58 jämställdhet//NN|UTR|SIN|IND|NOM//nmod//55 mellan//PP//case//60 kvinnor//NN|UTR|PLU|IND|NOM//nmod//58 och//KN//cc//62 män//NN|UTR|PLU|IND|NOM//conj//60 .//MAD//punct//1
Inledning och sammanfattning;En//DT|UTR|SIN|IND//det//1 snabbsammanfattning//NN|UTR|SIN|IND|NOM//nsubj//7 av//PP//case//4 Kvinnomaktutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 resultat//NN|NEU|SIN|IND|NOM//nmod//1 skulle//VB|PRT|AKT//aux//7 kunna//VB|INF|AKT//aux//7 vara//VB|INF|AKT//ROOT//7 ://MAD//punct//7
Inledning och sammanfattning;•//NN|UTR|SIN|IND|NOM//discourse//6 Sverige//PM|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 inte//AB//advmod//6 ett//DT|NEU|SIN|IND//det//6 jämställt//JJ|POS|NEU|SIN|IND|NOM//amod//6 land//NN|NEU|SIN|IND|NOM//ROOT//6
Inledning och sammanfattning;•//NN|UTR|SIN|IND|NOM//advmod//3 Könskvotering//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 vanligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3
Inledning och sammanfattning;•//NN|UTR|SIN|IND|NOM//case//1 Män//NN|UTR|PLU|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 som//HP|-|-|-//nsubj//4 korkar//VB|PRS|AKT//ROOT//4 –//RG|NOM//punct//4 flyter//VB|PRS|AKT//conj//4 alltid//AB//advmod//6 upp//PL//compound:prt//6
Inledning och sammanfattning;•//NN|UTR|SIN|IND|NOM//case//1 Bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//1 satsa//VB|INF|AKT//acl//1 på//PP//case//4 könsbyte//NN|NEU|SIN|IND|NOM//obl//2 än//KN//mark//6 utbildning//NN|UTR|SIN|IND|NOM//obl//2
Inledning och sammanfattning;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 är//VB|PRS|AKT//cop//2 förenklat//PC|PRF|NEU|SIN|IND|NOM//ROOT//2 och//KN//cc//4 tillspetsat//AB//conj//2 uttryckt//PC|PRF|NEU|SIN|IND|NOM//advcl//2 ,//MID//punct//8 men//KN//cc//8 sant//JJ|POS|NEU|SIN|IND|NOM//conj//5 och//KN//cc//10 underbyggt//PC|PRF|NEU|SIN|IND|NOM//conj//8 i//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 13//RG|NOM//nummod//14 forskningsvolymerna//NN|UTR|PLU|DEF|NOM//nmod//8 .//MAD//punct//2
Inledning och sammanfattning;1995//RG|NOM//nummod//17 utsågs//VB|PRT|SFO//parataxis//2 Sverige//PM|NOM//nsubj//17 av//PP//case//20 FN//PM|NOM//obl//17 till//PP//case//25 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 mest//AB|SUV//advmod//24 jämställda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 land//NN|NEU|SIN|IND|NOM//obl//17 .//MID//punct//17
Inledning och sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 var//VB|PRT|AKT//cop//29 smickrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//17 och//KN//cc//32 förmodligen//AB//advmod//32 korrekt//AB|POS//conj//29 ,//MID//punct//29 men//KN//cc//36 anledningen//NN|UTR|SIN|DEF|NOM//nsubj//36 är//VB|PRS|AKT//conj//17 bara//AB//advmod//36 att//SN//mark//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 är//VB|PRS|AKT//cop//42 mycket//AB|POS//advmod//42 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ccomp//36 på//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 håll//NN|NEU|PLU|IND|NOM//obl//42 i//PP//case//49 världen//NN|UTR|SIN|DEF|NOM//nmod//47 .//MAD//punct//2
Inledning och sammanfattning;Sverige//PM|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 inte//AB//advmod//5 ett//DT|NEU|SIN|IND//det//5 jämställt//JJ|POS|NEU|SIN|IND|NOM//amod//5 land//NN|NEU|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
Inledning och sammanfattning;I//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 utrednings//NN|UTR|SIN|IND|GEN//amod//3 forskning//NN|UTR|SIN|IND|NOM//obl//7 kan//VB|PRS|AKT//aux//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//7 tvärtom//AB//advmod//7 se//VB|INF|AKT//ROOT//7 att//SN//mark//21 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//21 av//PP//case//11 klyftorna//NN|UTR|PLU|DEF|NOM//nmod//9 –//RG|NOM//punct//13 ensamstående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 mammors//NN|UTR|PLU|IND|GEN//nmod:poss//15 svårigheter//NN|UTR|PLU|IND|NOM//nmod//9 på//PP//case//17 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//15 till//PP//case//19 exempel//NN|NEU|SIN|IND|NOM//nmod//9 –//RG|NOM//punct//9 ökar//VB|PRS|AKT//ccomp//7 och//KN//cc//37 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//37 på//PP//case//27 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 områden//NN|NEU|PLU|IND|NOM//obl//37 –//RG|NOM//punct//27 lönegapet//NN|NEU|SIN|DEF|NOM//appos//27 mellan//PP//case//31 kvinnor//NN|UTR|PLU|IND|NOM//nmod//29 och//KN//cc//33 män//NN|UTR|PLU|IND|NOM//conj//31 till//PP//case//35 exempel//NN|NEU|SIN|IND|NOM//nmod//27 –//RG|NOM//punct//37 står//VB|PRS|AKT//conj//21 mycket//AB|POS//advmod//39 stilla//AB|POS//xcomp//37 .//MAD//punct//7
Inledning och sammanfattning;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 av//PP//case//4 de//DT|UTR/NEU|PLU|DEF//det//4 13//RG|NOM//nummod//4 volymerna//NN|UTR|PLU|DEF|NOM//nmod//0 kan//VB|PRS|AKT//aux//7 därför//AB//advmod//7 sägas//VB|INF|SFO//ROOT//7 vara//VB|INF|AKT//xcomp//7 att//SN//mark//15 myten//NN|UTR|SIN|DEF|NOM//nsubj//15 om//PP//case//14 det//DT|NEU|SIN|DEF//det//14 jämställda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 Sverige//PM|NOM//nsubj//15 rämnar//VB|PRS|AKT//ccomp//8 .//MAD//punct//7
Inledning och sammanfattning;En//DT|UTR|SIN|IND//det//1 annan//JJ|POS|UTR|SIN|IND|NOM//nsubj//31 och//KN//cc//6 förmodligen//AB//advmod//6 ännu//AB//advmod//5 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 myt//NN|UTR|SIN|IND|NOM//conj//1 är//VB|PRS|AKT//cop//6 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//6 om//PP//case//15 det//DT|NEU|SIN|DEF//det//15 rationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//15 och//KN//cc//14 effektivt//AB|POS//advmod//14 fungerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//11 arbetslivet//NN|NEU|SIN|DEF|NOM//obl//6 .//MID//punct//1
Inledning och sammanfattning;Rationellt//AB|POS//advmod//21 och//KN//cc//19 effektivt//AB|POS//conj//17 för//PP//case//21 vem//HP|UTR|SIN|IND//conj//1 ?//MID//punct//21
