Förbättrat skydd för totalförsvaret;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Kommittén//NN|UTR|SIN|DEF|NOM//nmod//0 för//PP//case//5 förbättrat//PC|PRF|NEU|SIN|IND|NOM//amod//5 skydd//NN|NEU|SIN|IND|NOM//nmod//2 för//PP//case//7 totalförsvarsverksamhet//NN|UTR|SIN|IND|NOM//nmod//2
Förbättrat skydd för totalförsvaret;Stockholm//PM|NOM//ROOT//0 2019//RG|NOM//nummod//0

Till statsrådet Peter Hultqvist;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 2017//RG|NOM//nummod//4 att//IE//mark//7 tillsätta//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 parlamentarisk//JJ|POS|UTR|SIN|IND|NOM//amod//10 kommitté//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//nmod//10 att//IE//mark//14 se//VB|INF|AKT//advcl//1 över//PL//case//17 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 frågor//NN|UTR|PLU|IND|NOM//obl//14 i//PP//case//19 regelverket//NN|NEU|SIN|DEF|NOM//obl//14 som//HP|-|-|-//nsubj//21 syftar//VB|PRS|AKT//acl:relcl//19 till//PP//mark//24 att//IE//mark//24 skydda//VB|INF|AKT//advcl//21 Sveriges//PM|GEN//nmod:poss//26 totalförsvarsverksamhet//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//35 för//PP//case//32 ett//DT|NEU|SIN|IND//det//32 förbättrat//PC|PRF|NEU|SIN|IND|NOM//amod//32 skydd//NN|NEU|SIN|IND|NOM//nmod//28 för//PP//case//34 totalförsvarsverksamhet//NN|UTR|SIN|IND|NOM//nmod//32 överlämnade//VB|PRT|AKT//parataxis//1 sitt//PS|NEU|SIN|DEF//nmod:poss//37 delbetänkande//NN|NEU|SIN|IND|NOM//obj//35 Några//DT|UTR/NEU|PLU|IND//det//39 frågor//NN|UTR|PLU|IND|NOM//obj//35 om//PP//case//41 skyddslagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//39  //_SP////41 (//PAD//punct//44 SOU//PM|NOM//nmod//41 2018:26//RG|NOM//nummod//44 )//PAD//punct//44 i//PP//case//48 april//NN|UTR|SIN|IND|NOM//nmod//41 2018//RG|NOM//nummod//48 .//MAD//punct//35
Till statsrådet Peter Hultqvist;Genom//PP//case//52 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//57 den//DT|UTR|SIN|DEF//det//55 21//RG|NOM//nummod//55 mars//NN|UTR|SIN|IND|NOM//nmod//52 2019//RG|NOM//nummod//55 förlängdes//VB|PRT|SFO//conj//35 utredningstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//57 till//PP//case//62 den//DT|UTR|SIN|DEF//det//62 31//RG|NOM//nummod//62 maj//NN|UTR|SIN|IND|NOM//nmod//58 2019//RG|NOM//nummod//62 .//MAD//punct//35
Till statsrådet Peter Hultqvist;Som//KN//case//1 ordförande//NN|UTR|SIN|IND|NOM//obl//2 förordnade//VB|PRT|AKT//ROOT//2 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 den//DT|UTR|SIN|DEF//det//6 3//RO|NOM//nummod//6 juli//NN|UTR|SIN|IND|NOM//obj//2 2017//RG|NOM//nummod//8 Margareta//PM|NOM//obl//2 Bergström//PM|NOM//flat//8 ,//MID//punct//8 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 president//NN|UTR|SIN|IND|NOM//appos//8 i//PP//case//14 Hovrätten//NN|UTR|SIN|DEF|NOM//nmod//12 för//PP//case//17 Övre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 Norrland//PM|NOM//nmod//14 .//MAD//punct//8
Till statsrådet Peter Hultqvist;Som//KN//mark//21 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//21 förordnades//VB|PRT|SFO//advcl//2 den//DT|UTR|SIN|DEF//det//24 19//RG|NOM//nummod//24 juli//NN|UTR|SIN|IND|NOM//obl//21 2017//RG|NOM//nummod//26 riksdagsledamöterna//NN|UTR|PLU|DEF|NOM//nmod//27 Daniel//PM|NOM//conj//21 Bäckström//PM|NOM//flat:name//27 (//PAD//punct//27 C//PM|NOM//conj//27 )//PAD//punct//27 ,//MID//punct//33 Stig//PM|NOM//appos//2 Henriksson//PM|NOM//flat:name//33 (//PAD//punct//36 V//NN|NEU|SIN|IND|NOM//nmod//34 )//PAD//punct//36 ,//MID//punct//39 Paula//PM|NOM//appos//2 Holmqvist//PM|NOM//flat//39 (//PAD//punct//42 S//NN|NEU|SIN|IND|NOM//nmod//39 )//PAD//punct//42 ,//MID//punct//45 Kalle//PM|NOM//appos//39 Olsson//PM|NOM//flat//45 (//PAD//punct//45 S//NN|NEU|SIN|IND|NOM//nmod//45 )//PAD//punct//45 ,//MID//punct//51 Mikael//PM|NOM//conj//39 Oscarsson//PM|NOM//flat//51 (//PAD//punct//54 KD//PM|NOM//appos//39 )//PAD//punct//54 ,//MID//punct//57 Roger//PM|NOM//conj//39 Richtoff//PM|NOM//flat:name//57 (//PAD//punct//60 SD//PM|NOM//nmod//57 )//PAD//punct//60 ,//MID//punct//64 Anders//PM|NOM//nmod//64 Schröder//PM|NOM//conj//57 (//PAD//punct//66 MP//PM|NOM//nmod//64 )//PAD//punct//66 ,//MID//punct//69 Ewa//PM|NOM//conj//39 Thalén//PM|NOM//flat//69 Finné//PM|NOM//flat//69 (//PAD//punct//69 M//PM|NOM//flat:name//69 )//PAD//punct//69 ,//MID//punct//77 Hans//PM|NOM//nmod:poss//77 Wallmark//PM|NOM//conj//39 (//PAD//punct//79 M//PM|NOM//nmod//77 )//PAD//punct//79 och//KN//cc//82 Allan//PM|NOM//conj//39 Widman//PM|NOM//flat//82 (//PAD//punct//85 L//PM|NOM//nmod//82 )//PAD//punct//85 .//MAD//punct//39
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//90 1//RO|NOM//nummod//90 december//NN|UTR|SIN|IND|NOM//obl//92 2017//RG|NOM//nummod//90 ersattes//VB|PRT|SFO//parataxis//2 Stig//PM|NOM//nsubj:pass//92 Henriksson//PM|NOM//flat:name//93 av//PP//case//98 Lotta//PM|NOM//compound//98 Johnsson//PM|NOM//flat:name//96 Fornarve//PM|NOM//nmod//94 (//PAD//punct//98 V//NN|NEU|SIN|IND|NOM//appos//98 )//PAD//punct//92 .//MAD//punct//2
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//105 14//RG|NOM//nummod//105 november//NN|UTR|SIN|IND|NOM//obl//107 2018//RG|NOM//nummod//105 ersattes//VB|PRT|SFO//parataxis//2 Anders//PM|NOM//nmod//109 Schröder//PM|NOM//nsubj:pass//107 av//PP//case//111 Elisabeth//PM|NOM//nmod//109 Falkhaven//PM|NOM//flat//111 (//PAD//punct//114 MP//PM|NOM//appos//111 )//PAD//punct//114 .//MAD//punct//2
Till statsrådet Peter Hultqvist;Rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//1 Anna-Karin//PM|NOM//nsubj:pass//155 Berglund//PM|NOM//flat:name//1 (//PAD//punct//2 Justitiedepartementet//PM|NOM//flat:name//1 )//PAD//punct//1 ,//MID//punct//8 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//8 Roland//PM|NOM//appos//1 Bjuremalm//PM|NOM//flat//8 (//PAD//punct//11 Näringsdepartementet//NN|NEU|SIN|DEF|NOM//appos//8 )//PAD//punct//11 ,//MID//punct//8 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//15 Dan//PM|NOM//conj//1 Leeman//PM|NOM//flat:name//15 (//PAD//punct//18 Justitiedepartementet//PM|NOM//appos//15 )//PAD//punct//18 ,//MID//punct//15 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//22 Cecilia//PM|NOM//conj//15 Skjöldebrand//PM|NOM//flat:name//22 (//PAD//punct//25 Försvarsdepartementet//NN|NEU|SIN|DEF|NOM//appos//1 )//PAD//punct//25 ,//MID//punct//1 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//29 Therese//PM|NOM//nsubj//37 af//PP//flat:name//29 Wetterstedt//PM|NOM//flat//29 (//PAD//punct//29 Försvarsdepartementet//NN|NEU|SIN|DEF|NOM//appos//29 )//PAD//punct//29 har//VB|PRS|AKT//aux//37 varit//VB|SUP|AKT//cop//37 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//1 i//PP//case//39 kommittén//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//1
