Förbättrat skydd för totalförsvaret;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Kommittén//NN|UTR|SIN|DEF|NOM//nmod//0 för//PP//case//5 förbättrat//PC|PRF|NEU|SIN|IND|NOM//amod//5 skydd//NN|NEU|SIN|IND|NOM//nmod//2 för//PP//case//7 totalförsvarsverksamhet//NN|UTR|SIN|IND|NOM//nmod//2
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//43 25//RG|NOM//nummod//43 april//NN|UTR|SIN|IND|NOM//obl//45 2019//RG|NOM//nummod//43 ersattes//VB|PRT|SFO//parataxis//1 Anna-Karin//PM|NOM//compound//53 Berglund//PM|NOM//flat//46 av//PP//case//49 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//50 Erik//PM|NOM//flat//46 Hällströmer//PM|NOM//flat:name//50 (//PAD//punct//51 Justitiedepartementet//PM|NOM//nsubj:pass//45 )//PAD//punct//53 .//MAD//punct//45
Till statsrådet Peter Hultqvist;Biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//58 Camilla//PM|NOM//appos//45 Asp//PM|NOM//flat:name//58 (//PAD//punct//58 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//58 för//PP//case//63 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//61 och//KN//cc//65 beredskap//NN|UTR|SIN|IND|NOM//conj//63 )//PAD//punct//61 ,//MID//punct//69 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//69 Carin//PM|NOM//conj//58 Bratt//PM|NOM//flat:name//69 (//PAD//punct//69 Försvarsmakten//NN|UTR|SIN|DEF|NOM//appos//69 )//PAD//punct//69 ,//MID//punct//76 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//76 Ola//PM|NOM//conj//58 Engdahl//PM|NOM//flat:name//76 (//PAD//punct//79 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//appos//58 )//PAD//punct//79 ,//MID//punct//82 handläggaren//NN|UTR|SIN|DEF|NOM//conj//58 Astrid//PM|NOM//nmod//84 Fell//PM|NOM//nsubj//82 (//PAD//punct//82 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//87 Energimyndighet//NN|UTR|SIN|IND|NOM//appos//82 )//PAD//punct//82 ,//MID//punct//91 försvarsdirektören//NN|UTR|SIN|DEF|NOM//nmod//91 Lars-Håkan//PM|NOM//conj//58 Jönsson//PM|NOM//flat:name//91 (//PAD//punct//91 länsstyrelsen//NN|UTR|SIN|DEF|NOM//compound//95 Dalarna//PM|NOM//appos//91 )//PAD//punct//91 ,//MID//punct//58 översten//NN|UTR|SIN|DEF|NOM//nmod//99 Mats//PM|NOM//conj//58 Klintäng//PM|NOM//flat:name//99 (//PAD//punct//99 Försvarsmakten//NN|UTR|SIN|DEF|NOM//appos//99 )//PAD//punct//99 ,//MID//punct//109 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//106 Maria//PM|NOM//nmod//109 LindkvistDädeby//PM|NOM//flat:name//106 (//PAD//punct//109 Trafikverket//PM|NOM//conj//58 )//PAD//punct//109 och//KN//cc//123 förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//113 Olof//PM|NOM//nsubj//123 Moberg//PM|NOM//flat:name//113 (//PAD//punct//113 Sveriges//PM|GEN//nmod:poss//117 kommuner//NN|UTR|PLU|IND|NOM//appos//113 och//KN//cc//119 landsting//NN|NEU|SIN|IND|NOM//conj//117 )//PAD//punct//113 har//VB|PRS|AKT//aux//123 varit//VB|SUP|AKT//cop//123 experter//NN|UTR|PLU|IND|NOM//conj//58 i//PP//case//125 kommittén//NN|UTR|SIN|DEF|NOM//nmod//123 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//129 26//RG|NOM//nummod//129 februari//NN|UTR|SIN|IND|NOM//obl//131 2018//RG|NOM//nummod//129 entledigades//VB|PRT|SFO//parataxis//1 Camilla//PM|NOM//nsubj:pass//131 Asp//PM|NOM//flat:name//132 som//KN//mark//135 expert//NN|UTR|SIN|IND|NOM//xcomp//131 och//KN//cc//137 kommunikationsdirektören//NN|UTR|SIN|DEF|NOM//nmod//138 Svante//PM|NOM//nmod//131 Werger//PM|NOM//flat:name//138 (//PAD//punct//131 Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//147 för//PP//case//143 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//141 och//KN//cc//145 beredskap//NN|UTR|SIN|IND|NOM//conj//143 )//PAD//punct//141 förordnades//VB|PRT|SFO//parataxis//131 i//PP//advmod//147 stället//NN|NEU|SIN|DEF|NOM//fixed//148 .//MAD//punct//147
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//153 7//RO|NOM//nummod//153 december//NN|UTR|SIN|IND|NOM//nsubj:pass//155 2018//RG|NOM//nummod//153 förordnades//VB|PRT|SFO//ROOT//155 även//AB//advmod//158 specialisten//NN|UTR|SIN|DEF|NOM//nmod//158 Nicklas//PM|NOM//obl//155 Sandberg//PM|NOM//flat:name//158 (//PAD//punct//158 Säkerhetspolisen//NN|UTR|SIN|DEF|NOM//appos//158 )//PAD//punct//158 som//KN//mark//164 expert//NN|UTR|SIN|IND|NOM//advcl//158 i//PP//case//166 kommittén//NN|UTR|SIN|DEF|NOM//nmod//164 .//MAD//punct//155
Till statsrådet Peter Hultqvist;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 september//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2017//RG|NOM//nummod//2 anställdes//VB|PRT|SFO//ROOT//4 på//PP//case//6 deltid//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//6 som//KN//case//12 huvudsekreterare//NN|UTR|SIN|IND|NOM//amod//12 ,//MID//punct//11 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 chefsjuristen//NN|UTR|SIN|DEF|NOM//obl//4 på//PP//case//14 Myndigheten//NN|UTR|SIN|DEF|NOM//nmod//12 för//PP//case//16 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//18 beredskap//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//20 Key//PM|NOM//conj//12 Hedström//PM|NOM//flat:name//20 .//MAD//punct//20
Till statsrådet Peter Hultqvist;Som//KN//case//24 sekreterare//NN|UTR|SIN|IND|NOM//obl//25 anställdes//VB|PRT|SFO//conj//4 den//DT|UTR|SIN|DEF//det//28 1//RO|NOM//nummod//28 augusti//NN|UTR|SIN|IND|NOM//nsubj:pass//25 2017//RG|NOM//nummod//30 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//28 Magdalena//PM|NOM//flat:name//30 Pucher//PM|NOM//flat:name//31 och//KN//cc//38 den//DT|UTR|SIN|DEF//det//35 21//RG|NOM//nummod//36 augusti//NN|UTR|SIN|IND|NOM//obl//37 2017//RG|NOM//nummod//38 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//conj//28 Helena//PM|NOM//flat:name//38 Wedlin//PM|NOM//flat:name//39 Swedenborg//PM|NOM//flat:name//39 .//MAD//punct//25
Till statsrådet Peter Hultqvist;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 slutbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Förbättrat//PC|PRF|NEU|SIN|IND|NOM//amod//4 skydd//NN|NEU|SIN|IND|NOM//obj//1 för//PP//case//6 totalförsvarsverksamhet//NN|UTR|SIN|IND|NOM//obl//1  //_SP////6 (//PAD//punct//1 SOU//PM|NOM//appos//1 2019:34//RG|NOM//advmod//1 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Till//PP//case//14 betänkandet//NN|NEU|SIN|DEF|NOM//obl//16 har//VB|PRS|AKT//aux//16 fogats//VB|SUP|SFO//conj//1 en//DT|UTR|SIN|IND//det//18 reservation//NN|UTR|SIN|IND|NOM//obj//16 och//KN//cc//22 två//RG|NOM//nummod//22 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 yttranden//NN|NEU|PLU|IND|NOM//conj//18 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 med//PP//case//27 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//28 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet Peter Hultqvist;Stockholm//PM|NOM//ROOT//0 maj//NN|UTR|SIN|IND|NOM//obj//0 2019//RG|NOM//nummod//1


1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / 1 kap. Lagens syfte och definitioner Syfte och tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//obl//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 syftar//VB|PRS|AKT//ROOT//5 till//PP//mark//8 att//IE//mark//8 skydda//VB|INF|AKT//advcl//5 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 totalförsvarsintressen//NN|NEU|PLU|DEF|NOM//obj//8 i//PP//case//12 samband//NN|NEU|SIN|IND|NOM//obl//8 med//PP//case//14 överlåtelse//NN|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//16 upplåtelse//NN|UTR|SIN|IND|NOM//conj//14 och//KN//cc//21 ,//MID//punct//21 i//PP//case//21 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 fall//NN|NEU|PLU|IND|NOM//conj//14 ,//MID//punct//23 avveckling//NN|UTR|SIN|IND|NOM//conj//14 ,//MID//punct//23 av//PP//case//26 egendom//NN|UTR|SIN|IND|NOM//obl//8 som//HP|-|-|-//nsubj//31 är//VB|PRS|AKT//cop//31 av//PP//case//31 väsentligt//JJ|POS|NEU|SIN|IND|NOM//amod//31 intresse//NN|NEU|SIN|IND|NOM//acl:relcl//26 för//PP//case//33 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//31 .//MAD//punct//5
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / 1 kap. Lagens syfte och definitioner Syfte och tillämpningsområde;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//36 innehåller//VB|PRS|AKT//parataxis//5 bestämmelser//NN|UTR|PLU|IND|NOM//obj//36 om//PP//case//40 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//40 rätt//NN|UTR|SIN|IND|NOM//nmod//37 att//IE//mark//42 granska//VB|INF|AKT//acl//40 och//KN//cc//45 vid//PP//case//45 behov//NN|NEU|SIN|IND|NOM//conj//42 förbjuda//VB|INF|AKT//xcomp//36 eller//KN//cc//48 villkora//VB|INF|AKT//conj//46 en//DT|UTR|SIN|IND//det//50 överlåtelse//NN|UTR|SIN|IND|NOM//obj//46 ,//MID//punct//52 upplåtelse//NN|UTR|SIN|IND|NOM//conj//50 eller//KN//cc//54 avveckling//NN|UTR|SIN|IND|NOM//conj//50 av//PP//case//56 egendom//NN|UTR|SIN|IND|NOM//nmod//54 som//HP|-|-|-//nsubj:pass//58 ägs//VB|PRS|SFO//acl:relcl//56 av//PP//case//61 en//DT|UTR|SIN|IND//det//61 kommun//NN|UTR|SIN|IND|NOM//obl:agent//58 ,//MID//punct//64 ett//DT|NEU|SIN|IND//det//64 landsting//NN|NEU|SIN|IND|NOM//conj//61 eller//KN//cc//67 en//DT|UTR|SIN|IND//det//67 enskild//JJ|POS|UTR|SIN|IND|NOM//conj//64 .//MAD//punct//5
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / 1 kap. Lagens syfte och definitioner Syfte och tillämpningsområde;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 överlåtelser//NN|UTR|PLU|IND|NOM//obj//1 och//KN//cc//5 upplåtelser//NN|UTR|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj//7 sker//VB|PRS|AKT//acl:relcl//5 från//PP//case//11 eller//KN//cc//10 till//PP//conj//8 staten//NN|UTR|SIN|DEF|NOM//obl//7 eller//KN//cc//15 en//DT|UTR|SIN|IND//det//15 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 person//NN|UTR|SIN|IND|NOM//conj//11 där//HA//advmod//18 staten//NN|UTR|SIN|DEF|NOM//nsubj//18 har//VB|PRS|AKT//acl:relcl//15 ett//DT|NEU|SIN|IND//det//21 bestämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 inflytande//NN|NEU|SIN|IND|NOM//obj//18 .//MAD//punct//1
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / 1 kap. Lagens syfte och definitioner Syfte och tillämpningsområde;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//24 gäller//VB|PRS|AKT//parataxis//1 inte//AB//advmod//24 heller//AB//advmod//24 överlåtelser//NN|UTR|PLU|IND|NOM//obj//24 och//KN//cc//29 upplåtelser//NN|UTR|PLU|IND|NOM//conj//27 som//HP|-|-|-//nsubj//31 sker//VB|PRS|AKT//acl:relcl//29 till//PP//case//34 en//DT|UTR|SIN|IND//det//34 kommun//NN|UTR|SIN|IND|NOM//obl//31 eller//KN//cc//37 ett//DT|NEU|SIN|IND//det//37 landsting//NN|NEU|SIN|IND|NOM//conj//34 eller//KN//cc//41 en//DT|UTR|SIN|IND//det//41 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 person//NN|UTR|SIN|IND|NOM//conj//37 där//HA//advmod//46 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//46 eller//KN//cc//45 landstinget//NN|NEU|SIN|DEF|NOM//conj//43 har//VB|PRS|AKT//acl:relcl//41 ett//DT|NEU|SIN|IND//det//49 bestämmande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 inflytande//NN|NEU|SIN|IND|NOM//obj//46 .//MAD//punct//24
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / 1 kap. Lagens syfte och definitioner Syfte och tillämpningsområde;Med//PP//case//1 kommun//NN|UTR|SIN|IND|NOM//obl//4 eller//KN//cc//3 landsting//NN|NEU|SIN|IND|NOM//conj//1 jämställs//VB|PRS|SFO//ROOT//4 i//PP//case//7 denna//DT|UTR|SIN|DEF//det//7 lag//NN|UTR|SIN|IND|NOM//obl//4 ett//RG|NEU|SIN|IND|NOM//obj//4 av//PP//case//10 kommunen//NN|UTR|SIN|DEF|NOM//nmod//8 respektive//AB//cc//12 landstinget//NN|NEU|SIN|DEF|NOM//conj//10 hel-//AB|SMS//amod//16 eller//KN//cc//15 delägt//PC|PRF|NEU|SIN|IND|NOM//conj//13 bolag//NN|NEU|SIN|IND|NOM//obl//4 .//MAD//punct//4
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / 1 kap. Lagens syfte och definitioner Syfte och tillämpningsområde;2//RG|NOM//nummod//19 §//NN|AN//appos//4  //_SP////19 Denna//DT|UTR|SIN|DEF//det//22 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//25 ska//VB|PRS|AKT//aux//25 inte//AB//advmod//25 tillämpas//VB|INF|SFO//conj//4 på//PP//case//28 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//28 överlåtelser//NN|UTR|PLU|IND|NOM//obl//25 eller//KN//cc//30 upplåtelser//NN|UTR|PLU|IND|NOM//conj//28 av//PP//case//32 egendom//NN|UTR|SIN|IND|NOM//nmod//30 i//PP//case//35 säkerhetskänslig//JJ|POS|UTR|SIN|IND|NOM//amod//35 verksamhet//NN|UTR|SIN|IND|NOM//nmod//32 enligt//PP//case//37 säkerhetsskyddslagen//NN|UTR|SIN|DEF|NOM//obl//25 (//PAD//punct//39 2018:585//RG|NOM//appos//37 )//PAD//punct//39 som//HP|-|-|-//nsubj//42 medför//VB|PRS|AKT//acl:relcl//37 skyldighet//NN|UTR|SIN|IND|NOM//obj//42 för//PP//case//45 verksamhetsutövaren//NN|UTR|SIN|DEF|NOM//obl//42 att//IE//mark//47 samråda//VB|INF|AKT//advcl//42 med//PP//case//49 tillsynsmyndighet//NN|UTR|SIN|IND|NOM//obl//47 enligt//PP//case//52 den//DT|UTR|SIN|DEF//det//52 lagen//NN|UTR|SIN|DEF|NOM//obl//47 .//MAD//punct//4

1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / Definitioner;3//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 avses//VB|PRS|SFO//ROOT//6 med//PP//case//8 egendom//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//11 väsentligt//JJ|POS|NEU|SIN|IND|NOM//amod//11 intresse//NN|NEU|SIN|IND|NOM//nmod//8 för//PP//case//14 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//14 1//RG|NOM//nmod//11 .//MAD//punct//6
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / Definitioner;hamnar//VB|PRS|AKT//parataxis//6 ,//MID//punct//16 2//RG|NOM//nummod//16 .//MAD//punct//16
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / Definitioner;flygplatser//NN|UTR|PLU|IND|NOM//parataxis//16 ,//MID//punct//20 3//RG|NOM//nummod//20 .//MAD//punct//20
1.1 Förslag till lag om överlåtelser och upplåtelser av egendom av väsentligt intresse för totalförsvaret / Definitioner;skyddade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 anläggningar//NN|UTR|PLU|IND|NOM//conj//16 som//HP|-|-|-//nsubj:pass//27 inrättats//VB|SUP|SFO//acl:relcl//25 för//PP//case//29 behov//NN|NEU|SIN|IND|NOM//obl//27 inom//PP//case//32 civilt//JJ|POS|NEU|SIN|IND|NOM//amod//32 försvar//NN|NEU|SIN|IND|NOM//nmod//29 ,//MID//punct//25 samt//KN//cc//35 4//RG|NOM//conj//25 .//MID//punct//6
