av verksamhet och organisation på informationssäkerhetsområdet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 från//PP//case//2 Informationssäkerhetsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Försvarsdepartementet;En//DT|UTR|SIN|IND//det//24 delrapport//NN|UTR|SIN|IND|NOM//nsubj:pass//42 ,//MID//punct//26 Lokalisering//NN|UTR|SIN|IND|NOM//conj//24 av//PP//case//29 Sveriges//PM|GEN//nmod:poss//29 IT-incidentcentrum//NN|NEU|SIN|IND|NOM//nmod//26 ,//MID//punct//24 om//SN//mark//38 formerna//NN|UTR|PLU|DEF|NOM//nsubj//38 för//PP//mark//38 och//KN//cc//35 konsekvenserna//NN|UTR|PLU|DEF|NOM//fixed//33 av//PP//mark//38 att//IE//mark//38 flytta//VB|INF|AKT//advcl//24 Sitic//PM|NOM//obj//38 från//PP//case//41 PTS//PM|NOM//obl//38 lämnades//VB|PRT|SFO//conj//4 till//PP//case//44 regeringen//NN|UTR|SIN|DEF|NOM//obl//42 den//DT|UTR|SIN|DEF//det//47 1//RO|NOM//nummod//47 februari//NN|UTR|SIN|IND|NOM//obl//42 2010//RG|NOM//nummod//47 .//MAD//punct//4
Till statsrådet och chefen för Försvarsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//8 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 tagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Informationssäkerhetsutredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//8 härmed//AB//advmod//8 betänkandet//NN|NEU|SIN|DEF|NOM//obj//8 Viss//JJ|POS|UTR|SIN|IND|NOM//amod//12 översyn//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//14 verksamhet//NN|UTR|SIN|IND|NOM//nmod//12 och//KN//cc//16 organisation//NN|UTR|SIN|IND|NOM//conj//14 på//PP//case//18 informationssäkerhetsområdet//NN|NEU|SIN|DEF|NOM//nmod//16 (//PAD//punct//12 SOU//PM|NOM//appos//12 2010:25//RG|NOM//advmod//8 )//PAD//punct//8 .//MAD//punct//8
Till statsrådet och chefen för Försvarsdepartementet;Stockholm//PM|NOM//ROOT//0 31//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//obj//0 2010//RG|NOM//nummod//2
Till statsrådet och chefen för Försvarsdepartementet;Jan//PM|NOM//ROOT//0 Hyllander//PM|NOM//flat:name//0 ///MID//cc//3 Magnus//PM|NOM//conj//0 Hjort//PM|NOM//flat:name//3
Till statsrådet och chefen för Försvarsdepartementet;Andreas//PM|NOM//ROOT//0 Wedner//PM|NOM//flat:name//0
Till statsrådet och chefen för Försvarsdepartementet;Nina//PM|NOM//ROOT//0 Wilhelmson//PM|NOM//flat:name//0


1.1 Utredarens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 19//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obj//1 2009//RG|NOM//nummod//4 om//PP//case//7 kommittédirektiv//NN|UTR|SIN|IND|NOM//obl//1 rörande//PP//case//10 viss//JJ|POS|UTR|SIN|IND|NOM//amod//10 översyn//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//12 ansvarsfördelning//NN|UTR|SIN|IND|NOM//nmod//10 och//KN//cc//14 organisation//NN|UTR|SIN|IND|NOM//conj//12 när//HA//case//19 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//15 gäller//VB|PRS|AKT//fixed//15 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 informationssäkerhet//NN|UTR|SIN|IND|NOM//obl//1 .//MAD//punct//1
1.1 Utredarens uppdrag;Översynen//NN|UTR|SIN|DEF|NOM//punct//1 omfattar//VB|PRS|AKT//conj//1 formerna//NN|UTR|PLU|DEF|NOM//obj//22 för//PP//advmod//22 och//KN//fixed//24 konsekvenserna//NN|UTR|PLU|DEF|NOM//fixed//24 av//PP//case//30 en//DT|UTR|SIN|IND//det//30 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//30 förflyttning//NN|UTR|SIN|IND|NOM//nmod//26 av//PP//case//32 ansvaret//NN|NEU|SIN|DEF|NOM//nmod//30 för//PP//case//35 Sveriges//PM|GEN//nmod:poss//35 IT-incidentcentrum//NN|NEU|SIN|IND|NOM//nmod//32 (//PAD//punct//37 Sitic//PM|NOM//appos//22 )//PAD//punct//37 från//PP//case//40 Post-//NN|UTR|-|-|SMS//obl//22 och//KN//cc//42 telestyrelsen//NN|UTR|SIN|DEF|NOM//conj//40 (//PAD//punct//40 PTS//PM|NOM//appos//40 )//PAD//punct//40 samt//KN//cc//48 Sveriges//PM|GEN//nmod:poss//48 certifieringsorgan//NN|NEU|SIN|IND|NOM//conj//40 för//PP//case//50 ITsäkerhet//NN|UTR|SIN|IND|NOM//nmod//48 (//PAD//punct//52 CSEC//PM|NOM//appos//50 )//PAD//punct//52 från//PP//case//56 Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//56 materielverk//NN|NEU|SIN|IND|NOM//obl//22 (//PAD//punct//56 FMV//PM|NOM//appos//56 )//PAD//punct//56 .//MAD//punct//1
1.1 Utredarens uppdrag;Myndigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//76 för//PP//case//63 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//61 och//KN//cc//65 beredskap//NN|UTR|SIN|IND|NOM//conj//63 (//PAD//punct//61 MSB//PM|NOM//appos//61 )//PAD//punct//67 och//KN//cc//71 Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//71 radioanstalt//NN|UTR|SIN|IND|NOM//conj//61 (//PAD//punct//71 FRA//PM|NOM//appos//71 )//PAD//punct//71 har//VB|PRS|AKT//aux//76 pekats//VB|SUP|SFO//conj//1 ut//PL//compound:prt//76 som//KN//case//80 möjlig//JJ|POS|UTR|SIN|IND|NOM//amod//80 hemvist//NN|UTR|SIN|IND|NOM//obl//76 för//PP//case//84 de//DT|UTR/NEU|PLU|DEF//det//84 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//84 verksamheterna//NN|UTR|PLU|DEF|NOM//nmod//80 .//MAD//punct//76
1.1 Utredarens uppdrag;Vidare//AB|KOM//advmod//89 ska//VB|PRS|AKT//aux//89 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//89 föreslå//VB|INF|AKT//conj//1 en//DT|UTR|SIN|IND//det//91 myndighet//NN|UTR|SIN|IND|NOM//obj//89 som//HP|-|-|-//nsubj//95 ska//VB|PRS|AKT//aux//95 vara//VB|INF|AKT//cop//95 signatär//NN|UTR|SIN|IND|NOM//acl:relcl//91 för//PP//case//99 den//DT|UTR|SIN|DEF//det//99 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//99 överenskommelsen//NN|UTR|SIN|DEF|NOM//obl//95 för//PP//case//102 ömsesidigt//JJ|POS|NEU|SIN|IND|NOM//amod//102 erkännande//NN|NEU|SIN|IND|NOM//nmod//99 av//PP//case//104 certifiering//NN|UTR|SIN|IND|NOM//nmod//102 av//PP//case//106 ITsäkerhetsprodukter//PM|NOM//nmod//104 kallad//PC|PRF|UTR|SIN|IND|NOM//amod//110 Common//PM|NOM//nmod//109 Criteria//PM|NOM//compound//110 Recognition//PM|NOM//nmod//106 Arrangement//PM|NOM//flat//110  //_SP////111 (//PAD//punct//114 CCRA//PM|NOM//appos//99 )//PAD//punct//114 ,//MID//punct//122 samt//KN//cc//122 ett//DT|NEU|SIN|IND//det//121 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 europeiskt//JJ|POS|NEU|SIN|IND|NOM//amod//121 avtal//NN|NEU|SIN|IND|NOM//nsubj//122 kallat//PC|PRF|NEU|SIN|IND|NOM//conj//89
1.1 Utredarens uppdrag;Ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//8 för//PP//case//2 informationssäkerhet//NN|UTR|SIN|IND|NOM//nmod//0 på//PP//case//5 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//5 nivå//NN|UTR|SIN|IND|NOM//nmod//2 är//VB|PRS|AKT//cop//8 idag//AB//advmod//8 uppdelat//PC|PRF|NEU|SIN|IND|NOM//ROOT//8 på//PP//case//12 ett//DT|NEU|SIN|IND//det//11 flertal//NN|NEU|SIN|IND|NOM//nmod//12 myndigheter//NN|UTR|PLU|IND|NOM//obl//8 vilket//HP|NEU|SIN|IND//nsubj//14 innebär//VB|PRS|AKT//acl:relcl//12 att//SN//mark//18 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 splittrat//PC|PRF|NEU|SIN|IND|NOM//ccomp//14 .//MAD//punct//8
1.1 Utredarens uppdrag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//21 ser//VB|PRS|AKT//parataxis//8 ett//DT|NEU|SIN|IND//det//23 behov//NN|NEU|SIN|IND|NOM//obj//21 av//PP//mark//26 att//IE//mark//26 samla//VB|INF|AKT//acl//23 verksamheten//NN|UTR|SIN|DEF|NOM//obj//26 på//PP//case//30 färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 aktörer//NN|UTR|PLU|IND|NOM//obl//26 samtidigt//AB//mark//33 som//HA//fixed//31 konsekvenserna//NN|UTR|PLU|DEF|NOM//obl//26 av//PP//case//36 eventuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 förflyttningar//NN|UTR|PLU|IND|NOM//nmod//33 behöver//VB|PRS|AKT//aux//38 ses//VB|INF|SFO//advcl//21 över//PL//compound:prt//38 .//MAD//punct//8
1.1 Utredarens uppdrag;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//10 ska//VB|PRS|AKT//aux//10 ,//MID//punct//10 utöver//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 verksamhetsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 och//KN//cc//7 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//5 konsekvenserna//NN|UTR|PLU|DEF|NOM//obl//10 även//AB//advmod//10 redovisa//VB|INF|AKT//ROOT//10 de//DT|UTR/NEU|PLU|DEF//det//13 personella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 konsekvenserna//NN|UTR|PLU|DEF|NOM//obj//10 av//PP//case//16 sitt//PS|NEU|SIN|DEF//nmod:poss//16 förslag//NN|NEU|SIN|IND|NOM//nmod//13 .//MAD//punct//10
1.1 Utredarens uppdrag;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//21 ska//VB|PRS|AKT//aux//21 kontinuerligt//AB|POS//advmod//21 informera//VB|INF|AKT//conj//10 Regeringskansliet//NN|NEU|SIN|DEF|NOM//obj//21 om//PP//case//25 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 bedrivande//NN|NEU|SIN|IND|NOM//obl//21 .//MAD//punct//10
1.1 Utredarens uppdrag;Utredaren//NN|UTR|SIN|DEF|NOM//obj//10 ska//VB|PRS|AKT//aux//31 bland//PP//advmod//31 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//29 beakta//VB|INF|AKT//conj//10 det//DT|NEU|SIN|DEF//det//34 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//34 arbetet//NN|NEU|SIN|DEF|NOM//obj//31 med//PP//case//36 anledning//NN|UTR|SIN|IND|NOM//obl//31 av//PP//case//39 Stödutredningens//PM|GEN//nmod:poss//39 rapport//NN|UTR|SIN|IND|NOM//nmod//36 Ett//DT|NEU|SIN|IND//det//46 användbart//JJ|POS|NEU|SIN|IND|NOM//amod//46 och//KN//cc//44 tillgängligt//JJ|POS|NEU|SIN|IND|NOM//advmod//44 försvar//NN|NEU|SIN|IND|NOM//conj//41 -//MID//punct//41 Stödet//NN|NEU|SIN|DEF|NOM//obj//10 till//PP//case//48 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//46  //_SP////48 (//PAD//punct//46 Fö//NN|AN//nmod//52 2009//RG|NOM//nmod//46 ://MID//punct//52
1.1 Utredarens uppdrag;A//NN|NEU|SIN|IND|NOM//appos//52 )//PAD//punct//46 ,//MID//punct//58 det//DT|NEU|SIN|DEF//det//58 arbete//NN|NEU|SIN|IND|NOM//conj//10 som//HP|-|-|-//mark//60 Delegationen//NN|UTR|SIN|DEF|NOM//acl//58 för//PP//case//62 e-förvaltning//NN|UTR|SIN|IND|NOM//nmod//60 (//PAD//punct//58 2009:19//RG|NOM//appos//58 )//PAD//punct//66 genomför//VB|PRS|AKT//conj//58 samt//KN//cc//69 InfoSäkutredningens//PM|GEN//nmod:poss//69 delrapport//NN|UTR|SIN|IND|NOM//conj//66 och//KN//cc//71 betänkanden//NN|NEU|PLU|IND|NOM//conj//69 (//PAD//punct//66 SOU//PM|NOM//conj//58 2004:32//RG|NOM//conj//58 ,//MID//punct//76 2005:42//RG|NOM//conj//58 ,//MID//punct//78 2005:71//RG|NOM//conj//76 )//PAD//punct//58 .//MAD//punct//10
1.1 Utredarens uppdrag;Ett//DT|NEU|SIN|IND//det//1 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//4 om//PP//case//3 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//nmod//1 fattades//VB|PRT|SFO//ROOT//4 av//PP//case//6 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//4 den//DT|UTR|SIN|DEF//det//9 14//RG|NOM//nummod//9 januari//NN|UTR|SIN|IND|NOM//obl//4 2010//RG|NOM//nummod//9 (//PAD//punct//9 Fö//NN|AN//case//13 2009:04//RG|NOM//appos//9 )//PAD//punct//9 om//PP//case//17 förlängd//PC|PRF|UTR|SIN|IND|NOM//amod//17 utredningstid//NN|UTR|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//19 innebär//VB|PRS|AKT//acl:relcl//17 att//SN//mark//23 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//23 ska//VB|PRS|AKT//aux//23 slutredovisas//VB|INF|SFO//ccomp//19 senast//AB|SUV//case//27 den//DT|UTR|SIN|DEF//det//27 1//RO|NOM//nummod//27 april//NN|UTR|SIN|IND|NOM//obl//23 2010//RG|NOM//nummod//27 .//MAD//punct//9
1.1 Utredarens uppdrag;En//DT|UTR|SIN|IND//det//31 delrapport//NN|UTR|SIN|IND|NOM//nmod//32 Lokalisering//NN|UTR|SIN|IND|NOM//appos//9 av//PP//case//35 Sveriges//PM|GEN//nmod:poss//35 IT-incidentcentrum//NN|NEU|SIN|IND|NOM//nmod//32 (//PAD//punct//32 Fö//PM|NOM//case//38 2009:04//RG|NOM//nmod//32 )//PAD//punct//9 om//PP//case//41 formerna//NN|UTR|PLU|DEF|NOM//nsubj//47 för//PP//mark//47 och//KN//fixed//42 konsekvenserna//NN|UTR|PLU|DEF|NOM//fixed//42 av//PP//mark//47 att//IE//mark//47 flytta//VB|INF|AKT//parataxis//4 Sitic//PM|NOM//obj//47 från//PP//case//50 PTS//PM|NOM//obl//47 lämnades//VB|PRT|SFO//advcl//47 till//PP//case//53 regeringen//NN|UTR|SIN|DEF|NOM//obl//51 den//DT|UTR|SIN|DEF//det//56 1//RO|NOM//nummod//56 februari//NN|UTR|SIN|IND|NOM//obl//51 2010//RG|NOM//nummod//56 .//MAD//punct//4

1.2 Arbetsform;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 tagit//VB|SUP|AKT//ROOT//2 del//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//6 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 utredningar//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//8 propositioner//NN|UTR|PLU|IND|NOM//conj//6 ,//MID//punct//11 samt//KN//cc//11 underlag//NN|NEU|SIN|IND|NOM//obl//2 från//PP//case//13 myndigheter//NN|UTR|PLU|IND|NOM//nmod//11 .//MAD//punct//2
1.2 Arbetsform;Vidare//AB|KOM//advmod//18 har//VB|PRS|AKT//aux//18 samtal//NN|NEU|PLU|IND|NOM//nsubj:pass//18 förts//VB|SUP|SFO//parataxis//2 med//PP//case//20 företrädare//NN|UTR|PLU|IND|NOM//obl//18 för//PP//case//24 närmast//AB|SUV//amod//24 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//24 myndigheter//NN|UTR|PLU|IND|NOM//obl//18 ,//MID//punct//28 samt//KN//cc//28 med//PP//case//28 företrädare//NN|UTR|PLU|IND|NOM//conj//18 för//PP//case//31 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 bankföreningen//NN|UTR|SIN|DEF|NOM//nmod//28 ,//MID//punct//28 IT-//NN|AN//conj//28 &//KN|AN//cc//35 Telekomföretagen//PM|NOM//conj//33 ,//MID//punct//38 Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//38 näringsliv//NN|NEU|SIN|IND|NOM//conj//33 och//KN//cc//40 evalueringsföretag//NN|NEU|PLU|IND|NOM//conj//38 .//MAD//punct//18


