Skolans ledningsstruktur;Om//SN//case//1 styrning//NN|UTR|SIN|IND|NOM//ROOT//1 och//KN//cc//3 ledning//NN|UTR|SIN|IND|NOM//conj//1 i//PP//case//5 skolan//NN|UTR|SIN|DEF|NOM//nmod//3
4.2 Historisk tillbakablick Rektor / Skolledarutbildning som styrmedel;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//77 var//VB|PRT|AKT//cop//77 inte//AB//advmod//77 i//PP//advmod//77 första//RO|NOM//fixed//74 hand//NN|UTR|SIN|IND|NOM//fixed//74 frukter//NN|UTR|PLU|IND|NOM//parataxis//12 av//PP//case//83 en//DT|UTR|SIN|IND//det//83 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//83 långvarig//JJ|POS|UTR|SIN|IND|NOM//amod//83 akademisk//JJ|POS|UTR|SIN|IND|NOM//amod//83 bildningsgång//NN|UTR|SIN|IND|NOM//nmod//77 .//MAD//punct//12

4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Denna//DT|UTR|SIN|DEF//det//1 situation//NN|UTR|SIN|IND|NOM//nsubj:pass//2 uppmärksammades//VB|PRT|SFO//ROOT//2 under//PP//case//4 1980-talet//NN|NEU|SIN|DEF|NOM//obl//2 .//MID//punct//2
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//7 skedde//VB|PRT|AKT//parataxis//2 delvis//AB//advmod//7 genom//PP//case//12 skolledarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//12 fackliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 organisationer//NN|UTR|PLU|IND|NOM//obl//7 och//KN//cc//14 delvis//AB//conj//12 av//PP//case//16 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//14 .//MAD//punct//2
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 blev//VB|PRT|AKT//parataxis//2 ett//DT|NEU|SIN|IND//det//21 skäl//NN|NEU|SIN|IND|NOM//nsubj//19 att//IE//mark//23 pröva//VB|INF|AKT//acl//21 en//DT|UTR|SIN|IND//det//27 ny//JJ|POS|UTR|SIN|IND|NOM//amod//27 facklig//JJ|POS|UTR|SIN|IND|NOM//amod//27 strategi//NN|UTR|SIN|IND|NOM//obj//23 som//HP|-|-|-//nsubj//29 gick//VB|PRT|AKT//acl:relcl//27 ut//PL//advmod//29 på//PP//mark//33 att//IE//mark//33 söka//VB|INF|AKT//advcl//29 åstadkomma//VB|INF|AKT//xcomp//33 en//DT|UTR|SIN|IND//det//36 professionalisering//NN|UTR|SIN|IND|NOM//obj//34  //_SP////36 av//PP//case//39 skolledaryrket//NN|NEU|SIN|DEF|NOM//nmod//36 och//KN//cc//42 därmed//AB//advmod//42 ge//VB|INF|AKT//conj//34 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//42 en//DT|UTR|SIN|IND//det//45 kunskapsbas//NN|UTR|SIN|IND|NOM//obj//42 och//KN//cc//48 ett//DT|NEU|SIN|IND//det//48 innehåll//NN|NEU|SIN|IND|NOM//conj//45 som//HP|-|-|-//nsubj//50 låg//VB|PRT|AKT//acl:relcl//48 bortom//PP//case//52 administratörens//NN|UTR|SIN|DEF|GEN//obl//50 .//MAD//punct//19
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Men//KN//cc//75 vad//HP|NEU|SIN|IND//obj//59 detta//DT|NEU|SIN|DEF//det//57 innehåll//NN|NEU|SIN|IND|NOM//nsubj//59 skulle//VB|PRT|AKT//aux//59 vara//VB|INF|AKT//advcl//75 och//KN//cc//66 om//SN//case//62 skolledaryrket//NN|NEU|SIN|DEF|NOM//obl//66 alls//AB//advmod//66 skulle//VB|PRT|AKT//aux//66 kunna//VB|INF|AKT//aux//66 förvandlas//VB|INF|SFO//conj//59 till//PP//case//69 en//DT|UTR|SIN|IND//det//69 profession//NN|UTR|SIN|IND|NOM//obl//66 ,//MID//punct//59 var//VB|PRT|AKT//cop//75 inte//AB//advmod//75 alls//AB//advmod//75 något//DT|NEU|SIN|IND//advmod//75 självklart//JJ|POS|NEU|SIN|IND|NOM//conj//19 .//MAD//punct//75
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 inslag//NN|NEU|PLU|IND|NOM//nsubj//88 i//PP//case//80 yrken//NN|NEU|PLU|IND|NOM//nmod//78 som//HP|-|-|-//nsubj//82 brukar//VB|PRS|AKT//acl:relcl//80 kallas//VB|INF|SFO//xcomp//82 professioner//NN|UTR|PLU|IND|NOM//nsubj:pass//83 är//VB|PRS|AKT//cop//88 för//PP//case//88 det//DT|NEU|SIN|DEF//det//88 första//RO|NOM//parataxis//75 att//SN//mark//93 yrkets//NN|NEU|SIN|DEF|GEN//nmod:poss//91 utövare//NN|UTR|PLU|IND|NOM//nsubj:pass//93 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 styr//VB|PRS|AKT//acl//88 och//KN//cc//95 organiserar//VB|PRS|AKT//conj//93 utövande//NN|NEU|SIN|IND|NOM//obj//95 ,//MID//punct//98 utbildning//NN|UTR|SIN|IND|NOM//conj//96 osv.//AB|AN//punct//88 För//PP//case//102 det//DT|NEU|SIN|DEF//det//102 andra//RO|NOM//obl//75 bör//VB|PRS|AKT//aux//105 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//105 finnas//VB|INF|SFO//conj//2 en//DT|UTR|SIN|IND//det//108 specifik//JJ|POS|UTR|SIN|IND|NOM//amod//108 kunskapsbas//NN|UTR|SIN|IND|NOM//nsubj//105 för//PP//case//110 yrket//NN|NEU|SIN|DEF|NOM//nmod//108 .//MAD//punct//2
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;För//PP//case//114 det//DT|NEU|SIN|DEF//det//114 tredje//RO|NOM//advmod//2 bör//VB|PRS|AKT//aux//117 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//117 finnas//VB|INF|SFO//conj//2 ett//DT|NEU|SIN|IND//det//120 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//120 ansvar//NN|NEU|SIN|IND|NOM//nsubj//117 för//PP//case//122 utvecklingen//NN|UTR|SIN|DEF|NOM//nmod//120 inom//PP//case//124 yrket//NN|NEU|SIN|DEF|NOM//nmod//122 ,//MID//punct//2 för//PP//case//128 det//DT|NEU|SIN|DEF//det//128 fjärde//RO|NOM//nmod//131 en//DT|UTR|SIN|IND//det//131 utvecklad//PC|PRF|UTR|SIN|IND|NOM//amod//131 yrkeskod//NN|UTR|SIN|IND|NOM//conj//2 eller//KN//cc//133 yrkesetik//NN|UTR|SIN|IND|NOM//conj//131 ,//MID//punct//138 för//PP//case//138 det//DT|NEU|SIN|DEF//det//138 femte//RO|NOM//amod//138 kontrollinstanser//NN|UTR|PLU|IND|NOM//conj//2 för//PP//case//140 utövarskap//NN|NEU|SIN|IND|NOM//nmod//138 och//KN//cc//144 för//PP//case//144 det//DT|NEU|SIN|DEF//det//144 sjätte//RO|NOM//conj//140 bör//VB|PRS|AKT//aux//147 yrket//NN|NEU|SIN|DEF|NOM//nsubj//147 erbjuda//VB|INF|AKT//conj//2 en//DT|UTR|SIN|IND//det//150 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//150 autonomi//NN|UTR|SIN|IND|NOM//obj//147 i//PP//case//152 arbetet//NN|NEU|SIN|DEF|NOM//obl//147 .//MAD//punct//2
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Mot//PP//case//155 bakgrund//NN|UTR|SIN|IND|NOM//obl//161 av//PP//case//158 dessa//DT|UTR/NEU|PLU|DEF//det//158 kriterier//NN|NEU|PLU|IND|NOM//nmod//155 är//VB|PRS|AKT//cop//161 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//161 uppenbart//JJ|POS|NEU|SIN|IND|NOM//conj//2 att//SN//mark//164 rektorsyrket//NN|NEU|SIN|DEF|NOM//nsubj//164 har//VB|PRS|AKT//csubj//161 en//DT|UTR|SIN|IND//det//168 ganska//AB//advmod//167 lång//JJ|POS|UTR|SIN|IND|NOM//amod//168 väg//NN|UTR|SIN|IND|NOM//obj//164 kvar//AB//compound:prt//164 att//IE//mark//171 vandra//VB|INF|AKT//xcomp//164 mot//PP//case//173 professionalitet//NN|UTR|SIN|IND|NOM//obl//171 ,//MID//punct//161 om//SN//mark//179 målet//NN|NEU|SIN|DEF|NOM//nsubj:pass//179 alls//AB//advmod//179 kan//VB|PRS|AKT//aux//179 nås//VB|INF|SFO//advcl//161 .//MAD//punct//2
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Diskussionen//NN|UTR|SIN|DEF|NOM//nsubj//1 startade//VB|PRT|AKT//ROOT//1 emellertid//AB//advmod//1 och//KN//cc//4 gynnades//VB|PRT|SFO//conj//1 också//AB//advmod//4 av//PP//mark//10 att//SN//mark//10 forskning//NN|UTR|SIN|IND|NOM//nsubj//10 specifikt//AB|POS//advmod//10 inriktad//PC|PRF|UTR|SIN|IND|NOM//advcl//4 på//PP//case//12 rektorerna//NN|UTR|PLU|DEF|NOM//obl//10 och//KN//cc//15 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//15 arbete//NN|NEU|SIN|IND|NOM//conj//12 började//VB|PRT|AKT//conj//1 publiceras//VB|INF|SFO//xcomp//16 i//PP//case//20 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 utsträckning//NN|UTR|SIN|IND|NOM//obl//17 .//MID//punct//1
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 gav//VB|PRT|AKT//conj//1 en//DT|UTR|SIN|IND//det//25 legitimitet//NN|UTR|SIN|IND|NOM//obj//23 åt//PP//case//27 professionaliseringssträvandena//NN|NEU|PLU|DEF|NOM//nmod//25 och//KN//cc//31 också//AB//advmod//31 en//DT|UTR|SIN|IND//det//31 utgångspunkt//NN|UTR|SIN|IND|NOM//conj//23 för//PP//mark//34 att//IE//mark//34 skapa//VB|INF|AKT//acl//31 en//DT|UTR|SIN|IND//det//37 akademisk//JJ|POS|UTR|SIN|IND|NOM//amod//37 kunskapsbas//NN|UTR|SIN|IND|NOM//obj//34 ,//MID//punct//40 ett//DT|NEU|SIN|IND//det//40 yrkesspråk//NN|NEU|SIN|IND|NOM//conj//37 och//KN//cc//45 ett//DT|NEU|SIN|IND//det//45 gemensamt//AB|POS//advmod//44 etiskt//JJ|POS|NEU|SIN|IND|NOM//amod//45 program//NN|NEU|SIN|IND|NOM//conj//37 .//MAD//punct//23
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Ett//DT|NEU|SIN|IND//det//48 resultat//NN|NEU|SIN|IND|NOM//nsubj//51 av//PP//case//50 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//48 blev//VB|PRT|AKT//parataxis//23 att//SN//mark//55 en//DT|UTR|SIN|IND//det//54 skolledarhögskola//NN|UTR|SIN|IND|NOM//nsubj:pass//55 grundades//VB|PRT|SFO//ccomp//51 1989//RG|NOM//nummod//55 .//MAD//punct//1
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Vid//PP//case//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//2 tid//NN|UTR|SIN|IND|NOM//obl//3 utreddes//VB|PRT|SFO//ROOT//3 den//DT|UTR|SIN|DEF//det//6 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 skolledarutbildningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 på//PP//advmod//3 nytt//JJ|POS|NEU|SIN|IND|NOM//fixed//7 .//MID//punct//3
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//11 fanns//VB|PRT|SFO//parataxis//3 från//PP//case//13 stat//NN|UTR|SIN|IND|NOM//obl//11 och//KN//cc//15 kommun//NN|UTR|SIN|IND|NOM//conj//13 en//DT|UTR|SIN|IND//det//17 kritik//NN|UTR|SIN|IND|NOM//nsubj//11 mot//PP//case//19 strävandena//NN|NEU|PLU|DEF|NOM//nmod//17 att//IE//mark//21 etablera//VB|INF|AKT//acl//19 en//DT|UTR|SIN|IND//det//24 akademisk//JJ|POS|UTR|SIN|IND|NOM//amod//24 skolledarutbildning//NN|UTR|SIN|IND|NOM//obj//21 som//KN//case//27 en//DT|UTR|SIN|IND//det//27 professionsutbildning//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//11
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//30 såg//VB|PRT|AKT//conj//3 skolledarskapet//NN|NEU|SIN|DEF|NOM//obj//30 och//KN//cc//34 därmed//AB//advmod//34 skolledarutbildningen//NN|UTR|SIN|DEF|NOM//conj//30 som//KN//case//38 ett//DT|NEU|SIN|IND//det//38 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//38 styrmedel//NN|NEU|SIN|IND|NOM//nmod//34 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//42 inte//AB//advmod//42 ville//VB|PRT|AKT//aux//42 lämna//VB|INF|AKT//acl:relcl//38 ifrån//PL//case//44 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//42 .//MAD//punct//30
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;En//DT|UTR|SIN|IND//det//47 diskussion//NN|UTR|SIN|IND|NOM//nsubj:pass//48 fördes//VB|PRT|SFO//conj//30 om//PP//case//51 en//DT|UTR|SIN|IND//det//51 fyrstegsmodell//NN|UTR|SIN|IND|NOM//obl//48 där//HA//advmod//55 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//55 skulle//VB|PRT|AKT//aux//55 delas//VB|INF|SFO//acl:relcl//51 mellan//PP//case//57 stat//NN|UTR|SIN|IND|NOM//obl//55 och//KN//cc//59 kommun//NN|UTR|SIN|IND|NOM//conj//57 .//MAD//punct//30
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Utbildning//NN|UTR|SIN|IND|NOM//nsubj//64 skulle//VB|PRT|AKT//aux//64 vara//VB|INF|AKT//cop//64 aktuell//JJ|POS|UTR|SIN|IND|NOM//parataxis//30 vid//PP//case//66 rekrytering//NN|UTR|SIN|IND|NOM//obl//64 ,//MID//punct//68 introduktion//NN|UTR|SIN|IND|NOM//conj//66 ,//MID//punct//70 fördjupning//NN|UTR|SIN|IND|NOM//conj//66 respektive//AB//cc//72 fortbildning//NN|UTR|SIN|IND|NOM//conj//66 .//MAD//punct//30
4.2 Historisk tillbakablick Rektor / Professionalisering av skolledaryrket;Staten//NN|UTR|SIN|DEF|NOM//nsubj//76 skulle//VB|PRT|AKT//aux//76 ansvara//VB|INF|AKT//parataxis//30 för//PP//case//80 det//DT|NEU|SIN|DEF//det//80 tredje//RO|NOM//amod//80 steget//NN|NEU|SIN|DEF|NOM//obl//76 ,//MID//punct//82 fördjupningen//NN|UTR|SIN|DEF|NOM//appos//80 ,//MID//punct//85 och//KN//cc//85 kommunerna//NN|UTR|PLU|DEF|NOM//conj//76 för//PP//case//88 de//DT|UTR/NEU|PLU|DEF//det//88 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//85 .//MAD//punct//3

4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;En//DT|UTR|SIN|IND//det//2 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//2 modell//NN|UTR|SIN|IND|NOM//nsubj//3 kom//VB|PRT|AKT//ROOT//3 också//AB//advmod//3 att//IE//mark//6 genomföras//VB|INF|SFO//advcl//3 år//NN|NEU|SIN|IND|NOM//nmod//8 1993//RG|NOM//obl//6 ,//MID//punct//3 dvs.//AB|AN//advmod//13 sedan//SN//mark//13 skolan//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 kommunaliserats//VB|SUP|SFO//advcl//3 .//MID//punct//3
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Den//DT|UTR|SIN|DEF//det//17 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 delen//NN|UTR|SIN|DEF|NOM//obj//18 fick//VB|PRT|AKT//parataxis//3 namnet//NN|NEU|SIN|DEF|NOM//nmod//20 Rektorsutbildningen//NN|UTR|SIN|DEF|NOM//obj//18 ,//MID//punct//20 vilken//HP|UTR|SIN|IND//nsubj:pass//23 beskrevs//VB|PRT|SFO//acl:relcl//20 som//KN//case//26 en//DT|UTR|SIN|IND//det//26 befattningsutbildning//NN|UTR|SIN|IND|NOM//obl//23 som//HP|-|-|-//nsubj//29 skulle//VB|PRT|AKT//aux//29 omfatta//VB|INF|AKT//acl:relcl//26 den//DT|UTR|SIN|DEF//det//32 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 kärnan//NN|UTR|SIN|DEF|NOM//obj//29 .//MAD//punct//18
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Rektorsutbildningen//NN|UTR|SIN|DEF|NOM//nsubj//35 kom//VB|PRT|AKT//parataxis//18 dock//AB//advmod//35 att//IE//mark//41 i//PP//case//40 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 drag//NN|NEU|PLU|IND|NOM//obl//41 bygga//VB|INF|AKT//advcl//35 på//PP//case//45 den//DT|UTR|SIN|DEF//det//45 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 utbildningen//NN|UTR|SIN|DEF|NOM//obl//41 och//KN//cc//47 blev//VB|PRT|AKT//conj//35 varken//KN//cc//49 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 eller//KN//cc//51 akademiskt//JJ|POS|NEU|SIN|IND|NOM//conj//49 poänggivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//47 .//MAD//punct//3
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;De//DT|UTR/NEU|PLU|DEF//det//1 diskussioner//NN|UTR|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj:pass//3 startats//VB|SUP|SFO//acl:relcl//1 under//PP//case//5 1980-talet//NN|NEU|SIN|DEF|NOM//obl//3 förberedde//VB|PRT|AKT//advcl//199 emellertid//AB//advmod//6 de//DT|UTR/NEU|PLU|DEF//det//9 systemförändringar//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//nsubj//11 kom//VB|PRT|AKT//acl:relcl//9 att//IE//mark//13 införas//VB|INF|SFO//xcomp//11 omkring//PP//case//15 1990//RG|NOM//obl//13 som//HP|-|-|-//nsubj//18 bl.a.//AB|AN//advmod//18 innefattade//VB|PRT|AKT//acl:relcl//15 en//DT|UTR|SIN|IND//det//20 kommunalisering//NN|UTR|SIN|IND|NOM//obj//18 som//HP|-|-|-//nsubj//22 gjorde//VB|PRT|AKT//acl:relcl//20 rektorerna//NN|UTR|PLU|DEF|NOM//obj//22 till//PP//case//26 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 chefstjänstemän//NN|UTR|PLU|IND|NOM//obl//22 .//MAD//punct//6
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Den//DT|UTR|SIN|DEF//det//30 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 regel-//NN|UTR|-|-|SMS//appos//6 och//KN//cc//35 detaljstyrningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 skulle//VB|PRT|AKT//aux//35 samtidigt//AB//advmod//35 minimeras//VB|INF|SFO//conj//30 och//KN//cc//37 ersättas//VB|INF|SFO//conj//30 med//PP//case//39 mål-//NN|NEU|-|-|SMS//obl//37 och//KN//cc//41 resultatstyrning//NN|UTR|SIN|IND|NOM//conj//39 .//MID//punct//6
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 stöpte//VB|PRT|AKT//parataxis//6 om//PP//case//47 de//DT|UTR/NEU|PLU|DEF//det//47 förväntningar//NN|UTR|PLU|IND|NOM//obl//44 som//HP|-|-|-//nsubj:pass//49 riktades//VB|PRT|SFO//acl:relcl//47 mot//PP//case//51 rektorerna//NN|UTR|PLU|DEF|NOM//obl//49 vilka//HP|UTR/NEU|PLU|IND//nsubj//55 kom//VB|PRT|AKT//aux//55 att//IE//mark//55 bli//VB|INF|AKT//acl:relcl//47 de//DT|UTR/NEU|PLU|DEF//det//58 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 skolreformernas//NN|UTR|PLU|DEF|GEN//xcomp//55 kanske//AB//advmod//60 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//61 nyckelgrupp//NN|UTR|SIN|IND|NOM//obj//55 .//MAD//punct//6
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//64 räckte//VB|PRT|AKT//parataxis//6 inte//AB//advmod//64 längre//AB|KOM//advmod//64 att//IE//mark//68 administrera//VB|INF|AKT//advcl//64 och//KN//cc//70 följa//VB|INF|AKT//conj//68 regler//NN|UTR|PLU|IND|NOM//obj//70 .//MAD//punct//64
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Mål//NN|NEU|PLU|IND|NOM//conj//64 och//KN//cc//75 regler//NN|UTR|PLU|IND|NOM//conj//73 skulle//VB|PRT|AKT//aux//78 tvärtom//AB//advmod//78 ange//VB|INF|AKT//conj//64 riktning//NN|UTR|SIN|IND|NOM//obj//78 och//KN//cc//81 ramar//NN|UTR|PLU|IND|NOM//conj//79 för//PP//case//85 rektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//85 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 initiativ//NN|NEU|SIN|IND|NOM//nmod//81 att//IE//mark//87 utveckla//VB|INF|AKT//acl//81 och//KN//cc//89 förbättra//VB|INF|AKT//conj//87 skolans//NN|UTR|SIN|DEF|GEN//nmod:poss//91 verksamhet//NN|UTR|SIN|IND|NOM//obj//89 och//KN//cc//93 åstadkomma//VB|INF|AKT//conj//87 resultat//NN|NEU|PLU|IND|NOM//obj//93 .//MAD//punct//64
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Rektors//NN|UTR|PLU|IND|GEN//nmod:poss//97 uppgift//NN|UTR|SIN|IND|NOM//nsubj//98 blev//VB|PRT|AKT//conj//64 nu//AB//advmod//98 att//IE//mark//101 uttolka//VB|INF|AKT//xcomp//98 reglerna//NN|UTR|PLU|DEF|NOM//obj//101 så//AB//mark//106 att//SN//fixed//103 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//106 förvandlades//VB|PRT|SFO//advcl//101 till//PP//case//108 medel//NN|NEU|SIN|IND|NOM//obl//106 för//PP//case//110 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//108 ,//MID//punct//113 inte//AB//advmod//113 låta//VB|INF|AKT//conj//98 all//DT|UTR|SIN|IND/DEF//det//115 verksamhet//NN|UTR|SIN|IND|NOM//obj//113 formas//VB|PRS|SFO//xcomp//98 av//PP//case//118 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl:agent//116 .//MAD//punct//64
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Utvecklingen//NN|UTR|SIN|DEF|NOM//obj//64 av//PP//case//124 den//DT|UTR|SIN|DEF//det//124 pedagogiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//124 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//120 i//PP//case//127 läroplanens//NN|UTR|SIN|DEF|GEN//nmod:poss//127 riktning//NN|UTR|SIN|IND|NOM//nmod//124 blev//VB|PRT|AKT//conj//64 därför//AB//advmod//128 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//128 som//HP|-|-|-//nsubj//132 avgjorde//VB|PRT|AKT//acl:relcl//130 ,//MID//punct//137 inte//AB//advmod//137 hur//HA//advmod//137 man//PN|UTR|SIN|IND|SUB//nsubj//137 skötte//VB|PRT|AKT//advcl//128 de//DT|UTR/NEU|PLU|DEF//det//140 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//140 göromålen//NN|NEU|PLU|DEF|NOM//obj//137 .//MAD//punct//64
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;1990//RG|NOM//punct//64 skrevs//VB|PRT|SFO//conj//64 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//143 in//PL//advmod//143 i//PP//case//147 skollagen//NN|UTR|SIN|DEF|NOM//obl//143 att//SN//mark//152 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//152 alltid//AB//advmod//152 skulle//VB|PRT|AKT//aux//152 finnas//VB|INF|SFO//ccomp//143 en//DT|UTR|SIN|IND//det//154 rektor//NN|UTR|SIN|IND|NOM//obj//152 i//PP//case//156 ledningen//NN|UTR|SIN|DEF|NOM//nmod//154 för//PP//case//160 det//DT|NEU|SIN|DEF//det//160 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//160 arbetet//NN|NEU|SIN|DEF|NOM//nmod//156 på//PP//case//163 en//DT|UTR|SIN|IND//det//163 skola//NN|UTR|SIN|IND|NOM//nmod//160 .//MAD//punct//64
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Skolenheten//NN|UTR|SIN|DEF|NOM//nsubj//169 fick//VB|PRT|AKT//aux//169 inte//AB//advmod//169 vara//VB|INF|AKT//cop//169 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//64 än//KN//mark//174 att//SN//mark//174 rektor//NN|UTR|SIN|IND|NOM//nsubj//174 kunde//VB|PRT|AKT//aux//174 hålla//VB|INF|AKT//advcl//169 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//174 förtrogen//JJ|POS|UTR|SIN|IND|NOM//advmod//174 med//PP//case//180 detta//DT|NEU|SIN|DEF//det//180 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//180 arbete//NN|NEU|SIN|IND|NOM//obl//174 .//MID//punct//64
4.2 Historisk tillbakablick Rektor / Rektorsutbildningen;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//183 förde//VB|PRT|AKT//parataxis//64 med//PL//case//185 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//183 en//DT|UTR|SIN|IND//det//188 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//188 ökning//NN|UTR|SIN|IND|NOM//obj//183 av//PP//case//191 antalet//NN|NEU|SIN|DEF|NOM//nmod//191 rektorer//NN|UTR|PLU|IND|NOM//nmod//188 ,//MID//punct//194 närmare//AB|KOM//advmod//194 bestämt//PC|PRF|NEU|SIN|IND|NOM//advcl//183 en//DT|UTR|SIN|IND//det//196 fördubbling//NN|UTR|SIN|IND|NOM//obj//194 .//MAD//punct//64
