Engagemang, mångfald och integration;Om//SN//case//1 möjligheter//NN|UTR|PLU|IND|NOM//ROOT//1 och//KN//cc//3 hinder//NN|NEU|PLU|IND|NOM//conj//1 för//PP//case//6 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 jämlikhet//NN|UTR|SIN|IND|NOM//nmod//3
Förord;Syftet//NN|NEU|SIN|DEF|NOM//obj//10 med//PP//case//25 den//DT|UTR|SIN|DEF//det//25 här//AB//fixed//23 antologin//NN|UTR|SIN|DEF|NOM//nmod//21 är//VB|PRS|AKT//cop//29 emellertid//AB//advmod//29 att//IE//mark//29 belysa//VB|INF|AKT//ROOT//29 de//DT|UTR/NEU|PLU|DEF//det//35 mer//AB|KOM//advmod//32 svårgripbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 men//KN//cc//34 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 rambetingelserna//NN|UTR|PLU|DEF|NOM//obj//29 bakom//PP//case//38 dessa//DT|UTR/NEU|PLU|DEF//det//38 skillnader//NN|UTR|PLU|IND|NOM//obl//29 .//MAD//punct//29
Förord;Fokus//NN|NEU|SIN|IND|NOM//obj//29 här//AB//advmod//40 riktas//VB|PRS|SFO//conj//29 därför//AB//advmod//42 mot//PP//case//46 institutionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 arrangemang//NN|NEU|PLU|IND|NOM//obl//42 och//KN//cc//49 samhälleliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 strukturer//NN|UTR|PLU|IND|NOM//conj//46 –//RG|NOM//punct//29 återspeglade//VB|PRT|AKT//conj//29 och//KN//cc//53 nedärvda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//51 i//PP//case//55 lagar//NN|UTR|PLU|IND|NOM//obl//51 och//KN//cc//57 regler//NN|UTR|PLU|IND|NOM//conj//55 ,//MID//punct//60 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//60 verksamhet//NN|UTR|SIN|IND|NOM//conj//51 och//KN//cc//67 i//PP//case//67 de//DT|UTR/NEU|PLU|DEF//det//65 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//67 vardagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 arbete//NN|NEU|SIN|IND|NOM//conj//51 .//MAD//punct//29
Förord;Författarna//NN|UTR|PLU|DEF|NOM//nsubj//70 visar//VB|PRS|AKT//parataxis//29 hur//HA//advmod//72 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//77 i//PP//case//75 praktiken//NN|UTR|SIN|DEF|NOM//nmod//73 kan//VB|PRS|AKT//aux//77 utgöra//VB|INF|AKT//advcl//70 hinder//NN|NEU|PLU|IND|NOM//obj//77 för//PP//case//80 människor//NN|UTR|PLU|IND|NOM//nmod//78 med//PP//case//83 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//83 bakgrund//NN|UTR|SIN|IND|NOM//nmod//78 .//MAD//punct//70
Förord;Med//PP//case//89 hjälp//NN|UTR|SIN|IND|NOM//fixed//85 av//PP//fixed//85 modern//JJ|POS|UTR|SIN|IND|NOM//amod//89 demokratiteori//NN|UTR|SIN|IND|NOM//obl//99 ,//MID//punct//91 lärdomar//NN|UTR|PLU|IND|NOM//conj//89 från//PP//case//93 historien//NN|UTR|SIN|DEF|NOM//nmod//91 och//KN//cc//95 erfarenheter//NN|UTR|PLU|IND|NOM//conj//93 i//PP//case//98 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 länder//NN|NEU|PLU|IND|NOM//nmod//95 diskuterar//VB|PRS|AKT//conj//70 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//99 också//AB//advmod//99 förslag//NN|NEU|PLU|IND|NOM//obj//99 på//PP//case//105 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 förändringar//NN|UTR|PLU|IND|NOM//nmod//102 i//PP//case//107 riktning//NN|UTR|SIN|IND|NOM//nmod//105 mot//PP//case//111 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//111 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//111 jämlikhet//NN|UTR|SIN|IND|NOM//nmod//107 i//PP//case//114 mångfaldens//NN|UTR|SIN|DEF|GEN//nmod:poss//114 Sverige//PM|NOM//nmod//111 .//MAD//punct//70
Förord;De//DT|UTR/NEU|PLU|DEF//det//2 medverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 författarna//NN|UTR|PLU|DEF|NOM//nsubj//3 representerar//VB|PRS|AKT//ROOT//3 disciplinerna//NN|UTR|PLU|DEF|NOM//nmod//5 freds-//NN|UTR|-|-|SMS//obj//3 och//KN//cc//7 konfliktforskning//NN|UTR|SIN|IND|NOM//conj//5 ,//MID//punct//9 sociologi//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//11 statsvetenskap//NN|UTR|SIN|IND|NOM//conj//5 och//KN//cc//14 är//VB|PRS|AKT//cop//14 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//3 vid//PP//case//16 universiteten//NN|NEU|PLU|DEF|NOM//obl//14 i//PP//case//18 Linköping//PM|NOM//nmod//16 ,//MID//punct//20 Göteborg//PM|NOM//conj//18 och//KN//cc//22 Uppsala//PM|NOM//conj//18 .//MAD//punct//3
Förord;"Från//PP//case//26 redaktörernas//NN|UTR|PLU|DEF|GEN//nmod:poss//26 horisont//NN|UTR|SIN|IND|NOM//obl//27 har//VB|PRS|AKT//conj//3 dessa//DT|UTR/NEU|PLU|DEF//det//29 forskare//NN|UTR|PLU|IND|NOM//nsubj//35 inte//AB//advmod//35 endast//AB//advmod//35 varit//VB|SUP|AKT//cop//35 en//DT|UTR|SIN|IND//det//35 stor//JJ|POS|UTR|SIN|IND|NOM//amod//35 tillgång//NN|UTR|SIN|IND|NOM//obj//27 som//KN//mark//37 kapitelförfattare//NN|UTR|SIN|IND|NOM//nmod//35 ;//MID//punct//3"
Förord;de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//40 har//VB|PRS|AKT//aux//45 under//PP//case//43 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//43 gång//NN|UTR|SIN|IND|NOM//obl//45 också//AB//advmod//45 bidragit//VB|SUP|AKT//parataxis//3 med//PP//case//48 värdefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 synpunkter//NN|UTR|PLU|IND|NOM//obl//45 på//PP//case//52 bokens//NN|UTR|SIN|DEF|GEN//nmod:poss//52 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 delar//NN|UTR|PLU|IND|NOM//nmod//48 såväl//KN//advmod//57 som//KN//mark//57 på//PP//case//57 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//57 helhet//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//3
Förord;Carita//PM|NOM//amod//1 Ytterberg//PM|NOM//nsubj//7 på//PP//case//4 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 kansli//NN|NEU|SIN|IND|NOM//obl//1 har//VB|PRS|AKT//aux//7 förtjänstfullt//AB|POS//advmod//7 bistått//VB|SUP|AKT//ROOT//7 oss//PN|UTR|PLU|DEF|OBJ//obj//7 i//PP//case//12 det//DT|NEU|SIN|DEF//det//12 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 redigeringsarbetet//NN|NEU|SIN|DEF|NOM//obl//7 och//KN//cc//16 med//PP//case//16 projektets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 administration//NN|UTR|SIN|IND|NOM//conj//12 .//MID//punct//7
Förord;Frida//PM|NOM//nmod//19 Jangsten//PM|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 assisterat//VB|SUP|AKT//parataxis//7 med//PP//case//23 korrekturläsning//NN|UTR|SIN|IND|NOM//obl//21 och//KN//cc//27 annan//JJ|POS|UTR|SIN|IND|NOM//amod//27 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//27 hjälp//NN|UTR|SIN|IND|NOM//conj//23 .//MAD//punct//7
Förord;Vi//PN|UTR|PLU|DEF|SUB//nsubj//31 vill//VB|PRS|AKT//aux//31 rikta//VB|INF|AKT//parataxis//7 ett//DT|NEU|SIN|IND//det//34 varmt//JJ|POS|NEU|SIN|IND|NOM//amod//34 tack//NN|NEU|SIN|IND|NOM//obj//31 till//PP//case//37 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//37 medverkande//NN|UTR|PLU|IND|NOM//obl//31 för//PP//case//40 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//40 insatser//NN|UTR|PLU|IND|NOM//nmod//37 !//MAD//punct//31

1. Engagemang, mångfald och integration – en introduktion;Per//PM|NOM//nsubj//9 Strömblad//PM|NOM//flat//0 och//KN//cc//3 Karin//PM|NOM//conj//1 Borevi//PM|NOM//flat:name//3 ”//PM|NOM//punct//0 Med//PP//case//7 Nyamko//PM|NOM//nmod//0 Sabuni//PM|NOM//flat//7 kommer//VB|PRS|AKT//ROOT//9 den//DT|UTR|SIN|DEF//det//12 första//RO|NOM//amod//12 invandraren//NN|UTR|SIN|DEF|NOM//obj//9 in//AB//case//16 i//PP//fixed//13 folkpartiets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 ledning//NN|UTR|SIN|IND|NOM//obl//9 ”//RG|NOM//punct//9 ,//MID//punct//19 hette//VB|PRT|AKT//parataxis//9 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 i//PP//case//23 en//DT|UTR|SIN|IND//det//23 kommentar//NN|UTR|SIN|IND|NOM//obl//19 från//PP//case//26 partiordföranden//NN|UTR|SIN|DEF|NOM//nmod//26 Lars//PM|NOM//nmod//23 Leijonborg//PM|NOM//flat:name//26 ,//MID//punct//19 efter//PP//mark//38 att//SN//mark//38 en//DT|UTR|SIN|IND//det//33 ny//JJ|POS|UTR|SIN|IND|NOM//amod//33 partiledning//NN|UTR|SIN|IND|NOM//nsubj:pass//38 för//PP//case//35 Folkpartiet//NN|NEU|SIN|DEF|NOM//nmod//33 liberalerna//NN|UTR|PLU|DEF|NOM//flat//35 hade//VB|PRT|AKT//aux//38 utsetts//VB|SUP|SFO//advcl//19 i//PP//case//40 november//NN|UTR|SIN|IND|NOM//obl//38 2003//RG|NOM//nummod//40 .//MAD//punct//9
1. Engagemang, mångfald och integration – en introduktion;Uttalandet//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 intressant//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 av//PP//case//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 skäl//NN|NEU|PLU|IND|NOM//obl//2 ,//MID//punct//13 kanske//AB//advmod//13 inte//AB//advmod//13 minst//AB|SUV//advmod//13 genom//PP//mark//13 att//IE//mark//13 vara//VB|INF|AKT//cop//13 felaktigt//JJ|POS|NEU|SIN|IND|NOM//advcl//2 .//MID//punct//2
1. Engagemang, mångfald och integration – en introduktion;Förvisso//AB//nmod//2 hade//VB|PRT|AKT//aux//20 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nsubj//16 Nyamko//PM|NOM//nsubj//20 Sabuni//PM|NOM//nsubj//20 erövrat//VB|SUP|AKT//parataxis//2 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 topposition//NN|UTR|SIN|IND|NOM//obj//20 ,//MID//punct//29 men//KN//cc//29 inte//AB//advmod//29 som//KN//case//29 den//DT|UTR|SIN|DEF//det//29 första//RO|NOM//amod//29 invandraren//NN|UTR|SIN|DEF|NOM//conj//20 .//MAD//punct//29
1. Engagemang, mångfald och integration – en introduktion;I//PP//case//34 den//DT|UTR|SIN|DEF//det//34 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 partiledningen//NN|UTR|SIN|DEF|NOM//obl//35 fanns//VB|PRT|SFO//conj//2 redan//AB//advmod//37 Marit//PM|NOM//nsubj//35 Paulsen//PM|NOM//flat//37 ,//MID//punct//37 som//HP|-|-|-//nsubj//41 invandrade//VB|PRT|AKT//acl:relcl//37 till//PP//case//43 Sverige//PM|NOM//obl//41 från//PP//case//45 Norge//PM|NOM//obl//41 i//PP//case//47 början//NN|UTR|SIN|DEF|NOM//obl//41 av//PP//case//49 1960-talet//NN|NEU|SIN|DEF|NOM//nmod//47 .//MAD//punct//35
1. Engagemang, mångfald och integration – en introduktion;  //_SP////50 Av//PP//case//53 kommentaren//NN|UTR|SIN|DEF|NOM//obl//35 att//IE//mark//56 döma//VB|INF|AKT//aux//56 förknippades//VB|PRT|SFO//advcl//35 emellertid//AB//advmod//56 inte//AB//advmod//56 hennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//60 bakgrund//NN|UTR|SIN|IND|NOM//obj//56 och//KN//cc//62 egenskaper//NN|UTR|PLU|IND|NOM//conj//60 i//PP//advmod//62 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//63 med//PP//case//68 den//DT|UTR|SIN|DEF//det//68 invandrade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//68 befolkningens//NN|UTR|SIN|DEF|GEN//nmod//62 .//MAD//punct//2
1. Engagemang, mångfald och integration – en introduktion;I//PP//case//1 ljuset//NN|NEU|SIN|DEF|NOM//obl//5 av//PP//case//4 folkpartiledarens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 kommentar//NN|UTR|SIN|IND|NOM//nmod//1 tycks//VB|PRS|SFO//ROOT//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 vara//VB|INF|AKT//cop//8 möjligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//5 att//IE//mark//10 dra//VB|INF|AKT//csubj//8 två//RG|NOM//nummod//13 preliminära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 slutsatser//NN|UTR|PLU|IND|NOM//obj//10 ://MID//punct//5
1. Engagemang, mångfald och integration – en introduktion;"(//PAD//punct//5 1//RG|NOM//nummod//5 )//PAD//punct//5 I//PP//case//19 Sverige//PM|NOM//obl//20 uppfattas//VB|PRS|SFO//conj//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 alltjämt//AB//advmod//20 som//KN//mark//24 anmärkningsvärt//JJ|POS|NEU|SIN|IND|NOM//xcomp//20 (//PAD//punct//20 om//AB//mark//28 än//AB//mark//28 önskvärt//JJ|POS|NEU|SIN|IND|NOM//advcl//20 )//PAD//punct//20 att//SN//mark//35 en//DT|UTR|SIN|IND//det//33 ”//JJ|POS|UTR|SIN|IND|NOM//punct//33 invandrare//NN|UTR|SIN|IND|NOM//nsubj//35 ”//PM|NOM//nummod//33 tar//VB|PRS|AKT//conj//5 plats//NN|UTR|SIN|IND|NOM//obj//35 i//PP//case//40 den//DT|UTR|SIN|DEF//det//40 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 eliten//NN|UTR|SIN|DEF|NOM//obl//35 ;//MID//punct//5"
1. Engagemang, mångfald och integration – en introduktion;(//PAD//punct//5 2//RG|NOM//nummod//5 )//PAD//punct//43 Själva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 termen//NN|UTR|SIN|DEF|NOM//nmod//47 invandrare//NN|UTR|PLU|IND|NOM//nsubj:pass//49 bör//VB|PRS|AKT//aux//49 sättas//VB|INF|SFO//parataxis//5 inom//PP//case//51 citattecken//NN|NEU|PLU|IND|NOM//obl//49 här//AB//advmod//49 eftersom//SN//mark//57 det//DT|NEU|SIN|DEF//det//55 anmärkningsvärda//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//57 inte//AB//advmod//57 tycks//VB|PRS|SFO//advcl//49 grunda//VB|INF|AKT//xcomp//57 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//58 i//PP//case//61 invandrarskapet//NN|NEU|SIN|DEF|NOM//obl//58 som//KN//mark//63 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//61 ,//MID//punct//69 utan//KN//cc//69 snarare//AB|KOM//advmod//69 har//VB|PRS|AKT//aux//69 att//IE//mark//69 göra//VB|INF|AKT//advcl//57 med//PP//case//71 egenskaper//NN|UTR|PLU|IND|NOM//obl//69 som//KN//mark//73 namn//NN|NEU|SIN|IND|NOM//appos//71 ,//MID//punct//75 hudfärg//NN|UTR|SIN|IND|NOM//conj//73 och//KN//cc//79 –//PAD//punct//79 delvis//AB//advmod//79 relaterat//PC|PRF|NEU|SIN|IND|NOM//conj//73 till//PP//case//81 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//79 –//PAD//punct//87 hur//HA//advmod//84 långt//AB|POS//advmod//85 bort//AB//advmod//87 från//PP//case//87 Sverige//PM|NOM//obl//69 man//PN|UTR|SIN|IND|SUB//nsubj//89 har//VB|PRS|AKT//acl:relcl//87 sitt//PS|NEU|SIN|DEF//nmod:poss//91 ursprung//NN|NEU|SIN|IND|NOM//obj//89 (//PAD//punct//5 jfr//VB|AN//parataxis//5 Borevi//PM|NOM//obj//93 och//KN//cc//96 Strömblad//PM|NOM//conj//94 2004//RG|NOM//nummod//93 )//PAD//punct//5 .//MAD//punct//5
