Aggressionsbrottet i svensk rätt och svensk straffrättslig domsrätt;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Aggressionsbrottsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//31 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//32 återfinns//VB|PRS|SFO//parataxis//9 i//PP//case//35 artikel//NN|UTR|SIN|IND|NOM//nmod//35 30//RG|NOM//obl//32 i//PP//case//37 Romstadgan//PM|NOM//nmod//35 .//MAD//punct//9
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Huvudregeln//NN|UTR|SIN|DEF|NOM//nmod//9 är//VB|PRS|AKT//cop//39 att//SN//mark//56 endast//AB//advmod//43 gärningar//NN|UTR|PLU|IND|NOM//nsubj//56 som//HP|-|-|-//nsubj//45 har//VB|PRS|AKT//acl:relcl//43 begåtts//VB|SUP|SFO//obj//45 med//PP//case//48 uppsåt//NN|NEU|SIN|IND|NOM//nmod//46 (//PAD//punct//50 avsikt//NN|UTR|SIN|IND|NOM//appos//48 och//KN//cc//52 insikt//NN|UTR|SIN|IND|NOM//conj//50 )//PAD//punct//43 ska//VB|PRS|AKT//aux//56 kunna//VB|INF|AKT//aux//56 medföra//VB|INF|AKT//csubj//39 ansvar//NN|NEU|SIN|IND|NOM//obj//56 .//MAD//punct//9
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Avsikt//NN|UTR|SIN|IND|NOM//conj//9 ska//VB|PRS|AKT//aux//63 enligt//PP//case//62 artikeln//NN|UTR|SIN|DEF|NOM//obl//63 anses//VB|PRS|SFO//ROOT//63 föreligga//VB|INF|AKT//xcomp//63 i//PP//case//69 fråga//NN|UTR|SIN|IND|NOM//fixed//65 om//PP//fixed//65 en//DT|UTR|SIN|IND//det//69 handling//NN|UTR|SIN|IND|NOM//obl//64 ,//MID//punct//63 om//SN//mark//73 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//73 avser//VB|PRS|AKT//advcl//63 att//IE//mark//75 genomföra//VB|INF|AKT//xcomp//73 handlingen//NN|UTR|SIN|DEF|NOM//obj//75 och//KN//cc//82 ,//MID//punct//82 i//PP//advmod//82 fråga//NN|UTR|SIN|IND|NOM//fixed//79 om//PP//case//82 effekt//NN|UTR|SIN|IND|NOM//conj//76 ,//MID//punct//63 om//SN//mark//86 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//86 avser//VB|PRS|AKT//advcl//63 att//IE//mark//88 orsaka//VB|INF|AKT//xcomp//86 effekten//NN|UTR|SIN|DEF|NOM//obj//88 eller//KN//cc//91 inser//VB|PRS|AKT//conj//88 att//SN//mark//96 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//96 kommer//VB|PRS|AKT//aux//96 att//IE//mark//96 inträffa//VB|INF|AKT//ccomp//91 i//PP//case//100 ett//DT|NEU|SIN|IND//det//100 normalt//JJ|POS|NEU|SIN|IND|NOM//amod//100 händelseförlopp//NN|NEU|SIN|IND|NOM//obl//96 .//MAD//punct//63
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Termen//NN|UTR|SIN|DEF|NOM//nmod:poss//103 insikt//NN|UTR|SIN|IND|NOM//nsubj//104 betecknar//VB|PRS|AKT//parataxis//63 medvetande//NN|NEU|SIN|IND|NOM//xcomp//104 om//PP//mark//110 att//SN//mark//110 en//DT|UTR|SIN|IND//det//109 omständighet//NN|UTR|SIN|IND|NOM//nsubj//110 föreligger//VB|PRS|AKT//advcl//104 eller//KN//cc//117 att//SN//mark//117 en//DT|UTR|SIN|IND//det//114 effekt//NN|UTR|SIN|IND|NOM//nsubj//117 kommer//VB|PRS|AKT//aux//117 att//IE//mark//117 inträffa//VB|INF|AKT//conj//110 i//PP//case//121 ett//DT|NEU|SIN|IND//det//121 normalt//JJ|POS|NEU|SIN|IND|NOM//amod//121 händelseförlopp//NN|NEU|SIN|IND|NOM//obl//117 .//MAD//punct//63
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Under//PP//case//1 förhandlingarna//NN|UTR|PLU|DEF|NOM//obl//9 som//HP|-|-|-//nsubj//3 ledde//VB|PRT|AKT//acl:relcl//1 fram//PL//compound:prt//3 till//PP//case//6 antagandet//NN|NEU|SIN|DEF|NOM//obl//3 av//PP//case//8 Romstadgan//PM|NOM//nmod//6 diskuterades//VB|PRT|SFO//ROOT//9 huruvida//SN//mark//13 oaktsamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//13 skulle//VB|PRT|AKT//aux//13 innefattas//VB|INF|SFO//advcl//9 bland//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 subjektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 rekvisiten//NN|NEU|PLU|DEF|NOM//obl//13 .//MAD//punct//9
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Som//KN//mark//21 huvudregel//NN|UTR|SIN|IND|NOM//fixed//19 gäller//VB|PRS|AKT//advcl//9 dock//AB//advmod//21 att//SN//mark//26 oaktsamhet//NN|UTR|SIN|IND|NOM//nsubj//26 inte//AB//advmod//26 räcker//VB|PRS|AKT//ccomp//21 för//PP//case//28 straffansvar//NN|NEU|SIN|IND|NOM//obl//26 .//MAD//punct//9
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Brottskriterierna//NN|UTR|PLU|DEF|NOM//nsubj//31 innehåller//VB|PRS|AKT//parataxis//9 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 klargöranden//NN|NEU|PLU|IND|NOM//amod//36 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 gärningsmannens//NN|UTR|SIN|DEF|GEN//nmod:poss//36 agerande//NN|NEU|SIN|IND|NOM//obj//31 .//MAD//punct//31
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//39 slås//VB|PRS|SFO//parataxis//31 således//AB//advmod//39 fast//PL//advmod//39 att//SN//mark//43 ansvar//NN|NEU|SIN|IND|NOM//nsubj//47 för//PP//case//45 aggressionsbrott//NN|NEU|PLU|IND|NOM//nmod//43 inte//AB//advmod//47 förutsätter//VB|PRS|AKT//advcl//39 att//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//50 visas//VB|PRS|SFO//ccomp//47 att//SN//mark//54 gärningsmannen//NN|UTR|SIN|DEF|NOM//nsubj//54 har//VB|PRS|AKT//aux//54 gjort//VB|SUP|AKT//ccomp//50 en//DT|UTR|SIN|IND//det//57 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//57 bedömning//NN|UTR|SIN|IND|NOM//obj//54 av//PP//mark//65 om//SN//case//60 användningen//NN|UTR|SIN|DEF|NOM//nsubj//65 av//PP//case//63 väpnat//PC|PRF|NEU|SIN|IND|NOM//amod//63 våld//NN|NEU|SIN|IND|NOM//nmod//60 var//VB|PRT|AKT//cop//65 oförenlig//JJ|POS|UTR|SIN|IND|NOM//acl//57 med//PP//case//67 FN-stadgan//NN|UTR|SIN|DEF|NOM//obl//65 .//MID//punct//39
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Inte//AB//advmod//70 heller//AB//advmod//39 behöver//VB|PRS|AKT//aux//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 visas//VB|INF|SFO//parataxis//9 att//SN//mark//76 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//76 gjort//VB|SUP|AKT//advcl//73 en//DT|UTR|SIN|IND//det//79 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//79 bedömning//NN|UTR|SIN|IND|NOM//obj//76 när//HA//advmod//86 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//80 gäller//VB|PRS|AKT//fixed//80 det//DT|NEU|SIN|DEF//fixed//80 uppenbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//80 i//PP//case//86 överträdelsen//NN|UTR|SIN|DEF|NOM//obl//76 av//PP//case//88 FN-stadgan//NN|UTR|SIN|DEF|NOM//nmod//86 .//MAD//punct//9
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Däremot//AB//advmod//91 krävs//VB|PRS|SFO//parataxis//9 för//PP//case//94 straffrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//94 ansvar//NN|NEU|SIN|IND|NOM//obl//91 att//SN//mark//98 gärningsmannen//NN|UTR|SIN|DEF|NOM//nsubj//98 var//VB|PRT|AKT//cop//98 medveten//JJ|POS|UTR|SIN|IND|NOM//acl//94 om//PP//case//102 de//DT|UTR/NEU|PLU|DEF//det//102 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 omständigheter//NN|UTR|PLU|IND|NOM//nmod//98 som//HP|-|-|-//nsubj//104 föranledde//VB|PRT|AKT//acl:relcl//102 att//SN//mark//121 den//DT|UTR|SIN|DEF//det//107 användning//NN|UTR|SIN|IND|NOM//nsubj:pass//121 av//PP//case//110 väpnat//PC|PRF|NEU|SIN|IND|NOM//amod//110 våld//NN|NEU|SIN|IND|NOM//nmod//107 som//HP|-|-|-//nsubj//113 aggressionshandlingen//NN|UTR|SIN|DEF|NOM//nsubj//113 bestått//VB|SUP|AKT//acl:relcl//110 i//PP//case//116 var//VB|PRT|AKT//cop//116 oförenlig//JJ|POS|UTR|SIN|IND|NOM//obl//113 med//PP//case//118 FN-stadgan//NN|UTR|SIN|DEF|NOM//nmod//116 .//MAD//punct//107
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Dessutom//AB//advmod//121 krävs//VB|PRS|SFO//ccomp//104 att//SN//mark//125 gärningsmannen//NN|UTR|SIN|DEF|NOM//nsubj//125 var//VB|PRT|AKT//cop//125 medveten//JJ|POS|UTR|SIN|IND|NOM//dislocated//141 om//PP//case//129 de//DT|UTR/NEU|PLU|DEF//det//129 faktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//129 omständigheter//NN|UTR|PLU|IND|NOM//obl//125 som//HP|-|-|-//nsubj//131 föranledde//VB|PRT|AKT//acl:relcl//129 en//DT|UTR|SIN|IND//det//135 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//135 uppenbar//JJ|POS|UTR|SIN|IND|NOM//amod//135 överträdelse//NN|UTR|SIN|IND|NOM//obj//131 av//PP//case//137 FNstadgan//NN|UTR|SIN|DEF|NOM//nmod//135 som//HP|-|-|-//nsubj//141 är//VB|PRS|AKT//cop//141 ett//DT|NEU|SIN|IND//det//141 krav//NN|NEU|SIN|IND|NOM//nsubj:pass//121 för//PP//mark//146 att//SN//mark//146 aggressionsbrott//NN|NEU|PLU|IND|NOM//nsubj//146 ska//VB|PRS|AKT//aux//146 föreligga//VB|INF|AKT//advcl//141 .//MAD//punct//9
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Precis//AB//advmod//2 som//KN//case//2 huvudregeln//NN|UTR|SIN|DEF|NOM//obl//11 i//PP//case//4 Romstadgan//PM|NOM//nmod//2 ,//MID//punct//2 är//VB|PRS|AKT//cop//11 utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//11 även//AB//advmod//11 enligt//PP//case//11 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//11 rätt//NN|UTR|SIN|IND|NOM//nsubj:pass//44 att//SN//mark//19 gärningar//NN|UTR|PLU|IND|NOM//nsubj:pass//19 som//HP|-|-|-//nsubj:pass//16 inte//AB//advmod//16 begås//VB|PRS|SFO//acl:relcl//13 uppsåtligen//AB//obj//16 inte//AB//advmod//19 anses//VB|INF|SFO//acl//11 som//KN//case//21 brott//NN|NEU|SIN|IND|NOM//obl//19 ,//MID//punct//28 såvida//SN//mark//28 inte//AB//advmod//28 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//28 är//VB|PRS|AKT//cop//28 särskilt//AB//advmod//28 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//conj//11 (//PAD//punct//28 se//VB|IMP|AKT//csubj//11 1//RG|NOM//nummod//32 kap.//NN|AN//nmod//35 2//RG|NOM//nummod//34 §//NN|AN//nmod//35 brottsbalken//NN|UTR|SIN|DEF|NOM//obj//30 )//PAD//punct//11 .//MAD//punct//11
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Det//DT|NEU|SIN|DEF//det//40 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 uppsåtsbegreppets//NN|NEU|SIN|DEF|GEN//nmod:poss//42 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 innebörd//NN|UTR|SIN|IND|NOM//conj//11 har//VB|PRS|AKT//aux//44 bestämts//VB|SUP|SFO//advcl//81 genom//PP//case//46 utveckling//NN|UTR|SIN|IND|NOM//obl//44 i//PP//case//48 doktrin//NN|UTR|SIN|IND|NOM//nmod//46 och//KN//cc//50 rättspraxis//NN|UTR|SIN|IND|NOM//conj//48 .//MAD//punct//44
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Definitionen//NN|UTR|SIN|DEF|NOM//nsubj//59 av//PP//case//54 uppsåtsbegreppet//NN|NEU|SIN|DEF|NOM//nmod//52 i//PP//case//56 Romstadgan//PM|NOM//nmod//54 är//VB|PRS|AKT//cop//59 inte//AB//advmod//59 identiskt//JJ|POS|NEU|SIN|IND|NOM//parataxis//44 med//PP//case//62 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 begrepp//NN|NEU|PLU|IND|NOM//obl//59 i//PP//case//65 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//65 rätt//NN|UTR|SIN|IND|NOM//obl//59 .//MAD//punct//59
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Vid//PP//case//68 tillkomsten//NN|UTR|SIN|DEF|NOM//obl//44 av//PP//case//70 lagen//NN|UTR|SIN|DEF|NOM//nmod//68 om//PP//case//72 straff//NN|NEU|SIN|IND|NOM//nmod//70 för//PP//case//74 folkmord//NN|NEU|SIN|IND|NOM//nmod//72 ,//MID//punct//76 brott//NN|NEU|SIN|IND|NOM//conj//74 mot//PP//case//78 mänskligheten//NN|UTR|SIN|DEF|NOM//nmod//76 och//KN//cc//80 krigsförbrytelser//NN|UTR|PLU|IND|NOM//conj//78 infördes//VB|PRT|SFO//ROOT//81 dock//AB//advmod//81 inte//AB//advmod//81 någon//DT|UTR|SIN|IND//det//86 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//86 reglering//NN|UTR|SIN|IND|NOM//nsubj:pass//81 om//PP//case//89 subjektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 rekvisit//NN|NEU|PLU|IND|NOM//nmod//86 i//PP//case//91 lagen//NN|UTR|SIN|DEF|NOM//nmod//89 ,//MID//punct//95 utan//KN//cc//95 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 konstaterades//VB|PRT|SFO//conj//81 att//SN//mark//100 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//98 uppsåtsregler//NN|NEU|PLU|IND|NOM//nsubj:pass//100 ska//VB|PRS|AKT//aux//100 tillämpas//VB|INF|SFO//ccomp//95 .//MAD//punct//81
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Inte//AB//advmod//81 heller//AB//advmod//81 nu//AB//advmod//81 ,//MID//punct//81 när//HA//mark//109 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//108 lag//NN|NEU|SIN|IND|NOM//nsubj:pass//109 kompletteras//VB|PRS|SFO//advcl//81 med//PP//case//111 bestämmelser//NN|UTR|PLU|IND|NOM//obl//109 om//PP//case//113 aggressionsbrottet//NN|NEU|SIN|DEF|NOM//nmod//111 ,//MID//punct//81 finns//VB|PRS|SFO//parataxis//81 något//DT|NEU|SIN|IND//det//117 behov//NN|NEU|SIN|IND|NOM//nsubj//115 av//PP//mark//122 att//IE//mark//122 i//PP//case//121 lag//NN|UTR|SIN|IND|NOM//obl//122 precisera//VB|INF|AKT//acl//117 ett//DT|NEU|SIN|IND//det//126 särskilt//PC|PRF|NEU|SIN|IND|NOM//advmod//125 subjektivt//JJ|POS|NEU|SIN|IND|NOM//amod//126 rekvisit//NN|NEU|SIN|IND|NOM//obj//122 .//MAD//punct//81
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Med//PP//case//133 hänsyn//NN|UTR|SIN|IND|NOM//fixed//128 till//PP//fixed//128 aggressionsbrottets//NN|NEU|SIN|DEF|GEN//nmod:poss//133 särpräglade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//133 karaktär//NN|UTR|SIN|IND|NOM//obl//81 ,//MID//punct//133 som//KN//case//137 ett//DT|NEU|SIN|IND//det//137 brott//NN|NEU|SIN|IND|NOM//appos//133 som//HP|-|-|-//nsubj:pass//141 endast//AB//advmod//141 kan//VB|PRS|AKT//aux//141 begås//VB|INF|SFO//acl:relcl//137 av//PP//case//143 individer//NN|UTR|PLU|IND|NOM//obl:agent//141 som//HP|-|-|-//nsubj//145 ingår//VB|PRS|AKT//acl:relcl//143 i//PP//case//149 en//DT|UTR|SIN|IND//det//149 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//149 personkrets//NN|UTR|SIN|IND|NOM//obl//145 och//KN//cc//152 som//HP|-|-|-//nsubj//152 innefattar//VB|PRS|AKT//conj//145 en//DT|UTR|SIN|IND//det//155 stats//NN|UTR|SIN|IND|GEN//nmod:poss//155 användning//NN|UTR|SIN|IND|NOM//obj//152 av//PP//case//158 väpnat//PC|PRF|NEU|SIN|IND|NOM//amod//158 våld//NN|NEU|SIN|IND|NOM//nmod//155 mot//PP//case//162 en//DT|UTR|SIN|IND//det//162 annan//JJ|POS|UTR|SIN|IND|NOM//amod//162 stat//NN|UTR|SIN|IND|NOM//nmod//155 på//PP//case//166 ett//DT|NEU|SIN|IND//det//166 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//166 sätt//NN|NEU|SIN|IND|NOM//obl//152 att//SN//mark//169 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//169 utgör//VB|PRS|AKT//acl//166 en//DT|UTR|SIN|IND//det//172 uppenbar//JJ|POS|UTR|SIN|IND|NOM//amod//172 överträdelse//NN|UTR|SIN|IND|NOM//obj//169 av//PP//case//174 FN-stadgan//NN|UTR|SIN|DEF|NOM//nmod//172 ,//MID//punct//81 torde//VB|PRT|AKT//aux//181 en//DT|UTR|SIN|IND//det//178 aggressionsgärning//NN|UTR|SIN|IND|NOM//nsubj:pass//181 knappast//AB|SUV//advmod//181 kunna//VB|INF|AKT//aux//181 begås//VB|INF|SFO//conj//81 annat//PN|NEU|SIN|IND|SUB/OBJ//obj//181 än//KN//mark//184 uppsåtligen//AB//advcl//181 i//PP//case//187 den//DT|UTR|SIN|DEF//det//187 mening//NN|UTR|SIN|IND|NOM//obl//181 detta//DT|NEU|SIN|DEF//nsubj//189 begrepp//NN|NEU|SIN|IND|NOM//acl:relcl//187 förstås//VB|PRS|SFO//advmod//181 i//PP//case//193 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//193 rätt//NN|UTR|SIN|IND|NOM//obl//181 .//MID//punct//81
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//199 kan//VB|PRS|AKT//aux//199 således//AB//advmod//199 vara//VB|INF|AKT//cop//199 fråga//NN|UTR|SIN|IND|NOM//parataxis//81 om//PP//compound:prt//199 såväl//KN//advmod//202 direkt//JJ|POS|UTR|SIN|IND|NOM//advmod//205 som//KN//case//205 indirekt//JJ|POS|NEU|SIN|IND|NOM//amod//205 uppsåt//NN|NEU|SIN|IND|NOM//obl//199 eller//KN//cc//207 likgiltighetsuppsåt//NN|NEU|SIN|IND|NOM//conj//205 .//MAD//punct//81
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Romstadgan//NN|UTR|SIN|DEF|NOM//nsubj//1 innehåller//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 rad//NN|UTR|SIN|IND|NOM//nmod//4 ansvarsfrihetsgrunder//NN|UTR|PLU|IND|NOM//obj//1 ,//MID//punct//4 som//HP|-|-|-//nsubj//7 hänför//VB|PRS|AKT//acl:relcl//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 till//PP//case//12 den//DT|UTR|SIN|DEF//det//12 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//12 gärningsmannen//NN|UTR|SIN|DEF|NOM//obl//7 (//PAD//punct//14 se//VB|IMP|AKT//parataxis//1 artikel//NN|UTR|SIN|IND|NOM//nmod//16 31//RG|NOM//obj//14 i//PP//case//18 stadgan//NN|UTR|SIN|DEF|NOM//obl//14 )//PAD//punct//14 .//MAD//punct//1
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Dit//AB//advmod//22 hör//VB|PRS|AKT//parataxis//1 otillräknelighet//NN|UTR|SIN|IND|NOM//nsubj//22 på//PP//case//28 grund//NN|UTR|SIN|IND|NOM//fixed//24 av//PP//fixed//24 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//28 sjukdom//NN|UTR|SIN|IND|NOM//nmod//23 eller//KN//cc//30 skada//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//32 berusning//NN|UTR|SIN|IND|NOM//conj//28 ,//MID//punct//34 nödvärn//NN|NEU|SIN|IND|NOM//conj//28 eller//KN//cc//36 nöd//NN|UTR|SIN|IND|NOM//conj//28 samt//KN//cc//38 tvång//NN|NEU|SIN|IND|NOM//conj//28 .//MAD//punct//22
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//51 om//PP//case//42 straff//NN|NEU|SIN|IND|NOM//nmod//40 för//PP//case//44 folkmord//NN|NEU|SIN|IND|NOM//nmod//42 ,//MID//punct//46 brott//NN|NEU|SIN|IND|NOM//conj//44 mot//PP//case//48 mänskligheten//NN|UTR|SIN|DEF|NOM//nmod//46 och//KN//cc//50 krigsförbrytelser//NN|UTR|PLU|IND|NOM//conj//48 innehåller//VB|PRS|AKT//parataxis//22 inte//AB//advmod//51 några//DT|UTR/NEU|PLU|IND//det//55 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//55 bestämmelser//NN|UTR|PLU|IND|NOM//obj//51 om//PP//case//58 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//58 ansvarsfrihetsgrunder//NN|UTR|PLU|IND|NOM//nmod//55 .//MAD//punct//51
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Tillkomsten//NN|UTR|SIN|DEF|NOM//nsubj//69 i//PP//case//62 lagen//NN|UTR|SIN|DEF|NOM//nmod//60 av//PP//case//64 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//62 om//PP//case//66 straffansvar//NN|NEU|SIN|IND|NOM//nmod//64 för//PP//case//68 aggressionsbrott//NN|NEU|PLU|IND|NOM//nmod//66 föranleder//VB|PRS|AKT//parataxis//51 inte//AB//advmod//69 heller//AB//advmod//69 något//DT|NEU|SIN|IND//det//73 behov//NN|NEU|SIN|IND|NOM//obj//69 av//PP//mark//77 att//IE//mark//77 särskilt//AB//advmod//77 reglera//VB|INF|AKT//acl//73 ansvarsfrihetsgrunder//NN|UTR|PLU|IND|NOM//obj//77 .//MAD//punct//69
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Ansvarsfrihetsgrunderna//NN|UTR|PLU|DEF|NOM//nsubj//85 i//PP//case//84 24//RG|NOM//nummod//83 kap.//NN|AN//nmod//84 brottsbalken//NN|UTR|SIN|DEF|NOM//nmod//80 gäller//VB|PRS|AKT//parataxis//69 också//AB//advmod//85 för//PP//case//89 detta//DT|NEU|SIN|DEF//det//89 brott//NN|NEU|SIN|IND|NOM//obl//85 .//MAD//punct//22
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;I//PP//case//2 artikel//NN|UTR|SIN|IND|NOM//nmod//2 32//RG|NOM//obl//5 i//PP//case//4 Romstadgan//PM|NOM//nmod//2 finns//VB|PRS|SFO//advcl//67 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//5 om//PP//case//9 faktisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 villfarelse//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//11 rättsvillfarelse//NN|UTR|SIN|IND|NOM//conj//9 .//MAD//punct//5
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Faktisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 villfarelse//NN|UTR|SIN|IND|NOM//nsubj:pass//17 får//VB|PRS|AKT//aux//17 endast//AB//advmod//17 åberopas//VB|INF|SFO//parataxis//5 som//KN//case//21 grund//NN|UTR|SIN|IND|NOM//fixed//18 för//PP//case//21 ansvarsfrihet//NN|UTR|SIN|IND|NOM//obl//17 ,//MID//punct//17 om//SN//mark//25 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//25 innebär//VB|PRS|AKT//advcl//17 att//SN//mark//35 de//DT|UTR/NEU|PLU|DEF//det//29 subjektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 rekvisit//NN|NEU|PLU|IND|NOM//nsubj//35 som//HP|-|-|-//obj//32 brottet//NN|NEU|SIN|DEF|NOM//nsubj//32 förutsätter//VB|PRS|AKT//acl:relcl//29 inte//AB//advmod//32 är//VB|PRS|AKT//cop//35 uppfyllda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//25 .//MAD//punct//37
6.3.4 Den brottsliga gärningen och gärningsmannens agerande;Rättsvillfarelse//NN|UTR|SIN|IND|NOM//appos//35 i//PP//mark//46 fråga//NN|UTR|SIN|IND|NOM//fixed//38 om//PP//fixed//38 huruvida//SN//mark//46 viss//JJ|POS|UTR|SIN|IND|NOM//amod//43 typ//NN|UTR|SIN|IND|NOM//nsubj//46 av//PP//case//45 gärning//NN|UTR|SIN|IND|NOM//nmod//43 utgör//VB|PRS|AKT//advcl//58 ett//DT|NEU|SIN|IND//det//48 brott//NN|NEU|SIN|IND|NOM//obj//46 som//HP|-|-|-//nsubj:pass//50 omfattas//VB|PRS|SFO//acl:relcl//48 av//PP//case//52 ICC//PM|NOM//obl:agent//50 ://MID//punct//52 s//NN|NEU|SIN|IND|GEN//amod//55 jurisdiktion//NN|UTR|SIN|IND|NOM//obl//46 får//VB|PRS|AKT//aux//58 inte//AB//advmod//58 åberopas//VB|INF|SFO//conj//17 som//KN//case//62 grund//NN|UTR|SIN|IND|NOM//fixed//59 för//PP//case//62 ansvarsfrihet//NN|UTR|SIN|IND|NOM//obl//58 .//MID//punct//5
