Ny Administration;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Pensionsadministrationsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Pehrsson;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 härmed//AB//advmod//23 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//7 .//MAD//punct//7
Pehrsson;Särskilt//AB//advmod//1 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 lämnats//VB|SUP|SFO//ROOT//3 av//PP//case//6 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//6 Sture//PM|NOM//obl:agent//3 Wallmon//PM|NOM//flat//6 och//KN//cc//10 experten//NN|UTR|SIN|DEF|NOM//nmod//10 Tomas//PM|NOM//conj//6 Forenius//PM|NOM//flat:name//10 samt//KN//cc//13 sakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//14 Ole//PM|NOM//conj//6 Settergren//PM|NOM//flat:name//14 .//MAD//punct//3
Pehrsson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//nmod//0 2006//RG|NOM//punct//0
Pehrsson;Hans-Eric//PM|NOM//ROOT//0 Holmqvist//PM|NOM//flat//0 /Ola//MID//conj//0 Hedin//PM|NOM//flat:name//2
Pehrsson;Richard//PM|NOM//nsubj:pass//6 Tornberg//PM|NOM//flat//0 5.4//RG|NOM//conj//0 Administrationen//NN|UTR|SIN|DEF|NOM//nmod//0 av//PP//case//5 ålderspensionen//NN|UTR|SIN|DEF|NOM//nmod//3 förs//VB|PRS|SFO//ROOT//6 till//PP//case//11 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 5.5//RG|NOM//nmod//11 Genomgång//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//13 kostnadsberäkningar//NN|UTR|PLU|IND|NOM//nmod//11 i//PP//case//18 respektive//AB//amod//16 5.5.4//RG|NOM//nmod:poss//18 Ofinansierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//18 samkostnader//NN|UTR|PLU|IND|NOM//obl//6 i//PP//case//20 försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//18 om//SN//mark//23 ålderspensionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 bryts//VB|PRS|SFO//advcl//6 ut//PL//compound:prt//23 och//KN//cc//26 överförs//VB|PRS|SFO//conj//23 till//PP//case//31 en//DT|UTR|SIN|IND//det//29 5.6//RG|NOM//nmod//30 Statskontorets//NN|NEU|SIN|DEF|GEN//nmod:poss//31 bedömning//NN|UTR|SIN|IND|NOM//obl//26 av//PP//case//33 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//31 på//PP//case//35 IT6.3//NN|UTR|SIN|DEF|NOM//nmod//33 Hur//HA//advmod//37 påverkar//VB|PRS|AKT//conj//6 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 egenskaper//NN|UTR|PLU|IND|NOM//obj//37 och//KN//cc//41 behov//NN|NEU|PLU|IND|NOM//conj//39 hos//PP//case//44 8.4//RG|NOM//nmod//44 Konsekvenser//NN|UTR|PLU|IND|NOM//nmod//41 för//PP//case//46 jämställdheten//NN|UTR|SIN|DEF|NOM//nmod//44 mellan//PP//case//48 kvinnor//NN|UTR|PLU|IND|NOM//nmod//46 och//KN//cc//50 män//NN|UTR|PLU|IND|NOM//conj//48 157//RG|NOM//nummod//52 9.2//RG|NOM//nmod//53 Lag//NN|UTR|SIN|IND|NOM//conj//48 (//PAD//punct//55 1998:1465//RG|NOM//appos//53 )//PAD//punct//55 om//PP//case//58 ersättning//NN|UTR|SIN|IND|NOM//conj//48 och//KN//cc//60 ledighet//NN|UTR|SIN|IND|NOM//conj//58 för//PP//case//63 9.4//RG|NOM//nummod//63 Lag//NN|UTR|SIN|IND|NOM//nmod//60 (//PAD//punct//65 1984:989//RG|NOM//appos//37 )//PAD//punct//65 om//PP//case//68 socialförsäkringsväsendet//NN|NEU|SIN|DEF|NOM//obl//37 under//PP//case//72 krig//NN|NEU|SIN|IND|NOM//nmod//71 9.5//RG|NOM//nmod:poss//72 Förslag//NN|NEU|PLU|IND|NOM//nmod//68 till//PP//case//74 lag//NN|UTR|SIN|IND|NOM//nmod//72 om//PP//case//76 ändring//NN|UTR|SIN|IND|NOM//nmod//74 i//PP//case//78 lagen//NN|UTR|SIN|DEF|NOM//nmod//76 (//PAD//punct//80 1997:238//RG|NOM//appos//72 )//PAD//punct//80 om//PP//case//84 9.6//RG|NOM//amod//84 Förslag//NN|NEU|PLU|IND|NOM//nmod//68 till//PP//case//86 lag//NN|UTR|SIN|IND|NOM//nmod//84 om//PP//case//88 ändring//NN|UTR|SIN|IND|NOM//nmod//86 i//PP//case//90 lagen//NN|UTR|SIN|DEF|NOM//nmod//88 (//PAD//punct//92 1998:674//RG|NOM//appos//84 )//PAD//punct//92 om//PP//case//96 9.7//RG|NOM//nmod:poss//96 Förslag//NN|NEU|PLU|IND|NOM//obl//37 till//PP//case//98 lag//NN|UTR|SIN|IND|NOM//nmod//96 om//PP//case//100 ändring//NN|UTR|SIN|IND|NOM//nmod//98 i//PP//case//102 lagen//NN|UTR|SIN|DEF|NOM//nmod//100 (//PAD//punct//104 1998:702//RG|NOM//appos//96 )//PAD//punct//104 om//PP//case//108 9.8//RG|NOM//nummod//108 Förslag//NN|NEU|PLU|IND|NOM//conj//96 till//PP//case//110 lag//NN|UTR|SIN|IND|NOM//nmod//108 om//PP//case//112 ändring//NN|UTR|SIN|IND|NOM//nmod//110 i//PP//case//116 socialförsäkringslagen//NN|UTR|SIN|DEF|NOM//nmod//115 9.9//RG|NOM//nmod:poss//116 Förslag//NN|NEU|PLU|IND|NOM//nmod//112 till//PP//case//118 lag//NN|UTR|SIN|IND|NOM//nmod//116 om//PP//case//120 ändring//NN|UTR|SIN|IND|NOM//nmod//118 i//PP//case//122 lagen//NN|UTR|SIN|DEF|NOM//nmod//120 (//PAD//punct//124 2003:763//RG|NOM//appos//108 )//PAD//punct//124 om//PP//case//127 behandling//NN|UTR|SIN|IND|NOM//nmod//108 av//PP//case//129 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//127 inom//PP//case//131 socialförsäkringens//NN|UTR|SIN|DEF|GEN//nmod//127

1 Utredningens direktiv och arbete;Av//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//5 till//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1  //_SP////3 Översyn//NN|UTR|SIN|IND|NOM//nsubj//19 av//PP//case//7 myndighetsstrukturen//NN|UTR|SIN|DEF|NOM//nmod//5 för//PP//case//9 administrationen//NN|UTR|SIN|DEF|NOM//nmod//7 av//PP//case//13 den//DT|UTR|SIN|DEF//det//13 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 ålderspensionen//NN|UTR|SIN|DEF|NOM//nmod//9 (//PAD//punct//13 dir//NN|AN//nummod//5 .//MAD//punct//15
1 Utredningens direktiv och arbete;2005:151//RG|NOM//conj//5 )//PAD//punct//5 framgår//VB|PRS|AKT//ROOT//19 att//SN//mark//23 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//23 ska//VB|PRS|AKT//aux//23 utvärdera//VB|INF|AKT//ccomp//19 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 uppdelning//NN|UTR|SIN|IND|NOM//obj//23 av//PP//case//27 administrationen//NN|UTR|SIN|DEF|NOM//nmod//25 av//PP//case//29 ålderspensionen//NN|UTR|SIN|DEF|NOM//nmod//27 mellan//PP//case//31 Försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//29 och//KN//cc//33 Premiepensionsmyndigheten//NN|UTR|SIN|DEF|NOM//conj//31 (//PAD//punct//23 PPM//PM|NOM//appos//23 )//PAD//punct//35 .//MAD//punct//19
1 Utredningens direktiv och arbete;Utvärderingen//NN|UTR|SIN|DEF|NOM//nsubj//40 ska//VB|PRS|AKT//aux//40 innehålla//VB|INF|AKT//parataxis//19 en//DT|UTR|SIN|IND//det//42 analys//NN|UTR|SIN|IND|NOM//obj//40 av//PP//case//47 den//DT|UTR|SIN|DEF//det//46 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 administrationsstrukturens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 för-//AB|SMS//nmod//42 och//KN//cc//49 nackdelar//NN|UTR|PLU|IND|NOM//conj//47 och//KN//cc//51 utredningen//NN|UTR|SIN|DEF|NOM//conj//47 ska//VB|PRS|AKT//aux//58 utifrån//PP//case//55 sin//PS|UTR|SIN|DEF//nmod:poss//55 utvärdering//NN|UTR|SIN|IND|NOM//obl//58 och//KN//cc//57 analys//NN|UTR|SIN|IND|NOM//conj//55 lämna//VB|INF|AKT//conj//40 förslag//NN|NEU|SIN|IND|NOM//obj//58 till//PP//case//61 förändringar//NN|UTR|PLU|IND|NOM//obl//58 i//PP//case//65 den//DT|UTR|SIN|DEF//det//65 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 myndighetsstrukturen//NN|UTR|SIN|DEF|NOM//nmod//61 .//MAD//punct//69
1 Utredningens direktiv och arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//69 ska//VB|PRS|AKT//aux//69 ta//VB|INF|AKT//conj//40 sin//PS|UTR|SIN|DEF//nmod:poss//71 utgångspunkt//NN|UTR|SIN|IND|NOM//obj//69 i//PP//advmod//69 ,//MID//punct//77 men//KN//cc//77 är//VB|PRS|AKT//cop//77 inte//AB//advmod//77 begränsad//PC|PRF|UTR|SIN|IND|NOM//conj//40 till//PP//advmod//77 ,//MID//punct//82 två//RG|NOM//nummod//82 motstående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 huvudalternativ//NN|NEU|PLU|IND|NOM//obl//77 –//RG|NOM//punct//84 bildandet//NN|NEU|SIN|DEF|NOM//nsubj//100 av//PP//case//88 en//DT|UTR|SIN|IND//det//88 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//88 ålderspensionsmyndighet//NN|UTR|SIN|IND|NOM//nmod//84 respektive//AB//nummod//84 att//IE//mark//91 samla//VB|INF|AKT//acl//84 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//93 administrationen//NN|UTR|SIN|DEF|NOM//obj//91 inom//PP//case//95 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl//91 .//MAD//punct//84
1 Utredningens direktiv och arbete;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//98 förslag//NN|NEU|SIN|IND|NOM//nsubj//100 ska//VB|PRS|AKT//aux//100 utgå//VB|INF|AKT//advcl//77 ifrån//PP//case//102 vad//HP|NEU|SIN|IND//obl//100 som//HP|-|-|-//nsubj//105 är//VB|PRS|AKT//cop//105 bäst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//acl:relcl//102 för//PP//case//107 pensionärerna//NN|UTR|PLU|DEF|NOM//obl//105 och//KN//cc//109 pensionsspararna//NN|UTR|PLU|DEF|NOM//conj//107 .//MAD//punct//40
1 Utredningens direktiv och arbete;Av//PP//case//112 direktiven//NN|NEU|PLU|DEF|NOM//obj//113 följer//VB|PRS|AKT//parataxis//40 även//AB//advmod//113 att//SN//mark//118 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//118 ska//VB|PRS|AKT//aux//118 pröva//VB|INF|AKT//ccomp//113 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//120 alternativ//NN|NEU|PLU|IND|NOM//obj//118 till//PP//case//122 administrationsstrukturer//NN|UTR|PLU|IND|NOM//obl//118 om//PP//mark//127 de//DT|UTR/NEU|PLU|DEF//det//126 två//RG|NOM//nummod//126 huvudalternativen//NN|NEU|PLU|DEF|NOM//nsubj//127 bedöms//VB|PRS|SFO//advcl//118 medföra//VB|INF|AKT//xcomp//127 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//130 kostnader//NN|UTR|PLU|IND|NOM//obj//128 eller//KN//cc//133 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 nackdelar//NN|UTR|PLU|IND|NOM//conj//130 att//SN//mark//141 en//DT|UTR|SIN|IND//det//136 förändring//NN|UTR|SIN|IND|NOM//nsubj:pass//141 av//PP//case//139 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//139 administrationsstruktur//NN|UTR|SIN|IND|NOM//nmod//136 kan//VB|PRS|AKT//aux//141 ifrågasättas//VB|INF|SFO//acl//133 .//MAD//punct//40
1 Utredningens direktiv och arbete;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 innefattar//VB|PRS|AKT//ROOT//2 bl.a.//AB|AN//advmod//2 att//IE//mark//5 beakta//VB|INF|AKT//xcomp//2 och//KN//cc//7 redovisa//VB|INF|AKT//conj//5 de//DT|UTR/NEU|PLU|DEF//det//10 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 kostnader//NN|UTR|PLU|IND|NOM//obj//7 ,//MID//punct//16 på//PP//case//16 kort//JJ|POS|UTR|SIN|IND|NOM//amod//16 och//KN//cc//15 lång//JJ|POS|UTR|SIN|IND|NOM//conj//13 sikt//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//16 som//HP|-|-|-//nsubj:pass//20 kan//VB|PRS|AKT//aux//20 uppstå//VB|INF|AKT//acl:relcl//16 för//PP//case//23 såväl//KN//cc//23 pensionärer//NN|UTR|PLU|IND|NOM//obl//20 och//KN//cc//25 pensionssparare//NN|UTR|PLU|IND|NOM//conj//23 som//KN//case//27 statsbudgeten//NN|UTR|SIN|DEF|NOM//conj//23 .//MAD//punct//2
1 Utredningens direktiv och arbete;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//32 ska//VB|PRS|AKT//aux//32 präglas//VB|INF|SFO//parataxis//2 av//PP//case//34 långsiktighet//NN|UTR|SIN|IND|NOM//obl:agent//32 och//KN//cc//36 uthållighet//NN|UTR|SIN|IND|NOM//conj//34 .//MAD//punct//2
1 Utredningens direktiv och arbete;Vidare//AB|KOM//advmod//42 ska//VB|PRS|AKT//aux//42 en//DT|UTR|SIN|IND//det//41 bedömning//NN|UTR|SIN|IND|NOM//nsubj:pass//42 göras//VB|INF|SFO//parataxis//2 i//PP//case//45 vilken//HD|UTR|SIN|IND//det//45 omfattning//NN|UTR|SIN|IND|NOM//nmod//46 IT-stöden//NN|NEU|PLU|DEF|NOM//nsubj:pass//50 för//PP//case//48 pensionsadministrationen//NN|UTR|SIN|DEF|NOM//nmod//46 behöver//VB|PRS|AKT//aux//50 anpassas//VB|INF|SFO//advcl//42 i//PP//case//54 förhållande//NN|NEU|SIN|IND|NOM//fixed//51 till//PP//fixed//51 förslagen//NN|NEU|PLU|DEF|NOM//obl//50 och//KN//cc//57 de//DT|UTR/NEU|PLU|DEF//det//57 effekter//NN|UTR|PLU|IND|NOM//conj//54 som//HP|-|-|-//obj//61 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//61 kan//VB|PRS|AKT//aux//61 medföra//VB|INF|AKT//acl:relcl//57 för//PP//case//64 såväl//KN//advmod//64 kostnadsutvecklingen//NN|UTR|SIN|DEF|NOM//obl//61 som//KN//mark//66 effektiviteten//NN|UTR|SIN|DEF|NOM//obl//61 i//PP//case//68 administrationen//NN|UTR|SIN|DEF|NOM//nmod//66 .//MAD//punct//2

1.1 Utredningsarbetet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 hållit//VB|SUP|AKT//ROOT//2 14//RG|NOM//nummod//4 sammanträden//NN|NEU|PLU|IND|NOM//obj//2 .//MAD//punct//2
1.1 Utredningsarbetet;I//PP//case//7 mars//NN|UTR|SIN|IND|NOM//obl//9 2006//RG|NOM//nummod//7 uppdrog//VB|PRT|AKT//conj//2 utredningen//NN|UTR|SIN|DEF|NOM//obj//9 åt//PP//case//12 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl//9 och//KN//cc//14 PPM//PM|NOM//conj//12 att//IE//mark//17 gemensamt//AB|POS//advmod//17 inkomma//VB|INF|AKT//advcl//9 med//PP//case//20 en//DT|UTR|SIN|IND//det//20 redovisning//NN|UTR|SIN|IND|NOM//obl//17 av//PP//case//23 ett//DT|NEU|SIN|IND//det//23 alternativ//NN|NEU|SIN|IND|NOM//nmod//20 för//PP//case//25 pensionsadministrationen//NN|UTR|SIN|DEF|NOM//nmod//20 som//HP|-|-|-//nsubj//27 innebär//VB|PRS|AKT//acl:relcl//25 ett//DT|NEU|SIN|IND//det//31 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//31 delat//PC|PRF|NEU|SIN|IND|NOM//amod//31 ansvar//NN|NEU|SIN|IND|NOM//obj//27 mellan//PP//case//33 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//31 (//PAD//punct//35 nollalternativet//NN|NEU|SIN|DEF|NOM//appos//33 )//PAD//punct//33 .//MAD//punct//2
1.1 Utredningsarbetet;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//39 redovisade//VB|PRT|AKT//conj//2 uppdraget//NN|NEU|SIN|DEF|NOM//obj//39 i//PP//case//42 maj//NN|UTR|SIN|IND|NOM//obl//39 2006//RG|NOM//nummod//42 .//MAD//punct//2
1.1 Utredningsarbetet;Samtidigt//AB//advmod//49 med//PP//case//48 detta//DT|NEU|SIN|DEF//det//48 uppdrag//NN|NEU|SIN|IND|NOM//obl//49 uppdrogs//VB|PRT|SFO//advcl//2 Försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj:pass//49 att//IE//mark//52 redovisa//VB|INF|AKT//xcomp//49 det//DT|NEU|SIN|DEF//det//54 huvudalternativ//NN|NEU|SIN|IND|NOM//obj//52 som//HP|-|-|-//nsubj//56 innebär//VB|PRS|AKT//acl:relcl//54 att//SN//mark//59 pensionsadministrationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//59 samlas//VB|PRS|SFO//ccomp//56 inom//PP//case//61 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl//59 .//MAD//punct//2
1.1 Utredningsarbetet;Premiepensionsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 uppdrogs//VB|PRT|SFO//parataxis//2 att//IE//mark//66 redovisa//VB|INF|AKT//xcomp//64 det//DT|NEU|SIN|DEF//det//68 huvudalternativ//NN|NEU|SIN|IND|NOM//obj//66 som//HP|-|-|-//nsubj//70 innebär//VB|PRS|AKT//acl:relcl//68 att//SN//mark//73 pensionsadministrationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//73 samlas//VB|PRS|SFO//ccomp//70 inom//PP//case//77 en//DT|UTR|SIN|IND//det//77 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//77 ålderspensionsmyndighet//NN|UTR|SIN|IND|NOM//obl//73 .//MAD//punct//64
1.1 Utredningsarbetet;Uppdragen//NN|NEU|PLU|DEF|NOM//nsubj:pass//80 redovisades//VB|PRT|SFO//parataxis//64 i//PP//case//82 juni//NN|UTR|SIN|IND|NOM//obl//80 och//KN//cc//84 augusti//NN|UTR|SIN|IND|NOM//conj//82 2006//RG|NOM//nummod//80 .//MAD//punct//88
1.1 Utredningsarbetet;Ett//DT|NEU|SIN|IND//det//88 sammandrag//NN|NEU|SIN|IND|NOM//obl//2 av//PP//case//91 dessa//DT|UTR/NEU|PLU|DEF//det//91 redovisningar//NN|UTR|PLU|IND|NOM//nmod//88 återfinns//VB|PRS|SFO//acl:relcl//88 i//PP//case//95 kapitel//NN|NEU|SIN|IND|NOM//nmod//95 5//RG|NOM//obl//92 .//MAD//punct//88
1.1 Utredningsarbetet;Under//PP//case//99 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//99 gång//NN|UTR|SIN|IND|NOM//obl//102 har//VB|PRS|AKT//aux//102 sekretariatet//NN|NEU|SIN|DEF|NOM//nsubj//102 haft//VB|SUP|AKT//conj//2 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//104 kontakt//NN|UTR|SIN|IND|NOM//obj//102 med//PP//case//106 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl//102 och//KN//cc//108 PPM//PM|NOM//conj//106 .//MAD//punct//2
