Bilaga 1 Överlevandes röster;Ö//PP//nummod//1 verlevande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//5 efter//PP//case//3 Estoniakatastrofen//PM|NOM//obl//1 har//VB|PRS|AKT//aux//5 känt//VB|SUP|AKT//ROOT//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 åsidosatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//5 av//PP//case//9 samhället//NN|NEU|SIN|DEF|NOM//obl//7 i//PP//case//12 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 sammanhang//NN|NEU|PLU|IND|NOM//obl//7 .//MAD//punct//5
Bilaga 1 Överlevandes röster;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//16 kan//VB|PRS|AKT//aux//16 berätta//VB|INF|AKT//parataxis//5 för//PP//case//18 oss//PN|UTR|PLU|DEF|OBJ//obl//16 vad//HP|NEU|SIN|IND//dislocated//21 som//HP|-|-|-//nsubj//21 hände//VB|PRT|AKT//ccomp//16 under//PP//case//23 olycksnatten//NN|UTR|SIN|DEF|NOM//obl//21 och//KN//cc//28 vad//HP|NEU|SIN|IND//dislocated//28 som//HP|-|-|-//nsubj//28 har//VB|PRS|AKT//aux//28 hänt//VB|SUP|AKT//conj//21 därefter//AB//advmod//28 .//MAD//punct//16
Bilaga 1 Överlevandes röster;Vilka//HD|UTR/NEU|PLU|IND//det//32 funderingar//NN|UTR|PLU|IND|NOM//nsubj//33 har//VB|PRS|AKT//parataxis//16 överlevande//NN|UTR|PLU|IND|NOM//xcomp//33 kring//PP//case//37 katastrof//NN|UTR|SIN|IND|NOM//amod//37 beredskapen//NN|UTR|SIN|DEF|NOM//obl//33 i//PP//case//39 samhället//NN|NEU|SIN|DEF|NOM//nmod//37 utifrån//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 erfarenheter//NN|UTR|PLU|IND|NOM//obl//33 som//HP|-|-|-//obj//45 Estoniakatastrofen//PM|NOM//nsubj//45 givit//VB|SUP|AKT//acl:relcl//42 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//45 ?//MAD//punct//16
Bilaga 1 Överlevandes röster;I//PP//case//2 det//DT|NEU|SIN|DEF//det//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//3 presenteras//VB|PRS|SFO//ROOT//3 de//DT|UTR/NEU|PLU|DEF//det//5 berättelser//NN|UTR|PLU|IND|NOM//nsubj:pass//3 och//KN//cc//7 minnesbilder//NN|UTR|PLU|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//9 gavs//VB|PRT|SFO//acl:relcl//7 av//PP//case//12 Morten//PM|NOM//nmod//12 Boje//PM|NOM//obl//9 Hvid//PM|NOM//flat:name//12 ,//MID//punct//15 Sara//PM|NOM//conj//12 Hedrenius//PM|NOM//flat:name//15 ,//MID//punct//15 Kent//PM|NOM//conj//12 Härstedt//PM|NOM//flat:name//18 ,//MID//punct//18 Urban//PM|NOM//conj//12 Lambertson//PM|NOM//flat:name//21 och//KN//cc//24 Mikael//PM|NOM//conj//21 Öun//PM|NOM//advmod//3 under//PP//case//28 analysgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 seminarium//NN|NEU|SIN|IND|NOM//obl//3 om//PP//case//31 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 katastrofberedskap//NN|UTR|SIN|IND|NOM//nmod//28 den//DT|UTR|SIN|DEF//det//34 21–22//RG|NOM//nummod//34 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//3 1999//RG|NOM//nummod//34 .//MAD//punct//3

"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";”//PAD//punct//3 Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 ville//VB|PRT|AKT//aux//3 överleva//VB|INF|AKT//ROOT//3 ”//PM|NOM//punct//3 ,//MID//punct//6 sa//VB|PRT|AKT//dep//23 jag//PN|UTR|SIN|DEF|SUB//nsubj//6 till//PP//case//9 medierna//NN|NEU|PLU|DEF|NOM//obl//6 kort//AB//advmod//12 efter//PP//case//12 olyckan//NN|UTR|SIN|DEF|NOM//obl//6 och//KN//cc//17 det//DT|NEU|SIN|DEF//det//15 uttalandet//NN|NEU|SIN|DEF|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 förföljt//VB|SUP|AKT//conj//6 mig//PN|UTR|SIN|DEF|OBJ//obj//17 sedan//PP//case//20 dess//AB//obl//17 .//MID//punct//6
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 känns//VB|PRS|SFO//parataxis//3 för//PP//case//25 mig//PN|UTR|SIN|DEF|OBJ//obl//23 som//KN//case//28 en//DT|UTR|SIN|IND//det//28 poäng//NN|UTR|SIN|IND|NOM//obl//23 att//IE//mark//30 vara//VB|INF|AKT//acl//28 här//AB//advmod//30 i//PP//case//33 Sverige//PM|NOM//obl//30 igen//AB//advmod//30 .//MID//punct//40
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Jag//PN|UTR|SIN|DEF|SUB//nsubj//40 var//VB|PRT|AKT//cop//40 den//DT|UTR|SIN|DEF//det//40 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 dansk//NN|UTR|SIN|IND|NOM//parataxis//3 som//HP|-|-|-//nsubj//42 överlevde//VB|PRT|AKT//acl:relcl//40 Estoniakatastrofen//PM|NOM//obj//42 ,//MID//punct//40 jag//PN|UTR|SIN|DEF|SUB//nsubj//46 delade//VB|PRT|AKT//conj//40 hytt//NN|UTR|SIN|IND|NOM//obj//46 med//PP//case//51 en//DT|UTR|SIN|IND//det//51 dansk//JJ|POS|UTR|SIN|IND|NOM//amod//51 kollega//NN|UTR|SIN|IND|NOM//nmod//47 som//HP|-|-|-//nsubj//53 var//VB|PRT|AKT//cop//54 på//PP//case//57 konferens//NN|UTR|SIN|IND|NOM//fixed//54 i//PP//case//57 Estland//PM|NOM//obl//46 och//KN//cc//60 på//PP//case//60 Estonia//PM|NOM//conj//57 men//KN//cc//63 han//PN|UTR|SIN|DEF|SUB//nsubj//63 dog//VB|PRT|AKT//conj//40 .//MAD//punct//3
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Estonia//PM|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 glömt//PC|PRF|NEU|SIN|IND|NOM//ROOT//2 i//PP//case//4 Danmark//PM|NOM//obl//2 och//KN//cc//6 Morten//PM|NOM//conj//4 Boje//PM|NOM//flat:name//6 ,//MID//punct//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//10 är//VB|PRS|AKT//parataxis//2 han//PN|UTR|SIN|DEF|SUB//nsubj//10 som//HP|-|-|-//case//13 ”//PM|NOM//advcl//10 är//VB|PRS|AKT//cop//16 ”//PM|NOM//punct//16 Estonia//PM|NOM//obj//2 i//PP//case//18 Danmark//PM|NOM//nmod//16 .//MAD//punct//2
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Att//IE//mark//1 komma//VB|INF|AKT//csubj//6 till//PP//case//3 Sverige//PM|NOM//obl//1 är//VB|PRS|AKT//cop//6 därför//AB//advmod//6 lite//AB|POS//ROOT//6 som//KN//mark//9 att//IE//mark//9 vara//VB|INF|AKT//advcl//6 tillbaka//PL//advmod//9 i//PP//case//14 en//DT|UTR|SIN|IND//det//14 ”//PAD//nmod//14 familj//NN|UTR|SIN|IND|NOM//obl//9 ”//RG|NOM//punct//6 ,//MID//punct//18 ni//PN|UTR|PLU|DEF|SUB//nsubj//18 känner//VB|PRS|AKT//parataxis//6 till//PL//compound:prt//18 det//DT|NEU|SIN|DEF//det//21 sammanhang//NN|NEU|SIN|IND|NOM//obj//18 jag//PN|UTR|SIN|DEF|SUB//nsubj//23 var//VB|PRT|AKT//acl:relcl//21 med//PL//compound:prt//23 i//PP//advmod//23 och//KN//fixed//25 lite//AB|POS//fixed//25 om//PP//case//29 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//23 som//HP|-|-|-//nsubj//31 skedde//VB|PRT|AKT//acl:relcl//29 då//AB//advmod//31 ,//MID//punct//18 fast//SN//mark//38 vi//PN|UTR|PLU|DEF|SUB//nsubj//38 knappt//AB|POS//advmod//38 har//VB|PRS|AKT//aux//38 mötts//VB|SUP|SFO//advcl//18 tidigare//AB|KOM//advmod//38 .//MAD//punct//18
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Jag//PN|UTR|SIN|DEF|SUB//nsubj//42 får//VB|PRS|AKT//parataxis//18 en//DT|UTR|SIN|IND//det//45 varm//JJ|POS|UTR|SIN|IND|NOM//amod//45 känsla//NN|UTR|SIN|IND|NOM//obj//42 av//PP//mark//48 att//IE//mark//48 vara//VB|INF|AKT//acl//45 här//AB//advmod//48 .//MAD//punct//18
