Bilaga 1 Överlevandes röster;Ö//PP//nummod//1 verlevande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//5 efter//PP//case//3 Estoniakatastrofen//PM|NOM//obl//1 har//VB|PRS|AKT//aux//5 känt//VB|SUP|AKT//ROOT//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 åsidosatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//5 av//PP//case//9 samhället//NN|NEU|SIN|DEF|NOM//obl//7 i//PP//case//12 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 sammanhang//NN|NEU|PLU|IND|NOM//obl//7 .//MAD//punct//5
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Sett//PC|PRF|NEU|SIN|IND|NOM//advcl//4 från//PP//case//2 Danmark//PM|NOM//obl//0 är//VB|PRS|AKT//cop//4 Sverige//PM|NOM//ROOT//4 fortfarande//AB//advmod//4 i//PP//case//8 ett//DT|NEU|SIN|IND//det//8 Estoniatrauma//NN|NEU|SIN|IND|NOM//obl//4 .//MAD//punct//4
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";I//PP//case//11 Sverige//PM|NOM//obl//15 vill//VB|PRS|AKT//aux//15 ni//PN|UTR|PLU|DEF|SUB//nsubj//15 vara//VB|INF|AKT//cop//15 vänner//NN|UTR|PLU|IND|NOM//parataxis//4 med//PP//case//17 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//15 och//KN//cc//22 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 är//VB|PRS|AKT//cop//22 väl//AB//advmod//22 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//15 .//MID//punct//15
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Men//KN//cc//30 några//DT|UTR/NEU|PLU|IND//det//27 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 politiker//NN|UTR|PLU|IND|NOM//nsubj//30 borde//VB|PRT|AKT//aux//30 inte//AB//advmod//30 utgått//VB|SUP|AKT//conj//15 från//PP//case//32 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//30 när//HA//mark//35 man//PN|UTR|SIN|IND|SUB//nsubj//35 hanterade//VB|PRT|AKT//advcl//30 frågan//NN|UTR|SIN|DEF|NOM//obj//35 om//PP//case//38 Estonia//PM|NOM//nmod//36 .//MAD//punct//30
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Istället//AB//advmod//43 för//PP//mark//43 att//IE//mark//43 försöka//VB|INF|AKT//advcl//30 göra//VB|INF|AKT//xcomp//43 några//DT|UTR/NEU|PLU|IND//det//46 nöjda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obj//44 ville//VB|PRT|AKT//conj//30 man//PN|UTR|SIN|IND|SUB//nsubj//30 att//SN//mark//52 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//52 skulle//VB|PRT|AKT//aux//52 bli//VB|INF|AKT//ccomp//30 vänner//NN|UTR|PLU|IND|NOM//xcomp//52 och//KN//cc//57 vara//VB|INF|AKT//cop//57 lite//AB|POS//advmod//57 nöjda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//52 och//KN//cc//60 lite//AB|POS//advmod//60 missnöjda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//57 ,//MID//punct//63 vilket//HP|NEU|SIN|IND//nsubj//63 ledde//VB|PRT|AKT//conj//30 till//PP//compound:prt//63 att//SN//mark//69 nu//AB//advmod//69 är//VB|PRS|AKT//cop//69 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//det//69 missnöjda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//63 på//PP//case//74 ett//DT|NEU|SIN|IND//det//74 eller//KN//cc//73 annat//JJ|POS|NEU|SIN|IND|NOM//conj//71 vis//NN|NEU|SIN|IND|NOM//obl//69 .//MAD//punct//15
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Ett//DT|NEU|SIN|IND//det//2 konkret//JJ|POS|NEU|SIN|IND|NOM//amod//2 exempel//NN|NEU|SIN|IND|NOM//nsubj//6 på//PP//case//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//2 är//VB|PRS|AKT//cop//6 hanteringen//NN|UTR|SIN|DEF|NOM//ROOT//6 av//PP//case//8 bärgningsfrågan//NN|UTR|SIN|DEF|NOM//nmod//6 .//MAD//punct//6
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Att//IE//mark//11 bärga//VB|INF|AKT//csubj//6 eller//KN//cc//11 inte//AB//advmod//11 .//MAD//punct//11
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";För//PP//case//17 3//RG|NOM//nummod//17 år//NN|NEU|PLU|IND|NOM//conj//11 sedan//AB//fixed//17 fattade//VB|PRT|AKT//conj//11 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//19 beslut//NN|NEU|SIN|IND|NOM//obj//19 om//PP//mark//26 att//SN//mark//26 fartyget//NN|NEU|SIN|DEF|NOM//nsubj//26 skall//VB|PRS|AKT//aux//26 ligga//VB|INF|AKT//advcl//11 kvar//PL//compound:prt//26 .//MAD//punct//6
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Nu//AB//advmod//30 talar//VB|PRS|AKT//parataxis//6 man//PN|UTR|SIN|IND|SUB//nsubj//30 återigen//AB//advmod//30 om//PP//mark//35 att//IE//mark//35 bärga//VB|INF|AKT//advcl//30 Estonia//PM|NOM//obj//35 .//MAD//punct//6
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Jag//PN|UTR|SIN|DEF|SUB//nsubj//41 är//VB|PRS|AKT//cop//41 den//DT|UTR|SIN|DEF//det//41 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//parataxis//6 som//HP|-|-|-//nsubj//44 skall//VB|PRS|AKT//aux//44 döma//VB|INF|AKT//acl:relcl//41 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//44 i//PP//case//48 denna//DT|UTR|SIN|DEF//det//48 fråga//NN|UTR|SIN|IND|NOM//obl//44 eftersom//SN//mark//53 jag//PN|UTR|SIN|DEF|SUB//nsubj//53 också//AB//advmod//52 själv//JJ|POS|UTR|SIN|IND|NOM//advmod//53 har//VB|PRS|AKT//advcl//44 svårt//JJ|POS|NEU|SIN|IND|NOM//obj//53 att//IE//mark//56 bestämma//VB|INF|AKT//advcl//53 mig//PN|UTR|SIN|DEF|OBJ//obj//56 .//MAD//punct//6
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 finns//VB|PRS|SFO//parataxis//6 så//AB//advmod//62 mycket//AB|POS//advmod//60 å//PP//advmod//60 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 sidan//NN|UTR|SIN|DEF|NOM//fixed//63 och//KN//cc//69 å//PP//case//69 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 sidan//NN|UTR|SIN|DEF|NOM//conj//65 .//MAD//punct//60
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Man//PN|UTR|SIN|IND|SUB//nsubj//74 skall//VB|PRS|AKT//aux//74 också//AB//advmod//74 inse//VB|INF|AKT//conj//6 att//SN//mark//79 politiker//NN|UTR|PLU|IND|NOM//nsubj//79 inte//AB//advmod//79 skall//VB|PRS|AKT//aux//79 lösa//VB|INF|AKT//ccomp//74 alla//DT|UTR/NEU|PLU|IND/DEF//det//81 problem//NN|NEU|PLU|IND|NOM//obj//79 i//PP//case//83 världen//NN|UTR|SIN|DEF|NOM//nmod//81 .//MAD//punct//74
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 människor//NN|UTR|PLU|IND|NOM//nsubj//2 blir//VB|PRS|AKT//ROOT//2 besvikna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//2 på//PP//mark//7 att//SN//mark//7 politiker//NN|UTR|PLU|IND|NOM//nsubj//7 ändrar//VB|PRS|AKT//advcl//2 uppfattning//NN|UTR|SIN|IND|NOM//obj//7 .//MAD//punct//2
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Man//PN|UTR|SIN|IND|SUB//nsubj//11 saknar//VB|PRS|AKT//parataxis//2 ledarskap//NN|NEU|SIN|IND|NOM//obj//11 .//MAD//punct//11
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Estonia//PM|NOM//nsubj//19 var//VB|PRT|AKT//cop//19 inte//AB//advmod//19 bara//AB//advmod//19 en//DT|UTR|SIN|IND//det//19 katastrof//NN|UTR|SIN|IND|NOM//parataxis//11 som//HP|-|-|-//nsubj//21 hände//VB|PRT|AKT//acl:relcl//19 1994//RG|NOM//punct//19 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 är//VB|PRS|AKT//cop//27 också//AB//advmod//27 en//DT|UTR|SIN|IND//det//27 kris//NN|UTR|SIN|IND|NOM//parataxis//19 som//HP|-|-|-//nsubj//29 pågått//VB|SUP|AKT//acl:relcl//27 i//PP//case//34 mer//AB|KOM//advmod//33 än//KN//fixed//31 4//RG|NOM//nummod//34 år//NN|NEU|PLU|IND|NOM//obl//29 .//MAD//punct//19
"Bilaga 1 Överlevandes röster / Morten Boje Hviid; Sverige är fortfarande i ett Estoniatrauma";Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 har//VB|PRS|AKT//aux//2 skrivit//VB|SUP|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 bok//NN|UTR|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj//6 handlar//VB|PRS|AKT//acl:relcl//4 om//PP//case//9 min//PS|UTR|SIN|DEF//nmod:poss//9 kamp//NN|UTR|SIN|IND|NOM//obl//6 för//PP//case//11 livet//NN|NEU|SIN|DEF|NOM//nmod//9 och//KN//cc//15 om//PP//case//15 den//DT|UTR|SIN|DEF//det//15 tid//NN|UTR|SIN|IND|NOM//conj//9 med//PP//case//17 livskrisen//NN|UTR|SIN|DEF|NOM//nmod//15 som//HP|-|-|-//nsubj//19 följde//VB|PRT|AKT//acl:relcl//17 efter//PP//case//21 Estonia//PM|NOM//obl//19 .//MAD//punct//2

Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Så//AB//advmod//1 länge//AB|POS//advmod//3 fartyget//NN|NEU|SIN|DEF|NOM//nsubj//3 ligger//VB|PRS|AKT//ROOT//3 kvar//PL//advmod//3 och//KN//cc//10 så//AB//advmod//7 länge//AB|POS//advmod//10 man//PN|UTR|SIN|IND|SUB//nsubj//10 inte//AB//advmod//10 visat//VB|SUP|AKT//conj//3 vem//HP|UTR|SIN|IND//obj//10 som//HP|-|-|-//nsubj//13 bär//VB|PRS|AKT//acl:relcl//11 ansvaret//NN|NEU|SIN|DEF|NOM//obj//13 kommer//VB|PRS|AKT//aux//18 krisen//NN|UTR|SIN|DEF|NOM//nsubj//18 att//IE//mark//18 finnas//VB|INF|SFO//ccomp//10 kvar//PL//advmod//18 i//PP//case//21 Sverige//PM|NOM//obl//18 .//MAD//punct//3
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Jag//PN|UTR|SIN|DEF|SUB//nsubj//24 tror//VB|PRS|AKT//parataxis//3 inte//AB//advmod//24 att//SN//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 går//VB|PRS|AKT//ccomp//24 att//IE//mark//30 nå//VB|INF|AKT//csubj//28 försoning//NN|UTR|SIN|IND|NOM//obj//30 innan//SN//mark//34 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//34 skett//VB|SUP|AKT//advcl//30 .//MAD//punct//24
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Utse//VB|IMP|AKT//parataxis//24 också//AB//advmod//36 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//36 att//IE//mark//40 granska//VB|INF|AKT//acl//38 haveriutredningen//NN|UTR|SIN|DEF|NOM//obj//40 .//MAD//punct//24
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 måste//VB|PRS|AKT//aux//3 också//AB//advmod//3 finnas//VB|INF|SFO//ROOT//3 en//DT|UTR|SIN|IND//det//5 vilja//NN|UTR|SIN|IND|NOM//nsubj//3 att//IE//mark//7 finna//VB|INF|AKT//acl//5 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//7 eller//KN//cc//10 de//PN|UTR/NEU|PLU|DEF|SUB//conj//8 som//HP|-|-|-//nsubj//13 är//VB|PRS|AKT//cop//13 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//10 för//PP//mark//18 att//SN//mark//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 kunde//VB|PRT|AKT//aux//18 ske//VB|INF|AKT//advcl//13 .//MAD//punct//3
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;I//PP//case//21 Sverige//PM|NOM//obl//24 har//VB|PRS|AKT//aux//24 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//24 målats//VB|SUP|SFO//conj//3 upp//PL//compound:prt//24 som//KN//case//28 något//DT|NEU|SIN|IND//det//28 ont//JJ|POS|NEU|SIN|IND|NOM//obl//24 men//KN//cc//32 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 är//VB|PRS|AKT//cop//32 viktigt//JJ|POS|NEU|SIN|IND|NOM//conj//24 att//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 sker//VB|PRS|AKT//csubj//32 om//SN//mark//39 vi//PN|UTR|PLU|DEF|SUB//nsubj//39 skall//VB|PRS|AKT//aux//39 nå//VB|INF|AKT//ccomp//35 försoning//NN|UTR|SIN|IND|NOM//obj//39 .//MID//punct//32
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Mitt//PS|NEU|SIN|DEF//nmod:poss//43 budskap//NN|NEU|SIN|IND|NOM//nsubj//44 är//VB|PRS|AKT//conj//3 att//SN//mark//56 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//56 i//PP//case//49 alla//DT|UTR/NEU|PLU|IND/DEF//det//49 stödgrupper//NN|UTR|PLU|IND|NOM//nmod//46 och//KN//cc//51 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//49 i//PP//case//54 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 delar//NN|UTR|PLU|IND|NOM//nmod//51 är//VB|PRS|AKT//cop//56 förspillt//JJ|POS|NEU|SIN|IND|NOM//ccomp//44 när//HA//mark//63 inte//AB//advmod//59 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj//63 för//PP//case//61 haveriet//NN|NEU|SIN|DEF|NOM//nmod//59 är//VB|PRS|AKT//cop//63 klart//JJ|POS|NEU|SIN|IND|NOM//advcl//56 .//MAD//punct//3
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 kan//VB|PRS|AKT//aux//3 inte//AB//advmod//3 förstå//VB|INF|AKT//ROOT//3 att//SN//mark//14 Estline//PM|NOM//nsubj:pass//14 ,//MID//punct//7 Nordström//PM|NOM//conj//5 &//KN|AN//cc//9 Thulin//PM|NOM//conj//5 och//KN//cc//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//5 inte//AB//advmod//14 betraktas//VB|INF|SFO//ccomp//3 som//KN//mark//16 ansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//14 .//MAD//punct//3
Bilaga 1 Överlevandes röster / Ta upp fartyget och utse den ansvarige;Egentligen//AB//advmod//20 är//VB|PRS|AKT//cop//20 ni//PN|UTR|SIN|DEF|SUB//parataxis//3 som//HP|-|-|-//nsubj//22 kommit//VB|SUP|AKT//acl:cleft//20 till//PP//case//27 detta//DT|NEU|SIN|DEF//det//27 seminarium//NN|NEU|SIN|IND|NOM//advmod//26 fel//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 målgrupp//NN|UTR|SIN|IND|NOM//obl//22 för//PP//case//30 detta//DT|NEU|SIN|DEF//det//30 tal//NN|NEU|SIN|IND|NOM//obl//22 men//KN//cc//33 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 sitter//VB|PRS|AKT//conj//20 så//AB//advmod//35 starkt//AB|POS//advmod//33 i//PP//case//37 mig//PN|UTR|SIN|DEF|OBJ//obl//33 ,//MID//punct//42 jag//PN|UTR|SIN|DEF|SUB//nsubj//42 kan//VB|PRS|AKT//aux//42 inte//AB//advmod//42 acceptera//VB|INF|AKT//conj//20 att//SN//mark//45 man//PN|UTR|SIN|IND|SUB//nsubj//45 går//VB|PRS|AKT//ccomp//42 ifrån//PP//case//48 sitt//PS|NEU|SIN|DEF//nmod:poss//48 ansvar//NN|NEU|SIN|IND|NOM//obl//45 .//MAD//punct//20

