– ett lagförslag om åtgärder mot fusk;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 fusk//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//6 högskoleprovet//NN|NEU|SIN|DEF|NOM//nmod//4
– ett lagförslag om åtgärder mot fusk;Stockholm//PM|NOM//ROOT//0 2019//RG|NOM//nummod//0

Till statsrådet Matilda Ernkrans;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 23//RG|NOM//nummod//4 augusti//NN|UTR|SIN|IND|NOM//obj//1 2018//RG|NOM//mark//7 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 bedöma//VB|INF|AKT//acl//12 om//SN//mark//19 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//19 bör//VB|PRS|AKT//aux//19 vidtas//VB|INF|SFO//advcl//14 i//PP//case//21 syfte//NN|NEU|SIN|IND|NOM//obl//19 att//IE//mark//23 förhindra//VB|INF|AKT//advcl//19 fusk//NN|NEU|SIN|IND|NOM//obj//23 vid//PP//case//26 högskoleprovet//NN|NEU|SIN|DEF|NOM//obl//23 och//KN//cc//29 bl.a.//AB|AN//advmod//29 ta//VB|INF|AKT//conj//23 ställning//NN|UTR|SIN|IND|NOM//obj//29 till//PP//compound:prt//29 om//SN//case//33 kroppsvisitation//NN|UTR|SIN|IND|NOM//obl//29 i//PP//case//35 syfte//NN|NEU|SIN|IND|NOM//nmod//33 att//IE//mark//37 förhindra//VB|INF|AKT//advcl//29 användningen//NN|UTR|SIN|DEF|NOM//obj//37 av//PP//case//41 otillåtna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 hjälpmedel//NN|NEU|PLU|IND|NOM//nmod//38 är//VB|PRS|AKT//cop//45 en//DT|UTR|SIN|IND//det//45 godtagbar//JJ|POS|UTR|SIN|IND|NOM//amod//45 begränsning//NN|UTR|SIN|IND|NOM//obj//37 av//PP//case//48 regeringsformens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 skydd//NN|NEU|SIN|IND|NOM//nmod//45 mot//PP//case//50 kroppsvisitation//NN|UTR|SIN|IND|NOM//nmod//45 (//PAD//punct//45 dir//NN|AN//appos//45 .//MAD//punct//45
Till statsrådet Matilda Ernkrans;2018:91//RG|NOM//conj//45 )//PAD//punct//45 .//MAD//punct//1
Till statsrådet Matilda Ernkrans;Till//PP//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//3 från//PP//case//9 och//KN//cc//9 med//PP//case//9 den//DT|UTR|SIN|DEF//det//8 20//RG|NOM//nummod//9 september//NN|UTR|SIN|IND|NOM//obl//3 2018//RG|NOM//nummod//12 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//12 Anna//PM|NOM//nsubj//9 Tansjö//PM|NOM//flat:name//12 .//MAD//punct//3
Till statsrådet Matilda Ernkrans;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 fusk//NN|NEU|SIN|IND|NOM//nmod//4 vid//PP//case//8 högskoleprovet//NN|NEU|SIN|DEF|NOM//nmod//6 (//PAD//punct//8 U//PM|NOM//nummod//11 2018:07//RG|NOM//appos//8 )//PAD//punct//2 .//MAD//punct//2
Till statsrådet Matilda Ernkrans;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 från//PP//case//8 och//KN//fixed//3 med//PP//fixed//3 den//DT|UTR|SIN|DEF//det//8 3//RO|NOM//nummod//8 oktober//NN|UTR|SIN|IND|NOM//obl//2 2018//RG|NOM//nummod//8 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 Tove//PM|NOM//obl//2 Axelsson//PM|NOM//flat//11 (//PAD//punct//11 Justitiedepartementet//PM|NOM//appos//11 )//PAD//punct//11 ,//MID//punct//18 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//18 Lovisa//PM|NOM//conj//2 Hellberg//PM|NOM//flat:name//18 (//PAD//punct//21 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//appos//18 )//PAD//punct//21 ,//MID//punct//18 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 stabschefen//NN|UTR|SIN|DEF|NOM//nmod//26 Magnus//PM|NOM//appos//18 Hjort//PM|NOM//flat:name//26 (//PAD//punct//18 Universitets-//NN|NEU|-|-|SMS//parataxis//18 och//KN//cc//31 högskolerådet//NN|NEU|SIN|DEF|NOM//conj//29 )//PAD//punct//18 ,//MID//punct//35 studeranden//NN|UTR|SIN|DEF|NOM//nmod//35 Kave//PM|NOM//nsubj:pass//70 Noori//PM|NOM//flat:name//35 ,//MID//punct//35 juristen//NN|UTR|SIN|DEF|NOM//nmod//39 Anna//PM|NOM//appos//35 Owens//PM|GEN//flat:name//39 (//PAD//punct//39 Polismyndigheten//NN|UTR|SIN|DEF|NOM//appos//39 )//PAD//punct//35 ,//MID//punct//35 biträdande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 rättschefen//NN|UTR|SIN|DEF|NOM//nmod//47 Birgitta//PM|NOM//appos//35 Resenius//PM|NOM//flat:name//47 (//PAD//punct//50 Ekobrottsmyndigheten//NN|UTR|SIN|DEF|NOM//nmod//47 )//PAD//punct//50 ,//MID//punct//54 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//54 Peder//PM|NOM//appos//35 Tjäderborn//NN|UTR|SIN|DEF|NOM//flat:name//54 (//PAD//punct//57 Umeå//PM|GEN//appos//35 universitet//NN|NEU|SIN|IND|NOM//obj//57 )//PAD//punct//57 och//KN//cc//62 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//62 Ulf//PM|NOM//conj//35 Walther//PM|NOM//flat:name//62 (//PAD//punct//62 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//appos//62 )//PAD//punct//62 .//MAD//punct//35
Till statsrådet Matilda Ernkrans;Anna//PM|NOM//nsubj:pass//70 Owens//PM|NOM//flat//68 entledigades//VB|PRT|SFO//parataxis//2 från//PP//case//73 sitt//PS|NEU|SIN|DEF//nmod:poss//73 uppdrag//NN|NEU|SIN|IND|NOM//obl//70 från//PP//case//79 och//KN//fixed//74 med//PP//fixed//74 den//DT|UTR|SIN|DEF//det//79 6//RO|NOM//nummod//79 november//NN|UTR|SIN|IND|NOM//obl//70 2018//RG|NOM//nummod//79 och//KN//cc//88 juristen//NN|UTR|SIN|DEF|NOM//nmod//83 Maria//PM|NOM//nsubj//88 Emanuelsson//PM|NOM//flat:name//83 (//PAD//punct//83 Polismyndigheten//NN|UTR|SIN|DEF|NOM//appos//83 )//PAD//punct//83 förordnades//VB|PRT|SFO//conj//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//90 dag//NN|UTR|SIN|IND|NOM//obl//88 .//MID//punct//2
Till statsrådet Matilda Ernkrans;Ulf//PM|NOM//nsubj//112 Walther//PM|NOM//nsubj:pass//94 entledigades//VB|PRT|SFO//acl:relcl//92 från//PP//case//97 sitt//PS|NEU|SIN|DEF//nmod:poss//97 uppdrag//NN|NEU|SIN|IND|NOM//obl//94 från//PP//case//103 och//KN//fixed//98 med//PP//fixed//98 den//DT|UTR|SIN|DEF//det//103 22//RG|NOM//nummod//103 november//NN|UTR|SIN|IND|NOM//obl//94 2018//RG|NOM//nummod//103 och//KN//cc//106 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//107 Drazenko//PM|NOM//appos//103 Jozic//PM|NOM//flat//107 (//PAD//punct//107 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//appos//107 )//PAD//punct//107 förordnades//VB|PRT|SFO//parataxis//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//114 dag//NN|UTR|SIN|IND|NOM//obl//112 .//MAD//punct//2
Till statsrådet Matilda Ernkrans;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 från//PP//advmod//4 och//KN//fixed//5 med//PP//case//10 den//DT|UTR|SIN|DEF//det//9 17//RG|NOM//nummod//10 september//NN|UTR|SIN|IND|NOM//fixed//5 2018//RG|NOM//nummod//12 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//obl//4 Magdalena//PM|NOM//flat:name//12 Petersson//PM|NOM//flat:name//12 och//KN//cc//16 departementssekreteraren//NN|UTR|SIN|DEF|NOM//conj//12 Per//PM|NOM//flat:name//12 Anders//PM|NOM//nmod//19 Nilsson//PM|NOM//conj//12 Strandberg//PM|NOM//flat:name//19 .//MAD//punct//4
