– ett lagförslag om åtgärder mot fusk;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 fusk//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//6 högskoleprovet//NN|NEU|SIN|DEF|NOM//nmod//4
Till statsrådet Matilda Ernkrans;Den//DT|UTR|SIN|DEF//det//24 1//RO|NOM//nummod//24 juni//NN|UTR|SIN|IND|NOM//obl//26 2019//RG|NOM//nummod//24 entledigades//VB|PRT|SFO//parataxis//4 Per//PM|NOM//nsubj:pass//26 Anders//PM|NOM//nmod//29 Nilsson//PM|NOM//nsubj:pass//26 Strandberg//PM|NOM//flat:name//29 .//MAD//punct//4
Till statsrådet Matilda Ernkrans;Genom//PP//case//1 regeringsbeslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 11//RG|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obl//6 2019//RG|NOM//nummod//4 förlängdes//VB|PRT|SFO//ROOT//6 utredningstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//6 för//PP//case//10 detta//DT|NEU|SIN|DEF//det//10 uppdrag//NN|NEU|SIN|IND|NOM//nmod//7 till//PP//case//14 den//DT|UTR|SIN|DEF//det//14 1//RO|NOM//nummod//14 juli//NN|UTR|SIN|IND|NOM//nmod//10 2019//RG|NOM//nummod//14 .//MAD//punct//6
Till statsrådet Matilda Ernkrans;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 gavs//VB|PRT|SFO//parataxis//6 också//AB//advmod//18 ett//DT|NEU|SIN|IND//det//21 tilläggsuppdrag//NN|NEU|SIN|IND|NOM//obj//18 som//HP|-|-|-//nsubj:pass//24 ska//VB|PRS|AKT//aux//24 redovisas//VB|INF|SFO//acl:relcl//21 senast//AB|SUV//case//28 den//DT|UTR|SIN|DEF//det//28 29//RG|NOM//nummod//28 november//NN|UTR|SIN|IND|NOM//obl//24 2019//RG|NOM//nummod//28 (//PAD//punct//21 dir//NN|AN//appos//21 .//MAD//punct//21
Till statsrådet Matilda Ernkrans;2019:11//RG|NOM//obl//18 )//PAD//punct//18 .//MAD//punct//18
Till statsrådet Matilda Ernkrans;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//5 delbetänkande//NN|NEU|SIN|IND|NOM//amod//5 Kontroller//NN|UTR|PLU|IND|NOM//obj//1 vid//PP//case//7 högskoleprovet//NN|NEU|SIN|DEF|NOM//nmod//5 –//PAD//punct//10 ett//DT|NEU|SIN|IND//det//10 lagförslag//NN|NEU|SIN|IND|NOM//appos//5 om//PP//case//12 åtgärder//NN|UTR|PLU|IND|NOM//nmod//10 mot//PP//case//14 fusk//NN|NEU|SIN|IND|NOM//nmod//12  //_SP////14 (//PAD//punct//10 SOU//PM|NOM//nmod//10 2019:37//RG|NOM//nmod//17 )//PAD//punct//10 .//MAD//punct//23
Till statsrådet Matilda Ernkrans;Till//PP//case//22 betänkandet//NN|NEU|SIN|DEF|NOM//obl//23 fogas//VB|PRS|SFO//conj//1 ett//DT|NEU|SIN|IND//det//26 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//26 yttrande//NN|NEU|SIN|IND|NOM//nsubj:pass//23 .//MAD//punct//1
Till statsrådet Matilda Ernkrans;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 härmed//AB//advmod//3 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 i//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 del//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//3
Till statsrådet Matilda Ernkrans;Höganäs//PM|NOM//ROOT//0 i//PP//case//2 juli//NN|UTR|SIN|IND|NOM//nmod//0 2019//RG|NOM//nummod//0
Till statsrådet Matilda Ernkrans;Anna//PM|NOM//nsubj//1 Tansjö//PM|NOM//ROOT//1 /Magdalena//NN|UTR|SIN|DEF|NOM//nmod//3 Petersson//PM|NOM//obl//1


1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet;Härigenom//AB//advmod//1 förskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Inledande bestämmelse;1//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Kontroll//NN|UTR|SIN|IND|NOM//nsubj//8 får//VB|PRS|AKT//aux//8 enligt//PP//case//7 denna//DT|UTR|SIN|DEF//det//7 lag//NN|UTR|SIN|IND|NOM//obl//8 ske//VB|INF|AKT//ROOT//8 av//PP//case//10 provdeltagare//NN|UTR|PLU|IND|NOM//obl//8 vid//PP//case//12 högskoleprovet//NN|NEU|SIN|DEF|NOM//nmod//10 .//MAD//punct//8
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Inledande bestämmelse;Ändamålet//NN|NEU|SIN|DEF|NOM//obl//8 med//PP//case//16 kontrollverksamheten//NN|UTR|SIN|DEF|NOM//nmod//14 är//VB|PRS|AKT//cop//14 att//IE//mark//19 motverka//VB|INF|AKT//csubj//14 förekomsten//NN|UTR|SIN|DEF|NOM//obj//19 av//PP//case//22 fusk//NN|NEU|PLU|IND|NOM//nmod//20 som//HP|-|-|-//nsubj//24 sker//VB|PRS|AKT//acl:relcl//22 genom//PP//case//26 användning//NN|UTR|SIN|IND|NOM//obl//24 av//PP//case//29 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//amod//29 hjälpmedel//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//8
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Inledande bestämmelse;Med//PP//case//3 ett//DT|NEU|SIN|IND//det//3 elektroniskt//JJ|POS|NEU|SIN|IND|NOM//amod//3 hjälpmedel//NN|NEU|SIN|IND|NOM//obl//4 avses//VB|PRS|SFO//ROOT//4 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 utrustning//NN|UTR|SIN|IND|NOM//nsubj:pass//4 som//HP|-|-|-//nsubj//9 kan//VB|PRS|AKT//aux//9 lagra//VB|INF|AKT//acl:relcl//6 ,//MID//punct//11 innehålla//VB|INF|AKT//conj//9 ,//MID//punct//13 sända//VB|INF|AKT//conj//9 eller//KN//cc//15 ta//VB|INF|AKT//conj//9 emot//PL//compound:prt//15 information//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//4

1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Kontroll med radiovågsdetektor;3//RG|NOM//nummod//1 §//NN|AN//nsubj//10  //_SP////1 De//DT|UTR/NEU|PLU|DEF//det//4 universitet//NN|NEU|PLU|IND|NOM//appos//1 och//KN//cc//6 högskolor//NN|UTR|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//8 genomför//VB|PRS|AKT//acl:relcl//6 högskoleprovet//NN|NEU|SIN|DEF|NOM//obj//8 beslutar//VB|PRS|AKT//ROOT//10 om//PL//compound:prt//10 och//KN//cc//13 ansvarar//VB|PRS|AKT//conj//10 för//PP//case//15 genomförandet//NN|NEU|SIN|DEF|NOM//obl//13 av//PP//case//17 kontroller//NN|UTR|PLU|IND|NOM//nmod//15 med//PP//case//19 radiovågsdetektor//NN|UTR|PLU|IND|NOM//nmod//17 .//MID//punct//10
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Kontroll med radiovågsdetektor;Universitets-//NN|NEU|-|-|SMS//parataxis//10 och//KN//cc//23 högskolerådet//NN|NEU|SIN|DEF|NOM//conj//21 ansvarar//VB|PRS|AKT//conj//10 för//PP//case//26 samordning//NN|UTR|SIN|IND|NOM//obl//24 av//PP//case//28 förberedelser//NN|UTR|PLU|IND|NOM//nmod//26 av//PP//case//31 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//31 kontroller//NN|UTR|PLU|IND|NOM//nmod//28 .//MAD//punct//10
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Kontroll med radiovågsdetektor;4//RG|NOM//nummod//34 §//NN|AN//nsubj:pass//40  //_SP////34 Kontroll//NN|UTR|SIN|IND|NOM//conj//34 med//PP//case//38 radiovågsdetektor//NN|UTR|PLU|IND|NOM//nmod//36 ska//VB|PRS|AKT//aux//40 utföras//VB|INF|SFO//parataxis//10 av//PP//case//42 den//PN|UTR|SIN|DEF|SUB/OBJ//obl:agent//40 som//HP|-|-|-//nsubj//44 genomgått//VB|SUP|AKT//acl:relcl//42 utbildning//NN|UTR|SIN|IND|NOM//obj//44 i//PP//mark//48 att//IE//mark//48 hantera//VB|INF|AKT//acl//45 en//DT|UTR|SIN|IND//det//50 radiovågsdetektor//NN|UTR|SIN|IND|NOM//obj//48 .//MAD//punct//10
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Kontroll med radiovågsdetektor;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//53 utbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//54 anordnas//VB|PRS|SFO//parataxis//10 av//PP//case//56 Universitets-//NN|NEU|-|-|SMS//obl:agent//54 och//KN//cc//58 högskolerådet//NN|NEU|SIN|DEF|NOM//conj//56 .//MAD//punct//10

1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;5//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//9  //_SP////1 Kontroll//NN|UTR|SIN|IND|NOM//conj//1 med//PP//case//5 kroppsvisitation//NN|UTR|SIN|IND|NOM//nmod//3 av//PP//case//7 provdeltagare//NN|UTR|PLU|IND|NOM//nmod//5 får//VB|PRS|AKT//aux//9 utföras//VB|INF|SFO//ROOT//9 vid//PP//case//11 inpassering//NN|UTR|SIN|IND|NOM//obl//9 till//PP//nmod//11 eller//KN//cc//14 utpassering//NN|UTR|SIN|IND|NOM//conj//11 från//PP//case//17 en//DT|UTR|SIN|IND//det//17 lokal//NN|UTR|SIN|IND|NOM//nmod//14 där//HA//advmod//20 högskoleprovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//20 genomförs//VB|PRS|SFO//acl:relcl//17 (//PAD//punct//22 in-//AB|SMS//obl:agent//20 eller//KN//cc//24 utpasseringskontroll//NN|UTR|SIN|IND|NOM//conj//22 )//PAD//punct//9 .//MAD//punct//9
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;Kontrollen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 får//VB|PRS|AKT//aux//29 utföras//VB|INF|SFO//conj//9 för//PP//mark//32 att//IE//mark//32 söka//VB|INF|AKT//advcl//29 efter//PP//case//35 elektroniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//35 hjälpmedel//NN|NEU|PLU|IND|NOM//obl//32 .//MAD//punct//29
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;Personer//NN|UTR|PLU|IND|NOM//nsubj:pass//42 under//PP//case//40 femton//RG|NOM//nummod//40 år//NN|NEU|PLU|IND|NOM//obl//37 ska//VB|PRS|AKT//aux//42 undantas//VB|INF|SFO//conj//29 från//PP//case//45 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//45 kontroll//NN|UTR|SIN|IND|NOM//obl//42 .//MAD//punct//9
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;Andelen//NN|UTR|SIN|DEF|NOM//det//2 kontrollerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 provdeltagare//NN|UTR|PLU|IND|NOM//nsubj//3 får//VB|PRS|AKT//ROOT//3 inte//AB//advmod//3 överstiga//VB|INF|AKT//xcomp//3 tio//RG|NOM//nummod//7 procent//NN|UTR|PLU|IND|NOM//obj//5 av//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 anmälda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 provdeltagarna//NN|UTR|PLU|DEF|NOM//nmod//7 vid//PP//case//14 varje//DT|UTR/NEU|SIN|IND//det//14 provtillfälle//NN|NEU|SIN|IND|NOM//obl//3 .//MAD//punct//3
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;Ingen//DT|UTR|SIN|IND//det//17 provdeltagare//NN|UTR|SIN|IND|NOM//nsubj:pass//19 får//VB|PRS|AKT//aux//19 kontrolleras//VB|INF|SFO//parataxis//3 enligt//PP//case//22 första//RO|NOM//amod//22 stycket//NN|NEU|SIN|DEF|NOM//obl//19 mer//AB|KOM//advmod//26 än//KN//fixed//23 en//RG|UTR|SIN|IND|NOM//det//26 gång//NN|UTR|SIN|IND|NOM//obl//19 under//PP//case//29 en//DT|UTR|SIN|IND//det//29 provdag//NN|UTR|SIN|IND|NOM//obl//19 .//MAD//punct//3
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;6//RG|NOM//nummod//32 §//NN|AN//nsubj//37  //_SP////32 Universitets-//NN|NEU|-|-|SMS//conj//32 och//KN//cc//36 högskolerådet//NN|NEU|SIN|DEF|NOM//conj//34 beslutar//VB|PRS|AKT//parataxis//3 om//PL//compound:prt//37 och//KN//cc//40 ansvarar//VB|PRS|AKT//conj//37 för//PP//case//42 genomförandet//NN|NEU|SIN|DEF|NOM//obl//40 av//PP//case//44 in-//AB|SMS//nmod//42 eller//KN//cc//46 utpasseringskontroller//NN|UTR|PLU|IND|NOM//conj//44 .//MAD//punct//3
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / Allmän in- eller utpasseringskontroll med kroppsvisitation;Genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 lärosäte//NN|NEU|SIN|IND|NOM//nsubj//2 ansvarar//VB|PRS|AKT//ROOT//2 dock//AB//advmod//2 genom//PP//case//5 provledare//NN|UTR|PLU|IND|NOM//obl//2 för//PP//case//7 beslut//NN|NEU|SIN|IND|NOM//nmod//5 enligt//PP//case//10 10//RG|NOM//nummod//10 §//NN|AN//nmod//5 första//RO|NOM//amod//12 stycket//NN|NEU|SIN|DEF|NOM//nmod//10 samt//KN//cc//15 för//PP//case//15 förvaring//NN|UTR|SIN|IND|NOM//conj//12 ,//MID//punct//17 återlämnande//NN|NEU|SIN|IND|NOM//conj//2 och//KN//cc//19 anmälan//NN|UTR|SIN|IND|NOM//conj//17 till//PP//case//21 Polismyndigheten//NN|UTR|SIN|DEF|NOM//nummod//22 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 omhändertagna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 föremål//NN|NEU|PLU|IND|NOM//obj//2 enligt//PP//case//26 12//RG|NOM//nummod//29 och//KN//cc//26 13//RG|NOM//nummod//26 §//NN|AN//nmod//30 §//NN|AN//nmod//24 denna//DT|UTR|SIN|DEF//det//32 lag//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2

1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / In- eller utpasseringskontrollens genomförande;7//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Kroppsvisitation//NN|UTR|SIN|IND|NOM//nsubj:pass//9 vid//PP//case//5 in-//AB|SMS//nmod//3 eller//KN//cc//7 utpasseringskontroll//NN|UTR|SIN|IND|NOM//conj//5 ska//VB|PRS|AKT//aux//9 utföras//VB|INF|SFO//ROOT//9 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 ordningsvakt//NN|UTR|SIN|IND|NOM//obl:agent//9 som//HP|-|-|-//nsubj:pass//14 förordnats//VB|SUP|SFO//acl:relcl//12 av//PP//case//16 Polismyndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//14 .//MAD//punct//9
1.1 Förslag till lag (0000:00) om kontroll vid högskoleprovet / In- eller utpasseringskontrollens genomförande;8//RG|NOM//nummod//19 §//NN|AN//nsubj:pass//27  //_SP////19 Kroppsvisitation//NN|UTR|SIN|IND|NOM//conj//19 vid//PP//case//23 in-//AB|SMS//nmod//19 eller//KN//cc//25 utpasseringskontroll//NN|UTR|SIN|IND|NOM//conj//23 ska//VB|PRS|AKT//aux//27 genomföras//VB|INF|SFO//parataxis//9 med//PP//case//29 metalldetektor//NN|UTR|SIN|IND|NOM//obl//27 eller//KN//cc//33 annan//JJ|POS|UTR|SIN|IND|NOM//amod//33 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 anordning//NN|UTR|SIN|IND|NOM//conj//29 eller//KN//cc//38 ,//MID//punct//38 om//SN//mark//38 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//38 finns//VB|PRS|SFO//conj//9 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 skäl//NN|NEU|PLU|IND|NOM//nsubj//38 ,//MID//punct//40 på//PP//case//44 annat//JJ|POS|NEU|SIN|IND|NOM//amod//44 sätt//NN|NEU|SIN|IND|NOM//obl//38 .//MAD//punct//44
