Nya påföljder;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Påföljdsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;Gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//11 11//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Vad//HP|NEU|SIN|IND//nsubj//11 i//PP//case//7 lag//NN|UTR|SIN|IND|NOM//obl//11 eller//KN//cc//9 författning//NN|UTR|SIN|IND|NOM//conj//7 är//VB|PRS|AKT//cop//11 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//nsubj:pass//22 om//PP//case//14 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//14 rättsverkan//NN|UTR|SIN|IND|NOM//nmod//11 av//PP//mark//18 att//SN//mark//18 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//18 döms//VB|PRS|SFO//acl//14 till//PP//case//20 straff//NN|NEU|SIN|IND|NOM//obl//18 ska//VB|PRS|AKT//aux//22 gälla//VB|INF|AKT//ROOT//22 även//AB//advmod//26 då//HA//fixed//23 en//DT|UTR|SIN|IND//det//26 påföljd//NN|UTR|SIN|IND|NOM//obl//22 enligt//PP//case//29 32//RG|NOM//nummod//29 kap.//NN|AN//nmod//26 döms//VB|PRS|SFO//advcl//22 ut//PL//compound:prt//30 .//MAD//punct//22
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;Vid//PP//case//1 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//4 första//RO|NOM//amod//4 stycket//NN|NEU|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//aux//84 ,//MID//punct//5 om//SN//mark//10 inte//AB//advmod//10 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//10 beslutas//VB|PRS|SFO//advcl//19 i//PP//case//12 domen//NN|UTR|SIN|DEF|NOM//obl//10 ,//MID//punct//15 en//DT|UTR|SIN|IND//det//15 påföljd//NN|UTR|SIN|IND|NOM//conj//10 enligt//PP//case//18 32//RG|NOM//nummod//18 kap.//NN|AN//nmod//15 anses//VB|PRS|SFO//ccomp//5 lika//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//19 med//PP//case//22 fängelse//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//19
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;Därvid//AB//advmod//36 ska//VB|PRS|AKT//aux//36 ,//MID//punct//25 om//SN//mark//29 så//AB//advmod//29 beslutas//VB|PRS|SFO//advcl//36 ,//MID//punct//29 en//DT|UTR|SIN|IND//det//32 påföljd//NN|UTR|SIN|IND|NOM//nsubj:pass//29 enligt//PP//case//35 32//RG|NOM//nummod//35 kap.//NN|AN//nmod//32 anses//VB|PRS|SFO//conj//5 motsvara//VB|INF|AKT//xcomp//36 fängelse//NN|NEU|SIN|IND|NOM//obj//37 i//PP//case//42 minst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//41 sex//RG|NOM//nummod//42 månader//NN|UTR|PLU|IND|NOM//obl//37 .//MAD//punct//36
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;12//RG|NOM//nummod//45 §//NN|AN//appos//36  //_SP////45 Förutsättes//PM|NOM//nmod//45 för//PP//mark//49 förverkande//NN|NEU|SIN|IND|NOM//advcl//36 av//PP//case//51 egendom//NN|UTR|SIN|IND|NOM//nmod//49 eller//KN//cc//55 annan//JJ|POS|UTR|SIN|IND|NOM//amod//55 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//55 rättsverkan//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//59 som//HP|-|-|-//nsubj//59 kan//VB|PRS|AKT//aux//59 följa//VB|INF|AKT//acl:relcl//51 å//PP//compound:prt//59 brott//NN|NEU|SIN|IND|NOM//obj//59 ,//MID//punct//59 att//SN//mark//65 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj//65 dömts//VB|SUP|SFO//ccomp//59 till//PP//case//67 påföljd//NN|UTR|SIN|IND|NOM//obl//65 ,//MID//punct//36 må//VB|INF|AKT//aux//84 rätten//NN|UTR|SIN|DEF|NOM//obj//69 ,//MID//punct//69 om//SN//case//73 påföljd//NN|UTR|SIN|IND|NOM//obl//84 för//PP//case//75 brottet//NN|NEU|SIN|DEF|NOM//nmod//76 eftergives//AB//nmod//73 ,//MID//punct//73 i//PP//case//81 den//DT|UTR|SIN|DEF//det//81 mån//NN|UTR|SIN|IND|NOM//fixed//79 omständigheterna//NN|UTR|PLU|DEF|NOM//nsubj//84 föranleda//VB|INF|AKT//nmod//81 därtill//AB//advmod//84 förordna//VB|INF|AKT//advcl//117 ,//MID//punct//90 att//SN//mark//90 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//88 rättsverkan//NN|UTR|SIN|IND|NOM//nsubj//90 skall//VB|PRS|AKT//aux//90 inträda//VB|INF|AKT//ccomp//84 .//MAD//punct//90
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;13//RG|NOM//nummod//93 §//NN|AN//appos//90  //_SP////93 Har//VB|PRS|AKT//advcl//117 brott//NN|NEU|SIN|IND|NOM//nsubj//95 begåtts//VB|SUP|SFO//obj//95 av//PP//case//99 någon//PN|UTR|SIN|IND|SUB/OBJ//nmod//97 som//HP|-|-|-//nsubj//102 inte//AB//advmod//102 fyllt//VB|SUP|AKT//acl:relcl//99 femton//RG|NOM//nummod//104 år//NN|NEU|PLU|IND|NOM//obj//102 eller//KN//cc//107 som//HP|-|-|-//nsubj//107 handlat//VB|SUP|AKT//conj//102 under//PP//case//109 påverkan//NN|UTR|SIN|IND|NOM//obl//107 av//PP//case//114 en//DT|UTR|SIN|IND//det//114 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//114 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//114 störning//NN|UTR|SIN|IND|NOM//nmod//109 får//VB|PRS|AKT//aux//117 rätten//NN|UTR|SIN|DEF|NOM//nsubj//117 besluta//VB|INF|AKT//advcl//183 om//PP//mark//119 förverkande//NN|NEU|SIN|IND|NOM//xcomp//117 av//PP//case//121 egendom//NN|UTR|SIN|IND|NOM//obl//119 eller//KN//cc//126 om//PP//case//126 annan//JJ|POS|UTR|SIN|IND|NOM//amod//126 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//126 rättsverkan//NN|UTR|SIN|IND|NOM//conj//119 ,//MID//punct//130 som//HP|-|-|-//nsubj//130 kan//VB|PRS|AKT//aux//130 följa//VB|INF|AKT//acl:relcl//126 på//PP//case//132 brottet//NN|NEU|SIN|DEF|NOM//obl//130 ,//MID//punct//146 endast//AB//advmod//146 om//SN//fixed//134 och//KN//cc//139 i//PP//case//139 den//DT|UTR|SIN|DEF//det//139 mån//NN|UTR|SIN|IND|NOM//fixed//135 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//134 med//PP//fixed//134 hänsyn//NN|UTR|SIN|IND|NOM//fixed//141 till//PP//case//146 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//146 psykiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//146 tillstånd//NN|NEU|SIN|IND|NOM//conj//126 ,//MID//punct//146 gärningens//NN|UTR|SIN|DEF|GEN//nmod:poss//149 beskaffenhet//NN|UTR|SIN|IND|NOM//conj//146 och//KN//cc//151 omständigheterna//NN|UTR|PLU|DEF|NOM//conj//126 i//PP//advmod//155 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//152 kan//VB|PRS|AKT//aux//155 anses//VB|INF|SFO//advcl//117 skäligt//AB|POS//xcomp//155 .//MAD//punct//117
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;14//RG|NOM//nummod//159 §//NN|AN//nsubj:pass//175  //_SP////159 Kan//VB|PRS|AKT//aux//175 på//PP//case//166 grund//NN|UTR|SIN|IND|NOM//fixed//162 av//PP//fixed//162 den//DT|UTR|SIN|DEF//det//166 brottsliges//JJ|POS|MAS|SIN|DEF|GEN//obl//167 död//NN|UTR|SIN|IND|NOM//amod//172 eller//KN//cc//171 av//PP//case//171 annan//JJ|POS|UTR|SIN|IND|NOM//amod//171 orsak//NN|UTR|SIN|IND|NOM//conj//167 påföljd//NN|UTR|SIN|IND|NOM//nsubj:pass//175 ej//AB//advmod//175 längre//AB|KOM//advmod//175 ådömas//VB|INF|SFO//parataxis//117 ,//MID//punct//117 får//VB|PRS|AKT//aux//183 egendom//NN|UTR|SIN|IND|NOM//obj//177 förklaras//VB|INF|SFO//xcomp//177 förverkad//PC|PRF|UTR|SIN|IND|NOM//xcomp//179 eller//KN//cc//182 företagsbot//NN|UTR|SIN|IND|NOM//conj//180 åläggas//VB|INF|SFO//ROOT//183 på//PP//case//187 grund//NN|UTR|SIN|IND|NOM//fixed//184 av//PP//fixed//184 brottet//NN|NEU|SIN|DEF|NOM//obl//183 eller//KN//cc//189 åtgärd//NN|UTR|SIN|IND|NOM//conj//187 föreskrivas//VB|INF|SFO//advcl//183 till//PP//case//192 förebyggande//NN|NEU|SIN|IND|NOM//obl//190 av//PP//case//194 missbruk//NN|NEU|SIN|IND|NOM//nmod//192 ,//MID//punct//183 endast//AB//advmod//198 om//SN//case//198 stämning//NN|UTR|SIN|IND|NOM//nsubj:pass//202 i//PP//case//200 mål//NN|NEU|SIN|IND|NOM//nmod//198 därom//AB//nmod//198 delgivits//VB|SUP|SFO//advcl//183 inom//PP//case//205 fem//RG|NOM//nummod//205 år//NN|NEU|PLU|IND|NOM//obl//202 från//PP//mark//209 det//DT|NEU|SIN|DEF//det//208 brottet//NN|NEU|SIN|DEF|NOM//nsubj:pass//209 begicks//VB|PRT|SFO//advcl//202 .//MAD//punct//183
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;Talan//NN|UTR|SIN|DEF|NOM//nsubj//212 får//VB|PRS|AKT//aux//216 i//PP//case//215 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//215 fall//NN|NEU|SIN|IND|NOM//obl//216 väckas//VB|INF|SFO//conj//183 av//PP//case//218 åklagare//NN|UTR|SIN|IND|NOM//obl//216 endast//AB//mark//223 om//SN//mark//223 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//223 är//VB|PRS|AKT//cop//223 påkallat//PC|PRF|NEU|SIN|IND|NOM//advcl//216 ur//PP//case//226 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//226 synpunkt//NN|UTR|SIN|IND|NOM//obl//223 .//MAD//punct//183
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;I//PP//case//1 fall//NN|NEU|PLU|IND|NOM//obl//12 som//HP|-|-|-//nsubj:pass//4 nu//AB//advmod//4 sagts//VB|SUP|SFO//acl:relcl//1 skall//VB|PRS|AKT//aux//12 vad//HP|NEU|SIN|IND//nsubj:pass//12 i//PP//case//9 35//RG|NOM//nummod//9 kap.//NN|AN//obl//12 3//RG|NOM//nummod//11 §//NN|AN//nmod//9 stadgas//VB|PRS|SFO//ROOT//12 äga//VB|INF|AKT//xcomp//12 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 tillämpning//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//12
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;15//RG|NOM//nummod//18 §//NN|AN//nsubj//47  //_SP////18 Beslut//NN|NEU|SIN|IND|NOM//conj//18 om//PP//mark//22 förverkande//NN|NEU|SIN|IND|NOM//advcl//18 eller//KN//cc//25 om//PP//case//25 åtgärd//NN|UTR|SIN|IND|NOM//conj//22 till//PP//case//27 förebyggande//NN|NEU|SIN|IND|NOM//nmod//25 av//PP//case//29 missbruk//NN|NEU|SIN|IND|NOM//nmod//27 eller//KN//cc//33 om//SN//mark//33 företagsbot//NN|UTR|SIN|IND|NOM//nsubj//33 förfaller//VB|PRS|AKT//conj//27 ,//MID//punct//33 i//PP//case//38 den//DT|UTR|SIN|DEF//det//37 mån//NN|UTR|SIN|IND|NOM//fixed//35 verkställighet//NN|UTR|SIN|IND|NOM//obl//40 ej//AB//advmod//40 skett//VB|SUP|AKT//advcl//33 inom//PP//case//43 tio//RG|NOM//nummod//43 år//NN|NEU|PLU|IND|NOM//obl//40 från//PP//case//46 det//DT|NEU|SIN|DEF//det//46 beslutet//NN|NEU|SIN|DEF|NOM//obl//40 vann//VB|PRT|AKT//parataxis//12 laga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 kraft//NN|UTR|SIN|IND|NOM//obj//47 .//MAD//punct//47
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;16//RG|NOM//nummod//52 §//NN|AN//nsubj//59  //_SP////52 Är//VB|PRS|AKT//cop//59 i//PP//case//56 lag//NN|UTR|SIN|IND|NOM//obl//59 eller//KN//cc//58 författning//NN|UTR|SIN|IND|NOM//conj//56 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//parataxis//47 att//SN//mark//63 förklaring//NN|UTR|SIN|IND|NOM//nsubj:pass//63 skall//VB|PRS|AKT//aux//63 meddelas//VB|INF|SFO//ccomp//47 om//PP//mark//65 förverkande//NN|NEU|SIN|IND|NOM//amod//70 eller//KN//cc//67 annan//JJ|POS|UTR|SIN|IND|NOM//conj//65 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//70 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//70 rättsverkan//NN|UTR|SIN|IND|NOM//obl//63 av//PP//case//72 brott//NN|NEU|SIN|IND|NOM//nmod//70 ,//MID//punct//77 må//VB|PRS|AKT//aux//77 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//77 likväl//AB//advmod//77 underlåtas//VB|INF|SFO//conj//12 ,//MID//punct//77 om//SN//mark//84 denna//DT|UTR|SIN|DEF//det//81 rättsverkan//NN|UTR|SIN|IND|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 uppenbart//AB|POS//advmod//84 oskälig//JJ|POS|UTR|SIN|IND|NOM//advcl//77 .//MAD//punct//77
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;17//RG|NOM//nummod//87 §//NN|AN//nsubj//93  //_SP////87 Förverkad//PC|PRF|UTR|SIN|IND|NOM//amod//90 egendom//NN|UTR|SIN|IND|NOM//conj//87 och//KN//cc//92 företagsbot//NN|UTR|SIN|IND|NOM//conj//87 tillfaller//VB|PRS|AKT//parataxis//77 staten//NN|UTR|SIN|DEF|NOM//nsubj//93 ,//MID//punct//93 om//SN//mark//100 ej//AB//advmod//100 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//100 är//VB|PRS|AKT//cop//100 föreskrivet//PC|PRF|NEU|SIN|IND|NOM//advcl//93 .//MAD//punct//12
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;Har//VB|PRS|AKT//advcl//29 utbyte//NN|NEU|SIN|IND|NOM//obj//0 av//PP//case//3 brott//NN|NEU|PLU|IND|NOM//nmod//1 som//HP|-|-|-//nsubj//5 svarar//VB|PRS|AKT//acl:relcl//3 mot//PP//case//7 1//RG|NOM//obl//5 .//MAD//punct//0
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;skada//NN|UTR|SIN|IND|NOM//parataxis//0 för//PP//case//11 enskild//JJ|POS|UTR|SIN|IND|NOM//nmod//9 eller//KN//cc//13 2//RG|NOM//conj//11 .//MAD//punct//9
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;medel//NN|NEU|PLU|IND|NOM//nsubj:pass//24 som//HP|-|-|-//obl//20 en//DT|UTR|SIN|IND//det//18 enskild//JJ|POS|UTR|SIN|IND|NOM//nsubj//20 är//VB|PRS|AKT//cop//20 berättigad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//15 att//IE//mark//22 få//VB|INF|AKT//advcl//20 tillbaka//PL//advmod//22 förklarats//VB|SUP|SFO//conj//0 förverkat//PC|PRF|NEU|SIN|IND|NOM//xcomp//24 hos//PP//case//27 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//25 ,//MID//punct//0 svarar//VB|PRS|AKT//advcl//66 staten//NN|UTR|SIN|DEF|NOM//nsubj//29 i//PP//case//33 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//33 ställe//NN|NEU|SIN|IND|NOM//obl//29 för//PP//case//35 ersättning//NN|UTR|SIN|IND|NOM//nmod//33 åt//PP//case//38 den//DT|UTR|SIN|DEF//det//38 skadelidande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 eller//KN//cc//40 ersättningsberättigade//VB|PRT|AKT//conj//38 intill//PP//case//42 värdet//NN|NEU|SIN|DEF|NOM//obl//40 av//PP//case//44 vad//HP|NEU|SIN|IND//obj//61 som//HP|-|-|-//nsubj//47 har//VB|PRS|AKT//aux//47 tillfallit//VB|SUP|AKT//acl:relcl//44 staten//NN|UTR|SIN|DEF|NOM//obj//47 på//PP//case//52 grund//NN|UTR|SIN|IND|NOM//fixed//49 av//PP//fixed//49 beslutet//NN|NEU|SIN|DEF|NOM//obl//47 om//PP//case//54 förverkande//NN|NEU|SIN|IND|NOM//nmod//52 .//MAD//punct//44
31.3 Övergångsbestämmelser / 36 kap. Om förverkande;Vid//PP//case//57 verkställighet//NN|UTR|SIN|IND|NOM//nmod//44 av//PP//case//60 detta//DT|NEU|SIN|DEF//det//60 beslut//NN|NEU|SIN|IND|NOM//nmod//57 har//VB|PRS|AKT//aux//66 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//66 hos//PP//case//64 vilken//HP|UTR|SIN|IND//obl//66 förverkandet//NN|NEU|SIN|DEF|NOM//nsubj//66 skett//VB|SUP|AKT//ROOT//66 rätt//NN|UTR|SIN|IND|NOM//advmod//66 att//IE//mark//69 räkna//VB|INF|AKT//acl//67 av//PL//case//71 vad//HP|NEU|SIN|IND//ccomp//69 han//PN|UTR|SIN|DEF|SUB//nsubj//75 eller//KN//cc//74 hon//PN|UTR|SIN|DEF|SUB//conj//72 visar//VB|PRS|AKT//acl:relcl//71 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//75 ha//VB|INF|AKT//aux//78 utgett//VB|SUP|AKT//xcomp//75 som//KN//case//80 ersättning//NN|UTR|SIN|IND|NOM//obl//78 till//PP//case//83 den//DT|UTR|SIN|DEF//det//83 skadelidande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//78 eller//KN//cc//85 ersättningsberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//83 .//MAD//punct//66

31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;1//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 bestämmer//VB|PRS|AKT//ROOT//4 om//PP//case//7 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 indelning//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//9 verksamhetsområden//NN|NEU|PLU|IND|NOM//nmod//7 för//PP//case//11 övervakningsnämnderna//NN|UTR|PLU|DEF|NOM//nmod//7 .//MAD//punct//4
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;En//DT|UTR|SIN|IND//det//1 övervakningsnämnd//NN|UTR|SIN|IND|NOM//nsubj//2 består//VB|PRS|AKT//ROOT//2 av//PP//case//4 ordförande//NN|UTR|SIN|IND|NOM//obl//2 ,//MID//punct//6 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//7 ordförande//NN|UTR|SIN|IND|NOM//conj//4 och//KN//cc//11 tre//RG|NOM//nummod//11 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 ledamöter//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//16 om//SN//mark//16 inte//AB//advmod//16 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//16 förordnar//VB|PRS|AKT//conj//2 att//SN//mark//22 en//DT|UTR|SIN|IND//det//20 viss//JJ|POS|UTR|SIN|IND|NOM//amod//20 nämnd//NN|UTR|SIN|IND|NOM//nsubj//22 skall//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//ccomp//16 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 ledamöter//NN|UTR|PLU|IND|NOM//obj//22 .//MAD//punct//28
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 beslutför//JJ|POS|UTR|SIN|IND|NOM//conj//2 med//PP//case//30 ordförande//NN|UTR|SIN|IND|NOM//obl//28 och//KN//cc//33 två//RG|NOM//nummod//33 ledamöter//NN|UTR|PLU|IND|NOM//conj//30 .//MAD//punct//28
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;I//PP//case//37 brådskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 fall//NN|NEU|PLU|IND|NOM//obl//28 och//KN//cc//40 i//PP//case//40 ärenden//NN|NEU|PLU|IND|NOM//conj//37 av//PP//case//43 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 vikt//NN|UTR|SIN|IND|NOM//nmod//40 får//VB|PRS|AKT//conj//2 ordföranden//NN|UTR|SIN|DEF|NOM//nsubj//44 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//47 besluta//VB|INF|AKT//xcomp//44 på//PP//case//50 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 vägnar//NN|UTR|PLU|IND|NOM//nmod//47 .//MAD//punct//2
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Ett//DT|NEU|SIN|IND//det//54 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//54 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//56 skall//VB|PRS|AKT//aux//56 anmälas//VB|INF|SFO//parataxis//2 vid//PP//case//59 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 sammanträde//NN|NEU|SIN|IND|NOM//obl//56 med//PP//case//61 nämnden//NN|UTR|SIN|DEF|NOM//nmod//59 .//MAD//punct//56
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 äger//VB|PRS|AKT//ROOT//1 förordna//VB|INF|AKT//xcomp//1 att//SN//mark//6 övervakningsnämnd//NN|UTR|SIN|IND|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 arbeta//VB|INF|AKT//ccomp//2 å//PP//case//8 avdelningar//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//1
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Om//SN//mark//17 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//12 avdelning//NN|UTR|SIN|IND|NOM//nsubj//17 skall//VB|PRS|AKT//aux//17 i//PP//case//16 tillämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 delar//NN|UTR|PLU|IND|NOM//obl//17 gälla//VB|INF|AKT//advcl//1 vad//HP|NEU|SIN|IND//mark//22 om//SN//fixed//18 nämnd//NN|UTR|SIN|IND|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 stadgat//PC|PRF|NEU|SIN|IND|NOM//ccomp//17 .//MAD//punct//22
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;2//RG|NOM//nummod//25 §//NN|AN//appos//22  //_SP////25 Regeringen//NN|UTR|SIN|DEF|NOM//conj//25 eller//KN//cc//30 den//DT|UTR|SIN|DEF//det//30 myndighet//NN|UTR|SIN|IND|NOM//conj//27 som//HP|-|-|-//obj//33 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//33 bestämmer//VB|PRS|AKT//acl:relcl//30 förordnar//VB|PRS|AKT//xcomp//33 ordförande//NN|UTR|SIN|IND|NOM//nmod:poss//38 och//KN//cc//37 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//35 ordförande//NN|UTR|SIN|IND|NOM//obj//34 i//PP//case//40 övervakningsnämnderna//NN|UTR|PLU|DEF|NOM//obl//34 .//MID//punct//25
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 ordföranden//NN|UTR|SIN|DEF|NOM//nsubj//44 tjänstgör//VB|PRS|AKT//conj//22 vid//PP//case//46 förfall//NN|NEU|SIN|IND|NOM//obl//44 för//PP//case//48 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//46 i//PP//case//51 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//51 ställe//NN|NEU|SIN|IND|NOM//nmod//48 .//MAD//punct//44
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Vid//PP//case//54 förfall//NN|NEU|SIN|IND|NOM//obl//61 för//PP//case//57 både//KN//cc//57 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//54 och//KN//cc//60 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 ordföranden//NN|UTR|SIN|DEF|NOM//conj//57 förordnas//VB|PRS|SFO//conj//44 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//63 ersättare//NN|UTR|SIN|IND|NOM//nsubj:pass//61 av//PP//case//65 Kriminalvården//PM|NOM//nmod//63 .//MAD//punct//22
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Ordföranden//NN|UTR|SIN|DEF|NOM//nsubj//76 ,//MID//punct//70 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 ordföranden//NN|UTR|SIN|DEF|NOM//conj//67 och//KN//cc//73 tillfällig//JJ|POS|UTR|SIN|IND|NOM//amod//73 ersättare//NN|UTR|SIN|IND|NOM//conj//67 skall//VB|PRS|AKT//aux//76 vara//VB|INF|AKT//cop//76 lagfarna//NN|UTR|PLU|DEF|NOM//parataxis//22 och//KN//cc//78 ha//VB|INF|AKT//conj//76 erfarenhet//NN|UTR|SIN|IND|NOM//obj//78 av//PP//case//81 tjänstgöring//NN|UTR|SIN|IND|NOM//nmod//79 som//KN//mark//83 domare//NN|UTR|SIN|IND|NOM//xcomp//78 .//MAD//punct//1
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 utses//VB|PRS|SFO//ROOT//2 genom//PP//case//4 val//NN|NEU|SIN|IND|NOM//obl//2 .//MAD//punct//2
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;För//PP//case//7 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//8 väljs//VB|PRS|SFO//conj//2 lika//AB//advmod//10 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 ersättare//NN|UTR|PLU|IND|NOM//nsubj:pass//8 .//MAD//punct//2
31.3 Övergångsbestämmelser / 37 kap. Om nämnderna;Val//NN|NEU|SIN|IND|NOM//nsubj:pass//14 förrättas//VB|PRS|SFO//parataxis//2 av//PP//case//16 kommunfullmäktige//NN|UTR|PLU|DEF|NOM//obl:agent//14 ,//MID//punct//14 om//SN//mark//21 övervakningsnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 verksamhetsområde//NN|NEU|SIN|IND|NOM//nsubj//21 omfattar//VB|PRS|AKT//advcl//2 endast//AB//advmod//21 en//DT|UTR|SIN|IND//det//24 kommun//NN|UTR|SIN|IND|NOM//obj//21 ,//MID//punct//21 och//KN//cc//29 annars//AB//advmod//29 av//PP//case//29 landstingsfullmäktige//PM|NOM//conj//21 .//MID//punct//2
