– ett enklare förfarande;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Kamerabevakningsutredningen//PM|NOM//nmod//0
Till statsrådet och chefen för Justitiedepartementet;Vidare//AB|KOM//advmod//80 har//VB|PRS|AKT//aux//80 juristen//NN|UTR|SIN|DEF|NOM//nmod//68 Peter//PM|NOM//nsubj//80 Rosenberg//PM|NOM//flat:name//68 ,//MID//punct//71 Trafikverket//PM|NOM//conj//68 och//KN//cc//73 utredaren//NN|UTR|SIN|DEF|NOM//nmod//74 Mattias//PM|NOM//conj//68 Andersson//PM|NOM//flat//74 ,//MID//punct//74 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//78 Kollektivtrafik//NN|UTR|SIN|IND|NOM//conj//68 ,//MID//punct//80 arbetat//VB|SUP|AKT//conj//3 som//KN//mark//82 experter//NN|UTR|PLU|IND|NOM//obl//80 i//PP//case//84 utredningen//NN|UTR|SIN|DEF|NOM//obl//80 .//MAD//punct//80
Till statsrådet och chefen för Justitiedepartementet;Båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//87 förordnades//VB|PRT|SFO//parataxis//80 från//PP//case//93 och//KN//fixed//88 med//PP//fixed//88 den//DT|UTR|SIN|DEF//det//92 16//RG|NOM//nummod//93 augusti//NN|UTR|SIN|IND|NOM//obl//87 2018//RG|NOM//nummod//93 .//MAD//punct//87
Till statsrådet och chefen för Justitiedepartementet;Slutligen//AB//nsubj//97 har//VB|PRS|AKT//conj//87 ,//MID//punct//97 sedan//PP//case//103 den//DT|UTR|SIN|DEF//det//102 13//RG|NOM//nummod//102 december//NN|UTR|SIN|IND|NOM//nmod//103 2017//RG|NOM//obl//97 ,//MID//punct//103 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//106 Anna//PM|NOM//conj//103 Westin//PM|NOM//flat:name//106 vid//PP//case//109 Justitiedepartementet//PM|NOM//obl//87 varit//VB|SUP|AKT//cop//111 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//87 i//PP//case//113 utredningen//NN|UTR|SIN|DEF|NOM//nmod//111 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//dislocated//5 Nina//PM|NOM//nsubj//5 Stierna//PM|NOM//flat:name//1 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 anställd//PC|PRF|UTR|SIN|IND|NOM//ROOT//5 som//KN//mark//7 utredningssekreterare//NN|UTR|SIN|IND|NOM//xcomp//5 i//PP//case//9 utredningen//NN|UTR|SIN|DEF|NOM//nmod//7 sedan//PP//case//13 den//DT|UTR|SIN|DEF//det//13 14//RG|NOM//nummod//13 december//NN|UTR|SIN|IND|NOM//nmod//9 2017//RG|NOM//nummod//13 .//MAD//punct//5
Till statsrådet och chefen för Justitiedepartementet;Vidare//AB|KOM//advmod//22 har//VB|PRS|AKT//aux//22 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj//22 Karoline//PM|NOM//flat:name//18 Magnusson//PM|NOM//flat:name//19 varit//VB|SUP|AKT//cop//22 anställd//PC|PRF|UTR|SIN|IND|NOM//parataxis//5 som//KN//mark//24 utredningssekreterare//NN|UTR|SIN|IND|NOM//xcomp//22 sedan//PP//case//28 den//DT|UTR|SIN|DEF//det//28 30//RG|NOM//nummod//28 december//NN|UTR|SIN|IND|NOM//nmod//24 2017//RG|NOM//nummod//28 .//MAD//punct//5
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//7 ,//MID//punct//0 som//HP|-|-|-//nsubj//3 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Kamerabevakningsutredningen//PM|NOM//obj//3 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//7 härmed//AB//advmod//7 slutbetänkandet//NN|NEU|SIN|DEF|NOM//nmod//10 Kamerabevakning//NN|UTR|SIN|IND|NOM//obj//7 i//PP//case//12 kollektivtrafiken//NN|UTR|SIN|DEF|NOM//nmod//10 –//RG|NOM//punct//16 ett//DT|NEU|SIN|IND//det//16 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 förfarande//NN|NEU|SIN|IND|NOM//conj//10 .//MAD//punct//7
Till statsrådet och chefen för Justitiedepartementet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//20 har//VB|PRS|AKT//aux//20 bedrivits//VB|SUP|SFO//parataxis//7 i//PP//case//23 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 samarbete//NN|NEU|SIN|IND|NOM//obl//20 med//PP//case//25 experterna//NN|UTR|PLU|DEF|NOM//nmod//23 som//HP|-|-|-//nsubj//27 ställer//VB|PRS|AKT//acl:relcl//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 bakom//PL//case//31 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 överväganden//NN|NEU|PLU|IND|NOM//obl//27 och//KN//cc//33 förslag//NN|NEU|PLU|IND|NOM//conj//31 .//MAD//punct//20
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 med//PP//case//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
Till statsrådet och chefen för Justitiedepartementet;Malmö//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//nmod//0 2019//RG|NOM//nummod//2 .//MAD//punct//0
Till statsrådet och chefen för Justitiedepartementet;Johan//PM|NOM//ROOT//0 Sjöö//PM|NOM//flat:name//0 /Karoline//PM|NOM//advmod//0 Magnusson//PM|NOM//flat:name//0
Till statsrådet och chefen för Justitiedepartementet;Nina//PM|NOM//ROOT//0 Stierna//PM|NOM//flat:name//0


1.1 Förslag till lag om ändring i kamerabevakningslagen (2018:1200);Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 kamerabevakningslagen//NN|UTR|SIN|DEF|NOM//obl//1 (//PAD//punct//7 2018:1200//RG|NOM//conj//5 )//PAD//punct//7 att//SN//mark//13 9//RG|NOM//nummod//11 §//NN|AN//nsubj//13 ska//VB|PRS|AKT//aux//13 ha//VB|INF|AKT//ccomp//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 lydelse//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//13
1.1 Förslag till lag om ändring i kamerabevakningslagen (2018:1200);9//RG|NOM//nummod//18 §//NN|AN//obl//13
1.1 Förslag till lag om ändring i kamerabevakningslagen (2018:1200);Tillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//3 till//PP//case//2 kamerabevakning//NN|UTR|SIN|IND|NOM//nmod//0 krävs//VB|PRS|SFO//ROOT//3 inte//AB//advmod//3 vid//PP//case//6 a//NN|NEU|SIN|IND|NOM//obl//3 )//PAD//punct//6 av//PP//case//9 vägtrafik//NN|UTR|SIN|IND|NOM//obl//3 ,//MID//punct//11 b//NN|NEU|SIN|IND|NOM//conj//9 )//PAD//punct//9 av//PP//case//14 sjötrafik//NN|UTR|SIN|IND|NOM//obl//3 vid//PP//case//18 en//DT|UTR|SIN|IND//det//18 rörlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 bro//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//20 c//NN|NEU|SIN|IND|NOM//conj//18 )//PAD//punct//14 vid//PP//case//24 en//DT|UTR|SIN|IND//det//24 betalstation//NN|UTR|SIN|IND|NOM//obl//3 eller//KN//cc//26 kontrollpunkt//NN|UTR|SIN|IND|NOM//conj//24 som//HP|-|-|-//nsubj:pass//28 avses//VB|PRS|SFO//acl:relcl//24 i//PP//case//30 bilagorna//NN|UTR|PLU|DEF|NOM//obl//28 till//PP//case//32 lagen//NN|UTR|SIN|DEF|NOM//obl//28 (//PAD//punct//34 2004:629//RG|NOM//nmod//32 )//PAD//punct//34 om//PP//case//37 trängselskatt//NN|UTR|SIN|IND|NOM//obl//28 och//KN//cc//40 som//HP|-|-|-//nsubj//40 sker//VB|PRS|AKT//conj//28 för//PP//mark//43 att//IE//mark//43 samla//VB|INF|AKT//advcl//40 in//PL//compound:prt//43 uppgifter//NN|UTR|PLU|IND|NOM//obj//43 som//HP|-|-|-//nsubj:pass//47 behövs//VB|PRS|SFO//acl:relcl//45 för//PP//mark//55 att//SN//mark//55 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//55 om//PP//case//52 trängselskatt//NN|UTR|SIN|IND|NOM//nmod//50 ska//VB|PRS|AKT//aux//55 kunna//VB|INF|AKT//aux//55 fattas//VB|INF|SFO//advcl//47 och//KN//cc//59 för//PP//mark//59 att//IE//mark//59 kontrollera//VB|INF|AKT//conj//55 att//SN//mark//63 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//62 skatt//NN|UTR|SIN|IND|NOM//nsubj:pass//63 betalas//VB|PRS|SFO//ccomp//59 ,//MID//punct//66 eller//KN//cc//66 d//NN|NEU|SIN|IND|NOM//conj//63 )//PAD//punct//3 vid//PP//case//70 en//DT|UTR|SIN|IND//det//70 betalstation//NN|UTR|SIN|IND|NOM//obl//3 på//PP//case//73 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//73 väg//NN|UTR|SIN|IND|NOM//nmod//70 som//HP|-|-|-//nsubj:pass//75 används//VB|PRS|SFO//acl:relcl//73 vid//PP//case//77 uttag//NN|NEU|SIN|IND|NOM//obl//75 av//PP//case//79 infrastrukturavgifter//NN|UTR|PLU|IND|NOM//nmod//77 enligt//PP//case//81 lagen//NN|UTR|SIN|DEF|NOM//obl//75 (//PAD//punct//83 2014:52//RG|NOM//nmod//81 )//PAD//punct//83 om//PP//case//86 infrastrukturavgifter//NN|UTR|PLU|IND|NOM//obl//75 på//PP//case//88 väg//NN|UTR|SIN|IND|NOM//nmod//86 och//KN//cc//91 som//HP|-|-|-//nsubj//91 sker//VB|PRS|AKT//conj//86 för//PP//mark//94 att//IE//mark//94 samla//VB|INF|AKT//advcl//91 in//PL//compound:prt//94 uppgifter//NN|UTR|PLU|IND|NOM//obj//94 som//HP|-|-|-//nsubj:pass//98 behövs//VB|PRS|SFO//acl:relcl//96 för//PP//mark//106 att//SN//mark//106 beslut//NN|NEU|PLU|IND|NOM//nsubj:pass//106 om//PP//case//103 infrastrukturavgift//NN|UTR|SIN|IND|NOM//nmod//101 ska//VB|PRS|AKT//aux//106 kunna//VB|INF|AKT//aux//106 fattas//VB|INF|SFO//advcl//98 och//KN//cc//110 för//PP//mark//110 att//IE//mark//110 kontrollera//VB|INF|AKT//conj//106 att//SN//mark//114 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//113 avgift//NN|UTR|SIN|IND|NOM//nsubj:pass//114 betalas//VB|PRS|SFO//ccomp//110 ,//MID//punct//116 spårvägs-//NN|UTR|-|-|SMS//conj//114 eller//KN//cc//118 tunnelbanespår//NN|NEU|PLU|IND|NOM//conj//114 ,//MID//punct//121 eller//KN//cc//121 d//NN|NEU|SIN|IND|NOM//conj//114 )//PAD//punct//70 av//PP//case//125 ett//DT|NEU|SIN|IND//det//125 flygplatsområde//NN|NEU|SIN|IND|NOM//nmod//70 ,//MID//punct//129 om//SN//mark//129 bevakningen//NN|UTR|SIN|DEF|NOM//nsubj//129 har//VB|PRS|AKT//acl:relcl//70 till//PP//compound:prt//129 syfte//NN|NEU|SIN|IND|NOM//fixed//130 att//IE//mark//133 förebygga//VB|INF|AKT//xcomp//129 ,//MID//punct//135 förhindra//VB|INF|AKT//conj//129 eller//KN//cc//137 upptäcka//VB|INF|AKT//conj//129 brottslig//JJ|POS|UTR|SIN|IND|NOM//amod//139 verksamhet//NN|UTR|SIN|IND|NOM//obj//137 ,//MID//punct//142  //_SP////140 utreda//VB|INF|AKT//conj//129 eller//KN//cc//144 lagföra//VB|INF|AKT//conj//142 brott//NN|NEU|PLU|IND|NOM//obj//144 ,//MID//punct//148  //_SP////146 förebygga//VB|INF|AKT//conj//142 ,//MID//punct//150 förhindra//VB|INF|AKT//conj//142 eller//KN//cc//152 upptäcka//VB|INF|AKT//conj//150 störningar//NN|UTR|PLU|IND|NOM//obj//152 av//PP//case//156 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//156 ordning//NN|UTR|SIN|IND|NOM//nmod//153 och//KN//cc//158 säkerhet//NN|UTR|SIN|IND|NOM//conj//156 eller//KN//cc//161  //_SP////159 olyckor//NN|UTR|PLU|IND|NOM//conj//156 ,//MID//punct//142  //_SP////162 eller//KN//cc//165 begränsa//VB|IMP|AKT//conj//129 verkningarna//NN|UTR|PLU|DEF|NOM//obj//165 av//PP//case//169 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//169 störningar//NN|UTR|PLU|IND|NOM//nmod//166 eller//KN//cc//172  //_SP////170 inträffade//VB|PRT|AKT//conj//129 olyckor//NN|UTR|PLU|IND|NOM//obj//172 ,//MID//punct//3


2.1 Utredningens uppdrag;Den//DT|UTR|SIN|DEF//det//2 här//AB//fixed//0 delen//NN|UTR|SIN|DEF|NOM//nsubj//5 av//PP//case//4 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//2 tar//VB|PRS|AKT//ROOT//5 sikte//NN|NEU|SIN|IND|NOM//obj//5 på//PP//case//8 kamerabevakning//NN|UTR|SIN|IND|NOM//obl//5 av//PP//case//11 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 transportmedel//NN|NEU|PLU|IND|NOM//nmod//8 och//KN//cc//13 stationer//NN|UTR|PLU|IND|NOM//conj//11 .//MAD//punct//5
2.1 Utredningens uppdrag;Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//16 kamerabevakning//NN|UTR|SIN|IND|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 gånger//NN|UTR|PLU|IND|NOM//parataxis//5 ,//MID//punct//19 enligt//PP//case//22 reglering//NN|UTR|SIN|IND|NOM//obl//34 i//PP//case//24 kamerabevakningslagen//NN|UTR|SIN|DEF|NOM//nmod//22 (//PAD//punct//26 2018:1200//RG|NOM//conj//24 )//PAD//punct//26 ,//MID//punct//29 tillståndspliktig//JJ|POS|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//29
2.1 Utredningens uppdrag;Kamerabevakning//NN|UTR|SIN|IND|NOM//conj//22 i//PP//case//33 tunnelbana//NN|UTR|SIN|IND|NOM//nmod//31 omfattas//VB|PRS|SFO//advcl//5 dock//AB//advmod//34 av//PP//case//38 ett//DT|NEU|SIN|IND//det//38 undantag//NN|NEU|SIN|IND|NOM//obl:agent//34 från//PP//case//40 tillståndsplikten//NN|UTR|SIN|DEF|NOM//nmod//38 .//MAD//punct//5
2.1 Utredningens uppdrag;Inför//PP//case//43 antagandet//NN|NEU|SIN|DEF|NOM//obl//46 av//PP//case//45 kamerabevakningslagen//NN|UTR|SIN|DEF|NOM//nmod//43 framförde//VB|PRT|AKT//conj//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//48 remissinstanser//NN|UTR|PLU|IND|NOM//obj//46 att//SN//mark//52 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 inte//AB//advmod//52 framstår//VB|PRS|AKT//ccomp//46 som//KN//mark//54 motiverat//PC|PRF|NEU|SIN|IND|NOM//xcomp//52 att//IE//mark//56 göra//VB|INF|AKT//advcl//52 skillnad//NN|UTR|SIN|IND|NOM//obj//56 på//PP//case//59 kamerabevakning//NN|UTR|SIN|IND|NOM//obl//56 i//PP//case//61 tunnelbana//NN|UTR|SIN|IND|NOM//nmod//59 och//KN//cc//66 i//PP//case//66 annan//JJ|POS|UTR|SIN|IND|NOM//amod//66 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 trafik//NN|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//46
2.1 Utredningens uppdrag;Vidare//AB|KOM//punct//5 uppmärksammades//VB|PRT|SFO//conj//5 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 gränsdragningsfrågor//NN|UTR|PLU|IND|NOM//nsubj:pass//69 ,//MID//punct//71 som//HP|-|-|-//nsubj//76 skulle//VB|PRT|AKT//aux//76 kunna//VB|INF|AKT//aux//76 innebära//VB|INF|AKT//acl:relcl//71 osäkerhet//NN|UTR|SIN|IND|NOM//obj//76 om//PP//case//81 vilka//HD|UTR/NEU|PLU|IND//det//81 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 aktörer//NN|UTR|PLU|IND|NOM//obl//76 inom//PP//case//85 den//DT|UTR|SIN|DEF//det//85 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 sektorn//NN|UTR|SIN|DEF|NOM//nmod//81 som//HP|-|-|-//nsubj:pass//89 i//PP//case//88 praktiken//NN|UTR|SIN|DEF|NOM//obl//89 omfattas//VB|PRS|SFO//acl:relcl//85 av//PP//case//92 kamerabevakningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//92 tillståndskrav//NN|NEU|SIN|IND|NOM//obl:agent//89 .//MAD//punct//5
2.1 Utredningens uppdrag;Mot//PP//case//2 den//DT|UTR|SIN|DEF//det//2 bakgrunden//NN|UTR|SIN|DEF|NOM//obl//3 ingår//VB|PRS|AKT//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 i//PP//case//7 vårt//PS|NEU|SIN|DEF//nmod:poss//7 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 att//IE//punct//3
2.1 Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//nsubj//1 analysera//VB|INF|AKT//ROOT//1 om//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//5 bör//VB|PRS|AKT//aux//5 införas//VB|INF|SFO//advcl//1 ett//DT|NEU|SIN|IND//det//8 utökat//PC|PRF|NEU|SIN|IND|NOM//amod//8 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//5 från//PP//case//10 tillståndsplikten//NN|UTR|SIN|DEF|NOM//nmod//8 för//PP//case//12 kamerabevakning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 transportmedel//NN|NEU|PLU|IND|NOM//nmod//12 och//KN//cc//17 stationer//NN|UTR|PLU|IND|NOM//conj//15 ,//MID//punct//1 och//KN//punct//1
2.1 Utredningens uppdrag;•//NN|UTR|SIN|IND|NOM//obl//1 lämna//VB|INF|AKT//ROOT//1 de//DT|UTR/NEU|PLU|DEF//det//3 författningsförslag//NN|NEU|PLU|IND|NOM//obj//1 som//HP|-|-|-//nsubj//5 bedöms//VB|PRS|SFO//acl:relcl//3 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//5 .//MAD//punct//1
2.1 Utredningens uppdrag;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//4 är//VB|PRS|AKT//cop//4 vi//PN|UTR|PLU|DEF|SUB//nsubj//4 oförhindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//4 att//IE//mark//6 ta//VB|INF|AKT//xcomp//4 upp//PL//compound:prt//6 och//KN//cc//9 lämna//VB|INF|AKT//conj//6 författningsförslag//NN|NEU|PLU|IND|NOM//obj//9 i//PP//case//12 frågor//NN|UTR|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj//14 har//VB|PRS|AKT//acl:relcl//12 samband//NN|NEU|SIN|IND|NOM//obj//14 med//PP//case//18 de//DT|UTR/NEU|PLU|DEF//det//18 frågeställningar//NN|UTR|PLU|IND|NOM//obl//14 som//HP|-|-|-//nsubj:pass//21 ska//VB|PRS|AKT//aux//21 utredas//VB|INF|SFO//acl:relcl//18 särskilt//AB//advmod//21 .//MAD//punct//4
2.1 Utredningens uppdrag;Av//PP//case//25 direktiven//NN|NEU|PLU|DEF|NOM//obl//26 framgår//VB|PRS|AKT//parataxis//4 vidare//AB|KOM//advmod//26 att//IE//mark//36 vid//PP//case//30 kamerabevakning//NN|UTR|SIN|IND|NOM//obl//36 av//PP//case//33 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 transportmedel//NN|NEU|PLU|IND|NOM//nmod//30 och//KN//cc//35 stationer//NN|UTR|PLU|IND|NOM//conj//33 gör//VB|PRS|AKT//advcl//26 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//36 kravet//NN|NEU|SIN|DEF|NOM//obj//36 på//PP//case//42 ett//DT|NEU|SIN|IND//det//42 starkt//JJ|POS|NEU|SIN|IND|NOM//amod//42 integritetsskydd//NN|NEU|SIN|IND|NOM//nmod//38 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//36 .//MAD//punct//26
