
FoU;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 från//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 ”//PAD//punct//0 Översyn//NN|UTR|SIN|IND|NOM//appos//0 av//PP//case//6 forskning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 utveckling//NN|UTR|SIN|IND|NOM//conj//6 inom//PP//case//10 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//8 ”//RG|NOM//punct//0
1 Sammanfattning;1.2//RG|NOM//nummod//62 Nyttoperspektivet//NN|NEU|SIN|DEF|NOM//appos//57
1 Sammanfattning;Den//DT|UTR|SIN|DEF//det//1 forsknings-//NN|UTR|-|-|SMS//nsubj//10 och//KN//cc//3 utvecklingsverksamhet//NN|UTR|SIN|IND|NOM//conj//1 (//PAD//punct//1 FoU//NN|AN//appos//1 )//PAD//punct//5 som//HP|-|-|-//obj//9 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//9 behandlar//VB|PRS|AKT//acl:relcl//1 syftar//VB|PRS|AKT//ROOT//10 till//PP//case//12 kunskaps-//NN|UTR|-|-|SMS//obl//10 och//KN//cc//14 kompetensuppbyggnad//NN|UTR|SIN|IND|NOM//conj//12 på//PP//case//17 stor//JJ|POS|UTR|SIN|IND|NOM//amod//17 bredd//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//19 genomförs//VB|PRS|SFO//conj//10 för//PP//mark//22 att//IE//mark//22 stödja//VB|INF|AKT//advcl//19 totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//24 utveckling//NN|UTR|SIN|IND|NOM//obj//22 och//KN//cc//26 anpassningsförmåga//NN|UTR|SIN|IND|NOM//conj//24 på//PP//case//29 såväl//KN//advmod//29 kort//JJ|POS|UTR|SIN|IND|NOM//nmod//26 som//KN//case//32 lång//JJ|POS|UTR|SIN|IND|NOM//amod//32 sikt//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//10
1 Sammanfattning;Totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//35 satsningar//NN|UTR|PLU|IND|NOM//nsubj:pass//42 på//PP//case//37 forskning//NN|UTR|SIN|IND|NOM//nmod//35 och//KN//cc//39 utveckling//NN|UTR|SIN|IND|NOM//conj//37 bör//VB|PRS|AKT//aux//42 således//AB//advmod//42 inriktas//VB|INF|SFO//parataxis//10 och//KN//cc//44 genomföras//VB|INF|SFO//conj//42 utifrån//PP//case//47 ett//DT|NEU|SIN|IND//det//47 nyttoperspektiv//NN|NEU|SIN|IND|NOM//obl//44 ,//MID//punct//47 där//HA//advmod//53 totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//51 behov//NN|NEU|SIN|IND|NOM//nsubj//53 är//VB|PRS|AKT//cop//53 styrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//47 .//MAD//punct//10
1 Sammanfattning;"Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//56 har//VB|PRS|AKT//aux//61 i//PP//case//60 sin//PS|UTR|SIN|DEF//nmod:poss//60 inledande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 kartläggning//NN|UTR|SIN|IND|NOM//obl//61 diskuterat//VB|SUP|AKT//parataxis//10 frågan//NN|UTR|SIN|DEF|NOM//obj//61 att//IE//mark//64 sätta//VB|INF|AKT//acl//62 in//PL//compound:prt//64 FoU-verksamheten//NN|UTR|SIN|DEF|NOM//obj//64 i//PP//case//70 ett//DT|NEU|SIN|IND//det//70 ""//PAD//punct//70 förmåge-//NN|UTR|-|-|SMS//obl//64 och//KN//cc//72 nyttoperspektiv//NN|NEU|SIN|IND|NOM//conj//70 ""//PAD//punct//61 ,//MID//punct//61 där//HA//advmod//77 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//77 relateras//VB|PRS|SFO//advcl//61 till//PP//case//81 de//DT|UTR/NEU|PLU|DEF//det//81 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 förmågor//NN|UTR|PLU|IND|NOM//obl//77 som//HP|-|-|-//obl//85 totalförsvaret//NN|NEU|SIN|DEF|NOM//nsubj//85 skall//VB|PRS|AKT//aux//85 utveckla//VB|INF|AKT//acl:relcl//81 för//PP//mark//91 att//IE//mark//91 på//PP//case//90 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//90 sätt//NN|NEU|SIN|IND|NOM//obl//91 lösa//VB|INF|AKT//advcl//85 av//PP//case//93 statsmakterna//NN|UTR|PLU|DEF|NOM//obl//91 givna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//95 uppgifter//NN|UTR|PLU|IND|NOM//obj//91 .//MAD//punct//10"
1 Sammanfattning;En//DT|UTR|SIN|IND//det//99 första//RO|NOM//amod//99 ansats//NN|UTR|SIN|IND|NOM//nsubj:pass//108 till//PP//case//101 beskrivning//NN|UTR|SIN|IND|NOM//nmod//99 av//PP//case//106 en//DT|UTR|SIN|IND//det//106 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//106 ”//PAD//punct//104 förmågestruktur//NN|UTR|SIN|IND|NOM//nmod//101 ”//PM|NOM//punct//99 redovisas//VB|PRS|SFO//parataxis//10 i//PP//case//111 kapitel//NN|NEU|SIN|IND|NOM//nmod//111 2//RG|NOM//obl//108 .//MAD//punct//108
1 Sammanfattning;1.3//RG|NOM//nummod//114 Dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//116  //_SP////114 FoU-verksamhet//NN|UTR|SIN|IND|NOM//obl//108 .//MAD//punct//118
1 Sammanfattning;Omfattning//NN|UTR|SIN|IND|NOM//parataxis//10 och//KN//cc//120 inriktning//NN|UTR|SIN|IND|NOM//conj//118 i//PP//advmod//118 stort//JJ|POS|NEU|SIN|IND|NOM//fixed//121
1 Sammanfattning;Omfattningen//NN|UTR|SIN|DEF|NOM//nsubj//4 av//PP//case//3 totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//3 FoU-verksamhet//NN|UTR|SIN|IND|NOM//nmod//0 framgår//VB|PRS|AKT//ROOT//4 av//PP//case//7 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 bild//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//7 där//HA//advmod//12 akronymen//NN|UTR|SIN|DEF|NOM//nmod//11 FoT//PM|NOM//nsubj//12 avser//VB|PRS|AKT//acl:relcl//7 forskning//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//16 icke//AB//advmod//16 objektbunden//NN|UTR|SIN|DEF|NOM//conj//13 teknikutveckling//NN|UTR|SIN|IND|NOM//conj//13 för//PP//case//21 det//DT|NEU|SIN|DEF//det//21 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 försvaret//NN|NEU|SIN|DEF|NOM//nmod//17 .//MAD//punct//4
1 Sammanfattning;Forskning//NN|UTR|SIN|IND|NOM//ROOT//0 för//PP//case//4 det//DT|NEU|SIN|DEF//det//4 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 försvaret//NN|NEU|SIN|DEF|NOM//nmod//0 ,//MID//punct//0
1 Sammanfattning;Ej//AB//advmod//1 materielca//NN|UTR|SIN|IND|NOM//ROOT//1 50//RG|NOM//nummod//3 MSEK//NN|AN//obl//4 orienterad//PC|PRF|UTR|SIN|IND|NOM//amod//5 FoT//PM|NOM//nsubj:pass//1 ,//MID//punct//9 ca//AB|AN//advmod//8 200//RG|NOM//nummod//9 MSEK//NN|NEU|PLU|IND|NOM//conj//5
1 Sammanfattning;Försvarsgemensam//NN|UTR|SIN|IND|NOM//ROOT//0
1 Sammanfattning;FoT//PM|NOM//ROOT//0 ,//MID//punct//0 ca//AB|AN//advmod//3 800//RG|NOM//nummod//4 MSEK//NN|NEU|PLU|IND|NOM//appos//0
1 Sammanfattning;Totalt//AB|POS//advmod//1 omfattar//VB|PRS|AKT//ROOT//1 FoU-verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//1 4000//RG|NOM//nummod//4 MSEK//NN|AN//obj//1 ///MID//case//6 år//NN|NEU|SIN|IND|NOM//nmod//4 .//MAD//punct//1
1 Sammanfattning;Bilden//NN|UTR|SIN|DEF|NOM//nsubj//9 illustrerar//VB|PRS|AKT//parataxis//1 hur//HA//advmod//15 dessa//DT|UTR/NEU|PLU|DEF//det//12 medel//NN|NEU|PLU|IND|NOM//nsubj:pass//15 i//PP//advmod//15 dagsläget//NN|NEU|SIN|DEF|NOM//fixed//13 fördelas//VB|PRS|SFO//ccomp//9 mellan//PP//case//17 forskning//NN|UTR|SIN|IND|NOM//obl//15 ,//MID//punct//19 teknikutveckling//NN|UTR|SIN|IND|NOM//conj//17 och//KN//cc//23 industriellt//AB|POS//advmod//22 inriktad//PC|PRF|UTR|SIN|IND|NOM//amod//23 utvecklingsverksamhet//NN|UTR|SIN|IND|NOM//conj//17 .//MAD//punct//9
1 Sammanfattning;En//DT|UTR|SIN|IND//det//27 fördjupad//PC|PRF|UTR|SIN|IND|NOM//amod//27 redovisning//NN|UTR|SIN|IND|NOM//appos//9 av//PP//case//29 indelningen//NN|UTR|SIN|DEF|NOM//nmod//27 av//PP//case//31 FoU-verksamheten//NN|UTR|SIN|DEF|NOM//nmod//29 i//PP//case//34 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 kategorier//NN|UTR|PLU|IND|NOM//nmod//31 samt//KN//cc//38 hur//HA//advmod//38 FoU-medlen//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 fördelas//VB|PRS|SFO//conj//9 ges//VB|PRS|SFO//xcomp//38 i//PP//case//42 kapitel//NN|NEU|SIN|IND|NOM//nmod//42 3//RG|NOM//obl//39 och//KN//cc//42 4//RG|NOM//nummod//42 .//MAD//punct//1
1 Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 är//VB|PRS|AKT//cop//50 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 preliminära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 bedömning//NN|UTR|SIN|IND|NOM//parataxis//1 att//SN//mark//66 de//DT|UTR/NEU|PLU|DEF//det//54 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 kraven//NN|NEU|PLU|DEF|NOM//nsubj:pass//66 och//KN//cc//56 behoven//NN|NEU|PLU|DEF|NOM//conj//54 och//KN//cc//59 därav//AB//advmod//59 föranledda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//54 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//66 från//PP//case//63 myndigheternas//NN|UTR|PLU|DEF|GEN//nmod:poss//63 sida//NN|UTR|SIN|IND|NOM//nmod//60 bör//VB|PRS|AKT//aux//66 kunna//VB|INF|AKT//aux//66 inrymmas//VB|INF|SFO//acl//50 genom//PP//case//68 omfördelningar//NN|UTR|PLU|IND|NOM//obl//66 inom//PP//case//73 ramen//NN|UTR|SIN|DEF|NOM//fixed//69 för//PP//fixed//69 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 resurser//NN|UTR|PLU|IND|NOM//nmod//68 .//MAD//punct//50
1 Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 kan//VB|PRS|AKT//aux//78 härvid//AB//advmod//78 bli//VB|INF|AKT//conj//50 aktuellt//JJ|POS|NEU|SIN|IND|NOM//xcomp//78 att//IE//mark//81 se//VB|INF|AKT//csubj//78 över//PL//case//83 fördelningen//NN|UTR|SIN|DEF|NOM//obl//81 mellan//PP//case//85 resurser//NN|UTR|PLU|IND|NOM//nmod//83 för//PP//case//87 FoUverksamheten//PM|NOM//nmod//85 och//KN//cc//89 resurser//NN|UTR|PLU|IND|NOM//conj//87 för//PP//case//91 materielanskaffningen//NN|UTR|SIN|DEF|NOM//obl//81 .//MAD//punct//50
1 Sammanfattning;"Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//99 är//VB|PRS|AKT//cop//99 dock//AB//advmod//99 i//PP//advmod//99 huvudsak//NN|UTR|SIN|IND|NOM//fixed//96 en//DT|UTR|SIN|IND//det//99 myndighetsuppgift//NN|UTR|SIN|IND|NOM//conj//50 att//IE//mark//101 föreslå//VB|INF|AKT//acl//99 och//KN//cc//103 genomföra//VB|INF|AKT//conj//101 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//105 omprioritering//NN|UTR|SIN|IND|NOM//obj//103 och//KN//cc//112 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//112 kommer//VB|PRS|AKT//aux//112 inte//AB//advmod//112 att//IE//mark//112 kunna//VB|INF|AKT//aux//112 ge//VB|INF|AKT//conj//101 exakta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 siffror//NN|UTR|PLU|IND|NOM//obj//112 för//PP//case//118 en//DT|UTR|SIN|IND//det//118 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//118 omfördelning//NN|UTR|SIN|IND|NOM//obl//112 mellan//PP//case//121 ""//PAD//punct//121 gammal//JJ|POS|UTR|SIN|IND|NOM//nmod//118 ""//PAD//punct//125 och//KN//cc//125 ""//PAD//punct//125 ny//JJ|POS|UTR|SIN|IND|NOM//conj//121 ""//PAD//punct//125 FoU.//NN|UTR|SIN|IND|NOM//conj//99"
1 Sammanfattning;Inom//PP//case//3 såväl//KN//advmod//3 det//DT|NEU|SIN|DEF//det//3 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//ROOT//3 som//KN//obl//8 det//DT|NEU|SIN|DEF//det//7 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 försvaret//NN|NEU|SIN|DEF|NOM//nsubj//8 syftar//VB|PRS|AKT//acl:relcl//3 FoUverksamheten//PM|NOM//nsubj//8 ytterst//AB|SUV//advmod//8 till//PP//mark//13 att//IE//mark//13 stödja//VB|INF|AKT//advcl//8 Sveriges//PM|GEN//nmod:poss//15 förmåga//NN|UTR|SIN|IND|NOM//obj//13 att//IE//mark//17 leda//VB|INF|AKT//acl//15 och//KN//cc//19 samordna//VB|INF|AKT//conj//17 totalförsvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//21 utveckling//NN|UTR|SIN|IND|NOM//obj//19 samt//KN//cc//23 skapa//VB|INF|AKT//conj//17 handlingsfrihet//NN|UTR|SIN|IND|NOM//obj//23 och//KN//cc//26 förmåga//NN|UTR|SIN|IND|NOM//conj//24 till//PP//case//28 anpassning//NN|UTR|SIN|IND|NOM//obl//23 mot//PP//case//31 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 villkor//NN|NEU|PLU|IND|NOM//nmod//28 och//KN//cc//33 uppgifter//NN|UTR|PLU|IND|NOM//conj//31 som//HP|-|-|-//nsubj//38 genom//PP//case//36 omvärldsutvecklingen//NN|UTR|SIN|DEF|NOM//obl//38 kan//VB|PRS|AKT//aux//38 uppstå//VB|INF|AKT//acl:relcl//33 i//PP//case//40 framtiden//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//3
1 Sammanfattning;Inom//PP//case//3 det//DT|NEU|SIN|DEF//det//3 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 försvaret//NN|NEU|SIN|DEF|NOM//obl//4 stöds//VB|PRS|SFO//ROOT//4 förmågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//4 att//IE//mark//7 leda//VB|INF|AKT//acl//5 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 utveckling//NN|UTR|SIN|IND|NOM//obj//7 genom//PP//case//11 FoU-insatser//NN|UTR|PLU|IND|NOM//nmod//9 inom//PP//case//16 ramen//NN|UTR|SIN|DEF|NOM//fixed//12 för//PP//fixed//12 dels//KN//advmod//16 studie-//NN|UTR|-|-|SMS//nmod//11 och//KN//cc//18 planeringsverksamheten//NN|UTR|SIN|DEF|NOM//conj//16 ,//MID//punct//22 dels//KN//advmod//22 den//DT|UTR|SIN|DEF//det//22 utbildnings-//NN|UTR|-|-|SMS//appos//5 och//KN//cc//24 övningsverksamhet//NN|UTR|SIN|IND|NOM//conj//22 som//HP|-|-|-//nsubj:pass//26 bedrivs//VB|PRS|SFO//acl:relcl//22 på//PP//case//29 alla//DT|UTR/NEU|PLU|IND/DEF//det//29 ledningsnivåer//NN|UTR|PLU|IND|NOM//obl//26 .//MAD//punct//22
1 Sammanfattning;Förbandsledningsförmåga//NN|UTR|SIN|IND|NOM//conj//22 och//KN//cc//33 förmåga//NN|UTR|SIN|IND|NOM//conj//31 till//PP//case//35 verkan//NN|UTR|SIN|IND|NOM//nmod//33 stöds//VB|PRS|SFO//conj//22 inom//PP//case//42 ramen//NN|UTR|SIN|DEF|NOM//fixed//37 för//PP//fixed//37 den//DT|UTR|SIN|DEF//det//42 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 förbands-//NN|NEU|-|-|SMS//obl//36 och//KN//cc//44 taktikutvecklingen//NN|UTR|SIN|DEF|NOM//conj//42 .//MAD//punct//22
1 Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//det//52 i//PP//case//49 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 termer//NN|UTR|PLU|IND|NOM//nmod//46 mest//AB|SUV//advmod//51 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 stödet//NN|NEU|SIN|DEF|NOM//conj//22 från//PP//case//54 FoU-verksamheten//NN|UTR|SIN|DEF|NOM//nmod//52 ges//VB|PRS|SFO//xcomp//4 inom//PP//case//59 ramen//NN|UTR|SIN|DEF|NOM//fixed//56 för//PP//fixed//56 materielförsörjningsprocessen//NN|UTR|SIN|DEF|NOM//obl//55 ,//MID//punct//59 där//HA//advmod//65 forsknings-//NN|UTR|-|-|SMS//nsubj:pass//65 och//KN//cc//64 utvecklingsinsatser//NN|UTR|PLU|IND|NOM//conj//62 görs//VB|PRS|SFO//acl:relcl//59 i//PP//case//68 alla//DT|UTR/NEU|PLU|IND/DEF//det//68 skeden//NN|NEU|PLU|IND|NOM//obl//65 från//PP//case//71 tidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//71 studier//NN|UTR|PLU|IND|NOM//nmod//68 till//PP//case//73 avveckling//NN|UTR|SIN|IND|NOM//nmod//71 av//PP//case//75 materiel//NN|UTR|SIN|IND|NOM//nmod//73 .//MAD//punct//4
1 Sammanfattning;Samarbetet//NN|NEU|SIN|DEF|NOM//nsubj//15 med//PP//case//3 den//DT|UTR|SIN|DEF//det//3 forskning//NN|UTR|SIN|IND|NOM//nmod//0 som//HP|-|-|-//nsubj:pass//5 bedrivs//VB|PRS|SFO//acl:relcl//3 vid//PP//case//7 universitet//NN|NEU|PLU|IND|NOM//obl//5 och//KN//cc//9 högskolor//NN|UTR|PLU|IND|NOM//conj//7 och//KN//cc//13 med//PP//case//13 civil//JJ|POS|UTR|SIN|IND|NOM//amod//13 teknikutveckling//NN|UTR|SIN|IND|NOM//conj//7 har//VB|PRS|AKT//aux//15 blivit//VB|SUP|AKT//ROOT//15 allt//AB//advmod//17 viktigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//15 i//PP//case//19 takt//NN|UTR|SIN|IND|NOM//obl//15 med//PP//mark//28 att//SN//mark//28 gränserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//28 mellan//PP//case//27 militär//NN|UTR|SIN|IND|NOM//amod//27 och//KN//cc//26 civil//JJ|POS|UTR|SIN|IND|NOM//conj//24 teknikutveckling//NN|UTR|SIN|IND|NOM//nmod//22 suddas//VB|PRS|SFO//acl//19 ut//PL//compound:prt//28 .//MAD//punct//15
1 Sammanfattning;Den//DT|UTR|SIN|DEF//det//33 ökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 internationaliseringen//NN|UTR|SIN|DEF|NOM//parataxis//15 och//KN//cc//36 det//DT|NEU|SIN|DEF//det//36 faktum//NN|NEU|SIN|DEF|NOM//conj//33 att//SN//mark//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//44 inom//PP//case//42 det//DT|NEU|SIN|DEF//det//42 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 försvaret//NN|NEU|SIN|DEF|NOM//obl//44 bara//AB//advmod//44 genomförs//VB|PRS|SFO//acl//36 en//DT|UTR|SIN|IND//det//46 bråkdel//NN|UTR|SIN|IND|NOM//obj//44 av//PP//case//52 världens//NN|UTR|SIN|DEF|GEN//nmod:poss//52 samlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 ,//MID//punct//49 försvarsrelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//52 FoU-satsningar//NN|UTR|PLU|IND|NOM//nmod//46 gör//VB|PRS|AKT//conj//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//53 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//53 att//IE//mark//58 systematiskt//AB|POS//advmod//58 bygga//VB|INF|AKT//acl//55 upp//PL//compound:prt//58 samverkan//NN|UTR|SIN|IND|NOM//obj//58 internationellt//AB|POS//advmod//58 där//HA//advmod//65 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//65 är//VB|PRS|AKT//cop//65 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//61 och//KN//cc//67 kostnadseffektivt//JJ|POS|NEU|SIN|IND|NOM//conj//65 samt//KN//cc//69 förenligt//JJ|POS|NEU|SIN|IND|NOM//conj//65 med//PP//case//73 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//73 säkerhetspolitisk//JJ|POS|UTR|SIN|IND|NOM//amod//73 målsättning//NN|UTR|SIN|IND|NOM//obl//69 .//MAD//punct//15
1 Sammanfattning;Inom//PP//case//1 utvecklingsverksamheten//NN|UTR|SIN|DEF|NOM//obl//2 har//VB|PRS|AKT//aux//12 de//DT|UTR/NEU|PLU|DEF//det//5 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//5 årens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 reduceringar//NN|UTR|PLU|IND|NOM//nsubj//12 inom//PP//case//11 det//DT|NEU|SIN|DEF//det//10 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 materielplanering//NN|UTR|SIN|IND|NOM//nmod//6 medfört//VB|SUP|AKT//ROOT//12 behov//NN|NEU|SIN|IND|NOM//obj//12 att//IE//mark//16 tydligare//AB|KOM//advmod//16 prioritera//VB|INF|AKT//acl//13 mellan//PP//case//19 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 system-//NN|UTR|-|-|SMS//obl//16 och//KN//cc//21 kompetensområden//NN|NEU|PLU|IND|NOM//conj//19 .//MAD//punct//12
1 Sammanfattning;Den//DT|UTR|SIN|DEF//det//24 inriktning//NN|UTR|SIN|IND|NOM//nsubj//33 mot//PP//case//27 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 kompetensområden//NN|NEU|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj:pass//29 påbörjades//VB|PRT|SFO//acl:relcl//24 genom//PP//case//31 försvarsbeslutet//NN|NEU|SIN|DEF|NOM//obl//33 1996//RG|NOM//nummod//31 fortsätter//VB|PRS|AKT//parataxis//12 .//MAD//punct//12
1 Sammanfattning;Forsknings-//NN|UTR|-|-|SMS//nsubj//7 och//KN//cc//2 studieverksamheten//NN|UTR|SIN|DEF|NOM//conj//0 inom//PP//case//6 det//DT|NEU|SIN|DEF//det//6 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 försvaret//NN|NEU|SIN|DEF|NOM//nmod//2 syftar//VB|PRS|AKT//ROOT//7 främst//AB|SUV//advmod//7 till//PP//mark//11 att//IE//mark//11 bygga//VB|INF|AKT//advcl//7 upp//PL//compound:prt//11 kunskaper//NN|UTR|PLU|IND|NOM//obj//11 om//PP//compound:prt//11 och//KN//cc//16 förståelse//NN|UTR|SIN|IND|NOM//conj//11 för//PP//case//18 omvärldsutvecklingen//NN|UTR|SIN|DEF|NOM//nmod//16 och//KN//cc//22 successivt//AB|POS//advmod//21 förändrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//22 förutsättningar//NN|UTR|PLU|IND|NOM//conj//18 och//KN//cc//24 villkor//NN|NEU|PLU|IND|NOM//conj//22 för//PP//case//27 civilt//JJ|POS|NEU|SIN|IND|NOM//amod//27 försvar//NN|NEU|SIN|IND|NOM//nmod//22 .//MAD//punct//7
1 Sammanfattning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 kan//VB|PRS|AKT//aux//33 till//PP//advmod//33 exempel//NN|NEU|SIN|IND|NOM//fixed//31 gälla//VB|INF|AKT//parataxis//7 principer//NN|UTR|PLU|IND|NOM//obj//33 för//PP//case//37 ledningssystemets//NN|NEU|SIN|DEF|GEN//nmod:poss//37 uppbyggnad//NN|UTR|SIN|IND|NOM//obl//33 på//PP//case//39 central//JJ|POS|UTR|SIN|IND|NOM//nmod//37 ,//MID//punct//41 regional//JJ|POS|UTR|SIN|IND|NOM//conj//39 och//KN//cc//43 lokal//JJ|POS|UTR|SIN|IND|NOM//conj//39 nivå//NN|UTR|SIN|IND|NOM//conj//39 .//MAD//punct//33
1 Sammanfattning;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 exempel//NN|NEU|PLU|IND|NOM//nsubj//49 är//VB|PRS|AKT//cop//49 metoder//NN|UTR|PLU|IND|NOM//conj//33 för//PP//mark//52 att//IE//mark//52 utveckla//VB|INF|AKT//advcl//49 det//DT|NEU|SIN|DEF//det//56 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//56 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//56 utbildnings-//NN|UTR|-|-|SMS//obj//52 och//KN//cc//58 övningssystem//NN|NEU|PLU|IND|NOM//conj//56 samt//KN//cc//60 metoder//NN|UTR|PLU|IND|NOM//conj//56 för//PP//mark//63 att//IE//mark//63 få//VB|INF|AKT//advcl//52 beredskapshänsyn//NN|UTR|SIN|IND|NOM//obj//63 beaktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//63 i//PP//case//67 samhällsplanering//NN|UTR|SIN|IND|NOM//obl//65 och//KN//cc//69 samhällsutveckling//NN|UTR|SIN|IND|NOM//conj//67 .//MAD//punct//7
