Inledning;Utgångspunkten//NN|UTR|SIN|DEF|NOM//nsubj//45 i//PP//case//3 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//3 äktenskapsrätt//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//0 att//SN//mark//14 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//14 som//HP|-|-|-//nsubj//11 är//VB|PRS|AKT//cop//11 under//PP//advmod//10 18//RG|NOM//nummod//11 år//NN|NEU|PLU|IND|NOM//obl//14 inte//AB//advmod//14 har//VB|PRS|AKT//aux//14 nått//VB|SUP|AKT//ccomp//4 den//DT|UTR|SIN|DEF//det//16 mognad//NN|UTR|SIN|IND|NOM//obj//14 som//HP|-|-|-//nsubj:pass//18 krävs//VB|PRS|SFO//acl:relcl//16 för//PP//mark//22 att//IE//mark//22 självständigt//AB|POS//advmod//22 ta//VB|INF|AKT//advcl//18 ställning//NN|UTR|SIN|IND|NOM//obj//22 i//PP//case//29 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//29 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 och//KN//cc//28 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//26 frågor//NN|UTR|PLU|IND|NOM//obl//22 som//HP|-|-|-//nsubj//31 uppkommer//VB|PRS|AKT//acl:relcl//29 i//PP//case//34 ett//DT|NEU|SIN|IND//det//34 äktenskap//NN|NEU|SIN|IND|NOM//obl//31 .//MAD//punct//0
Inledning;Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//0 som//HP|-|-|-//nsubj//41 är//VB|PRS|AKT//cop//41 under//PP//advmod//40 18//RG|NOM//nummod//41 år//NN|NEU|PLU|IND|NOM//acl:relcl//36 får//VB|PRS|AKT//aux//45 därför//AB//advmod//45 inte//AB//advmod//45 ingå//VB|INF|AKT//advcl//62 äktenskap//NN|NEU|SIN|IND|NOM//obj//45 i//PP//case//48 Sverige//PM|NOM//obl//45 .//MAD//punct//45
Inledning;I//PP//case//53 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 länder//NN|NEU|PLU|IND|NOM//obl//45 ,//MID//punct//53 även//AB//advmod//57 i//PP//case//57 Norden//PM|NOM//appos//53 och//KN//cc//60 övriga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 Europa//PM|NOM//conj//57 ,//MID//punct//62 finns//VB|PRS|SFO//ROOT//62 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//62 dock//AB//advmod//62 fortfarande//AB//advmod//62 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//62 att//IE//mark//68 ingå//VB|INF|AKT//acl//66 äktenskap//NN|NEU|SIN|IND|NOM//obj//68 före//PP//case//73 18//RG|NOM//nummod//72 års//NN|NEU|PLU|IND|GEN//nmod:poss//73 ålder//NN|UTR|SIN|IND|NOM//obl//68 .//MAD//punct//62
Inledning;Enligt//PP//case//1 FN//PM|NOM//obl//17 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//nummod//4 konvention//NN|UTR|SIN|IND|NOM//appos//1 om//PP//case//7 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//7 rättigheter//NN|UTR|PLU|IND|NOM//nmod//4 ,//MID//punct//9 barnkonventionen//NN|UTR|SIN|DEF|NOM//conj//4 (//PAD//punct//9 SÖ//PM|NOM//case//12 1990:20//RG|NOM//conj//4 )//PAD//punct//4 ,//MID//punct//17 ska//VB|PRS|AKT//aux//17 konventionsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//17 vidta//VB|INF|AKT//ROOT//17 alla//DT|UTR/NEU|PLU|IND/DEF//det//22 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 och//KN//cc//21 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//19 åtgärder//NN|UTR|PLU|IND|NOM//obj//17 för//PP//mark//25 att//IE//mark//25 avskaffa//VB|INF|AKT//advcl//17 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 sedvänjor//NN|UTR|PLU|IND|NOM//obj//25 som//HP|-|-|-//nsubj//30 är//VB|PRS|AKT//cop//30 skadliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//27 för//PP//case//33 barns//NN|NEU|PLU|IND|GEN//nmod:poss//33 hälsa//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//17
Inledning;FN-kommittén//NN|UTR|SIN|DEF|NOM//obj//17 för//PP//case//38 barnets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 rättigheter//NN|UTR|PLU|IND|NOM//nmod//35 (//PAD//punct//40 barnrättskommittén//NN|UTR|SIN|DEF|NOM//appos//38 )//PAD//punct//35 har//VB|PRS|AKT//aux//43 identifierat//VB|SUP|AKT//conj//17 tidiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 äktenskap//NN|NEU|PLU|IND|NOM//obj//43 som//KN//mark//50 en//DT|UTR|SIN|IND//det//50 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//50 skadlig//JJ|POS|UTR|SIN|IND|NOM//amod//50 sedvänja//NN|UTR|SIN|IND|NOM//xcomp//17 ,//MID//punct//17 eftersom//SN//mark//60 äktenskap//NN|NEU|SIN|IND|NOM//nsubj//60 och//KN//cc//55 graviditet//NN|UTR|SIN|IND|NOM//conj//53 i//PP//case//58 ung//JJ|POS|UTR|SIN|IND|NOM//amod//58 ålder//NN|UTR|SIN|IND|NOM//nmod//55 kan//VB|PRS|AKT//aux//60 innebära//VB|INF|AKT//advcl//17 hälsorisker//NN|UTR|PLU|IND|NOM//obj//60 för//PP//case//63 flickor//NN|UTR|PLU|IND|NOM//obl//60 och//KN//cc//66 dessutom//AB//advmod//66 hindra//VB|INF|AKT//conj//60 att//SN//mark//69 flickor//NN|UTR|PLU|IND|NOM//nsubj//69 får//VB|PRS|AKT//ccomp//66 utbildning//NN|UTR|SIN|IND|NOM//obj//69 .//MAD//punct//17
Inledning;Efter//PP//case//1 lagändringar//NN|UTR|PLU|IND|NOM//obl//7 år//NN|NEU|SIN|IND|NOM//nmod//3 2014//RG|NOM//nmod//1 är//VB|PRS|AKT//cop//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 inte//AB//advmod//7 tillåtet//PC|PRF|NEU|SIN|IND|NOM//obl//34 för//PP//case//9 barn//NN|NEU|SIN|IND|NOM//nmod//7 att//IE//mark//11 gifta//VB|INF|AKT//acl//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 i//PP//case//14 Sverige//PM|NOM//obl//11 .//MAD//punct//7
Inledning;Vidare//AB|KOM//nmod//7 har//VB|PRS|AKT//aux//34 utrymmet//NN|NEU|SIN|DEF|NOM//obj//17 att//IE//mark//20 erkänna//VB|INF|AKT//acl//18 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 äktenskap//NN|NEU|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj:pass//24 ingåtts//VB|SUP|SFO//acl:relcl//18 av//PP//case//26 barn//NN|NEU|PLU|IND|NOM//obl//24 med//PP//case//28 anknytning//NN|UTR|SIN|IND|NOM//nmod//26 till//PP//case//30 Sverige//PM|NOM//nmod//28 i//PP//advmod//34 stort//AB//fixed//31 sett//PC|PRF|NEU|SIN|IND|NOM//amod//34 försvunnit//VB|SUP|AKT//ROOT//34 .//MID//punct//34
Inledning;När//HA//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 däremot//AB//advmod//39 gäller//VB|PRS|AKT//advcl//53 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 äktenskap//NN|NEU|PLU|IND|NOM//nsubj//39 där//HA//advmod//45 parterna//NN|UTR|PLU|DEF|NOM//nsubj//45 inte//AB//advmod//45 har//VB|PRS|AKT//acl:relcl//41 anknytning//NN|UTR|SIN|IND|NOM//obj//45 till//PP//case//48 Sverige//PM|NOM//obl//45 ska//VB|PRS|AKT//aux//53 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//49 som//KN//case//52 utgångspunkt//NN|UTR|SIN|IND|NOM//nsubj:pass//53 erkännas//VB|INF|SFO//parataxis//34 (//PAD//punct//53 1//RG|NOM//nummod//56 kap.//NN|AN//nmod//57 8//RG|NOM//nummod//59 a//NN|NEU|SIN|IND|NOM//case//59 §//NN|AN//obl//62 första//RO|NOM//amod//61 stycket//NN|NEU|SIN|DEF|NOM//conj//59 lagen//NN|UTR|SIN|DEF|NOM//appos//53 [//PAD//nmod//64 1904:26//RG|NOM//obl//53 s.1//NN|AN//nummod//64 ]//PAD//punct//53 om//PP//case//70 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 rättsförhållanden//NN|NEU|PLU|IND|NOM//obl//53 rörande//PP//case//72 äktenskap//NN|NEU|SIN|IND|NOM//nmod//70 och//KN//cc//74 förmynderskap//NN|NEU|SIN|IND|NOM//conj//72 ,//MID//punct//76 IÄL//PM|NOM//conj//72 )//PAD//punct//53 och//KN//cc//87 utrymmet//NN|NEU|SIN|DEF|NOM//nsubj//87 att//IE//mark//81 vägra//VB|INF|AKT//acl//79 erkännande//NN|NEU|SIN|IND|NOM//obj//81 är//VB|PRS|AKT//cop//87 enligt//PP//case//86 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 lagstiftning//NN|UTR|SIN|IND|NOM//obl//87 begränsat//PC|PRF|NEU|SIN|IND|NOM//conj//53 .//MAD//punct//34
Inledning;Äktenskap//NN|NEU|SIN|IND|NOM//nsubj:pass//94 kan//VB|PRS|AKT//aux//94 i//PP//case//93 dessa//DT|UTR/NEU|PLU|DEF//det//93 fall//NN|NEU|PLU|IND|NOM//obl//94 nekas//VB|PRS|SFO//parataxis//34 erkännande//NN|NEU|SIN|IND|NOM//advmod//94 enbart//AB//advmod//94 om//SN//mark//100 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//100 är//VB|PRS|AKT//cop//100 fråga//NN|UTR|SIN|IND|NOM//advcl//94 om//PP//case//103 ett//DT|NEU|SIN|IND//det//103 tvångsäktenskap//NN|NEU|SIN|IND|NOM//obl//100 (//PAD//punct//103 1//RG|NOM//nummod//106 kap.//NN|AN//nmod//107 8//RG|NOM//nmod//103 a//NN|NEU|SIN|IND|NOM//case//109 §//NN|AN//nmod//107 första//RO|NOM//amod//111 stycket//NN|NEU|SIN|DEF|NOM//nmod//103 2//RG|NOM//nummod//113 IÄL//PM|NOM//nmod//111 )//PAD//punct//94 eller//KN//cc//119 om//SN//mark//119 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//119 skulle//VB|PRT|AKT//aux//119 anses//VB|INF|SFO//conj//94 uppenbart//AB|POS//advmod//121 oförenligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//119 med//PP//case//123 grunderna//NN|UTR|PLU|DEF|NOM//obl//119 för//PP//case//126 vår//PS|UTR|SIN|DEF//nmod:poss//126 rättsordning//NN|UTR|SIN|IND|NOM//nmod//123 att//IE//mark//128 erkänna//VB|INF|AKT//acl//126 äktenskapet//NN|NEU|SIN|DEF|NOM//obj//128 ,//MID//punct//128 s.k.//AB|AN//amod//132 ordre//UO//nmod//133 public//UO//nmod//123 (//PAD//punct//133 7//RG|NOM//nummod//136 kap.//NN|AN//nmod//139 4//RG|NOM//nummod//138 §//NN|AN//nmod//139 IÄL//PM|NOM//nmod//133 )//PAD//punct//133 .//MAD//punct//34

Vårt uppdrag;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 direktiv//NN|NEU|SIN|IND|NOM//nsubj:pass//2 beslutades//VB|PRT|SFO//ROOT//2 vid//PP//case//4 regeringssammanträde//NN|NEU|SIN|IND|NOM//obl//2 den//DT|UTR|SIN|DEF//det//7 9//RO|NOM//nummod//7 mars//NN|UTR|SIN|IND|NOM//obl//2 2017//RG|NOM//nummod//7 .//MAD//punct//2
