Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 utvärdera//VB|INF|AKT//ROOT//4 den//DT|UTR|SIN|DEF//det//7 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 förvaltningsformen//NN|UTR|SIN|DEF|NOM//obj//4 för//PP//case//10 Svenskhemmet//NN|NEU|SIN|DEF|NOM//nmod//10 Voksenåsen//PM|NOM//nmod//7 .//MAD//punct//4
Utgångspunkter för uppdraget;En//DT|UTR|SIN|IND//det//61 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//61 utredare//NN|UTR|SIN|IND|NOM//nsubj//63 bör//VB|PRS|AKT//aux//63 anförtros//VB|INF|AKT//parataxis//46 denna//DT|UTR|SIN|DEF//det//65 uppgift//NN|UTR|SIN|IND|NOM//obj//63 .//MAD//punct//46
Utgångspunkter för uppdraget;Utvärderingen//NN|UTR|SIN|DEF|NOM//nsubj//25 skall//VB|PRS|AKT//aux//25 -//MID//punct//25 med//PP//case//4 beaktande//NN|NEU|SIN|IND|NOM//obl//25 av//PP//case//7 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 ställningstaganden//NN|NEU|PLU|IND|NOM//nmod//4 i//PP//case//9 proposition//NN|UTR|SIN|IND|NOM//nmod//4 1995/96:61//RG|NOM//nmod//4 om//PP//case//12 former//NN|UTR|PLU|IND|NOM//nmod//4 för//PP//case//14 verksamhet//NN|UTR|SIN|IND|NOM//nmod//12 som//HP|-|-|-//nsubj//17 är//VB|PRS|AKT//cop//17 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//12 av//PP//case//20 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//20 stöd//NN|NEU|SIN|IND|NOM//obl//17 ,//MID//punct//22 m.m.//AB|AN//conj//20 -//MID//punct//25 främst//AB|SUV//advmod//25 ge//VB|INF|AKT//ROOT//25 svar//NN|NEU|SIN|IND|NOM//obj//25 på//PP//case//29 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 frågor//NN|UTR|PLU|IND|NOM//obl//25 ://MAD//punct//25
Utgångspunkter för uppdraget;Är//VB|PRS|AKT//cop//4 aktiebolaget//NN|NEU|SIN|DEF|NOM//nsubj//4 en//DT|UTR|SIN|IND//det//4 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 förvaltningsform//NN|UTR|SIN|IND|NOM//ROOT//4 med//PP//case//10 hänsyn//NN|UTR|SIN|IND|NOM//fixed//5 till//PP//fixed//5 verksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 ideella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 grundsyfte//NN|NEU|SIN|IND|NOM//obl//4 ?//MAD//punct//4
Utgångspunkter för uppdraget;Finns//VB|PRS|SFO//ROOT//0 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//0 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 förvaltningsformer//NN|UTR|PLU|IND|NOM//nsubj//0 som//HP|-|-|-//nsubj//7 är//VB|PRS|AKT//cop//7 mer//AB|KOM//advmod//7 ändamålsenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//3 från//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//7 ?//MAD//punct//0
Utgångspunkter för uppdraget;Om//SN//mark//2 så//AB//advmod//2 bedöms//VB|PRS|SFO//advcl//8 vara//VB|INF|AKT//cop//4 fallet//NN|NEU|SIN|DEF|NOM//xcomp//2 ,//MID//punct//8 är//VB|PRS|AKT//cop//8 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//8 lämpligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//8 att//IE//mark//11 ändå//AB//advmod//11 behålla//VB|INF|AKT//csubj//8 bolagsformen//NN|UTR|SIN|DEF|NOM//obj//11 av//PP//case//14 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 ,//MID//punct//16 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 eller//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 skäl//NN|NEU|PLU|IND|NOM//obj//11 ?//MAD//punct//8
Utgångspunkter för uppdraget;Vid//PP//case//1 utvärderingen//NN|UTR|SIN|DEF|NOM//obl//3 skall//VB|PRS|AKT//aux//3 beaktas//VB|INF|SFO//ROOT//3 att//SN//mark//17 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 av//PP//case//7 riksdagen//NN|UTR|SIN|DEF|NOM//nmod//5 vid//PP//case//10 gåvans//NN|UTR|SIN|DEF|GEN//nmod:poss//10 mottagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 uppställda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//12 målet//NN|NEU|SIN|DEF|NOM//nmod//7 om//PP//case//15 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//15 bärkraft//NN|UTR|SIN|IND|NOM//nmod//12 alltjämt//AB//advmod//17 gäller//VB|PRS|AKT//ccomp//3 och//KN//cc//20 bör//VB|PRS|AKT//aux//20 gälla//VB|INF|AKT//conj//17 även//AB//advmod//22 framöver//AB//advmod//20 .//MAD//punct//3
Utgångspunkter för uppdraget;De//DT|UTR/NEU|PLU|DEF//det//25 förslag//NN|NEU|PLU|IND|NOM//nsubj//37 som//HP|-|-|-//obj//32 utvärderingen//NN|UTR|SIN|DEF|NOM//nsubj//32 eventuellt//AB|POS//advmod//32 kan//VB|PRS|AKT//aux//32 komma//VB|INF|AKT//aux//32 att//IE//mark//32 utmynna//VB|INF|AKT//acl:relcl//25 i//PP//obl//32 får//VB|PRS|AKT//aux//37 således//AB//advmod//37 inte//AB//advmod//37 leda//VB|INF|AKT//parataxis//3 till//PP//case//40 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//40 belastning//NN|UTR|SIN|IND|NOM//obl//37 på//PP//case//44 den//DT|UTR|SIN|DEF//det//44 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 statsbudgeten//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//3
Utgångspunkter för uppdraget;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 utgångspunkt//NN|UTR|SIN|IND|NOM//ROOT//2 är//VB|PRS|AKT//cop//2 att//SN//punct//2 fastigheten//NN|UTR|SIN|DEF|NOM//nmod//6 Voksenåsen//PM|NOM//dep//4 även//AB//advmod//13 i//PP//case//9 fortsättningen//NN|UTR|SIN|DEF|NOM//fixed//7 skall//VB|PRS|AKT//aux//13 vara//VB|INF|AKT//cop//13 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 egendom//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//15 förvaltas//VB|PRS|SFO//conj//13 av//PP//case//18 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 fastighetsverk//NN|NEU|SIN|IND|NOM//obl:agent//15 .//MAD//punct//6
Utgångspunkter för uppdraget;Voksenåsens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 karaktär//NN|UTR|SIN|IND|NOM//nsubj//4 av//PP//case//3 nationalgåva//NN|UTR|SIN|IND|NOM//nmod//1 gör//VB|PRS|AKT//ROOT//4 anläggningen//NN|UTR|SIN|DEF|NOM//obj//4 och//KN//cc//8 den//DT|UTR|SIN|DEF//det//8 verksamhet//NN|UTR|SIN|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//11 där//AB//advmod//11 bedrivs//VB|PRS|SFO//acl:relcl//8 till//PP//case//16 en//DT|UTR|SIN|IND//det//15 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//15 svensk-norsk//JJ|POS|UTR|SIN|IND|NOM//amod//16 angelägenhet//NN|UTR|SIN|IND|NOM//obl//11 .//MAD//punct//4
Utgångspunkter för uppdraget;Norska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 synpunkter//NN|UTR|PLU|IND|NOM//nsubj//22 på//PP//case//21 verksamhetsformerna//NN|UTR|PLU|DEF|NOM//nmod//19 har//VB|PRS|AKT//parataxis//4 därför//AB//advmod//22 stor//JJ|POS|UTR|SIN|IND|NOM//amod//25 betydelse//NN|UTR|SIN|IND|NOM//obj//22 .//MAD//punct//4

Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 redovisa//VB|INF|AKT//ROOT//2 verksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 utveckling//NN|UTR|SIN|IND|NOM//obj//2 under//PP//case//7 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 förvaltningsform//NN|UTR|SIN|IND|NOM//nmod//4 .//MAD//punct//2
Uppdraget;Redovisningen//NN|UTR|SIN|DEF|NOM//nsubj//11 skall//VB|PRS|AKT//aux//11 avse//VB|INF|AKT//conj//2 såväl//KN//advmod//13 ekonomi//NN|UTR|SIN|IND|NOM//obj//11 och//KN//cc//15 förvaltning//NN|UTR|SIN|IND|NOM//conj//13 som//KN//mark//17 programinnehåll//NN|NEU|SIN|IND|NOM//conj//13 .//MAD//punct//11
Uppdraget;Av//PP//case//21 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//21 intresse//NN|NEU|SIN|IND|NOM//obl//11 att//IE//mark//23 få//VB|INF|AKT//acl//21 belyst//PC|PRF|UTR|SIN|IND|NOM//obj//23 är//VB|PRS|AKT//cop//21 hur//HA//advmod//36 Voksenåsens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 kontakter//NN|UTR|PLU|IND|NOM//nsubj:pass//36 med//PP//case//32 det//DT|NEU|SIN|DEF//det//32 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 kultur-//NN|UTR|-|-|SMS//nmod//28 och//KN//cc//34 organisationslivet//NN|NEU|SIN|DEF|NOM//conj//32 har//VB|PRS|AKT//aux//36 utvecklats//VB|SUP|SFO//ccomp//25 genom//PP//case//38 åren//NN|NEU|PLU|DEF|NOM//obl//36 .//MAD//punct//11
Uppdraget;Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//3 faktaredovisningen//NN|UTR|SIN|DEF|NOM//nmod//1 skall//VB|PRS|AKT//aux//6 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//6 bedöma//VB|INF|AKT//ROOT//6 för-//NN|UTR|-|-|SMS//obj//6 och//KN//cc//9 nackdelar//NN|UTR|PLU|IND|NOM//conj//7 med//PP//case//11 bolagsformen//NN|UTR|SIN|DEF|NOM//obl//6 ,//MID//punct//13 sett//PC|PRF|NEU|SIN|IND|NOM//conj//6 i//PP//case//17 förhållande//NN|NEU|SIN|IND|NOM//fixed//14 till//PP//fixed//14 ekonomin//NN|UTR|SIN|DEF|NOM//obl//13 ,//MID//punct//19 effektiviteten//NN|UTR|SIN|DEF|NOM//conj//17 och//KN//cc//21 programverksamheten//NN|UTR|SIN|DEF|NOM//conj//17 .//MAD//punct//6
Uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//26 skall//VB|PRS|AKT//aux//26 därefter//AB//advmod//26 lägga//VB|INF|AKT//parataxis//6 fram//PL//compound:prt//26 de//DT|UTR/NEU|PLU|DEF//det//29 förslag//NN|NEU|PLU|IND|NOM//obj//26 som//HP|-|-|-//obj//32 slutsatserna//NN|UTR|PLU|DEF|NOM//nsubj//32 föranleder//VB|PRS|AKT//acl:relcl//29 .//MAD//punct//6

Arbetets bedrivande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 bedriva//VB|INF|AKT//ROOT//2 arbetet//NN|NEU|SIN|DEF|NOM//obj//2 i//PP//case//6 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 kontakt//NN|UTR|SIN|IND|NOM//obl//2 med//PP//case//10 Svenskhemmet//NN|NEU|SIN|DEF|NOM//nmod//9 Voksenåsen//PM|NOM//nmod//10 A//PM|NOM//nmod//6 ///MID//cc//12 S//PM|NOM//conj//10 ,//MID//punct//15 Voksenåsen//PM|NOM//nmod//15 Hotell//NN|NEU|SIN|IND|NOM//appos//2 A//PM|NOM//flat:name//15 ///MID//cc//18 S//NN|AN//conj//15 ,//MID//punct//21 Svensk-norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 samarbetsfonden//NN|UTR|SIN|DEF|NOM//obl//2 ,//MID//punct//21 den//DT|UTR|SIN|DEF//det//25 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 ambassaden//NN|UTR|SIN|DEF|NOM//appos//21 i//PP//case//27 Norge//PM|NOM//nmod//25 och//KN//cc//30 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 fastighetsverk//NN|NEU|SIN|IND|NOM//conj//27 .//MAD//punct//2
Arbetets bedrivande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//35 skall//VB|PRS|AKT//aux//35 även//AB//advmod//35 samråda//VB|INF|AKT//conj//2 med//PP//case//39 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 intressenter//NN|UTR|PLU|IND|NOM//obl//35 i//PP//case//41 Norge//PM|NOM//nmod//39 och//KN//cc//43 Sverige//PM|NOM//conj//41 samt//KN//cc//45 företrädare//NN|UTR|PLU|IND|NOM//conj//39 för//PP//case//50 de//DT|UTR/NEU|PLU|DEF//det//49 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 ländernas//NN|NEU|PLU|DEF|GEN//nmod:poss//50 kultur-//NN|UTR|-|-|SMS//nmod//45 och//KN//cc//52 samhällsliv//NN|NEU|SIN|IND|NOM//conj//50 .//MAD//punct//35
Arbetets bedrivande;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 beakta//VB|INF|AKT//ROOT//2 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 direktiv//NN|NEU|PLU|IND|NOM//obj//2 om//PP//mark//7 att//IE//mark//7 pröva//VB|INF|AKT//advcl//2 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 åtaganden//NN|NEU|PLU|IND|NOM//obj//7 (//PAD//punct//9 dir//NN|AN//appos//9 .//MAD//punct//2
Arbetets bedrivande;1994:23//RG|NOM//obl//2 )//PAD//punct//13 .//MAD//punct//2
Arbetets bedrivande;Utredningsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 vara//VB|INF|AKT//aux:pass//3 avslutat//PC|PRF|NEU|SIN|IND|NOM//ROOT//3 före//PP//case//5 utgången//NN|UTR|SIN|DEF|NOM//obl//3 av//PP//case//7 november//NN|UTR|SIN|IND|NOM//nmod//5 1996//RG|NOM//nummod//7 .//MAD//punct//3
Arbetets bedrivande;(//PAD//punct//11 Kulturdepartementet//NN|NEU|SIN|DEF|NOM//appos//3 )//PAD//punct//11

Bilaga 3;1945-1950//RG|NOM//nmod//2   //_SP////0 Diskussioner//NN|UTR|PLU|IND|NOM//ROOT//2 i//PP//case//4 Norge//PM|NOM//nmod//2 och//KN//cc//6 förslag//NN|NEU|SIN|IND|NOM//conj//4 om//PP//case//10 en//DT|UTR|SIN|IND//det//10 norsk//JJ|POS|UTR|SIN|IND|NOM//amod//10 nationalgåva//NN|UTR|SIN|IND|NOM//nmod//6 till//PP//case//12 Sverige//PM|NOM//nmod//10
Bilaga 3;1955//RG|NOM//discourse//3  //_SP////0 Tomten//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 överlämnas//VB|PRS|SFO//ROOT//3 vid//PP//case//6 en//DT|UTR|SIN|IND//det//6 ceremoni//NN|UTR|SIN|IND|NOM//obl//3 med//PP//case//9 statsministrarna//NN|UTR|PLU|DEF|NOM//nmod//9 Gerhardsen//PM|NOM//nmod//6 och//KN//cc//11 Erlander//PM|NOM//conj//9 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//9
Bilaga 3;1960//RG|NOM//nummod//2  //_SP////0 Voksenåsen//PM|NOM//nsubj:pass//3 invigs//VB|PRS|SFO//ROOT//3 i//PP//case//5 närvaro//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//7 Norges//PM|GEN//nmod//5 och//KN//cc//9 Sveriges//PM|GEN//nmod:poss//10 statschefer//NN|UTR|PLU|IND|NOM//conj//7 ,//MID//punct//3 de//DT|UTR/NEU|PLU|DEF//det//14 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 kungarna//NN|UTR|PLU|DEF|NOM//parataxis//3 .//MAD//punct//3
Bilaga 3;Verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 inleds//VB|PRS|SFO//parataxis//3
Bilaga 3;1975//RG|NOM//nummod//2  //_SP////0 Voksenåsenkommittén//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 tillsätts//VB|PRS|SFO//ROOT//3 av//PP//case//5 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//obl:agent//3
Bilaga 3;1976//RG|NOM//nummod//2  //_SP////0 Voksenåsenkommittén//NN|UTR|SIN|DEF|NOM//nsubj//3 övertar//VB|PRS|AKT//ROOT//3 temporärt//AB|POS//amod//5 förvaltningen//NN|UTR|SIN|DEF|NOM//obj//3 av//PP//case//7 Voksenåsen//PM|NOM//nmod//5 .//MAD//punct//3
Bilaga 3;Från//PP//mark//13 att//SN//mark//13 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 tidigare//AB|KOM//advmod//13 drivits//VB|SUP|SFO//advcl//17 i//PP//case//16 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//16 regi//NN|UTR|SIN|IND|NOM//obl//13 engageras//VB|PRS|SFO//parataxis//3 nu//AB//advmod//17 en//DT|UTR|SIN|IND//det//20 entreprenör//NN|UTR|SIN|IND|NOM//nsubj:pass//17 ,//MID//punct//20 SARA//PM|NOM//conj//20 ,//MID//punct//25 för//PP//case//25 hotell-//NN|NEU|-|-|SMS//conj//20 och//KN//cc//27 restaurangdriften//NN|UTR|SIN|DEF|NOM//conj//25
Bilaga 3;1977//RG|NOM//discourse//3  //_SP////0 Ny//JJ|POS|UTR|SIN|IND|NOM//amod//3 förvaltningsform//NN|UTR|SIN|IND|NOM//nsubj:pass//14 ,//MID//punct//5 aktiebolag//NN|NEU|SIN|IND|NOM//conj//3 ,//MID//punct//7 införs//VB|PRS|SFO//conj//3 och//KN//cc//9 Svenskhemmet//NN|NEU|SIN|DEF|NOM//conj//3 Voksenåsen//PM|NOM//nmod//11 A//PM|NOM//appos//3 ///MID//cc//13 S//NN|NEU|SIN|IND|NOM//conj//11 konstitueras//VB|PRS|SFO//ROOT//14
Bilaga 3;1996//RG|NOM//nummod//2  //_SP////0 Kulturdepartementet//NN|NEU|SIN|DEF|NOM//nsubj//3 tillsätter//VB|PRS|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//5 utredning//NN|UTR|SIN|IND|NOM//obj//3 för//PP//case//7 översyn//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//10 Voksenåsens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 förvaltningsform//NN|UTR|SIN|IND|NOM//nmod//7

