– förslag till ny lag;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 vägtransporter//NN|UTR|PLU|IND|NOM//nmod//2 och//KN//cc//6 arbetstid//NN|UTR|SIN|IND|NOM//conj//4
Till statsrådet Hans Karlsson;Claes//PM|NOM//nsubj//2 Stråth//PM|NOM//flat:name//0 /Per//PM|NOM//ROOT//2 Ewaldsson//PM|NOM//obj//2
Till statsrådet Hans Karlsson;Elisabeth//PM|NOM//ROOT//0 Hallstedt//PM|NOM//flat//0

För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Av//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 sätt//NN|NEU|PLU|IND|NOM//obl//9 att//IE//mark//7 i//PP//case//6 författning//NN|UTR|SIN|IND|NOM//obl//7 genomföra//VB|INF|AKT//acl//3 direktivet//NN|NEU|SIN|DEF|NOM//obj//7 anser//VB|PRS|AKT//ROOT//9 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//9 att//SN//mark//13 det//DT|NEU|SIN|DEF//det//13 lämpligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//ccomp//9 är//VB|PRS|AKT//cop//15 införandet//NN|NEU|SIN|DEF|NOM//nsubj//13 av//PP//case//19 en//DT|UTR|SIN|IND//det//19 ny//JJ|POS|UTR|SIN|IND|NOM//amod//19 lag//NN|UTR|SIN|IND|NOM//nmod//15 .//MAD//punct//15
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Skälen//NN|NEU|PLU|DEF|NOM//nsubj//25 för//PP//case//23 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//21 är//VB|PRS|AKT//cop//25 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//13 .//MAD//punct//9
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Regelverken//NN|NEU|PLU|DEF|NOM//nsubj:pass//17 om//PP//case//2 arbetstid//NN|UTR|SIN|IND|NOM//nmod//0 ,//MID//punct//4 körtid//NN|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//6 vilotid//NN|UTR|SIN|IND|NOM//conj//2 ,//MID//punct//6 m.m.//AB|AN//conj//2 på//PP//case//10 vägtransportområdet//NN|NEU|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//0 redan//AB//advmod//16 innan//SN//mark//16 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//16 skall//VB|PRS|AKT//aux//16 börja//VB|INF|AKT//advcl//17 tillämpas//VB|INF|SFO//ROOT//17 mycket//AB|POS//advmod//19 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//17 och//KN//cc//21 komplexa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//19 .//MAD//punct//17
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Utöver//PP//case//26 den//DT|UTR|SIN|DEF//det//26 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 arbetstidslagstiftningen//NN|UTR|SIN|DEF|NOM//obl//17 ,//MID//punct//26 som//HP|-|-|-//nsubj//30 även//AB//advmod//30 omfattar//VB|PRS|AKT//acl:relcl//26 vägtransportområdet//NN|NEU|SIN|DEF|NOM//obj//30 ,//MID//punct//33 finns//VB|PRS|SFO//conj//17 regler//NN|UTR|PLU|IND|NOM//nsubj//33 om//PP//case//36 kör-//NN|UTR|-|-|SMS//nmod//34 och//KN//cc//38 vilotid//NN|UTR|SIN|IND|NOM//conj//36 m.m.//AB|AN//conj//36 i//PP//case//41 EG-förordningar//NN|UTR|PLU|IND|NOM//nmod//36 ,//MID//punct//36 särskilt//AB//advmod//44 EG-förordning//NN|UTR|SIN|IND|NOM//appos//36 3820/85//RG|NOM//nmod//36 .//MAD//punct//17
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Därtill//AB//advmod//17 kommer//VB|PRS|AKT//parataxis//17 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//51 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 regler//NN|UTR|PLU|IND|NOM//obj//48 som//HP|-|-|-//nsubj//53 kompletterar//VB|PRS|AKT//acl:relcl//51 EG-förordningarna//NN|UTR|PLU|DEF|NOM//obj//53 .//MAD//punct//17
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Mot//PP//case//58 denna//DT|UTR|SIN|DEF//det//58 bakgrund//NN|UTR|SIN|IND|NOM//obl//59 anser//VB|PRS|AKT//conj//17 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//59 att//SN//mark//64 direktivet//NN|NEU|SIN|DEF|NOM//nsubj:pass//64 bör//VB|PRS|AKT//aux//64 genomföras//VB|INF|SFO//ccomp//59 på//PP//case//67 ett//DT|NEU|SIN|IND//det//67 sätt//NN|NEU|SIN|IND|NOM//obl//64 som//HP|-|-|-//nsubj//69 tillvaratar//VB|PRS|AKT//acl:relcl//67 de//DT|UTR/NEU|PLU|DEF//det//71 förenklingsmöjligheter//NN|UTR|PLU|IND|NOM//obj//69 som//HP|-|-|-//nsubj//73 finns//VB|PRS|SFO//acl:relcl//71 .//MAD//punct//17
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Om//SN//mark//4 en//DT|UTR|SIN|IND//det//3 ny//JJ|POS|UTR|SIN|IND|NOM//amod//3 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//4 införs//VB|PRS|SFO//advcl//15 och//KN//cc//7 det//DT|NEU|SIN|DEF//det//7 arbete//NN|NEU|SIN|IND|NOM//conj//4 som//HP|-|-|-//nsubj:pass//9 omfattas//VB|PRS|SFO//acl:relcl//7 av//PP//case//13 den//DT|UTR|SIN|DEF//det//13 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 lagen//NN|UTR|SIN|DEF|NOM//obl//9 helt//AB|POS//advmod//15 undantas//VB|PRS|SFO//ROOT//15 arbetstidslagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//15 ,//MID//punct//24 kan//VB|PRS|AKT//aux//24 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//20 arbetstidsregler//NN|UTR|PLU|IND|NOM//nsubj:pass//24 för//PP//case//23 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//23 arbete//NN|NEU|SIN|IND|NOM//nmod//20 samlas//VB|PRS|SFO//conj//15 i//PP//case//27 en//DT|UTR|SIN|IND//det//27 författning//NN|UTR|SIN|IND|NOM//obl//24 .//MID//punct//15
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Om//SN//mark//35 den//DT|UTR|SIN|DEF//det//32 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 lagen//NN|UTR|SIN|DEF|NOM//nsubj//35 dessutom//AB//advmod//35 enbart//AB//advmod//35 blir//VB|PRS|AKT//advcl//15 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//35 för//PP//case//39 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//39 arbete//NN|NEU|SIN|IND|NOM//obl//35 då//HA//advmod//61 EG-förordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//61 3820/85//RG|NOM//nmod//41 eller//KN//cc//44 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 överenskommelse//NN|UTR|SIN|IND|NOM//conj//41 (//PAD//punct//41 i//PP//case//51 förhållande//NN|NEU|SIN|IND|NOM//fixed//48 till//PP//fixed//48 länder//NN|NEU|PLU|IND|NOM//obl//61 som//HP|-|-|-//nsubj//54 inte//AB//advmod//54 är//VB|PRS|AKT//acl:relcl//51 med//PL//compound:prt//54 i//PP//case//57 EU//PM|NOM//obl//54 eller//KN//cc//59 EES//PM|NOM//conj//57 )//PAD//punct//61 tillämpas//VB|PRS|SFO//advcl//35 ,//MID//punct//63 uppnås//VB|PRS|SFO//conj//35 ett//DT|NEU|SIN|IND//det//66 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//amod//66 regelverk//NN|NEU|SIN|IND|NOM//nsubj:pass//63 där//HA//advmod//72 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//69 regler//NN|UTR|PLU|IND|NOM//nsubj//72 om//PP//case//71 arbetstid//NN|UTR|SIN|IND|NOM//nsubj//72 harmonierar//VB|PRS|AKT//acl:relcl//66 med//PP//case//74 EU//PM|NOM//obl//72 ://MID//punct//66 s//NN|AN//nummod//77 regler//NN|UTR|PLU|IND|NOM//appos//66 om//PP//case//79 körtid//NN|UTR|SIN|IND|NOM//nmod//77 och//KN//cc//81 vilotid//NN|UTR|SIN|IND|NOM//conj//79 .//MID//punct//15
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//84 ändringar//NN|UTR|PLU|IND|NOM//nsubj//85 leder//VB|PRS|AKT//parataxis//15 också//AB//advmod//85 till//PP//mark//97 att//SN//mark//97 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//97 i//PP//case//95 den//DT|UTR|SIN|DEF//det//95 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//95 arbetstidslagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//91 kan//VB|PRS|AKT//aux//97 slopas//VB|INF|SFO//advcl//85 för//PP//case//100 denna//DT|UTR|SIN|DEF//det//100 del//NN|UTR|SIN|IND|NOM//obl//97 av//PP//case//102 vägtransportsektorn//NN|UTR|SIN|DEF|NOM//nmod//100 .//MAD//punct//15
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//105 handlar//VB|PRS|AKT//parataxis//15 om//PP//case//107 bestämmelser//NN|UTR|PLU|IND|NOM//obl//105 som//HP|-|-|-//nsubj//111 i//PP//case//110 princip//NN|UTR|SIN|IND|NOM//obl//111 gäller//VB|PRS|AKT//acl:relcl//107 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//113 arbetstagare//NN|UTR|PLU|IND|NOM//obj//111 ,//MID//punct//118 men//KN//cc//118 som//HP|-|-|-//nsubj:pass//118 inte//AB//advmod//118 tillämpas//VB|PRS|SFO//conj//105 vid//PP//case//121 de//DT|UTR/NEU|PLU|DEF//det//121 vägtransporter//NN|UTR|PLU|IND|NOM//obl//118 som//HP|-|-|-//nsubj:pass//124 skall//VB|PRS|AKT//aux//124 omfattas//VB|INF|SFO//acl:relcl//121 av//PP//case//128 den//DT|UTR|SIN|DEF//det//128 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//128 lagen//NN|UTR|SIN|DEF|NOM//obl:agent//124 .//MAD//punct//15
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Eftersom//SN//mark//19 frågan//NN|UTR|SIN|DEF|NOM//nsubj//19 huruvida//SN//mark//5 egenföretagare//NN|UTR|PLU|IND|NOM//nsubj:pass//5 skall//VB|PRS|AKT//aux//5 omfattas//VB|INF|SFO//acl//1 av//PP//case//7 direktivet//NN|NEU|SIN|DEF|NOM//obl//5 ,//MID//punct//1 och//KN//cc//19 i//PP//advmod//15 så//AB//amod//12 fall//NN|NEU|SIN|IND|NOM//fixed//10 på//PP//case//15 vilka//HD|UTR/NEU|PLU|IND//det//15 villkor//NN|NEU|PLU|IND|NOM//obl//19 ,//MID//punct//19 kommer//VB|PRS|AKT//aux//19 att//IE//mark//19 bli//VB|INF|AKT//advcl//35 föremål//NN|NEU|SIN|IND|NOM//xcomp//19 för//PP//case//23 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 överväganden//NN|NEU|PLU|IND|NOM//obl//19 inom//PP//case//25 EU//PM|NOM//nmod//23 ,//MID//punct//35 bör//VB|PRS|AKT//aux//35 den//DT|UTR|SIN|DEF//det//30 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 regleringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//35 för//PP//case//33 dessa//DT|UTR/NEU|PLU|DEF//det//33 personer//NN|UTR|PLU|IND|NOM//nmod//30 inte//AB//advmod//35 bestämmas//VB|INF|SFO//ROOT//35 nu//AB//advmod//35 .//MAD//punct//35
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//39 pekar//VB|PRS|AKT//parataxis//35 i//PP//case//41 betänkandet//NN|NEU|SIN|DEF|NOM//obl//39 på//PP//case//45 ett//DT|NEU|SIN|IND//det//44 antal//NN|NEU|SIN|IND|NOM//nmod//45 frågor//NN|UTR|PLU|IND|NOM//obl//39 som//HP|-|-|-//obj//51 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//48 tillämpning//NN|UTR|SIN|IND|NOM//nsubj//51 på//PP//case//50 egenföretagare//NN|UTR|PLU|IND|NOM//nmod//48 väcker//VB|PRS|AKT//acl:relcl//45 .//MAD//punct//39
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 noterar//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 att//SN//mark//31 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//31 av//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 förslag//NN|NEU|PLU|IND|NOM//nmod//4 till//PP//case//9 ändringar//NN|UTR|PLU|IND|NOM//nmod//7 i//PP//case//11 reglerna//NN|UTR|PLU|DEF|NOM//nmod//9 om//PP//case//13 kör-//NN|UTR|-|-|SMS//nmod//11 och//KN//cc//15 vilotid//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//17 färdskrivare//NN|UTR|SIN|IND|NOM//conj//13 samt//KN//cc//19 kontroll//NN|UTR|SIN|IND|NOM//conj//13 av//PP//case//21 regelefterlevnad//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//26 som//HP|-|-|-//nsubj:pass//26 för//PP//case//25 närvarande//NN|NEU|SIN|IND|NOM//obl//26 diskuteras//VB|PRS|SFO//acl:relcl//7 i//PP//case//28 EU//PM|NOM//obl//26 ,//MID//punct//31 är//VB|PRS|AKT//cop//31 svårförenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//1 med//PP//case//33 vägarbetstidsdirektivet//NN|NEU|SIN|DEF|NOM//obl//31 .//MAD//punct//1
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;I//PP//case//36 betänkandet//NN|NEU|SIN|DEF|NOM//obl//37 tar//VB|PRS|AKT//parataxis//1 vi//PN|UTR|PLU|DEF|SUB//nsubj//37 upp//PL//compound:prt//37 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//37 för//PP//case//42 vägkantskontroller//NN|UTR|PLU|IND|NOM//obl//37 och//KN//cc//44 kontroller//NN|UTR|PLU|IND|NOM//conj//42 hos//PP//case//46 företagen//NN|NEU|PLU|DEF|NOM//obl//37 .//MAD//punct//37
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//ROOT//1 –//PAD//punct//4 ny//JJ|POS|UTR|SIN|IND|NOM//amod//4 lag//NN|UTR|SIN|IND|NOM//appos//1 om//PP//case//6 arbetstid//NN|UTR|SIN|IND|NOM//nmod//4 vid//PP//case//9 visst//JJ|POS|NEU|SIN|IND|NOM//amod//9 vägtransportarbete//NN|NEU|SIN|IND|NOM//nmod//6
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Den//DT|UTR|SIN|DEF//det//2 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 vägarbetstidslagen//NN|UTR|SIN|DEF|NOM//nsubj//4 skall//VB|PRS|AKT//aux//4 gälla//VB|INF|AKT//ROOT//4 vid//PP//case//6 arbete//NN|NEU|SIN|IND|NOM//obl//4 då//HA//advmod//13 EG-förordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 3820/85//RG|NOM//nmod//8 eller//KN//cc//11 AETR-överenskommelsen//NN|UTR|SIN|DEF|NOM//conj//9 skall//VB|PRS|AKT//aux//13 tillämpas//VB|INF|SFO//advcl//4 .//MAD//punct//4
För att likväl upprätthålla kollektivavtalens betydelse i fråga om arbetstid lägger utredningen ett författningsförslag som fullt ut tillvaratar de möjligheter direktivet ger åt parterna att förfoga över bestämmelserna i kollektivavtal.;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//16 föreslås//VB|PRS|SFO//parataxis//4 gälla//VB|INF|AKT//xcomp//16 enbart//AB//advmod//21 för//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 arbetstagare//NN|UTR|PLU|IND|NOM//obl//17 som//HP|-|-|-//nsubj//24 är//VB|PRS|AKT//cop//24 förare//NN|UTR|SIN|IND|NOM//acl:relcl//21 ,//MID//punct//28 i//PP//case//28 den//DT|UTR|SIN|DEF//det//28 betydelse//NN|UTR|SIN|IND|NOM//obl//24 som//HP|-|-|-//nsubj:pass//30 avses//VB|PRS|SFO//acl:relcl//28 i//PP//case//33 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//33 förordning//NN|UTR|SIN|IND|NOM//obl//30 och//KN//cc//35 överenskommelse//NN|UTR|SIN|IND|NOM//conj//33 .//MAD//punct//4
