– förslag till ny lag;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 vägtransporter//NN|UTR|PLU|IND|NOM//nmod//2 och//KN//cc//6 arbetstid//NN|UTR|SIN|IND|NOM//conj//4
– förslag till ny lag;Stockholm//PM|NOM//ROOT//0 2004//RG|NOM//nummod//0

Till statsrådet Hans Karlsson;Genom//PP//case//2 ett//DT|NEU|SIN|IND//det//2 beslut//NN|NEU|SIN|IND|NOM//obl//7 den//DT|UTR|SIN|DEF//det//5 3//RO|NOM//nummod//5 april//NN|UTR|SIN|IND|NOM//nmod//2 2003//RG|NOM//nummod//5 tillkallade//VB|PRT|AKT//nsubj:pass//41 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//7 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//13 uppgift//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//15 överväga//VB|INF|AKT//acl//13 hur//HA//advmod//21 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//20 och//KN//cc//19 rådets//NN|NEU|SIN|DEF|GEN//conj//17 direktiv//NN|NEU|PLU|IND|NOM//nmod//21 2002/15//RG|NOM//obj//15 ///MID//cc//23 EG//PM|NOM//conj//21 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 11//RG|NOM//nummod//27 mars//NN|UTR|SIN|IND|NOM//obl//15 2002//RG|NOM//nummod//27 om//PP//case//31 arbetstidens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 förläggning//NN|UTR|SIN|IND|NOM//obl//15 för//PP//case//33 personer//NN|UTR|PLU|IND|NOM//nmod//31 som//HP|-|-|-//nsubj//35 utför//VB|PRS|AKT//acl:relcl//33 mobilt//JJ|POS|NEU|SIN|IND|NOM//amod//37 arbete//NN|NEU|SIN|IND|NOM//obj//35 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 vägtransporter//NN|UTR|PLU|IND|NOM//obl//35 skall//VB|PRS|AKT//aux//41 genomföras//VB|INF|SFO//ROOT//41 i//PP//case//44 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//44 rätt//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//41
Till statsrådet Hans Karlsson;Den//DT|UTR|SIN|DEF//det//2 16//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2003//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 Claes//PM|NOM//nsubj:pass//4 Stråth//PM|NOM//flat:name//5 som//KN//mark//9 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//9 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Till statsrådet Hans Karlsson;Den//DT|UTR|SIN|DEF//det//13 7//RO|NOM//nummod//13 juli//NN|UTR|SIN|IND|NOM//obl//15 2003//RG|NOM//nummod//13 förordnades//VB|PRT|SFO//parataxis//4 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//17 Anders//PM|NOM//nmod:poss//23 Stålsby//PM|NOM//flat:name//17 och//KN//cc//20 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//21 Martina//PM|NOM//conj//17 Elfgren//PM|NOM//flat:name//21 Lilja//PM|NOM//nsubj:pass//15 ,//MID//punct//26 båda//PN|UTR/NEU|PLU|DEF|SUB/OBJ//det//26 Näringsdepartementet//NN|NEU|SIN|DEF|NOM//appos//15 ,//MID//punct//44 samt//KN//cc//44 specialisten//NN|UTR|SIN|DEF|NOM//nmod//30 Lars//PM|NOM//nsubj:pass//44 Andersson//PM|NOM//flat:name//30 ,//MID//punct//33 Vägverket//PM|NOM//nmod//30 ,//MID//punct//33 som//KN//mark//36 experter//NN|UTR|PLU|IND|NOM//appos//30 i//PP//case//38 utredningen//NN|UTR|SIN|DEF|NOM//nmod//36 .//MAD//punct//30
Till statsrådet Hans Karlsson;Den//DT|UTR|SIN|DEF//det//42 16//RG|NOM//nummod//42 juni//NN|UTR|SIN|IND|NOM//obl//44 2003//RG|NOM//nummod//42 förordnades//VB|PRT|SFO//conj//4 Per//PM|NOM//nsubj:pass//44 Ewaldsson//PM|NOM//flat//45 och//KN//cc//48 Elisabeth//PM|NOM//conj//45 Hallstedt//PM|NOM//flat:name//48 som//KN//mark//51 huvudsekreterare//NN|UTR|SIN|IND|NOM//advcl//48 respektive//AB//amod//53 sekreterare//NN|UTR|SIN|IND|NOM//conj//51 i//PP//case//55 utredningen//NN|UTR|SIN|DEF|NOM//nmod//53 .//MAD//punct//44
Till statsrådet Hans Karlsson;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//58 assistent//NN|UTR|SIN|IND|NOM//nsubj//60 har//VB|PRS|AKT//aux//60 varit//VB|SUP|AKT//parataxis//44 Åsa//PM|NOM//obl//60 Malmgren//PM|NOM//flat//61 .//MAD//punct//4
Till statsrådet Hans Karlsson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 ,//MID//punct//0 som//HP|-|-|-//nsubj//3 antog//VB|PRT|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Utredningen//NN|UTR|SIN|DEF|NOM//obj//3 om//PP//case//7 vägtransporter//NN|UTR|PLU|IND|NOM//nmod//5 och//KN//cc//9 arbetstid//NN|UTR|SIN|IND|NOM//conj//7 ,//MID//punct//0 har//VB|PRS|AKT//aux//15 under//PP//case//14 arbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//14 gång//NN|UTR|SIN|IND|NOM//obl//15 inhämtat//VB|SUP|AKT//ROOT//15 synpunkter//NN|UTR|PLU|IND|NOM//obj//15 från//PP//case//18 företrädare//NN|UTR|PLU|IND|NOM//obl//15 för//PP//case//20 myndigheter//NN|UTR|PLU|IND|NOM//nmod//18 ,//MID//punct//15 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 parter//NN|UTR|PLU|IND|NOM//obj//15 ,//MID//punct//25 branschorganisationer//NN|UTR|PLU|IND|NOM//conj//23 samt//KN//cc//28 från//PP//case//28 företrädare//NN|UTR|PLU|IND|NOM//conj//23 för//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 genomförande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//28 i//PP//case//36 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 länder//NN|NEU|PLU|IND|NOM//nmod//32 .//MAD//punct//15
Till statsrådet Hans Karlsson;Med//PP//case//40 detta//DT|NEU|SIN|DEF//det//40 betänkande//NN|NEU|SIN|IND|NOM//obl//54 ,//MID//punct//42 Arbetstid//NN|UTR|SIN|IND|NOM//conj//40 vid//PP//case//44 vägtransporter//NN|UTR|PLU|IND|NOM//nmod//42 –//RG|NOM//punct//46 förslag//NN|NEU|PLU|IND|NOM//conj//40 till//PP//case//49 ny//JJ|POS|UTR|SIN|IND|NOM//amod//49 lag//NN|UTR|SIN|IND|NOM//nmod//46 ,//MID//punct//46  //_SP////50 är//VB|PRS|AKT//cop//54 utredningsarbetet//NN|NEU|SIN|DEF|NOM//nsubj//54 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//15 .//MAD//punct//15
Till statsrådet Hans Karlsson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 mars//NN|UTR|SIN|IND|NOM//obl//0 2004//RG|NOM//nummod//2
