6 Ökad uppföljning och kontroll av assistansersättning ;6.1//RG|NOM//nummod//2 Ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 användning//NN|UTR|SIN|IND|NOM//ROOT//2 av//PP//case//4 assistansersättning//NN|UTR|SIN|IND|NOM//nmod//2
6 Ökad uppföljning och kontroll av assistansersättning ;Istället//AB//advmod//48 betonade//VB|PRT|AKT//conj//5 lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//48 den//DT|UTR|SIN|DEF//det//52 assistansberättigades//JJ|POS|MAS|SIN|DEF|GEN//amod//52 självbestämmande//NN|NEU|SIN|IND|NOM//xcomp//48 över//PP//case//54 ersättningen//NN|UTR|SIN|DEF|NOM//nmod//52 (//PAD//punct//52 prop//NN|UTR|SIN|IND|NOM//appos//52 .//MAD//punct//58
6 Ökad uppföljning och kontroll av assistansersättning ;1996/97:150//RG|NOM//obl//5 )//PAD//punct//58 .//MAD//punct//5
6 Ökad uppföljning och kontroll av assistansersättning ;Avsikten//NN|UTR|SIN|DEF|NOM//nsubj//5 med//PP//case//65 den//DT|UTR|SIN|DEF//det//65 schabloniserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//65 timersättningen//NN|UTR|SIN|DEF|NOM//nmod//61 var//VB|PRT|AKT//cop//68 att//IE//mark//68 förenkla//VB|INF|AKT//advcl//5 administrationen//NN|UTR|SIN|DEF|NOM//obj//68 för//PP//case//71 staten//NN|UTR|SIN|DEF|NOM//obl//68 och//KN//cc//74 för//PP//case//74 anordnare//NN|UTR|SIN|IND|NOM//conj//71 av//PP//case//77 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//77 assistans//NN|UTR|SIN|IND|NOM//nmod//74 .//MAD//punct//5
6 Ökad uppföljning och kontroll av assistansersättning ;På//PP//case//81 det//DT|NEU|SIN|DEF//det//81 sättet//NN|NEU|SIN|DEF|NOM//obl//87 skulle//VB|PRT|AKT//aux//87 resurser//NN|UTR|PLU|IND|NOM//nsubj//87 mer//AB|KOM//advmod//85 direkt//AB|POS//advmod//87 kunna//VB|INF|AKT//aux//87 komma//VB|INF|AKT//ROOT//87 de//DT|UTR/NEU|PLU|DEF//det//89 assistansberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//87 till//PP//advmod//87 godo//NN|-|-|-|-//fixed//90 .//MID//punct//87
6 Ökad uppföljning och kontroll av assistansersättning ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 är//VB|PRS|AKT//cop//95 uppenbart//JJ|POS|NEU|SIN|IND|NOM//parataxis//87 att//SN//mark//98 administrationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//98 förenklats//VB|SUP|SFO//csubj//95 sedan//SN//mark//103 den//DT|UTR|SIN|DEF//det//102 schabloniserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//102 timersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//103 infördes//VB|PRT|SFO//advcl//98 .//MAD//punct//95
6 Ökad uppföljning och kontroll av assistansersättning ;I//PP//case//107 vilken//HD|UTR|SIN|IND//det//107 utsträckning//NN|UTR|SIN|IND|NOM//obl//124 som//HP|-|-|-//obl//110 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//110 inneburit//VB|SUP|AKT//acl:relcl//107 att//SN//mark//113 assistansanordnare//NN|UTR|PLU|IND|NOM//nsubj//113 använt//VB|SUP|AKT//ccomp//110 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//115 resurser//NN|UTR|PLU|IND|NOM//obj//113 till//PP//mark//118 att//IE//mark//118 förbättra//VB|INF|AKT//advcl//113 kvaliteten//NN|UTR|SIN|DEF|NOM//obj//118 i//PP//case//123 den//DT|UTR|SIN|DEF//det//123 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//123 assistansen//NN|UTR|SIN|DEF|NOM//obl//118 går//VB|PRS|AKT//advcl//95 inte//AB//advmod//124 att//IE//mark//127 säga//VB|INF|AKT//advcl//124 med//PP//case//129 säkerhet//NN|UTR|SIN|IND|NOM//obl//127 .//MAD//punct//95
6 Ökad uppföljning och kontroll av assistansersättning ;Som//HA//advmod//1 framgår//VB|PRS|AKT//advcl//7 av//PP//case//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//4 4.2.5//RG|NOM//obl//1 har//VB|PRS|AKT//aux//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 förekommit//VB|SUP|AKT//ROOT//7 exempel//NN|NEU|SIN|IND|NOM//advmod//7 på//PP//mark//14 att//SN//mark//14 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 anordnare//NN|UTR|PLU|IND|NOM//nsubj//14 använt//VB|SUP|AKT//advcl//7 den//DT|UTR|SIN|DEF//det//16 del//NN|UTR|SIN|IND|NOM//obj//14 av//PP//case//18 assistansersättningen//NN|UTR|SIN|DEF|NOM//nmod//16 som//HP|-|-|-//nsubj//21 ”//PM|NOM//advmod//21 blivit//VB|SUP|AKT//acl:relcl//18 över//PP//case//23 ”//PM|NOM//obl//21 sedan//AB//case//25 löner//NN|UTR|PLU|IND|NOM//obl//21 och//KN//cc//29 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kostnader//NN|UTR|PLU|IND|NOM//conj//25 betalats//VB|SUP|SFO//conj//21 till//PP//case//33 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 vinster//NN|UTR|PLU|IND|NOM//obl//30 för//PP//case//35 ägare//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//38 fri//JJ|POS|UTR|SIN|IND|NOM//amod//38 konsumtion//NN|UTR|SIN|IND|NOM//conj//35 för//PP//case//40 assistansberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//38 .//MAD//punct//7
6 Ökad uppföljning och kontroll av assistansersättning ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 var//VB|PRT|AKT//cop//45 dessa//DT|UTR/NEU|PLU|DEF//det//45 exempel//NN|NEU|PLU|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj//47 föranledde//VB|PRT|AKT//acl:cleft//45 regeringen//NN|UTR|SIN|DEF|NOM//obj//47 ,//MID//punct//45 att//SN//mark//53 år//NN|NEU|SIN|IND|NOM//nmod//52 2004//RG|NOM//obl//53 ge//VB|INF|AKT//appos//45 RFV//PM|NOM//obj//53 i//PP//case//56 uppdrag//NN|NEU|SIN|IND|NOM//obl//53 att//IE//mark//58 se//VB|INF|AKT//advcl//53 över//PL//case//62 det//DT|NEU|SIN|DEF//det//62 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//62 systemet//NN|NEU|SIN|DEF|NOM//obl//58 med//PP//case//65 schabloniserad//PC|PRF|UTR|SIN|IND|NOM//amod//65 timersättning//NN|UTR|SIN|IND|NOM//nmod//62 i//PP//case//67 syfte//NN|NEU|SIN|IND|NOM//nmod//65 att//IE//mark//69 öka//VB|INF|AKT//advcl//58 den//DT|UTR|SIN|DEF//det//72 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 kontrollen//NN|UTR|SIN|DEF|NOM//obj//69 av//PP//mark//78 hur//HA//advmod//78 den//DT|UTR|SIN|DEF//det//77 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//77 assistansersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//78 används//VB|PRS|SFO//advcl//69 och//KN//cc//81 därmed//AB//advmod//81 minska//VB|INF|AKT//conj//78 utrymmet//NN|NEU|SIN|DEF|NOM//obj//81 för//PP//mark//86 att//SN//mark//86 assistansersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//86 används//VB|PRS|SFO//advcl//81 till//PP//case//90 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//87 än//KN//fixed//87 kostnader//NN|UTR|PLU|IND|NOM//obl//86 för//PP//case//93 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//93 assistans//NN|UTR|SIN|IND|NOM//nmod//90 .//MAD//punct//45
6 Ökad uppföljning och kontroll av assistansersättning ;Att//IE//mark//96 bedöma//VB|INF|AKT//csubj//106 omfattningen//NN|UTR|SIN|DEF|NOM//obj//96 av//PP//case//102 dessa//DT|UTR/NEU|PLU|DEF//det//102 icke//AB//advmod//101 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//102 användningar//NN|UTR|PLU|IND|NOM//nmod//97 av//PP//case//104 assistansersättning//NN|UTR|SIN|IND|NOM//nmod//102 är//VB|PRS|AKT//cop//106 svårt//JJ|POS|NEU|SIN|IND|NOM//parataxis//45 .//MAD//punct//106
6 Ökad uppföljning och kontroll av assistansersättning ;Varken//KN//cc//109 RFV//PM|NOM//conj//106 eller//KN//cc//114 vi//PN|UTR|PLU|DEF|SUB//nsubj//114 har//VB|PRS|AKT//aux//114 kunnat//VB|SUP|AKT//aux//114 presentera//VB|INF|AKT//conj//106 en//DT|UTR|SIN|IND//det//117 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//117 bild//NN|UTR|SIN|IND|NOM//obj//114 .//MAD//punct//114
6 Ökad uppföljning och kontroll av assistansersättning ;Många//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//129 av//PP//case//122 de//DT|UTR/NEU|PLU|DEF//det//122 aktörer//NN|UTR|PLU|IND|NOM//nmod//119 vi//PN|UTR|PLU|DEF|SUB//nsubj//124 haft//VB|SUP|AKT//acl:relcl//122 kontakt//NN|UTR|SIN|IND|NOM//obj//124 med//PP//obl//124 har//VB|PRS|AKT//aux//129 dock//AB//advmod//129 givit//VB|SUP|AKT//conj//45 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 bilder//NN|UTR|PLU|IND|NOM//obj//129 av//PP//mark//136 vad//HP|NEU|SIN|IND//obj//136 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//136 kan//VB|PRS|AKT//aux//136 handla//VB|INF|AKT//acl//131 om//PP//compound:prt//136 .//MAD//punct//45
6 Ökad uppföljning och kontroll av assistansersättning ;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 intryck//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//10 de//DT|UTR/NEU|PLU|DEF//det//6 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//6 verksamheter//NN|UTR|PLU|IND|NOM//nsubj//10 med//PP//case//9 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 assistans//NN|UTR|SIN|IND|NOM//nmod//6 fungerar//VB|PRS|AKT//ccomp//2 väl//AB|POS//advmod//10 .//MAD//punct//2
6 Ökad uppföljning och kontroll av assistansersättning ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 hindrar//VB|PRS|AKT//parataxis//2 inte//AB//advmod//14 att//SN//mark//17 exemplen//NN|NEU|PLU|DEF|NOM//nsubj:pass//30 på//PP//mark//21 att//SN//mark//21 assistansersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 används//VB|PRS|SFO//acl//17 till//PP//case//25 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//22 än//KN//fixed//22 kostnader//NN|UTR|PLU|IND|NOM//obl//21 för//PP//case//28 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//28 assistans//NN|UTR|SIN|IND|NOM//nmod//25 måste//VB|PRS|AKT//aux//30 tas//VB|INF|SFO//ccomp//14 på//PP//case//32 allvar//NN|NEU|SIN|IND|NOM//obl//30 .//MAD//punct//14
6 Ökad uppföljning och kontroll av assistansersättning ;Möjligheten//NN|UTR|SIN|DEF|NOM//nsubj//41 att//IE//mark//36 öppet//AB|POS//acl//34 och//KN//cc//39 utan//PP//case//39 efterräkningar//NN|UTR|PLU|IND|NOM//conj//36 kunna//VB|INF|AKT//aux//41 använda//VB|INF|AKT//parataxis//14 ersättning//NN|UTR|SIN|IND|NOM//obj//41 för//PP//case//45 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//45 assistans//NN|UTR|SIN|IND|NOM//obl//41 till//PP//case//49 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//46 än//KN//fixed//46 kostnader//NN|UTR|PLU|IND|NOM//obl//41 för//PP//case//52 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//52 assistans//NN|UTR|SIN|IND|NOM//nmod//49 utgör//VB|PRS|AKT//conj//14 i//PP//case//55 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//53 ett//DT|NEU|SIN|IND//det//58 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//58 problem//NN|NEU|SIN|IND|NOM//obj//53 .//MAD//punct//14
6 Ökad uppföljning och kontroll av assistansersättning ;För//PP//case//62 assistansreformens//NN|UTR|SIN|DEF|GEN//nmod:poss//62 trovärdighet//NN|UTR|SIN|IND|NOM//obl//74 måste//VB|PRS|AKT//aux//74 de//DT|UTR/NEU|PLU|DEF//det//65 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//74 som//HP|-|-|-//nsubj//67 betalar//VB|PRS|AKT//acl:relcl//65 ut//PL//compound:prt//67 ersättning//NN|UTR|SIN|IND|NOM//obj//67 för//PP//case//72 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//72 assistans//NN|UTR|SIN|IND|NOM//nmod//69 kunna//VB|INF|AKT//aux//74 följa//VB|INF|AKT//conj//14 upp//PL//compound:prt//74 och//KN//cc//77 kontrollera//VB|INF|AKT//conj//74 till//PL//mark//81 vad//HP|NEU|SIN|IND//obj//81 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//81 används//VB|PRS|SFO//advcl//77 i//PP//case//83 syfte//NN|NEU|SIN|IND|NOM//obl//81 att//IE//mark//85 säkerställa//VB|INF|AKT//acl//83 en//DT|UTR|SIN|IND//det//88 ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//amod//88 användning//NN|UTR|SIN|IND|NOM//obj//85 .//MAD//punct//14
6 Ökad uppföljning och kontroll av assistansersättning ;Samtidigt//AB//advmod//1 måste//VB|PRS|AKT//aux//7 fördelarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//7 med//PP//case//6 en//DT|UTR|SIN|IND//det//6 schabloniserad//PC|PRF|UTR|SIN|IND|NOM//amod//6 timersättning//NN|UTR|SIN|IND|NOM//nmod//2 tas//VB|PRS|SFO//ROOT//7 till//PP//case//9 vara//NN|-|-|-|-//obl//7 .//MAD//punct//7
6 Ökad uppföljning och kontroll av assistansersättning ;Nu//AB//discourse//19 ,//MID//punct//11 precis//AB//advmod//19 som//HA//mark//19 när//HA//mark//19 den//DT|UTR|SIN|DEF//det//18 schabloniserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//18 timersättningen//NN|UTR|SIN|DEF|NOM//nsubj//19 tillkom//VB|PRT|AKT//advcl//23 ,//MID//punct//23 är//VB|PRS|AKT//cop//23 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//23 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 att//SN//mark//30 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 resurser//NN|UTR|PLU|IND|NOM//nsubj:pass//30 för//PP//case//28 assistansersättning//NN|UTR|SIN|IND|NOM//nmod//26 inte//AB//advmod//30 används//VB|PRS|SFO//acl//23 till//PP//case//33 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 administration//NN|UTR|SIN|IND|NOM//obl//30 än//KN//mark//35 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//30 .//MAD//punct//7
6 Ökad uppföljning och kontroll av assistansersättning ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 är//VB|PRS|AKT//cop//40 också//AB//advmod//40 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 att//SN//mark//46 uppföljningen//NN|UTR|SIN|DEF|NOM//nsubj//46 och//KN//cc//44 kontrollen//NN|UTR|SIN|DEF|NOM//conj//42 inte//AB//advmod//46 kräver//VB|PRS|AKT//csubj//40 så//AB//advmod//48 mycket//AB|POS//advmod//49 administrativt//JJ|POS|NEU|SIN|IND|NOM//amod//50 arbete//NN|NEU|SIN|IND|NOM//obj//46 hos//PP//case//52 assistansanordnarna//NN|UTR|PLU|DEF|NOM//obl//46 att//SN//mark//59 de//DT|UTR/NEU|PLU|DEF//det//58 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 mindre//AB|KOM//advmod//57 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 anordnarna//NN|UTR|PLU|DEF|NOM//nsubj//59 riskerar//VB|PRS|AKT//ccomp//46 att//IE//mark//61 slås//VB|INF|SFO//xcomp//59 ut//PL//compound:prt//61 enbart//AB//advmod//61 av//PP//case//66 detta//DT|NEU|SIN|DEF//det//66 skäl//NN|NEU|SIN|IND|NOM//obl//61 .//MAD//punct//40
6 Ökad uppföljning och kontroll av assistansersättning ;Vi//PN|UTR|PLU|DEF|SUB//nsubj//74 har//VB|PRS|AKT//aux//74 därför//AB//advmod//74 inte//AB//advmod//74 på//PP//case//73 allvar//NN|NEU|SIN|IND|NOM//obl//74 övervägt//VB|SUP|AKT//parataxis//40 möjligheten//NN|UTR|SIN|DEF|NOM//obj//74 att//IE//mark//77 gå//VB|INF|AKT//acl//75 tillbaka//PL//advmod//77 till//PP//case//81 det//DT|NEU|SIN|DEF//det//81 system//NN|NEU|SIN|IND|NOM//obl//77 för//PP//case//83 kostnadskontroll//NN|UTR|SIN|IND|NOM//nmod//81 som//HP|-|-|-//nsubj:pass//85 tillämpades//VB|PRT|SFO//acl:relcl//83 när//HA//mark//88 assistansreformen//NN|UTR|SIN|DEF|NOM//nsubj:pass//88 genomfördes//VB|PRT|SFO//advcl//85 .//MAD//punct//74
6 Ökad uppföljning och kontroll av assistansersättning ;6.1.2//RG|NOM//nmod//91 Intressenter//NN|UTR|PLU|IND|NOM//appos//74
6 Ökad uppföljning och kontroll av assistansersättning ;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//2 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 intressenter//NN|UTR|PLU|IND|NOM//nsubj//4 bör//VB|PRS|AKT//aux//4 ha//VB|INF|AKT//ROOT//4 nytta//NN|UTR|SIN|IND|NOM//obj//4 av//PP//case//9 en//DT|UTR|SIN|IND//det//9 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//9 uppföljning//NN|UTR|SIN|IND|NOM//obl//4 och//KN//cc//11 kontroll//NN|UTR|SIN|IND|NOM//conj//9 av//PP//case//13 ersättning//NN|UTR|SIN|IND|NOM//nmod//11 för//PP//case//16 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//16 assistans//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//4
