6 Ökad uppföljning och kontroll av assistansersättning ;6.1//RG|NOM//nummod//2 Ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 användning//NN|UTR|SIN|IND|NOM//ROOT//2 av//PP//case//4 assistansersättning//NN|UTR|SIN|IND|NOM//nmod//2
6 Ökad uppföljning och kontroll av assistansersättning ;Assistanskommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//ROOT//1
6 Ökad uppföljning och kontroll av assistansersättning ;•//NN|UTR|SIN|IND|NOM//nsubj//15 För//PP//case//3 assistansreformens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 trovärdighet//NN|UTR|SIN|IND|NOM//obl//15 måste//VB|PRS|AKT//aux//15 de//DT|UTR/NEU|PLU|DEF//det//6 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//15 som//HP|-|-|-//nsubj//8 betalar//VB|PRS|AKT//acl:relcl//6 ut//PL//compound:prt//8 ersättning//NN|UTR|SIN|IND|NOM//obj//8 till//PP//case//13 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//13 assistans//NN|UTR|SIN|IND|NOM//obl//8 kunna//VB|INF|AKT//aux//15 följa//VB|INF|AKT//advcl//38 upp//PL//compound:prt//15 och//KN//cc//18 kontrollera//VB|INF|AKT//conj//15 till//PL//mark//22 vad//HP|NEU|SIN|IND//obj//22 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//22 används//VB|PRS|SFO//advcl//18 i//PP//case//24 syfte//NN|NEU|SIN|IND|NOM//obl//22 att//IE//mark//26 säkerställa//VB|INF|AKT//acl//24 en//DT|UTR|SIN|IND//det//29 ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//amod//29 användning//NN|UTR|SIN|IND|NOM//obj//26 .//MAD//punct//15
6 Ökad uppföljning och kontroll av assistansersättning ;Samtidigt//AB//advmod//32 måste//VB|PRS|AKT//aux//38 fördelarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//38 med//PP//case//37 en//DT|UTR|SIN|IND//det//37 schabloniserad//PC|PRF|UTR|SIN|IND|NOM//amod//37 timersättning//NN|UTR|SIN|IND|NOM//nmod//33 tas//VB|PRS|SFO//ROOT//38 till//PP//case//40 vara//NN|-|-|-|-//obl//38 även//AB//advmod//38 i//PP//case//43 fortsättningen//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//38
6 Ökad uppföljning och kontroll av assistansersättning ;6.1.1//RG|NOM//nummod//46 Motiv//NN|NEU|PLU|IND|NOM//nsubj:pass//38
6 Ökad uppföljning och kontroll av assistansersättning ;De//DT|UTR/NEU|PLU|DEF//det//1 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//9 som//HP|-|-|-//nsubj//3 betalar//VB|PRS|AKT//acl:relcl//1 ut//PL//compound:prt//3 ersättning//NN|UTR|SIN|IND|NOM//obj//3 till//PP//case//8 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 assistans//NN|UTR|SIN|IND|NOM//obl//3 har//VB|PRS|AKT//ROOT//9 i//PP//advmod//9 dag//NN|UTR|SIN|IND|NOM//fixed//10 små//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 möjligheter//NN|UTR|PLU|IND|NOM//obj//9 att//IE//mark//15 följa//VB|INF|AKT//acl//13 upp//PL//compound:prt//15 hur//HA//advmod//19 ersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 används//VB|PRS|SFO//ccomp//15 .//MAD//punct//9
6 Ökad uppföljning och kontroll av assistansersättning ;En//DT|UTR|SIN|IND//det//22 del//NN|UTR|SIN|IND|NOM//nsubj//25 av//PP//case//24 användningen//NN|UTR|SIN|DEF|NOM//nmod//22 går//VB|PRS|AKT//conj//9 över//PP//advmod//25 huvud//NN|NEU|SIN|IND|NOM//fixed//26 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//26 inte//AB//advmod//31 att//IE//mark//31 följa//VB|INF|AKT//advcl//25 upp//PL//compound:prt//31 .//MAD//punct//25
6 Ökad uppföljning och kontroll av assistansersättning ;Sanktionsmöjligheterna//NN|UTR|PLU|DEF|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 också//AB//advmod//38 mycket//AB|POS//advmod//38 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//9 .//MAD//punct//9
6 Ökad uppföljning och kontroll av assistansersättning ;När//HA//mark//2 assistansreformen//NN|UTR|SIN|DEF|NOM//nsubj//2 trädde//VB|PRT|AKT//advcl//5 i//PP//case//4 kraft//NN|UTR|SIN|IND|NOM//obl//2 betalade//VB|PRT|AKT//advcl//87 staten//NN|UTR|SIN|DEF|NOM//nsubj//5 ut//PL//case//8 assistansersättning//NN|UTR|SIN|IND|NOM//obl//5 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 de//DT|UTR/NEU|PLU|DEF//det//11 kostnader//NN|UTR|PLU|IND|NOM//obl//5 den//DT|UTR|SIN|DEF//det//13 assistansberättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//14 hade//VB|PRT|AKT//acl:relcl//11 för//PP//case//17 sin//PS|UTR|SIN|DEF//nmod:poss//17 assistans//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//5
6 Ökad uppföljning och kontroll av assistansersättning ;Efter//PP//case//22 ett//DT|NEU|SIN|IND//det//21 par//NN|NEU|SIN|IND|NOM//nmod//22 år//NN|NEU|PLU|IND|NOM//obl//23 infördes//VB|PRT|SFO//parataxis//5 istället//AB//case//27 en//DT|UTR|SIN|IND//det//27 schabloniserad//PC|PRF|UTR|SIN|IND|NOM//amod//27 timersättning//NN|UTR|SIN|IND|NOM//obl//23 .//MAD//punct//5
6 Ökad uppföljning och kontroll av assistansersättning ;Förändringen//NN|UTR|SIN|DEF|NOM//nsubj//30 innebar//VB|PRT|AKT//parataxis//5 att//SN//mark//37 det//DT|NEU|SIN|DEF//det//33 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//37 till//PP//case//36 stor//JJ|POS|UTR|SIN|IND|NOM//amod//36 del//NN|UTR|SIN|IND|NOM//obl//37 släppte//VB|PRT|AKT//ccomp//30 kontrollen//NN|UTR|SIN|DEF|NOM//obj//37 av//PP//mark//41 hur//HA//advmod//41 medel//NN|NEU|PLU|IND|NOM//xcomp//37 till//PP//case//44 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//44 assistans//NN|UTR|SIN|IND|NOM//nmod//41 används//VB|PRS|SFO//advcl//37 .//MAD//punct//30
