10.1 Direktivets föreskrifter;Allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//15 om//PP//mark//6 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 mottagningsvillkor//NN|UTR|PLU|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 införda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//1 i//PP//case//10 direktivets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 artikel//NN|UTR|SIN|IND|NOM//nmod//10 13//RG|NOM//obl//6 .//MAD//punct//1
10.2.1 Författningsföreskrifter / Dagersättning;Dagersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 per//PP//case//2 person//NN|UTR|SIN|IND|NOM//nmod//0 lämnas//VB|PRS|SFO//ROOT//3 med//PP//case//6 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 belopp//NN|NEU|SIN|IND|NOM//obl//3 .//MAD//punct//3
10.2.1 Författningsföreskrifter / Dagersättning;För//PP//case//1 familjer//NN|UTR|PLU|IND|NOM//obl//8 som//HP|-|-|-//nsubj//3 har//VB|PRS|AKT//acl:relcl//1 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//7 än//KN//fixed//4 två//RG|NOM//nummod//7 barn//NN|NEU|PLU|IND|NOM//obj//3 lämnas//VB|PRS|SFO//ROOT//8 hel//JJ|POS|UTR|SIN|IND|NOM//amod//10 dagersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//8 endast//AB//advmod//16 för//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 två//RG|NOM//nummod//16 äldsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//16 barnen//NN|NEU|PLU|DEF|NOM//obl//8 .//MAD//punct//8
10.2.1 Författningsföreskrifter / Dagersättning;För//PP//cc//26 vart//PN|NEU|SIN|IND|SUB/OBJ//advmod//26 och//KN//fixed//19 ett//PN|NEU|SIN|IND|SUB/OBJ//fixed//19 av//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 yngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 barnen//NN|NEU|PLU|DEF|NOM//nmod//19 lämnas//VB|PRS|SFO//conj//8 dagersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//26 med//PP//case//29 hälften//NN|UTR|SIN|DEF|NOM//obl//26 av//PP//case//32 det//DT|NEU|SIN|DEF//det//32 belopp//NN|NEU|SIN|IND|NOM//nmod//29 som//HP|-|-|-//nsubj//34 gäller//VB|PRS|AKT//acl:relcl//32 för//PP//case//36 barnet//NN|NEU|SIN|DEF|NOM//obl//34 enligt//PP//case//38 tabellen//NN|UTR|SIN|DEF|NOM//obl//34 .//MAD//punct//8
10.2.1 Författningsföreskrifter / Dagersättning;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//6 som//HP|-|-|-//nsubj//3 vill//VB|PRS|AKT//aux//3 få//VB|INF|AKT//acl:relcl//0 dagersättning//NN|UTR|SIN|IND|NOM//obj//3 skall//VB|PRS|AKT//aux//6 göra//VB|INF|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//9 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//9 ansökan//NN|UTR|SIN|IND|NOM//obj//6 .//MAD//punct//6
10.2.1 Författningsföreskrifter / Dagersättning;Ansökan//NN|UTR|SIN|IND|NOM//nsubj//13 skall//VB|PRS|AKT//aux//13 innehålla//VB|INF|AKT//parataxis//6 en//DT|UTR|SIN|IND//det//15 förklaring//NN|UTR|SIN|IND|NOM//obj//13 på//PP//case//17 heder//NN|UTR|SIN|IND|NOM//nmod//15 och//KN//cc//19 samvete//NN|NEU|SIN|IND|NOM//conj//17 att//SN//mark//31 de//DT|UTR/NEU|PLU|DEF//det//22 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//31 som//HP|-|-|-//nsubj:pass//24 lämnats//VB|SUP|SFO//acl:relcl//22 om//PP//case//29 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 och//KN//cc//28 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//26 förhållanden//NN|NEU|PLU|IND|NOM//obl//24 är//VB|PRS|AKT//cop//31 riktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//15 (//PAD//punct//31 8//RG|NOM//nummod//34 §//NN|AN//nmod//35 FMA//PM|NOM//appos//31 )//PAD//punct//13 .//MAD//punct//6
10.2.1 Författningsföreskrifter / Dagersättning;Dagersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//39 betalas//VB|PRS|SFO//parataxis//6 ut//PL//compound:prt//39 förskottsvis//AB//advmod//43 per//PP//case//43 månad//NN|UTR|SIN|IND|NOM//obl//39 ,//MID//punct//49 om//SN//mark//49 inte//AB//advmod//49 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 skäl//NN|NEU|PLU|IND|NOM//nsubj//49 leder//VB|PRS|AKT//conj//6 till//PP//case//51 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//49 (//PAD//punct//49 10//RG|NOM//nummod//54 §//NN|AN//nmod//55 FMA//PM|NOM//obl//49 )//PAD//punct//49 .//MAD//punct//6
10.2.1 Författningsföreskrifter / Dagersättning;Nivån//NN|UTR|SIN|DEF|NOM//nsubj//3 på//PP//case//2 dagersättningen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//8 sedan//PP//case//5 början//NN|UTR|SIN|DEF|NOM//obl//3 av//PP//case//7 nittiotalet//NN|NEU|SIN|DEF|NOM//nmod//5 sänkts//VB|SUP|SFO//ROOT//8 vid//PP//case//11 två//RG|NOM//nummod//11 tillfällen//NN|NEU|PLU|IND|NOM//obl//8 .//MAD//punct//8
10.2.1 Författningsföreskrifter / Dagersättning;Utgångspunkten//NN|UTR|SIN|DEF|NOM//parataxis//8 för//PP//case//15 bedömningen//NN|UTR|SIN|DEF|NOM//nmod//13 av//PP//case//17 vad//HP|NEU|SIN|IND//nmod//15 som//HP|-|-|-//nsubj:pass//20 kunde//VB|PRT|AKT//aux//20 anses//VB|INF|SFO//acl:relcl//17 vara//VB|INF|AKT//cop//24 en//DT|UTR|SIN|IND//det//24 skälig//JJ|POS|UTR|SIN|IND|NOM//amod//24 levnadsnivå//NN|UTR|SIN|IND|NOM//xcomp//20 var//VB|PRT|AKT//cop//17 ,//MID//punct//17 när//HA//mark//29 dagersättningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//29 introducerades//VB|PRT|SFO//advcl//13 år//NN|NEU|SIN|IND|NOM//nmod//31 1988//RG|NOM//obl//29 ,//MID//punct//33 densamma//PN|UTR|SIN|DEF|SUB/OBJ//conj//13 som//HP|-|-|-//case//36 vid//PP//case//36 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//33 av//PP//case//40 6//RG|NOM//nummod//39 §//NN|AN//nmod//40 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//36 (//PAD//punct//40 prop//NN|UTR|SIN|IND|NOM//appos//40 .//MAD//punct//40
10.2.1 Författningsföreskrifter / Dagersättning;1987/88:80//RG|NOM//nummod//45 s.//NN|AN//nmod//46 25//RG|NOM//nummod//47 f//NN|AN//nmod//40 )//PAD//punct//13 .//MAD//punct//8
10.2.1 Författningsföreskrifter / Dagersättning;Nivån//NN|UTR|SIN|DEF|NOM//nsubj//62 på//PP//case//52 dagersättningen//NN|UTR|SIN|DEF|NOM//nmod//50 –//RG|NOM//punct//50 som//HP|-|-|-//nsubj:pass//56 då//AB//advmod//56 benämndes//VB|PRT|SFO//acl:relcl//50 dagbidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//56 –//PAD//punct//50 var//VB|PRT|AKT//cop//62 dock//AB//advmod//62 inte//AB//advmod//62 densamma//PN|UTR|SIN|DEF|SUB/OBJ//parataxis//8 som//KN//case//65 för//VB|PRS|AKT//case//65 socialbidraget//NN|NEU|SIN|DEF|NOM//obl//62 eftersom//SN//mark//71 behoven//NN|NEU|PLU|DEF|NOM//nsubj//71 i//PP//case//70 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 avseenden//NN|NEU|PLU|IND|NOM//nmod//67 ansågs//VB|PRT|SFO//advcl//62 vara//VB|INF|AKT//cop//73 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//71 för//PP//case//75 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//73 som//HP|-|-|-//nsubj//78 varaktigt//AB|POS//advmod//78 bodde//VB|PRT|AKT//acl:relcl//75 i//PP//case//80 Sverige//PM|NOM//obl//78 .//MAD//punct//62
10.2.1 Författningsföreskrifter / Dagersättning;Som//KN//mark//84 exempel//NN|NEU|SIN|IND|NOM//nsubj:pass//84 nämndes//VB|PRT|SFO//advcl//62 i//PP//case//86 propositionen//NN|UTR|SIN|DEF|NOM//obl//84 att//SN//mark//99 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//99 som//HP|-|-|-//nsubj//90 bor//VB|PRS|AKT//acl:relcl//88 på//PP//case//93 en//DT|UTR|SIN|IND//det//93 förläggning//NN|UTR|SIN|IND|NOM//obl//90 eller//KN//cc//97 i//PP//case//97 en//DT|UTR|SIN|IND//det//97 genomgångsbostad//NN|UTR|SIN|IND|NOM//conj//93 inte//AB//advmod//99 behöver//VB|PRS|AKT//advcl//84 bistånd//NN|NEU|SIN|IND|NOM//obj//99 till//PP//case//102 möbler//NN|UTR|PLU|IND|NOM//obl//99 eller//KN//cc//104 hemutrustning//NN|UTR|SIN|IND|NOM//conj//102 .//MAD//punct//62
10.2.1 Författningsföreskrifter / Dagersättning;Även//AB//advmod//107 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//108 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//110 kunde//VB|PRT|AKT//aux//110 motivera//VB|INF|AKT//parataxis//62 en//DT|UTR|SIN|IND//det//113 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//113 nivå//NN|UTR|SIN|IND|NOM//obj//110 på//PP//case//115 dagbidraget//NN|NEU|SIN|DEF|NOM//nmod//113 .//MID//punct//62
10.2.1 Författningsföreskrifter / Dagersättning;När//HA//mark//119 nivån//NN|UTR|SIN|DEF|NOM//nsubj:pass//119 fastställdes//VB|PRT|SFO//advcl//120 utgick//VB|PRT|AKT//parataxis//62 man//PN|UTR|SIN|IND|SUB//nsubj//120 ändå//AB//advmod//120 från//PP//case//126 Socialstyrelsens//NN|UTR|SIN|DEF|GEN//nmod:poss//126 rekommenderade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//126 norm//NN|UTR|SIN|IND|NOM//obl//120 för//PP//case//128 socialbidrag//NN|NEU|SIN|IND|NOM//obl//120 .//MAD//punct//62
10.2.1 Författningsföreskrifter / Dagersättning;Nivån//NN|UTR|SIN|DEF|NOM//nsubj:pass//131 beräknades//VB|PRT|SFO//parataxis//62 i//PP//case//133 procent//NN|UTR|SIN|IND|NOM//obl//131 av//PP//case//136 det//DT|NEU|SIN|DEF//det//136 basbelopp//NN|NEU|SIN|IND|NOM//nmod//133 som//HP|-|-|-//nsubj:pass//150 enligt//PP//case//140 1//RG|NOM//nummod//140 kap.//NN|AN//obl//142 6//RG|NOM//nummod//142 §//NN|AN//nmod//143 lagen//NN|UTR|SIN|DEF|NOM//obl//150 om//PP//case//146 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//146 försäkring//NN|UTR|SIN|IND|NOM//nmod//143 (//PAD//punct//146 1962:381//RG|NOM//conj//146 )//PAD//punct//143 fastställts//VB|SUP|SFO//acl:relcl//136 för//PP//case//152 året//NN|NEU|SIN|DEF|NOM//obl//150 .//MAD//punct//8
10.2.1 Författningsföreskrifter / Dagersättning;År//NN|NEU|SIN|IND|NOM//nmod//1 1992//RG|NOM//obl//2 genomfördes//VB|PRT|SFO//ROOT//2 sänkningar//NN|UTR|PLU|IND|NOM//nsubj:pass//2 av//PP//case//5 dagbidraget//NN|NEU|SIN|DEF|NOM//nmod//3 till//PP//case//7 barnfamiljer//NN|UTR|PLU|IND|NOM//nmod//5 .//MAD//punct//2
10.2.1 Författningsföreskrifter / Dagersättning;Asylsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 barnfamiljer//NN|UTR|PLU|IND|NOM//nsubj//11 fick//VB|PRT|AKT//parataxis//2 då//AB//advmod//13 halverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 bidrag//NN|NEU|PLU|IND|NOM//obj//11 för//PP//case//18 det//DT|NEU|SIN|DEF//det//18 tredje//RO|NOM//amod//18 barnet//NN|NEU|SIN|DEF|NOM//nmod//14 samt//KN//cc//23 för//PP//case//23 därefter//AB//advmod//22 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 barn//NN|NEU|PLU|IND|NOM//conj//18 .//MAD//punct//2
10.2.1 Författningsföreskrifter / Dagersättning;Sänkningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//26 genomfördes//VB|PRT|SFO//parataxis//2 samtidigt//AB//advmod//26 med//PP//case//31 en//DT|UTR|SIN|IND//det//31 generell//JJ|POS|UTR|SIN|IND|NOM//amod//31 sänkning//NN|UTR|SIN|IND|NOM//obl//26 av//PP//case//33 dagbidraget//NN|NEU|SIN|DEF|NOM//nmod//31 med//PP//case//36 10//RG|NOM//nummod//36 procent//NN|UTR|PLU|IND|NOM//nmod//33 .//MAD//punct//26
10.2.1 Författningsföreskrifter / Dagersättning;Sänkningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//39 motiverades//VB|PRT|SFO//parataxis//26 med//PP//mark//43 att//SN//mark//43 nivån//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 bedömdes//VB|PRT|SFO//advcl//39 för//AB//case//45 hög//JJ|POS|UTR|SIN|IND|NOM//obl//43 med//PP//mark//52 hänsyn//NN|UTR|SIN|IND|NOM//fixed//46 till//PP//fixed//46 att//SN//mark//52 asylsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//52 kunde//VB|PRT|AKT//aux//52 skaffa//VB|INF|AKT//advcl//43 kapitalvaror//NN|UTR|PLU|IND|NOM//obj//52 och//KN//cc//55 skicka//VB|INF|AKT//conj//52 hem//PL//advmod//55 pengar//NN|UTR|PLU|IND|NOM//obj//55 under//PP//case//59 väntetiden//NN|UTR|SIN|DEF|NOM//obl//55 i//PP//case//61 Sverige//PM|NOM//nmod//59 (//PAD//punct//61 prop//NN|UTR|SIN|IND|NOM//appos//61 .//MAD//punct//26
10.2.1 Författningsföreskrifter / Dagersättning;1993/94:94//RG|NOM//nummod//66 s.//NN|AN//nmod//67 46//RG|NOM//nummod//68 f//NN|AN//obl//26 )//PAD//punct//26 .//MAD//punct//2
10.2.1 Författningsföreskrifter / Dagersättning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//74 var//VB|PRT|AKT//cop//74 även//AB//advmod//74 del//NN|UTR|SIN|IND|NOM//parataxis//2 i//PP//case//77 en//DT|UTR|SIN|IND//det//77 besparing//NN|UTR|SIN|IND|NOM//nmod//74 i//PP//case//79 statsbudgeten//NN|UTR|SIN|DEF|NOM//nmod//77 (//PAD//punct//74 del//NN|UTR|SIN|IND|NOM//appos//74 av//PP//case//84 ett//DT|NEU|SIN|IND//det//84 sparpaket//NN|NEU|SIN|IND|NOM//nmod//81 )//PAD//punct//74 .//MAD//punct//74
