Våld och tvång under internationella militära insatser;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Fredsinsatsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Försvarsdepartementet;Cecilia//PM|NOM//ROOT//0 Tengroth//PM|NOM//flat//0 2.1.3//RG|NOM//conj//0 FN-stadgan//NN|UTR|SIN|DEF|NOM//conj//0 och//KN//cc//6 säkerhetsrådets//NN|NEU|SIN|DEF|GEN//nmod:poss//6 beslut//NN|NEU|SIN|IND|NOM//conj//0 enligt//PP//case//8 stadgan//NN|UTR|SIN|DEF|NOM//nmod//6 i//PP//case//14 förhållande//NN|NEU|SIN|IND|NOM//fixed//9 till//PP//fixed//9 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 2.3//RG|NOM//nmod//0 Vilka//HD|UTR/NEU|PLU|IND//det//16 aktörer//NN|UTR|PLU|IND|NOM//nsubj//17 planerar//VB|PRS|AKT//acl:relcl//0 och//KN//cc//19 leder//VB|PRS|AKT//conj//17 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 2.4.1//RG|NOM//obj//17 Förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//17 för//PP//case//27 ett//DT|NEU|SIN|IND//det//27 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//27 deltagande//NN|NEU|SIN|IND|NOM//obl//17 i//PP//case//31 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 insatser//NN|UTR|PLU|IND|NOM//obl//17 och//KN//cc//34 för//PP//case//34 vålds-//NN|NEU|-|-|SMS//conj//31

3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld;3.3//RG|NOM//amod//1 Frågeställningar//NN|UTR|PLU|IND|NOM//ROOT//1 kring//PP//case//3 tillämpligheten//NN|UTR|SIN|DEF|NOM//nmod//1 av//PP//case//6 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 3.5//RG|NOM//nmod//3 Särskilt//AB//advmod//1 om//PP//mark//51 rättsläget//NN|NEU|SIN|DEF|NOM//nsubj//51 vid//PP//case//11 frihetsberövanden//NN|NEU|PLU|IND|NOM//nmod//9 under//PP//case//14 4.2.2//RG|NOM//nmod//14 Lagen//NN|UTR|SIN|DEF|NOM//nmod//11 (//PAD//punct//16 1994:1219//RG|NOM//appos//14 )//PAD//punct//16 om//PP//case//21 den//DT|UTR|SIN|DEF//det//21 europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 konventionen//NN|UTR|SIN|DEF|NOM//nmod//9 angående//PP//case//23 skydd//NN|NEU|SIN|IND|NOM//nmod//21 för//PP//case//27 de//DT|UTR/NEU|PLU|DEF//det//27 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 6.3//RG|NOM//nmod//29 Svensk//JJ|POS|UTR|SIN|IND|NOM//flat//27 rätt//NN|UTR|SIN|IND|NOM//nmod//21 och//KN//cc//31 användningen//NN|UTR|SIN|DEF|NOM//conj//29 av//PP//case//33 våld//NN|NEU|SIN|IND|NOM//nmod//31 och//KN//cc//35 tvång//NN|NEU|SIN|IND|NOM//conj//33 under//PP//case//38 6.3.2//RG|NOM//nmod//38 Rätten//NN|UTR|SIN|DEF|NOM//nmod//31 att//IE//mark//40 använda//VB|INF|AKT//acl//31 våld//NN|NEU|SIN|IND|NOM//obj//40 och//KN//cc//43 tvång//NN|NEU|SIN|IND|NOM//conj//41 under//PP//case//47 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 insatser//NN|UTR|PLU|IND|NOM//obl//40 utöver//PP//advmod//47 i//PP//case//50 6.6//RG|NOM//obl//40 Särskilt//AB//nmod//1 om//PP//case//53 tillämpligheten//NN|UTR|SIN|DEF|NOM//nmod//1 av//PP//case//57 de//DT|UTR/NEU|PLU|DEF//det//57 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 7.1//RG|NOM//nmod//53 Förtydligande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//60 reglering//NN|UTR|SIN|IND|NOM//nmod//53 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//62 användningen//NN|UTR|SIN|DEF|NOM//nmod//60 av//PP//case//64 våld//NN|NEU|SIN|IND|NOM//nmod//62 och//KN//cc//66 tvång//NN|NEU|SIN|IND|NOM//conj//64 under//PP//case//70 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 insatser//NN|UTR|PLU|IND|NOM//nmod//62 .....//MAD//punct//53 251//RG|NOM//nmod//53


3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1 .//MAD//punct//1
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;1//RG|NOM//nummod//5 §//NN|AN//nsubj//10  //_SP////5 Denna//DT|UTR|SIN|DEF//det//8 lag//NN|UTR|SIN|IND|NOM//conj//5 är//VB|PRS|AKT//cop//10 tillämplig//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 på//PP//case//13 militär//JJ|POS|UTR|SIN|IND|NOM//amod//13 personal//NN|UTR|SIN|IND|NOM//obl//10 som//HP|-|-|-//nsubj//16 är//VB|PRS|AKT//cop//16 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//13 i//PP//case//18 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//16 och//KN//cc//20 tjänstgör//VB|PRS|AKT//conj//16 utomlands//AB//advmod//20 i//PP//case//25 en//DT|UTR|SIN|IND//det//25 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//25 insats//NN|UTR|SIN|IND|NOM//obl//20 som//HP|-|-|-//nsubj:pass//27 avses//VB|PRS|SFO//acl:relcl//25 i//PP//case//31 1//RG|NOM//nummod//30 §//NN|AN//nmod//31 lagen//NN|UTR|SIN|DEF|NOM//obl//27 (//PAD//punct//33 2010:449//RG|NOM//appos//31 )//PAD//punct//33 om//PP//case//37 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 personal//NN|UTR|SIN|IND|NOM//obl//27 vid//PP//case//41 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 insatser//NN|UTR|PLU|IND|NOM//nmod//37 .//MAD//punct//37
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;2//RG|NOM//nummod//44 §//NN|AN//nmod//47  //_SP////44 Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//47 personal//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//nsubj:pass//49 avses//VB|PRS|SFO//acl:relcl//47 i//PP//case//52 1//RG|NOM//nummod//52 §//NN|AN//obl//49 får//VB|PRS|AKT//aux//54 använda//VB|INF|AKT//parataxis//1 våld//NN|NEU|SIN|IND|NOM//obj//54 och//KN//cc//57 tvång//NN|NEU|SIN|IND|NOM//conj//55 ,//MID//punct//54 eller//KN//cc//60 ge//VB|INF|AKT//conj//54 order//NN|UTR|SIN|IND|NOM//obj//60 om//PP//case//63 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//61 ,//MID//punct//67 för//PP//mark//67 att//IE//mark//67 fullgöra//VB|INF|AKT//conj//54 insatsen//NN|UTR|SIN|DEF|NOM//obj//67 ,//MID//punct//71 under//PP//case//71 förutsättning//NN|UTR|SIN|IND|NOM//obl//54 att//SN//mark//74 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//74 sker//VB|PRS|AKT//acl//71 i//PP//case//78 enlighet//NN|UTR|SIN|IND|NOM//fixed//75 med//PP//fixed//75 mandatet//NN|NEU|SIN|DEF|NOM//obl//74 för//PP//case//80 insatsen//NN|UTR|SIN|DEF|NOM//nmod//78 ,//MID//punct//83 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//83 folkrätt//NN|UTR|SIN|IND|NOM//conj//80 samt//KN//cc//87 3-4//RG|NOM//nummod//86 §//NN|AN//nmod//87 §//NN|AN//conj//80 i//PP//case//90 denna//DT|UTR|SIN|DEF//det//90 lag//NN|UTR|SIN|IND|NOM//nmod//87 .//MAD//punct//54
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;3//RG|NOM//nummod//93 §//NN|AN//nmod:poss//95  //_SP////93 Användning//NN|UTR|SIN|IND|NOM//nsubj//114 av//PP//case//97 våld//NN|NEU|SIN|IND|NOM//nmod//95 och//KN//cc//99 tvång//NN|NEU|SIN|IND|NOM//conj//97 ,//MID//punct//95 som//HP|-|-|-//nsubj:pass//103 inte//AB//advmod//103 regleras//VB|PRS|SFO//acl:relcl//95 av//PP//case//108 den//DT|UTR|SIN|DEF//det//108 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//108 humanitära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//108 rätten//NN|UTR|SIN|DEF|NOM//obl:agent//103 ,//MID//punct//95 får//VB|PRS|AKT//aux//114 inte//AB//advmod//114 vara//VB|INF|AKT//cop//114 mer//AB|KOM//advmod//114 ingripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//1 i//PP//case//117 individers//NN|UTR|PLU|IND|GEN//nmod:poss//117 fri-//JJ|POS|UTR|-|-|SMS//obl//114 och//KN//cc//119 rättigheter//NN|UTR|PLU|IND|NOM//conj//117 än//KN//mark//124 vad//HP|NEU|SIN|IND//dislocated//124 som//HP|-|-|-//nsubj//124 är//VB|PRS|AKT//cop//124 nödvändigt//JJ|POS|NEU|SIN|IND|NOM//advcl//114 och//KN//cc//126 proportionerligt//JJ|POS|NEU|SIN|IND|NOM//conj//124 med//PP//case//130 hänsyn//NN|UTR|SIN|IND|NOM//fixed//127 till//PP//fixed//127 vikten//NN|UTR|SIN|DEF|NOM//obl//124 av//PP//mark//135 att//SN//mark//135 insatsens//NN|UTR|SIN|DEF|GEN//nmod:poss//134 mandat//NN|NEU|PLU|IND|NOM//nsubj:pass//135 fullgörs//VB|PRS|SFO//advcl//124 eller//KN//cc//138 rådande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//138 hotbild//NN|UTR|SIN|IND|NOM//conj//135 .//MAD//punct//114
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;Den//DT|UTR|SIN|DEF//det//1 vålds-//NN|NEU|-|-|SMS//nsubj//11 och//KN//cc//3 tvångsanvändning//NN|UTR|SIN|IND|NOM//conj//1 som//HP|-|-|-//nsubj:pass//5 avses//VB|PRS|SFO//acl:relcl//3 i//PP//case//8 första//RO|NOM//amod//8 stycket//NN|NEU|SIN|DEF|NOM//obl//5 får//VB|PRS|AKT//aux//11 aldrig//AB//advmod//11 utgöra//VB|INF|AKT//ROOT//11 en//DT|UTR|SIN|IND//det//13 kränkning//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 rättigheter//NN|UTR|PLU|IND|NOM//nmod//13 som//HP|-|-|-//nsubj:pass//19 anges//VB|PRS|SFO//acl:relcl//17 i//PP//case//21 1//RG|NOM//obl//19 .//MAD//punct//11
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;artiklarna//NN|UTR|PLU|DEF|NOM//obl//11 2//RG|NOM//nummod//23 ,//MID//punct//23 3//RG|NOM//nummod//23 ,//MID//punct//23 4//RG|NOM//nummod//23 (//PAD//punct//28 mom//NN|AN//conj//23 .//MAD//punct//23
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;1//RG|NOM//nummod//23 )//PAD//punct//23 och//KN//cc//35 7//RG|NOM//conj//11 i//PP//case//38 europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 konventionen//NN|UTR|SIN|DEF|NOM//nmod//35 den//DT|UTR|SIN|DEF//det//41 4//RO|NOM//nummod//41 november//NN|UTR|SIN|IND|NOM//nmod//38 1950//RG|NOM//nummod//41 om//PP//case//44 skydd//NN|NEU|SIN|IND|NOM//nmod//41 för//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 mänskliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 rättigheterna//NN|UTR|PLU|DEF|NOM//nmod//44 och//KN//cc//52 de//DT|UTR/NEU|PLU|DEF//det//52 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 friheterna//NN|UTR|PLU|DEF|NOM//conj//48 ,//MID//punct//52 2//RG|NOM//nummod//41 .//MAD//punct//41
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;artiklarna//NN|UTR|PLU|DEF|NOM//nmod//57 6//RG|NOM//nmod//41 ,//MID//punct//57 7//RG|NOM//nummod//57 ,//MID//punct//57 8//RG|NOM//nummod//57 (//PAD//punct//61 mom//NN|AN//conj//57 .//MAD//punct//41
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;1//RG|NOM//nummod//35 och//KN//cc//65 2//RG|NOM//nummod//65 )//PAD//punct//11 ,//MID//punct//70 11//RG|NOM//obl//11 ,//MID//punct//70 15//RG|NOM//nummod//70 ,//MID//punct//74 16//RG|NOM//conj//70 och//KN//cc//76 18//RG|NOM//conj//70 i//PP//case//79 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//79 konventionen//NN|UTR|SIN|DEF|NOM//obl//11 den//DT|UTR|SIN|DEF//det//82 16//RG|NOM//nummod//82 december//NN|UTR|SIN|IND|NOM//nmod//79 1966//RG|NOM//nummod//82 om//PP//case//88 medborgerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//88 och//KN//cc//87 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//85 rättigheter//NN|UTR|PLU|IND|NOM//obl//11 ,//MID//punct//11 eller//KN//cc//91 3//RG|NOM//conj//11 .//MAD//punct//11
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;konventionen//NN|UTR|SIN|DEF|NOM//parataxis//11 den//DT|UTR|SIN|DEF//det//96 10//RG|NOM//nummod//96 december//NN|UTR|SIN|IND|NOM//obl//93 1984//RG|NOM//nummod//96 mot//PP//case//99 tortyr//NN|UTR|SIN|IND|NOM//obl//93 och//KN//cc//107 annan//JJ|POS|UTR|SIN|IND|NOM//amod//107 grym//JJ|POS|UTR|SIN|IND|NOM//amod//107 ,//MID//punct//102 omänsklig//JJ|POS|UTR|SIN|IND|NOM//amod//107 eller//KN//cc//106 förnedrande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//104 behandling//NN|UTR|SIN|IND|NOM//conj//99 eller//KN//cc//109 bestraffning//NN|UTR|SIN|IND|NOM//conj//107 .//MAD//punct//93
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;4//RG|NOM//nummod//112 §//NN|AN//nmod//115  //_SP////112 Sådan//JJ|POS|UTR|SIN|IND|NOM//amod//115 personal//NN|UTR|SIN|IND|NOM//nmod//93 som//HP|-|-|-//nsubj:pass//117 avses//VB|PRS|SFO//acl:relcl//115 i//PP//case//120 1//RG|NOM//nummod//120 §//NN|AN//obl//117 som//HP|-|-|-//nsubj//122 deltar//VB|PRS|AKT//acl:relcl//120 i//PP//case//126 en//DT|UTR|SIN|IND//det//126 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//126 konflikt//NN|UTR|SIN|IND|NOM//obl//122 ska//VB|PRS|AKT//aux//128 följa//VB|INF|AKT//conj//11 Sveriges//PM|GEN//nmod:poss//130 förpliktelser//NN|UTR|PLU|IND|NOM//obj//128 inom//PP//case//134 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//134 humanitär//JJ|POS|UTR|SIN|IND|NOM//amod//134 rätt//NN|UTR|SIN|IND|NOM//obl//128 ,//MID//punct//140 oavsett//AB|POS//mark//140 om//SN//mark//140 Sverige//PM|NOM//nsubj//140 är//VB|PRS|AKT//cop//140 part//NN|UTR|SIN|IND|NOM//advcl//128 i//PP//case//144 den//DT|UTR|SIN|DEF//det//144 väpnade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//144 konflikten//NN|UTR|SIN|DEF|NOM//nmod//140 eller//KN//cc//146 ej//AB//conj//144 .//MAD//punct//11
3 Mänskliga rättigheter och andra folkrättsliga skyldigheter av betydelse för användningen av våld / Förslag till lag (2012:xx) om Försvarsmaktens personals användning av våld och tvång under internationella militära insatser;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//6 xxxx//NN|UTR|SIN|IND|NOM//obj//2 .//MAD//punct//2


1.1 Uppdraget;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//11 enligt//PP//case//3 direktiven//NN|NEU|PLU|DEF|NOM//nmod//1 (//PAD//punct//3 dir//NN|AN//appos//3 .//MAD//punct//3
