Europeisk kvarstad på bankmedel;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//5 kvarstad//NN|UTR|SIN|IND|NOM//nmod//2 på//PP//case//7 bankmedel//NN|NEU|PLU|IND|NOM//nmod//5
Till statsrådet och chefen för Justitiedepartementet;I//PP//case//4 och//KN//fixed//0 med//PP//fixed//0 detta//DT|NEU|SIN|DEF//det//4 betänkande//NN|NEU|SIN|IND|NOM//obl//7 är//VB|PRS|AKT//cop//7 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//7 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//7 .//MAD//punct//7
Till statsrådet och chefen för Justitiedepartementet;Bjärred//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//nmod//0 2015//RG|NOM//nummod//2
Till statsrådet och chefen för Justitiedepartementet;Lennart//PM|NOM//ROOT//0 Johansson//PM|NOM//flat:name//0 /Linus//RG|NOM//conj//0 Videgren//NN|UTR|SIN|DEF|NOM//nmod//4 5.4.3//RG|NOM//conj//0 Användningen//NN|UTR|SIN|DEF|NOM//nmod//0 av//PP//case//8 elektroniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 5.8.2//RG|NOM//nmod//5 Behörigheten//NN|UTR|SIN|DEF|NOM//conj//5 att//IE//mark//11 pröva//VB|INF|AKT//acl//0 en//DT|UTR|SIN|IND//det//13 ansökan//NN|UTR|SIN|IND|NOM//obj//11 om//PP//case//15 5.8.3//RG|NOM//nmod//13 Behörigheten//NN|UTR|SIN|DEF|NOM//flat//15 att//IE//mark//18 pröva//VB|INF|AKT//acl//15 en//DT|UTR|SIN|IND//det//20 ansökan//NN|UTR|SIN|IND|NOM//obj//18 om//PP//case//22 5.9.2//RG|NOM//nmod//20 Hanteringen//NN|UTR|SIN|DEF|NOM//flat//22 av//PP//case//25 ärenden//NN|NEU|PLU|IND|NOM//nmod//23 om//PP//case//27 verkställighet//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//29 informationsinhämtning//NN|UTR|SIN|IND|NOM//conj//27 i//PP//case//31 8.1//RG|NOM//nmod//32 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//29 till//PP//case//34 lag//NN|UTR|SIN|IND|NOM//nmod//22 med//PP//case//37 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//34 till//PP//case//40 8.2//RG|NOM//nummod//40 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//22 till//PP//case//42 lag//NN|UTR|SIN|IND|NOM//nmod//22 om//PP//case//44 ändring//NN|UTR|SIN|IND|NOM//nmod//42 i//PP//case//46 lagen//NN|UTR|SIN|DEF|NOM//nmod//44 (//PAD//punct//48 2001:184//RG|NOM//appos//22 )//PAD//punct//48 om//PP//case//51 behandling//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//53 uppgifter//NN|UTR|PLU|IND|NOM//nmod//51 i//PP//case//57 Kronofogdemyndighetens//PM|GEN//nmod:poss//56 8.3//RG|NOM//nmod//57 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//51 till//PP//case//59 lag//NN|UTR|SIN|IND|NOM//nmod//51 om//PP//case//61 ändring//NN|UTR|SIN|IND|NOM//nmod//59 i//PP//case//63 offentlighets-//NN|UTR|-|-|SMS//nmod//61 och//KN//punct//0


1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nsubj//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 kompletterar//VB|PRS|AKT//ROOT//5 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 och//KN//cc//9 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//9 förordning//NN|UTR|SIN|IND|NOM//obj//5 (//PAD//punct//9 EU//PM|NOM//appos//9 )//PAD//punct//9 nr//NN|AN//nmod//14 655/2014//RG|NOM//appos//9 om//PP//case//16 inrättande//NN|NEU|SIN|IND|NOM//nmod//14 av//PP//case//20 ett//DT|NEU|SIN|IND//det//20 europeiskt//JJ|POS|NEU|SIN|IND|NOM//amod//20 förfarande//NN|NEU|SIN|IND|NOM//nmod//16 för//PP//case//22 kvarstad//NN|UTR|SIN|IND|NOM//nmod//20 på//PP//case//24 bankmedel//NN|NEU|PLU|IND|NOM//nmod//22 för//PP//mark//27 att//IE//mark//27 underlätta//VB|INF|AKT//advcl//5 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 skuldindrivning//NN|UTR|SIN|IND|NOM//obj//27 i//PP//case//31 mål//NN|NEU|PLU|IND|NOM//obl//27 och//KN//cc//33 ärenden//NN|NEU|PLU|IND|NOM//conj//31 av//PP//case//36 privaträttslig//JJ|POS|UTR|SIN|IND|NOM//amod//36 natur//NN|UTR|SIN|IND|NOM//nmod//33 (//PAD//punct//36 EU//PM|NOM//appos//36 ://MID//punct//38 s//PM|NOM//nummod//41 kvarstadsförordning//NN|UTR|SIN|IND|NOM//appos//38 )//PAD//punct//41 .//MAD//punct//5
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Tillämpningsområde;Termer//NN|UTR|PLU|IND|NOM//nsubj//6 och//KN//cc//2 uttryck//NN|NEU|PLU|IND|NOM//conj//0 i//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//nmod//2 har//VB|PRS|AKT//ROOT//6 samma//DT|UTR/NEU|SIN/PLU|IND//det//8 betydelse//NN|UTR|SIN|IND|NOM//obj//6 som//KN//mark//11 i//PP//case//11 EU//PM|NOM//acl//8 ://MID//punct//11 s//NN|AN//nummod//14 kvarstadsförordning//NN|UTR|SIN|IND|NOM//appos//11 .//MAD//punct//6

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Behörig myndighet;2//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//6 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//6 myndighet//NN|UTR|SIN|IND|NOM//ROOT//6 enligt//PP//case//8 EU//PM|NOM//nmod//6 ://MID//punct//6 s//NN|AN//nummod//11 kvarstadsförordning//NN|UTR|SIN|IND|NOM//appos//6 .//MAD//punct//6

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Informationsmyndighet;3//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 informationsmyndighet//NN|UTR|SIN|IND|NOM//ROOT//5 enligt//PP//case//7 EU//PM|NOM//obl//5 ://MID//punct//10 s//NN|AN//nummod//10 kvarstadsförordning//NN|UTR|SIN|IND|NOM//appos//7 .//MAD//punct//5

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Handläggning av en ansökan om kvarstad;4//RG|NOM//nummod//1 §//NN|AN//nsubj//15  //_SP////1 Vid//PP//case//4 handläggningen//NN|UTR|SIN|DEF|NOM//nmod//1 av//PP//case//7 en//DT|UTR|SIN|IND//det//7 ansökan//NN|UTR|SIN|IND|NOM//nmod//4 om//PP//case//9 kvarstad//NN|UTR|SIN|IND|NOM//nmod//7 enligt//PP//case//11 EU//PM|NOM//nmod//9 ://MID//punct//4 s//NN|AN//case//14 kvarstadsförordning//NN|UTR|SIN|IND|NOM//nmod//4 gäller//VB|PRS|AKT//ROOT//15 rättegångsbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 bestämmelser//NN|UTR|PLU|IND|NOM//obj//15 om//PP//case//19 kvarstad//NN|UTR|SIN|IND|NOM//nmod//17 i//PP//case//21 tvistemål//NN|NEU|SIN|IND|NOM//nmod//19 ,//MID//punct//15 om//SN//mark//26 inte//AB//advmod//26 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//26 följer//VB|PRS|AKT//advcl//15 av//PP//case//28 förordningen//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//15

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Inhämtande av bankkontoinformation;5//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 En//DT|UTR|SIN|IND//det//4 bank//NN|UTR|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//6 skyldig//JJ|POS|UTR|SIN|IND|NOM//ROOT//6 att//IE//mark//12 på//PP//case//9 begäran//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//11 Kronofogdemyndigheten//PM|NOM//nmod//9 uppge//VB|INF|AKT//ccomp//6 om//SN//mark//15 gäldenären//NN|UTR|SIN|DEF|NOM//nsubj//15 har//VB|PRS|AKT//advcl//12 ett//DT|NEU|SIN|IND//det//17 bankkonto//NN|NEU|SIN|IND|NOM//obj//15 hos//PP//case//19 banken//NN|UTR|SIN|DEF|NOM//nmod//17 .//MAD//punct//6
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Inhämtande av bankkontoinformation;En//DT|UTR|SIN|IND//det//23 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//23 begäran//NN|UTR|SIN|IND|NOM//nsubj:pass//25 får//VB|PRS|AKT//aux//25 förenas//VB|INF|SFO//parataxis//6 med//PP//case//27 vite//NN|NEU|SIN|IND|NOM//obl//25 .//MAD//punct//6
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Inhämtande av bankkontoinformation;En//DT|UTR|SIN|IND//det//1 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//12 om//PP//case//3 utdömande//NN|NEU|SIN|IND|NOM//nmod//1 av//PP//case//5 vite//NN|NEU|SIN|IND|NOM//nmod//3 som//HP|-|-|-//nsubj:pass//8 har//VB|PRS|AKT//aux//8 förelagts//VB|SUP|SFO//acl:relcl//1 enligt//PP//case//11 första//RO|NOM//amod//11 stycket//NN|NEU|SIN|DEF|NOM//obl//8 prövas//VB|PRS|SFO//ROOT//12 i//PP//case//15 den//DT|UTR|SIN|DEF//det//15 ordning//NN|UTR|SIN|IND|NOM//obl//12 som//HP|-|-|-//nsubj:pass//17 anges//VB|PRS|SFO//acl:relcl//15 i//PP//case//20 2//RG|NOM//nummod//20 kap.//NN|AN//nmod//25 15//RG|NOM//nummod//22 §//NN|AN//nmod//25 andra//RO|NOM//amod//24 stycket//NN|NEU|SIN|DEF|NOM//amod//25 utsökningsbalken//NN|UTR|SIN|DEF|NOM//obl//17 .//MAD//punct//12
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Inhämtande av bankkontoinformation;Om//SN//mark//2 ett//DT|NEU|SIN|IND//det//2 föreläggande//NN|NEU|SIN|IND|NOM//nsubj:pass//6 vid//PP//case//4 vite//NN|NEU|SIN|IND|NOM//obl//2 inte//AB//advmod//6 följs//VB|PRS|SFO//advcl//10 ,//MID//punct//10 kan//VB|PRS|AKT//aux//10 Kronofogdemyndigheten//PM|NOM//nsubj//10 ge//VB|INF|AKT//ROOT//10 ett//DT|NEU|SIN|IND//det//13 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//13 vitesföreläggande//NN|NEU|SIN|IND|NOM//obj//10 även//AB//mark//20 om//SN//fixed//14 det//DT|NEU|SIN|DEF//det//17 förra//JJ|POS|UTR/NEU|SIN|DEF|NOM//fixed//14 inte//AB//advmod//20 har//VB|PRS|AKT//aux//20 vunnit//VB|SUP|AKT//advcl//10 laga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 kraft//NN|UTR|SIN|IND|NOM//obj//20 .//MAD//punct//10
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Inhämtande av bankkontoinformation;6//RG|NOM//nummod//25 §//NN|AN//appos//10  //_SP////25 Kronofogdemyndigheten//PM|NOM//conj//25 får//VB|PRS|AKT//aux//29 ta//VB|INF|AKT//conj//10 ut//PL//compound:prt//29 avgifter//NN|UTR|PLU|IND|NOM//obj//29 i//PP//case//33 ärenden//NN|NEU|PLU|IND|NOM//obl//29 om//PP//mark//35 inhämtande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//33 av//PP//case//37 bankkontoinformation//NN|UTR|SIN|IND|NOM//nmod//35 .//MAD//punct//10
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Inhämtande av bankkontoinformation;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 meddela//VB|INF|AKT//ROOT//2 föreskrifter//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//5 avgifter//NN|UTR|PLU|IND|NOM//obl//2 enligt//PP//case//8 första//RO|NOM//amod//8 stycket//NN|NEU|SIN|DEF|NOM//nmod//5 .//MAD//punct//2

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Verkställighet och genomförande;7//RG|NOM//nummod//1 §//NN|AN//nsubj//15  //_SP////1 Vid//PP//case//4 verkställighet//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//7 ett//DT|NEU|SIN|IND//det//7 beslut//NN|NEU|SIN|IND|NOM//nmod//4 om//PP//case//9 kvarstad//NN|UTR|SIN|IND|NOM//nmod//7 enligt//PP//case//11 EU//PM|NOM//nmod//9 ://MID//punct//4 s//NN|AN//case//14 kvarstadsförordning//NN|UTR|SIN|IND|NOM//nmod//1 gäller//VB|PRS|AKT//advcl//49 utsökningsbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 bestämmelser//NN|UTR|PLU|IND|NOM//obj//15 om//PP//case//19 verkställighet//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//21 beslut//NN|NEU|SIN|IND|NOM//nmod//19 om//PP//case//23 kvarstad//NN|UTR|SIN|IND|NOM//nmod//19 för//PP//case//25 fordran//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//15 om//SN//mark//30 inte//AB//advmod//30 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj//30 följer//VB|PRS|AKT//advcl//15 av//PP//compound:prt//30 förordningen//NN|UTR|SIN|DEF|NOM//obj//30 eller//KN//cc//35 denna//DT|UTR|SIN|DEF//det//35 lag//NN|UTR|SIN|IND|NOM//conj//32 .//MAD//punct//15
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Verkställighet och genomförande;8//RG|NOM//nummod//38 §//NN|AN//appos//15  //_SP////38 För//PP//mark//42 att//IE//mark//42 genomföra//VB|INF|AKT//advcl//15 ett//DT|NEU|SIN|IND//det//44 beslut//NN|NEU|SIN|IND|NOM//obj//42 om//PP//case//46 kvarstad//NN|UTR|SIN|IND|NOM//obl//42 får//VB|PRS|AKT//aux//49 banken//NN|UTR|SIN|DEF|NOM//nsubj//49 överföra//VB|INF|AKT//ROOT//49 det//DT|NEU|SIN|DEF//det//52 kvarstadsbelagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//52 beloppet//NN|NEU|SIN|DEF|NOM//obj//49 till//PP//case//56 ett//DT|NEU|SIN|IND//det//56 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//56 konto//NN|NEU|SIN|IND|NOM//obl//49 hos//PP//case//58 Kronofogdemyndigheten//PM|NOM//nmod//56 .//MAD//punct//49

1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Rättsmedel;9//RG|NOM//nummod//1 §//NN|AN//nmod//4  //_SP////1 En//DT|UTR|SIN|IND//det//4 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//49 om//PP//case//6 rättsmedel//NN|NEU|SIN|IND|NOM//nmod//4 enligt//PP//case//9 artikel//NN|UTR|SIN|IND|NOM//nmod//9 33.1//RG|NOM//nmod//6 i//PP//case//11 EU//PM|NOM//nmod//9 ://MID//punct//4 s//NN|AN//nummod//14 kvarstadsförordning//NN|UTR|SIN|IND|NOM//nsubj:pass//15 prövas//VB|PRS|SFO//parataxis//4 i//PP//case//18 den//DT|UTR|SIN|DEF//det//18 ordning//NN|UTR|SIN|IND|NOM//obl//15 som//HP|-|-|-//nsubj:pass//20 anges//VB|PRS|SFO//acl:relcl//18 i//PP//case//23 15//RG|NOM//nummod//23 kap.//NN|AN//nmod//28 8//RG|NOM//nummod//25 §//NN|AN//nmod//28 andra//RO|NOM//amod//27 stycket//NN|NEU|SIN|DEF|NOM//nmod//28 rättegångsbalken//NN|UTR|SIN|DEF|NOM//obl//20 .//MAD//punct//4
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Rättsmedel;10//RG|NOM//nummod//31 §//NN|AN//appos//4  //_SP////31 En//DT|UTR|SIN|IND//det//34 ansökan//NN|UTR|SIN|IND|NOM//nmod//31 om//PP//case//36 rättsmedel//NN|NEU|SIN|IND|NOM//nmod//34 enligt//PP//case//39 artikel//NN|UTR|SIN|IND|NOM//nmod//39 34.1//RG|NOM//nmod//36 ,//MID//punct//39 35.3//RG|NOM//conj//39 eller//KN//cc//43 35.4//RG|NOM//conj//39 i//PP//case//45 EU//PM|NOM//nmod//43 ://MID//punct//34 s//NN|AN//nummod//48 kvarstadsförordning//NN|UTR|SIN|IND|NOM//nmod//34 prövas//VB|PRS|SFO//ROOT//49 av//PP//case//51 Kronofogdemyndigheten//PM|NOM//obl:agent//49 .//MAD//punct//49
1.1 Förslag till lag med kompletterande bestämmelser till EU:s kvarstadsförordning / Rättsmedel;11//RG|NOM//nummod//54 §//NN|AN//nsubj:pass//68  //_SP////54 En//DT|UTR|SIN|IND//det//57 ansökan//NN|UTR|SIN|IND|NOM//conj//54 om//PP//case//59 rättsmedel//NN|NEU|SIN|IND|NOM//nmod//57 enligt//PP//case//62 artikel//NN|UTR|SIN|IND|NOM//nmod//62 34.2//RG|NOM//nmod//59 i//PP//case//64 EU//PM|NOM//nmod//62 ://MID//punct//57 s//NN|AN//nummod//67 kvarstadsförordning//NN|UTR|SIN|IND|NOM//appos//57 prövas//VB|PRS|SFO//parataxis//49 av//PP//case//71 den//DT|UTR|SIN|DEF//det//71 tingsrätt//NN|UTR|SIN|IND|NOM//obl:agent//68 som//HP|-|-|-//obj//74 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//74 föreskriver//VB|PRS|AKT//acl:relcl//71 .//MAD//punct//68
