Europeisk kvarstad på bankmedel;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//5 kvarstad//NN|UTR|SIN|IND|NOM//nmod//2 på//PP//case//7 bankmedel//NN|NEU|PLU|IND|NOM//nmod//5
Europeisk kvarstad på bankmedel;Stockholm//PM|NOM//ROOT//0 2015//RG|NOM//nummod//0

Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 12//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obl//1 2014//RG|NOM//nummod//4 att//IE//mark//7 ge//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 i//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 lämna//VB|INF|AKT//acl//12 förslag//NN|NEU|SIN|IND|NOM//obj//14 till//PP//case//18 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 författningsbestämmelser//NN|UTR|PLU|IND|NOM//nmod//15 till//PP//case//23 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//23 och//KN//cc//22 rådets//NN|NEU|SIN|DEF|GEN//conj//20 förordning//NN|UTR|SIN|IND|NOM//nmod//18 om//PP//case//25 inrättande//NN|NEU|SIN|IND|NOM//nmod//23 av//PP//case//29 ett//DT|NEU|SIN|IND//det//29 europeiskt//JJ|POS|NEU|SIN|IND|NOM//amod//29 förfarande//NN|NEU|SIN|IND|NOM//nmod//25 för//PP//case//31 kvarstad//NN|UTR|SIN|IND|NOM//nmod//29 på//PP//case//33 bankmedel//NN|NEU|PLU|IND|NOM//nmod//31 för//PP//mark//36 att//IE//mark//36 underlätta//VB|INF|AKT//advcl//14 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 skuldindrivning//NN|UTR|SIN|IND|NOM//obj//36 i//PP//case//40 mål//NN|NEU|PLU|IND|NOM//obl//36 och//KN//cc//42 ärenden//NN|NEU|PLU|IND|NOM//conj//40 av//PP//case//45 privaträttslig//JJ|POS|UTR|SIN|IND|NOM//amod//45 natur//NN|UTR|SIN|IND|NOM//nmod//42 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Samma//DT|UTR/NEU|SIN/PLU|IND//det//48 dag//NN|UTR|SIN|IND|NOM//obj//49 utsågs//VB|PRT|SFO//parataxis//1 numera//AB//advmod//49 utnämnde//VB|PRT|AKT//xcomp//49 lagmannen//NN|UTR|SIN|DEF|NOM//nmod//53 Lennart//PM|NOM//obj//51 Johansson//PM|NOM//flat:name//53 till//PP//case//57 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//57 utredare//NN|UTR|SIN|IND|NOM//obl//51 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 juli//NN|UTR|SIN|IND|NOM//obl//4 2014//RG|NOM//nummod//12 verksjuristen//NN|UTR|SIN|DEF|NOM//appos//4 Ann-Marie//PM|NOM//nmod//14 Ahlqvist//PM|NOM//nmod//12 ,//MID//punct//16 Kronofogdemyndigheten//PM|NOM//conj//14 ,//MID//punct//19 chefsrådmannen//NN|UTR|SIN|DEF|NOM//nmod//19 Magdalena//PM|NOM//conj//14 Hägg//PM|NOM//flat:name//19 Bergvall//PM|NOM//conj//14 ,//MID//punct//24 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//amod//24 Linda//PM|NOM//appos//12 Billung//PM|NOM//flat:name//24 ,//MID//punct//27 Justitiedepartementet//PM|NOM//conj//24 ,//MID//punct//24 advokaten//NN|UTR|SIN|DEF|NOM//nmod//30 Helena//PM|NOM//appos//12 Dandenell//PM|NOM//flat//30 ,//MID//punct//33 hovrättsrådet//NN|NEU|SIN|DEF|NOM//conj//30 ,//MID//punct//33 tillika//AB//amod//36 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//37 ordförande//NN|UTR|SIN|IND|NOM//conj//30 på//PP//case//39 avdelning//NN|UTR|SIN|IND|NOM//nmod//30 ,//MID//punct//41 Fredrik//PM|NOM//conj//4 Ludwigs//PM|NOM//flat:name//41 ,//MID//punct//41 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//45 Frank//PM|NOM//appos//41 Walterson//PM|NOM//flat:name//45 ,//MID//punct//48 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//45 ,//MID//punct//48 och//KN//cc//52 professorn//NN|UTR|SIN|DEF|NOM//nmod//52 Peter//PM|NOM//conj//45 Westberg//PM|NOM//flat:name//52 .//MAD//punct//41
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//56 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//59 i//PP//case//58 utredningen//NN|UTR|SIN|DEF|NOM//nmod//56 anställdes//VB|PRT|SFO//parataxis//4 från//PP//case//65 och//KN//cc//65 med//PP//case//65 den//DT|UTR|SIN|DEF//det//65 14//RG|NOM//nummod//65 juli//NN|UTR|SIN|IND|NOM//obl//59 2014//RG|NOM//nummod//67 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//appos//59 Linus//PM|NOM//nsubj//67 Videgren//NN|UTR|SIN|DEF|NOM//obj//67 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//13 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//9 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 kvarstad//NN|UTR|SIN|IND|NOM//nmod//6 på//PP//case//11 bankmedel//NN|NEU|PLU|IND|NOM//nmod//9 ,//MID//punct//13 överlämnar//VB|PRS|AKT//ROOT//13 härmed//AB//advmod//13 betänkandet//NN|NEU|SIN|DEF|NOM//obj//13 Europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 kvarstad//NN|UTR|SIN|IND|NOM//obj//13 på//PP//case//19 bankmedel//NN|NEU|PLU|IND|NOM//nmod//17  //_SP////19 (//PAD//punct//22 SOU//PM|NOM//appos//17 2015:54//RG|NOM//nummod//22 )//PAD//punct//22 .//MID//punct//13
Till statsrådet och chefen för Justitiedepartementet;Lennart//PM|NOM//nsubj//28 Johansson//PM|NOM//flat:name//26 svarar//VB|PRS|AKT//parataxis//13 som//KN//case//31 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//31 utredare//NN|UTR|SIN|IND|NOM//obl//28 ensam//JJ|POS|UTR|SIN|IND|NOM//acl//31 för//PP//case//34 innehållet//NN|NEU|SIN|DEF|NOM//obl//32 i//PP//case//36 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//13
Till statsrådet och chefen för Justitiedepartementet;Experterna//NN|UTR|PLU|DEF|NOM//nsubj//41 har//VB|PRS|AKT//aux//41 emellertid//AB//advmod//41 deltagit//VB|SUP|AKT//parataxis//13 i//PP//case//43 arbetet//NN|NEU|SIN|DEF|NOM//obl//41 i//PP//case//46 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//46 utsträckning//NN|UTR|SIN|IND|NOM//obl//41 att//SN//mark//50 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//50 är//VB|PRS|AKT//cop//50 befogat//JJ|POS|NEU|SIN|IND|NOM//acl//46 att//IE//mark//52 använda//VB|INF|AKT//csubj//50 vi-form//NN|UTR|SIN|IND|NOM//obj//52 i//PP//case//55 betänkandet//NN|NEU|SIN|DEF|NOM//obl//52 .//MID//punct//41
Till statsrådet och chefen för Justitiedepartementet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//58 hindrar//VB|PRS|AKT//conj//13 inte//AB//advmod//58 att//SN//mark//64 skilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//62 uppfattningar//NN|UTR|PLU|IND|NOM//nsubj//64 kan//VB|PRS|AKT//aux//64 finnas//VB|INF|SFO//ccomp//58 .//MAD//punct//13
