En översyn av överskottsmålet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Överskottsmålskommittén//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Magdalena Andersson;I//PP//case//92 september//NN|UTR|SIN|IND|NOM//obl//94 2016//RG|NOM//nummod//92 lämnade//VB|PRT|AKT//conj//72 Erik//PM|NOM//nsubj//94 Ullenhag//PM|NOM//flat:name//95 sitt//PS|NEU|SIN|DEF//nmod:poss//98 uppdrag//NN|NEU|SIN|IND|NOM//obj//94 som//KN//mark//100 ledamot//NN|UTR|SIN|IND|NOM//acl//98 i//PP//case//102 kommittén//NN|UTR|SIN|DEF|NOM//obl//100 och//KN//cc//106 i//PP//advmod//106 stället//NN|NEU|SIN|DEF|NOM//fixed//104 förordnades//VB|PRT|SFO//conj//100 riksdagsledamoten//NN|UTR|SIN|DEF|NOM//nmod//108 Mats//PM|NOM//nsubj//106 Persson//PM|NOM//flat:name//108 .//MAD//punct//17
Till statsrådet Magdalena Andersson;Följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 personer//NN|UTR|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 bistått//VB|SUP|AKT//ROOT//3 kommittén//NN|UTR|SIN|DEF|NOM//obj//3 som//KN//case//6 experter//NN|UTR|PLU|IND|NOM//obl//3 under//PP//case//8 utredningstiden//NN|UTR|SIN|DEF|NOM//nmod//6 ://MID//punct//3
Till statsrådet Magdalena Andersson;professor//NN|UTR|SIN|IND|NOM//nmod//12 emeritus//NN|UTR|SIN|IND|NOM//nmod//12 Lars//PM|NOM//appos//3 Calmfors//PM|NOM//flat//12 ,//MID//punct//15 prognoschef//NN|UTR|SIN|IND|NOM//nmod//16 Jesper//PM|NOM//conj//12 Hansson//PM|NOM//flat:name//16 ,//MID//punct//16 seniore//JJ|POS|MAS|SIN|DEF|NOM//conj//12 rådgivaren//NN|UTR|SIN|DEF|NOM//nmod//21 Lars//PM|NOM//conj//12 Hörngren//PM|NOM//flat:name//21 ,//MID//punct//21 departementsråd//NN|NEU|SIN|IND|NOM//nmod//25 Albin//PM|NOM//conj//12 Kainelainen//PM|NOM//flat:name//25 ,//MID//punct//28 föredraganden//NN|UTR|SIN|DEF|NOM//advcl//12 vid//PP//compound:prt//28 finansutskottet//NN|NEU|SIN|DEF|NOM//nmod//31 Katarina//PM|NOM//nmod//35 Stenmark//PM|NOM//flat:name//31 och//KN//cc//34 analyschef//NN|UTR|SIN|IND|NOM//conj//31 Annika//PM|NOM//conj//12 Sundén//PM|NOM//flat:name//35 .//MAD//punct//3
Till statsrådet Magdalena Andersson;Camilla//PM|NOM//nsubj//4 Holmén//PM|NOM//flat:name//0 har//VB|PRS|AKT//aux//4 varit//VB|SUP|AKT//cop//4 huvudsekreterare//NN|UTR|SIN|IND|NOM//ROOT//4 ,//MID//punct//6 Jenny//PM|NOM//conj//4 Dickson//PM|NOM//flat:name//6 och//KN//cc//9 Jonas//PM|NOM//nmod:poss//11 Norlin//PM|NOM//flat//9 sekreterare//NN|UTR|SIN|IND|NOM//nmod//6 i//PP//case//13 kommittén//NN|UTR|SIN|DEF|NOM//obl//6 .//MAD//punct//4
Till statsrådet Magdalena Andersson;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 betänkande//NN|NEU|SIN|IND|NOM//obj//1 En//DT|UTR|SIN|IND//det//6 översyn//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//8 överskottsmålet//NN|NEU|SIN|DEF|NOM//nmod//6  //_SP////8 (//PAD//punct//6 SOU//PM|NOM//appos//6 2016:67//RG|NOM//nummod//11 )//PAD//punct//11 .//MID//punct//19
Till statsrådet Magdalena Andersson;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//16 arbete//NN|NEU|SIN|IND|NOM//nsubj//19 är//VB|PRS|AKT//cop//19 därmed//AB//advmod//19 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Till statsrådet Magdalena Andersson;Oscar//PM|NOM//ROOT//0 Sjöstedt//PM|NOM//flat//0 /Camilla//RG|NOM//case//3 Holmén//PM|NOM//nmod//0
Till statsrådet Magdalena Andersson;Jenny//PM|NOM//ROOT//0 Dickson//PM|NOM//flat:name//0
Till statsrådet Magdalena Andersson;Jonas//PM|NOM//ROOT//0 Norlin//PM|NOM//flat//0


1.1 Uppdraget;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 11//RG|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obl//1 2015//RG|NOM//nummod//4 att//IE//mark//7 tillsätta//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//11 parlamentariskt//AB|POS//advmod//10 sammansatt//PC|PRF|UTR|SIN|IND|NOM//amod//11 kommitté//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//13 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//11 att//IE//mark//15 se//VB|INF|AKT//acl//4 över//PL//case//17 överskottsmålet//NN|NEU|SIN|DEF|NOM//obl//15 för//PP//case//23 den//DT|UTR|SIN|DEF//det//21 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 sektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//23 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 sparande//NN|NEU|SIN|IND|NOM//obl//15 (//PAD//punct//23 dir//NN|AN//appos//23 .//MAD//punct//4
1.1 Uppdraget;2015:63//RG|NOM//obl//1 )//PAD//punct//27 .//MAD//punct//1
1.1 Uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//32 har//VB|PRS|AKT//aux//32 antagit//VB|SUP|AKT//conj//1 namnet//NN|NEU|SIN|DEF|NOM//nmod//34 Överskottsmålskommittén//NN|UTR|SIN|DEF|NOM//obj//32 .//MAD//punct//32
1.1 Uppdraget;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 //NN|AN//nsubj//3 se//VB|INF|AKT//ROOT//3 över//PL//case//6 vilken//HD|UTR|SIN|IND//det//6 betydelse//NN|UTR|SIN|IND|NOM//obl//3 det//DT|NEU|SIN|DEF//det//9 finanspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 ramverket//NN|NEU|SIN|DEF|NOM//obj//3 ,//MID//punct//3 i//PP//advmod//3 synnerhet//NN|UTR|SIN|IND|NOM//fixed//11 överskottsmålet//NN|NEU|SIN|DEF|NOM//obj//3 ,//MID//punct//16 har//VB|PRS|AKT//aux//16 haft//VB|SUP|AKT//conj//3 för//PP//case//19 finanspolitikens//NN|UTR|SIN|DEF|GEN//nmod:poss//19 hållbarhet//NN|UTR|SIN|IND|NOM//obl//16 ,//MID//punct//24 den//DT|UTR|SIN|DEF//det//23 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 ekonomins//NN|UTR|SIN|DEF|GEN//nmod:poss//24 utveckling//NN|UTR|SIN|IND|NOM//obl//3 samt//KN//cc//31 för//PP//mark//31 att//SN//fixed//26 Sverige//PM|NOM//nsubj//31 har//VB|PRS|AKT//aux//31 kunnat//VB|SUP|AKT//aux//31 respektera//VB|INF|AKT//conj//3 reglerna//NN|UTR|PLU|DEF|NOM//obj//31 inom//PP//case//34 EU//PM|NOM//nmod//32 ://MID//punct//32 s//NN|AN//case//37 stabilitets-//NN|UTR|-|-|SMS//obl//31 och//KN//cc//39 tillväxtpakt//NN|UTR|SIN|IND|NOM//conj//37 ,//MID//punct//37 //NN|AN//conj//37 beakta//VB|INF|AKT//conj//31 de//DT|UTR/NEU|PLU|DEF//det//45 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 erfarenheterna//NN|UTR|PLU|DEF|NOM//obj//42 av//PP//case//49 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 slags//NN|NEU|PLU|IND|GEN//nmod:poss//49 mål//NN|NEU|PLU|IND|NOM//nmod//45 för//PP//case//53 det//DT|NEU|SIN|DEF//det//53 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//53 sparandet//NN|NEU|SIN|DEF|NOM//nmod//49 och//KN//cc//55 genomföra//VB|INF|AKT//conj//42 en//DT|UTR|SIN|IND//det//58 komparativ//JJ|POS|UTR|SIN|IND|NOM//amod//58 analys//NN|UTR|SIN|IND|NOM//obj//55 av//PP//case//62 de//DT|UTR/NEU|PLU|DEF//det//62 finanspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 regelverken//NN|NEU|PLU|DEF|NOM//nmod//58 i//PP//case//65 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 länder//NN|NEU|PLU|IND|NOM//nmod//62 .//MAD//punct//3
1.1 Uppdraget;I//PP//advmod//82 synnerhet//NN|UTR|SIN|IND|NOM//fixed//67 bör//VB|PRS|AKT//aux//82 den//DT|UTR|SIN|DEF//det//71 utveckling//NN|UTR|SIN|IND|NOM//nsubj:pass//82 som//HP|-|-|-//nsubj//73 skett//VB|SUP|AKT//acl:relcl//71 inom//PP//case//77 den//DT|UTR|SIN|DEF//det//77 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//77 delen//NN|UTR|SIN|DEF|NOM//obl//73 av//PP//case//79 stabilitets-//NN|UTR|-|-|SMS//nmod//77 och//KN//cc//81 tillväxtpakten//NN|UTR|SIN|DEF|NOM//conj//79 beaktas//VB|INF|SFO//parataxis//3 ,//MID//punct//82 //NN|AN//conj//82 utreda//VB|INF|AKT//xcomp//82 hur//HA//advmod//85 en//DT|UTR|SIN|IND//det//89 förändrad//PC|PRF|UTR|SIN|IND|NOM//amod//89 nivå//NN|UTR|SIN|IND|NOM//obj//85 på//PP//case//91 överskottsmålet//NN|NEU|SIN|DEF|NOM//nmod//89 förhåller//VB|PRS|AKT//conj//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//92 till//PP//case//96 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 delar//NN|UTR|PLU|IND|NOM//obl//92 av//PP//case//100 det//DT|NEU|SIN|DEF//det//100 finanspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//100 ramverket//NN|NEU|SIN|DEF|NOM//nmod//96 ,//MID//punct//3 //NN|AN//nsubj//103 analysera//VB|INF|AKT//parataxis//3 vilka//HD|UTR/NEU|PLU|IND//det//105 konsekvenser//NN|UTR|PLU|IND|NOM//nmod//107 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 saldomålnivåer//NN|UTR|PLU|IND|NOM//nsubj//108 får//VB|PRS|AKT//ccomp//103 för//PP//case//112 de//DT|UTR/NEU|PLU|DEF//det//112 offentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//112 finanserna//NN|UTR|PLU|DEF|NOM//obl//108 och//KN//cc//115 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//115 ekonomi//NN|UTR|SIN|IND|NOM//conj//112 ,//MID//punct//108 särskilt//AB//advmod//119 för//PP//case//119 möjligheterna//NN|UTR|PLU|DEF|NOM//obl//108 att//IE//mark//121 säkerställa//VB|INF|AKT//acl//119 en//DT|UTR|SIN|IND//det//125 långsiktigt//AB|POS//advmod//124 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//125 finanspolitik//NN|UTR|SIN|IND|NOM//obj//121 och//KN//cc//130 för//PP//mark//130 att//IE//mark//130 kunna//VB|INF|AKT//aux//130 hantera//VB|INF|AKT//conj//121 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//133 kraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//133 konjunkturnedgångar//NN|UTR|PLU|IND|NOM//obj//130 ,//MID//punct//136 //NN|AN//nsubj//136 bedöma//VB|INF|AKT//conj//108 om//SN//mark//139 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//139 finns//VB|PRS|SFO//advcl//136 anledning//NN|UTR|SIN|IND|NOM//nsubj//139 att//IE//mark//142 ändra//VB|INF|AKT//acl//140 nivån//NN|UTR|SIN|DEF|NOM//obj//142 på//PP//case//145 överskottsmålet//NN|NEU|SIN|DEF|NOM//obl//142 och//KN//cc//150 i//PP//case//149 så//AB//amod//149 fall//NN|NEU|SIN|IND|NOM//obl//150 föreslå//VB|INF|AKT//conj//139 en//DT|UTR|SIN|IND//det//153 ny//JJ|POS|UTR|SIN|IND|NOM//amod//153 nivå//NN|UTR|SIN|IND|NOM//obj//150 ,//MID//punct//103 //NN|AN//nsubj//156 överväga//VB|INF|AKT//conj//103 om//SN//mark//160 ramverket//NN|NEU|SIN|DEF|NOM//nsubj:pass//160 bör//VB|PRS|AKT//aux//160 kompletteras//VB|INF|SFO//advcl//156 med//PP//case//164 exempelvis//AB//advmod//164 ett//DT|NEU|SIN|IND//det//164 tak//NN|NEU|SIN|IND|NOM//obl//160 för//PP//case//168 den//DT|UTR|SIN|DEF//det//168 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//168 skuldkvoten//NN|UTR|SIN|DEF|NOM//nmod//164 i//PP//case//170 syfte//NN|NEU|SIN|IND|NOM//nmod//168 att//IE//mark//172 säkerställa//VB|INF|AKT//acl//168 en//DT|UTR|SIN|IND//det//175 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//175 finanspolitik//NN|UTR|SIN|IND|NOM//obj//172 ,//MID//punct//178 //NN|AN//nsubj//178 överväga//VB|INF|AKT//conj//172 om//SN//case//182 en//DT|UTR|SIN|IND//det//182 förändrad//PC|PRF|UTR|SIN|IND|NOM//amod//182 nivå//NN|UTR|SIN|IND|NOM//obl//178 på//PP//case//184 överskottsmålet//NN|NEU|SIN|DEF|NOM//nmod//182 bör//VB|PRS|AKT//aux//186 föranleda//VB|INF|AKT//conj//103 en//DT|UTR|SIN|IND//det//189 förstärkt//PC|PRF|UTR|SIN|IND|NOM//amod//189 uppföljning//NN|UTR|SIN|IND|NOM//obj//186 och//KN//cc//191 utvärdering//NN|UTR|SIN|IND|NOM//conj//189 av//PP//case//193 finanspolitiken//NN|UTR|SIN|DEF|NOM//nmod//191 .//MAD//punct//3
1.1 Uppdraget;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 10//RG|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//1 2015//RG|NOM//nummod//4 om//PP//case//8 ett//DT|NEU|SIN|IND//det//8 tilläggsdirektiv//NN|NEU|SIN|IND|NOM//obl//1 till//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//10 dir//NN|AN//appos//10 .//MID//punct//10
1.1 Uppdraget;2015:130//RG|NOM//conj//10 )//PAD//punct//14 .//MAD//punct//18
1.1 Uppdraget;Tilläggsdirektivet//NN|NEU|SIN|DEF|NOM//nsubj//18 innebar//VB|PRT|AKT//conj//1 att//SN//mark//23 kravet//NN|NEU|SIN|DEF|NOM//nsubj//23 på//PP//case//22 delbetänkande//NN|NEU|SIN|IND|NOM//nmod//20 utgick//VB|PRT|AKT//ccomp//18 ,//MID//punct//26 med//PP//case//26 motiveringen//NN|UTR|SIN|DEF|NOM//obl//23 att//IE//mark//28 ge//VB|INF|AKT//acl//26 kommittén//NN|UTR|SIN|DEF|NOM//amod//31 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//31 möjlighet//NN|UTR|SIN|IND|NOM//obj//28 att//IE//mark//33 ta//VB|INF|AKT//acl//31 ett//DT|NEU|SIN|IND//det//35 helhetsgrepp//NN|NEU|SIN|IND|NOM//obj//33 om//PP//case//39 de//DT|UTR/NEU|PLU|DEF//det//39 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 frågorna//NN|UTR|PLU|DEF|NOM//obl//33 .//MAD//punct//1
1.1 Uppdraget;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 redovisa//VB|INF|AKT//ROOT//2 uppdraget//NN|NEU|SIN|DEF|NOM//obj//2 senast//AB|SUV//case//7 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//7 oktober//NN|UTR|SIN|IND|NOM//nmod//3 2016//RG|NOM//nummod//7 .//MAD//punct//2
1.1 Uppdraget;Utredningsdirektiven//NN|NEU|PLU|DEF|NOM//nsubj//11 finns//VB|PRS|SFO//parataxis//2 i//PP//case//13 bilagorna//NN|UTR|PLU|DEF|NOM//obl//11 1//RG|NOM//nummod//13 och//KN//cc//14 2//RG|NOM//nummod//14 till//PP//case//18 betänkandet//NN|NEU|SIN|DEF|NOM//obl//11 .//MAD//punct//11

1.2 Utredningsarbetet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//10 ,//MID//punct//3 som//HP|-|-|-//nsubj//3 inledde//VB|PRT|AKT//acl:relcl//0 sitt//PS|NEU|SIN|DEF//nmod:poss//5 arbete//NN|NEU|SIN|IND|NOM//obj//3 i//PP//case//7 augusti//NN|UTR|SIN|IND|NOM//obl//3 2015//RG|NOM//nummod//7 ,//MID//punct//0 har//VB|PRS|AKT//ROOT//10 sammanträtt//VB|SUP|AKT//obj//10 vid//PP//case//14 12//RG|NOM//nummod//14 tillfällen//NN|NEU|PLU|IND|NOM//nmod//11 .//MAD//punct//10
1.2 Utredningsarbetet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//18 har//VB|PRS|AKT//aux//18 bedrivits//VB|SUP|SFO//parataxis//10 i//PP//case//20 samråd//NN|NEU|SIN|IND|NOM//obl//18 med//PP//case//23 en//DT|UTR|SIN|IND//det//23 expertkrets//NN|UTR|SIN|IND|NOM//nmod//20 ,//MID//punct//23 som//HP|-|-|-//nsubj//27 har//VB|PRS|AKT//aux//27 beretts//VB|SUP|SFO//acl:relcl//23 tillfälle//NN|NEU|SIN|IND|NOM//obj//27 att//IE//mark//30 lämna//VB|INF|AKT//acl//28 synpunkter//NN|UTR|PLU|IND|NOM//obj//30 .//MAD//punct//18
1.2 Utredningsarbetet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 hållit//VB|SUP|AKT//ROOT//2 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 utfrågningar//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//8 de//DT|UTR/NEU|PLU|DEF//det//8 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 frågeställningarna//NN|UTR|PLU|DEF|NOM//obl//2 med//PP//case//11 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 riksrevisor//NN|UTR|SIN|IND|NOM//nmod//12 Ulf//PM|NOM//nmod//8 Bengtsson//PM|NOM//flat:name//12 ,//MID//punct//12 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 riksbankschef//NN|UTR|SIN|IND|NOM//nmod//17 Kerstin//PM|NOM//conj//8 af//PP//flat:name//17 Jochnick//PM|NOM//nmod//8 och//KN//cc//25 Finanspolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//24 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 ordförande//NN|UTR|SIN|IND|NOM//nmod//25 John//PM|NOM//conj//8 Hassler//PM|NOM//flat//25 .//MAD//punct//2
1.2 Utredningsarbetet;Därutöver//AB//advmod//31 har//VB|PRS|AKT//aux//31 kommittén//NN|UTR|SIN|DEF|NOM//nsubj//31 hållit//VB|SUP|AKT//conj//2 interna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 utfrågningar//NN|UTR|PLU|IND|NOM//obj//31 med//PP//case//35 företrädare//NN|UTR|PLU|IND|NOM//obl//31 för//PP//case//38 arbetsmarknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//38 parter//NN|UTR|PLU|IND|NOM//nmod//35 (//PAD//punct//31 LO//PM|NOM//appos//31 ,//MID//punct//42 SACO//PM|NOM//conj//40 ,//MID//punct//44 TCO//PM|NOM//conj//40 och//KN//cc//47 Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//47 Näringsliv//NN|NEU|SIN|IND|NOM//conj//40 )//PAD//punct//31 och//KN//cc//52 med//PP//case//52 en//DT|UTR|SIN|IND//det//52 delegation//NN|UTR|SIN|IND|NOM//conj//31 från//PP//case//55 Internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 valutafonden//NN|UTR|SIN|DEF|NOM//nmod//52 (//PAD//punct//57 IMF//PM|NOM//appos//55 )//PAD//punct//57 .//MAD//punct//2
