Utredningens bakgrund och uppdrag;Miljökvalitetsmålet//NN|NEU|SIN|DEF|NOM//nmod//2 Giftfri//JJ|POS|UTR|SIN|IND|NOM//amod//2 miljö//NN|UTR|SIN|IND|NOM//ROOT//2
Utredningens bakgrund och uppdrag;och//KN//cc//66 detta//DT|NEU|SIN|DEF//det//66 uppdrag//NN|NEU|SIN|IND|NOM//conj//52
Utredningens bakgrund och uppdrag;Den//DT|UTR|SIN|DEF//det//2 18//RG|NOM//nummod//2 maj//NN|UTR|SIN|IND|NOM//obl//4 2000//RG|NOM//nummod//2 beslutade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 om//PP//case//9 ett//DT|NEU|SIN|IND//det//9 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//9 uppdrag//NN|NEU|SIN|IND|NOM//obl//4 till//PP//case//11 Kemikalieutredningen//NN|UTR|SIN|DEF|NOM//nmod//9 (//PAD//punct//11 dir//NN|AN//appos//11 .//MAD//punct//4
Utredningens bakgrund och uppdrag;2000:41//RG|NOM//punct//4 –//NN|AN//punct//17 se//VB|IMP|AKT//parataxis//4 bilaga//NN|UTR|SIN|IND|NOM//obj//17 1//RG|NOM//nummod//17 )//PAD//punct//17 .//MID//punct//4
Utredningens bakgrund och uppdrag;Detta//DT|NEU|SIN|DEF//nsubj//23 tilläggsuppdrag//NN|NEU|SIN|IND|NOM//nsubj//24 innebär//VB|PRS|AKT//parataxis//4 sammanfattningsvis//AB//advmod//24 att//SN//mark//28 vi//PN|UTR|PLU|DEF|SUB//nsubj:pass//28 ges//VB|PRS|SFO//ccomp//24 i//PP//case//30 uppdrag//NN|NEU|SIN|IND|NOM//obl//28 att//IE//mark//32 göra//VB|INF|AKT//acl//30 en//DT|UTR|SIN|IND//det//34 översyn//NN|UTR|SIN|IND|NOM//obj//32 av//PP//compound:prt//32 och//KN//cc//37 lämna//VB|INF|AKT//conj//32 förslag//NN|NEU|SIN|IND|NOM//obj//37 om//PP//case//42 Kemikalieinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 inriktning//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//44 verksamhet//NN|UTR|SIN|IND|NOM//conj//42 ,//MID//punct//46 resurser//NN|UTR|PLU|IND|NOM//conj//42 och//KN//cc//48 finansiering//NN|UTR|SIN|IND|NOM//conj//42 .//MAD//punct//24
Utredningens bakgrund och uppdrag;I//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//2 anges//VB|PRS|SFO//ROOT//2 att//SN//mark//6 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//6 skall//VB|PRS|AKT//aux//6 ske//VB|INF|AKT//dep//2 med//PP//case//12 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//7 i//PP//case//12 miljökvalitetsmålet//NN|NEU|SIN|DEF|NOM//nmod//11 Giftfri//JJ|POS|UTR|SIN|IND|NOM//amod//12 miljö//NN|UTR|SIN|IND|NOM//obl//6 ,//MID//punct//15 Kemikalieutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 förslag//NN|NEU|SIN|IND|NOM//appos//12 i//PP//case//17 SOU//PM|NOM//nmod//15 2000:53//RG|NOM//punct//6 ,//MID//punct//20 utvecklingen//NN|UTR|SIN|DEF|NOM//conj//6 på//PP//case//22 kemikalieområdet//NN|NEU|SIN|DEF|NOM//nmod//20 inom//PP//case//24 EU//PM|NOM//nmod//22 och//KN//cc//26 internationellt//AB|POS//conj//24 ,//MID//punct//29 miljöbalkens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 regler//NN|UTR|PLU|IND|NOM//conj//20 samt//KN//cc//32 Kemikalieinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 underlag//NN|NEU|SIN|IND|NOM//conj//20 till//PP//case//34 regeringen//NN|UTR|SIN|DEF|NOM//nmod//32 inför//PP//case//37 fördjupad//PC|PRF|UTR|SIN|IND|NOM//amod//37 prövning//NN|UTR|SIN|IND|NOM//nmod//32 (//PAD//punct//32 UFP//PM|NOM//appos//32 )//PAD//punct//32 .//MAD//punct//43
Utredningens bakgrund och uppdrag;Dessutom//AB//advmod//43 ingår//VB|PRS|AKT//conj//2 i//PP//case//45 uppdraget//NN|NEU|SIN|DEF|NOM//obl//43 att//IE//mark//48 översiktligt//AB|POS//advmod//48 belysa//VB|INF|AKT//advcl//43 de//DT|UTR/NEU|PLU|DEF//det//55 centrala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 ,//MID//punct//50 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 och//KN//cc//54 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//52 tillsynsmyndigheternas//NN|UTR|PLU|DEF|GEN//obj//48 samt//KN//cc//58 företagens//NN|NEU|PLU|DEF|GEN//nmod:poss//58 roll//NN|UTR|SIN|IND|NOM//conj//55 inom//PP//case//60 kemikaliekontrollen//NN|NEU|PLU|DEF|NOM//obl//48 .//MAD//punct//2

Giftfri miljömålet innebär en kraftig ambitionshöjning för kemikaliekontrollen (kapitel 4);Enligt//PP//case//2 vår//PS|UTR|SIN|DEF//nmod:poss//2 bedömning//NN|UTR|SIN|IND|NOM//obl//3 innebär//VB|PRS|AKT//ROOT//3 miljökvalitetsmålet//NN|NEU|SIN|DEF|NOM//nmod:poss//6 Giftfri//JJ|POS|UTR|SIN|IND|NOM//amod//6 miljö//NN|UTR|SIN|IND|NOM//nsubj//3 en//DT|UTR|SIN|IND//det//9 kraftig//JJ|POS|UTR|SIN|IND|NOM//amod//9 ambitionshöjning//NN|UTR|SIN|IND|NOM//obj//3 och//KN//cc//13 en//DT|UTR|SIN|IND//det//13 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//13 konkretisering//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//15 tidsangivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//9 av//PP//case//17 målen//NN|NEU|PLU|DEF|NOM//obl//15 för//PP//case//19 kemikaliekontrollen//NN|NEU|PLU|DEF|NOM//nmod//17 .//MAD//punct//3
Giftfri miljömålet innebär en kraftig ambitionshöjning för kemikaliekontrollen (kapitel 4);Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 framhåller//VB|PRS|AKT//ROOT//1 att//SN//mark//4 kemikalierelaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 hälso-//NN|UTR|-|-|SMS//nsubj:pass//17 och//KN//cc//6 miljörisker//NN|UTR|PLU|IND|NOM//conj//4 som//HP|-|-|-//nsubj//9 är//VB|PRS|AKT//cop//9 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//6 till//PP//case//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 varor//NN|UTR|PLU|IND|NOM//obl//9 än//KN//case//15 kemiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 produkter//NN|UTR|PLU|IND|NOM//nmod//12 bör//VB|PRS|AKT//aux//17 uppmärksammas//VB|INF|SFO//conj//1 i//PP//case//20 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 utsträckning//NN|UTR|SIN|IND|NOM//obl//17 .//MAD//punct//17
Giftfri miljömålet innebär en kraftig ambitionshöjning för kemikaliekontrollen (kapitel 4);Kemikalieinspektionen//NN|UTR|SIN|DEF|NOM//nsubj//28 bör//VB|PRS|AKT//aux//28 i//PP//case//25 samråd//NN|NEU|SIN|IND|NOM//obl//28 med//PP//case//27 Naturvårdsverket//NN|NEU|SIN|DEF|NOM//nmod//25 ta//VB|INF|AKT//conj//1 fram//PL//compound:prt//28 en//DT|UTR|SIN|IND//det//31 plan//NN|UTR|SIN|IND|NOM//obj//28 för//PP//case//33 kemikaliearbetet//NN|NEU|SIN|DEF|NOM//nmod//31 i//PP//case//36 ett//DT|NEU|SIN|IND//det//36 varuperspektiv//NN|NEU|SIN|IND|NOM//nmod//33 som//HP|-|-|-//nsubj//38 inkluderar//VB|PRS|AKT//acl:relcl//36 handlingsplan//NN|UTR|SIN|IND|NOM//obj//38 ,//MID//punct//41 prioriteringar//NN|UTR|PLU|IND|NOM//conj//39 och//KN//cc//43 arbetsfördelning//NN|UTR|SIN|IND|NOM//conj//39 .//MAD//punct//1
