Del 1;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 samordning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//6 socialförsäkringslagarna//NN|UTR|PLU|DEF|NOM//nmod//4 (//PAD//punct//8 SamSol//UO//appos//0 )//PAD//punct//0
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Förmåner//NN|UTR|PLU|IND|NOM//nsubj//28 vid//PP//case//2 utlandsvistelse//NN|UTR|SIN|IND|NOM//nmod//0 13//RG|NOM//nummod//4 §//NN|AN//nmod//0  //_SP////4 För//PP//case//7 tid//NN|UTR|SIN|IND|NOM//obl//0 då//HA//mark//12 en//DT|UTR|SIN|IND//det//10 försäkrad//PC|PRF|UTR|SIN|IND|NOM//nsubj:pass//12 inte//AB//advmod//12 vistas//VB|PRS|SFO//acl:relcl//0 i//PP//case//15 ett//DT|NEU|SIN|IND//det//15 land//NN|NEU|SIN|IND|NOM//obl//12 som//HP|-|-|-//nsubj//17 ingår//VB|PRS|AKT//acl:relcl//15 i//PP//case//21 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 samarbetsområdet//NN|NEU|SIN|DEF|NOM//obl//17 (//PAD//punct//21 EES//PM|NOM//appos//21 )//PAD//punct//21 eller//KN//cc//27 i//PP//case//27 Schweiz//PM|NOM//conj//21 får//VB|PRS|AKT//aux//34 förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//34 som//HP|-|-|-//nsubj:pass//31 grundas//VB|PRS|SFO//acl:relcl//29 på//PP//case//33 bosättning//NN|UTR|SIN|IND|NOM//obl//31 lämnas//VB|PRS|SFO//ROOT//34 endast//AB//advmod//34 i//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 fall//NN|NEU|PLU|IND|NOM//obl//34 som//HP|-|-|-//nsubj:pass//40 avses//VB|PRS|SFO//acl:relcl//38 i//PP//case//42 14//RG|NOM//nummod//45 och//KN//cc//42 15//RG|NOM//nummod//42 §//NN|AN//nmod//46 §//NN|AN//obl//40 .//MAD//punct//34
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Förmåner//NN|UTR|PLU|IND|NOM//nsubj:pass//13 enligt//PP//case//4 9//RG|NOM//nummod//3 §//NN|AN//nmod//4 7//RG|NOM//nmod//0 ,//MID//punct//6 11//RG|NOM//nummod//4 ,//MID//punct//6 12//RG|NOM//nummod//4 och//KN//cc//8 14//RG|NOM//punct//0 17//RG|NOM//nummod//10 får//VB|PRS|AKT//aux//13 lämnas//VB|INF|SFO//ROOT//13 så//AB//advmod//15 länge//AB|POS//advmod//13 den//DT|UTR|SIN|DEF//det//18 försäkrades//JJ|POS|MAS|SIN|DEF|GEN//amod//18 bosättning//NN|UTR|SIN|IND|NOM//nsubj//21 i//PP//case//20 Sverige//PM|NOM//nmod//18 består//VB|PRS|AKT//advcl//13 .//MAD//punct//13
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Tidsbegränsningen//NN|UTR|SIN|DEF|NOM//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 heller//AB//advmod//1 familjeförmåner//NN|UTR|PLU|IND|NOM//obj//1 enligt//PP//case//7 9//RG|NOM//nummod//7 §//NN|AN//nmod//4 1//RG|NOM//nummod//9 4//RG|NOM//nmod//7 till//PP//case//11 biståndsarbetare//NN|UTR|PLU|IND|NOM//nmod//7 m.fl.//AB|AN//obl//1 och//KN//cc//14 studerande//NN|UTR|PLU|IND|NOM//conj//12 eller//KN//cc//17 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//17 familjemedlemmar//NN|UTR|PLU|IND|NOM//conj//12 som//HP|-|-|-//nsubj:pass//19 avses//VB|PRS|SFO//acl:relcl//17 i//PP//case//24 6//RG|NOM//nummod//22 8//RG|NOM//nummod//23 §//NN|AN//nmod//24 §//NN|AN//obl//19 .//MAD//punct//1
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 försäkringssituationer//NN|UTR|PLU|IND|NOM//nsubj//7 17//RG|NOM//nummod//3 §//NN|AN//nmod//1  //_SP////3 Regeringen//NN|UTR|SIN|DEF|NOM//nmod//3 får//VB|PRS|AKT//aux//7 förordna//VB|INF|AKT//ROOT//7 att//SN//mark//15 barn//NN|NEU|PLU|IND|NOM//nsubj//15 som//HP|-|-|-//nsubj//13 är//VB|PRS|AKT//cop//13 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//13 flykting//NN|UTR|SIN|IND|NOM//acl:relcl//9 är//VB|PRS|AKT//cop//15 försäkrat//PC|PRF|NEU|SIN|IND|NOM//ccomp//7 för//PP//case//17 underhållsstöd//NN|NEU|SIN|IND|NOM//obl//15 enligt//PP//case//20 9//RG|NOM//nummod//20 §//NN|AN//nmod//17 3//RG|NOM//nummod//20 även//AB//mark//27 om//SN//fixed//22 barnet//NN|NEU|SIN|DEF|NOM//nsubj//27 inte//AB//advmod//27 är//VB|PRS|AKT//cop//27 bosatt//JJ|POS|UTR|SIN|IND|NOM//advcl//15 i//PP//case//29 Sverige//PM|NOM//obl//27 .//MAD//punct//7
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;18//RG|NOM//nummod//32 §//NN|AN//appos//7  //_SP////32 Har//VB|PRS|AKT//aux//40 rätten//NN|UTR|SIN|DEF|NOM//nsubj//40 till//PP//case//39 en//DT|UTR|SIN|IND//det//39 bosättningsbaserad//PC|PRF|UTR|SIN|IND|NOM//amod//39 förmån//NN|UTR|SIN|IND|NOM//nmod//35 upphört//VB|SUP|AKT//conj//7 med//PP//case//42 tillämpning//NN|UTR|SIN|IND|NOM//obl//40 av//PP//case//44 bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//42 om//PP//case//46 bosättning//NN|UTR|SIN|IND|NOM//nmod//44 i//PP//case//48 2//RG|NOM//nummod//49 8//RG|NOM//nummod//50 §//NN|AN//nmod//51 §//NN|AN//nmod//46 .//MAD//punct//7
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;eller//KN//cc//54 bestämmelserna//NN|UTR|PLU|DEF|NOM//conj//7 om//PP//case//56 utlandsvistelse//NN|UTR|SIN|IND|NOM//nmod//54 i//PP//case//58 13//RG|NOM//nummod//60 15//RG|NOM//nummod//60 §//NN|AN//nmod//61 §//NN|AN//nmod//54 ,//MID//punct//7 får//VB|PRS|AKT//aux//69 förmånen//NN|UTR|SIN|DEF|NOM//nsubj//63 efter//PP//case//66 ansökan//NN|UTR|SIN|IND|NOM//obl//63 hos//PP//case//68 Försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//66 fortsätta//VB|INF|AKT//parataxis//7 att//IE//mark//71 lämnas//VB|INF|SFO//xcomp//69 om//SN//case//73 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//71 med//PP//case//77 hänsyn//NN|UTR|SIN|IND|NOM//fixed//74 till//PP//fixed//74 omständigheterna//NN|UTR|PLU|DEF|NOM//obl//79 skulle//VB|PRT|AKT//aux//79 framstå//VB|INF|AKT//advcl//71 som//KN//mark//82 uppenbart//AB|POS//advmod//82 oskäligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//79 att//IE//mark//84 dra//VB|INF|AKT//acl//82 in//PL//compound:prt//84 förmånen//NN|UTR|SIN|DEF|NOM//obj//84 .//MAD//punct//7
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;6//RG|NOM//nummod//89 kap.//NN|AN//nmod//91 Arbetsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//91 förmåner//NN|UTR|PLU|IND|NOM//parataxis//7
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Innehåll//NN|NEU|SIN|IND|NOM//nsubj//7 1//RG|NOM//nummod//2 §//NN|AN//nmod//0  //_SP////2 I//PP//case//6 detta//DT|NEU|SIN|DEF//det//6 kapitel//NN|NEU|SIN|IND|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//7 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//7 om//PP//case//11 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//11 personkategorier//NN|UTR|PLU|IND|NOM//nmod//8 i//PP//case//13 3//RG|NOM//nummod//14 5//RG|NOM//nummod//15 §//NN|AN//nmod//16 §//NN|AN//obl//7 ,//MID//punct//7 de//DT|UTR/NEU|PLU|DEF//det//20 arbetsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//20 förmånerna//NN|UTR|PLU|DEF|NOM//parataxis//7 i//PP//case//26 6//RG|NOM//nummod//25 och//KN//cc//22 7//RG|NOM//nummod//22 §//NN|AN//nmod//26 §//NN|AN//nmod//20 ,//MID//punct//28 försäkringstid//NN|UTR|SIN|IND|NOM//conj//26 i//PP//case//33 8//RG|NOM//nummod//32 12//RG|NOM//nummod//32 §//NN|AN//nmod//33 §//NN|AN//nmod//28 ,//MID//punct//35 arbetsanmälan//NN|UTR|SIN|DEF|NOM//conj//7 i//PP//case//38 13//RG|NOM//nummod//38 §//NN|AN//obl//35 ,//MID//punct//40 arbetstillstånd//NN|NEU|SIN|IND|NOM//conj//38 eller//KN//cc//42 uppehållstillstånd//NN|NEU|SIN|IND|NOM//conj//38 i//PP//case//45 14//RG|NOM//nummod//45 §//NN|AN//nmod//42 ,//MID//punct//47 förmåner//NN|UTR|PLU|IND|NOM//conj//38 vid//PP//case//49 utlandsvistelse//NN|UTR|SIN|IND|NOM//nmod//47 i//PP//case//54 15//RG|NOM//nummod//52 18//RG|NOM//nummod//53 §//NN|AN//nmod//54 §//NN|AN//nmod//47 ,//MID//punct//38 och//KN//cc//58 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 försäkringssituationer//NN|UTR|PLU|IND|NOM//conj//38 i//PP//case//60 19//RG|NOM//nummod//62 22//RG|NOM//nummod//62 §//NN|AN//nmod//63 §//NN|AN//nmod//58 .//MAD//punct//7
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Arbete//NN|NEU|SIN|IND|NOM//ROOT//0 i//PP//case//2 Sverige//PM|NOM//nmod//0
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Om//SN//mark//7 en//DT|UTR|SIN|IND//det//3 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 person//NN|UTR|SIN|IND|NOM//nsubj//7 som//HP|-|-|-//nsubj//5 bedriver//VB|PRS|AKT//acl:relcl//3 näringsverksamhet//NN|UTR|SIN|IND|NOM//obj//5 har//VB|PRS|AKT//advcl//31 sådant//JJ|POS|NEU|SIN|IND|NOM//advmod//9 fast//JJ|POS|NEU|SIN|IND|NOM//advmod//7 driftställe//NN|NEU|SIN|IND|NOM//fixed//9 i//PP//case//12 Sverige//PM|NOM//obl//7 som//HP|-|-|-//nsubj:pass//14 avses//VB|PRS|SFO//acl:relcl//12 i//PP//case//20 2//RG|NOM//nummod//17 kap.//NN|AN//obl//19 29//RG|NOM//nummod//19 §//NN|AN//nmod//20 inkomstskattelagen//NN|UTR|SIN|DEF|NOM//obl//14 (//PAD//punct//20 1999:1229//RG|NOM//appos//20 )//PAD//punct//20 skall//VB|PRS|AKT//aux//31 verksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//31 som//HP|-|-|-//nsubj//27 hänför//VB|PRS|AKT//acl:relcl//25 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//27 till//PP//case//30 driftstället//NN|NEU|SIN|DEF|NOM//obl//27 anses//VB|PRS|SFO//ROOT//31 bedriven//PC|PRF|UTR|SIN|IND|NOM//xcomp//31 här//AB//advmod//32 i//PP//case//35 landet//NN|NEU|SIN|DEF|NOM//obl//32 .//MAD//punct//31
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//1 personkategorier//NN|UTR|PLU|IND|NOM//ROOT//1
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Sjömän//NN|UTR|PLU|IND|NOM//nsubj//4 3//RG|NOM//nummod//2 §//NN|AN//nmod//0  //_SP////2 Arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//11 som//KN//mark//6 sjöman//NN|UTR|SIN|IND|NOM//acl//4 på//PP//case//9 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//9 handelsfartyg//NN|NEU|SIN|IND|NOM//nmod//6 skall//VB|PRS|AKT//aux//11 anses//VB|INF|SFO//ROOT//11 som//KN//case//13 arbete//NN|NEU|SIN|IND|NOM//xcomp//11 i//PP//case//15 Sverige//PM|NOM//obl//11 .//MAD//punct//11
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//18 gäller//VB|PRS|AKT//parataxis//11 även//AB//advmod//20 arbete//NN|NEU|SIN|IND|NOM//obj//18 som//HP|-|-|-//nsubj:pass//22 utförs//VB|PRS|SFO//acl:relcl//20
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Med//PP//case//1 sjöman//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//2 som//HP|-|-|-//nsubj:pass//13 enligt//PP//case//8 3//RG|NOM//nummod//7 §//NN|AN//nmod//8 sjömanslagen//NN|UTR|SIN|DEF|NOM//obl//13 (//PAD//punct//8 1973:282//RG|NOM//appos//8 )//PAD//punct//8 skall//VB|PRS|AKT//aux//13 anses//VB|INF|SFO//acl:relcl//3 som//KN//case//15 sjöman//NN|UTR|SIN|IND|NOM//xcomp//13 .//MAD//punct//2
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Utsändning//NN|UTR|SIN|IND|NOM//nsubj:pass//15 m.m.//AB|AN//conj//0 4//RG|NOM//nummod//3 §//NN|AN//nmod//0  //_SP////3 Arbete//NN|NEU|SIN|IND|NOM//conj//3 utomlands//AB//advmod//3 för//PP//case//9 en//DT|UTR|SIN|IND//det//9 arbetsgivare//NN|UTR|SIN|IND|NOM//nmod//0 med//PP//case//11 verksamhet//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//13 Sverige//PM|NOM//nmod//11 skall//VB|PRS|AKT//aux//15 anses//VB|INF|SFO//ROOT//15 som//KN//case//17 arbete//NN|NEU|SIN|IND|NOM//obl//15 här//AB//advmod//20 i//PP//case//20 landet//NN|NEU|SIN|DEF|NOM//obl//15 ,//MID//punct//15 om//SN//mark//25 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//25 är//VB|PRS|AKT//cop//25 utsänd//PC|PRF|UTR|SIN|IND|NOM//advcl//15 av//PP//case//27 arbetsgivaren//NN|UTR|SIN|DEF|NOM//obl//25 och//KN//cc//29 arbetet//NN|NEU|SIN|DEF|NOM//conj//27 kan//VB|PRS|AKT//aux//31 antas//VB|INF|SFO//conj//25 vara//VB|INF|AKT//cop//35 längst//AB|SUV//advmod//34 ett//RG|NEU|SIN|IND|NOM//nummod//35 år//NN|NEU|SIN|IND|NOM//xcomp//31 .//MAD//punct//15
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;När//HA//mark//7 en//DT|UTR|SIN|IND//det//3 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//3 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//7 under//PP//case//6 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 förhållande//NN|NEU|SIN|IND|NOM//nmod//3 sänder//VB|PRS|AKT//advcl//18 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//7 till//PP//case//10 Sverige//PM|NOM//obl//7 för//PP//case//12 arbete//NN|NEU|SIN|IND|NOM//obl//7 skall//VB|PRS|AKT//aux//18 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//18 i//PP//case//16 Sverige//PM|NOM//nmod//14 inte//AB//advmod//18 anses//VB|PRS|SFO//ROOT//18 föreligga//VB|INF|AKT//xcomp//18 .//MAD//punct//18
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;I//PP//case//1 fall//NN|NEU|PLU|IND|NOM//obl//9 som//HP|-|-|-//nsubj:pass//3 anges//VB|PRS|SFO//acl:relcl//1 i//PP//case//6 5//RG|NOM//nummod//6 kap.//NN|AN//nmod//8 4//RG|NOM//nummod//8 §//NN|AN//obl//3 gäller//VB|PRS|AKT//ROOT//9 första//RO|NOM//amod//13 och//KN//cc//12 andra//RO|NOM//conj//10 styckena//NN|NEU|PLU|DEF|NOM//nsubj//9 även//AB//mark//18 om//SN//fixed//14 utsändningstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 kan//VB|PRS|AKT//aux//18 antas//VB|INF|SFO//advcl//9 vara//VB|INF|AKT//cop//20 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//18 än//KN//case//23 ett//RG|NEU|SIN|IND|NOM//nummod//23 år//NN|NEU|SIN|IND|NOM//obl//20 .//MAD//punct//9
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Diplomater//NN|UTR|PLU|IND|NOM//ROOT//0 m.fl.//AB|AN//punct//0 privilegier//NN|NEU|PLU|IND|NOM//conj//0 i//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 konventioner//NN|UTR|PLU|IND|NOM//nmod//2 som//HP|-|-|-//nsubj:pass//7 anges//VB|PRS|SFO//acl:relcl//5 i//PP//case//9 2//RG|NOM//nummod//12 och//KN//cc//9 3//RG|NOM//nummod//9 §//NN|AN//nmod//13 §//NN|AN//nmod//14 lagen//NN|UTR|SIN|DEF|NOM//obl//7 (//PAD//punct//16 1976:661//RG|NOM//appos//14 )//PAD//punct//16 om//PP//case//19 immunitet//NN|UTR|SIN|IND|NOM//nmod//14 och//KN//cc//21 privilegier//NN|NEU|PLU|IND|NOM//conj//19 i//PP//case//24 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 fall//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//0
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 gäller//VB|PRS|AKT//parataxis//0 även//AB//advmod//27 en//DT|UTR|SIN|IND//det//32 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//32 persons//NN|UTR|SIN|IND|GEN//nmod:poss//32 privattjänare//NN|UTR|SIN|IND|NOM//obj//27 .//MAD//punct//27
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Ett//DT|NEU|SIN|IND//det//2 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//2 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//31 som//HP|-|-|-//nsubj//4 medför//VB|PRS|AKT//acl:relcl//2 att//SN//mark//16 en//DT|UTR|SIN|IND//det//7 person//NN|UTR|SIN|IND|NOM//nsubj:pass//16 på//PP//case//11 grund//NN|UTR|SIN|IND|NOM//fixed//8 av//PP//fixed//8 anknytning//NN|UTR|SIN|IND|NOM//nmod//7 till//PP//case//15 en//DT|UTR|SIN|IND//det//15 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//15 organisation//NN|UTR|SIN|IND|NOM//nmod//11 omfattas//VB|PRS|SFO//ccomp//4 av//PP//case//18 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl:agent//16 i//PP//case//21 4//RG|NOM//nummod//21 §//NN|AN//nmod//22 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 om//PP//case//24 immunitet//NN|UTR|SIN|IND|NOM//nmod//22 och//KN//cc//26 privilegier//NN|NEU|PLU|IND|NOM//conj//24 i//PP//case//29 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 fall//NN|NEU|PLU|IND|NOM//nmod//26 skall//VB|PRS|AKT//aux//31 anses//VB|INF|SFO//ROOT//31 som//KN//case//33 arbete//NN|NEU|SIN|IND|NOM//xcomp//31 i//PP//case//35 Sverige//PM|NOM//obl//31 endast//AB//advmod//42 i//PP//case//39 den//DT|UTR|SIN|DEF//det//39 mån//NN|UTR|SIN|IND|NOM//obl//42 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//42 är//VB|PRS|AKT//cop//42 förenligt//JJ|POS|NEU|SIN|IND|NOM//advcl//31 med//PP//mark//46 vad//HP|NEU|SIN|IND//dislocated//46 som//HP|-|-|-//nsubj//46 följer//VB|PRS|AKT//advcl//42 av//PP//case//49 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//49 stadga//NN|UTR|SIN|IND|NOM//obl//46 eller//KN//cc//51 avtal//NN|NEU|SIN|IND|NOM//conj//49 som//HP|-|-|-//nsubj:pass//53 anges//VB|PRS|SFO//acl:relcl//51 i//PP//case//55 bilagan//NN|UTR|SIN|DEF|NOM//obl//53 till//PP//case//58 den//DT|UTR|SIN|DEF//det//58 lagen//NN|UTR|SIN|DEF|NOM//obl//53 .//MAD//punct//31
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;De//DT|UTR/NEU|PLU|DEF//det//2 arbetsbaserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 förmånerna//NN|UTR|PLU|DEF|NOM//nsubj//12 6//RG|NOM//nummod//4 §//NN|AN//nmod//2  //_SP////4 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//4 som//HP|-|-|-//nsubj//8 arbetar//VB|PRS|AKT//acl:relcl//6 i//PP//case//10 Sverige//PM|NOM//obl//8 är//VB|PRS|AKT//cop//12 försäkrad//PC|PRF|UTR|SIN|IND|NOM//ROOT//12 för//PP//case//15 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 förmåner//NN|UTR|PLU|IND|NOM//obl//12 ://MAD//punct//12
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Avdelning//NN|UTR|SIN|IND|NOM//nmod//1 C//NN|NEU|SIN|IND|NOM//dep//9 Förmåner//NN|UTR|PLU|IND|NOM//flat:name//1 vid//PP//case//4 sjukdom//NN|UTR|SIN|IND|NOM//obl//1 eller//KN//cc//6 arbetsskada//NN|UTR|SIN|IND|NOM//conj//4 3//RG|NOM//nummod//4 .//MID//punct//1
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;sjukpenning//NN|UTR|SIN|IND|NOM//ROOT//9 ,//MID//punct//9 (//PAD//punct//13 C//NN|AN//compound//13 III//RG|NOM//appos//9 )//PAD//punct//9
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Avdelning//NN|UTR|SIN|IND|NOM//nmod//1 F//PM|NOM//nummod//23 Förmåner//NN|UTR|PLU|IND|NOM//flat:name//1 till//PP//case//4 efterlevande//NN|UTR|PLU|IND|NOM//obl//1 och//KN//cc//6 änkepension//NN|UTR|SIN|IND|NOM//conj//4 med//PP//case//11 undantag//NN|NEU|SIN|IND|NOM//fixed//7 av//PP//fixed//7 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//11 pension//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj:pass//13 avses//VB|PRS|SFO//acl:relcl//11 i//PP//case//16 5//RG|NOM//nummod//16 kap.//NN|AN//nmod//19 9//RG|NOM//nummod//18 §//NN|AN//nmod//19 14–17//RG|NOM//obl//13 ,//MID//punct//1 och//KN//cc//1 (//PAD//punct//1 F//PM|NOM//nsubj//55 II//RG|NOM//flat:name//23 )//PAD//punct//23 10//RG|NOM//nummod//23 .//MAD//punct//23
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;efterlevandeförmåner//NN|UTR|PLU|IND|NOM//appos//23 från//PP//case//30 arbetsskadeförsäkringen//NN|UTR|SIN|DEF|NOM//nmod//28 .//MAD//punct//23
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;(//PAD//punct//33 FIII//NN|UTR|SIN|DEF|NOM//appos//23 )//PAD//punct//33 7//RG|NOM//nummod//36 §//NN|AN//nmod//23  //_SP////36 När//HA//case//41 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//38 gäller//VB|PRS|AKT//fixed//38 pensionsförmåner//NN|UTR|PLU|IND|NOM//obl//23 och//KN//cc//43 skadeersättning//NN|UTR|SIN|IND|NOM//conj//41 till//PP//case//45 efterlevande//NN|UTR|PLU|IND|NOM//nmod//43 enligt//PP//case//49 6//RG|NOM//nummod//48 §//NN|AN//nmod//49 9//RG|NOM//nmod//43 och//KN//cc//49 10//RG|NOM//nummod//49 är//VB|PRS|AKT//cop//55 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//55 den//DT|UTR|SIN|DEF//det//55 avlidne//PC|PRF|MAS|SIN|DEF|NOM//ROOT//55 som//HP|-|-|-//nsubj:pass//60 skall//VB|PRS|AKT//aux//60 ha//VB|INF|AKT//aux//60 varit//VB|SUP|AKT//aux:pass//60 försäkrad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//55 för//PP//case//62 förmånerna//NN|UTR|PLU|DEF|NOM//obl//60 .//MAD//punct//55
1 Förslag till socialförsäkringsbalk I Inledande bestämmelser, definitioner och förklaringar / II Socialförsäkringsskyddet;Försäkringstid//NN|UTR|SIN|IND|NOM//nsubj//6 8//RG|NOM//nummod//2 §//NN|AN//nmod//0  //_SP////2 För//PP//case//5 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//2 gäller//VB|PRS|AKT//ROOT//6 försäkringen//NN|UTR|SIN|DEF|NOM//obj//6 enligt//PP//case//10 6//RG|NOM//nummod//10 §//NN|AN//nmod//7 från//PP//case//16 och//KN//fixed//11 med//PP//fixed//11 den//DT|UTR|SIN|DEF//det//16 första//RO|NOM//amod//16 dagen//NN|UTR|SIN|DEF|NOM//obl//6 av//PP//case//18 anställningstiden//NN|UTR|SIN|DEF|NOM//nmod//16 .//MAD//punct//6
