Frågor och svar;2014-06-26//RG|NOM//ROOT//0
Svar:;Systemen//NN|NEU|PLU|DEF|NOM//nsubj//59 i//PP//case//56 Danmark//PM|NOM//nmod//54 och//KN//cc//58 Norge//PM|NOM//conj//56 har//VB|PRS|AKT//parataxis//15 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//59 gemensamt//AB|POS//advmod//59 med//PP//case//63 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//59 att//SN//mark//69 konsumenter//NN|UTR|PLU|IND|NOM//nsubj//69 under//PP//case//68 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 förhållanden//NN|NEU|PLU|IND|NOM//nmod//65 har//VB|PRS|AKT//ccomp//59 möjlighet//NN|UTR|SIN|IND|NOM//obj//69 att//IE//mark//72 få//VB|INF|AKT//acl//70 ett//DT|NEU|SIN|IND//det//75 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 beslut//NN|NEU|SIN|IND|NOM//obj//72 .//MAD//punct//59
Svar:;Samtidigt//AB//advmod//80 är//VB|PRS|AKT//cop//80 också//AB//advmod//80 systemen//NN|NEU|PLU|DEF|NOM//parataxis//59 i//PP//case//82 Danmark//PM|NOM//nmod//80 och//KN//cc//84 Norge//PM|NOM//conj//82 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 varandra//PN|UTR/NEU|PLU|DEF|OBJ//conj//82 .//MAD//punct//59
Svar:;De//DT|UTR/NEU|PLU|DEF//det//91 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 länderna//NN|NEU|PLU|DEF|NOM//obj//59 för//PP//case//94 också//AB//advmod//94 statistik//NN|UTR|SIN|IND|NOM//nmod//91 i//PP//case//97 olika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//97 utsträckning//NN|UTR|SIN|IND|NOM//nmod//94 ,//MID//punct//103 och//KN//cc//103 för//PP//case//102 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//102 ärendetyper//NN|UTR|PLU|IND|NOM//obl//103 förs//VB|PRS|SFO//conj//59 ingen//DT|UTR|SIN|IND//det//105 statistik//NN|UTR|SIN|IND|NOM//nsubj:pass//103 alls//AB//advmod//103 .//MAD//punct//59
Svar:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//112 är//VB|PRS|AKT//cop//112 därför//AB//advmod//112 inte//AB//advmod//112 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//59 att//IE//mark//114 göra//VB|INF|AKT//csubj//112 någon//DT|UTR|SIN|IND//det//117 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//117 jämförelse//NN|UTR|SIN|IND|NOM//obj//114 mellan//PP//case//122 de//DT|UTR/NEU|PLU|DEF//det//122 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//122 länderna//NN|NEU|PLU|DEF|NOM//nmod//117 när//HA//mark//125 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//125 gäller//VB|PRS|AKT//advcl//114 följsamhet//NN|UTR|SIN|IND|NOM//obj//125 .//MAD//punct//112
Svar:;Av//PP//case//129 uppgifter//NN|UTR|PLU|IND|NOM//obl//15 som//HP|-|-|-//nsubj:pass//132 har//VB|PRS|AKT//aux//132 tagits//VB|SUP|SFO//acl:relcl//129 fram//PL//compound:prt//132 av//PP//case//137 de//DT|UTR/NEU|PLU|DEF//det//137 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//137 länderna//NN|NEU|PLU|DEF|NOM//obl:agent//132 ,//MID//punct//144 och//KN//cc//144 som//HP|-|-|-//obl//144 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//144 har//VB|PRS|AKT//aux//144 kunnat//VB|SUP|AKT//aux//144 ta//VB|INF|AKT//conj//15 del//NN|UTR|SIN|IND|NOM//obj//144 av//PP//case//140 ,//MID//punct//144 kan//VB|PRS|AKT//aux//153 ändå//AB//advmod//153 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//152 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//152 slutsatser//NN|UTR|PLU|IND|NOM//nsubj:pass//153 dras//VB|PRS|SFO//conj//15 angående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//159 hur//HA//advmod//159 det//DT|NEU|SIN|DEF//det//158 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//158 systemet//NN|NEU|SIN|DEF|NOM//nsubj//159 står//VB|PRS|AKT//advcl//153 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//159 i//PP//case//167 förhållande//NN|NEU|SIN|IND|NOM//fixed//161 till//PP//fixed//161 dels//KN//advmod//167 det//DT|NEU|SIN|DEF//det//167 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//167 systemet//NN|NEU|SIN|DEF|NOM//obl//159 ,//MID//punct//171 som//HP|-|-|-//nsubj//171 alltså//AB//advmod//171 liknar//VB|PRS|AKT//acl:relcl//167 det//DT|NEU|SIN|DEF//obj//171 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//171 ,//MID//punct//171 och//KN//cc//178 jämfört//AB//case//178 med//PP//fixed//176 systemen//NN|NEU|PLU|DEF|NOM//conj//171 i//PP//case//180 Danmark//PM|NOM//nmod//178 och//KN//cc//182 Norge//PM|NOM//conj//180 med//PP//case//184 möjlighet//NN|UTR|SIN|IND|NOM//nmod//178 till//PP//case//187 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//187 beslut//NN|NEU|SIN|IND|NOM//nmod//184 .//MAD//punct//15
Svar:;Följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//13 till//PP//case//2 besluten//NN|NEU|PLU|DEF|NOM//nmod//0 från//PP//case//4 ARN//PM|NOM//nmod//2 ://MID//punct//0 s//NN|AN//nummod//7 motsvarighet//NN|UTR|SIN|IND|NOM//appos//0 i//PP//case//9 Finland//PM|NOM//nmod//7 ,//MID//punct//11 Konsumenttvistenämnden//NN|UTR|SIN|DEF|NOM//conj//9 ,//MID//punct//0 ligger//VB|PRS|AKT//ROOT//13 på//PP//case//17 ungefär//AB//advmod//16 samma//DT|UTR/NEU|SIN/PLU|IND//det//17 nivå//NN|UTR|SIN|IND|NOM//obl//13 som//KN//case//20 i//PP//case//20 Sverige//PM|NOM//nmod//17 (//PAD//punct//24 cirka//AB//advmod//23 80//RG|NOM//nummod//24 procent//NN|UTR|PLU|IND|NOM//appos//20 )//PAD//punct//24 .//MAD//punct//13
Svar:;Liksom//PP//mark//30 ARN//PM|NOM//nsubj//30 ,//MID//punct//30 meddelar//VB|PRS|AKT//parataxis//13 Konsumenttvistenämnden//NN|UTR|SIN|DEF|NOM//nsubj//30 rekommendationer//NN|UTR|PLU|IND|NOM//obj//30 om//PP//mark//37 hur//HA//advmod//37 konsumenttvister//NN|UTR|PLU|IND|NOM//nsubj:pass//37 bör//VB|PRS|AKT//aux//37 lösas//VB|INF|SFO//acl//32 ,//MID//punct//41 och//KN//cc//41 nämnden//NN|UTR|SIN|DEF|NOM//nsubj//41 har//VB|PRS|AKT//conj//30 i//PP//case//45 likhet//NN|UTR|SIN|IND|NOM//fixed//42 med//PP//fixed//42 ARN//PM|NOM//obl//41 ett//DT|NEU|SIN|IND//det//48 brett//JJ|POS|NEU|SIN|IND|NOM//amod//48 kompetensområde//NN|NEU|SIN|IND|NOM//obj//41 .//MAD//punct//41
Svar:;Statistiken//NN|UTR|SIN|DEF|NOM//nsubj//53 från//PP//case//52 Finland//PM|NOM//nmod//50 visar//VB|PRS|AKT//parataxis//41
Svar:;alltså//AB//advmod//9 att//SN//mark//9 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//9 till//PP//case//4 ARN//PM|NOM//nmod//2 ://MID//punct//4 s//JJ|AN//nummod//7 rekommendationer//NN|UTR|PLU|IND|NOM//nsubj//9 ungefär//AB//advmod//9 motsvarar//VB|PRS|AKT//ROOT//9 vad//HP|NEU|SIN|IND//dislocated//12 som//HP|-|-|-//nsubj:pass//12 uppnås//VB|PRS|SFO//ccomp//9 genom//PP//case//16 det//DT|NEU|SIN|DEF//det//16 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 systemet//NN|NEU|SIN|DEF|NOM//obl//12 som//HP|-|-|-//nsubj//18 finns//VB|PRS|SFO//acl:relcl//16 i//PP//case//20 Finland//PM|NOM//obl//18 .//MAD//punct//9
Svar:;Systemen//NN|NEU|PLU|DEF|NOM//nsubj//5 i//PP//case//2 Norge//PM|NOM//nmod//0 och//KN//cc//4 Danmark//PM|NOM//conj//2 skiljer//VB|PRS|AKT//ROOT//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//5 på//PP//case//9 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 punkter//NN|UTR|PLU|IND|NOM//obl//5 från//PP//case//12 det//DT|NEU|SIN|DEF//det//12 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//5 .//MAD//punct//5
Svar:;I//PP//case//16 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 länderna//NN|NEU|PLU|DEF|NOM//obl//26 har//VB|PRS|AKT//aux//26 exempelvis//AB//advmod//26 de//DT|UTR/NEU|PLU|DEF//det//21 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 tvistlösningsnämnderna//NN|UTR|PLU|DEF|NOM//nsubj//26 ett//DT|NEU|SIN|IND//det//26 betydligt//AB//advmod//24 mer//AB|KOM//advmod//25 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//26 kompetensområde//NN|NEU|SIN|IND|NOM//parataxis//5 än//KN//mark//28 ARN//PM|NOM//acl//26 .//MAD//punct//5
Svar:;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 konsumenttvister//NN|UTR|PLU|IND|NOM//nsubj:pass//32 prövas//VB|PRS|SFO//parataxis//5 istället//AB//compound:prt//32 av//PP//case//36 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 branschdrivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 tvistlösningsnämnder//NN|UTR|PLU|IND|NOM//xcomp//32 .//MAD//punct//5
Svar:;I//PP//case//40 Norge//PM|NOM//obl//5 och//KN//cc//42 Danmark//PM|NOM//conj//40 har//VB|PRS|AKT//conj//5 konsumenter//NN|UTR|PLU|IND|NOM//obj//43 vidare//AB|KOM//advmod//43 möjlighet//NN|UTR|SIN|IND|NOM//obj//43 att//IE//mark//48 få//VB|INF|AKT//acl//46 ett//DT|NEU|SIN|IND//det//51 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 beslut//NN|NEU|SIN|IND|NOM//obj//48 vid//PP//case//53 tvistlösning//NN|UTR|SIN|IND|NOM//obl//48 utanför//PP//case//55 domstol//NN|UTR|SIN|IND|NOM//nmod//53 .//MAD//punct//5
Svar:;I//PP//case//58 Danmark//PM|NOM//obl//5 kan//VB|PRS|AKT//aux//85 både//KN//cc//63 den//DT|UTR|SIN|DEF//det//63 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//63 tvistlösningsnämnden//NN|UTR|SIN|DEF|NOM//obj//59 ,//MID//punct//65 Forbrugerklagenævn//PM|NOM//conj//63 ,//MID//punct//65 och//KN//cc//71 de//DT|UTR/NEU|PLU|DEF//det//70 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 branschnämnderna//NN|UTR|PLU|DEF|NOM//nsubj//71 avgöra//VB|INF|AKT//conj//63 tvister//NN|UTR|PLU|IND|NOM//obj//71 genom//PP//case//75 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//75 beslut//NN|NEU|PLU|IND|NOM//nmod//72 .//MAD//punct//63
Svar:;I//PP//case//78 Norge//PM|NOM//obl//85 är//VB|PRS|AKT//cop//85 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//85 däremot//AB//advmod//85 enbart//AB//advmod//85 den//DT|UTR|SIN|DEF//det//85 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 tvistlösningsnämnden//NN|UTR|SIN|DEF|NOM//obj//5 ,//MID//punct//85 Forbrukertvistutvalget//NN|NEU|SIN|DEF|NOM//appos//85 ,//MID//punct//87 som//HP|-|-|-//nsubj//90 meddelar//VB|PRS|AKT//acl:relcl//87 beslut//NN|NEU|PLU|IND|NOM//obj//90 som//HP|-|-|-//nsubj//94 kan//VB|PRS|AKT//aux//94 bli//VB|INF|AKT//acl:relcl//91 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//94 .//MAD//punct//85
Svar:;Både//KN//cc//98 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//101 och//KN//cc//100 näringsidkaren//NN|UTR|SIN|DEF|NOM//conj//98 har//VB|PRS|AKT//conj//5 möjlighet//NN|UTR|SIN|IND|NOM//obj//101 att//IE//mark//104 föra//VB|INF|AKT//acl//102 saken//NN|UTR|SIN|DEF|NOM//obj//104 vidare//AB|KOM//advmod//104 till//PP//case//108 domstol//NN|UTR|SIN|IND|NOM//obl//104 efter//PP//case//110 prövning//NN|UTR|SIN|IND|NOM//obl//104 i//PP//case//114 en//DT|UTR|SIN|IND//det//114 utomrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//114 tvistlösningsnämnd//NN|UTR|SIN|IND|NOM//nmod//110 i//PP//case//116 Danmark//PM|NOM//nmod//114 och//KN//cc//118 Norge//PM|NOM//conj//116 .//MID//punct//5
Svar:;Enligt//PP//case//123 den//DT|UTR|SIN|DEF//det//123 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//123 ordningen//NN|UTR|SIN|DEF|NOM//obl//126 kan//VB|PRS|AKT//aux//126 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//126 invända//VB|INF|AKT//advcl//5 mot//PP//case//129 ett//DT|NEU|SIN|IND//det//129 beslut//NN|NEU|SIN|IND|NOM//obl//126 inom//PP//case//133 en//DT|UTR|SIN|IND//det//133 viss//JJ|POS|UTR|SIN|IND|NOM//amod//133 tid//NN|UTR|SIN|IND|NOM//obl//126 och//KN//cc//136 därmed//AB//advmod//136 undvika//VB|INF|AKT//conj//126 att//SN//mark//139 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//139 blir//VB|PRS|AKT//ccomp//136 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//139 .//MAD//punct//5
Svar:;I//PP//case//143 Norge//PM|NOM//obl//148 måste//VB|PRS|AKT//aux//148 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//148 eller//KN//cc//147 konsumenten//NN|UTR|SIN|DEF|NOM//conj//145 överklaga//VB|INF|AKT//parataxis//5 ett//DT|NEU|SIN|IND//det//150 beslut//NN|NEU|SIN|IND|NOM//obj//148 från//PP//case//152 Forbrukertvistutvalget//NN|NEU|SIN|DEF|NOM//obl//148 till//PP//case//154 domstol//NN|UTR|SIN|IND|NOM//obl//148 för//PP//mark//160 att//SN//mark//160 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//160 inte//AB//advmod//160 ska//VB|PRS|AKT//aux//160 få//VB|INF|AKT//advcl//148 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//162 effekt//NN|UTR|SIN|IND|NOM//obj//160 .//MAD//punct//5
Svar:;I//PP//case//1 Danmark//PM|NOM//obl//2 infördes//VB|PRT|SFO//ROOT//2 systemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 med//PP//case//6 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 beslut//NN|NEU|SIN|IND|NOM//nmod//3 2010//RG|NOM//nummod//6 .//MAD//punct//2
Svar:;Statistik//NN|UTR|SIN|IND|NOM//nsubj//12 från//PP//case//11 Danmark//PM|NOM//nmod//9 visar//VB|PRS|AKT//parataxis//2 att//SN//mark//21 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//21 till//PP//case//16 besluten//NN|NEU|PLU|DEF|NOM//nmod//14 från//PP//case//18 Forbrugerklagenævn//PM|NOM//nmod//16 inte//AB//advmod//21 har//VB|PRS|AKT//aux//21 ökat//VB|SUP|AKT//ccomp//12 alls//AB//advmod//21 sedan//PP//case//24 reformen//NN|UTR|SIN|DEF|NOM//obl//21 till//PP//case//27 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 beslut//NN|NEU|SIN|IND|NOM//nmod//24 .//MAD//punct//33
Svar:;Enligt//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 beräkningarna//NN|UTR|PLU|DEF|NOM//obl//33 låg//VB|PRT|AKT//conj//12 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//33 till//PP//case//37 Forbrugerklagenævns//PM|GEN//amod//37 beslut//NN|NEU|PLU|IND|NOM//obl//33 på//PP//case//41 omkring//AB//advmod//40 90//RG|NOM//nummod//41 procent//NN|UTR|PLU|IND|NOM//obl//33 före//PP//case//43 reformen//NN|UTR|SIN|DEF|NOM//obl//33 ,//MID//punct//33 och//KN//cc//48 siffran//NN|UTR|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 oförändrad//PC|PRF|UTR|SIN|IND|NOM//conj//33 sedan//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 infördes//VB|PRT|SFO//advcl//48 en//DT|UTR|SIN|IND//det//53 möjlighet//NN|UTR|SIN|IND|NOM//nsubj:pass//51 för//PP//case//55 konsumenter//NN|UTR|PLU|IND|NOM//nmod//53 att//IE//mark//57 få//VB|INF|AKT//acl//53 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 beslut//NN|NEU|PLU|IND|NOM//obj//57 .//MAD//punct//33
Svar:;Viktigt//JJ|POS|NEU|SIN|IND|NOM//xcomp//33 att//IE//mark//63 notera//VB|INF|AKT//acl//61 är//VB|PRS|AKT//cop//61 att//SN//mark//68 Forbrugerklagenævn//PC|PRF|UTR|SIN|IND|NOM//nsubj//68 inte//AB//advmod//68 prövar//VB|PRS|AKT//ccomp//64 tvister//NN|UTR|PLU|IND|NOM//obj//68 inom//PP//case//72 bl.a.//AB|AN//advmod//72 hantverks-//NN|UTR|-|-|SMS//nmod//69 och//KN//cc//74 byggsektorn//NN|UTR|SIN|DEF|NOM//conj//72 ,//MID//punct//77 vilka//HP|UTR/NEU|PLU|IND//nsubj//77 tillhör//VB|PRS|AKT//advcl//68 de//DT|UTR/NEU|PLU|DEF//det//79 områden//NN|NEU|PLU|IND|NOM//obj//77 där//HA//advmod//88 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//88 till//PP//case//83 ARN//PM|NOM//nmod//81 ://MID//punct//83 s//JJ|AN//nummod//86 rekommendationer//NN|UTR|PLU|IND|NOM//nmod//83 är//VB|PRS|AKT//cop//88 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//79 .//MAD//punct//61
Svar:;Relevant//JJ|POS|UTR|SIN|IND|NOM//amod//91 statistik//NN|UTR|SIN|IND|NOM//nsubj:pass//98 från//PP//case//97 de//DT|UTR/NEU|PLU|DEF//det//95 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//95 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 branschdrivna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//97 nämnderna//NN|UTR|PLU|DEF|NOM//nmod//91 saknas//VB|PRS|SFO//advcl//33 i//PP//case//101 stor//JJ|POS|UTR|SIN|IND|NOM//amod//101 utsträckning//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//12
Svar:;Den//DT|UTR|SIN|DEF//det//105 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 siffran//NN|UTR|SIN|DEF|NOM//nsubj//110 på//PP//case//109 90//RG|NOM//nummod//108 procents//NN|UTR|PLU|IND|GEN//nmod:poss//109 följsamhet//NN|UTR|SIN|IND|NOM//nmod//105 avser//VB|PRS|AKT//parataxis//12 alltså//AB//advmod//110 endast//AB//advmod//110 en//DT|UTR|SIN|IND//det//115 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//115 del//NN|UTR|SIN|IND|NOM//obj//110 av//PP//case//118 de//DT|UTR/NEU|PLU|DEF//det//118 konsumenttvister//NN|UTR|PLU|IND|NOM//nmod//115 som//HP|-|-|-//nsubj:pass//120 prövas//VB|PRS|SFO//acl:relcl//118 i//PP//case//122 Danmark//PM|NOM//obl//120 (//PAD//punct//126 cirka//AB//advmod//125 en//RG|UTR|SIN|IND|NOM//det//126 tredjedel//NN|UTR|SIN|IND|NOM//appos//122 )//PAD//punct//12 ,//MID//punct//141 medan//SN//mark//141 ARN//PM|NOM//nsubj//141 ://MID//punct//130 s//NN|NEU|SIN|IND|GEN//nummod//133 siffra//NN|UTR|SIN|IND|NOM//obl//141 på//PP//case//137 80//RG|NOM//nummod//136 procents//NN|UTR|PLU|IND|GEN//nmod:poss//137 följsamhet//NN|UTR|SIN|IND|NOM//nmod//133 är//VB|PRS|AKT//cop//141 betydligt//AB//advmod//140 mer//AB|KOM//advmod//141 heltäckande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//2 .//MID//punct//2
Svar:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//144 går//VB|PRS|AKT//parataxis//2 alltså//AB//advmod//144 inte//AB//advmod//144 att//IE//mark//148 jämföra//VB|INF|AKT//csubj//144 den//DT|UTR|SIN|DEF//det//151 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//151 siffran//NN|UTR|SIN|DEF|NOM//obj//148 rakt//AB|POS//advmod//156 av//AB//fixed//152 med//PP//case//156 den//DT|UTR|SIN|DEF//det//156 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl//148 .//MAD//punct//144
Svar:;I//PP//case//1 Norge//PM|NOM//obl//2 görs//VB|PRS|SFO//ROOT//2 ingen//DT|UTR|SIN|IND//det//5 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//5 uppföljning//NN|UTR|SIN|IND|NOM//nsubj:pass//2 när//HA//case//9 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//6 gäller//VB|PRS|AKT//fixed//6 följsamheten//NN|UTR|SIN|DEF|NOM//obl//2 till//PP//case//11 besluten//NN|NEU|PLU|DEF|NOM//nmod//9 från//PP//case//13 Forbrukertvistutvalget//NN|NEU|SIN|DEF|NOM//nmod//11 ,//MID//punct//2 men//KN//cc//18 enligt//PP//case//17 uppgift//NN|UTR|SIN|IND|NOM//obl//18 anmäler//VB|PRS|AKT//conj//2 omkring//AB//advmod//20 30//RG|NOM//nummod//21 procent//NN|UTR|PLU|IND|NOM//obj//18 av//PP//case//23 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//21 som//HP|-|-|-//nsubj//25 klagat//VB|SUP|AKT//acl:relcl//23 dit//AB//advmod//25 självmant//AB//advmod//25 att//SN//mark//32 beslutet//NN|NEU|SIN|DEF|NOM//nsubj//32 inte//AB//advmod//32 har//VB|PRS|AKT//aux//32 följts//VB|SUP|SFO//ccomp//25 frivilligt//AB|POS//advmod//32 .//MAD//punct//18
Svar:;Ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 fall//NN|NEU|PLU|IND|NOM//appos//18 av//PP//case//39 bristande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 följsamhet//NN|UTR|SIN|IND|NOM//nmod//36 ,//MID//punct//39 som//HP|-|-|-//nsubj//43 inte//AB//advmod//43 anmäls//VB|PRS|SFO//acl:relcl//39 ,//MID//punct//36 kan//VB|PRS|AKT//aux//47 alltså//AB//advmod//47 förekomma//VB|INF|AKT//conj//2 .//MAD//punct//2
Svar:;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//51 ska//VB|PRS|AKT//aux//51 jämföras//VB|INF|SFO//parataxis//2 med//PP//mark//60 att//SN//mark//60 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//60 till//PP//case//56 ARN//PM|NOM//nmod//54 ://MID//punct//56 s//JJ|AN//case//59 beslut//NN|NEU|SIN|IND|NOM//nmod//56 ligger//VB|PRS|AKT//advcl//51 på//PP//case//64 närmare//AB|KOM//advmod//63 80//RG|NOM//nummod//64 procent//NN|UTR|PLU|IND|NOM//obl//60 ,//MID//punct//64 vilket//HP|NEU|SIN|IND//nsubj//68 alltså//AB//advmod//68 innebär//VB|PRS|AKT//acl:relcl//64 att//SN//mark//77 endast//AB//advmod//73 omkring//AB//advmod//72 20//RG|NOM//nummod//73 procent//NN|UTR|PLU|IND|NOM//nsubj:pass//77 av//PP//case//75 besluten//NN|NEU|PLU|DEF|NOM//nmod//73 inte//AB//advmod//77 följs//VB|PRS|SFO//ccomp//68 .//MAD//punct//2
Svar:;I//PP//case//2 både//KN//cc//2 Danmark//PM|NOM//obl//5 och//KN//cc//4 Norge//PM|NOM//conj//2 gäller//VB|PRS|AKT//ROOT//5 att//SN//mark//13 i//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 fall//NN|NEU|PLU|IND|NOM//obl//13 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//13 inte//AB//advmod//13 frivilligt//AB|POS//advmod//13 följer//VB|PRS|AKT//ccomp//5 ett//DT|NEU|SIN|IND//det//15 beslut//NN|NEU|SIN|IND|NOM//obj//13 som//HP|-|-|-//nsubj//17 blivit//VB|SUP|AKT//acl:relcl//15 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//17 ,//MID//punct//22 kan//VB|PRS|AKT//aux//22 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//22 gå//VB|INF|AKT//conj//5 vidare//AB|KOM//advmod//22 och//KN//punct//5
Svar:;begära//VB|INF|AKT//ROOT//0 tvångsvis//AB//amod//2 verkställighet//NN|UTR|SIN|IND|NOM//obj//0 av//PP//case//4 beslutet//NN|NEU|SIN|DEF|NOM//nmod//2 .//MID//punct//0
