Frågor och svar;2014-06-26//RG|NOM//ROOT//0
Svar:;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 lägger//VB|PRS|AKT//ROOT//1 ett//DT|NEU|SIN|IND//det//3 antal//NN|NEU|SIN|IND|NOM//nmod//4 förslag//NN|NEU|PLU|IND|NOM//obj//1 om//PP//mark//12 hur//HA//advmod//12 ARN//PM|NOM//nsubj:pass//12 ://MID//punct//7 s//NN|NEU|SIN|IND|GEN//nummod//10 verksamhet//NN|UTR|SIN|IND|NOM//obl//12 ska//VB|PRS|AKT//aux//12 effektiviseras//VB|INF|SFO//acl//4 och//KN//cc//14 förbättras//VB|INF|SFO//conj//12 för//PP//mark//17 att//IE//mark//17 klara//VB|INF|AKT//advcl//14 en//DT|UTR|SIN|IND//det//20 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//20 ärendetillströmning//NN|UTR|SIN|IND|NOM//obj//17 ,//MID//punct//1 och//KN//punct//1
Svar:;samtidigt//AB//advmod//1 pröva//VB|INF|AKT//ROOT//1 tvister//NN|UTR|PLU|IND|NOM//nsubj//1 snabbare//AB|KOM//advmod//1 än//KN//mark//5 i//PP//advcl//1 dag//NN|UTR|SIN|IND|NOM//fixed//5 .//MAD//punct//1
Svar:;Vi//PN|UTR|PLU|DEF|SUB//nsubj//9 föreslår//VB|PRS|AKT//parataxis//1 bl.a.//AB|AN//advmod//9 förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 handläggningsrutiner//NN|UTR|PLU|IND|NOM//obj//9 ,//MID//punct//17 som//HP|-|-|-//nsubj//17 särskilt//AB//advmod//17 ska//VB|PRS|AKT//aux//17 motverka//VB|INF|AKT//acl:relcl//12 att//SN//mark//20 parter//NN|UTR|PLU|IND|NOM//nsubj//20 ger//VB|PRS|AKT//ccomp//17 in//PL//compound:prt//20 alltför//AB//advmod//23 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//24 material//NN|NEU|SIN|IND|NOM//obj//20 till//PP//case//26 ARN//PM|NOM//obl//20 ,//MID//punct//29 vilket//HP|NEU|SIN|IND//nsubj//29 utgör//VB|PRS|AKT//acl:relcl//12 ett//DT|NEU|SIN|IND//det//32 tydligt//JJ|POS|NEU|SIN|IND|NOM//amod//32 problem//NN|NEU|SIN|IND|NOM//obj//29 enligt//PP//case//35 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 ordning//NN|UTR|SIN|IND|NOM//obl//29 .//MID//punct//9
Svar:;Ett//DT|NEU|SIN|IND//det//40 annat//JJ|POS|NEU|SIN|IND|NOM//amod//40 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//40 förslag//NN|NEU|SIN|IND|NOM//appos//9 är//VB|PRS|AKT//cop//40 att//SN//mark//44 ARN//PM|NOM//nsubj//44 får//VB|PRS|AKT//csubj//40 i//PP//advmod//44 uppgift//NN|UTR|SIN|IND|NOM//fixed//45 att//IE//mark//48 hjälpa//VB|INF|AKT//advcl//44 konsumenter//NN|UTR|PLU|IND|NOM//obj//48 och//KN//cc//51 näringsidkare//NN|UTR|PLU|IND|NOM//conj//49 att//IE//mark//53 komma//VB|INF|AKT//advcl//44 överens//PL//compound:prt//53 om//PP//mark//60 hur//HA//advmod//60 en//DT|UTR|SIN|IND//det//58 tvist//NN|UTR|SIN|IND|NOM//nsubj:pass//60 bör//VB|PRS|AKT//aux//60 lösas//VB|INF|SFO//ccomp//53 ,//MID//punct//63 dvs.//AB|AN//advmod//63 bedriva//VB|INF|AKT//conj//44 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//65 förlikningsverksamhet//NN|UTR|SIN|IND|NOM//obj//63 .//MAD//punct//40
Svar:;Vi//PN|UTR|PLU|DEF|SUB//nsubj//70 är//VB|PRS|AKT//cop//70 också//AB//advmod//70 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//9 till//PP//mark//76 att//SN//mark//76 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 branschnämnder//NN|UTR|PLU|IND|NOM//nsubj//76 ska//VB|PRS|AKT//aux//76 komplettera//VB|INF|AKT//advcl//70 ARN//PM|NOM//obj//76 ,//MID//punct//81 genom//PP//mark//81 att//IE//mark//81 pröva//VB|INF|AKT//advcl//76 tvister//NN|UTR|PLU|IND|NOM//obj//81 som//HP|-|-|-//nsubj:pass//84 undantas//VB|PRS|SFO//acl:relcl//82 från//PP//case//87 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//87 kompetens//NN|UTR|SIN|IND|NOM//obl//84 .//MAD//punct//9
Svar:;Vi//PN|UTR|PLU|DEF|SUB//nsubj//90 föreslår//VB|PRS|AKT//parataxis//9 ett//DT|NEU|SIN|IND//det//92 godkännandesystem//NN|NEU|SIN|IND|NOM//obj//90 för//PP//case//96 att//IE//mark//95 säkra//VB|INF|AKT//amod//96 opartiskhet//NN|UTR|SIN|IND|NOM//nmod//92 och//KN//cc//98 kvalitet//NN|UTR|SIN|IND|NOM//conj//96 hos//PP//case//101 de//DT|UTR/NEU|PLU|DEF//det//101 nämnder//NN|UTR|PLU|IND|NOM//nmod//98 som//HP|-|-|-//nsubj//103 anmäler//VB|PRS|AKT//acl:relcl//101 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//103 .//MAD//punct//9
Svar:;5//RG|NOM//discourse//2 .//MAD//punct//0
Svar:;Fråga//NN|UTR|SIN|IND|NOM//ROOT//2 ://MID//punct//2
Svar:; //_SP////3 Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 föreslår//VB|PRS|AKT//parataxis//2 att//SN//mark//12 ARN//PM|NOM//nsubj//12 även//AB//advmod//10 fortsättningsvis//AB//advmod//12 ska//VB|PRS|AKT//aux//12 ge//VB|INF|AKT//ccomp//6 beslut//NN|NEU|SIN|IND|NOM//obj//12 i//PP//case//17 form//NN|UTR|SIN|IND|NOM//fixed//14 av//PP//fixed//14 rekommendationer//NN|UTR|PLU|IND|NOM//obl//12 -//MID//punct//19 varför//HA//advmod//6 ?//MAD//punct//6
Svar:;Svar//NN|NEU|SIN|IND|NOM//dislocated//26 ://MID//punct//0
Svar:; //_SP////1 Bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 beslut//NN|NEU|PLU|IND|NOM//nsubj//9 från//PP//case//6 ARN//PM|NOM//nmod//4 skulle//VB|PRT|AKT//aux//9 vara//VB|INF|AKT//cop//9 krångligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//0 för//PP//case//11 konsumenter//NN|UTR|PLU|IND|NOM//obl//9 och//KN//cc//13 ta//VB|INF|AKT//conj//9 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 tid//NN|UTR|SIN|IND|NOM//obj//13 ,//MID//punct//20 samt//KN//cc//20 vara//VB|INF|AKT//cop//20 avsevärt//AB|POS//advmod//20 dyrare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//9 för//PP//case//23 det//DT|NEU|SIN|DEF//det//23 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//20 .//MAD//punct//9
Svar:;Samtidigt//AB//advmod//26 finns//VB|PRS|SFO//ROOT//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 inget//DT|NEU|SIN|IND//det//29 stöd//NN|NEU|SIN|IND|NOM//nsubj//26 för//PP//mark//33 att//SN//mark//33 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//33 näringsidkare//NN|UTR|PLU|IND|NOM//advcl//26 än//KN//mark//38 i//PP//advmod//38 dag//NN|UTR|SIN|IND|NOM//fixed//35 skulle//VB|PRT|AKT//aux//38 följa//VB|INF|AKT//advcl//33 ARN//PM|NOM//obj//38 ://MID//punct//39 s//PM|GEN//case//42 beslut//NN|NEU|SIN|IND|NOM//obj//38 om//SN//mark//45 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//45 gjordes//VB|PRT|SFO//advcl//38 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//45 .//MAD//punct//26
Svar:;Ett//DT|NEU|SIN|IND//det//1 system//NN|NEU|SIN|IND|NOM//nsubj//7 med//PP//case//4 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 beslut//NN|NEU|PLU|IND|NOM//nmod//1 skulle//VB|PRT|AKT//aux//7 vara//VB|INF|AKT//cop//7 krångligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//7 för//PP//case//9 konsumenter//NN|UTR|PLU|IND|NOM//obl//7  //_SP////9 eftersom//SN//mark//17 förfarandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 vid//PP//case//14 ARN//PM|NOM//nmod//12 skulle//VB|PRT|AKT//aux//17 behöva//VB|INF|AKT//aux//17 formaliseras//VB|INF|SFO//advcl//7 på//PP//case//20 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 sätt//NN|NEU|PLU|IND|NOM//obl//17 .//MAD//punct//7
Svar:;Högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 krav//NN|NEU|PLU|IND|NOM//nsubj:pass//27 skulle//VB|PRT|AKT//aux//27 exempelvis//AB//advmod//27 behöva//VB|INF|AKT//aux//27 ställas//VB|INF|SFO//parataxis//7 på//PP//case//29 utformnigen//NN|UTR|SIN|DEF|NOM//obl//27 av//PP//case//32 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 klagomål//NN|NEU|SIN|IND|NOM//nmod//29 ,//MID//punct//34 jämfört//PC|PRF|NEU|SIN|IND|NOM//mark//43 med//PP//compound:prt//34 i//PP//advmod//34 dag//NN|UTR|SIN|IND|NOM//fixed//36 då//HA//advmod//43 ARN//PM|NOM//nsubj//43 kan//VB|PRS|AKT//aux//43 vara//VB|INF|AKT//cop//43 lite//AB|POS//advmod//43 friare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//27 i//PP//case//46 sin//PS|UTR|SIN|DEF//nmod:poss//46 tolkning//NN|UTR|SIN|IND|NOM//nmod//43 av//PP//case//49 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 krav//NN|NEU|SIN|IND|NOM//nmod//46 .//MAD//punct//27
Svar:;Förfarandet//NN|NEU|SIN|DEF|NOM//nsubj//56 vid//PP//case//53 ARN//PM|NOM//nmod//51 skulle//VB|PRT|AKT//aux//56 dessutom//AB//advmod//56 ta//VB|INF|AKT//parataxis//27 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//58 tid//NN|UTR|SIN|IND|NOM//obj//56 ,//MID//punct//56 bl.a.//AB|AN//advmod//71 eftersom//SN//mark//71 formell//JJ|POS|UTR|SIN|IND|NOM//amod//63 delgivning//NN|UTR|SIN|IND|NOM//nsubj:pass//71 av//PP//case//66 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//66 krav//NN|NEU|SIN|IND|NOM//nmod//63 mot//PP//case//68 näringsidkaren//NN|UTR|SIN|DEF|NOM//nmod//66 skulle//VB|PRT|AKT//aux//71 behöva//VB|INF|AKT//aux//71 tillämpas//VB|INF|SFO//advcl//56 .//MAD//punct//7
Svar:;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 skulle//VB|PRT|AKT//aux//76 också//AB//advmod//76 krävas//VB|INF|SFO//parataxis//7 att//SN//mark//80 näringsidkare//NN|UTR|PLU|IND|NOM//nsubj//80 kunde//VB|PRT|AKT//aux//80 föra//VB|INF|AKT//advcl//76 saken//NN|UTR|SIN|DEF|NOM//obj//80 vidare//AB|KOM//advmod//80 till//PP//case//84 domstol//NN|UTR|SIN|IND|NOM//obl//80 efter//PP//case//86 ARN//PM|NOM//nmod//84 ://MID//punct//80 s//JJ|AN//amod//89 beslut//NN|NEU|SIN|IND|NOM//obl//80 ,//MID//punct//92 vilket//HP|NEU|SIN|IND//nsubj//92 innebär//VB|PRS|AKT//acl:relcl//89 att//SN//mark//104 ARN//PM|NOM//nsubj//104 ://MID//punct//94
Svar:;s//JJ|AN//nummod//97 beslut//NN|NEU|SIN|IND|NOM//nmod//94 i//PP//case//100 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 fall//NN|NEU|PLU|IND|NOM//nmod//97 ändå//AB//advmod//104 inte//AB//advmod//104 skulle//VB|PRT|AKT//aux//104 bli//VB|INF|AKT//ccomp//92 slutligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//104 .//MAD//punct//76
Svar:;ARN//PM|NOM//dep//76 ://MID//punct//107 s//NN|NEU|SIN|IND|GEN//nummod//110 funktion//NN|UTR|SIN|IND|NOM//parataxis//107 som//KN//case//116 ett//DT|NEU|SIN|IND//det//116 enklare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//116 och//KN//cc//115 smidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//113 alternativ//NN|NEU|SIN|IND|NOM//nmod//110 till//PP//case//118 domstol//NN|UTR|SIN|IND|NOM//nmod//110 ,//MID//punct//125 skulle//VB|PRT|AKT//aux//125 alltså//AB//advmod//125 i//PP//case//124 stor//JJ|POS|UTR|SIN|IND|NOM//amod//124 utsträckning//NN|UTR|SIN|IND|NOM//obl//125 gå//VB|INF|AKT//conj//76 förlorad//PC|PRF|UTR|SIN|IND|NOM//xcomp//125 om//PP//mark//129 besluten//NN|NEU|PLU|DEF|NOM//nsubj:pass//129 gjordes//VB|PRT|SFO//advcl//125 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//129 .//MAD//punct//7
Svar:;Att//SN//mark//2  //_SP////0 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//8 för//PP//case//4 tvistlösningen//NN|UTR|SIN|DEF|NOM//nmod//2 vid//PP//case//6 ARN//PM|NOM//nmod//4 skulle//VB|PRT|AKT//aux//8 öka//VB|INF|AKT//ROOT//8 vid//PP//case//11 en//DT|UTR|SIN|IND//det//11 övergång//NN|UTR|SIN|IND|NOM//obl//8 till//PP//case//14 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 beslut//NN|NEU|SIN|IND|NOM//nmod//11 framgår//VB|PRS|AKT//conj//8 tydligt//AB|POS//advmod//15 vid//PP//case//19 en//DT|UTR|SIN|IND//det//19 jämförelse//NN|UTR|SIN|IND|NOM//obl//15 med//PP//case//21 Danmark//PM|NOM//nmod//19 och//KN//cc//23 Norge//PM|NOM//conj//21 ,//MID//punct//21 där//HA//advmod//27 konsumenter//NN|UTR|PLU|IND|NOM//nsubj//27 har//VB|PRS|AKT//acl:relcl//21 möjlighet//NN|UTR|SIN|IND|NOM//obj//27 att//IE//mark//30 få//VB|INF|AKT//acl//28 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//32 beslut//NN|NEU|PLU|IND|NOM//obj//30 vid//PP//case//34 tvistlösning//NN|UTR|SIN|IND|NOM//obl//30 utanför//PP//case//36 domstol//NN|UTR|SIN|IND|NOM//nmod//34 .//MAD//punct//8
Svar:;Jämförelsen//NN|UTR|SIN|DEF|NOM//nsubj//39 visar//VB|PRS|AKT//parataxis//8 att//SN//mark//46 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 beslut//NN|NEU|PLU|IND|NOM//nsubj//46 från//PP//case//44 ARN//PM|NOM//nmod//42 skulle//VB|PRT|AKT//aux//46 medföra//VB|INF|AKT//ccomp//39 att//SN//mark//55 statens//NN|UTR|SIN|DEF|GEN//nmod:poss//49 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//55 för//PP//case//51 tvistlösningen//NN|UTR|SIN|DEF|NOM//nmod//49 vid//PP//case//53 ARN//PM|NOM//nmod//51 skulle//VB|PRT|AKT//aux//55 fördubblas//VB|INF|SFO//ccomp//46 ,//MID//punct//61 eller//KN//cc//61 till//AB//advmod//61 och//KN//fixed//58 med//AB//fixed//58 tredubblas//VB|PRS|SFO//conj//55 .//MAD//punct//8
Svar:;Tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//24 från//PP//case//3 Danmark//PM|NOM//nmod//1 och//KN//cc//5 Norge//PM|NOM//conj//3 ,//MID//punct//1 där//HA//advmod//10 konsumenter//NN|UTR|PLU|IND|NOM//nsubj//10 alltså//AB//advmod//10 har//VB|PRS|AKT//acl:relcl//1 möjlighet//NN|UTR|SIN|IND|NOM//obj//10 att//IE//mark//13 få//VB|INF|AKT//acl//11 ett//DT|NEU|SIN|IND//det//16 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 beslut//NN|NEU|SIN|IND|NOM//obj//13 mot//PP//case//19 en//DT|UTR|SIN|IND//det//19 näringsidkare//NN|UTR|SIN|IND|NOM//obl//13 genom//PP//case//22 utomrättslig//JJ|POS|UTR|SIN|IND|NOM//amod//22 tvistlösning//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//24 ger//VB|PRS|AKT//ROOT//24 inget//DT|NEU|SIN|IND//det//26 stöd//NN|NEU|SIN|IND|NOM//obj//24 för//PP//mark//37 att//SN//mark//37 en//DT|UTR|SIN|IND//det//30 övergång//NN|UTR|SIN|IND|NOM//nsubj//37 till//PP//case//33 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 beslut//NN|NEU|SIN|IND|NOM//nmod//30 från//PP//case//35 ARN//PM|NOM//nmod//30 skulle//VB|PRT|AKT//aux//37 leda//VB|INF|AKT//advcl//24 till//PP//mark//42 att//SN//mark//42 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//41 näringsidkare//NN|UTR|PLU|IND|NOM//nsubj//42 följde//VB|PRT|AKT//ccomp//37 nämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//44 beslut//NN|NEU|SIN|IND|NOM//obj//42
Svar:;(//PAD//punct//1 se//VB|IMP|AKT//ROOT//1 vidare//AB|KOM//advmod//1 nedan//AB//advmod//1 )//PAD//punct//1 .//MID//punct//1
Svar:;Särskilt//AB//amod//7 statistik//NN|UTR|SIN|IND|NOM//nsubj//10 från//PP//case//9 Danmark//PM|NOM//nmod//7 talar//VB|PRS|AKT//parataxis//1 direkt//AB|POS//advmod//10 emot//PP//case//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//10 ,//MID//punct//10
Svar:;eftersom//SN//mark//6 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//3 Danmark//PM|NOM//obl//6 inte//AB//advmod//6 har//VB|PRS|AKT//aux//6 ökat//VB|SUP|AKT//advcl//13 alls//AB//advmod//6 sedan//SN//case//9 systemet//NN|NEU|SIN|DEF|NOM//obl//6 med//PP//case//12 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 beslut//NN|NEU|PLU|IND|NOM//nmod//9 infördes//VB|PRT|SFO//ROOT//13 där//AB//advmod//13 2010//RG|NOM//nummod//13 .//MAD//punct//13
Svar:;6//RG|NOM//discourse//2 .//MAD//punct//0
Svar:;Fråga//NN|UTR|SIN|IND|NOM//ROOT//2 ://MID//punct//2
Svar:; //_SP////3 Hur//HA//advmod//6 ser//VB|PRS|AKT//parataxis//2 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//6 till//PP//case//9 ARN//PM|NOM//obl//6 ://MID//punct//6 s//JJ|AN//nmod:poss//12 beslut//NN|NEU|SIN|IND|NOM//appos//2 ut//PL//advmod//2 ?//MAD//punct//2
Svar:;Av//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 cirka//AB//advmod//3 5//RG|NOM//nummod//4 500//RG|NOM//nummod//5 ärenden//NN|NEU|PLU|IND|NOM//obl//12 som//HP|-|-|-//nsubj:pass//7 prövas//VB|PRS|SFO//acl:relcl//5 av//PP//case//9 ARN//PM|NOM//obl//7 per//PP//case//11 år//NN|NEU|SIN|IND|NOM//nmod//9 får//VB|PRS|AKT//ROOT//12 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//12 helt//AB|POS//advmod//12 eller//KN//cc//16 delvis//AB//conj//14 rätt//NN|UTR|SIN|IND|NOM//obj//12 i//PP//case//22 omkring//AB//advmod//20 1//RG|NOM//nummod//21 900//RG|NOM//nummod//22 fall//NN|NEU|PLU|IND|NOM//obl//12 (//PAD//punct//22 ca//AB|AN//advmod//25 35//RG|NOM//nummod//26 procent//NN|UTR|PLU|IND|NOM//appos//22 av//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 ärenden//NN|NEU|PLU|IND|NOM//nmod//26 som//HP|-|-|-//nsubj:pass//31 prövas//VB|PRS|SFO//acl:relcl//29 )//PAD//punct//22 .//MAD//punct//12
Svar:;I//PP//case//37 ungefär//AB//advmod//36 80//RG|NOM//nummod//37 procent//NN|UTR|PLU|IND|NOM//obl//41 av//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 fall//NN|NEU|PLU|IND|NOM//nmod//37 följer//VB|PRS|AKT//parataxis//12 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//41 ARN//PM|NOM//obj//41 ://MID//punct//43 s//PM|GEN//amod//46 beslut//NN|NEU|SIN|IND|NOM//obl//41 .//MAD//punct//12
Svar:;7//RG|NOM//discourse//2 .//MAD//punct//0
Svar:;Fråga//NN|UTR|SIN|IND|NOM//ROOT//2 ://MID//punct//2
Svar:; //_SP////3 Varierar//VB|PRS|AKT//parataxis//2 följsamheten//NN|UTR|SIN|DEF|NOM//obj//5 till//PP//case//8 ARN//PM|NOM//obl//5 ://MID//punct//5 s//JJ|AN//nmod:poss//11 beslut//NN|NEU|SIN|IND|NOM//nmod//2 mellan//PP//case//14 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 branscher//NN|UTR|PLU|IND|NOM//nmod//11 ?//MAD//punct//2
Svar:;Följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//6 till//PP//case//2 ARN//PM|NOM//nmod//0 ://MID//punct//0 s//JJ|AN//case//5 beslut//NN|NEU|SIN|IND|NOM//nmod//0 varierar//VB|PRS|AKT//ROOT//6 mellan//PP//case//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 sektorer//NN|UTR|PLU|IND|NOM//obl//6 .//MAD//punct//6
Svar:;På//PP//case//12 ARN//PM|NOM//obl//22 ://MID//punct//12 s//NN|AN//nummod//15 avdelningar//NN|UTR|PLU|IND|NOM//appos//12 för//PP//case//17 tvister//NN|UTR|PLU|IND|NOM//nmod//15 rörande//PP//case//19 bank//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//21 försäkring//NN|UTR|SIN|IND|NOM//conj//19 följs//VB|PRS|SFO//parataxis//6 ARN//PM|NOM//nsubj:pass//22 ://MID//punct//23
Svar:;s//PP//nummod//26 rekommendationer//NN|UTR|PLU|IND|NOM//appos//22 i//PP//case//28 princip//NN|UTR|SIN|IND|NOM//nmod//26 till//PP//case//31 100//RG|NOM//nummod//31 procent//NN|UTR|PLU|IND|NOM//nmod//26 .//MAD//punct//22
Svar:;Följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//37 är//VB|PRS|AKT//cop//37 däremot//AB//advmod//37 t.ex.//AB|AN//advmod//37 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//22 på//PP//case//39 avdelningarna//NN|UTR|PLU|DEF|NOM//nmod//37 för//PP//case//41 tvister//NN|UTR|PLU|IND|NOM//nmod//39 rörande//PP//case//43 bostäder//NN|UTR|PLU|IND|NOM//nmod//41 (//PAD//punct//45 hantverks-//NN|UTR|-|-|SMS//appos//43 och//KN//cc//47 byggtjänster//NN|UTR|PLU|IND|NOM//conj//45 )//PAD//punct//45 samt//KN//cc//50 motor//NN|UTR|SIN|IND|NOM//conj//43 (//PAD//punct//50 främst//AB|SUV//advmod//53 försäljning//NN|UTR|SIN|IND|NOM//appos//50 och//KN//cc//55 reparation//NN|UTR|SIN|IND|NOM//conj//53 av//PP//case//57 bilar//NN|UTR|PLU|IND|NOM//nmod//55 och//KN//cc//59 motorcyklar//NN|UTR|PLU|IND|NOM//conj//57 )//PAD//punct//50 .//MAD//punct//6
Svar:;8//RG|NOM//discourse//2 .//MAD//punct//0
Svar:;Fråga//NN|UTR|SIN|IND|NOM//ROOT//2 ://MID//punct//2
Svar:; //_SP////3 Hur//HA//advmod//6 ser//VB|PRS|AKT//parataxis//2 följsamheten//NN|UTR|SIN|DEF|NOM//nsubj//6 till//PP//case//9 ARN//PM|NOM//obl//6 ://MID//punct//6 s//JJ|AN//nmod:poss//12 beslut//NN|NEU|SIN|IND|NOM//appos//2 ut//PL//advmod//20 i//PP//case//20 förhållande//NN|NEU|SIN|IND|NOM//fixed//14 till//PP//fixed//14 de//DT|UTR/NEU|PLU|DEF//det//20 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 länderna//NN|NEU|PLU|DEF|NOM//nmod//12 ?//MAD//punct//2
Svar:;Svar//NN|NEU|SIN|IND|NOM//nsubj//15 ://MID//punct//0
Svar:; //_SP////1 Vid//PP//case//5 en//DT|UTR|SIN|IND//det//5 jämförelse//NN|UTR|SIN|IND|NOM//nmod//0 mellan//PP//case//7 följsamheten//NN|UTR|SIN|DEF|NOM//nmod//5 i//PP//case//12 de//DT|UTR/NEU|PLU|DEF//det//12 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 nordiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 länderna//NN|NEU|PLU|DEF|NOM//nmod//7 är//VB|PRS|AKT//cop//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//15 att//IE//mark//17 notera//VB|INF|AKT//advcl//15 att//SN//mark//31 det//DT|NEU|SIN|DEF//det//21 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 systemet//NN|NEU|SIN|DEF|NOM//nsubj//31 för//PP//case//23 tvistlösning//NN|UTR|SIN|IND|NOM//nmod//21 utanför//PP//case//25 domstol//NN|UTR|SIN|IND|NOM//nmod//23 i//PP//case//27 konsumentförhållanden//NN|UTR|SIN|DEF|NOM//nmod//25 i//PP//case//30 stor//JJ|POS|UTR|SIN|IND|NOM//amod//30 utsträckning//NN|UTR|SIN|IND|NOM//nmod//23 liknar//VB|PRS|AKT//ccomp//17 det//DT|NEU|SIN|DEF//det//33 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//xcomp//31 ,//MID//punct//33 som//HP|-|-|-//nsubj//38 inte//AB//advmod//38 heller//AB//advmod//38 har//VB|PRS|AKT//acl:relcl//33 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 beslut//NN|NEU|PLU|IND|NOM//obj//38 ,//MID//punct//43 men//KN//cc//43 skiljer//VB|PRS|AKT//conj//31 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//43 på//PP//case//47 väsentliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 punkter//NN|UTR|PLU|IND|NOM//obl//43 från//PP//case//50 det//DT|NEU|SIN|DEF//det//50 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//47 och//KN//cc//52 norska//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//50 .//MAD//punct//15
