6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 bedömning//NN|UTR|SIN|IND|NOM//nsubj//7 ://MID//punct//1
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Sedan//SN//mark//8 skuldsaneringslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 ikraftträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//8 1994//RG|NOM//nummod//2 t.o.m.//AB|AN//advmod//5 2003//RG|NOM//nmod//2 har//VB|PRS|AKT//aux//8 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//8 kommit//VB|SUP|AKT//advcl//22 in//PL//compound:prt//8 totalt//AB|POS//advmod//11 35//RG|NOM//nummod//12 803//RG|NOM//nummod//13 ansökningar//NN|UTR|PLU|IND|NOM//obj//8 om//PP//case//15 skuldsanering//NN|UTR|SIN|IND|NOM//nmod//13 .//MAD//punct//8
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Av//PP//case//18 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//22 har//VB|PRS|AKT//aux//22 14//RG|NOM//nummod//21 561//RG|NOM//obl//22 lett//VB|SUP|AKT//ROOT//22 till//PP//case//25 ett//DT|NEU|SIN|IND//det//25 beslut//NN|NEU|SIN|IND|NOM//obl//22 om//PP//case//27 skuldsanering//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//30 14//RG|NOM//nummod//30 305//RG|NOM//conj//27 till//PP//case//33 ett//DT|NEU|SIN|IND//det//33 avslagsbeslut//NN|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//22
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Av//PP//case//40 det//DT|NEU|SIN|DEF//det//38 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 antalet//NN|NEU|SIN|DEF|NOM//nmod//40 inkomna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//40 ansökningar//NN|UTR|PLU|IND|NOM//obl//46 har//VB|PRS|AKT//aux//46 således//AB//advmod//46 cirka//AB//advmod//44 40//RG|NOM//nummod//45 procent//NN|UTR|PLU|IND|NOM//nsubj//46 lett//VB|SUP|AKT//parataxis//22 till//PP//mark//50 att//SN//mark//50 gäldenären//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 beviljats//VB|SUP|SFO//advcl//46 skuldsanering//NN|UTR|SIN|IND|NOM//obj//50 och//KN//cc//55 nästan//AB//advmod//54 lika//AB//advmod//55 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//50 till//PP//mark//59 att//SN//mark//59 gäldenären//NN|UTR|SIN|DEF|NOM//nsubj//59 fått//VB|SUP|AKT//acl//55 avslag//NN|NEU|SIN|IND|NOM//obj//59 .//MAD//punct//22
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Den//DT|UTR|SIN|DEF//nsubj//63 resterade//PC|PRF|UTR/NEU|SIN|DEF|NOM//parataxis//22 andelen//NN|UTR|SIN|DEF|NOM//nsubj:pass//67 ansökningar//NN|UTR|PLU|IND|NOM//nsubj:pass//67 har//VB|PRS|AKT//aux//67 avvisats//VB|SUP|SFO//ccomp//63 eller//KN//cc//69 avskrivits//VB|SUP|SFO//conj//67 .//MAD//punct//63
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;6.3//RG|NOM//nmod//72 Den//PN|UTR|SIN|DEF|SUB/OBJ//obj//63 som//HP|-|-|-//nsubj//74 ansöker//VB|PRS|AKT//acl:relcl//72 om//PP//case//76 skuldsanering//NN|UTR|SIN|IND|NOM//obl//74
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Enligt//PP//case//1 Skatteverket//PM|NOM//obl//2 ansöker//VB|PRS|AKT//ROOT//2 ungefär//AB//advmod//4 lika//AB//advmod//5 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 män//NN|UTR|PLU|IND|NOM//nsubj//2 som//KN//mark//8 kvinnor//NN|UTR|PLU|IND|NOM//acl//6 om//PP//case//10 skuldsanering//NN|UTR|SIN|IND|NOM//nmod//8 ,//MID//punct//18 och//KN//cc//18 antalet//NN|NEU|SIN|DEF|NOM//nmod//14 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj:pass//16 beviljas//VB|PRS|SFO//acl:relcl//14 skuldsanering//NN|UTR|SIN|IND|NOM//obj//16 skiljer//VB|PRS|AKT//conj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//18 inte//AB//advmod//18 nämnvärt//AB|POS//advmod//18 från//PP//mark//27 hur//HA//advmod//24 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 män//NN|UTR|PLU|IND|NOM//dislocated//27 som//HP|-|-|-//nsubj:pass//27 beviljas//VB|PRS|SFO//advcl//18 sådan//JJ|POS|UTR|SIN|IND|NOM//xcomp//27 .//MAD//punct//2
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//31 noterades//VB|PRT|SFO//parataxis//2 också//AB//advmod//31 vid//PP//case//38 Riksskatteverkets//PM|GEN//nmod:poss//38 och//KN//cc//36 Konsumentverkets//NN|NEU|SIN|DEF|GEN//conj//34 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 uppföljning//NN|UTR|SIN|IND|NOM//obl//31 av//PP//case//40 skuldsaneringsprocessen//NN|UTR|SIN|DEF|NOM//nmod//38 2002//RG|NOM//nummod//40 .//MAD//punct//31
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;"I//PP//case//47 samband//NN|NEU|SIN|IND|NOM//fixed//43 med//PP//case//47 denna//DT|UTR|SIN|DEF//det//47 uppföljning//NN|UTR|SIN|IND|NOM//obl//48 drog//VB|PRT|AKT//conj//2 verken//NN|NEU|PLU|DEF|NOM//iobj//48 den//DT|UTR|SIN|DEF//det//51 slutsatsen//NN|UTR|SIN|DEF|NOM//obj//48 att//SN//mark//57 kvinnor//NN|UTR|PLU|IND|NOM//nsubj//57 i//PP//case//55 praktiken//NN|UTR|SIN|DEF|NOM//nmod//53 var//VB|PRT|AKT//cop//57 överrepresenterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//51 bland//PP//case//60 de//DT|UTR/NEU|PLU|DEF//det//60 sökande//NN|UTR|PLU|IND|NOM//obl//57 i//PP//case//66 förhållande//NN|NEU|SIN|IND|NOM//fixed//61 till//PP//fixed//61 hur//HA//advmod//65 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 gäldenärer//NN|UTR|PLU|IND|NOM//nmod//60 som//HP|-|-|-//nsubj//69 var//VB|PRT|AKT//cop//69 restförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//66 hos//PP//case//71 kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//obl//69 ;//MID//punct//2"
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;endast//AB//advmod//75 35//RG|NOM//nummod//75 procent//NN|UTR|PLU|IND|NOM//nsubj//79 av//PP//case//77 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nmod//75 var//VB|PRT|AKT//cop//79 kvinnor//NN|UTR|PLU|IND|NOM//parataxis//2 .//MAD//punct//2
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Vid//PP//case//2 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 uppföljning//NN|UTR|SIN|IND|NOM//obl//3 visade//VB|PRT|AKT//ROOT//3 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//3 att//SN//mark//16 den//DT|UTR|SIN|DEF//det//8 gäldenär//NN|UTR|SIN|IND|NOM//nsubj//16 som//HP|-|-|-//nsubj//10 ansöker//VB|PRS|AKT//acl:relcl//8 om//PP//case//12 skuldsanering//NN|UTR|SIN|IND|NOM//obl//10 vanligtvis//AB//advmod//16 är//VB|PRS|AKT//cop//16 40–59//RG|NOM//nummod//16 år//NN|NEU|PLU|IND|NOM//ccomp//3 och//KN//cc//18 tjänar//VB|PRS|AKT//conj//3 under//PP//case//22 15//RG|NOM//nummod//21 000//RG|NOM//nummod//22 kr//NN|AN//obl//18 i//PP//case//24 månaden//NN|UTR|SIN|DEF|NOM//nmod//22 före//PP//case//26 skatt//NN|UTR|SIN|IND|NOM//obl//18 (//PAD//punct//3 jfr//VB|AN//parataxis//3 avsnitt//NN|NEU|SIN|IND|NOM//nmod//30 5.6//RG|NOM//obj//28 )//PAD//punct//3 .//MAD//punct//3
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Vidare//AB|KOM//advmod//34 konstaterades//VB|PRT|SFO//parataxis//3 att//SN//mark//38 gäldenären//NN|UTR|SIN|DEF|NOM//nsubj//38 vanligtvis//AB//advmod//38 hyr//VB|PRS|AKT//ccomp//34 sin//PS|UTR|SIN|DEF//nmod:poss//40 bostad//NN|UTR|SIN|IND|NOM//obj//38 ,//MID//punct//38 att//SN//mark//44 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//44 har//VB|PRS|AKT//ccomp//38 cirka//AB//advmod//46 500//RG|NOM//nummod//47 000//RG|NOM//nummod//48 kr//NN|AN//obj//44 i//PP//case//50 skuld//NN|UTR|SIN|IND|NOM//nmod//48 samt//KN//cc//54 att//SN//mark//54 skulderna//NN|UTR|PLU|DEF|NOM//nsubj//54 härrör//VB|PRS|AKT//conj//38 från//PP//case//57 misslyckade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//57 husköp//NN|NEU|PLU|IND|NOM//obl//54 eller//KN//cc//60 tidigare//AB|KOM//advmod//60 bedriven//PC|PRF|UTR|SIN|IND|NOM//conj//57 näringsverksamhet//NN|UTR|SIN|IND|NOM//conj//57 .//MAD//punct//34
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;6.4//RG|NOM//appos//34 Närmare//AB|KOM//advmod//63 om//PP//case//66 steg//NN|NEU|SIN|IND|NOM//obl//63 2//RG|NOM//nummod//68 6.4.1//RG|NOM//appos//63 Gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//63 rätt//NN|UTR|SIN|IND|NOM//advmod//63 och//KN//cc//72 motiv//NN|NEU|SIN|IND|NOM//conj//70
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;En//DT|UTR|SIN|IND//det//1 privatperson//NN|UTR|SIN|IND|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 ansöka//VB|INF|AKT//ROOT//3 om//PP//case//5 skuldsanering//NN|UTR|SIN|IND|NOM//obl//3 hos//PP//case//7 kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nmod//5 (//PAD//punct//9 se//VB|IMP|AKT//parataxis//3 9//RG|NOM//nummod//11 §//NN|AN//obj//9 SksanL//NN|UTR|PLU|IND|NOM//advmod//9 )//PAD//punct//9 .//MAD//punct//15
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Förfarandet//NN|NEU|SIN|DEF|NOM//nsubj//18 hos//PP//case//17 myndigheten//NN|UTR|SIN|DEF|NOM//nmod//15 bygger//VB|PRS|AKT//conj//3 på//PP//case//20 frivillighet//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//3
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Av//PP//case//1 förarbetena//NN|NEU|PLU|DEF|NOM//obl//4 till//PP//case//3 skuldsaneringslagen//NN|UTR|SIN|DEF|NOM//nmod//1 framgår//VB|PRS|AKT//ROOT//4 att//SN//mark//7 avsikten//NN|UTR|SIN|DEF|NOM//nsubj//7 var//VB|PRT|AKT//ccomp//4 att//SN//mark//13 handläggningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 hos//PP//case//11 kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nmod//9 skulle//VB|PRT|AKT//aux//13 präglas//VB|INF|SFO//ccomp//7 av//PP//case//15 skriftlighet//NN|UTR|SIN|IND|NOM//obl:agent//13 .//MID//punct//4
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Vidare//AB|KOM//advmod//18 framgår//VB|PRS|AKT//parataxis//4 att//SN//mark//23 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//21 utredningsarbete//NN|NEU|SIN|IND|NOM//nsubj//23 skulle//VB|PRT|AKT//aux//23 sträva//VB|INF|AKT//ccomp//18 mot//PP//mark//26 att//IE//mark//26 åstadkomma//VB|INF|AKT//advcl//23 ett//DT|NEU|SIN|IND//det//28 förslag//NN|NEU|SIN|IND|NOM//obj//26 till//PP//case//30 skuldsanering//NN|UTR|SIN|IND|NOM//nmod//28 som//HP|-|-|-//nsubj:pass//33 kunde//VB|PRT|AKT//aux//33 godtas//VB|INF|SFO//acl:relcl//30 av//PP//case//35 borgenärerna//NN|UTR|PLU|DEF|NOM//obl:agent//33 .//MAD//punct//18
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;För//PP//mark//39 att//IE//mark//39 nå//VB|INF|AKT//advcl//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//39 betonades//VB|PRT|SFO//xcomp//39 i//PP//case//43 förarbetena//NN|NEU|PLU|DEF|NOM//obl//41 att//SN//mark//52 förfarandet//NN|NEU|SIN|DEF|NOM//nsubj//52 i//PP//case//49 det//DT|NEU|SIN|DEF//det//49 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 steget//NN|NEU|SIN|DEF|NOM//nmod//45 skulle//VB|PRT|AKT//aux//52 vara//VB|INF|AKT//cop//52 utformat//PC|PRF|NEU|SIN|IND|NOM//advcl//41 så//AB//mark//57 att//SN//mark//57 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//57 skulle//VB|PRT|AKT//aux//57 ha//VB|INF|AKT//advcl//52 möjlighet//NN|UTR|SIN|IND|NOM//obj//57 att//IE//mark//60 agera//VB|INF|AKT//acl//58 flexibelt//AB|POS//advmod//60 och//KN//cc//70 i//PP//case//66 så//AB//advmod//65 liten//JJ|POS|UTR|SIN|IND|NOM//amod//66 utsträckning//NN|UTR|SIN|IND|NOM//obl//70 som//KN//mark//68 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//66 vara//VB|INF|AKT//aux:pass//70 bunden//PC|PRF|UTR|SIN|IND|NOM//conj//60 till//PP//case//73 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 former//NN|UTR|PLU|IND|NOM//obl//70 .//MAD//punct//18
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Förfarandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//82 skulle//VB|PRT|AKT//aux//82 således//AB//advmod//82 i//PP//case//81 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//81 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 utsträckning//NN|UTR|SIN|IND|NOM//obl//82 styras//VB|INF|SFO//parataxis//18 av//PP//case//84 detaljregler//NN|UTR|PLU|IND|NOM//obl:agent//82 .//MAD//punct//4
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Lagstiftaren//NN|UTR|SIN|DEF|NOM//nsubj//87 menade//VB|PRT|AKT//parataxis//4 dock//AB//advmod//87 att//SN//mark//93 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 förfaranderegler//NN|UTR|PLU|IND|NOM//nsubj:pass//93 borde//VB|PRT|AKT//aux//93 tas//VB|INF|SFO//ccomp//87 in//PL//compound:prt//93 i//PP//case//96 skuldsaneringslagen//NN|UTR|SIN|DEF|NOM//obl//93 .//MAD//punct//87
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;I//PP//advmod//103 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//98 skulle//VB|PRT|AKT//aux//103 förvaltningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//102 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//103 gälla//VB|INF|AKT//conj//87 för//PP//case//106 kronofogdemyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//106 handläggning//NN|UTR|SIN|IND|NOM//obl//103 .//MAD//punct//87
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;6.4.2//RG|NOM//nummod//109 Beskrivning//NN|UTR|SIN|IND|NOM//appos//87 av//PP//case//111 förfarandet//NN|NEU|SIN|DEF|NOM//nmod//109
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;En//DT|UTR|SIN|IND//det//1 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//5 om//PP//case//3 skuldsanering//NN|UTR|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//5 göras//VB|INF|SFO//ROOT//5 skriftligen//AB//advmod//5 och//KN//cc//10 vara//VB|INF|AKT//cop//10 egenhändigt//AB|POS//advmod//10 undertecknad//PC|PRF|UTR|SIN|IND|NOM//conj//5 av//PP//case//12 gäldenären//NN|UTR|SIN|DEF|NOM//nmod//10 (//PAD//punct//12 9//RG|NOM//nummod//15 §//NN|AN//appos//12 SksanL//NN|UTR|SIN|IND|NOM//nmod//15 )//PAD//punct//5 .//MAD//punct//5
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Om//SN//mark//3 ansökan//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 bristfällig//JJ|POS|UTR|SIN|IND|NOM//advcl//7 ,//MID//punct//7 skall//VB|PRS|AKT//aux//7 kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//7 förelägga//VB|INF|AKT//ROOT//7 gäldenären//NN|UTR|SIN|DEF|NOM//obj//7 att//IE//mark//10 avhjälpa//VB|INF|AKT//xcomp//7 bristen//NN|UTR|SIN|DEF|NOM//obj//10 .//MAD//punct//7
6 Steg 2 – Förfarandet vid kronofogdemyndigheten ;Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//15 skall//VB|PRS|AKT//aux//15 avvisa//VB|INF|AKT//parataxis//7 ansökan//NN|UTR|SIN|IND|NOM//obj//15 ,//MID//punct//22 om//SN//mark//22 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//22 är//VB|PRS|AKT//cop//22 så//AB//advmod//22 bristfällig//JJ|POS|UTR|SIN|IND|NOM//advcl//15 att//SN//mark//27 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//27 inte//AB//advmod//27 kan//VB|PRS|AKT//aux//27 läggas//VB|INF|SFO//ccomp//22 till//PP//case//31 grund//NN|UTR|SIN|IND|NOM//fixed//28 för//PP//fixed//28 prövning//NN|UTR|SIN|IND|NOM//obl//27 i//PP//case//33 sak//NN|UTR|SIN|IND|NOM//nmod//31 och//KN//cc//37 gäldenären//NN|UTR|SIN|DEF|NOM//nsubj//37 inte//AB//advmod//37 följt//VB|SUP|AKT//conj//27 ett//DT|NEU|SIN|IND//det//39 föreläggande//NN|NEU|SIN|IND|NOM//xcomp//37 att//IE//mark//41 avhjälpa//VB|INF|AKT//acl//39 bristen//NN|UTR|SIN|DEF|NOM//obj//41 (//PAD//punct//42 11//RG|NOM//nummod//45 §//NN|AN//appos//42 SksanL//NN|UTR|PLU|IND|NOM//conj//42 )//PAD//punct//42 .//MAD//punct//15
