Näringsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 4//RO|NOM//nummod//4 oktober//NN|UTR|SIN|IND|NOM//obl//1 2001//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//xcomp//1 en//DT|UTR|SIN|IND//det//9 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//11 uppgift//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 närmare//AB|KOM//advmod//14 granska//VB|INF|AKT//amod//15 förutsättningarna//NN|UTR|PLU|DEF|NOM//obj//7 för//PP//case//17 tillskapandet//NN|NEU|SIN|DEF|NOM//nmod//15 av//PP//case//20 en//DT|UTR|SIN|IND//det//20 vägtrafikinspektion//NN|UTR|SIN|IND|NOM//nmod//17 .//MAD//punct//1
Näringsdepartementet;Den//DT|UTR|SIN|DEF//det//2 10//RG|NOM//nummod//2 december//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2001//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 generaldirektör//NN|UTR|SIN|IND|NOM//nmod//6 Jörgen//PM|NOM//nsubj:pass//4 Andersson//PM|NOM//flat:name//6 som//KN//case//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//xcomp//4 .//MAD//punct//4
Näringsdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 22//RG|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//nmod//10 2002//RG|NOM//nummod//7 doktorand//NN|UTR|SIN|IND|NOM//appos//7 Matts-Åke//PM|NOM//dep//4 Belin//PM|NOM//flat:name//10 och//KN//cc//15 den//DT|UTR|SIN|DEF//det//15 16//RG|NOM//nummod//15 april//NN|UTR|SIN|IND|NOM//conj//10 2002//RG|NOM//nummod//15 anställdes//VB|PRT|SFO//conj//4 kammarrättsassessor//NN|UTR|SIN|IND|NOM//nmod//19 Lars//PM|NOM//nsubj:pass//17 Magnusson//PM|NOM//flat//19 .//MAD//punct//4
Näringsdepartementet;Anita//PM|NOM//nsubj//5 Arnell//PM|NOM//flat//0 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 assistent//NN|UTR|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
Näringsdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Vägtrafikinspektionsutredningen//NN|UTR|SIN|DEF|NOM//obj//2 .//MAD//punct//2
Näringsdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 slutbetänkande//NN|NEU|SIN|IND|NOM//obj//1 ”//PAD//punct//4 EN//DT|UTR|SIN|IND//nummod//7 VÄGTRAFIKINSPEKTION//NN|UTR|SIN|IND|NOM//obl//1 .//MAD//punct//1 ”//RG|NOM//punct//1
Näringsdepartementet;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 14//RG|NOM//nummod//3 juni//NN|UTR|SIN|IND|NOM//obj//0 2002//RG|NOM//nummod//3
Näringsdepartementet;Jörgen//PM|NOM//ROOT//0 Andersson//PM|NOM//flat:name//0
Näringsdepartementet;Matts-Åke//PM|NOM//ROOT//0 Belin//PM|NOM//flat:name//0 ///MID//cc//3 Lars//PM|NOM//conj//0 Magnusson//PM|NOM//flat:name//3


