vid anhöriginvandring;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Försörjningskravsutredningen//PM|NOM//nmod//0
vid anhöriginvandring;Stockholm//PM|NOM//ROOT//0 2008//RG|NOM//nummod//0

Till statsrådet Tobias Billström;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 7//RO|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obl//1 2008//RG|NOM//nummod//4 att//IE//mark//7 ge//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 i//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 lämna//VB|INF|AKT//acl//12 ett//DT|NEU|SIN|IND//det//16 förslag//NN|NEU|SIN|IND|NOM//obj//14 som//HP|-|-|-//nsubj//18 innebär//VB|PRS|AKT//acl:relcl//16 att//SN//mark//24 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//24 i//PP//case//23 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//23 rätt//NN|UTR|SIN|IND|NOM//obl//24 införs//VB|PRS|SFO//ccomp//18 ett//DT|NEU|SIN|IND//det//26 försörjningskrav//NN|NEU|SIN|IND|NOM//nsubj:pass//24 som//KN//mark//28 villkor//NN|NEU|PLU|IND|NOM//acl//26 för//PP//case//30 anhöriginvandring//NN|UTR|SIN|IND|NOM//nmod//28 (//PAD//punct//30 dir//NN|AN//appos//30 .//MAD//punct//1
Till statsrådet Tobias Billström;2008:12//RG|NOM//punct//1 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet Tobias Billström;Den//DT|UTR|SIN|DEF//det//39 25//RG|NOM//nummod//39 februari//NN|UTR|SIN|IND|NOM//obl//41 2008//RG|NOM//nummod//39 utsåg//VB|PRT|AKT//parataxis//1 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//41 lagmannen//NN|UTR|SIN|DEF|NOM//nmod//44 Erik//PM|NOM//nsubj//41 Lempert//PM|NOM//xcomp//41 till//PP//case//48 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//48 utredare//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//1
Till statsrådet Tobias Billström;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 den//DT|UTR|SIN|DEF//det//7 23//RG|NOM//nummod//7 april//NN|UTR|SIN|IND|NOM//nsubj:pass//4 2008//RG|NOM//nummod//9 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//obl//4 Bo//PM|NOM//case//11 Anderberg//PM|NOM//nmod//9 ,//MID//punct//14 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//14 Karin//PM|NOM//appos//9 Benson//PM|NOM//flat:name//14 ,//MID//punct//14 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//18 Jan//PM|NOM//appos//9 Erlandsson//PM|NOM//flat:name//18 ,//MID//punct//18 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//22 Karin//PM|NOM//appos//9 Frank//PM|NOM//flat:name//22 ,//MID//punct//22 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//26 Eva//PM|NOM//appos//22 Lotta//PM|NOM//flat:name//26 Johansson//PM|NOM//flat:name//26 ,//MID//punct//22 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 Johanna//PM|NOM//conj//22 Johnsson//PM|NOM//flat:name//31 ,//MID//punct//31 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//35 Johanna//PM|NOM//conj//22 Peyron//PM|NOM//flat:name//35 och//KN//cc//39 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//39 Karin//PM|NOM//conj//22 Stillerud//PM|NOM//flat:name//39 .//MAD//punct//9
Till statsrådet Tobias Billström;Den//DT|UTR|SIN|DEF//det//44 1//RO|NOM//nummod//44 maj//NN|UTR|SIN|IND|NOM//obl//46 2008//RG|NOM//nummod//44 förordnades//VB|PRT|SFO//conj//4 tf//NN|AN//advmod//46 .//MAD//punct//4
Till statsrådet Tobias Billström;hovrättsassessorn//NN|UTR|SIN|DEF|NOM//dep//4 Karin//PM|NOM//flat:name//49 Ståhlbröst//PM|NOM//flat:name//50 som//KN//case//53 sekreterare//NN|UTR|SIN|IND|NOM//obl//49 i//PP//case//55 utredningen//NN|UTR|SIN|DEF|NOM//nmod//53 .//MAD//punct//49
Till statsrådet Tobias Billström;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//58 assistent//NN|UTR|SIN|IND|NOM//conj//49 har//VB|PRS|AKT//aux//60 varit//VB|SUP|AKT//cop//62 Frida//PM|NOM//nmod//62 Hansson//PM|NOM//flat:name//49 .//MAD//punct//4
Till statsrådet Tobias Billström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Försörjningskravsutredningen//PM|NOM//obj//2 (//PAD//punct//4 Ju//KN//advmod//7 2008:05//RG|NOM//appos//4 )//PAD//punct//7 .//MAD//punct//2
Till statsrådet Tobias Billström;Genom//PP//case//1 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//9 (//PAD//punct//1 dir//NN|AN//nummod//1 .//MAD//punct//1
Till statsrådet Tobias Billström;2008:82//RG|NOM//punct//1 )//PAD//punct//1 har//VB|PRS|AKT//aux//9 utredningstiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 förlängts//VB|SUP|SFO//ROOT//9 till//PP//case//13 den//DT|UTR|SIN|DEF//det//13 1//RO|NOM//nummod//13 december//NN|UTR|SIN|IND|NOM//obl//9 2008//RG|NOM//nummod//13 .//MAD//punct//9
Till statsrådet Tobias Billström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//3 Försörjningskrav//NN|NEU|SIN|IND|NOM//obj//1 vid//PP//case//5 anhöriginvandring//NN|UTR|SIN|IND|NOM//obl//1  //_SP////5 (//PAD//punct//5 SOU//PM|NOM//nmod//9 2008:114//RG|NOM//appos//5 )//PAD//punct//1 .//MAD//punct//16
Till statsrådet Tobias Billström;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 härmed//AB//advmod//16 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet Tobias Billström;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 1//RO|NOM//nummod//3 december//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//3 .//MAD//punct//0
Till statsrådet Tobias Billström;Erik//PM|NOM//nsubj//1 Lempert//PM|NOM//ROOT//1 /Karin//RG|NOM//obj//1 Ståhlbröst//PM|NOM//advmod//1

Författningsförslag;1//RG|NOM//nummod//1 Förslag//NN|NEU|PLU|IND|NOM//ROOT//1 till//PP//case//3 lag//NN|UTR|SIN|IND|NOM//nmod//1 om//PP//case//5 ändring//NN|UTR|SIN|IND|NOM//nmod//3 i//PP//case//7 utlänningslagen//NN|UTR|SIN|DEF|NOM//nmod//5 (//PAD//punct//9 2005:716//RG|NOM//nmod//7 )//PAD//punct//1
Författningsförslag;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//10 i//PP//case//5 utlänningslagen//NN|UTR|SIN|DEF|NOM//obl//10 (//PAD//punct//7 2005:716//RG|NOM//nmod//5 )//PAD//punct//5 ska//VB|PRS|AKT//aux//10 införas//VB|INF|SFO//ccomp//1 tre//RG|NOM//nummod//13 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//10 ,//MID//punct//13 5//RG|NOM//nummod//16 kap.//NN|AN//appos//13 3//RG|NOM//nummod//18 b//NN|NEU|SIN|IND|NOM//obl//16 ,//MID//punct//16 3//RG|NOM//nummod//21 c//NN|AN//nmod//16 och//KN//cc//16 27//RG|NOM//nummod//24 §//NN|AN//nmod//25 §//NN|AN//nmod//16 ,//MID//punct//13 av//PP//case//29 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 lydelse//NN|UTR|SIN|IND|NOM//nmod//13 5//RG|NOM//nummod//31 kap//NN|AN//appos//13 3//RG|NOM//nummod//33 b//NN|NEU|SIN|IND|NOM//case//34 §//NN|AN//nmod//31
Författningsförslag;Uppehållstillstånd//NN|NEU|SIN|IND|NOM//nsubj:pass//15 på//PP//case//4 grund//NN|UTR|SIN|IND|NOM//fixed//1 av//PP//fixed//1 anknytning//NN|UTR|SIN|IND|NOM//nmod//0 till//PP//case//7 en//DT|UTR|SIN|IND//det//7 person//NN|UTR|SIN|IND|NOM//nmod//0 enligt//PP//case//9 3//RG|NOM//obl//0 eller//KN//cc//9 3//RG|NOM//nummod//9 a//NN|NEU|SIN|IND|NOM//case//13 §//NN|AN//nmod//9 får//VB|PRS|AKT//aux//15 beviljas//VB|INF|SFO//ROOT//15 endast//AB//advmod//15 om//SN//case//19 den//DT|UTR|SIN|DEF//det//19 person//NN|UTR|SIN|IND|NOM//obl//15 som//HP|-|-|-//nsubj//22 utlänningen//NN|UTR|SIN|DEF|NOM//nsubj//22 åberopar//VB|PRS|AKT//acl:relcl//19 anknytning//NN|UTR|SIN|IND|NOM//obj//22 till//PP//case//22 har//VB|PRS|AKT//advcl//15 tillräckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 medel//NN|NEU|PLU|IND|NOM//obj//25 för//PP//mark//31 att//IE//mark//31 klara//VB|INF|AKT//advcl//25 sin//PS|UTR|SIN|DEF//nmod:poss//33 försörjning//NN|UTR|SIN|IND|NOM//obj//31 och//KN//cc//35 förfogar//VB|PRS|AKT//conj//31 över//PP//case//38 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//38 bostad//NN|UTR|SIN|IND|NOM//obl//35 för//PP//case//40 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//38 själv//JJ|POS|UTR|SIN|IND|NOM//amod//40 och//KN//cc//44 för//PP//case//44 utlänningen//NN|UTR|SIN|DEF|NOM//conj//40 .//MAD//punct//15
Författningsförslag;Om//SN//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 finns//VB|PRS|SFO//advcl//5 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 skäl//NN|NEU|PLU|IND|NOM//nsubj//2 får//VB|PRS|AKT//ROOT//5 kraven//NN|NEU|PLU|DEF|NOM//nsubj//5 i//PP//case//9 första//RO|NOM//amod//9 stycket//NN|NEU|SIN|DEF|NOM//nmod//6 helt//AB|POS//advmod//5 eller//KN//cc//13 delvis//AB//advmod//13 efterges//VB|INF|SFO//conj//10 3//RG|NOM//nummod//15 c//NN|AN//nmod//16 §//NN|AN//obl//5
Författningsförslag;Kraven//NN|NEU|PLU|DEF|NOM//nsubj//7 i//PP//case//6 3//RG|NOM//nummod//3 b//NN|NEU|SIN|IND|NOM//nmod//4 §//NN|AN//nmod//6 första//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 gäller//VB|PRS|AKT//ROOT//7 inte//AB//advmod//7 om//PP//case//11 den//DT|UTR|SIN|DEF//det//11 person//NN|UTR|SIN|IND|NOM//obl//7 som//HP|-|-|-//nsubj//14 utlänningen//NN|UTR|SIN|DEF|NOM//nsubj//14 åberopar//VB|PRS|AKT//acl:relcl//11 anknytning//NN|UTR|SIN|IND|NOM//obj//14 till//PP//case//17 1//RG|NOM//obl//14 är//VB|PRS|AKT//cop//21 en//DT|UTR|SIN|IND//det//21 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//21 medborgare//NN|UTR|SIN|IND|NOM//nsubj//7 ,//MID//punct//21 2//RG|NOM//nummod//21 .//MAD//punct//7
Författningsförslag;är//VB|PRS|AKT//cop//27 en//DT|UTR|SIN|IND//det//27 medborgare//NN|UTR|SIN|IND|NOM//nsubj//7 i//PP//case//30 en//DT|UTR|SIN|IND//det//30 EESstat//NN|UTR|SIN|IND|NOM//nmod//27 eller//KN//cc//33 i//PP//case//33 Schweiz//PM|NOM//conj//30 ,//MID//punct//33 3//RG|NOM//nummod//30 .//MAD//punct//7
Författningsförslag;är//VB|PRS|AKT//cop//39 ett//DT|NEU|SIN|IND//det//39 barn//NN|NEU|SIN|IND|NOM//nsubj//45 ,//MID//punct//39 4//RG|NOM//nummod//39 .//MAD//punct//39
Författningsförslag;är//VB|PRS|AKT//cop//45 en//DT|UTR|SIN|IND//det//45 utlänning//NN|UTR|SIN|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj//47 har//VB|PRS|AKT//acl:relcl//45 permanent//JJ|POS|NEU|SIN|IND|NOM//amod//49 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//47 och//KN//cc//53 som//HP|-|-|-//nsubj:pass//53 har//VB|PRS|AKT//aux//53 vistats//VB|SUP|SFO//conj//47 i//PP//case//55 Sverige//PM|NOM//obl//53 med//PP//case//57 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obl//53 för//PP//case//59 bosättning//NN|UTR|SIN|IND|NOM//nmod//57 under//PP//case//63 en//DT|UTR|SIN|IND//det//63 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//63 tid//NN|UTR|SIN|IND|NOM//nmod//59 av//PP//case//66 fyra//RG|NOM//nummod//66 år//NN|NEU|PLU|IND|NOM//nmod//63 ,//MID//punct//66 5//RG|NOM//nummod//59 .//MAD//punct//7
Författningsförslag;är//VB|PRS|AKT//cop//72 en//DT|UTR|SIN|IND//det//72 utlänning//NN|UTR|SIN|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj:pass//75 har//VB|PRS|AKT//aux//75 beviljats//VB|SUP|SFO//acl:relcl//72 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//75 som//KN//case//78 flykting//NN|UTR|SIN|IND|NOM//nmod//76 eller//KN//cc//80 förklarats//VB|SUP|SFO//conj//75 vara//VB|INF|AKT//cop//82 flykting//NN|UTR|SIN|IND|NOM//xcomp//80 ,//MID//punct//82 6//RG|NOM//nummod//82 .//MAD//punct//7
Författningsförslag;är//VB|PRS|AKT//cop//88 en//DT|UTR|SIN|IND//det//88 utlänning//NN|UTR|SIN|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj:pass//90 tagits//VB|SUP|SFO//acl:relcl//88 emot//PL//advmod//90 i//PP//case//93 Sverige//PM|NOM//obl//90 inom//PP//case//98 ramen//NN|UTR|SIN|DEF|NOM//fixed//94 för//PP//fixed//94 ett//DT|NEU|SIN|IND//det//98 beslut//NN|NEU|SIN|IND|NOM//obl//90 som//HP|-|-|-//obj//102 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//102 har//VB|PRS|AKT//aux//102 meddelat//VB|SUP|AKT//acl:relcl//98 om//PP//case//104 överföring//NN|UTR|SIN|IND|NOM//obl//102 av//PP//case//106 skyddsbehövande//NN|NEU|SIN|IND|NOM//nmod//104 till//PP//case//108 Sverige//PM|NOM//nmod//104 (//PAD//punct//110 vidarebosättning//NN|UTR|SIN|IND|NOM//appos//104 )//PAD//punct//110 ,//MID//punct//104 eller//KN//cc//114 7//RG|NOM//conj//104 .//MAD//punct//7
Författningsförslag;är//VB|PRS|AKT//cop//118 en//DT|UTR|SIN|IND//det//118 utlänning//NN|UTR|SIN|IND|NOM//parataxis//7 som//HP|-|-|-//nsubj:pass//121 har//VB|PRS|AKT//aux//121 beviljats//VB|SUP|SFO//acl:relcl//118 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//121 som//KN//case//124 skyddsbehövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//122 i//PP//case//129 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//125 enligt//PP//fixed//125 4//RG|NOM//nummod//129 kap.//NN|AN//obl//121 2//RG|NOM//nummod//131 §//NN|AN//obl//121 första//RO|NOM//amod//133 stycket//NN|NEU|SIN|DEF|NOM//nmod//131 1//RG|NOM//nummod//133 eller//KN//cc//143 på//PP//case//143 grund//NN|UTR|SIN|IND|NOM//fixed//136 av//PP//fixed//136 yttre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//143 eller//KN//cc//141 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//139 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//143 konflikt//NN|UTR|SIN|IND|NOM//conj//131 enligt//PP//case//146 4//RG|NOM//nummod//146 kap.//NN|AN//nmod//143 2//RG|NOM//nummod//148 §//NN|AN//obl//121 första//RO|NOM//amod//150 stycket//NN|NEU|SIN|DEF|NOM//nmod//148 2//RG|NOM//nummod//150 .//MAD//punct//118
Författningsförslag;27//RG|NOM//nummod//154 §//NN|AN//appos//118
Författningsförslag;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//8 eller//KN//cc//3 den//DT|UTR|SIN|DEF//det//3 myndighet//NN|UTR|SIN|IND|NOM//conj//0 som//HP|-|-|-//obj//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 bestämmer//VB|PRS|AKT//acl:relcl//3 får//VB|PRS|AKT//aux//8 meddela//VB|INF|AKT//ROOT//8 föreskrifter//NN|UTR|PLU|IND|NOM//obj//8 om//PP//case//11 försörjningsförmågan//NN|UTR|SIN|DEF|NOM//obl//8 och//KN//cc//14 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//14 bostad//NN|UTR|SIN|IND|NOM//conj//11 enligt//PP//case//18 3//RG|NOM//nummod//17 b//NN|NEU|SIN|IND|NOM//nmod//18 §//NN|AN//nmod//14 .//MAD//punct//8
Författningsförslag;U//PM|NOM//nmod//1 1//RG|NOM//discourse//5 .//MAD//punct//1
