vid anhöriginvandring;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Försörjningskravsutredningen//PM|NOM//nmod//0
Författningsförslag;Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 träder//VB|PRS|AKT//ROOT//5 i//PP//compound:prt//5 kraft//NN|UTR|SIN|IND|NOM//fixed//6 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 januari//NN|UTR|SIN|IND|NOM//nmod//15 2010//RG|NOM//nummod//10 .//MAD//punct//10
Författningsförslag;2//RG|NOM//nummod//10 .//MAD//punct//10
Författningsförslag;Bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj//27 i//PP//case//19 5//RG|NOM//nummod//18 kap.//NN|AN//nmod//19 3//RG|NOM//nmod//15 c//NN|AN//case//21 §//NN|AN//nmod//19 första//RO|NOM//amod//23 stycket//NN|NEU|SIN|DEF|NOM//nmod//24 7//RG|NOM//nmod//15 ska//VB|PRS|AKT//aux//27 även//AB//advmod//27 gälla//VB|INF|AKT//conj//5 en//DT|UTR|SIN|IND//det//29 utlänning//NN|UTR|SIN|IND|NOM//obj//27 som//HP|-|-|-//nsubj:pass//32 har//VB|PRS|AKT//aux//32 beviljats//VB|SUP|SFO//acl:relcl//29 uppehållstillstånd//NN|NEU|SIN|IND|NOM//obj//32 som//KN//case//35 skyddsbehövande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//33 i//PP//case//40 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//36 enligt//PP//fixed//36 3//RG|NOM//nummod//40 kap.//NN|AN//obl//32 3//RG|NOM//nummod//42 §//NN|AN//nmod//40 första//RO|NOM//amod//44 stycket//NN|NEU|SIN|DEF|NOM//nmod//45 1//RG|NOM//obl//32 eller//KN//cc//54 på//PP//case//54 grund//NN|UTR|SIN|IND|NOM//fixed//47 av//PP//fixed//47 yttre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 eller//KN//cc//52 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//50 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//54 konflikt//NN|UTR|SIN|IND|NOM//conj//45 enligt//PP//case//57 3//RG|NOM//nummod//57 kap.//NN|AN//nmod//54 3//RG|NOM//nummod//59 §//NN|AN//obl//32 första//RO|NOM//amod//61 stycket//NN|NEU|SIN|DEF|NOM//nmod//59 2//RG|NOM//nummod//61 i//PP//case//64 utlänningslagen//NN|UTR|SIN|DEF|NOM//obl//32 (//PAD//punct//64 1989:529//RG|NOM//appos//64 )//PAD//punct//64 .//MAD//punct//5


1.1 Uppdraget;Utredarens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//9 enligt//PP//case//3 utredningsdirektiven//NN|NEU|PLU|DEF|NOM//nmod//1 (//PAD//punct//3 dir//NN|AN//appos//3 .//MAD//punct//1
1.1 Uppdraget;2008:12//RG|NOM//nmod//1 )//PAD//punct//1 är//VB|PRS|AKT//ROOT//9 att//IE//mark//11 lämna//VB|INF|AKT//xcomp//9 förslag//NN|NEU|SIN|IND|NOM//obj//11 på//PP//case//14 författningsändringar//NN|UTR|PLU|IND|NOM//nmod//12 som//HP|-|-|-//nsubj//16 innebär//VB|PRS|AKT//acl:relcl//14 att//SN//mark//30 ett//DT|NEU|SIN|IND//det//19 försörjningskrav//NN|NEU|SIN|IND|NOM//nsubj:pass//30 som//KN//mark//21 villkor//NN|NEU|PLU|IND|NOM//nmod//19 för//PP//case//23 anhöriginvandring//NN|UTR|SIN|IND|NOM//nmod//19 för//PP//case//26 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 medborgare//NN|UTR|PLU|IND|NOM//nmod//23 och//KN//cc//29 statslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 personer//NN|UTR|PLU|IND|NOM//conj//23 införs//VB|PRS|SFO//ccomp//16 i//PP//case//33 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//33 rätt//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//9
1.1 Uppdraget;Enligt//PP//case//1 utredningsdirektiven//NN|NEU|PLU|DEF|NOM//obl//7 ska//VB|PRS|AKT//aux//7 den//DT|UTR|SIN|DEF//det//5 särskilda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//7 närmare//AB|KOM//advmod//7 överväga//VB|INF|AKT//ROOT//7 och//KN//cc//9 lämna//VB|INF|AKT//conj//7 förslag//NN|NEU|SIN|IND|NOM//obj//9 på//PP//case//7
1.1 Uppdraget;1//RG|NOM//discourse//3 .//MAD//punct//0
1.1 Uppdraget;vilken//HD|UTR|SIN|IND//det//3 krets//NN|UTR|SIN|IND|NOM//ROOT//3 av//PP//case//5 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//3 respektive//AB//cc//7 anknytningspersoner//NN|UTR|PLU|IND|NOM//conj//5  //_SP////7 som//HP|-|-|-//nsubj:pass//11 ska//VB|PRS|AKT//aux//11 omfattas//VB|INF|SFO//acl:relcl//7 av//PP//case//13 försörjningskravet//NN|NEU|SIN|DEF|NOM//obl:agent//11 ,//MID//punct//3
1.1 Uppdraget;2//RG|NOM//discourse//5 .//MID//punct//0
1.1 Uppdraget;hur//HA//advmod//5 försörjningskravet//NN|NEU|SIN|DEF|NOM//nsubj:pass//5 ska//VB|PRS|AKT//aux//5 anses//VB|INF|SFO//ROOT//5 vara//VB|INF|AKT//cop//7 uppfyllt//PC|PRF|NEU|SIN|IND|NOM//xcomp//5 ,//MID//punct//7 samt//KN//punct//5
1.1 Uppdraget;3//RG|NOM//discourse//8 .//MID//punct//0
1.1 Uppdraget;hur//HA//advmod//8 prövningen//NN|UTR|SIN|DEF|NOM//nsubj//8 av//PP//case//5 försörjningskravet//NN|NEU|SIN|DEF|NOM//nmod//3 praktiskt//AB|POS//advmod//8 ska//VB|PRS|AKT//aux//8 gå//VB|INF|AKT//ROOT//8 till//PL//compound:prt//8 .//MAD//punct//8
1.1 Uppdraget;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//5 ska//VB|PRS|AKT//aux//5 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//5 även//AB//advmod//5 redovisa//VB|INF|AKT//ROOT//5 lagstiftningen//NN|UTR|SIN|DEF|NOM//obj//5 om//PP//case//8 försörjningskrav//NN|NEU|PLU|IND|NOM//obl//5 i//PP//case//10 några//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//8 med//PP//case//12 Sverige//PM|NOM//obl//13 jämförbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 EU-medlemsstater//NN|UTR|PLU|IND|NOM//nmod//10 .//MAD//punct//5
1.1 Uppdraget;Vidare//AB|KOM//advmod//19 ska//VB|PRS|AKT//aux//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//19 redogöras//VB|INF|SFO//parataxis//5 för//PP//case//25 lagförslagets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 och//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//22 konsekvenser//NN|UTR|PLU|IND|NOM//obl//19 ,//MID//punct//25 t.ex.//AB|AN//advmod//28 jämställdhetskonsekvenser//NN|UTR|PLU|IND|NOM//appos//25 ,//MID//punct//31 samt//KN//cc//31 konsekvenser//NN|UTR|PLU|IND|NOM//conj//25 för//PP//case//33 barn//NN|NEU|PLU|IND|NOM//nmod//31 ,//MID//punct//37 för//PP//case//36 antalet//NN|NEU|SIN|DEF|NOM//obl//37 asylsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//31 respektive//AB//cc//39 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//37 av//PP//case//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 skäl//NN|NEU|PLU|IND|NOM//nmod//39 .//MAD//punct//19
1.1 Uppdraget;Om//SN//mark//46 förslaget//NN|NEU|SIN|DEF|NOM//nsubj//46 medför//VB|PRS|AKT//advcl//53 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//48 kostnader//NN|UTR|PLU|IND|NOM//obj//46 ska//VB|PRS|AKT//aux//53 förslag//NN|NEU|PLU|IND|NOM//nsubj:pass//53 till//PP//case//52 finansiering//NN|UTR|SIN|IND|NOM//nmod//50 redovisas//VB|INF|SFO//parataxis//19 .//MAD//punct//19
