Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 12//RG|NOM//nummod//5 december//NN|UTR|SIN|IND|NOM//nmod//0 2002//RG|NOM//nummod//5 .//MAD//punct//0
Bakgrund;Samtidigt//AB//advmod//109 infördes//VB|PRT|SFO//advcl//19 en//DT|UTR|SIN|IND//det//112 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//112 bestämmelse//NN|UTR|SIN|IND|NOM//nsubj:pass//109 för//PP//case//115 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//115 företag//NN|NEU|PLU|IND|NOM//nmod//112 som//HP|-|-|-//nsubj//117 bedriver//VB|PRS|AKT//acl:relcl//115 distribution//NN|UTR|SIN|IND|NOM//obj//117 av//PP//case//120 fjärrvärme//NN|UTR|SIN|IND|NOM//nmod//118 .//MAD//punct//19
Bakgrund;Syftet//NN|NEU|SIN|DEF|NOM//parataxis//19 med//PP//case//125 den//DT|UTR|SIN|DEF//det//125 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//122 är//VB|PRS|AKT//cop//122 att//IE//mark//128 upprätthålla//VB|INF|AKT//acl//122 konkurrensneutraliteten//NN|UTR|SIN|DEF|NOM//obj//128 mellan//PP//case//131 energislagen//NN|NEU|PLU|DEF|NOM//nmod//129 ,//MID//punct//131 dvs.//AB|AN//advmod//128 el//NN|UTR|SIN|IND|NOM//advcl//19 och//KN//cc//136 fjärrvärme//NN|UTR|SIN|IND|NOM//conj//134 .//MID//punct//19
Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//139 innebär//VB|PRS|AKT//parataxis//19 att//SN//mark//148 fjärrvärmesektorn//NN|UTR|SIN|DEF|NOM//nsubj//148 för//PP//case//143 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//141 är//VB|PRS|AKT//cop//148 i//PP//advmod//148 stort//AB//fixed//145 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//145 oreglerad//JJ|POS|UTR|SIN|IND|NOM//ccomp//139 .//MAD//punct//19
Bakgrund;Vad//HP|NEU|SIN|IND//obj//1 gäller//VB|PRS|AKT//advcl//5 distributionen//NN|UTR|SIN|DEF|NOM//nsubj//1 av//PP//case//4 hetvatten//NN|NEU|SIN|IND|NOM//nmod//2 utgör//VB|PRS|AKT//advcl//17 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//5 ett//DT|NEU|SIN|IND//det//9 naturligt//JJ|POS|NEU|SIN|IND|NOM//amod//9 monopol//NN|NEU|SIN|IND|NOM//obj//5 .//MAD//punct//5
Bakgrund;Statsmakterna//NN|UTR|PLU|DEF|NOM//nsubj//12 har//VB|PRS|AKT//aux//17 därför//AB//advmod//17 i//PP//case//16 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//16 grad//NN|UTR|SIN|IND|NOM//obl//17 följt//VB|SUP|AKT//ROOT//17 utvecklingen//NN|UTR|SIN|DEF|NOM//nsubj//17 på//PP//case//20 fjärrvärmemarknaden//NN|UTR|SIN|DEF|NOM//nmod//18 sedan//PP//case//22 1996//RG|NOM//obl//17 i//PP//case//24 syfte//NN|NEU|SIN|IND|NOM//obl//17 att//IE//mark//26 uppmärksamma//VB|INF|AKT//acl//24 ett//DT|NEU|SIN|IND//det//29 eventuellt//JJ|POS|NEU|SIN|IND|NOM//amod//29 behov//NN|NEU|SIN|IND|NOM//obj//26 av//PP//case//31 åtgärder//NN|UTR|PLU|IND|NOM//nmod//29 .//MAD//punct//17
Bakgrund;Uppföljningar//NN|UTR|PLU|IND|NOM//nsubj//34 visar//VB|PRS|AKT//parataxis//17 att//SN//mark//39 konsumenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//37 ställning//NN|UTR|SIN|IND|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 svag//JJ|POS|UTR|SIN|IND|NOM//ccomp//34 i//PP//case//43 förhållande//NN|NEU|SIN|IND|NOM//fixed//40 till//PP//fixed//40 fjärrvärmeföretagen//NN|NEU|PLU|DEF|NOM//obl//39 och//KN//cc//48 att//SN//mark//48 konkurrensen//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 behöver//VB|PRS|AKT//aux//48 stimuleras//VB|INF|SFO//conj//39 på//PP//case//50 värmemarknaden//NN|UTR|SIN|DEF|NOM//obl//48 .//MAD//punct//17
Bakgrund;Uppföljningar//NN|UTR|PLU|IND|NOM//nsubj//53 visar//VB|PRS|AKT//parataxis//17 även//AB//advmod//59 att//SN//mark//59 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 strukturförändringar//NN|UTR|PLU|IND|NOM//nsubj//59 har//VB|PRS|AKT//aux//59 skett//VB|SUP|AKT//advcl//53 på//PP//case//61 fjärrvärmemarknaden//NN|UTR|SIN|DEF|NOM//obl//59 sedan//PP//case//63 1996//RG|NOM//obl//59 .//MAD//punct//17
Bakgrund;Det//DT|NEU|SIN|DEF//det//67 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 ägandet//NN|NEU|SIN|DEF|NOM//nsubj//69 har//VB|PRS|AKT//aux//69 minskat//VB|SUP|AKT//parataxis//17 .//MID//punct//69
Bakgrund;Nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//76 och//KN//cc//74 internationellt//AB|POS//advmod//74 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 integrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//76 energikoncerner//NN|UTR|PLU|IND|NOM//nsubj//77 står//VB|PRS|AKT//conj//17 för//PP//case//81 en//DT|UTR|SIN|IND//det//81 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//81 andel//NN|UTR|SIN|IND|NOM//obl//77 av//PP//case//83 ägandet//NN|NEU|SIN|DEF|NOM//nmod//81 av//PP//case//85 fjärrvärmeföretagen//NN|NEU|PLU|DEF|NOM//nmod//83 .//MAD//punct//17
Bakgrund;Fjärrvärmeverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//88 bedrivs//VB|PRS|SFO//parataxis//17 också//AB//advmod//88 i//PP//case//93 allt//AB//advmod//92 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 grad//NN|UTR|SIN|IND|NOM//obl//88 med//PP//case//96 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//96 avkastningskrav//NN|NEU|PLU|IND|NOM//obl//88 av//PP//case//99 såväl//KN//advmod//99 privata//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//96 som//KN//mark//104 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 och//KN//cc//103 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//101 ägare//NN|UTR|PLU|IND|NOM//nmod//99 .//MAD//punct//88
Bakgrund;En//DT|UTR|SIN|IND//det//108 stor//JJ|POS|UTR|SIN|IND|NOM//amod//108 prisspridning//NN|UTR|SIN|IND|NOM//nsubj:pass//122 mellan//PP//case//110 fjärrvärmeföretagen//NN|NEU|PLU|DEF|NOM//nmod//108 och//KN//cc//114 en//DT|UTR|SIN|IND//det//114 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//114 grad//NN|UTR|SIN|IND|NOM//conj//108 av//PP//case//116 prissättning//NN|UTR|SIN|IND|NOM//nmod//114 efter//PP//case//119 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 uppvärmningsformer//NN|UTR|PLU|IND|NOM//nmod//116 kan//VB|PRS|AKT//aux//122 även//AB//advmod//122 konstateras//VB|INF|SFO//parataxis//88 .//MAD//punct//17
Bakgrund;Kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 fjärrvärmeföretag//NN|NEU|PLU|IND|NOM//ROOT//1
Bakgrund;Sedan//PP//case//1 1996//RG|NOM//obl//5 skall//VB|PRS|AKT//aux//5 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 fjärrvärmeföretag//NN|NEU|PLU|IND|NOM//nsubj:pass//5 bedrivas//VB|INF|SFO//ROOT//5 på//PP//case//8 affärsmässig//JJ|POS|UTR|SIN|IND|NOM//amod//8 grund//NN|UTR|SIN|IND|NOM//obl//5 (//PAD//punct//8 7//RG|NOM//nummod//11 kap.//NN|AN//nmod//14 2//RG|NOM//nummod//13 §//NN|AN//nmod//14 ellagen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//14 1997:857//RG|NOM//appos//14 )//PAD//punct//16 )//PAD//punct//14 .//MAD//punct//5
Bakgrund;I//PP//case//25 samband//NN|NEU|SIN|IND|NOM//fixed//20 med//PP//case//25 Elbörsutredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//24 betänkande//NN|NEU|SIN|IND|NOM//nmod//25 Regler//NN|UTR|PLU|IND|NOM//appos//5 för//PP//case//27 handel//NN|UTR|SIN|IND|NOM//nmod//25 med//PP//case//27 el//NN|UTR|SIN|IND|NOM//fixed//28  //_SP////29 (//PAD//punct//25 SOU//PM|NOM//appos//25 1996:49//RG|NOM//nummod//32 )//PAD//punct//25 påpekade//VB|PRT|AKT//advcl//5 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//37 remissinstanser//NN|UTR|PLU|IND|NOM//nsubj//35 i//PP//case//40 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//40 yttranden//NN|NEU|PLU|IND|NOM//obl//35 att//SN//mark//45 den//DT|UTR|SIN|DEF//det//44 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 lokaliseringsprincipen//NN|UTR|SIN|DEF|NOM//nsubj//45 förhindrade//VB|PRT|AKT//acl//40 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 värmeförsörjningslösningar//NN|UTR|PLU|IND|NOM//obj//45 i//PP//case//49 områden//NN|NEU|PLU|IND|NOM//nmod//47 nära//PP//case//51 kommunområdesgränser//NN|UTR|PLU|IND|NOM//nmod//49 .//MAD//punct//55
Bakgrund;Kommunallagens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 lokaliseringsprincip//NN|UTR|SIN|IND|NOM//nsubj//55 innebär//VB|PRS|AKT//conj//5 att//SN//mark//66 en//DT|UTR|SIN|IND//det//58 kommun//NN|UTR|SIN|IND|NOM//nsubj//66 som//HP|-|-|-//nsubj//60 bedriver//VB|PRS|AKT//acl:relcl//58 värmeproduktion//NN|UTR|SIN|IND|NOM//obj//60 i//PP//case//63 princip//NN|UTR|SIN|IND|NOM//obl//60 endast//AB//advmod//66 får//VB|PRS|AKT//aux//66 leverera//VB|INF|AKT//ccomp//55 värme//NN|UTR|SIN|IND|NOM//obj//66 inom//PP//case//71 den//DT|UTR|SIN|DEF//det//71 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//71 kommunen//NN|UTR|SIN|DEF|NOM//obl//66 .//MAD//punct//55
Bakgrund;Den//DT|UTR|SIN|DEF//det//75 4//RO|NOM//nummod//75 juni//NN|UTR|SIN|IND|NOM//obl//77 1998//RG|NOM//nummod//75 tillkallade//VB|PRT|AKT//parataxis//55 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//77 en//DT|UTR|SIN|IND//det//81 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//81 utredare//NN|UTR|SIN|IND|NOM//obj//77 (//PAD//punct//81 dir//NN|AN//appos//81 .//MAD//punct//81
Bakgrund;1998:41//RG|NOM//obl//55 )//PAD//punct//85 för//PP//mark//89 att//IE//mark//89 studera//VB|INF|AKT//advcl//55 regelverket//NN|NEU|SIN|DEF|NOM//obj//89 för//PP//case//92 handel//NN|UTR|SIN|IND|NOM//obl//89 med//PP//case//92 och//KN//cc//95 distribution//NN|UTR|SIN|IND|NOM//conj//92 av//PP//case//97 naturgas//NN|UTR|SIN|IND|NOM//nmod//95 och//KN//cc//101 annan//JJ|POS|UTR|SIN|IND|NOM//amod//100 rörbunden//JJ|POS|UTR|SIN|IND|NOM//nmod//101 energi//NN|UTR|SIN|IND|NOM//conj//97 .//MAD//punct//116
Bakgrund;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//116 fick//VB|PRT|AKT//aux//116 i//PP//case//107 detta//DT|NEU|SIN|DEF//det//107 sammanhang//NN|NEU|SIN|IND|NOM//obl//104 i//PP//case//109 uppdrag//NN|NEU|SIN|IND|NOM//nmod//107 att//IE//mark//111 överväga//VB|INF|AKT//acl//109 om//SN//mark//116 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 värmeföretag//NN|NEU|PLU|IND|NOM//nsubj:pass//116 bör//VB|PRS|AKT//aux//116 undantas//VB|INF|SFO//parataxis//55 från//PP//case//119 kommunallagens//NN|UTR|SIN|DEF|GEN//nmod:poss//119 lokaliseringsprincip//NN|UTR|SIN|IND|NOM//obl//116 .//MAD//punct//55
Bakgrund;Den//DT|UTR|SIN|DEF//det//123 1//RO|NOM//nummod//123 februari//NN|UTR|SIN|IND|NOM//obl//125 1999//RG|NOM//nummod//123 överlämnades//VB|PRT|SFO//parataxis//55 delbetänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//125 Effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//128 värme-//NN|NEU|-|-|SMS//nsubj:pass//125 och//KN//cc//130 miljölösningar//NN|UTR|PLU|IND|NOM//conj//128  //_SP////130 (//PAD//punct//125 SOU//PM|NOM//nmod//134 1999:5//RG|NOM//appos//125 )//PAD//punct//125 .//MAD//punct//138
Bakgrund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//138 föreslog//VB|PRT|AKT//parataxis//5 att//SN//mark//145 kommunal//JJ|POS|UTR|SIN|IND|NOM//amod//141 fjärrvärmeverksamhet//NN|UTR|SIN|IND|NOM//nsubj:pass//145 även//AB//advmod//145 skulle//VB|PRT|AKT//aux//145 få//VB|INF|AKT//aux//145 bedrivas//VB|INF|SFO//ccomp//138 i//PP//case//148 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//148 närhet//NN|UTR|SIN|IND|NOM//obl//145 till//PP//case//151 företagets//NN|NEU|SIN|DEF|GEN//nmod:poss//151 fjärrvärmeverksamhet//NN|UTR|SIN|IND|NOM//nmod//148 inom//PP//case//153 kommunen//NN|UTR|SIN|DEF|NOM//nmod//151 i//PP//case//155 syfte//NN|NEU|SIN|IND|NOM//nmod//153 att//IE//mark//157 uppnå//VB|INF|AKT//acl//148 en//DT|UTR|SIN|IND//det//160 ändamålsenlig//JJ|POS|UTR|SIN|IND|NOM//amod//160 fjärrvärmeverksamhet//NN|UTR|SIN|IND|NOM//obj//157 .//MAD//punct//138
Bakgrund;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//163 bedömde//VB|PRT|AKT//parataxis//138 i//PP//case//166 propositionen//NN|UTR|SIN|DEF|NOM//nmod//166 Energimarknader//NN|UTR|PLU|IND|NOM//obl//163 i//PP//case//168 utveckling//NN|UTR|SIN|IND|NOM//nmod//166 -//MID//punct//166 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//171 regler//NN|UTR|PLU|IND|NOM//appos//166 och//KN//cc//173 tillsyn//NN|UTR|SIN|IND|NOM//conj//171  //_SP////173 (//PAD//punct//171 prop//NN|UTR|SIN|IND|NOM//conj//166 .//MAD//punct//163
Bakgrund;2001/02:56//RG|NOM//obl//163 )//PAD//punct//178 att//SN//mark//186 ett//DT|NEU|SIN|IND//det//182 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//186 från//PP//case//184 lokaliseringsprincipen//NN|UTR|SIN|DEF|NOM//nmod//182 bör//VB|PRS|AKT//aux//186 genomföras//VB|INF|SFO//advcl//163 på//PP//case//188 sikt//NN|UTR|SIN|IND|NOM//obl//186 ,//MID//punct//138 men//KN//cc//205 först//AB//advmod//195 efter//PP//case//195 en//DT|UTR|SIN|IND//det//195 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//195 utredning//NN|UTR|SIN|IND|NOM//obl//205 av//PP//case//197 möjligheterna//NN|UTR|PLU|DEF|NOM//nmod//195 att//IE//mark//199 införa//VB|INF|AKT//acl//195 pristillsyn//NN|UTR|SIN|IND|NOM//obj//199 av//PP//case//202 värmedistribution//NN|UTR|SIN|IND|NOM//obl//199 .//MAD//punct//195
Bakgrund;Riksdagen//NN|UTR|SIN|DEF|NOM//nsubj//205 delade//VB|PRT|AKT//conj//138 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//207 bedömning//NN|UTR|SIN|IND|NOM//obj//205 när//HA//case//211 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//208 gäller//VB|PRS|AKT//fixed//208 lokaliseringsprincipen//NN|UTR|SIN|DEF|NOM//obl//205 (//PAD//punct//211 bet//VB|PRT|AKT//conj//211 .//MAD//punct//211
Bakgrund;2001/02//RG|NOM//obl//5 ://MID//punct//217
Bakgrund;NU9//PM|NOM//appos//215 )//PAD//punct//217 .//MAD//punct//5
Bakgrund;Utredningar//NN|UTR|PLU|IND|NOM//ROOT//0 om//PP//case//2 konkurrensen//NN|UTR|SIN|DEF|NOM//nmod//0 för//PP//case//4 fjärrvärmen//NN|UTR|SIN|DEF|NOM//nmod//2 på//PP//case//6 värmemarknaderna//NN|UTR|PLU|DEF|NOM//nmod//4
Bakgrund;Den//DT|UTR|SIN|DEF//det//2 17//RG|NOM//nummod//2 december//NN|UTR|SIN|IND|NOM//obl//4 1998//RG|NOM//nummod//2 fick//VB|PRT|AKT//ROOT//4 Energimyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//4 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 uppdrag//NN|NEU|SIN|IND|NOM//obj//4 att//IE//mark//9 göra//VB|INF|AKT//acl//7 en//DT|UTR|SIN|IND//det//11 förstudie//NN|UTR|SIN|IND|NOM//obj//9 i//PP//case//13 syfte//NN|NEU|SIN|IND|NOM//nmod//11 att//IE//mark//15 beskriva//VB|INF|AKT//acl//7 situationen//NN|UTR|SIN|DEF|NOM//obj//15 på//PP//case//18 värmemarknaden//NN|UTR|SIN|DEF|NOM//nmod//16 ur//PP//case//21 ett//DT|NEU|SIN|IND//det//21 användarperspektiv//NN|NEU|SIN|IND|NOM//obl//15 .//MAD//punct//4
Bakgrund;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 redovisades//VB|PRT|SFO//parataxis//4 den//DT|UTR|SIN|DEF//det//27 26//RG|NOM//nummod//27 oktober//NN|UTR|SIN|IND|NOM//obl//24 1999//RG|NOM//nummod//27 (//PAD//punct//27 dnr//PM|NOM//amod//31 N1999/11368//PM|NOM//nsubj:pass//24 ///MID//cc//33 ESB//NN|AN//conj//31 )//PAD//punct//24 .//MAD//punct//24
